actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
549,PT08M52.00S,2021-11-13T05:06:26.4Z,4,REGULAR,substitution,in,[],203897,,,1610612744,94,69,2021-11-13T05:06:29Z,5310000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M34.00S,2021-11-13T05:06:49.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",2738,91.93495400788436,48.28431372549019,1610612744,96,69,2021-11-13T05:06:52Z,5320000,-9.0,23.0,1,right,A. Iguodala driving DUNK (8 PTS) (S. Curry 3 AST),"[2738, 201939]",1610612744.0,GSW,driving,,,Iguodala,A. Iguodala,,,,,2.48,Made,8.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,,
552,PT08M17.00S,2021-11-13T05:07:07.8Z,4,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612741,96,69,2021-11-13T05:07:20Z,5340000,,,0,,J. Kuminga shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1630228, 1627884]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,201639.0,,,,,,2.0,0.0,Jones Jr.,1627884.0,
554,PT08M17.00S,2021-11-13T05:07:35.5Z,4,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,96,70,2021-11-13T05:07:35Z,5360000,,,0,,D. Jones Jr. Free Throw 1 of 2 (8 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
555,PT08M17.00S,2021-11-13T05:07:52.4Z,4,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,96,71,2021-11-13T05:07:52Z,5370000,,,0,,D. Jones Jr. Free Throw 2 of 2 (9 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
556,PT08M00.00S,2021-11-13T05:08:11.0Z,4,REGULAR,3pt,Jump Shot,[],1627780,71.30420499342969,19.607843137254903,1610612744,96,71,2021-11-13T05:08:13Z,5380000,-152.0,217.0,1,right,MISS G. Payton II 26' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
557,PT07M57.00S,2021-11-13T05:08:14.1Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612741,96,71,2021-11-13T05:08:14Z,5390000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:3),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,556.0,4.0,3.0,1.0,,,,,,,,,,,
558,PT07M44.00S,2021-11-13T05:08:26.4Z,4,REGULAR,2pt,Jump Shot,[],203897,22.601839684625492,82.37591911764706,1610612741,96,73,2021-11-13T05:08:40Z,5400000,-162.0,160.0,1,left,Z. LaVine 22' step back Jump Shot (19 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,22.76,Made,19.0,,,,,,,,,,,,,,,,,,
559,PT07M25.00S,2021-11-13T05:08:45.8Z,4,REGULAR,3pt,Jump Shot,[],203490,66.3107752956636,21.568627450980394,1610612744,99,73,2021-11-13T05:08:48Z,5410000,-142.0,264.0,1,right,O. Porter Jr. 30' 3PT  (3 PTS) (S. Curry 4 AST),"[203490, 201939]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,30.0,Made,3.0,S. Curry,201939.0,4.0,,,,,,,,,,,,,,,
561,PT07M05.00S,2021-11-13T05:09:06.3Z,4,REGULAR,2pt,Jump Shot,[],203897,15.456636005256241,16.176470588235293,1610612741,99,75,2021-11-13T05:09:09Z,5430000,169.0,93.0,1,left,Z. LaVine 19' pullup Jump Shot (21 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,19.29,Made,21.0,,,,,,,,,,,,,,,,,,
562,PT06M52.00S,2021-11-13T05:09:18.8Z,4,REGULAR,turnover,lost ball,[],201939,,,1610612744,99,75,2021-11-13T05:09:21Z,5440000,,,0,,S. Curry lost ball TURNOVER (5 TO),"[201939, 1628366]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,5.0,,,Ball,1628366.0,,,,,
563,PT06M52.00S,2021-11-13T05:09:18.8Z,4,REGULAR,steal,,[],1628366,,,1610612741,99,75,2021-11-13T05:09:21Z,5450000,,,0,,L. Ball STEAL (4 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M47.00S,2021-11-13T05:09:23.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,9.149145860709593,44.11764705882353,1610612741,99,75,2021-11-13T05:09:28Z,5470000,29.0,34.0,1,left,MISS Z. LaVine running Layup,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,4.46,Missed,,,,,,,,,,,,,,,,,,,
566,PT06M45.00S,2021-11-13T05:09:31.1Z,4,REGULAR,rebound,offensive,[],201942,,,1610612741,99,75,2021-11-13T05:09:31Z,5480000,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,565.0,2.0,1.0,1.0,,,,,,,,,,,
567,PT06M45.00S,2021-11-13T05:09:31.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",201942,5.590000152587891,50.0,1610612741,99,77,2021-11-13T05:09:41Z,5490000,0.0,0.0,1,left,D. DeRozan tip DUNK (15 PTS),[201942],1610612741.0,CHI,tip,,,DeRozan,D. DeRozan,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,,,,
568,PT06M45.00S,2021-11-13T05:09:34.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,99,77,2021-11-13T05:09:34Z,5500000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M45.00S,2021-11-13T05:11:36.3Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,99,77,2021-11-13T05:12:47Z,5510000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M45.00S,2021-11-13T05:11:36.3Z,4,REGULAR,substitution,out,[],1630228,,,1610612744,99,77,2021-11-13T05:12:47Z,5520000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M45.00S,2021-11-13T05:11:36.3Z,4,REGULAR,substitution,out,[],2738,,,1610612744,99,77,2021-11-13T05:12:47Z,5530000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M45.00S,2021-11-13T05:11:36.3Z,4,REGULAR,substitution,in,[],203110,,,1610612744,99,77,2021-11-13T05:12:47Z,5540000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M45.00S,2021-11-13T05:11:36.3Z,4,REGULAR,substitution,in,[],203952,,,1610612744,99,77,2021-11-13T05:12:47Z,5550000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M45.00S,2021-11-13T05:11:36.3Z,4,REGULAR,substitution,in,[],1629673,,,1610612744,99,77,2021-11-13T05:12:47Z,5560000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M24.00S,2021-11-13T05:13:17.1Z,4,REGULAR,3pt,Jump Shot,[],203490,64.60249671484888,44.6078431372549,1610612744,99,77,2021-11-13T05:13:20Z,5570000,-27.0,280.0,1,right,MISS O. Porter Jr. 28' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,28.15,Missed,,,,,,,,,,,,,,,,,,,
576,PT06M22.00S,2021-11-13T05:13:19.1Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612741,99,77,2021-11-13T05:13:24Z,5580000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,575.0,2.0,2.0,0.0,,,,,,,,,,,
577,PT06M14.00S,2021-11-13T05:13:27.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,11.12023653088042,62.00980392156863,1610612741,99,79,2021-11-13T05:13:30Z,5590000,-60.0,52.0,1,left,Z. LaVine 7' driving floating bank Jump Shot (23 PTS),[203897],1610612741.0,CHI,driving floating bank,,,LaVine,Z. LaVine,,,,,7.94,Made,23.0,,,,,,,,,,,,,,,,,,
578,PT06M04.00S,2021-11-13T05:13:37.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203490,90.22667542706965,52.94117647058824,1610612744,101,79,2021-11-13T05:13:39Z,5600000,15.0,39.0,1,right,O. Porter Jr. cutting Layup (5 PTS) (S. Curry 5 AST),"[203490, 201939]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,4.21,Made,5.0,S. Curry,201939.0,5.0,,,,,,,,,,,,,,,
580,PT05M45.00S,2021-11-13T05:13:55.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629076,7.30946123521682,56.372549019607845,1610612741,101,81,2021-11-13T05:13:57Z,5620000,-32.0,16.0,1,left,T. Cook Layup (4 PTS) (D. DeRozan 5 AST),"[1629076, 201942]",1610612741.0,CHI,,,,Cook,T. Cook,,,,,3.58,Made,4.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,,
582,PT05M32.00S,2021-11-13T05:14:10.8Z,4,REGULAR,foul,personal,[],203897,,,1610612744,101,81,2021-11-13T05:14:20Z,5640000,,,0,,Z. LaVine personal FOUL (2 PF),"[203897, 203490]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Porter Jr.,203490.0,
584,PT05M27.00S,2021-11-13T05:14:32.8Z,4,REGULAR,3pt,Jump Shot,[],201939,64.20827858081472,45.34313725490196,1610612744,104,81,2021-11-13T05:14:35Z,5660000,-23.0,284.0,1,right,S. Curry 28' 3PT  (37 PTS) (O. Porter Jr. 1 AST),"[201939, 203490]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.49,Made,37.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,,,,,
586,PT05M13.00S,2021-11-13T05:14:46.7Z,4,REGULAR,3pt,Jump Shot,[],201942,7.30946123521682,95.83333333333334,1610612741,104,84,2021-11-13T05:14:49Z,5680000,-229.0,16.0,1,left,D. DeRozan 3PT  (18 PTS) (T. Cook 1 AST),"[201942, 1629076]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,22.98,Made,18.0,T. Cook,1629076.0,1.0,,,,,,,,,,,,,,,
588,PT04M55.00S,2021-11-13T05:15:04.9Z,4,REGULAR,3pt,Jump Shot,[],203952,93.38042049934296,4.166666666666666,1610612744,104,84,2021-11-13T05:15:07Z,5700000,-229.0,10.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
589,PT04M53.00S,2021-11-13T05:15:06.9Z,4,REGULAR,rebound,offensive,[],203490,,,1610612744,104,84,2021-11-13T05:16:21Z,5710000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,588.0,3.0,1.0,2.0,,,,,,,,,,,
590,PT04M49.00S,2021-11-13T05:15:10.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203952,73.14388961892247,14.215686274509803,1610612744,104,84,2021-11-13T05:15:12Z,5720000,-179.0,200.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,,
591,PT04M46.00S,2021-11-13T05:15:13.8Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612741,104,84,2021-11-13T05:15:13Z,5730000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,590.0,3.0,3.0,0.0,,,,,,,,,,,
592,PT04M42.00S,2021-11-13T05:15:17.1Z,4,REGULAR,turnover,bad pass,[],1628366,,,1610612741,104,84,2021-11-13T05:15:18Z,5740000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1628366, 203490]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,2.0,,,Porter Jr.,203490.0,,,,,
593,PT04M42.00S,2021-11-13T05:15:17.1Z,4,REGULAR,steal,,[],203490,,,1610612744,104,84,2021-11-13T05:15:19Z,5750000,,,0,,O. Porter Jr. STEAL (2 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M38.00S,2021-11-13T05:15:21.1Z,4,REGULAR,turnover,lost ball,[],201939,,,1610612744,104,84,2021-11-13T05:15:53Z,5760000,,,0,,S. Curry lost ball TURNOVER (6 TO),"[201939, 1627884]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,6.0,,,Jones Jr.,1627884.0,,,,,
595,PT04M38.00S,2021-11-13T05:15:21.1Z,4,REGULAR,steal,,[],1627884,,,1610612741,104,84,2021-11-13T05:15:25Z,5770000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M24.00S,2021-11-13T05:15:35.1Z,4,REGULAR,turnover,lost ball,[],1627884,,,1610612741,104,84,2021-11-13T05:15:47Z,5780000,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 203110]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,1.0,,,Green,203110.0,,,,,
597,PT04M24.00S,2021-11-13T05:15:35.1Z,4,REGULAR,steal,,[],203110,,,1610612744,104,84,2021-11-13T05:15:37Z,5790000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M19.00S,2021-11-13T05:15:39.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,85.89027595269383,2.941176470588235,1610612744,107,84,2021-11-13T05:15:43Z,5800000,-235.0,80.0,1,right,S. Curry 24' 3PT  (40 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.86,Made,40.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,,
600,PT04M18.00S,2021-11-13T05:15:55.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,107,84,2021-11-13T05:15:58Z,5820000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,out,[],201939,,,1610612741,107,84,2021-11-13T05:18:52Z,5830000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,out,[],203110,,,1610612741,107,84,2021-11-13T05:18:52Z,5840000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,out,[],203952,,,1610612741,107,84,2021-11-13T05:18:52Z,5850000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,out,[],1628366,,,1610612741,107,84,2021-11-13T05:18:52Z,5860000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,out,[],203897,,,1610612741,107,84,2021-11-13T05:18:52Z,5870000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,out,[],201942,,,1610612741,107,84,2021-11-13T05:18:52Z,5880000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,in,[],1630228,,,1610612741,107,84,2021-11-13T05:18:52Z,5890000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,in,[],1629308,,,1610612741,107,84,2021-11-13T05:18:52Z,5900000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,in,[],1630541,,,1610612741,107,84,2021-11-13T05:18:52Z,5910000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,in,[],1629744,,,1610612741,107,84,2021-11-13T05:18:52Z,5920000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,in,[],1628972,,,1610612741,107,84,2021-11-13T05:18:52Z,5930000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M18.00S,2021-11-13T05:16:58.9Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,107,84,2021-11-13T05:18:52Z,5940000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M00.00S,2021-11-13T05:19:29.6Z,4,REGULAR,3pt,Jump Shot,[],1629744,26.10052562417871,8.088235294117647,1610612741,107,84,2021-11-13T05:19:32Z,5950000,210.0,193.0,1,left,MISS M. Thomas 28' pullup 3PT,[1629744],1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,28.48,Missed,,,,,,,,,,,,,,,,,,,
614,PT03M58.00S,2021-11-13T05:19:31.6Z,4,REGULAR,rebound,offensive,[],1627884,,,1610612741,107,84,2021-11-13T05:19:52Z,5960000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:3),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,613.0,5.0,3.0,2.0,,,,,,,,,,,
615,PT03M45.00S,2021-11-13T05:19:44.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629744,23.078186596583443,22.30392156862745,1610612741,107,86,2021-11-13T05:19:47Z,5970000,138.0,164.0,1,left,M. Thomas 21' pullup Jump Shot (2 PTS) (T. Cook 2 AST),"[1629744, 1629076]",1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,21.5,Made,2.0,T. Cook,1629076.0,2.0,,,,,,,,,,,,,,,
617,PT03M30.00S,2021-11-13T05:19:59.7Z,4,REGULAR,3pt,Jump Shot,[],1630541,93.38042049934296,95.34313725490196,1610612744,107,86,2021-11-13T05:20:03Z,5990000,227.0,10.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,,
618,PT03M28.00S,2021-11-13T05:20:01.7Z,4,REGULAR,rebound,defensive,[],1629076,,,1610612741,107,86,2021-11-13T05:20:35Z,6000000,,,0,,T. Cook REBOUND (Off:0 Def:2),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,617.0,2.0,2.0,0.0,,,,,,,,,,,
619,PT03M13.00S,2021-11-13T05:20:16.2Z,4,REGULAR,turnover,bad pass,[],1628972,,,1610612741,107,86,2021-11-13T05:20:17Z,6010000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 1629673]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,1.0,,,Poole,1629673.0,,,,,
620,PT03M13.00S,2021-11-13T05:20:16.2Z,4,REGULAR,steal,,[],1629673,,,1610612744,107,86,2021-11-13T05:20:18Z,6020000,,,0,,J. Poole STEAL (3 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M11.00S,2021-11-13T05:20:20.6Z,4,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612744,107,86,2021-11-13T05:20:29Z,6030000,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Poole 2 FT),"[1627884, 1629673]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,202037.0,,,,,,1.0,0.0,Poole,1629673.0,
623,PT03M11.00S,2021-11-13T05:20:47.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629673,,,1610612744,108,86,2021-11-13T05:20:47Z,6050000,,,0,,J. Poole Free Throw 1 of 2 (9 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
624,PT03M11.00S,2021-11-13T05:20:59.3Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629673,,,1610612744,109,86,2021-11-13T05:20:59Z,6060000,,,0,,J. Poole Free Throw 2 of 2 (10 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
625,PT02M56.00S,2021-11-13T05:21:16.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,17.821944809461236,37.99019607843137,1610612741,109,86,2021-11-13T05:21:19Z,6070000,60.0,115.0,1,left,MISS A. Dosunmu 12' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,12.97,Missed,,,,,,,,,,,,,,,,,,,
626,PT02M54.00S,2021-11-13T05:21:18.1Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,109,86,2021-11-13T05:21:37Z,6080000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,625.0,1.0,1.0,0.0,,,,,,,,,,,
627,PT02M47.00S,2021-11-13T05:21:25.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,89.96386333771353,46.81372549019608,1610612744,111,86,2021-11-13T05:23:44Z,6090000,-16.0,42.0,1,right,J. Poole driving Layup (12 PTS) (J. Toscano-Anderson 1 AST),"[1629673, 1629308]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,4.47,Made,12.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,,,,,
629,PT02M28.00S,2021-11-13T05:21:43.8Z,4,REGULAR,2pt,Jump Shot,[],1628972,27.94021024967148,49.50980392156863,1610612741,111,88,2021-11-13T05:21:49Z,6110000,2.0,210.0,1,left,T. Brown Jr. 21' step back bank Jump Shot (2 PTS),[1628972],1610612741.0,CHI,step back bank,,,Brown Jr.,T. Brown Jr.,,,,,21.01,Made,2.0,,,,,,,,,,,,,,,,,,
630,PT02M13.00S,2021-11-13T05:21:59.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,91.67214191852825,53.67647058823529,1610612744,113,88,2021-11-13T05:22:01Z,6120000,18.0,26.0,1,right,M. Moody Layup (2 PTS) (J. Kuminga 1 AST),"[1630541, 1630228]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,3.17,Made,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,,
632,PT02M03.00S,2021-11-13T05:22:10.4Z,4,REGULAR,violation,kicked ball,[],1629308,,,1610612741,113,88,2021-11-13T05:22:13Z,6140000,,,0,,J. Toscano-Anderson kicked ball VIOLATION,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,201639.0,,,,,,,,,,
633,PT01M56.00S,2021-11-13T05:22:30.4Z,4,REGULAR,3pt,Jump Shot,[],1628972,7.703679369250986,4.6568627450980395,1610612741,113,91,2021-11-13T05:22:33Z,6150000,227.0,20.0,1,left,T. Brown Jr. 3PT  (5 PTS) (A. Dosunmu 1 AST),"[1628972, 1630245]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,22.76,Made,5.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,,
635,PT01M45.00S,2021-11-13T05:22:44.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,83.78777923784494,62.00980392156863,1610612744,115,91,2021-11-13T05:22:48Z,6170000,60.0,100.0,1,right,J. Poole 11' pullup Jump Shot (14 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,11.65,Made,14.0,,,,,,,,,,,,,,,,,,
636,PT01M32.00S,2021-11-13T05:22:59.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629076,9.543363994743759,51.71568627450981,1610612741,115,91,2021-11-13T05:23:02Z,6180000,-9.0,37.0,1,left,MISS T. Cook driving Layup,[1629076],1610612741.0,CHI,driving,,,Cook,T. Cook,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
637,PT01M28.00S,2021-11-13T05:23:03.2Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,115,91,2021-11-13T05:23:03Z,6190000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,636.0,2.0,2.0,0.0,,,,,,,,,,,
