actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
441,PT02M20.00S,2021-10-31T02:12:17.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203488,,,1610612760,79,57,2021-10-31T02:12:18Z,4330000,,,0,,MISS M. Muscala Free Throw 1 of 2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
442,PT02M20.00S,2021-10-31T02:12:17.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,79,57,2021-10-31T02:12:18Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,441.0,,,,,,,,,,,,,,,,,,
443,PT02M20.00S,2021-10-31T02:12:29.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203488,,,1610612760,79,58,2021-10-31T02:12:29Z,4350000,,,0,,M. Muscala Free Throw 2 of 2 (3 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
444,PT01M59.00S,2021-10-31T02:12:54.0Z,3,REGULAR,turnover,traveling,[],202357,,,1610612744,79,58,2021-10-31T02:13:14Z,4360000,,,0,,N. Bjelica traveling TURNOVER (2 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,202027.0,2.0,,,,,,,,,,,,
445,PT01M59.00S,2021-10-31T02:12:57.5Z,3,REGULAR,substitution,out,[],203110,,,1610612760,79,58,2021-10-31T02:13:03Z,4370000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M59.00S,2021-10-31T02:12:57.5Z,3,REGULAR,substitution,in,[],203490,,,1610612760,79,58,2021-10-31T02:13:03Z,4380000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M39.00S,2021-10-31T02:13:33.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203488,94.82588699080158,4.166666666666666,1610612760,79,58,2021-10-31T02:13:40Z,4390000,-229.0,-4.0,1,right,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
448,PT01M35.00S,2021-10-31T02:13:37.3Z,3,REGULAR,rebound,defensive,[],202357,,,1610612744,79,58,2021-10-31T02:13:40Z,4400000,,,0,,N. Bjelica REBOUND (Off:2 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,447.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
449,PT01M21.00S,2021-10-31T02:13:50.4Z,3,REGULAR,3pt,Jump Shot,[],203490,27.283180026281208,19.852941176470587,1610612744,79,58,2021-10-31T02:13:59Z,4410000,151.0,204.0,1,left,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
450,PT01M17.00S,2021-10-31T02:13:54.4Z,3,REGULAR,rebound,offensive,[],2738,,,1610612744,79,58,2021-10-31T02:13:59Z,4420000,,,0,,A. Iguodala REBOUND (Off:1 Def:6),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,449.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
451,PT01M15.00S,2021-10-31T02:13:57.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201939,30.962549277266753,52.20588235294118,1610612744,79,58,2021-10-31T02:14:03Z,4430000,-11.0,239.0,1,left,MISS S. Curry 23' Jump Shot,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
452,PT01M15.00S,2021-10-31T02:13:57.7Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,79,58,2021-10-31T02:14:03Z,4440000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,451.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
453,PT01M11.00S,2021-10-31T02:14:09.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,79,58,2021-10-31T02:14:09Z,4450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M09.00S,2021-10-31T02:14:20.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,89.30683311432325,4.6568627450980395,1610612760,79,58,2021-10-31T02:14:26Z,4460000,-227.0,48.0,1,right,MISS S. Gilgeous-Alexander 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
455,PT01M05.00S,2021-10-31T02:14:24.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,79,58,2021-10-31T02:14:26Z,4470000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,454.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
456,PT00M55.10S,2021-10-31T02:14:34.0Z,3,REGULAR,3pt,Jump Shot,[],1629185,9.280551905387648,3.1862745098039214,1610612744,82,58,2021-10-31T02:14:39Z,4480000,234.0,35.0,1,left,C. Chiozza 3PT  (6 PTS) (S. Curry 6 AST),"[1629185, 201939]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,23.67,Made,,,,,6.0,,,,,S. Curry,201939.0,6.0,,,,,,,
458,PT00M31.80S,2021-10-31T02:15:01.9Z,3,REGULAR,3pt,Jump Shot,[],1628983,73.01248357424441,11.27450980392157,1610612760,82,58,2021-10-31T02:15:11Z,4500000,-194.0,201.0,1,right,MISS S. Gilgeous-Alexander 27' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
459,PT00M24.60S,2021-10-31T02:15:09.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,82,58,2021-10-31T02:15:11Z,4510000,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,458.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
462,PT00M10.80S,2021-10-31T02:15:23.0Z,3,REGULAR,3pt,Jump Shot,[],201939,34.11629434954008,28.186274509803923,1610612744,82,58,2021-10-31T02:15:31Z,4520000,109.0,268.0,1,left,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.95,Missed,,,,,,,,,,,,,,,,,,,
463,PT00M08.80S,2021-10-31T02:15:27.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,82,58,2021-10-31T02:15:27Z,4530000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,,
464,PT00M08.80S,2021-10-31T02:15:28.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,82,58,2021-10-31T02:15:28Z,4540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,out,[],202357,,,1610612760,82,58,2021-10-31T02:16:01Z,4550000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,out,[],201939,,,1610612760,82,58,2021-10-31T02:16:01Z,4560000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,out,[],203490,,,1610612760,82,58,2021-10-31T02:16:01Z,4570000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,out,[],1630526,,,1610612760,82,58,2021-10-31T02:16:01Z,4580000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,in,[],203952,,,1610612760,82,58,2021-10-31T02:16:01Z,4590000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,in,[],203110,,,1610612760,82,58,2021-10-31T02:16:01Z,4600000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,in,[],1627780,,,1610612760,82,58,2021-10-31T02:16:01Z,4610000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M08.80S,2021-10-31T02:15:35.0Z,3,REGULAR,substitution,in,[],1629660,,,1610612760,82,58,2021-10-31T02:16:01Z,4620000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT00M00.50S,2021-10-31T02:16:02.8Z,3,REGULAR,turnover,lost ball,[],1628983,,,1610612760,82,58,2021-10-31T02:16:10Z,4630000,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1627780]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,,,,,,,,
474,PT00M00.50S,2021-10-31T02:16:02.8Z,3,REGULAR,steal,,[],1627780,,,1610612744,82,58,2021-10-31T02:16:06Z,4640000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M00.00S,2021-10-31T02:17:05.5Z,3,REGULAR,period,end,[],0,,,1610612744,82,58,2021-10-31T02:17:05Z,4650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],1629185,,,1610612744,82,58,2021-10-31T02:19:15Z,4660000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,82,58,2021-10-31T02:19:15Z,4670000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],203110,,,1610612744,82,58,2021-10-31T02:19:15Z,4680000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,82,58,2021-10-31T02:19:15Z,4690000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612744,82,58,2021-10-31T02:19:15Z,4700000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612744,82,58,2021-10-31T02:19:15Z,4710000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,out,['startperiod'],203488,,,1610612744,82,58,2021-10-31T02:19:15Z,4720000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],1630541,,,1610612744,82,58,2021-10-31T02:19:15Z,4730000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],203490,,,1610612744,82,58,2021-10-31T02:19:15Z,4740000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,82,58,2021-10-31T02:19:15Z,4750000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],1629673,,,1610612744,82,58,2021-10-31T02:19:15Z,4760000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],1630197,,,1610612744,82,58,2021-10-31T02:19:15Z,4770000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],202324,,,1610612744,82,58,2021-10-31T02:19:15Z,4780000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-10-31T02:18:53.9Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612744,82,58,2021-10-31T02:19:15Z,4790000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-10-31T02:19:12.9Z,4,REGULAR,period,start,[],0,,,1610612744,82,58,2021-10-31T02:19:15Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M40.00S,2021-10-31T02:19:17.4Z,4,REGULAR,2pt,Jump Shot,[],1629673,26.10052562417871,27.450980392156865,1610612744,84,58,2021-10-31T02:19:39Z,4810000,113.0,193.0,1,left,J. Poole 22' Jump Shot (11 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,22.33,Made,,,,,11.0,,,,,,,,,,,,,,
492,PT11M25.00S,2021-10-31T02:19:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,92.46057818659659,50.0,1610612760,84,58,2021-10-31T02:19:43Z,4820000,0.0,18.0,1,right,MISS K. Williams Layup,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
493,PT11M25.00S,2021-10-31T02:19:33.3Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,84,58,2021-10-31T02:19:43Z,4830000,,,0,,A. Iguodala REBOUND (Off:1 Def:7),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,492.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
494,PT11M14.00S,2021-10-31T02:19:42.7Z,4,REGULAR,3pt,Jump Shot,[],202357,33.065045992115635,36.76470588235294,1610612744,87,58,2021-10-31T02:19:48Z,4840000,66.0,258.0,1,left,N. Bjelica 26' 3PT  (6 PTS) (O. Porter Jr. 1 AST),"[202357, 203490]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,26.66,Made,,,,,6.0,,,,,O. Porter Jr.,203490.0,1.0,,,,,,,
496,PT11M04.00S,2021-10-31T02:19:54.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.80354796320631,54.90196078431373,1610612760,87,60,2021-10-31T02:20:02Z,4860000,25.0,25.0,1,right,J. Giddey driving Layup (10 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,3.46,Made,,,,,10.0,,,,,,,,,,,,,,
497,PT10M39.00S,2021-10-31T02:20:18.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,16.113666228646515,58.333333333333336,1610612744,87,60,2021-10-31T02:23:38Z,4870000,-42.0,99.0,1,left,MISS J. Poole 10' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,10.74,Missed,,,,,,,,,,,,,,,,,,,
498,PT10M34.00S,2021-10-31T02:20:23.1Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,87,60,2021-10-31T02:20:28Z,4880000,,,0,,A. Pokusevski REBOUND (Off:0 Def:5),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,497.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
499,PT10M23.00S,2021-10-31T02:20:35.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202324,94.30026281208936,48.77450980392157,1610612760,87,60,2021-10-31T02:20:40Z,4890000,-6.0,1.0,1,right,MISS D. Favors Layup,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,0.62,Missed,,,,,,,,,,,,,,,,,,,
500,PT10M21.00S,2021-10-31T02:20:37.5Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,87,60,2021-10-31T02:20:40Z,4900000,,,0,,N. Bjelica REBOUND (Off:2 Def:4),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,499.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
501,PT10M15.00S,2021-10-31T02:20:42.8Z,4,REGULAR,turnover,bad pass,[],2738,,,1610612744,87,60,2021-10-31T02:20:49Z,4910000,,,0,,A. Iguodala bad pass TURNOVER (1 TO),"[2738, 202324]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,1.0,Favors,202324.0,,,,,,,,,,
502,PT10M15.00S,2021-10-31T02:20:42.8Z,4,REGULAR,steal,,[],202324,,,1610612760,87,60,2021-10-31T02:20:45Z,4920000,,,0,,D. Favors STEAL (1 STL),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M09.00S,2021-10-31T02:20:49.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,78.0059132720105,87.74509803921569,1610612760,87,60,2021-10-31T02:21:08Z,4930000,189.0,154.0,1,right,MISS T. Jerome 24' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,,
504,PT10M05.00S,2021-10-31T02:20:59.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,87,60,2021-10-31T02:20:59Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,,,,
505,PT10M05.00S,2021-10-31T02:20:59.5Z,4,REGULAR,foul,personal,[],1629673,,,1610612760,87,60,2021-10-31T02:21:11Z,4950000,,,0,,J. Poole loose ball personal FOUL (4 PF),"[1629673, 202324]",1610612744.0,GSW,loose ball,,,Poole,J. Poole,,,,,,,,,,,,1627524.0,,,,,,,,,4.0,0.0,Favors,202324.0,
507,PT09M58.00S,2021-10-31T02:21:24.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,87,60,2021-10-31T02:21:24Z,4970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M54.00S,2021-10-31T02:21:40.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629026,91.80354796320631,51.470588235294116,1610612760,87,60,2021-10-31T02:21:46Z,4980000,7.0,25.0,1,right,MISS K. Williams Layup - blocked,"[1629026, 203490]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,2.56,Missed,,,,,,,,,,,,,Porter Jr.,203490.0,,,,,
509,PT09M54.00S,2021-10-31T02:21:40.8Z,4,REGULAR,block,,[],203490,,,1610612760,87,60,2021-10-31T02:21:42Z,4990000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M51.00S,2021-10-31T02:21:43.8Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,87,60,2021-10-31T02:21:46Z,5000000,,,0,,N. Bjelica REBOUND (Off:2 Def:5),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,508.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
511,PT09M46.00S,2021-10-31T02:21:48.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202357,31.882391590013142,25.98039215686275,1610612744,87,60,2021-10-31T02:21:58Z,5010000,120.0,247.0,1,left,MISS N. Bjelica 27' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,,
516,PT09M42.00S,2021-10-31T02:21:52.6Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,87,60,2021-10-31T02:21:58Z,5020000,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,511.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
517,PT09M23.00S,2021-10-31T02:22:25.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,80.1084099868594,61.76470588235294,1610612760,87,60,2021-10-31T02:22:32Z,5030000,59.0,134.0,1,right,MISS J. Giddey 14' Jump Shot,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,14.68,Missed,,,,,,,,,,,,,,,,,,,
518,PT09M22.00S,2021-10-31T02:22:26.7Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,87,60,2021-10-31T02:22:32Z,5040000,,,0,,A. Iguodala REBOUND (Off:1 Def:8),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,517.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
519,PT09M12.00S,2021-10-31T02:22:37.5Z,4,REGULAR,3pt,Jump Shot,[],2738,9.017739816031538,4.901960784313726,1610612744,87,60,2021-10-31T02:22:43Z,5050000,225.0,32.0,1,left,MISS A. Iguodala 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
520,PT09M08.00S,2021-10-31T02:22:41.5Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,87,60,2021-10-31T02:22:43Z,5060000,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,519.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
521,PT09M05.00S,2021-10-31T02:22:44.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,78.40013140604468,11.27450980392157,1610612760,87,63,2021-10-31T02:22:51Z,5070000,-194.0,151.0,1,right,T. Jerome 24' 3PT  (8 PTS) (J. Giddey 6 AST),"[1629660, 1630581]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.52,Made,,,,,8.0,,,,,J. Giddey,1630581.0,6.0,,,,,,,
523,PT08M43.00S,2021-10-31T02:23:05.5Z,4,REGULAR,3pt,Jump Shot,[],1630541,25.969119579500656,78.92156862745098,1610612744,87,63,2021-10-31T02:23:12Z,5090000,-145.0,192.0,1,left,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,24.0,Missed,,,,,,,,,,,,,,,,,,,
524,PT08M40.00S,2021-10-31T02:23:08.5Z,4,REGULAR,rebound,defensive,[],202324,,,1610612760,87,63,2021-10-31T02:23:12Z,5100000,,,0,,D. Favors REBOUND (Off:0 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,523.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
525,PT08M36.00S,2021-10-31T02:23:13.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,68.9388961892247,75.0,1610612760,87,63,2021-10-31T02:23:20Z,5110000,125.0,239.0,1,right,MISS T. Jerome 27' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,,
526,PT08M33.00S,2021-10-31T02:23:16.5Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,87,63,2021-10-31T02:23:20Z,5120000,,,0,,A. Iguodala REBOUND (Off:1 Def:9),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,525.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
527,PT08M28.00S,2021-10-31T02:23:21.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,33.590670170827856,55.14705882352941,1610612744,90,63,2021-10-31T02:23:30Z,5130000,-26.0,263.0,1,left,J. Poole 26' 3PT  (14 PTS) (A. Iguodala 2 AST),"[1629673, 2738]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.46,Made,,,,,14.0,,,,,A. Iguodala,2738.0,2.0,,,,,,,
529,PT08M25.00S,2021-10-31T02:23:30.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,90,63,2021-10-31T02:23:30Z,5150000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,out,[],2738,,,1610612760,90,63,2021-10-31T02:26:20Z,5160000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
