actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value
627,PT03M22.00S,2022-01-26T02:20:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,16.90210249671485,45.83333333333333,1610612761,122,105,2022-01-26T02:21:09Z,6170000,21.0,106.0,1,left,MISS G. Trent Jr. 10' driving Layup - blocked,"[1629018, 202397]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,10.84,,,,,Smith,202397.0,,,,,,,
630,PT03M22.00S,2022-01-26T02:20:50.6Z,4,REGULAR,block,,[],202397,,,1610612761,122,105,2022-01-26T02:21:09Z,6175000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M22.00S,2022-01-26T02:20:50.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,122,105,2022-01-26T02:21:09Z,6180000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,627.0,,,,,,
629,PT03M22.00S,2022-01-26T02:20:58.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,122,105,2022-01-26T02:21:54Z,6190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M21.00S,2022-01-26T02:21:09.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,12.302890932982917,95.58823529411765,1610612761,125,105,2022-01-26T02:21:23Z,6200000,-228.0,63.0,1,left,O. Anunoby 3PT  (24 PTS) (M. Flynn 3 AST),"[1628384, 1630201]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,24.0,23.65,M. Flynn,1630201.0,3.0,,,,,,,,,,
633,PT03M07.00S,2022-01-26T02:21:24.4Z,4,REGULAR,turnover,backcourt,[],1630550,,,1610612766,125,105,2022-01-26T02:22:55Z,6220000,,,0,,J. Thor backcourt TURNOVER (1 TO),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,201246.0,,,,,,,,,,,1.0,,,,,,,,,
634,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,125,105,2022-01-26T02:21:45Z,6230000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,125,105,2022-01-26T02:21:45Z,6240000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,out,[],1627783,,,1610612761,125,105,2022-01-26T02:21:45Z,6250000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,out,[],1628384,,,1610612761,125,105,2022-01-26T02:21:45Z,6260000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,in,[],1629139,,,1610612761,125,105,2022-01-26T02:21:45Z,6270000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,in,[],1630625,,,1610612761,125,105,2022-01-26T02:21:45Z,6280000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,in,[],1629067,,,1610612761,125,105,2022-01-26T02:21:45Z,6290000,,,0,,SUB in: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M07.00S,2022-01-26T02:21:28.3Z,4,REGULAR,substitution,in,[],1629004,,,1610612761,125,105,2022-01-26T02:21:45Z,6300000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M00.00S,2022-01-26T02:21:52.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,5.863994743758213,95.34313725490196,1610612761,125,105,2022-01-26T02:22:11Z,6310000,-227.0,3.0,1,left,MISS S. Mykhailiuk 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Missed,,22.67,,,,,,,,,,,,,
643,PT02M57.00S,2022-01-26T02:21:55.9Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,125,105,2022-01-26T02:21:55Z,6320000,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,642.0,1.0,1.0,0.0,,,
644,PT02M40.00S,2022-01-26T02:22:12.3Z,4,REGULAR,3pt,Jump Shot,[],1630550,93.24901445466492,97.05882352941177,1610612766,125,108,2022-01-26T02:22:26Z,6330000,235.0,11.0,1,right,J. Thor 3PT  (3 PTS) (K. Jones 1 AST),"[1630550, 1630539]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,Made,3.0,23.56,K. Jones,1630539.0,1.0,,,,,,,,,,
646,PT02M14.00S,2022-01-26T02:22:37.9Z,4,REGULAR,3pt,Jump Shot,[],1630625,35.8245729303548,59.31372549019608,1610612761,125,108,2022-01-26T02:22:48Z,6350000,-47.0,284.0,1,left,MISS D. Banton 28' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,Missed,,28.81,,,,,,,,,,,,,
647,PT02M10.00S,2022-01-26T02:22:41.3Z,4,REGULAR,rebound,defensive,[],202397,,,1610612766,125,108,2022-01-26T02:22:41Z,6360000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,646.0,2.0,2.0,0.0,,,
648,PT01M56.00S,2022-01-26T02:22:57.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630539,93.77463863337714,50.0,1610612766,125,110,2022-01-26T02:23:02Z,6370000,0.0,6.0,1,right,K. Jones cutting DUNK (2 PTS) (J. Thor 1 AST),"[1630539, 1630550]",1610612766.0,CHA,cutting,,,Jones,K. Jones,,,,,,,,,,Made,2.0,0.6,J. Thor,1630550.0,1.0,,,,,,,,,,
650,PT01M39.00S,2022-01-26T02:23:15.4Z,4,REGULAR,3pt,Jump Shot,[],1629139,32.802233902759525,34.068627450980394,1610612761,125,110,2022-01-26T02:23:21Z,6390000,80.0,256.0,1,left,MISS Y. Watanabe 26' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,Missed,,26.79,,,,,,,,,,,,,
651,PT01M36.00S,2022-01-26T02:23:18.4Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,125,110,2022-01-26T02:23:21Z,6400000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,650.0,1.0,1.0,0.0,,,
652,PT01M28.00S,2022-01-26T02:23:26.2Z,4,REGULAR,3pt,Jump Shot,[],1630550,93.38042049934296,3.6764705882352944,1610612766,125,113,2022-01-26T02:23:30Z,6410000,-232.0,10.0,1,right,J. Thor 3PT  (6 PTS) (N. Richards 1 AST),"[1630550, 1630208]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,Made,6.0,23.18,N. Richards,1630208.0,1.0,,,,,,,,,,
654,PT01M10.00S,2022-01-26T02:23:50.1Z,4,REGULAR,turnover,palming,[],1630625,,,1610612761,125,113,2022-01-26T02:23:57Z,6430000,,,0,,D. Banton palming TURNOVER (2 TO),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,201246.0,,,,,,,,,,,2.0,,,,,,,,,
655,PT00M56.10S,2022-01-26T02:24:15.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630208,86.15308804204993,48.529411764705884,1610612766,125,113,2022-01-26T02:24:21Z,6440000,-7.0,78.0,1,right,MISS N. Richards 7' turnaround Hook,[1630208],1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,,,,,,Missed,,7.81,,,,,,,,,,,,,
656,PT00M53.40S,2022-01-26T02:24:18.0Z,4,REGULAR,rebound,defensive,[],1629139,,,1610612761,125,113,2022-01-26T02:24:21Z,6450000,,,0,,Y. Watanabe REBOUND (Off:1 Def:4),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,655.0,5.0,4.0,1.0,,,
657,PT00M45.50S,2022-01-26T02:24:26.7Z,4,REGULAR,turnover,out-of-bounds,[],1629139,,,1610612761,125,113,2022-01-26T02:24:36Z,6460000,,,0,,Y. Watanabe bad pass out-of-bounds TURNOVER (3 TO),[1629139],1610612761.0,TOR,bad pass,,,Watanabe,Y. Watanabe,,,,,1628487.0,,,,,,,,,,,3.0,,,,,,,,,
658,PT00M30.50S,2022-01-26T02:24:46.3Z,4,REGULAR,turnover,bad pass,[],1630208,,,1610612766,125,113,2022-01-26T02:24:50Z,6470000,,,0,,N. Richards bad pass TURNOVER (1 TO),"[1630208, 1630201]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,1.0,,,,,,,Flynn,1630201.0,
659,PT00M30.50S,2022-01-26T02:24:46.3Z,4,REGULAR,steal,,[],1630201,,,1610612761,125,113,2022-01-26T02:24:48Z,6480000,,,0,,M. Flynn STEAL (1 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M07.70S,2022-01-26T02:25:09.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,6.652431011826544,4.901960784313726,1610612761,125,113,2022-01-26T02:25:17Z,6490000,225.0,10.0,1,left,MISS S. Mykhailiuk step back 3PT,[1629004],1610612761.0,TOR,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,Missed,,22.57,,,,,,,,,,,,,
661,PT00M04.30S,2022-01-26T02:25:12.5Z,4,REGULAR,rebound,defensive,[],1630550,,,1610612766,125,113,2022-01-26T02:25:17Z,6500000,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,660.0,1.0,1.0,0.0,,,
664,PT00M00.00S,2022-01-26T02:26:00.3Z,4,REGULAR,period,end,[],0,,,1610612766,125,113,2022-01-26T02:26:00Z,6530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M00.00S,2022-01-26T02:26:47.5Z,4,REGULAR,game,end,[],0,,,0,125,113,2022-01-26T02:26:47Z,6540000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
