actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
344,PT08M57.00S,2022-10-22T00:28:20.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,65,50,2022-10-22T00:28:29Z,3340000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,343.0,,,,,,,,,,,,
345,PT08M57.00S,2022-10-22T00:28:34.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,65,50,2022-10-22T00:28:34Z,3350000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT08M42.00S,2022-10-22T00:31:36.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,91.50788436268068,47.30392156862745,1610612741,65,52,2022-10-22T00:31:41Z,3360000,-13.0,27.0,1,right,P. Williams driving Layup (5 PTS) (D. DeRozan 4 AST),"[1630172, 201942]",1610612741.0,CHI,,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.05,Made,5.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,
348,PT08M21.00S,2022-10-22T00:32:01.0Z,3,REGULAR,turnover,backcourt,[],204001,,,1610612764,65,52,2022-10-22T00:32:27Z,3380000,,,0,,K. Porzingis backcourt TURNOVER (1 TO),[204001],1610612764.0,WAS,101283.0,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,1.0,,
349,PT08M12.00S,2022-10-22T00:32:18.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,75.08212877792378,47.549019607843135,1610612741,65,52,2022-10-22T00:40:44Z,3390000,-12.0,182.0,1,right,MISS D. DeRozan 18' Jump Shot,[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.21,Missed,,,,,,,,,,,,,,,,,
350,PT08M07.00S,2022-10-22T00:32:23.2Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,65,52,2022-10-22T00:33:10Z,3400000,,,0,,D. Avdija REBOUND (Off:0 Def:8),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,,,,,349.0,8.0,8.0,0.0,,,,,,,,,
351,PT08M00.00S,2022-10-22T00:32:32.2Z,3,REGULAR,foul,personal,[],1630245,,,1610612764,65,52,2022-10-22T00:32:44Z,3410000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 204001]",1610612741.0,CHI,1627534.0,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,0.0,Porzingis,204001.0,,,,,
353,PT08M00.00S,2022-10-22T00:32:48.7Z,3,REGULAR,substitution,out,[],1630245,,,1610612764,65,52,2022-10-22T00:32:54Z,3430000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT08M00.00S,2022-10-22T00:32:48.7Z,3,REGULAR,substitution,in,[],201609,,,1610612764,65,52,2022-10-22T00:32:54Z,3440000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M53.00S,2022-10-22T00:33:09.6Z,3,REGULAR,3pt,Jump Shot,[],203078,30.66688567674113,21.07843137254902,1610612764,65,52,2022-10-22T00:33:15Z,3450000,145.0,236.0,1,left,MISS B. Beal 27' 3PT,[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,27.66,Missed,,,,,,,,,,,,,,,,,
356,PT07M50.00S,2022-10-22T00:33:12.3Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,65,52,2022-10-22T00:33:12Z,3460000,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,355.0,5.0,4.0,1.0,,,,,,,,,
357,PT07M44.00S,2022-10-22T00:33:20.3Z,3,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,65,52,2022-10-22T00:33:25Z,3470000,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (2 TO),[201942],1610612741.0,CHI,1627534.0,bad pass,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,2.0,,
358,PT07M28.00S,2022-10-22T00:33:45.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628420,15.423784494086718,34.803921568627445,1610612764,67,52,2022-10-22T00:33:50Z,3480000,76.0,92.0,1,left,M. Morris 11' Jump Shot (5 PTS) (B. Beal 6 AST),"[1628420, 203078]",1610612764.0,WAS,,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Right,11.97,Made,5.0,B. Beal,203078.0,6.0,,,,,,,,,,,,,
360,PT07M17.00S,2022-10-22T00:33:59.5Z,3,REGULAR,foul,personal,['2freethrow'],203078,,,1610612741,67,52,2022-10-22T00:34:07Z,3500000,,,0,,B. Beal shooting personal FOUL (2 PF) (Williams 2 FT),"[203078, 1630172]",1610612764.0,WAS,2003.0,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Williams,1630172.0,,,,,
362,PT07M17.00S,2022-10-22T00:34:21.0Z,3,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,67,53,2022-10-22T00:34:21Z,3520000,,,0,,P. Williams Free Throw 1 of 2 (6 PTS),[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
363,PT07M17.00S,2022-10-22T00:34:31.4Z,3,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,67,54,2022-10-22T00:34:31Z,3530000,,,0,,P. Williams Free Throw 2 of 2 (7 PTS),[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
364,PT07M08.00S,2022-10-22T00:34:43.7Z,3,REGULAR,foul,personal,[],201609,,,1610612764,67,54,2022-10-22T00:34:56Z,3540000,,,0,,G. Dragic personal FOUL (4 PF),"[201609, 203078]",1610612741.0,CHI,101283.0,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,4.0,0.0,Beal,203078.0,,,,,
366,PT06M55.00S,2022-10-22T00:35:18.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,16.737844940867276,60.049019607843135,1610612764,69,54,2022-10-22T00:35:25Z,3560000,-50.0,105.0,1,left,K. Porzingis 11' fadeaway bank Jump Shot (14 PTS),[204001],1610612764.0,WAS,,fadeaway bank,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,14.0,,,,,,,,,,,,,,,,
367,PT06M35.00S,2022-10-22T00:35:39.0Z,3,REGULAR,3pt,Jump Shot,[],202696,83.88633377135349,3.4313725490196134,1610612741,69,54,2022-10-22T00:35:44Z,3570000,-233.0,99.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,
368,PT06M31.00S,2022-10-22T00:35:43.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,69,54,2022-10-22T00:35:44Z,3580000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,367.0,3.0,3.0,0.0,,,,,,,,,
369,PT06M20.00S,2022-10-22T00:35:53.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,9.641918528252305,45.34313725490197,1610612764,71,54,2022-10-22T00:43:17Z,3590000,23.0,38.0,1,left,M. Morris driving floating Jump Shot (7 PTS),[1628420],1610612764.0,WAS,,driving floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,7.0,,,,,,,,,,,,,,,,
370,PT06M07.00S,2022-10-22T00:36:06.2Z,3,REGULAR,3pt,Jump Shot,[],1627936,83.75492772667542,94.6078431372549,1610612741,71,54,2022-10-22T00:36:11Z,3600000,223.0,100.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,
371,PT06M03.00S,2022-10-22T00:36:10.2Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,71,54,2022-10-22T01:38:28Z,3610000,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,370.0,6.0,4.0,2.0,,,,,,,,,
372,PT06M03.00S,2022-10-22T00:36:12.2Z,3,REGULAR,foul,personal,[],204001,,,1610612741,71,54,2022-10-22T00:36:22Z,3620000,,,0,,K. Porzingis personal FOUL (3 PF),"[204001, 202696]",1610612764.0,WAS,101283.0,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Vucevic,202696.0,,,,,
374,PT06M03.00S,2022-10-22T00:36:19.6Z,3,REGULAR,substitution,out,[],1630166,,,1610612741,71,54,2022-10-22T00:36:37Z,3640000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M03.00S,2022-10-22T00:36:19.6Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,71,54,2022-10-22T00:36:37Z,3650000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M03.00S,2022-10-22T00:36:19.6Z,3,REGULAR,substitution,in,[],1629060,,,1610612741,71,54,2022-10-22T00:36:37Z,3660000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M03.00S,2022-10-22T00:36:19.6Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,71,54,2022-10-22T00:36:37Z,3670000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M56.00S,2022-10-22T00:36:45.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201942,82.17805519053877,31.127450980392155,1610612741,71,56,2022-10-22T00:36:52Z,3680000,-94.0,115.0,1,right,D. DeRozan 14' pullup Jump Shot (16 PTS),[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,14.88,Made,16.0,,,,,,,,,,,,,,,,
379,PT05M38.00S,2022-10-22T00:37:02.6Z,3,REGULAR,2pt,Jump Shot,[],203078,23.833771353482263,46.32352941176471,1610612764,71,56,2022-10-22T00:45:19Z,3690000,18.0,172.0,1,left,MISS B. Beal 17' Jump Shot,[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,17.25,Missed,,,,,,,,,,,,,,,,,
380,PT05M35.00S,2022-10-22T00:37:05.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,71,56,2022-10-22T00:37:06Z,3700000,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,379.0,7.0,5.0,2.0,,,,,,,,,
381,PT05M24.00S,2022-10-22T00:37:20.2Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612741,71,56,2022-10-22T00:37:34Z,3710000,,,0,,K. Porzingis shooting personal FOUL (4 PF) (Vucevic 2 FT),"[204001, 202696]",1610612764.0,WAS,2003.0,shooting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,0.0,Vucevic,202696.0,,,,,
383,PT05M24.00S,2022-10-22T00:38:04.3Z,3,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,71,57,2022-10-22T00:38:04Z,3730000,,,0,,N. Vucevic Free Throw 1 of 2 (16 PTS),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,
384,PT05M24.00S,2022-10-22T00:38:05.8Z,3,REGULAR,substitution,out,[],204001,,,1610612741,71,57,2022-10-22T00:38:19Z,3740000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M24.00S,2022-10-22T00:38:05.8Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,71,57,2022-10-22T00:38:19Z,3750000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M24.00S,2022-10-22T00:38:05.8Z,3,REGULAR,substitution,in,[],1629655,,,1610612741,71,57,2022-10-22T00:38:19Z,3760000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M24.00S,2022-10-22T00:38:05.8Z,3,REGULAR,substitution,in,[],1629750,,,1610612741,71,57,2022-10-22T00:38:19Z,3770000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M24.00S,2022-10-22T00:38:29.6Z,3,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,71,58,2022-10-22T00:38:29Z,3780000,,,0,,N. Vucevic Free Throw 2 of 2 (17 PTS),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,
389,PT05M12.00S,2022-10-22T00:38:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,11.744415243101187,47.549019607843135,1610612764,73,58,2022-10-22T00:46:12Z,3790000,12.0,58.0,1,left,M. Morris driving floating Jump Shot (9 PTS),[1628420],1610612764.0,WAS,,driving floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,9.0,,,,,,,,,,,,,,,,
390,PT04M56.00S,2022-10-22T00:38:58.8Z,3,REGULAR,3pt,Jump Shot,[],201609,73.242444152431,86.02941176470588,1610612741,73,61,2022-10-22T00:39:03Z,3800000,180.0,199.0,1,right,G. Dragic 26' 3PT  (3 PTS) (J. Green 2 AST),"[201609, 1629750]",1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Right Center,26.84,Made,3.0,J. Green,1629750.0,2.0,,,,,,,,,,,,,
392,PT04M55.00S,2022-10-22T00:39:06.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,73,61,2022-10-22T00:39:06Z,3820000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M32.00S,2022-10-22T00:41:03.4Z,3,REGULAR,3pt,Jump Shot,[],1628420,35.00328515111694,49.01960784313726,1610612764,73,61,2022-10-22T00:46:55Z,3830000,5.0,277.0,1,left,MISS M. Morris 27' pullup 3PT,[1628420],1610612764.0,WAS,,pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,
394,PT04M32.00S,2022-10-22T00:41:03.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,73,61,2022-10-22T00:41:07Z,3840000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,393.0,,,,,,,,,,,,
396,PT04M22.00S,2022-10-22T00:43:27.6Z,3,REGULAR,3pt,Jump Shot,[],202696,86.25164257555848,1.7156862745098067,1610612741,73,64,2022-10-22T00:43:31Z,3860000,-241.0,77.0,1,right,N. Vucevic 25' 3PT  (20 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,25.33,Made,20.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,
398,PT03M57.00S,2022-10-22T00:43:57.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612764,73,64,2022-10-22T00:44:07Z,3880000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,1627534.0,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
399,PT03M57.00S,2022-10-22T00:44:01.4Z,3,REGULAR,substitution,out,[],1628420,,,1610612741,73,64,2022-10-22T00:44:14Z,3890000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M57.00S,2022-10-22T00:44:01.4Z,3,REGULAR,substitution,out,[],202696,,,1610612741,73,64,2022-10-22T00:44:14Z,3900000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M57.00S,2022-10-22T00:44:01.4Z,3,REGULAR,substitution,in,[],1626153,,,1610612741,73,64,2022-10-22T00:44:14Z,3910000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M57.00S,2022-10-22T00:44:01.4Z,3,REGULAR,substitution,in,[],203083,,,1610612741,73,64,2022-10-22T00:44:14Z,3920000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M46.00S,2022-10-22T00:44:25.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201609,78.36727989487517,48.529411764705884,1610612741,73,66,2022-10-22T00:49:11Z,3930000,-7.0,151.0,1,right,G. Dragic 15' turnaround fadeaway Jump Shot (5 PTS) (D. DeRozan 6 AST),"[201609, 201942]",1610612741.0,CHI,,turnaround fadeaway,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Center,15.1,Made,5.0,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,
404,PT03M31.00S,2022-10-22T00:44:41.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.539421813403408,48.0392156862745,1610612764,75,66,2022-10-22T00:50:16Z,3940000,10.0,18.0,1,left,D. Gafford driving DUNK (2 PTS) (B. Beal 7 AST),"[1629655, 203078]",1610612764.0,WAS,,driving,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,B. Beal,203078.0,7.0,,,,,,,,,,,,,
406,PT03M13.00S,2022-10-22T00:44:58.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.14257555847568,46.32352941176471,1610612741,75,66,2022-10-22T00:50:32Z,3960000,-18.0,50.0,1,right,MISS D. DeRozan driving floating Shot,[201942],1610612741.0,CHI,,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,
407,PT03M13.00S,2022-10-22T00:44:58.9Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,75,66,2022-10-22T00:45:12Z,3970000,,,0,,A. Drummond REBOUND (Off:3 Def:3),[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,406.0,6.0,3.0,3.0,,,,,,,,,
408,PT03M09.00S,2022-10-22T00:45:03.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,92.16491458607096,49.754901960784316,1610612741,75,68,2022-10-22T00:45:15Z,3980000,-1.0,21.0,1,right,A. Drummond tip Layup (8 PTS),[203083],1610612741.0,CHI,,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.11,Made,8.0,,,,,,,,,,,,,,,,
409,PT02M51.00S,2022-10-22T00:45:21.5Z,3,REGULAR,3pt,Jump Shot,[],1628398,25.147831800262807,13.235294117647058,1610612764,75,68,2022-10-22T00:45:24Z,3990000,184.0,184.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,
410,PT02M49.00S,2022-10-22T00:45:23.5Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,75,68,2022-10-22T00:45:24Z,4000000,,,0,,A. Drummond REBOUND (Off:3 Def:4),[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,409.0,7.0,4.0,3.0,,,,,,,,,
411,PT02M38.00S,2022-10-22T00:45:35.0Z,3,REGULAR,2pt,Jump Shot,[],201609,88.74835742444152,29.411764705882348,1610612741,75,70,2022-10-22T00:51:20Z,4010000,-103.0,53.0,1,right,G. Dragic 11' turnaround fadeaway Jump Shot (7 PTS) (A. Drummond 1 AST),"[201609, 203083]",1610612741.0,CHI,,turnaround fadeaway,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,11.59,Made,7.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,
413,PT02M22.00S,2022-10-22T00:45:49.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,6.8823915900131425,48.529411764705884,1610612764,77,70,2022-10-22T00:45:55Z,4030000,7.0,12.0,1,left,K. Kuzma driving DUNK (23 PTS) (R. Hachimura 1 AST),"[1628398, 1629060]",1610612764.0,WAS,,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.43,Made,23.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,
415,PT02M06.00S,2022-10-22T00:46:06.7Z,3,REGULAR,3pt,Jump Shot,[],201609,64.70105124835743,49.754901960784316,1610612741,77,70,2022-10-22T00:52:11Z,4050000,-1.0,279.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Center,27.93,Missed,,,,,,,,,,,,,,,,,
416,PT02M05.00S,2022-10-22T00:46:07.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,77,70,2022-10-22T00:46:11Z,4060000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,415.0,,,,,,,,,,,,
417,PT02M05.00S,2022-10-22T00:46:13.2Z,3,REGULAR,foul,personal,[],1629750,,,1610612764,77,70,2022-10-22T00:52:20Z,4070000,,,0,,J. Green loose ball personal FOUL (2 PF),"[1629750, 1626153]",1610612741.0,CHI,2003.0,loose ball,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,Wright,1626153.0,,,,,
419,PT02M05.00S,2022-10-22T00:46:21.3Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,77,70,2022-10-22T00:46:36Z,4090000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M05.00S,2022-10-22T00:46:21.3Z,3,REGULAR,substitution,in,[],203115,,,1610612764,77,70,2022-10-22T00:46:36Z,4100000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT01M48.00S,2022-10-22T00:46:56.7Z,3,REGULAR,3pt,Jump Shot,[],1626153,12.401445466491452,2.205882352941174,1610612764,77,70,2022-10-22T00:47:00Z,4110000,239.0,64.0,1,left,MISS D. Wright 24' 3PT,[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,24.74,Missed,,,,,,,,,,,,,,,,,
422,PT01M45.00S,2022-10-22T00:46:59.7Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,77,70,2022-10-22T00:47:00Z,4120000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,421.0,1.0,1.0,0.0,,,,,,,,,
423,PT01M34.00S,2022-10-22T00:47:11.4Z,3,REGULAR,foul,personal,['2freethrow'],203115,,,1610612741,77,70,2022-10-22T00:47:18Z,4130000,,,0,,W. Barton shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203115, 201942]",1610612764.0,WAS,1627534.0,shooting,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,
426,PT01M34.00S,2022-10-22T00:47:40.3Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,77,71,2022-10-22T00:47:40Z,4150000,,,0,,D. DeRozan Free Throw 1 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,
427,PT01M34.00S,2022-10-22T00:47:40.9Z,3,REGULAR,substitution,out,[],203078,,,1610612741,77,71,2022-10-22T00:47:48Z,4160000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT01M34.00S,2022-10-22T00:47:40.9Z,3,REGULAR,substitution,in,[],1630264,,,1610612741,77,71,2022-10-22T00:47:48Z,4170000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT01M34.00S,2022-10-22T00:47:59.9Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,77,72,2022-10-22T00:47:59Z,4180000,,,0,,D. DeRozan Free Throw 2 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,
430,PT01M11.00S,2022-10-22T00:48:23.9Z,3,REGULAR,2pt,Jump Shot,[],1629060,21.862680683311424,34.06862745098039,1610612764,77,72,2022-10-22T00:53:59Z,4190000,80.0,153.0,1,left,MISS R. Hachimura 17' pullup Shot,[1629060],1610612764.0,WAS,,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,17.25,Missed,,,,,,,,,,,,,,,,,
431,PT01M09.00S,2022-10-22T00:48:25.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,77,72,2022-10-22T00:48:28Z,4200000,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,430.0,8.0,5.0,3.0,,,,,,,,,
