actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
435,PT04M35.00S,2022-11-21T00:34:20.0Z,3,REGULAR,3pt,Jump Shot,[],204001,66.83639947437582,48.529411764705884,1610612764,72,67,2022-11-21T00:34:25Z,4270000,False,-7.0,259.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
436,PT04M30.00S,2022-11-21T00:34:25.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,72,67,2022-11-21T00:34:25Z,4280000,False,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,435.0,,,3.0,2.0,1.0,,,,,,
437,PT04M20.00S,2022-11-21T00:34:34.4Z,3,REGULAR,2pt,Jump Shot,[],202330,17.821944809461236,66.66666666666666,1610612766,72,67,2022-11-21T00:45:33Z,4290000,False,-83.0,115.0,1,left,MISS G. Hayward 14' fadeaway Shot,[202330],1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Left,14.2,Missed,,,,,,,,,,,,,,,,,,
438,PT04M20.00S,2022-11-21T00:34:34.4Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,72,67,2022-11-21T00:34:38Z,4300000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,,,,,,437.0,,,3.0,2.0,1.0,,,,,,
439,PT04M20.00S,2022-11-21T00:34:39.3Z,3,REGULAR,foul,personal,[],203486,,,1610612764,72,67,2022-11-21T00:34:44Z,4310000,False,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 204001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,200833.0,,,,,,,3.0,0.0,Porzingis,204001.0
441,PT04M20.00S,2022-11-21T00:34:49.1Z,3,REGULAR,substitution,out,[],1630557,,,1610612764,72,67,2022-11-21T00:34:55Z,4330000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M20.00S,2022-11-21T00:34:49.1Z,3,REGULAR,substitution,in,[],203115,,,1610612764,72,67,2022-11-21T00:34:55Z,4340000,False,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M00.00S,2022-11-21T00:35:20.9Z,3,REGULAR,3pt,Jump Shot,[],1630166,87.20433639947439,3.431372549019608,1610612764,72,67,2022-11-21T00:35:25Z,4350000,False,-233.0,68.0,1,right,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,24.25,Missed,,,,,,,,,,,,,,,,,,
444,PT03M57.00S,2022-11-21T00:35:23.9Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,72,67,2022-11-21T00:35:25Z,4360000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:5),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,443.0,,,6.0,5.0,1.0,,,,,,
445,PT03M46.00S,2022-11-21T00:35:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.674770039421814,44.85294117647059,1610612766,72,69,2022-11-21T00:35:40Z,4370000,False,26.0,38.0,1,left,K. Oubre Jr. driving Layup (16 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,16.0,,,,,,,,,,,,,,,,,
446,PT03M32.00S,2022-11-21T00:35:48.6Z,3,REGULAR,2pt,Jump Shot,[],1630692,81.2910643889619,27.205882352941174,1610612764,72,69,2022-11-21T00:35:54Z,4380000,False,-114.0,123.0,1,right,MISS J. Goodwin 16' pullup Shot,[1630692],1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Left Center,16.8,Missed,,,,,,,,,,,,,,,,,,
447,PT03M29.00S,2022-11-21T00:35:52.4Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,72,69,2022-11-21T00:35:52Z,4390000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,446.0,,,4.0,2.0,2.0,,,,,,
448,PT03M23.00S,2022-11-21T00:35:58.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,90.75229960578186,59.80392156862745,1610612764,72,69,2022-11-21T00:36:02Z,4400000,False,49.0,34.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 203486]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,Plumlee,203486.0,,,,,,,,,,,,
449,PT03M23.00S,2022-11-21T00:35:58.1Z,3,REGULAR,block,,[],203486,,,1610612764,72,69,2022-11-21T00:36:00Z,4410000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT03M20.00S,2022-11-21T00:36:01.1Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,72,69,2022-11-21T00:36:02Z,4420000,False,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,448.0,,,4.0,3.0,1.0,,,,,,
451,PT03M14.00S,2022-11-21T00:36:06.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,6.521024967148489,44.36274509803921,1610612766,72,71,2022-11-21T00:36:13Z,4430000,False,28.0,9.0,1,left,K. Oubre Jr. running Layup (18 PTS) (G. Hayward 4 AST),"[1626162, 202330]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.95,Made,18.0,G. Hayward,202330.0,4.0,,,,,,,,,,,,,,
454,PT02M56.00S,2022-11-21T00:36:37.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,72,71,2022-11-21T00:36:37Z,4460000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,out,[],204001,,,1610612764,72,71,2022-11-21T00:39:18Z,4470000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,out,[],1630166,,,1610612764,72,71,2022-11-21T00:39:18Z,4480000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,out,[],1626162,,,1610612764,72,71,2022-11-21T00:39:18Z,4490000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,out,[],202330,,,1610612764,72,71,2022-11-21T00:39:18Z,4500000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,out,[],203486,,,1610612764,72,71,2022-11-21T00:39:18Z,4510000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,in,[],201959,,,1610612764,72,71,2022-11-21T00:39:18Z,4520000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,in,[],1628398,,,1610612764,72,71,2022-11-21T00:39:18Z,4530000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,in,[],1630208,,,1610612764,72,71,2022-11-21T00:39:18Z,4540000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,in,[],1626179,,,1610612764,72,71,2022-11-21T00:39:18Z,4550000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M56.00S,2022-11-21T00:36:54.4Z,3,REGULAR,substitution,in,[],1629023,,,1610612764,72,71,2022-11-21T00:39:18Z,4560000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M53.00S,2022-11-21T00:39:38.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612764,72,71,2022-11-21T00:39:50Z,4570000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629023, 1628398]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628172.0,,,,,,,1.0,0.0,Kuzma,1628398.0
467,PT02M53.00S,2022-11-21T00:40:35.7Z,3,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,72,71,2022-11-21T00:40:35Z,4590000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
468,PT02M53.00S,2022-11-21T00:40:35.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,72,71,2022-11-21T00:40:35Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,
469,PT02M53.00S,2022-11-21T00:40:53.3Z,3,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,73,71,2022-11-21T00:40:53Z,4610000,False,,,0,,K. Kuzma Free Throw 2 of 2 (17 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
470,PT02M42.00S,2022-11-21T00:41:08.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201959,,,1610612766,73,71,2022-11-21T00:41:15Z,4620000,False,,,0,,T. Gibson shooting personal FOUL (1 PF) (Richards 2 FT),"[201959, 1630208]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Center,,,,,,,,,,1628172.0,,,,,,,1.0,0.0,Richards,1630208.0
472,PT02M42.00S,2022-11-21T00:41:31.4Z,3,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,73,72,2022-11-21T00:41:31Z,4640000,False,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
473,PT02M42.00S,2022-11-21T00:41:31.4Z,3,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,73,72,2022-11-21T00:41:51Z,4650000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
474,PT02M40.00S,2022-11-21T00:41:33.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,73,72,2022-11-21T00:41:51Z,4660000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,473.0,,,7.0,6.0,1.0,,,,,,
475,PT02M29.00S,2022-11-21T00:41:59.6Z,3,REGULAR,2pt,Jump Shot,[],203078,94.95729303547962,83.08823529411765,1610612764,75,72,2022-11-21T00:42:07Z,4670000,False,165.0,-5.0,1,right,B. Beal 16' pullup Jump Shot (23 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right,16.55,Made,23.0,,,,,,,,,,,,,,,,,
476,PT02M18.00S,2022-11-21T00:42:10.3Z,3,REGULAR,3pt,Jump Shot,[],1629023,27.151773981603156,18.137254901960784,1610612766,75,75,2022-11-21T00:42:19Z,4680000,False,159.0,203.0,1,left,P. Washington 25' 3PT  (11 PTS) (D. Smith Jr. 1 AST),"[1629023, 1628372]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.78,Made,11.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,,,,
478,PT02M00.00S,2022-11-21T00:42:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,90.88370565045992,53.92156862745098,1610612764,75,75,2022-11-21T00:51:58Z,4700000,False,20.0,33.0,1,right,MISS K. Kuzma driving Layup - blocked,"[1628398, 1629023]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,Washington,1629023.0,,,,,,,,,,,,
479,PT02M00.00S,2022-11-21T00:42:29.4Z,3,REGULAR,block,,[],1629023,,,1610612764,75,75,2022-11-21T00:42:32Z,4710000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
480,PT01M59.00S,2022-11-21T00:42:30.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,75,75,2022-11-21T00:53:47Z,4720000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,478.0,,,2.0,1.0,1.0,,,,,,
481,PT01M57.00S,2022-11-21T00:42:36.2Z,3,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,75,75,2022-11-21T00:42:41Z,4730000,False,,,0,,J. McDaniels lost ball out-of-bounds TURNOVER (1 TO),[1629667],1610612766.0,CHA,lost ball,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
482,PT01M49.00S,2022-11-21T00:42:47.2Z,3,REGULAR,turnover,bad pass,[],1628398,,,1610612764,75,75,2022-11-21T00:42:51Z,4740000,False,,,0,,K. Kuzma bad pass TURNOVER (4 TO),"[1628398, 1628372]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,,,,4.0,,,,Smith Jr.,1628372.0,,,,
483,PT01M49.00S,2022-11-21T00:42:47.2Z,3,REGULAR,steal,,[],1628372,,,1610612766,75,75,2022-11-21T00:42:48Z,4750000,False,,,0,,D. Smith Jr. STEAL (2 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
484,PT01M43.00S,2022-11-21T00:42:52.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,23.340998685939553,10.53921568627451,1610612766,75,75,2022-11-21T00:42:59Z,4760000,False,197.0,167.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
485,PT01M38.00S,2022-11-21T00:42:57.3Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,75,75,2022-11-21T00:42:59Z,4770000,False,,,0,,B. Beal REBOUND (Off:0 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,,,484.0,,,4.0,4.0,0.0,,,,,,
486,PT01M30.00S,2022-11-21T00:43:05.2Z,3,REGULAR,3pt,Jump Shot,[],201959,74.19513797634691,15.686274509803921,1610612764,75,75,2022-11-21T00:43:10Z,4780000,False,-172.0,190.0,1,right,MISS T. Gibson 25' 3PT,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
487,PT01M25.00S,2022-11-21T00:43:10.2Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,75,75,2022-11-21T00:43:10Z,4790000,False,,,0,,N. Richards REBOUND (Off:3 Def:4),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,486.0,,,7.0,4.0,3.0,,,,,,
488,PT01M20.00S,2022-11-21T00:43:15.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630208,6.652431011826544,52.94117647058824,1610612766,75,77,2022-11-21T00:43:23Z,4800000,False,-15.0,10.0,1,left,N. Richards cutting finger roll Layup (7 PTS) (D. Smith Jr. 2 AST),"[1630208, 1628372]",1610612766.0,CHA,cutting finger roll,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.78,Made,7.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,,,,,
490,PT00M58.20S,2022-11-21T00:43:37.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201959,94.30026281208936,54.65686274509803,1610612764,75,77,2022-11-21T00:43:46Z,4820000,False,23.0,1.0,1,right,MISS T. Gibson reverse Layup,[201959],1610612764.0,WAS,reverse,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
491,PT00M55.50S,2022-11-21T00:43:40.6Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,75,77,2022-11-21T00:43:40Z,4830000,False,,,0,,N. Richards REBOUND (Off:3 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,490.0,,,8.0,5.0,3.0,,,,,,
492,PT00M49.50S,2022-11-21T00:43:48.5Z,3,REGULAR,turnover,traveling,[],1629023,,,1610612766,75,77,2022-11-21T00:43:54Z,4840000,False,,,0,,P. Washington traveling TURNOVER (3 TO),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,200833.0,3.0,,,,,,,,,
493,PT00M49.50S,2022-11-21T00:43:56.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,75,77,2022-11-21T00:43:56Z,4850000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M37.40S,2022-11-21T00:45:45.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612764,75,77,2022-11-21T00:45:55Z,4860000,False,,,0,,T. Rozier shooting personal FOUL (2 PF) (Goodwin 2 FT),"[1626179, 1630692]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Goodwin,1630692.0
496,PT00M37.40S,2022-11-21T00:46:12.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630692,,,1610612764,75,77,2022-11-21T00:46:37Z,4880000,False,,,0,,MISS J. Goodwin Free Throw 1 of 2,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT00M37.40S,2022-11-21T00:46:12.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,75,77,2022-11-21T00:46:37Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,496.0,,,,,,,,,,,
498,PT00M37.40S,2022-11-21T00:46:17.8Z,3,REGULAR,substitution,out,[],203078,,,1610612764,75,77,2022-11-21T00:46:21Z,4900000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M37.40S,2022-11-21T00:46:17.8Z,3,REGULAR,substitution,in,[],1630166,,,1610612764,75,77,2022-11-21T00:46:21Z,4910000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M37.40S,2022-11-21T00:46:12.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630692,,,1610612764,75,77,2022-11-21T00:46:37Z,4920000,False,,,0,,MISS J. Goodwin Free Throw 2 of 2,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
501,PT00M35.40S,2022-11-21T00:46:14.3Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,75,77,2022-11-21T00:46:37Z,4930000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,500.0,,,5.0,4.0,1.0,,,,,,
502,PT00M21.30S,2022-11-21T00:46:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.389618922470433,44.85294117647059,1610612766,75,79,2022-11-21T00:46:54Z,4940000,False,26.0,8.0,1,left,P. Washington Layup (13 PTS) (D. Smith Jr. 3 AST),"[1629023, 1628372]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.68,Made,13.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,,,,,
504,PT00M02.60S,2022-11-21T00:47:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201959,94.43166885676742,47.05882352941176,1610612764,77,79,2022-11-21T00:47:17Z,4960000,False,-15.0,0.0,1,right,T. Gibson Layup (2 PTS) (W. Barton 1 AST),"[201959, 203115]",1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,
506,PT00M00.10S,2022-11-21T00:47:17.5Z,3,REGULAR,3pt,Jump Shot,[],1629667,41.343626806833115,15.686274509803921,1610612766,77,79,2022-11-21T00:56:58Z,4980000,False,172.0,336.0,1,left,MISS J. McDaniels 37' running pullup 3PT,[1629667],1610612766.0,CHA,running pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,37.74,Missed,,,,,,,,,,,,,,,,,,
507,PT00M00.10S,2022-11-21T00:47:17.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,77,79,2022-11-21T00:47:36Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,506.0,,,,,,,,,,,
508,PT00M00.00S,2022-11-21T00:47:30.4Z,3,REGULAR,period,end,[],0,,,1610612766,77,79,2022-11-21T00:47:30Z,5000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-11-21T00:49:22.7Z,4,REGULAR,substitution,out,['startperiod'],1630166,,,1610612766,77,79,2022-11-21T00:49:42Z,5010000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-11-21T00:49:22.7Z,4,REGULAR,substitution,out,['startperiod'],1628372,,,1610612766,77,79,2022-11-21T00:49:42Z,5020000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-11-21T00:49:22.7Z,4,REGULAR,substitution,in,['startperiod'],1630557,,,1610612766,77,79,2022-11-21T00:49:42Z,5030000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-11-21T00:49:22.7Z,4,REGULAR,substitution,in,['startperiod'],202330,,,1610612766,77,79,2022-11-21T00:49:42Z,5040000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-11-21T00:49:59.3Z,4,REGULAR,period,start,[],0,,,1610612764,77,79,2022-11-21T00:49:59Z,5050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M44.00S,2022-11-21T00:50:15.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,91.5407358738502,59.31372549019608,1610612764,77,79,2022-11-21T00:50:19Z,5060000,False,47.0,27.0,1,right,MISS W. Barton pullup Shot,[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
515,PT11M44.00S,2022-11-21T00:50:15.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,77,79,2022-11-21T00:50:19Z,5070000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,514.0,,,,,,,,,,,
517,PT11M40.00S,2022-11-21T00:50:31.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,96.13994743758212,98.2843137254902,1610612764,80,79,2022-11-21T00:50:37Z,5090000,False,241.0,-16.0,1,right,K. Kuzma 24' 3PT  (20 PTS) (J. Goodwin 1 AST),"[1628398, 1630692]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,24.19,Made,20.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,,,
