actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
124,PT05M39.00S,2025-12-21T01:21:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,7.835085413929041,51.225490196078425,1610612763,13,11,2025-12-21T01:29:03Z,765000,False,-6.0,21.0,1,left,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
125,PT05M37.00S,2025-12-21T01:21:53.1Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,13,11,2025-12-21T01:29:03Z,767500,False,,,0,,S. Aldama REBOUND (Off:3 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,124.0,4.0,1.0,3.0,,,,,,,,,,,
77,PT05M37.00S,2025-12-21T01:21:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,15,11,2025-12-21T01:29:03Z,770000,False,0.0,0.0,1,left,S. Aldama tip Layup (5 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
78,PT05M25.00S,2025-12-21T01:22:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,92.85479632063075,45.34313725490196,1610612764,15,13,2025-12-21T01:22:08Z,780000,False,-23.0,15.0,1,right,A. Sarr driving Layup (6 PTS) (K. Middleton 2 AST),"[1642259, 203114]",1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,2.75,Made,6.0,,,,,,,,,,,K. Middleton,203114.0,2.0,,,,
80,PT05M17.00S,2025-12-21T01:22:15.8Z,1,REGULAR,foul,personal,[],1642273,,,1610612763,15,13,2025-12-21T01:22:24Z,800000,False,,,0,,K. George personal FOUL (2 PF),"[1642273, 1642285]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628159.0,,,,,,,2.0,0.0,Spencer,1642285.0
82,PT05M17.00S,2025-12-21T01:22:26.0Z,1,REGULAR,substitution,out,[],1642267,,,1610612763,15,13,2025-12-21T01:22:36Z,820000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2025-12-21T01:22:26.0Z,1,REGULAR,substitution,out,[],1642259,,,1610612763,15,13,2025-12-21T01:22:36Z,830000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M17.00S,2025-12-21T01:22:26.0Z,1,REGULAR,substitution,out,[],203114,,,1610612763,15,13,2025-12-21T01:22:36Z,840000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M17.00S,2025-12-21T01:22:26.0Z,1,REGULAR,substitution,in,[],1630551,,,1610612763,15,13,2025-12-21T01:22:36Z,850000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2025-12-21T01:22:26.0Z,1,REGULAR,substitution,in,[],1628963,,,1610612763,15,13,2025-12-21T01:22:36Z,860000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M17.00S,2025-12-21T01:22:26.0Z,1,REGULAR,substitution,in,[],1642848,,,1610612763,15,13,2025-12-21T01:22:36Z,870000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M01.00S,2025-12-21T01:23:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,19.136005256241788,37.99019607843137,1610612763,17,13,2025-12-21T01:23:10Z,890000,False,60.0,127.0,1,left,S. Aldama 14' turnaround fadeaway Jump Shot (7 PTS) (C. Spencer 2 AST),"[1630583, 1642285]",1610612763.0,MEM,turnaround fadeaway,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,14.08,Made,7.0,,,,,,,,,,,C. Spencer,1642285.0,2.0,,,,
91,PT04M50.00S,2025-12-21T01:23:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,93.38042049934296,53.92156862745098,1610612764,17,15,2025-12-21T01:23:22Z,910000,False,20.0,10.0,1,right,T. Johnson driving finger roll Layup (2 PTS) (K. George 2 AST),"[1642848, 1642273]",1610612764.0,WAS,driving finger roll,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,2.19,Made,2.0,,,,,,,,,,,K. George,1642273.0,2.0,,,,
93,PT04M40.00S,2025-12-21T01:23:28.2Z,1,REGULAR,3pt,Jump Shot,[],1630583,32.013797634691194,54.41176470588235,1610612763,17,15,2025-12-21T01:23:33Z,930000,False,-22.0,248.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,24.94,Missed,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2025-12-21T01:23:33.2Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,17,15,2025-12-21T01:23:33Z,940000,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,
95,PT04M31.00S,2025-12-21T01:23:39.5Z,1,REGULAR,foul,offensive,[],1628963,,,1610612764,17,15,2025-12-21T01:23:44Z,950000,False,,,0,,M. Bagley III offensive FOUL (1 PF),"[1628963, 1642377]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,,,,1151.0,,,,,,,1.0,0.0,Wells,1642377.0
97,PT04M31.00S,2025-12-21T01:23:39.5Z,1,REGULAR,turnover,offensive foul,[],1628963,,,1610612764,17,15,2025-12-21T01:23:39Z,970000,False,,,0,,M. Bagley III offensive foul TURNOVER (1 TO),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,,,,1151.0,1.0,,,,,,,,,
98,PT04M31.00S,2025-12-21T01:23:46.9Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,17,15,2025-12-21T01:23:53Z,980000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M31.00S,2025-12-21T01:23:46.9Z,1,REGULAR,substitution,out,[],1642273,,,1610612763,17,15,2025-12-21T01:23:53Z,990000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2025-12-21T01:23:46.9Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,17,15,2025-12-21T01:23:53Z,1000000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2025-12-21T01:23:46.9Z,1,REGULAR,substitution,in,[],1642860,,,1610612763,17,15,2025-12-21T01:23:53Z,1010000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M21.00S,2025-12-21T01:24:07.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,15.062417871222076,54.65686274509803,1610612763,17,15,2025-12-21T01:24:13Z,1020000,False,-23.0,89.0,1,left,MISS J. Jackson Jr. 9' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.21,Missed,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2025-12-21T01:24:08.8Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,17,15,2025-12-21T01:24:13Z,1030000,False,,,0,,S. Aldama REBOUND (Off:4 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,102.0,5.0,1.0,4.0,,,,,,,,,,,
104,PT04M20.00S,2025-12-21T01:24:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,17,15,2025-12-21T01:24:11Z,1040000,False,0.0,0.0,1,left,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
105,PT04M20.00S,2025-12-21T01:24:13.3Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,17,15,2025-12-21T01:24:13Z,1050000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,,104.0,3.0,2.0,1.0,,,,,,,,,,,
106,PT04M20.00S,2025-12-21T01:24:13.9Z,1,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612763,17,15,2025-12-21T01:24:24Z,1060000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1630551, 1628991]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
108,PT04M20.00S,2025-12-21T01:24:39.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628991,,,1610612763,18,15,2025-12-21T01:24:39Z,1080000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
109,PT04M20.00S,2025-12-21T01:24:57.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628991,,,1610612763,19,15,2025-12-21T01:24:57Z,1090000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (5 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
110,PT04M10.00S,2025-12-21T01:25:07.7Z,1,REGULAR,3pt,Jump Shot,[],1642848,66.5735873850197,62.745098039215684,1610612764,19,15,2025-12-21T01:25:12Z,1100000,False,64.0,262.0,1,right,MISS T. Johnson 26' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
111,PT04M06.00S,2025-12-21T01:25:11.9Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,19,15,2025-12-21T01:25:11Z,1110000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,,,
112,PT04M03.00S,2025-12-21T01:25:16.6Z,1,REGULAR,turnover,out-of-bounds,[],1628963,,,1610612764,19,15,2025-12-21T01:25:21Z,1120000,False,,,0,,M. Bagley III bad pass out-of-bounds TURNOVER (2 TO),[1628963],1610612764.0,WAS,bad pass,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,2.0,,,,,,,,,
113,PT03M50.00S,2025-12-21T01:25:37.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,8.754927726675426,3.6764705882352944,1610612763,22,15,2025-12-21T01:25:40Z,1130000,False,232.0,30.0,1,left,S. Aldama 3PT  (10 PTS) (C. Spencer 3 AST),"[1630583, 1642285]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.35,Made,10.0,,,,,,,,,,,C. Spencer,1642285.0,3.0,,,,
115,PT03M32.00S,2025-12-21T01:25:56.5Z,1,REGULAR,turnover,bad pass,[],1642848,,,1610612764,22,15,2025-12-21T01:25:59Z,1150000,False,,,0,,T. Johnson bad pass TURNOVER (1 TO),"[1642848, 1628991]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,
116,PT03M32.00S,2025-12-21T01:25:56.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,22,15,2025-12-21T01:25:58Z,1160000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M25.00S,2025-12-21T01:26:03.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203484,9.411957950065702,94.36274509803921,1610612763,22,15,2025-12-21T01:26:07Z,1170000,False,-222.0,36.0,1,left,MISS K. Caldwell-Pope running 3PT,[203484],1610612763.0,MEM,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.47,Missed,,,,,,,,,,,,,,,,,,
118,PT03M22.00S,2025-12-21T01:26:06.3Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612763,22,15,2025-12-21T01:26:06Z,1180000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,117.0,2.0,1.0,1.0,,,,,,,,,,,
119,PT03M15.00S,2025-12-21T01:26:12.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628991,12.302890932982917,45.34313725490196,1610612763,24,15,2025-12-21T01:26:15Z,1190000,False,23.0,63.0,1,left,J. Jackson Jr. 6' turnaround Hook (7 PTS) (C. Spencer 4 AST),"[1628991, 1642285]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,7.0,,,,,,,,,,,C. Spencer,1642285.0,4.0,,,,
121,PT03M15.00S,2025-12-21T01:26:16.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,24,15,2025-12-21T01:26:16Z,1210000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2025-12-21T01:28:50.3Z,1,REGULAR,substitution,out,[],1630583,,,1610612764,24,15,2025-12-21T01:29:03Z,1220000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M15.00S,2025-12-21T01:28:50.3Z,1,REGULAR,substitution,in,[],1641765,,,1610612764,24,15,2025-12-21T01:29:03Z,1230000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M50.00S,2025-12-21T01:29:32.4Z,1,REGULAR,3pt,Jump Shot,[],1642848,70.25295663600527,73.2843137254902,1610612764,24,15,2025-12-21T01:29:35Z,1240000,False,116.0,227.0,1,right,MISS T. Johnson 25' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
127,PT02M47.00S,2025-12-21T01:29:35.0Z,1,REGULAR,rebound,offensive,[],203468,,,1610612764,24,15,2025-12-21T01:29:35Z,1250000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,126.0,2.0,1.0,1.0,,,,,,,,,,,
128,PT02M44.00S,2025-12-21T01:29:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,90.75229960578186,53.67647058823529,1610612764,24,15,2025-12-21T01:29:43Z,1260000,False,18.0,34.0,1,right,MISS C. McCollum driving finger roll Layup - blocked,"[203468, 1629111]",1610612764.0,WAS,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.9,Missed,,Landale,1629111.0,,,,,,,,,,,,,,,
129,PT02M44.00S,2025-12-21T01:29:39.5Z,1,REGULAR,block,,[],1629111,,,1610612764,24,15,2025-12-21T01:29:42Z,1270000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M44.00S,2025-12-21T01:29:39.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,24,15,2025-12-21T01:29:43Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,128.0,,,,,,,,,,,,,,
132,PT02M42.00S,2025-12-21T01:29:54.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642848,94.69448094612353,95.83333333333334,1610612764,24,18,2025-12-21T01:29:57Z,1300000,False,229.0,-3.0,1,right,T. Johnson 3PT  (5 PTS) (C. McCollum 1 AST),"[1642848, 203468]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,22.92,Made,5.0,,,,,,,,,,,C. McCollum,203468.0,1.0,,,,
134,PT02M27.00S,2025-12-21T01:30:12.4Z,1,REGULAR,foul,offensive,[],1629111,,,1610612763,24,18,2025-12-21T01:30:17Z,1320000,False,,,0,,J. Landale offensive FOUL (1 PF),"[1629111, 1630551]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Champagnie,1630551.0
136,PT02M27.00S,2025-12-21T01:30:12.4Z,1,REGULAR,turnover,offensive foul,[],1629111,,,1610612763,24,18,2025-12-21T01:30:12Z,1340000,False,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,1.0,,,,,,,,,
137,PT02M16.00S,2025-12-21T01:30:34.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628963,93.24901445466492,48.28431372549019,1610612764,24,20,2025-12-21T01:30:39Z,1350000,False,-9.0,11.0,1,right,M. Bagley III cutting DUNK (2 PTS) (C. McCollum 2 AST),"[1628963, 203468]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,,,,,,,,,,,C. McCollum,203468.0,2.0,,,,
139,PT01M59.00S,2025-12-21T01:30:50.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,10.463206307490145,49.754901960784316,1610612763,24,20,2025-12-21T01:30:54Z,1370000,False,1.0,46.0,1,left,MISS J. Landale driving Hook,[1629111],1610612763.0,MEM,driving,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
140,PT01M57.00S,2025-12-21T01:30:52.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,24,20,2025-12-21T01:30:54Z,1380000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,
141,PT01M51.00S,2025-12-21T01:30:58.7Z,1,REGULAR,3pt,Jump Shot,[],1642848,64.60249671484888,50.49019607843137,1610612764,24,20,2025-12-21T01:31:03Z,1390000,False,2.0,280.0,1,right,MISS T. Johnson 28' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,28.02,Missed,,,,,,,,,,,,,,,,,,
142,PT01M49.00S,2025-12-21T01:31:00.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,24,20,2025-12-21T01:31:03Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,141.0,,,,,,,,,,,,,,
144,PT01M49.00S,2025-12-21T01:31:04.5Z,1,REGULAR,substitution,out,[],1642285,,,1610612763,24,20,2025-12-21T01:31:20Z,1420000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M49.00S,2025-12-21T01:31:04.5Z,1,REGULAR,substitution,out,[],1629111,,,1610612763,24,20,2025-12-21T01:31:20Z,1430000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M49.00S,2025-12-21T01:31:04.5Z,1,REGULAR,substitution,out,[],203468,,,1610612763,24,20,2025-12-21T01:31:20Z,1440000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M49.00S,2025-12-21T01:31:04.5Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,24,20,2025-12-21T01:31:20Z,1450000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M49.00S,2025-12-21T01:31:04.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,24,20,2025-12-21T01:31:20Z,1460000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M49.00S,2025-12-21T01:31:04.5Z,1,REGULAR,substitution,in,[],1642267,,,1610612763,24,20,2025-12-21T01:31:20Z,1470000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M34.00S,2025-12-21T01:31:35.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.225361366622867,55.63725490196079,1610612763,27,20,2025-12-21T01:31:40Z,1480000,False,-28.0,241.0,1,left,J. Jackson Jr. 24' 3PT  (10 PTS) (S. Aldama 1 AST),"[1628991, 1630583]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,24.26,Made,10.0,,,,,,,,,,,S. Aldama,1630583.0,1.0,,,,
152,PT01M19.00S,2025-12-21T01:31:50.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,86.94152431011827,52.94117647058824,1610612764,27,20,2025-12-21T01:31:53Z,1500000,False,15.0,70.0,1,right,MISS M. Bagley III 7' turnaround Hook,[1628963],1610612764.0,WAS,turnaround,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
153,PT01M17.00S,2025-12-21T01:31:52.0Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,27,20,2025-12-21T01:31:53Z,1510000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,152.0,2.0,1.0,1.0,,,,,,,,,,,
154,PT01M16.00S,2025-12-21T01:31:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,91.14651773981603,49.754901960784316,1610612764,27,22,2025-12-21T01:31:57Z,1520000,False,-1.0,31.0,1,right,M. Bagley III reverse Layup (4 PTS),[1628963],1610612764.0,WAS,reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.07,Made,4.0,,,,,,,,,,,,,,,,,
155,PT01M08.00S,2025-12-21T01:32:01.2Z,1,REGULAR,3pt,Jump Shot,[],1628991,27.283180026281208,77.20588235294117,1610612763,27,22,2025-12-21T01:32:06Z,1530000,False,-136.0,204.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,24.52,Missed,,,,,,,,,,,,,,,,,,
156,PT01M03.00S,2025-12-21T01:32:06.2Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,27,22,2025-12-21T01:32:06Z,1540000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,
157,PT00M55.20S,2025-12-21T01:32:14.9Z,1,REGULAR,2pt,Jump Shot,[],1628963,92.06636005256242,70.34313725490196,1610612764,27,24,2025-12-21T01:32:19Z,1550000,False,102.0,22.0,1,right,M. Bagley III 10' turnaround fadeaway Jump Shot (6 PTS),[1628963],1610612764.0,WAS,turnaround fadeaway,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Right,10.41,Made,6.0,,,,,,,,,,,,,,,,,
158,PT00M43.70S,2025-12-21T01:32:28.8Z,1,REGULAR,3pt,Jump Shot,[],1630583,31.35676741130092,34.31372549019608,1610612763,27,24,2025-12-21T01:32:32Z,1560000,False,78.0,242.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
159,PT00M40.40S,2025-12-21T01:32:32.1Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,27,24,2025-12-21T01:32:32Z,1570000,False,,,0,,T. Johnson REBOUND (Off:0 Def:2),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,
160,PT00M31.70S,2025-12-21T01:32:40.7Z,1,REGULAR,3pt,Jump Shot,[],1628963,73.01248357424441,79.16666666666666,1610612764,27,24,2025-12-21T01:32:44Z,1580000,False,146.0,201.0,1,right,MISS M. Bagley III 24' 3PT,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
