actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
340,PT07M46.00S,2024-01-11T01:58:06.3Z,3,REGULAR,3pt,Jump Shot,[],1629312,89.17542706964521,94.85294117647058,1610612748,72,80,2024-01-11T01:58:10Z,3360000,False,224.0,49.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
341,PT07M43.00S,2024-01-11T01:58:09.3Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,72,80,2024-01-11T02:11:56Z,3370000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,340.0,3.0,3.0,0.0,,,,,,,,,,,,,,
342,PT07M39.00S,2024-01-11T01:58:14.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,11.12023653088042,53.67647058823529,1610612760,72,80,2024-01-11T02:02:38Z,3380000,False,-18.0,52.0,1,left,MISS S. Gilgeous-Alexander running Layup - blocked,"[1628983, 1628389]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,Adebayo,1628389.0,,,,
366,PT07M39.00S,2024-01-11T01:58:14.0Z,3,REGULAR,block,,[],1628389,,,1610612760,72,80,2024-01-11T02:01:53Z,3385000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT07M37.00S,2024-01-11T01:58:16.0Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,72,80,2024-01-11T01:58:25Z,3390000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,342.0,3.0,2.0,1.0,,,,,,,,,,,,,,
344,PT07M31.00S,2024-01-11T01:58:21.8Z,3,REGULAR,3pt,Jump Shot,[],1631107,75.24638633377135,86.51960784313727,1610612748,75,80,2024-01-11T01:58:27Z,3400000,False,183.0,180.0,1,right,N. Jovic 25' 3PT  (15 PTS) (T. Herro 4 AST),"[1631107, 1629639]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,15.0,T. Herro,1629639.0,4.0,,,,,,,,,,
346,PT07M17.00S,2024-01-11T01:58:38.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,10.200394218134035,41.911764705882355,1610612760,75,82,2024-01-11T01:58:56Z,3420000,False,40.0,43.0,1,left,C. Holmgren alley-oop DUNK (14 PTS) (J. Williams 9 AST),"[1631096, 1631114]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,,,,,14.0,J. Williams,1631114.0,9.0,,,,,,,,,,
348,PT07M17.00S,2024-01-11T01:58:41.3Z,3,REGULAR,foul,personal,['1freethrow'],1631170,,,1610612760,75,82,2024-01-11T01:58:50Z,3440000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Holmgren 1 FT),"[1631170, 1631096]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1630886.0,,2.0,0.0,,,Holmgren,1631096.0,,
350,PT07M17.00S,2024-01-11T01:59:06.5Z,3,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,75,82,2024-01-11T01:59:10Z,3460000,False,,,0,,MISS C. Holmgren Free Throw 1 of 1,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
351,PT07M14.00S,2024-01-11T01:59:09.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,75,82,2024-01-11T01:59:10Z,3470000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,350.0,7.0,3.0,4.0,,,,,,,,,,,,,,
352,PT07M05.00S,2024-01-11T01:59:18.4Z,3,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612748,75,82,2024-01-11T01:59:24Z,3480000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1631114, 1628389]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1630886.0,,1.0,0.0,,,Adebayo,1628389.0,,
354,PT07M05.00S,2024-01-11T01:59:53.3Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,76,82,2024-01-11T01:59:53Z,3500000,False,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
355,PT07M05.00S,2024-01-11T02:00:14.4Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,77,82,2024-01-11T02:00:14Z,3510000,False,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
356,PT06M52.00S,2024-01-11T02:00:29.6Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,77,82,2024-01-11T02:00:33Z,3520000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1629639]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,,,,,,,Herro,1629639.0
357,PT06M52.00S,2024-01-11T02:00:29.6Z,3,REGULAR,steal,,[],1629639,,,1610612748,77,82,2024-01-11T02:00:31Z,3530000,False,,,0,,T. Herro STEAL (2 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
358,PT06M45.00S,2024-01-11T02:00:36.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,91.80354796320631,43.13725490196079,1610612748,77,82,2024-01-11T02:43:19Z,3540000,False,-34.0,25.0,1,right,MISS J. Jaquez Jr. running Layup - blocked,"[1631170, 1631096]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,Holmgren,1631096.0,,,,
359,PT06M45.00S,2024-01-11T02:00:36.1Z,3,REGULAR,block,,[],1631096,,,1610612748,77,82,2024-01-11T02:00:38Z,3550000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
360,PT06M41.00S,2024-01-11T02:00:40.1Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,77,82,2024-01-11T02:00:43Z,3560000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,358.0,4.0,4.0,0.0,,,,,,,,,,,,,,
361,PT06M33.00S,2024-01-11T02:00:48.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,16.245072273324574,48.03921568627451,1610612760,77,84,2024-01-11T02:05:28Z,3570000,False,10.0,100.0,1,left,J. Giddey 10' driving floating Jump Shot (7 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,10.07,Made,,,,,7.0,,,,,,,,,,,,,
362,PT06M23.00S,2024-01-11T02:01:01.6Z,3,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612748,77,84,2024-01-11T02:01:10Z,3580000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1631096, 1628389]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,,2.0,0.0,,,Adebayo,1628389.0,,
364,PT06M23.00S,2024-01-11T02:01:31.7Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,78,84,2024-01-11T02:01:31Z,3600000,False,,,0,,B. Adebayo Free Throw 1 of 2 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
365,PT06M23.00S,2024-01-11T02:01:53.1Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,79,84,2024-01-11T02:01:53Z,3610000,False,,,0,,B. Adebayo Free Throw 2 of 2 (12 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
367,PT06M09.00S,2024-01-11T02:02:07.7Z,3,REGULAR,2pt,Jump Shot,[],1631114,19.267411300919843,69.85294117647058,1610612760,79,86,2024-01-11T02:02:10Z,3620000,False,-99.0,129.0,1,left,J. Williams 16' pullup Jump Shot (15 PTS) (S. Gilgeous-Alexander 7 AST),"[1631114, 1628983]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,16.25,Made,,,,,15.0,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,,
369,PT05M52.00S,2024-01-11T02:02:24.7Z,3,REGULAR,3pt,Jump Shot,[],1629639,68.54467805519053,65.68627450980392,1610612748,82,86,2024-01-11T02:02:28Z,3640000,False,78.0,243.0,1,right,T. Herro 25' 3PT pullup (15 PTS) (B. Adebayo 6 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.55,Made,,,,,15.0,B. Adebayo,1628389.0,6.0,,,,,,,,,,
371,PT05M34.00S,2024-01-11T02:02:43.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,15.193823915900131,48.03921568627451,1610612760,82,86,2024-01-11T04:04:52Z,3660000,False,10.0,90.0,1,left,MISS J. Williams 9' driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.08,Missed,,,,,,,,,,,,,,,,,,
372,PT05M30.00S,2024-01-11T02:02:47.2Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,82,86,2024-01-11T04:04:52Z,3670000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,371.0,3.0,3.0,0.0,,,,,,,,,,,,,,
373,PT05M28.00S,2024-01-11T02:02:48.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,77.08607095926413,10.294117647058822,1610612748,82,86,2024-01-11T02:03:45Z,3680000,False,-199.0,163.0,1,right,MISS T. Herro 25' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
374,PT05M24.00S,2024-01-11T02:02:52.5Z,3,REGULAR,rebound,offensive,[],1629312,,,1610612748,82,86,2024-01-11T02:02:52Z,3690000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,373.0,4.0,2.0,2.0,,,,,,,,,,,,,,
375,PT05M23.00S,2024-01-11T02:02:53.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629312,90.88370565045992,53.67647058823529,1610612748,82,86,2024-01-11T02:02:59Z,3700000,False,18.0,33.0,1,right,MISS H. Highsmith Layup,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,3.8,Missed,,,,,,,,,,,,,,,,,,
376,PT05M21.00S,2024-01-11T02:02:55.7Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,82,86,2024-01-11T02:02:59Z,3710000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,375.0,2.0,2.0,0.0,,,,,,,,,,,,,,
377,PT05M20.00S,2024-01-11T02:02:57.4Z,3,REGULAR,turnover,bad pass,[],1628983,,,1610612760,82,86,2024-01-11T02:03:04Z,3720000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1629639]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Herro,1629639.0
378,PT05M20.00S,2024-01-11T02:02:57.4Z,3,REGULAR,steal,,[],1629639,,,1610612748,82,86,2024-01-11T02:02:59Z,3730000,False,,,0,,T. Herro STEAL (3 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
379,PT05M12.00S,2024-01-11T02:03:04.4Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,82,86,2024-01-11T02:03:08Z,3740000,False,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 1631114]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Williams,1631114.0
380,PT05M12.00S,2024-01-11T02:03:04.4Z,3,REGULAR,steal,,[],1631114,,,1610612760,82,86,2024-01-11T02:09:25Z,3750000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
381,PT05M02.00S,2024-01-11T02:03:15.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,19.793035479632064,92.15686274509804,1610612760,82,86,2024-01-11T02:03:20Z,3760000,False,-211.0,134.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
382,PT04M59.00S,2024-01-11T02:03:17.5Z,3,REGULAR,rebound,offensive,[],1631114,,,1610612760,82,86,2024-01-11T02:03:17Z,3770000,False,,,0,,J. Williams REBOUND (Off:1 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,381.0,5.0,4.0,1.0,,,,,,,,,,,,,,
383,PT04M58.00S,2024-01-11T02:03:18.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631096,34.247700394218136,48.529411764705884,1610612760,82,86,2024-01-11T02:09:06Z,3780000,False,7.0,269.0,1,left,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,26.95,Missed,,,,,,,,,,,,,,,,,,
384,PT04M54.00S,2024-01-11T02:03:22.6Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,82,86,2024-01-11T02:03:22Z,3790000,False,,,0,,N. Jovic REBOUND (Off:0 Def:3),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,,,383.0,3.0,3.0,0.0,,,,,,,,,,,,,,
385,PT04M52.00S,2024-01-11T02:03:25.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631170,74.98357424441524,87.00980392156863,1610612748,85,86,2024-01-11T02:42:51Z,3800000,False,185.0,183.0,1,right,J. Jaquez Jr. 26' 3PT running (10 PTS) (N. Jovic 3 AST),"[1631170, 1631107]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,26.0,Made,,,,,10.0,N. Jovic,1631107.0,3.0,,,,,,,,,,
387,PT04M51.00S,2024-01-11T02:03:32.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,85,86,2024-01-11T02:03:32Z,3820000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,out,[],1631170,,,1610612760,85,86,2024-01-11T02:06:30Z,3830000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,out,[],1628389,,,1610612760,85,86,2024-01-11T02:06:30Z,3840000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,85,86,2024-01-11T02:06:30Z,3850000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,out,[],1631096,,,1610612760,85,86,2024-01-11T02:06:30Z,3860000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,85,86,2024-01-11T02:06:30Z,3870000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,out,[],1641717,,,1610612760,85,86,2024-01-11T02:06:30Z,3880000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,in,[],1626196,,,1610612760,85,86,2024-01-11T02:06:30Z,3890000,False,,,0,,SUB in: J. Richardson,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,in,[],201567,,,1610612760,85,86,2024-01-11T02:06:30Z,3900000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,in,[],1631119,,,1610612760,85,86,2024-01-11T02:06:30Z,3910000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,in,[],1629652,,,1610612760,85,86,2024-01-11T02:06:30Z,3920000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,85,86,2024-01-11T02:06:30Z,3930000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M51.00S,2024-01-11T02:05:51.7Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,85,86,2024-01-11T02:06:30Z,3940000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M27.00S,2024-01-11T02:06:58.6Z,3,REGULAR,3pt,Jump Shot,[],1628983,32.802233902759525,31.61764705882353,1610612760,85,86,2024-01-11T02:11:27Z,3950000,False,92.0,256.0,1,left,MISS S. Gilgeous-Alexander 27' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
401,PT04M26.00S,2024-01-11T02:06:59.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,85,86,2024-01-11T02:07:23Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,400.0,,,,,,,,,,,,,,,,,
402,PT04M26.00S,2024-01-11T02:07:01.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612760,85,86,2024-01-11T02:07:10Z,3970000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,,,,,,,,,
403,PT04M14.00S,2024-01-11T02:07:25.6Z,3,REGULAR,turnover,out-of-bounds,[],201567,,,1610612748,85,86,2024-01-11T02:07:31Z,3980000,False,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612748.0,MIA,bad pass,,,Love,K. Love,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,1.0,,,,,,,,
404,PT03M57.00S,2024-01-11T02:07:43.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630598,10.068988173455978,47.30392156862745,1610612760,85,86,2024-01-11T02:07:48Z,3990000,False,13.0,42.0,1,left,MISS A. Wiggins Layup,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
405,PT03M54.00S,2024-01-11T02:07:46.6Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,85,86,2024-01-11T02:07:48Z,4000000,False,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,404.0,4.0,3.0,1.0,,,,,,,,,,,,,,
406,PT03M46.00S,2024-01-11T02:07:55.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.20433639947439,49.26470588235294,1610612748,87,86,2024-01-11T02:07:58Z,4010000,False,-4.0,68.0,1,right,T. Herro 6' pullup Jump Shot (17 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,,,,,17.0,,,,,,,,,,,,,
407,PT03M26.00S,2024-01-11T02:08:13.9Z,3,REGULAR,2pt,Jump Shot,[],1628983,17.427726675427067,23.52941176470588,1610612760,87,88,2024-01-11T02:08:48Z,4020000,False,132.0,111.0,1,left,S. Gilgeous-Alexander 17' fadeaway Jump Shot (16 PTS) (J. Williams 4 AST),"[1628983, 1631119]",1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,17.3,Made,,,,,16.0,J. Williams,1631119.0,4.0,,,,,,,,,,
409,PT03M18.00S,2024-01-11T02:08:25.3Z,3,REGULAR,foul,personal,[],1630198,,,1610612748,87,88,2024-01-11T02:14:34Z,4040000,False,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 1626196]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202041.0,,1.0,0.0,,,Richardson,1626196.0,,
411,PT03M10.00S,2024-01-11T02:08:51.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,84.31340341655716,49.01960784313725,1610612748,87,88,2024-01-11T02:13:41Z,4060000,False,-5.0,95.0,1,right,MISS T. Herro 9' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,,,,,,,,,,,,,,,,,
412,PT03M09.00S,2024-01-11T02:09:04.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,87,88,2024-01-11T02:09:04Z,4070000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,411.0,,,,,,,,,,,,,,,,,
414,PT03M08.00S,2024-01-11T02:09:20.6Z,3,REGULAR,foul,personal,[],1631119,,,1610612748,87,88,2024-01-11T02:09:30Z,4090000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631119, 201567]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1630886.0,,2.0,0.0,,,Love,201567.0,,
417,PT02M59.00S,2024-01-11T02:10:06.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631107,70.12155059132719,72.30392156862744,1610612748,87,88,2024-01-11T02:10:14Z,4120000,False,112.0,228.0,1,right,MISS N. Jovic 25' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
418,PT02M55.00S,2024-01-11T02:10:10.1Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,87,88,2024-01-11T02:10:14Z,4130000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,417.0,2.0,2.0,0.0,,,,,,,,,,,,,,
419,PT02M47.00S,2024-01-11T02:10:17.7Z,3,REGULAR,3pt,Jump Shot,[],1628983,31.61957950065703,30.88235294117647,1610612760,87,88,2024-01-11T02:14:37Z,4140000,False,96.0,245.0,1,left,MISS S. Gilgeous-Alexander 26' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
420,PT02M45.00S,2024-01-11T02:10:19.7Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,87,88,2024-01-11T02:10:21Z,4150000,False,,,0,,N. Jovic REBOUND (Off:0 Def:4),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,419.0,4.0,4.0,0.0,,,,,,,,,,,,,,
421,PT02M37.00S,2024-01-11T02:10:27.3Z,3,REGULAR,2pt,Jump Shot,[],1629639,86.67871222076215,72.05882352941177,1610612748,87,88,2024-01-11T02:10:35Z,4160000,False,110.0,73.0,1,right,MISS T. Herro 13' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,13.21,Missed,,,,,,,,,,,,,,,,,,
