actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
348,PT10M11.00S,2022-10-29T03:32:00.5Z,3,REGULAR,turnover,bad pass,[],1628969,,,1610612756,60,57,2022-10-29T03:32:33Z,3400000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1630230]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,
349,PT10M11.00S,2022-10-29T03:32:00.5Z,3,REGULAR,steal,,[],1630230,,,1610612740,60,57,2022-10-29T03:32:03Z,3410000,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
350,PT10M11.00S,2022-10-29T03:32:09.1Z,3,REGULAR,foul,personal,[],202687,,,1610612740,60,57,2022-10-29T03:32:15Z,3420000,,,0,,B. Biyombo personal FOUL (3 PF),"[202687, 202685]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,,,2534.0,3.0,0.0,Valanciunas,202685.0,,,,,,,,
354,PT09M59.00S,2022-10-29T03:32:51.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,6.652431011826544,95.83333333333334,1610612740,60,60,2022-10-29T03:32:55Z,3460000,-229.0,10.0,1,left,J. Alvarado 3PT  (9 PTS) (C. McCollum 6 AST),"[1630631, 203468]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,22.94,Made,9.0,,,,,,,,,,,,,C. McCollum,203468.0,6.0,,
356,PT09M50.00S,2022-10-29T03:33:05.9Z,3,REGULAR,foul,personal,[],1630631,,,1610612756,60,60,2022-10-29T03:33:14Z,3480000,,,0,,J. Alvarado personal FOUL (4 PF),"[1630631, 101108]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627963.0,4.0,0.0,Paul,101108.0,,,,,,,,
358,PT09M34.00S,2022-10-29T03:33:39.6Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,60,60,2022-10-29T03:33:43Z,3500000,,,0,,D. Booker bad pass TURNOVER (4 TO),"[1626164, 1630530]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,4.0,Murphy III,1630530.0,,,,,
359,PT09M34.00S,2022-10-29T03:33:39.6Z,3,REGULAR,steal,,[],1630530,,,1610612740,60,60,2022-10-29T03:40:01Z,3510000,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
360,PT09M29.00S,2022-10-29T03:33:45.2Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630631,29.911300919842315,73.52941176470588,1610612740,60,63,2022-10-29T03:37:18Z,3520000,-118.0,229.0,1,left,J. Alvarado 25' 3PT running pullup (12 PTS),[1630631],1610612740.0,NOP,running pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.72,Made,12.0,,,,,,,,,,,,,,,,,
361,PT09M16.00S,2022-10-29T03:33:58.2Z,3,REGULAR,3pt,Jump Shot,[],1629661,87.07293035479631,96.81372549019608,1610612756,60,63,2022-10-29T03:34:03Z,3530000,234.0,69.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,24.41,Missed,,,,,,,,,,,,,,,,,,
362,PT09M12.00S,2022-10-29T03:34:02.3Z,3,REGULAR,rebound,offensive,[],202687,,,1610612756,60,63,2022-10-29T03:34:02Z,3540000,,,0,,B. Biyombo REBOUND (Off:3 Def:6),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Right Corner 3,24+ Right,,,,361.0,9.0,6.0,3.0,,,,,,,,,,,,,
363,PT09M04.00S,2022-10-29T03:34:10.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628969,85.62746386333771,70.34313725490196,1610612756,62,63,2022-10-29T03:37:54Z,3550000,102.0,83.0,1,right,M. Bridges 13' step back Jump Shot (20 PTS),[1628969],1610612756.0,PHX,step back,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,13.1,Made,20.0,,,,,,,,,,,,,,,,,
364,PT08M48.00S,2022-10-29T03:34:26.7Z,3,REGULAR,2pt,Jump Shot,[],1630230,11.908672798948752,29.411764705882355,1610612740,62,65,2022-10-29T03:34:31Z,3560000,103.0,59.0,1,left,N. Marshall 11' fadeaway Jump Shot (8 PTS),[1630230],1610612740.0,NOP,fadeaway,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,11.88,Made,8.0,,,,,,,,,,,,,,,,,
365,PT08M37.00S,2022-10-29T03:34:37.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,85.62746386333771,50.245098039215684,1610612756,64,65,2022-10-29T03:34:41Z,3570000,1.0,83.0,1,right,D. Booker 8' pullup Jump Shot (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,8.26,Made,8.0,,,,,,,,,,,,,,,,,
366,PT08M23.00S,2022-10-29T03:34:51.5Z,3,REGULAR,3pt,Jump Shot,[],1630230,15.062417871222076,95.09803921568627,1610612740,64,65,2022-10-29T03:34:55Z,3580000,-225.0,89.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,24.25,Missed,,,,,,,,,,,,,,,,,,
367,PT08M21.00S,2022-10-29T03:34:53.5Z,3,REGULAR,rebound,defensive,[],202687,,,1610612756,64,65,2022-10-29T03:34:55Z,3590000,,,0,,B. Biyombo REBOUND (Off:3 Def:7),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Left Corner 3,24+ Left,,,,366.0,10.0,7.0,3.0,,,,,,,,,,,,,
368,PT08M15.00S,2022-10-29T03:35:00.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,90.48948751642575,51.71568627450981,1610612756,66,65,2022-10-29T03:39:18Z,3600000,9.0,37.0,1,right,D. Booker running finger roll Layup (10 PTS),[1626164],1610612756.0,PHX,running finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.79,Made,10.0,,,,,,,,,,,,,,,,,
369,PT08M05.00S,2022-10-29T03:35:12.3Z,3,REGULAR,violation,kicked ball,[],202687,,,1610612740,66,65,2022-10-29T03:35:53Z,3610000,,,0,,B. Biyombo kicked ball VIOLATION,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,
370,PT07M55.00S,2022-10-29T03:35:44.6Z,3,REGULAR,3pt,Jump Shot,[],203468,25.969119579500656,85.29411764705883,1610612740,66,65,2022-10-29T03:35:56Z,3620000,-176.0,192.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
371,PT07M51.00S,2022-10-29T03:35:47.7Z,3,REGULAR,rebound,offensive,[],1630230,,,1610612740,66,65,2022-10-29T03:35:47Z,3630000,,,0,,N. Marshall REBOUND (Off:4 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,370.0,6.0,2.0,4.0,,,,,,,,,,,,,
372,PT07M50.00S,2022-10-29T03:35:48.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,6.258212877792378,51.71568627450981,1610612740,66,67,2022-10-29T03:36:01Z,3640000,-9.0,6.0,1,left,N. Marshall putback Layup (10 PTS),[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.07,Made,10.0,,,,,,,,,,,,,,,,,
373,PT07M35.00S,2022-10-29T03:36:03.6Z,3,REGULAR,3pt,Jump Shot,[],1628969,94.69448094612353,95.58823529411765,1610612756,66,67,2022-10-29T03:36:07Z,3650000,228.0,-3.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
374,PT07M33.00S,2022-10-29T03:36:05.6Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,66,67,2022-10-29T03:36:07Z,3660000,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,373.0,3.0,3.0,0.0,,,,,,,,,,,,,
376,PT07M18.00S,2022-10-29T03:36:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.1268068331143235,47.794117647058826,1610612740,66,69,2022-10-29T03:41:30Z,3680000,11.0,5.0,1,left,J. Valanciunas driving reverse Layup (11 PTS),[202685],1610612740.0,NOP,driving reverse,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.21,Made,11.0,,,,,,,,,,,,,,,,,
377,PT07M07.00S,2022-10-29T03:36:47.5Z,3,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612756,66,69,2022-10-29T03:36:57Z,3690000,,,0,,N. Marshall shooting personal FOUL (1 PF) (Booker 2 FT),"[1630230, 1626164]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,2534.0,1.0,0.0,Booker,1626164.0,,,,,,,,
379,PT07M07.00S,2022-10-29T03:37:12.2Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,67,69,2022-10-29T03:37:12Z,3710000,,,0,,D. Booker Free Throw 1 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
380,PT07M07.00S,2022-10-29T03:37:30.6Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,68,69,2022-10-29T03:37:30Z,3720000,,,0,,D. Booker Free Throw 2 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
381,PT06M48.00S,2022-10-29T03:37:43.8Z,3,REGULAR,2pt,Jump Shot,[],1630631,14.931011826544022,28.186274509803923,1610612740,68,69,2022-10-29T03:37:48Z,3730000,109.0,88.0,1,left,MISS J. Alvarado 14' pullup Shot,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Right,14.01,Missed,,,,,,,,,,,,,,,,,,
382,PT06M47.00S,2022-10-29T03:37:44.8Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,68,69,2022-10-29T03:37:48Z,3740000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,381.0,5.0,4.0,1.0,,,,,,,,,,,,,
383,PT06M47.00S,2022-10-29T03:37:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,8.09789750328515,47.30392156862745,1610612740,68,69,2022-10-29T03:37:52Z,3750000,13.0,24.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
384,PT06M47.00S,2022-10-29T03:37:46.5Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,68,69,2022-10-29T03:37:52Z,3760000,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,383.0,6.0,4.0,2.0,,,,,,,,,,,,,
386,PT06M47.00S,2022-10-29T03:38:04.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,68,69,2022-10-29T03:38:04Z,3780000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M45.00S,2022-10-29T03:41:29.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630530,6.521024967148489,50.0,1610612740,68,71,2022-10-29T03:41:34Z,3790000,0.0,9.0,1,left,T. Murphy III cutting DUNK (10 PTS) (N. Marshall 5 AST),"[1630530, 1630230]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.88,Made,10.0,,,,,,,,,,,,,N. Marshall,1630230.0,5.0,,
389,PT06M23.00S,2022-10-29T03:41:50.0Z,3,REGULAR,3pt,Jump Shot,[],1629661,67.23061760840999,68.62745098039215,1610612756,71,71,2022-10-29T03:41:53Z,3810000,93.0,256.0,1,right,C. Johnson 27' 3PT  (7 PTS) (C. Paul 3 AST),"[1629661, 101108]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,27.19,Made,7.0,,,,,,,,,,,,,C. Paul,101108.0,3.0,,
391,PT06M11.00S,2022-10-29T03:42:02.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,9.280551905387648,47.30392156862745,1610612740,71,71,2022-10-29T03:42:12Z,3830000,13.0,35.0,1,left,MISS J. Alvarado driving finger roll Layup,[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
392,PT06M11.00S,2022-10-29T03:42:04.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,71,71,2022-10-29T03:42:04Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,391.0,,,,,,,,,,,,,,,,
394,PT06M11.00S,2022-10-29T03:42:08.5Z,3,REGULAR,substitution,out,[],1630631,,,1610612740,71,71,2022-10-29T03:42:12Z,3860000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M11.00S,2022-10-29T03:42:08.5Z,3,REGULAR,substitution,in,[],1628984,,,1610612740,71,71,2022-10-29T03:42:12Z,3870000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M07.00S,2022-10-29T03:42:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,10.200394218134035,47.05882352941176,1610612740,71,71,2022-10-29T03:42:28Z,3880000,15.0,43.0,1,left,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,,
397,PT06M05.00S,2022-10-29T03:42:26.2Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612756,71,71,2022-10-29T03:42:28Z,3890000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,
398,PT06M00.00S,2022-10-29T03:42:32.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",202687,89.83245729303549,48.77450980392157,1610612756,73,71,2022-10-29T03:42:37Z,3900000,-6.0,43.0,1,right,B. Biyombo Hook (4 PTS) (C. Johnson 3 AST),"[202687, 1629661]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,4.35,Made,4.0,,,,,,,,,,,,,C. Johnson,1629661.0,3.0,,
400,PT05M42.00S,2022-10-29T03:42:49.6Z,3,REGULAR,3pt,Jump Shot,[],1630230,18.347568988173457,5.637254901960785,1610612740,73,74,2022-10-29T03:42:54Z,3920000,222.0,120.0,1,left,N. Marshall 25' 3PT  (13 PTS) (T. Murphy III 1 AST),"[1630230, 1630530]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,25.22,Made,13.0,,,,,,,,,,,,,T. Murphy III,1630530.0,1.0,,
402,PT05M26.00S,2022-10-29T03:43:05.3Z,3,REGULAR,2pt,Jump Shot,[],1626164,81.02825229960578,73.52941176470588,1610612756,75,74,2022-10-29T03:44:47Z,3940000,118.0,126.0,1,right,D. Booker 17' pullup Jump Shot (14 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,17.22,Made,14.0,,,,,,,,,,,,,,,,,
403,PT05M16.00S,2022-10-29T03:43:18.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",202685,10.988830486202366,48.03921568627451,1610612740,75,76,2022-10-29T03:43:35Z,3950000,10.0,51.0,1,left,J. Valanciunas Hook (13 PTS) (C. McCollum 7 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,13.0,,,,,,,,,,,,,C. McCollum,203468.0,7.0,,
405,PT05M16.00S,2022-10-29T03:43:22.3Z,3,REGULAR,violation,defensive goaltending,[],202687,,,1610612740,75,76,2022-10-29T03:43:35Z,3970000,,,0,,B. Biyombo defensive goaltending VIOLATION,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,
406,PT04M59.00S,2022-10-29T03:43:45.4Z,3,REGULAR,3pt,Jump Shot,[],1629661,93.9060446780552,95.83333333333334,1610612756,75,76,2022-10-29T03:43:50Z,3980000,229.0,5.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
407,PT04M55.00S,2022-10-29T03:43:49.4Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,75,76,2022-10-29T03:43:50Z,3990000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,406.0,2.0,2.0,0.0,,,,,,,,,,,,,
408,PT04M46.00S,2022-10-29T03:43:58.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,5.601182654402102,48.28431372549019,1610612740,75,78,2022-10-29T03:44:02Z,4000000,9.0,0.0,1,left,J. Valanciunas cutting DUNK (15 PTS) (C. McCollum 8 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.86,Made,15.0,,,,,,,,,,,,,C. McCollum,203468.0,8.0,,
410,PT04M23.00S,2022-10-29T03:44:20.6Z,3,REGULAR,3pt,Jump Shot,[],1628969,66.83639947437582,57.35294117647059,1610612756,78,78,2022-10-29T03:44:24Z,4020000,37.0,259.0,1,right,M. Bridges 26' 3PT  (23 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.18,Made,23.0,,,,,,,,,,,,,D. Booker,1626164.0,2.0,,
412,PT04M07.00S,2022-10-29T03:44:37.2Z,3,REGULAR,turnover,bad pass,[],203468,,,1610612740,78,78,2022-10-29T03:44:40Z,4040000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1628969]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,
413,PT04M07.00S,2022-10-29T03:44:37.2Z,3,REGULAR,steal,,[],1628969,,,1610612756,78,78,2022-10-29T03:44:39Z,4050000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
414,PT04M02.00S,2022-10-29T03:44:41.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,91.93495400788436,50.0,1610612756,80,78,2022-10-29T03:46:31Z,4060000,0.0,23.0,1,right,C. Johnson running DUNK (9 PTS) (M. Bridges 3 AST),"[1629661, 1628969]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.33,Made,9.0,,,,,,,,,,,,,M. Bridges,1628969.0,3.0,,
416,PT03M54.00S,2022-10-29T03:44:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,8.754927726675426,41.66666666666667,1610612740,80,78,2022-10-29T03:44:59Z,4080000,42.0,30.0,1,left,MISS C. McCollum Layup - blocked,"[203468, 1628969]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
417,PT03M54.00S,2022-10-29T03:44:49.2Z,3,REGULAR,block,,[],1628969,,,1610612740,80,78,2022-10-29T03:44:52Z,4090000,,,0,,M. Bridges BLOCK (2 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
418,PT03M54.00S,2022-10-29T03:44:49.2Z,3,REGULAR,rebound,defensive,[],202687,,,1610612756,80,78,2022-10-29T03:44:59Z,4100000,,,0,,B. Biyombo REBOUND (Off:3 Def:8),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,416.0,11.0,8.0,3.0,,,,,,,,,,,,,
419,PT03M50.00S,2022-10-29T03:44:53.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],101108,72.22404730617609,14.950980392156863,1610612756,80,78,2022-10-29T03:48:28Z,4110000,-175.0,209.0,1,right,MISS C. Paul 27' running 3PT,[101108],1610612756.0,PHX,running,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
420,PT03M50.00S,2022-10-29T03:44:53.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,80,78,2022-10-29T03:45:05Z,4120000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,419.0,,,,,,,,,,,,,,,,
421,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,out,[],101108,,,1610612740,80,78,2022-10-29T03:45:21Z,4130000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,out,[],202687,,,1610612740,80,78,2022-10-29T03:45:21Z,4140000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,out,[],1629661,,,1610612740,80,78,2022-10-29T03:45:21Z,4150000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,out,[],202685,,,1610612740,80,78,2022-10-29T03:45:21Z,4160000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,in,[],1626166,,,1610612740,80,78,2022-10-29T03:45:21Z,4170000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,in,[],1629111,,,1610612740,80,78,2022-10-29T03:45:21Z,4180000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,in,[],1628470,,,1610612740,80,78,2022-10-29T03:45:21Z,4190000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M48.00S,2022-10-29T03:45:02.2Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,80,78,2022-10-29T03:45:21Z,4200000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M48.00S,2022-10-29T03:45:27.3Z,3,REGULAR,foul,offensive,[],1630230,,,1610612740,80,78,2022-10-29T03:45:38Z,4210000,,,0,,N. Marshall offensive FOUL (2 PF),"[1630230, 1628470]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,,,,,,,,203591.0,2.0,0.0,Craig,1628470.0,,,,,,,,
431,PT03M48.00S,2022-10-29T03:45:27.3Z,3,REGULAR,turnover,offensive foul,[],1630230,,,1610612740,80,78,2022-10-29T03:45:27Z,4230000,,,0,,N. Marshall offensive foul TURNOVER (2 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,,,,,,,,203591.0,,,,,2.0,,,,,,,
432,PT03M48.00S,2022-10-29T03:45:40.2Z,3,REGULAR,substitution,out,[],1630230,,,1610612756,80,78,2022-10-29T03:45:44Z,4240000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M48.00S,2022-10-29T03:45:40.2Z,3,REGULAR,substitution,in,[],202066,,,1610612756,80,78,2022-10-29T03:45:44Z,4250000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M48.00S,2022-10-29T03:46:05.5Z,3,REGULAR,substitution,out,[],1628470,,,1610612756,80,78,2022-10-29T03:46:07Z,4260000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M48.00S,2022-10-29T03:46:05.5Z,3,REGULAR,substitution,in,[],1627814,,,1610612756,80,78,2022-10-29T03:46:07Z,4270000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
