actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
438,PT04M31.00S,2024-02-11T00:42:01.4Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,81,68,2024-02-11T00:42:21Z,4200000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,436.0,3.0,2.0,1.0,,,,,,,,,,,,,
439,PT04M30.00S,2024-02-11T00:42:06.1Z,3,REGULAR,foul,personal,['2freethrow'],203471,,,1610612759,81,68,2024-02-11T00:42:19Z,4210000,False,,,0,,D. Schroder shooting personal FOUL (2 PF) (Johnson 2 FT),"[203471, 1629640]",1610612751.0,BKN,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,2.0,0.0,,,,Johnson,1629640.0,,,,,
441,PT04M30.00S,2024-02-11T00:42:43.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,81,69,2024-02-11T00:42:43Z,4230000,False,,,0,,K. Johnson Free Throw 1 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
442,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,out,[],1628969,,,1610612759,81,69,2024-02-11T00:43:03Z,4240000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,out,[],1629022,,,1610612759,81,69,2024-02-11T00:43:03Z,4250000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,out,[],1641705,,,1610612759,81,69,2024-02-11T00:43:03Z,4260000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,out,[],1631110,,,1610612759,81,69,2024-02-11T00:43:03Z,4270000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,in,[],1628372,,,1610612759,81,69,2024-02-11T00:43:03Z,4280000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,in,[],1630560,,,1610612759,81,69,2024-02-11T00:43:03Z,4290000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,in,[],1626224,,,1610612759,81,69,2024-02-11T00:43:03Z,4300000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M30.00S,2024-02-11T00:42:44.0Z,3,REGULAR,substitution,in,[],1631230,,,1610612759,81,69,2024-02-11T00:43:03Z,4310000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M30.00S,2024-02-11T00:43:13.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,81,70,2024-02-11T00:43:13Z,4320000,False,,,0,,K. Johnson Free Throw 2 of 2 (17 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
451,PT04M19.00S,2024-02-11T00:43:27.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,90.75229960578186,49.01960784313725,1610612751,83,70,2024-02-11T00:43:52Z,4330000,False,-5.0,34.0,1,right,N. Claxton DUNK (12 PTS) (D. Schroder 8 AST),"[1629651, 203471]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.47,Made,12.0,,,,,,,,,,,,,D. Schroder,203471.0,8.0,,
453,PT04M02.00S,2024-02-11T00:43:43.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,13.485545335085414,58.333333333333336,1610612759,83,70,2024-02-11T00:43:50Z,4350000,False,-42.0,74.0,1,left,MISS D. Vassell 8' turnaround fadeaway Shot,[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,8.52,Missed,,,,,,,,,,,,,,,,,,
454,PT03M58.00S,2024-02-11T00:43:47.6Z,3,REGULAR,rebound,defensive,[],1630592,,,1610612751,83,70,2024-02-11T00:43:50Z,4360000,False,,,0,,J. Wilson REBOUND (Off:2 Def:3),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,453.0,5.0,3.0,2.0,,,,,,,,,,,,,
455,PT03M54.00S,2024-02-11T00:43:51.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203471,72.22404730617609,19.362745098039216,1610612751,86,70,2024-02-11T00:43:57Z,4370000,False,-153.0,209.0,1,right,D. Schroder 25' 3PT running pullup (15 PTS),[203471],1610612751.0,BKN,running pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,25.88,Made,15.0,,,,,,,,,,,,,,,,,
456,PT03M34.00S,2024-02-11T00:44:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.30946123521682,43.872549019607845,1610612759,86,70,2024-02-11T00:44:17Z,4380000,False,31.0,16.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
457,PT03M34.00S,2024-02-11T00:44:11.2Z,3,REGULAR,rebound,offensive,[],1631103,,,1610612759,86,70,2024-02-11T00:44:17Z,4390000,False,,,0,,M. Branham REBOUND (Off:1 Def:0),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,456.0,1.0,0.0,1.0,,,,,,,,,,,,,
458,PT03M30.00S,2024-02-11T00:44:15.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630170,7.30946123521682,43.872549019607845,1610612759,86,70,2024-02-11T00:45:08Z,4400000,False,31.0,16.0,1,left,MISS D. Vassell driving DUNK - blocked,"[1630170, 1629651]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
459,PT03M30.00S,2024-02-11T00:44:15.7Z,3,REGULAR,block,,[],1629651,,,1610612759,86,70,2024-02-11T00:45:42Z,4410000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
460,PT03M30.00S,2024-02-11T00:44:15.7Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612759,86,70,2024-02-11T00:44:20Z,4420000,False,,,0,,D. Barlow REBOUND (Off:3 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,458.0,4.0,1.0,3.0,,,,,,,,,,,,,
461,PT03M24.00S,2024-02-11T00:44:21.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,7.046649145860711,3.6764705882352944,1610612759,86,70,2024-02-11T00:44:43Z,4430000,False,232.0,14.0,1,left,MISS C. Osman 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
462,PT03M22.00S,2024-02-11T00:44:23.5Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612759,86,70,2024-02-11T00:44:43Z,4440000,False,,,0,,D. Barlow REBOUND (Off:4 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,,,,461.0,5.0,1.0,4.0,,,,,,,,,,,,,
463,PT03M22.00S,2024-02-11T00:44:25.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612759,86,72,2024-02-11T00:46:21Z,4450000,False,0.0,0.0,1,left,D. Barlow tip Layup (2 PTS),[1631230],1610612759.0,SAS,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
464,PT03M22.00S,2024-02-11T00:44:30.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,86,72,2024-02-11T00:44:30Z,4460000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M01.00S,2024-02-11T00:46:33.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,86.02168199737189,59.55882352941176,1610612751,86,72,2024-02-11T00:46:37Z,4470000,False,48.0,79.0,1,right,MISS D. Smith Jr. 9' turnaround Shot,[1628372],1610612751.0,BKN,turnaround,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.22,Missed,,,,,,,,,,,,,,,,,,
468,PT02M57.00S,2024-02-11T00:46:37.1Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612759,86,72,2024-02-11T00:46:37Z,4480000,False,,,0,,C. Osman REBOUND (Off:1 Def:4),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,,,,467.0,5.0,4.0,1.0,,,,,,,,,,,,,
469,PT02M42.00S,2024-02-11T00:46:51.8Z,3,REGULAR,2pt,Jump Shot,[],1631103,12.565703022339028,16.666666666666664,1610612759,86,72,2024-02-11T00:46:58Z,4490000,False,167.0,66.0,1,left,MISS M. Branham 17' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right,17.91,Missed,,,,,,,,,,,,,,,,,,
470,PT02M39.00S,2024-02-11T00:46:54.8Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612759,86,72,2024-02-11T00:46:58Z,4500000,False,,,0,,D. Barlow REBOUND (Off:5 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Right,,,,469.0,6.0,1.0,5.0,,,,,,,,,,,,,
471,PT02M37.00S,2024-02-11T00:46:57.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,29.25427069645204,72.05882352941177,1610612759,86,72,2024-02-11T00:47:01Z,4510000,False,-110.0,222.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
472,PT02M33.00S,2024-02-11T00:47:01.3Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,86,72,2024-02-11T00:47:01Z,4520000,False,,,0,,N. Claxton REBOUND (Off:2 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,471.0,8.0,6.0,2.0,,,,,,,,,,,,,
473,PT02M19.00S,2024-02-11T00:47:15.3Z,3,REGULAR,2pt,Jump Shot,[],203471,77.87450722733246,60.5392156862745,1610612751,86,72,2024-02-11T00:47:23Z,4530000,False,53.0,155.0,1,right,MISS D. Schroder 16' pullup Shot,[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,16.42,Missed,,,,,,,,,,,,,,,,,,
474,PT02M17.00S,2024-02-11T00:47:17.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,86,72,2024-02-11T00:47:23Z,4540000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Center,,,,473.0,,,,,,,,,,,,,,,,
476,PT01M57.00S,2024-02-11T00:47:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.178055190538765,49.50980392156863,1610612759,86,72,2024-02-11T00:51:27Z,4560000,False,2.0,15.0,1,left,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
477,PT01M54.00S,2024-02-11T00:47:46.7Z,3,REGULAR,rebound,offensive,[],1630170,,,1610612759,86,72,2024-02-11T00:51:27Z,4570000,False,,,0,,D. Vassell REBOUND (Off:1 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,476.0,4.0,3.0,1.0,,,,,,,,,,,,,
478,PT01M54.00S,2024-02-11T00:47:46.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,5.590000152587891,50.0,1610612759,86,72,2024-02-11T00:47:46Z,4580000,False,0.0,0.0,1,left,MISS D. Vassell tip Layup,[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
479,PT01M53.00S,2024-02-11T00:47:48.1Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612759,86,72,2024-02-11T00:47:48Z,4590000,False,,,0,,D. Barlow REBOUND (Off:6 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,478.0,7.0,1.0,6.0,,,,,,,,,,,,,
480,PT01M53.00S,2024-02-11T00:47:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,5.590000152587891,50.0,1610612759,86,72,2024-02-11T00:47:48Z,4600000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612759.0,SAS,tip,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
481,PT01M52.00S,2024-02-11T00:47:48.7Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612751,86,72,2024-02-11T00:47:48Z,4610000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:5),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,480.0,6.0,5.0,1.0,,,,,,,,,,,,,
482,PT01M42.00S,2024-02-11T00:47:59.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,91.27792378449409,50.98039215686274,1610612751,86,72,2024-02-11T00:48:07Z,4620000,False,5.0,29.0,1,right,MISS N. Claxton finger roll Layup,[1629651],1610612751.0,BKN,finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
483,PT01M42.00S,2024-02-11T00:47:59.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,86,72,2024-02-11T00:48:07Z,4630000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,482.0,,,,,,,,,,,,,,,,
485,PT01M42.00S,2024-02-11T00:48:05.6Z,3,REGULAR,substitution,out,[],1630592,,,1610612751,86,72,2024-02-11T00:48:17Z,4650000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M42.00S,2024-02-11T00:48:05.6Z,3,REGULAR,substitution,in,[],1628969,,,1610612751,86,72,2024-02-11T00:48:17Z,4660000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M29.00S,2024-02-11T00:48:43.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628372,75.64060446780552,63.23529411764706,1610612751,86,72,2024-02-11T00:48:48Z,4670000,False,66.0,176.0,1,right,MISS D. Smith Jr. 18' pullup Shot,[1628372],1610612751.0,BKN,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,18.85,Missed,,,,,,,,,,,,,,,,,,
488,PT01M24.00S,2024-02-11T00:48:48.6Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,86,72,2024-02-11T00:48:48Z,4680000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,487.0,4.0,3.0,1.0,,,,,,,,,,,,,
489,PT01M16.00S,2024-02-11T00:48:55.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,9.411957950065702,40.68627450980392,1610612759,86,74,2024-02-11T00:49:02Z,4690000,False,47.0,36.0,1,left,K. Johnson driving bank Jump Shot (19 PTS),[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,19.0,,,,,,,,,,,,,,,,,
490,PT01M00.00S,2024-02-11T00:49:11.3Z,3,REGULAR,2pt,Jump Shot,[],1630560,81.94809461235218,22.058823529411764,1610612751,88,74,2024-02-11T00:49:21Z,4700000,False,-140.0,117.0,1,right,C. Thomas 18' pullup Jump Shot (19 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,18.24,Made,19.0,,,,,,,,,,,,,,,,,
492,PT00M46.80S,2024-02-11T00:49:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,10.988830486202366,39.46078431372549,1610612759,88,74,2024-02-11T00:49:34Z,4710000,False,53.0,51.0,1,left,MISS K. Johnson 7' driving bank Shot,[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
493,PT00M42.90S,2024-02-11T00:49:32.7Z,3,REGULAR,rebound,offensive,[],1631103,,,1610612759,88,74,2024-02-11T00:49:32Z,4720000,False,,,0,,M. Branham REBOUND (Off:2 Def:0),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,492.0,2.0,0.0,2.0,,,,,,,,,,,,,
494,PT00M38.50S,2024-02-11T00:49:37.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626224,7.178055190538765,53.92156862745098,1610612759,88,74,2024-02-11T00:49:40Z,4730000,False,-20.0,15.0,1,left,MISS C. Osman driving floating Shot,[1626224],1610612759.0,SAS,driving floating,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
495,PT00M35.90S,2024-02-11T00:49:39.5Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,88,74,2024-02-11T00:49:39Z,4740000,False,,,0,,N. Claxton REBOUND (Off:2 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,494.0,9.0,7.0,2.0,,,,,,,,,,,,,
496,PT00M32.20S,2024-02-11T00:49:43.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,71.30420499342969,19.852941176470587,1610612751,91,74,2024-02-11T00:54:47Z,4750000,False,-151.0,217.0,1,right,C. Thomas 26' 3PT running (22 PTS) (D. Schroder 9 AST),"[1630560, 203471]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.44,Made,22.0,,,,,,,,,,,,,D. Schroder,203471.0,9.0,,
498,PT00M14.60S,2024-02-11T00:50:07.6Z,3,REGULAR,foul,personal,[],1630560,,,1610612759,91,74,2024-02-11T00:55:58Z,4770000,False,,,0,,C. Thomas take personal FOUL (2 PF),"[1630560, 1629640]",1610612751.0,BKN,take,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627541.0,2.0,0.0,,,,Johnson,1629640.0,,,,,
500,PT00M14.60S,2024-02-11T00:50:17.5Z,3,REGULAR,substitution,out,[],1630560,,,1610612759,91,74,2024-02-11T00:50:20Z,4790000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M14.60S,2024-02-11T00:50:17.5Z,3,REGULAR,substitution,in,[],1630592,,,1610612759,91,74,2024-02-11T00:50:20Z,4800000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M02.80S,2024-02-11T00:50:43.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629640,5.732588699080158,53.92156862745098,1610612759,91,74,2024-02-11T00:50:58Z,4810000,False,-20.0,1.0,1,left,MISS K. Johnson driving DUNK - blocked,"[1629640, 1628372]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0
503,PT00M02.80S,2024-02-11T00:50:43.1Z,3,REGULAR,block,,[],1628372,,,1610612759,91,74,2024-02-11T00:50:58Z,4820000,False,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
504,PT00M02.30S,2024-02-11T00:50:43.6Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612759,91,74,2024-02-11T00:50:58Z,4830000,False,,,0,,D. Barlow REBOUND (Off:7 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,502.0,8.0,1.0,7.0,,,,,,,,,,,,,
505,PT00M02.30S,2024-02-11T00:50:55.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612759,91,74,2024-02-11T00:51:05Z,4840000,False,,,0,,D. Schroder shooting personal FOUL (3 PF) (Barlow 2 FT),"[203471, 1631230]",1610612751.0,BKN,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,3.0,0.0,,,,Barlow,1631230.0,,,,,
507,PT00M02.30S,2024-02-11T00:51:12.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631230,,,1610612759,91,74,2024-02-11T00:51:12Z,4860000,False,,,0,,MISS D. Barlow Free Throw 1 of 2,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
508,PT00M02.30S,2024-02-11T00:51:12.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,91,74,2024-02-11T00:51:12Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,
509,PT00M02.30S,2024-02-11T00:51:31.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631230,,,1610612759,91,75,2024-02-11T00:51:31Z,4880000,False,,,0,,D. Barlow Free Throw 2 of 2 (3 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
511,PT00M00.00S,2024-02-11T00:51:57.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.11760840998686,49.01960784313725,1610612751,93,75,2024-02-11T00:52:02Z,4900000,False,-5.0,12.0,1,right,N. Claxton alley-oop DUNK (14 PTS) (D. Schroder 10 AST),"[1629651, 203471]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.31,Made,14.0,,,,,,,,,,,,,D. Schroder,203471.0,10.0,,
513,PT00M00.00S,2024-02-11T00:52:02.3Z,3,REGULAR,period,end,[],0,,,1610612759,93,75,2024-02-11T00:52:02Z,4920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],203471,,,1610612759,93,75,2024-02-11T00:54:32Z,4940000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],1629651,,,1610612759,93,75,2024-02-11T00:54:32Z,4950000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],1630592,,,1610612759,93,75,2024-02-11T00:54:32Z,4960000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],1626224,,,1610612759,93,75,2024-02-11T00:54:32Z,4970000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,93,75,2024-02-11T00:54:32Z,4980000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,93,75,2024-02-11T00:54:32Z,4990000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,out,['startperiod'],1631230,,,1610612759,93,75,2024-02-11T00:54:32Z,5000000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1630560,,,1610612759,93,75,2024-02-11T00:54:32Z,5010000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
