actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,value
452,PT04M51.00S,2022-04-07T01:18:34.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612752,77,60,2022-04-07T01:18:41Z,4220000,,,0,,N. Claxton shooting personal FOUL (3 PF) (Sims 2 FT),"[1629651, 1630579]",1610612751.0,BKN,shooting,,,,,,,,,Claxton,N. Claxton,,,,,,,,1626301.0,3.0,0.0,Sims,1630579.0,,,,,,,
454,PT04M51.00S,2022-04-07T01:19:10.1Z,3,REGULAR,freethrow,1 of 2,[],1630579,,,1610612752,77,60,2022-04-07T01:19:10Z,4240000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,,,,,Missed,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
455,PT04M51.00S,2022-04-07T01:19:10.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,77,60,2022-04-07T01:19:10Z,4250000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,
456,PT04M51.00S,2022-04-07T01:19:32.0Z,3,REGULAR,freethrow,2 of 2,[],1630579,,,1610612752,78,60,2022-04-07T01:19:32Z,4260000,,,0,,J. Sims Free Throw 2 of 2 (10 PTS),[1630579],1610612752.0,NYK,,,,,,,,Made,10.0,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
457,PT04M26.00S,2022-04-07T01:20:00.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612751,78,60,2022-04-07T01:20:10Z,4270000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,
458,PT04M14.00S,2022-04-07T01:20:23.5Z,3,REGULAR,turnover,bad pass,[],202692,,,1610612752,78,60,2022-04-07T01:20:29Z,4280000,,,0,,A. Burks bad pass TURNOVER (2 TO),"[202692, 201142]",1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,2.0,Durant,201142.0,,,,
459,PT04M14.00S,2022-04-07T01:20:23.5Z,3,REGULAR,steal,,[],201142,,,1610612751,78,60,2022-04-07T01:20:25Z,4290000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
460,PT04M09.00S,2022-04-07T01:20:27.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,93.51182654402102,49.01960784313725,1610612751,78,62,2022-04-07T01:29:28Z,4300000,-5.0,8.0,1,right,N. Claxton running DUNK (8 PTS) (B. Brown 4 AST),"[1629651, 1628971]",1610612751.0,BKN,running,,,,,,0.98,Made,8.0,Claxton,N. Claxton,B. Brown,1628971.0,4.0,,,,,,,,,,,,,,,,
462,PT04M09.00S,2022-04-07T01:20:31.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,78,62,2022-04-07T01:20:31Z,4320000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M09.00S,2022-04-07T01:20:31.6Z,3,REGULAR,substitution,out,[],203552,,,1610612752,78,62,2022-04-07T01:23:32Z,4330000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
464,PT04M09.00S,2022-04-07T01:20:31.6Z,3,REGULAR,substitution,in,[],201988,,,1610612752,78,62,2022-04-07T01:23:32Z,4340000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
465,PT03M58.00S,2022-04-07T01:24:11.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.521024967148489,50.73529411764706,1610612752,80,62,2022-04-07T01:24:16Z,4350000,-4.0,9.0,1,left,R. Barrett driving Layup (19 PTS),[1629628],1610612752.0,NYK,driving,,,,,,0.95,Made,19.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
466,PT03M40.00S,2022-04-07T01:24:29.4Z,3,REGULAR,2pt,Jump Shot,[],202681,79.58278580814718,38.23529411764706,1610612751,80,62,2022-04-07T01:31:31Z,4360000,-59.0,139.0,1,right,MISS K. Irving 15' pullup Shot,[202681],1610612751.0,BKN,pullup,,,,,,15.13,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
467,PT03M38.00S,2022-04-07T01:24:31.4Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,80,62,2022-04-07T01:24:34Z,4370000,,,0,,R. Barrett REBOUND (Off:1 Def:6),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,466.0,7.0,6.0,1.0,,,,,,,,,,,,
468,PT03M28.00S,2022-04-07T01:24:40.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630579,8.492115637319317,50.98039215686274,1610612752,80,62,2022-04-07T01:24:45Z,4380000,-5.0,27.0,1,left,MISS J. Sims turnaround Hook,[1630579],1610612752.0,NYK,turnaround,,,,,,2.77,Missed,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
469,PT03M26.00S,2022-04-07T01:24:42.8Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,80,62,2022-04-07T01:24:45Z,4390000,,,0,,K. Irving REBOUND (Off:2 Def:3),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,468.0,5.0,3.0,2.0,,,,,,,,,,,,
470,PT03M14.00S,2022-04-07T01:24:54.5Z,3,REGULAR,3pt,Jump Shot,[],201142,71.56701708278581,78.18627450980392,1610612751,80,65,2022-04-07T01:24:59Z,4400000,141.0,215.0,1,right,K. Durant 25' 3PT  (14 PTS) (B. Brown 5 AST),"[201142, 1628971]",1610612751.0,BKN,,,,,,,25.69,Made,14.0,Durant,K. Durant,B. Brown,1628971.0,5.0,,,,,,,,,,,,,,,,
472,PT02M56.00S,2022-04-07T01:25:12.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,30.17411300919842,68.38235294117648,1610612752,80,65,2022-04-07T01:25:18Z,4420000,-92.0,231.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,,,,24.87,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
473,PT02M54.00S,2022-04-07T01:25:14.9Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,80,65,2022-04-07T01:25:18Z,4430000,,,0,,B. Brown REBOUND (Off:1 Def:5),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,472.0,6.0,5.0,1.0,,,,,,,,,,,,
474,PT02M43.00S,2022-04-07T01:25:29.8Z,3,REGULAR,turnover,traveling,[],1628971,,,1610612751,80,65,2022-04-07T01:25:34Z,4440000,,,0,,B. Brown traveling TURNOVER (1 TO),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,200832.0,,,,,1.0,,,,,,
475,PT02M43.00S,2022-04-07T01:25:29.9Z,3,REGULAR,substitution,out,[],202692,,,1610612752,80,65,2022-04-07T01:25:43Z,4450000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
476,PT02M43.00S,2022-04-07T01:25:29.9Z,3,REGULAR,substitution,out,[],1628971,,,1610612752,80,65,2022-04-07T01:25:43Z,4460000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
477,PT02M43.00S,2022-04-07T01:25:29.9Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,80,65,2022-04-07T01:25:43Z,4470000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
478,PT02M43.00S,2022-04-07T01:25:29.9Z,3,REGULAR,substitution,in,[],1630556,,,1610612752,80,65,2022-04-07T01:25:43Z,4480000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,
479,PT02M21.00S,2022-04-07T01:26:12.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,32.53942181340342,53.18627450980392,1610612752,80,65,2022-04-07T01:26:18Z,4490000,-16.0,253.0,1,left,MISS R. Barrett 25' step back 3PT,[1629628],1610612752.0,NYK,step back,,,,,,25.39,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
480,PT02M20.00S,2022-04-07T01:26:13.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,80,65,2022-04-07T01:26:18Z,4500000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,
481,PT02M20.00S,2022-04-07T01:26:17.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,80,65,2022-04-07T01:26:17Z,4510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M20.00S,2022-04-07T01:26:17.2Z,3,REGULAR,substitution,out,[],1630579,,,1610612751,80,65,2022-04-07T01:26:32Z,4520000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
483,PT02M20.00S,2022-04-07T01:26:17.2Z,3,REGULAR,substitution,in,[],201959,,,1610612751,80,65,2022-04-07T01:26:32Z,4530000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,,,,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,
484,PT02M01.00S,2022-04-07T01:26:49.7Z,3,REGULAR,2pt,Jump Shot,[],202681,82.86793692509855,73.77450980392157,1610612751,80,67,2022-04-07T01:26:56Z,4540000,119.0,109.0,1,right,K. Irving 16' pullup bank Jump Shot (18 PTS),[202681],1610612751.0,BKN,pullup bank,,,,,,16.1,Made,18.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
485,PT01M34.00S,2022-04-07T01:27:16.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,11.645860709592641,49.754901960784316,1610612752,82,67,2022-04-07T01:33:26Z,4550000,1.0,57.0,1,left,O. Toppin fadeaway Jump Shot (14 PTS) (R. Barrett 7 AST),"[1630167, 1629628]",1610612752.0,NYK,fadeaway,,,,,,5.7,Made,14.0,Toppin,O. Toppin,R. Barrett,1629628.0,7.0,,,,,,,,,,,,,,,,
487,PT01M23.00S,2022-04-07T01:27:30.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612751,82,67,2022-04-07T01:27:54Z,4570000,,,0,,R. Barrett shooting personal FOUL (2 PF) (Durant 2 FT),"[1629628, 201142]",1610612752.0,NYK,shooting,,,,,,,,,Barrett,R. Barrett,,,,,,,,1626301.0,2.0,0.0,Durant,201142.0,,,,,,,
489,PT01M23.00S,2022-04-07T01:27:56.0Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,82,68,2022-04-07T01:27:56Z,4590000,,,0,,K. Durant Free Throw 1 of 2 (15 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,15.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
490,PT01M23.00S,2022-04-07T01:28:12.8Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,82,69,2022-04-07T01:28:12Z,4600000,,,0,,K. Durant Free Throw 2 of 2 (16 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,16.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
491,PT01M04.00S,2022-04-07T01:28:34.7Z,3,REGULAR,3pt,Jump Shot,[],1630167,23.73521681997372,90.68627450980392,1610612752,82,69,2022-04-07T01:28:44Z,4610000,-203.0,171.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612752.0,NYK,,,,,,,26.55,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
492,PT01M02.00S,2022-04-07T01:28:36.4Z,3,REGULAR,rebound,defensive,[],1630556,,,1610612751,82,69,2022-04-07T01:28:44Z,4620000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,491.0,1.0,1.0,0.0,,,,,,,,,,,,
493,PT00M54.90S,2022-04-07T01:28:50.5Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,82,69,2022-04-07T01:29:02Z,4630000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (3 TO),[201142],1610612751.0,BKN,bad pass,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,3.0,,,,,,
494,PT00M40.30S,2022-04-07T01:29:11.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630193,10.33180026281209,62.745098039215684,1610612752,82,69,2022-04-07T01:29:19Z,4640000,-64.0,45.0,1,left,MISS I. Quickley 7' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,,,,7.78,Missed,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
495,PT00M38.60S,2022-04-07T01:29:13.1Z,3,REGULAR,rebound,defensive,[],1630556,,,1610612751,82,69,2022-04-07T01:29:19Z,4650000,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,494.0,2.0,2.0,0.0,,,,,,,,,,,,
496,PT00M22.80S,2022-04-07T01:29:29.1Z,3,REGULAR,3pt,Jump Shot,[],201142,66.83639947437582,58.08823529411765,1610612751,82,72,2022-04-07T01:29:33Z,4660000,40.0,259.0,1,right,K. Durant 26' 3PT  (19 PTS) (P. Mills 2 AST),"[201142, 201988]",1610612751.0,BKN,,,,,,,26.23,Made,19.0,Durant,K. Durant,P. Mills,201988.0,2.0,,,,,,,,,,,,,,,,
498,PT00M04.40S,2022-04-07T01:29:53.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.1268068331143235,46.32352941176471,1610612752,82,72,2022-04-07T01:30:01Z,4680000,18.0,5.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,,,,1.91,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
499,PT00M02.20S,2022-04-07T01:29:55.2Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,82,72,2022-04-07T01:30:01Z,4690000,,,0,,K. Irving REBOUND (Off:2 Def:4),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,498.0,6.0,4.0,2.0,,,,,,,,,,,,
500,PT00M01.00S,2022-04-07T01:29:59.1Z,3,REGULAR,3pt,Jump Shot,[],201142,66.70499342969777,53.92156862745098,1610612751,82,72,2022-04-07T01:30:05Z,4700000,20.0,260.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,,,,26.12,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
501,PT00M01.00S,2022-04-07T01:29:59.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,82,72,2022-04-07T01:30:05Z,4710000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,
502,PT00M00.00S,2022-04-07T01:30:01.8Z,3,REGULAR,period,end,[],0,,,1610612751,82,72,2022-04-07T01:30:01Z,4720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-04-07T01:33:04.4Z,4,REGULAR,substitution,out,['startperiod'],203095,,,1610612751,82,72,2022-04-07T01:33:36Z,4730000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-04-07T01:33:04.4Z,4,REGULAR,substitution,in,['startperiod'],1630540,,,1610612751,82,72,2022-04-07T01:33:36Z,4740000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-04-07T01:33:41.8Z,4,REGULAR,period,start,[],0,,,1610612751,82,72,2022-04-07T01:33:41Z,4750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M50.00S,2022-04-07T01:33:51.5Z,4,REGULAR,3pt,Jump Shot,[],201988,71.30420499342969,73.2843137254902,1610612751,82,75,2022-04-07T01:33:55Z,4760000,116.0,217.0,1,right,P. Mills 24' 3PT  (6 PTS) (K. Durant 6 AST),"[201988, 201142]",1610612751.0,BKN,,,,,,,24.64,Made,6.0,Mills,P. Mills,K. Durant,201142.0,6.0,,,,,,,,,,,,,,,,
508,PT11M23.00S,2022-04-07T01:34:17.6Z,4,REGULAR,2pt,Jump Shot,[],1630540,25.57490144546649,51.470588235294116,1610612752,82,75,2022-04-07T01:34:22Z,4780000,-7.0,188.0,1,left,MISS M. McBride 18' bank Shot,[1630540],1610612752.0,NYK,bank,,,,,,18.8,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
509,PT11M22.00S,2022-04-07T01:34:18.6Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,82,75,2022-04-07T01:34:22Z,4790000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,508.0,2.0,2.0,0.0,,,,,,,,,,,,
510,PT11M18.00S,2022-04-07T01:34:22.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202681,68.01905387647832,76.47058823529412,1610612751,82,78,2022-04-07T01:36:06Z,4800000,132.0,248.0,1,right,K. Irving 28' 3PT running pullup (21 PTS) (K. Durant 7 AST),"[202681, 201142]",1610612751.0,BKN,running pullup,,,,,,28.12,Made,21.0,Irving,K. Irving,K. Durant,201142.0,7.0,,,,,,,,,,,,,,,,
512,PT11M07.00S,2022-04-07T01:34:37.0Z,4,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612752,82,78,2022-04-07T01:34:48Z,4820000,,,0,,K. Edwards shooting personal FOUL (1 PF) (Quickley 2 FT),"[1630556, 1630193]",1610612751.0,BKN,shooting,,,,,,,,,Edwards,K. Edwards,,,,,,,,2882.0,1.0,0.0,Quickley,1630193.0,,,,,,,
515,PT11M07.00S,2022-04-07T01:34:51.8Z,4,REGULAR,substitution,out,[],1630540,,,1610612752,82,78,2022-04-07T01:35:13Z,4835000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
516,PT11M07.00S,2022-04-07T01:34:51.8Z,4,REGULAR,substitution,in,[],202692,,,1610612752,82,78,2022-04-07T01:35:13Z,4837500,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
514,PT11M07.00S,2022-04-07T01:35:06.6Z,4,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,83,78,2022-04-07T01:35:06Z,4840000,,,0,,I. Quickley Free Throw 1 of 2 (2 PTS),[1630193],1610612752.0,NYK,,,,,,,,Made,2.0,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
517,PT11M07.00S,2022-04-07T01:35:29.1Z,4,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,84,78,2022-04-07T01:35:29Z,4850000,,,0,,I. Quickley Free Throw 2 of 2 (3 PTS),[1630193],1610612752.0,NYK,,,,,,,,Made,3.0,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
518,PT10M56.00S,2022-04-07T01:35:46.5Z,4,REGULAR,3pt,Jump Shot,[],202681,69.85873850197109,70.58823529411765,1610612751,84,78,2022-04-07T01:35:54Z,4860000,103.0,231.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,,,,25.27,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
519,PT10M54.00S,2022-04-07T01:35:48.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,84,78,2022-04-07T01:35:54Z,4870000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,
520,PT10M54.00S,2022-04-07T01:35:53.4Z,4,REGULAR,foul,personal,[],201959,,,1610612751,84,78,2022-04-07T01:36:05Z,4880000,,,0,,T. Gibson loose ball personal FOUL (2 PF),"[201959, 1629651]",1610612752.0,NYK,loose ball,,,,,,,,,Gibson,T. Gibson,,,,,,,,200832.0,2.0,0.0,Claxton,1629651.0,,,,,,,
522,PT10M46.00S,2022-04-07T01:36:26.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201988,74.19513797634691,14.705882352941178,1610612751,84,81,2022-04-07T01:36:30Z,4900000,-176.0,190.0,1,right,P. Mills 25' 3PT  (9 PTS) (K. Irving 3 AST),"[201988, 202681]",1610612751.0,BKN,,,,,,,25.94,Made,9.0,Mills,P. Mills,K. Irving,202681.0,3.0,,,,,,,,,,,,,,,,
524,PT10M34.00S,2022-04-07T01:36:37.7Z,4,REGULAR,turnover,lost ball,[],202692,,,1610612752,84,81,2022-04-07T01:36:43Z,4920000,,,0,,A. Burks lost ball TURNOVER (3 TO),"[202692, 202681]",1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,3.0,Irving,202681.0,,,,
525,PT10M34.00S,2022-04-07T01:36:37.7Z,4,REGULAR,steal,,[],202681,,,1610612751,84,81,2022-04-07T01:36:39Z,4930000,,,0,,K. Irving STEAL (3 STL),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
526,PT10M30.00S,2022-04-07T01:36:41.7Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201142,94.03745072273325,49.754901960784316,1610612751,84,83,2022-04-07T01:38:09Z,4940000,-1.0,4.0,1,right,K. Durant running DUNK (21 PTS) (K. Irving 4 AST),"[201142, 202681]",1610612751.0,BKN,running,,,,,,0.37,Made,21.0,Durant,K. Durant,K. Irving,202681.0,4.0,,,,,,,,,,,,,,,,
528,PT10M30.00S,2022-04-07T01:36:46.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,84,83,2022-04-07T01:36:46Z,4960000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M17.00S,2022-04-07T01:40:28.6Z,4,REGULAR,foul,offensive,[],1630193,,,1610612752,84,83,2022-04-07T01:40:35Z,4970000,,,0,,I. Quickley offensive FOUL (2 PF),"[1630193, 201988]",1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,1626301.0,2.0,0.0,Mills,201988.0,,,,,,,
531,PT10M17.00S,2022-04-07T01:40:28.6Z,4,REGULAR,turnover,offensive foul,[],1630193,,,1610612752,84,83,2022-04-07T01:40:28Z,4990000,,,0,,I. Quickley offensive foul TURNOVER (1 TO),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,1626301.0,,,,,1.0,,,,,,
532,PT10M03.00S,2022-04-07T01:40:54.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202681,68.67608409986859,63.970588235294116,1610612751,84,83,2022-04-07T01:41:00Z,5000000,70.0,242.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,,,,25.18,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
533,PT10M01.00S,2022-04-07T01:40:56.4Z,4,REGULAR,rebound,offensive,[],1630556,,,1610612751,84,83,2022-04-07T01:41:00Z,5010000,,,0,,K. Edwards REBOUND (Off:1 Def:2),[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,532.0,3.0,2.0,1.0,,,,,,,,,,,,
534,PT10M01.00S,2022-04-07T01:40:58.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630556,94.40999984741211,50.0,1610612751,84,85,2022-04-07T01:41:06Z,5020000,0.0,0.0,1,right,K. Edwards tip Layup (7 PTS),[1630556],1610612751.0,BKN,tip,,,,,,0.0,Made,7.0,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,
535,PT09M44.00S,2022-04-07T01:41:12.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.652431011826544,48.77450980392157,1610612752,84,85,2022-04-07T01:41:18Z,5030000,6.0,10.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,,,,1.17,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
536,PT09M42.00S,2022-04-07T01:41:14.8Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,84,85,2022-04-07T01:41:18Z,5040000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,535.0,3.0,3.0,0.0,,,,,,,,,,,,
537,PT09M32.00S,2022-04-07T01:41:24.9Z,4,REGULAR,2pt,Jump Shot,[],201142,81.2910643889619,27.205882352941174,1610612751,84,87,2022-04-07T01:41:58Z,5050000,-114.0,123.0,1,right,K. Durant 16' pullup Jump Shot (23 PTS),[201142],1610612751.0,BKN,pullup,,,,,,16.8,Made,23.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
538,PT09M11.00S,2022-04-07T01:41:46.3Z,4,REGULAR,3pt,Jump Shot,[],1630193,27.020367936925098,80.88235294117648,1610612752,87,87,2022-04-07T01:42:30Z,5060000,-154.0,201.0,1,left,I. Quickley 25' 3PT step back (6 PTS),[1630193],1610612752.0,NYK,step back,,,,,,25.39,Made,6.0,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
539,PT08M51.00S,2022-04-07T01:42:06.0Z,4,REGULAR,3pt,Jump Shot,[],201142,71.56701708278581,22.54901960784314,1610612751,87,87,2022-04-07T01:42:12Z,5070000,-137.0,215.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,,,,25.49,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
540,PT08M49.00S,2022-04-07T01:42:08.0Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,87,87,2022-04-07T01:42:12Z,5080000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,539.0,3.0,3.0,0.0,,,,,,,,,,,,
541,PT08M39.00S,2022-04-07T01:42:18.3Z,4,REGULAR,3pt,Jump Shot,[],1629628,28.07161629434954,20.588235294117645,1610612752,87,87,2022-04-07T01:42:24Z,5090000,147.0,211.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,,,,25.75,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
