actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
542,PT08M53.00S,2021-11-24T02:34:59.6Z,4,REGULAR,foul,technical,['1freethrow'],203944,,,1610612747,90,86,2021-11-24T02:35:17Z,5080000,,,0,,J. Randle technical FOUL (1 Tech),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,1198.0,,,,,,,,,5.0,1.0,,
543,PT08M53.00S,2021-11-24T02:35:22.9Z,4,REGULAR,freethrow,1 of 1,[],201961,,,1610612747,90,87,2021-11-24T02:35:22Z,5090000,,,0,,W. Ellington technical Free Throw 1 of 1 (4 PTS),[201961],1610612747.0,LAL,technical,,,Ellington,W. Ellington,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
544,PT08M45.00S,2021-11-24T02:35:51.0Z,4,REGULAR,turnover,bad pass,[],1629659,,,1610612747,90,87,2021-11-24T02:35:57Z,5100000,,,0,,T. Horton-Tucker bad pass TURNOVER (2 TO),"[1629659, 203457]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,2.0,,,,Noel,203457.0,,,,,,
545,PT08M45.00S,2021-11-24T02:35:51.0Z,4,REGULAR,steal,,[],203457,,,1610612752,90,87,2021-11-24T02:35:54Z,5110000,,,0,,N. Noel STEAL (3 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M44.00S,2021-11-24T02:35:55.1Z,4,REGULAR,foul,personal,[],1629659,,,1610612752,90,87,2021-11-24T02:37:26Z,5120000,,,0,,T. Horton-Tucker take personal FOUL (3 PF),"[1629659, 202692]",1610612747.0,LAL,take,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,1198.0,,,,,,,,,3.0,0.0,Burks,202692.0
548,PT08M44.00S,2021-11-24T02:35:55.2Z,4,REGULAR,substitution,out,[],201961,,,1610612752,90,87,2021-11-24T02:36:06Z,5140000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M44.00S,2021-11-24T02:35:55.2Z,4,REGULAR,substitution,in,[],201566,,,1610612752,90,87,2021-11-24T02:36:06Z,5150000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M30.00S,2021-11-24T02:36:26.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630167,19.793035479632064,36.029411764705884,1610612752,92,87,2021-11-24T02:36:30Z,5160000,70.0,134.0,1,left,O. Toppin 15' Jump Shot (12 PTS) (I. Quickley 3 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,15.08,Made,,,,,12.0,,,I. Quickley,1630193.0,3.0,,,,,,,,
552,PT08M14.00S,2021-11-24T02:36:44.8Z,4,REGULAR,turnover,traveling,[],202340,,,1610612747,92,87,2021-11-24T02:36:50Z,5180000,,,0,,A. Bradley traveling TURNOVER (1 TO),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,201639.0,1.0,,,,,,,,,,,
553,PT08M14.00S,2021-11-24T02:36:44.9Z,4,REGULAR,substitution,out,[],203076,,,1610612752,92,87,2021-11-24T02:36:59Z,5190000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M14.00S,2021-11-24T02:36:44.9Z,4,REGULAR,substitution,in,[],2546,,,1610612752,92,87,2021-11-24T02:36:59Z,5200000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M56.00S,2021-11-24T02:37:21.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,31.882391590013142,59.80392156862745,1610612752,95,87,2021-11-24T02:37:26Z,5210000,-49.0,247.0,1,left,I. Quickley 25' 3PT  (8 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,25.2,Made,,,,,8.0,,,,,,,,,,,,,
556,PT07M46.00S,2021-11-24T02:37:32.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.77463863337714,46.568627450980394,1610612747,95,89,2021-11-24T02:37:35Z,5220000,-17.0,6.0,1,right,R. Westbrook driving Layup (26 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.82,Made,,,,,26.0,,,,,,,,,,,,,
557,PT07M36.00S,2021-11-24T02:37:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203457,14.14257555847569,45.83333333333333,1610612752,95,89,2021-11-24T02:38:02Z,5230000,21.0,80.0,1,left,MISS N. Noel 8' Jump Shot,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,
558,PT07M34.00S,2021-11-24T02:37:45.9Z,4,REGULAR,rebound,offensive,[],202692,,,1610612752,95,89,2021-11-24T02:38:02Z,5240000,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,557.0,3.0,2.0,1.0,,,,,,,,,,,,,,
561,PT07M34.00S,2021-11-24T02:38:03.2Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612752,95,89,2021-11-24T02:38:16Z,5270000,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Burks 2 FT),"[201566, 202692]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Burks,202692.0
563,PT07M34.00S,2021-11-24T02:38:18.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202692,,,1610612752,96,89,2021-11-24T02:38:18Z,5290000,,,0,,A. Burks Free Throw 1 of 2 (9 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
564,PT07M34.00S,2021-11-24T02:38:37.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202692,,,1610612752,97,89,2021-11-24T02:38:37Z,5300000,,,0,,A. Burks Free Throw 2 of 2 (10 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
565,PT07M23.00S,2021-11-24T02:38:58.2Z,4,REGULAR,foul,technical,['1freethrow'],1630193,,,1610612747,97,89,2021-11-24T02:39:11Z,5310000,,,0,,I. Quickley defensive-3-second technical FOUL (1 Tech),[1630193],1610612752.0,NYK,defensive-3-second,,,Quickley,I. Quickley,,,,,,,,,,,,201639.0,,,,,,,,,2.0,1.0,,
567,PT07M23.00S,2021-11-24T02:39:08.3Z,4,REGULAR,substitution,out,[],201599,,,1610612747,97,89,2021-11-24T02:39:25Z,5315000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M23.00S,2021-11-24T02:39:08.3Z,4,REGULAR,substitution,in,[],203076,,,1610612747,97,89,2021-11-24T02:39:25Z,5317500,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M23.00S,2021-11-24T02:39:18.4Z,4,REGULAR,freethrow,1 of 1,[],2546,,,1610612747,97,90,2021-11-24T02:39:18Z,5320000,,,0,,C. Anthony technical Free Throw 1 of 1 (12 PTS),[2546],1610612747.0,LAL,technical,,,Anthony,C. Anthony,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
569,PT07M11.00S,2021-11-24T02:39:44.4Z,4,REGULAR,3pt,Jump Shot,[],1629659,93.24901445466492,6.127450980392156,1610612747,97,90,2021-11-24T02:39:51Z,5330000,-219.0,11.0,1,right,MISS T. Horton-Tucker 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,21.97,Missed,,,,,,,,,,,,,,,,,,
570,PT07M09.00S,2021-11-24T02:39:46.4Z,4,REGULAR,rebound,defensive,[],203457,,,1610612752,97,90,2021-11-24T02:39:51Z,5340000,,,0,,N. Noel REBOUND (Off:3 Def:3),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,569.0,6.0,3.0,3.0,,,,,,,,,,,,,,
571,PT06M59.00S,2021-11-24T02:39:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203095,8.229303547963205,40.931372549019606,1610612752,97,90,2021-11-24T02:40:02Z,5350000,45.0,25.0,1,left,MISS E. Fournier driving Layup - blocked,"[203095, 1629659]",1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,5.17,Missed,,,,,,,,,,,,,Horton-Tucker,1629659.0,,,,
572,PT06M59.00S,2021-11-24T02:39:57.0Z,4,REGULAR,block,,[],1629659,,,1610612752,97,90,2021-11-24T02:39:59Z,5360000,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M57.00S,2021-11-24T02:39:59.0Z,4,REGULAR,rebound,offensive,[],203095,,,1610612752,97,90,2021-11-24T02:40:02Z,5370000,,,0,,E. Fournier REBOUND (Off:2 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,571.0,3.0,1.0,2.0,,,,,,,,,,,,,,
574,PT06M47.00S,2021-11-24T02:40:08.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202692,6.1268068331143235,47.794117647058826,1610612752,99,90,2021-11-24T02:40:12Z,5380000,11.0,5.0,1,left,A. Burks driving reverse Layup (12 PTS),[202692],1610612752.0,NYK,driving reverse,,,Burks,A. Burks,,,,,1.21,Made,,,,,12.0,,,,,,,,,,,,,
575,PT06M30.00S,2021-11-24T02:40:25.4Z,4,REGULAR,3pt,Jump Shot,[],203076,79.97700394218134,7.107843137254902,1610612747,99,93,2021-11-24T02:40:29Z,5390000,-214.0,136.0,1,right,A. Davis 25' 3PT  (18 PTS) (R. Westbrook 9 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,25.38,Made,,,,,18.0,,,R. Westbrook,201566.0,9.0,,,,,,,,
577,PT06M12.00S,2021-11-24T02:40:43.1Z,4,REGULAR,2pt,Jump Shot,[],202692,21.369908015768726,49.754901960784316,1610612752,99,93,2021-11-24T02:40:48Z,5410000,1.0,148.0,1,left,MISS A. Burks 14' pullup Shot,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,14.84,Missed,,,,,,,,,,,,,,,,,,
578,PT06M10.00S,2021-11-24T02:40:45.1Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,99,93,2021-11-24T02:40:48Z,5420000,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,577.0,5.0,3.0,2.0,,,,,,,,,,,,,,
579,PT05M55.00S,2021-11-24T02:41:01.6Z,4,REGULAR,3pt,Jump Shot,[],203076,76.95466491458606,10.294117647058822,1610612747,99,93,2021-11-24T02:41:07Z,5430000,-199.0,164.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
580,PT05M53.00S,2021-11-24T02:41:03.6Z,4,REGULAR,rebound,defensive,[],203095,,,1610612752,99,93,2021-11-24T02:41:07Z,5440000,,,0,,E. Fournier REBOUND (Off:2 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,579.0,4.0,2.0,2.0,,,,,,,,,,,,,,
581,PT05M41.00S,2021-11-24T02:41:14.7Z,4,REGULAR,3pt,Jump Shot,[],1630193,26.62614980289093,16.911764705882355,1610612752,102,93,2021-11-24T02:41:35Z,5450000,165.0,198.0,1,left,I. Quickley 25' 3PT pullup (11 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.78,Made,,,,,11.0,,,,,,,,,,,,,
582,PT05M23.00S,2021-11-24T02:41:32.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,90.75229960578186,35.294117647058826,1610612747,102,93,2021-11-24T02:41:44Z,5460000,-74.0,34.0,1,right,MISS T. Horton-Tucker 8' driving bank Shot,[1629659],1610612747.0,LAL,driving bank,,,Horton-Tucker,T. Horton-Tucker,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,
583,PT05M22.00S,2021-11-24T02:41:33.4Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,102,93,2021-11-24T02:41:44Z,5470000,,,0,,A. Davis REBOUND (Off:3 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,582.0,6.0,3.0,3.0,,,,,,,,,,,,,,
584,PT05M22.00S,2021-11-24T02:41:37.3Z,4,REGULAR,foul,personal,['2freethrow'],203457,,,1610612747,102,93,2021-11-24T02:41:46Z,5480000,,,0,,N. Noel shooting personal FOUL (4 PF) (Davis 2 FT),"[203457, 203076]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,201639.0,,,,,,,,,4.0,0.0,Davis,203076.0
588,PT05M22.00S,2021-11-24T02:41:53.6Z,4,REGULAR,substitution,out,[],1629659,,,1610612747,102,93,2021-11-24T02:42:15Z,5495000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M22.00S,2021-11-24T02:41:53.6Z,4,REGULAR,substitution,in,[],1628370,,,1610612747,102,93,2021-11-24T02:42:15Z,5497500,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M22.00S,2021-11-24T02:42:09.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,102,93,2021-11-24T02:43:17Z,5500000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,
587,PT05M22.00S,2021-11-24T02:42:09.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,102,93,2021-11-24T02:43:17Z,5510000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,
590,PT05M22.00S,2021-11-24T02:42:09.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,102,93,2021-11-24T02:43:17Z,5520000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,
591,PT05M20.00S,2021-11-24T02:42:11.9Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,102,93,2021-11-24T02:43:17Z,5530000,,,0,,A. Burks REBOUND (Off:1 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,590.0,4.0,3.0,1.0,,,,,,,,,,,,,,
592,PT05M07.00S,2021-11-24T02:42:49.5Z,4,REGULAR,foul,personal,[],202340,,,1610612752,102,93,2021-11-24T02:42:53Z,5540000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 202692]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Burks,202692.0
594,PT05M00.00S,2021-11-24T02:43:12.6Z,4,REGULAR,3pt,Jump Shot,[],1630193,29.25427069645204,74.01960784313727,1610612752,105,93,2021-11-24T02:43:28Z,5560000,-120.0,222.0,1,left,I. Quickley 25' 3PT pullup (14 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.28,Made,,,,,14.0,,,,,,,,,,,,,
595,PT04M48.00S,2021-11-24T02:43:23.4Z,4,REGULAR,3pt,Jump Shot,[],1628370,69.99014454664915,75.49019607843137,1610612747,105,93,2021-11-24T02:43:29Z,5570000,127.0,230.0,1,right,MISS M. Monk 26' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
596,PT04M46.00S,2021-11-24T02:43:25.4Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,105,93,2021-11-24T02:43:29Z,5580000,,,0,,A. Burks REBOUND (Off:1 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,595.0,5.0,4.0,1.0,,,,,,,,,,,,,,
597,PT04M36.00S,2021-11-24T02:43:35.3Z,4,REGULAR,3pt,Jump Shot,[],1630193,26.757555847568987,12.745098039215685,1610612752,105,93,2021-11-24T02:43:41Z,5590000,186.0,199.0,1,left,MISS I. Quickley 27' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,
598,PT04M34.00S,2021-11-24T02:43:37.3Z,4,REGULAR,rebound,defensive,[],202340,,,1610612747,105,93,2021-11-24T02:43:41Z,5600000,,,0,,A. Bradley REBOUND (Off:1 Def:6),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,597.0,7.0,6.0,1.0,,,,,,,,,,,,,,
599,PT04M32.00S,2021-11-24T02:43:44.4Z,4,REGULAR,foul,personal,[],1630193,,,1610612747,105,93,2021-11-24T02:43:50Z,5610000,,,0,,I. Quickley personal FOUL (3 PF),"[1630193, 201566]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,202007.0,,,,,,,,,3.0,1.0,Westbrook,201566.0
601,PT04M23.00S,2021-11-24T02:44:06.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,92.32917214191852,46.32352941176471,1610612747,105,93,2021-11-24T02:44:15Z,5630000,-18.0,20.0,1,right,MISS M. Monk driving Layup,[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,
602,PT04M21.00S,2021-11-24T02:44:08.7Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,105,93,2021-11-24T02:44:15Z,5640000,,,0,,R. Westbrook REBOUND (Off:1 Def:10),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,601.0,11.0,10.0,1.0,,,,,,,,,,,,,,
603,PT04M19.00S,2021-11-24T02:44:13.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202340,91.5407358738502,4.166666666666666,1610612747,105,93,2021-11-24T02:44:20Z,5650000,-229.0,27.0,1,right,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,
604,PT04M17.00S,2021-11-24T02:44:15.1Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,105,93,2021-11-24T02:44:20Z,5660000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,603.0,2.0,2.0,0.0,,,,,,,,,,,,,,
605,PT04M13.00S,2021-11-24T02:44:23.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,105,93,2021-11-24T02:44:23Z,5670000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M00.00S,2021-11-24T02:48:03.6Z,4,REGULAR,foul,personal,[],2546,,,1610612752,105,93,2021-11-24T02:48:08Z,5680000,,,0,,C. Anthony personal FOUL (4 PF),"[2546, 202692]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,201639.0,,,,,,,,,4.0,1.0,Burks,202692.0
608,PT03M54.00S,2021-11-24T02:48:21.6Z,4,REGULAR,2pt,Jump Shot,[],1630167,22.683968462549277,61.274509803921575,1610612752,105,93,2021-11-24T02:48:27Z,5700000,-56.0,161.0,1,left,MISS O. Toppin 17' Jump Shot,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,17.03,Missed,,,,,,,,,,,,,,,,,,
609,PT03M52.00S,2021-11-24T02:48:23.6Z,4,REGULAR,rebound,defensive,[],202340,,,1610612747,105,93,2021-11-24T02:48:27Z,5710000,,,0,,A. Bradley REBOUND (Off:1 Def:7),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,608.0,8.0,7.0,1.0,,,,,,,,,,,,,,
610,PT03M45.00S,2021-11-24T02:48:30.9Z,4,REGULAR,2pt,Jump Shot,[],2546,72.88107752956637,32.59803921568628,1610612747,105,93,2021-11-24T02:48:35Z,5720000,-87.0,202.0,1,right,MISS C. Anthony 22' Jump Shot,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,22.03,Missed,,,,,,,,,,,,,,,,,,
611,PT03M43.00S,2021-11-24T02:48:32.9Z,4,REGULAR,rebound,defensive,[],203457,,,1610612752,105,93,2021-11-24T02:48:35Z,5730000,,,0,,N. Noel REBOUND (Off:3 Def:4),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,610.0,7.0,4.0,3.0,,,,,,,,,,,,,,
612,PT03M20.00S,2021-11-24T02:48:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,8.623521681997373,39.705882352941174,1610612752,105,93,2021-11-24T02:48:59Z,5740000,51.0,29.0,1,left,MISS I. Quickley driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,5.89,Missed,,,,,,,,,,,,,,,,,,
613,PT03M18.00S,2021-11-24T02:48:57.3Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612747,105,93,2021-11-24T02:48:59Z,5750000,,,0,,M. Monk REBOUND (Off:2 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,612.0,4.0,2.0,2.0,,,,,,,,,,,,,,
614,PT03M06.00S,2021-11-24T02:49:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.24901445466492,50.49019607843137,1610612747,105,95,2021-11-24T02:49:13Z,5760000,2.0,11.0,1,right,A. Davis alley-oop Layup (20 PTS) (R. Westbrook 10 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,1.13,Made,,,,,20.0,,,R. Westbrook,201566.0,10.0,,,,,,,,
616,PT02M50.00S,2021-11-24T02:49:30.5Z,4,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,105,95,2021-11-24T02:49:37Z,5780000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (2 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,,,,,,,,1198.0,2.0,,,,,,,,,,,
617,PT02M34.00S,2021-11-24T02:50:06.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2546,91.27792378449409,4.411764705882353,1610612747,105,95,2021-11-24T02:50:13Z,5790000,-228.0,29.0,1,right,MISS C. Anthony 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,
618,PT02M32.00S,2021-11-24T02:50:08.3Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,105,95,2021-11-24T02:50:13Z,5800000,,,0,,A. Burks REBOUND (Off:1 Def:5),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,617.0,6.0,5.0,1.0,,,,,,,,,,,,,,
619,PT02M27.00S,2021-11-24T02:50:13.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630167,8.229303547963205,48.529411764705884,1610612752,105,95,2021-11-24T02:50:42Z,5810000,7.0,25.0,1,left,MISS O. Toppin running Layup,[1630167],1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,
620,PT02M25.00S,2021-11-24T02:50:15.4Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,105,95,2021-11-24T02:50:17Z,5820000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,619.0,2.0,1.0,1.0,,,,,,,,,,,,,,
621,PT02M21.00S,2021-11-24T02:50:19.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],2546,69.59592641261499,29.65686274509804,1610612747,105,95,2021-11-24T02:50:27Z,5830000,-102.0,233.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
622,PT02M19.00S,2021-11-24T02:50:21.5Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,105,95,2021-11-24T02:50:27Z,5840000,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,621.0,3.0,3.0,0.0,,,,,,,,,,,,,,
623,PT02M00.00S,2021-11-24T02:50:41.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202692,6.915243101182654,48.03921568627451,1610612752,105,95,2021-11-24T02:50:46Z,5850000,10.0,13.0,1,left,MISS A. Burks driving finger roll Layup,[202692],1610612752.0,NYK,driving finger roll,,,Burks,A. Burks,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
624,PT01M58.00S,2021-11-24T02:50:43.2Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,105,95,2021-11-24T02:50:46Z,5860000,,,0,,R. Westbrook REBOUND (Off:1 Def:11),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,623.0,12.0,11.0,1.0,,,,,,,,,,,,,,
625,PT01M47.00S,2021-11-24T02:50:54.6Z,4,REGULAR,3pt,Jump Shot,[],1628370,93.38042049934296,96.81372549019608,1610612747,105,95,2021-11-24T02:51:56Z,5870000,234.0,10.0,1,right,MISS M. Monk step back 3PT,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,
626,PT01M45.00S,2021-11-24T02:50:56.6Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,105,95,2021-11-24T02:50:59Z,5880000,,,0,,O. Toppin REBOUND (Off:0 Def:4),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,625.0,4.0,4.0,0.0,,,,,,,,,,,,,,
627,PT01M21.00S,2021-11-24T02:51:20.2Z,4,REGULAR,3pt,Jump Shot,[],1630167,5.469776609724048,95.09803921568627,1610612752,105,95,2021-11-24T02:51:24Z,5890000,-225.0,-1.0,1,left,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,
