actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
364,PT11M21.00S,2022-02-27T19:31:24.9Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,56,65,2022-02-27T19:31:30Z,3280000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 1629628]",1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,2.0,,,,Barrett,1629628.0,,,
365,PT11M21.00S,2022-02-27T19:31:24.9Z,3,REGULAR,steal,,[],1629628,,,1610612752,56,65,2022-02-27T19:31:27Z,3290000,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
366,PT11M16.00S,2022-02-27T19:31:29.4Z,3,REGULAR,turnover,lost ball,[],1629628,,,1610612752,56,65,2022-02-27T19:31:32Z,3300000,,,0,,R. Barrett lost ball TURNOVER (3 TO),"[1629628, 201935]",1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,3.0,,,,Harden,201935.0,,,
367,PT11M16.00S,2022-02-27T19:31:29.4Z,3,REGULAR,steal,,[],201935,,,1610612755,56,65,2022-02-27T19:31:30Z,3310000,,,0,,J. Harden STEAL (5 STL),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
368,PT11M05.00S,2022-02-27T19:31:40.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,76.42904073587385,60.29411764705882,1610612755,56,65,2022-02-27T19:31:49Z,3320000,51.0,169.0,1,right,MISS J. Embiid 17' Jump Shot,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Missed,,17.68,,,,,,,,,,,,,
369,PT11M03.00S,2022-02-27T19:31:42.7Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,56,65,2022-02-27T19:33:55Z,3330000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,368.0,2.0,2.0,0.0,,,,,,,,,
370,PT10M49.00S,2022-02-27T19:32:03.0Z,3,REGULAR,foul,personal,[],1629680,,,1610612752,56,65,2022-02-27T19:32:13Z,3340000,,,0,,M. Thybulle personal FOUL (3 PF),"[1629680, 203095]",1610612755.0,PHI,,,,,,,200834.0,3.0,0.0,Thybulle,M. Thybulle,Fournier,203095.0,,,,,,,,,,,,,,,,
372,PT10M41.00S,2022-02-27T19:32:27.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,14.536793692509855,44.85294117647059,1610612752,56,65,2022-02-27T19:32:37Z,3360000,26.0,84.0,1,left,MISS E. Fournier 8' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,,,,,,,Fournier,E. Fournier,,,Missed,,8.79,,,,,,,,,,,,,
373,PT10M39.00S,2022-02-27T19:32:29.5Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,56,65,2022-02-27T19:32:37Z,3370000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,372.0,3.0,1.0,2.0,,,,,,,,,
374,PT10M39.00S,2022-02-27T19:32:33.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,58,65,2022-02-27T19:32:40Z,3380000,0.0,0.0,1,left,M. Robinson tip Layup (6 PTS),[1629011],1610612752.0,NYK,tip,,,,,,,,,Robinson,M. Robinson,,,Made,6.0,0.0,,,,,,,,,,,,,
375,PT10M30.00S,2022-02-27T19:32:40.6Z,3,REGULAR,foul,personal,['2freethrow'],202692,,,1610612755,58,65,2022-02-27T19:32:46Z,3390000,,,0,,A. Burks shooting personal FOUL (2 PF) (Harris 2 FT),"[202692, 202699]",1610612752.0,NYK,shooting,,,,,,200834.0,2.0,0.0,Burks,A. Burks,Harris,202699.0,,,,,,,,,,,,,,,,
377,PT10M30.00S,2022-02-27T19:33:04.6Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,58,66,2022-02-27T19:33:04Z,3410000,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,Made,1.0,,,,,,,,,,,,,,
378,PT10M30.00S,2022-02-27T19:33:16.4Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,58,67,2022-02-27T19:33:16Z,3420000,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,Made,2.0,,,,,,,,,,,,,,
379,PT10M12.00S,2022-02-27T19:33:38.0Z,3,REGULAR,2pt,Jump Shot,[],203944,20.844283837056505,70.58823529411765,1610612752,58,67,2022-02-27T19:33:45Z,3430000,-103.0,143.0,1,left,MISS J. Randle 17' Jump Shot,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Missed,,17.65,,,,,,,,,,,,,
380,PT10M10.00S,2022-02-27T19:33:40.0Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,58,67,2022-02-27T19:33:45Z,3440000,,,0,,M. Thybulle REBOUND (Off:0 Def:3),[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,379.0,3.0,3.0,0.0,,,,,,,,,
381,PT10M04.00S,2022-02-27T19:33:45.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,94.56307490144546,51.225490196078425,1610612755,58,67,2022-02-27T19:33:52Z,3450000,6.0,-1.0,1,right,MISS T. Harris driving DUNK,[202699],1610612755.0,PHI,driving,,,,,,,,,Harris,T. Harris,,,Missed,,0.63,,,,,,,,,,,,,
383,PT10M02.00S,2022-02-27T19:33:47.2Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,58,67,2022-02-27T19:33:52Z,3470000,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,381.0,4.0,2.0,2.0,,,,,,,,,
384,PT09M57.00S,2022-02-27T19:33:54.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,58,67,2022-02-27T19:33:54Z,3480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M57.00S,2022-02-27T19:34:03.1Z,3,REGULAR,foul,technical,['1freethrow'],202699,,,1610612752,58,67,2022-02-27T19:34:11Z,3490000,,,0,,T. Harris technical FOUL (1 Tech),[202699],1610612755.0,PHI,,,,,,,202058.0,2.0,1.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,
386,PT09M57.00S,2022-02-27T19:34:20.8Z,3,REGULAR,freethrow,1 of 1,[],202692,,,1610612752,59,67,2022-02-27T19:34:20Z,3500000,,,0,,A. Burks technical Free Throw 1 of 1 (4 PTS),[202692],1610612752.0,NYK,technical,,,,,,,,,Burks,A. Burks,,,Made,4.0,,,,,,,,,,,,,,
387,PT09M50.00S,2022-02-27T19:34:37.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,16.376478318002626,49.26470588235294,1610612752,61,67,2022-02-27T19:34:46Z,3510000,4.0,101.0,1,left,A. Burks 10' floating Jump Shot (6 PTS),[202692],1610612752.0,NYK,floating,,,,,,,,,Burks,A. Burks,,,Made,6.0,10.15,,,,,,,,,,,,,
388,PT09M34.00S,2022-02-27T19:34:54.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.43166885676742,49.50980392156863,1610612755,61,69,2022-02-27T19:34:58Z,3520000,-2.0,0.0,1,right,J. Embiid alley-oop DUNK (22 PTS) (J. Harden 11 AST),"[203954, 201935]",1610612755.0,PHI,alley-oop,,,,,,,,,Embiid,J. Embiid,,,Made,22.0,0.25,,,,,,J. Harden,201935.0,11.0,,,,,
390,PT09M16.00S,2022-02-27T19:35:11.8Z,3,REGULAR,3pt,Jump Shot,[],203095,32.40801576872536,45.09803921568628,1610612752,64,69,2022-02-27T19:35:16Z,3540000,25.0,252.0,1,left,E. Fournier 25' 3PT step back (17 PTS) (J. Randle 3 AST),"[203095, 203944]",1610612752.0,NYK,step back,,,,,,,,,Fournier,E. Fournier,,,Made,17.0,25.33,,,,,,J. Randle,203944.0,3.0,,,,,
392,PT09M00.00S,2022-02-27T19:35:28.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.30026281208936,48.03921568627451,1610612755,64,71,2022-02-27T19:35:33Z,3560000,-10.0,1.0,1,right,J. Harden driving Layup (17 PTS),[201935],1610612755.0,PHI,driving,,,,,,,,,Harden,J. Harden,,,Made,17.0,0.99,,,,,,,,,,,,,
393,PT08M43.00S,2022-02-27T19:35:44.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,6.389618922470433,53.431372549019606,1610612752,64,71,2022-02-27T19:35:51Z,3570000,-17.0,8.0,1,left,MISS R. Barrett driving DUNK - blocked,"[1629628, 203954]",1610612752.0,NYK,driving,,,,,,,,,Barrett,R. Barrett,,,Missed,,1.88,,,,,,,,,,,Embiid,203954.0,
394,PT08M43.00S,2022-02-27T19:35:44.9Z,3,REGULAR,block,,[],203954,,,1610612752,64,71,2022-02-27T19:35:47Z,3580000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
395,PT08M41.00S,2022-02-27T19:35:46.9Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,64,71,2022-02-27T19:35:51Z,3590000,,,0,,M. Thybulle REBOUND (Off:0 Def:4),[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,393.0,4.0,4.0,0.0,,,,,,,,,
396,PT08M34.00S,2022-02-27T19:36:01.5Z,3,REGULAR,foul,personal,[],1629011,,,1610612755,64,71,2022-02-27T19:36:07Z,3600000,,,0,,M. Robinson personal FOUL (4 PF),"[1629011, 203954]",1610612752.0,NYK,,,,,,,202058.0,4.0,0.0,Robinson,M. Robinson,Embiid,203954.0,,,,,,,,,,,,,,,,
398,PT08M26.00S,2022-02-27T19:36:27.6Z,3,REGULAR,foul,personal,['2freethrow'],202692,,,1610612755,64,71,2022-02-27T19:36:47Z,3620000,,,0,,A. Burks shooting personal FOUL (3 PF) (Maxey 2 FT),"[202692, 1630178]",1610612752.0,NYK,shooting,,,,,,201245.0,3.0,0.0,Burks,A. Burks,Maxey,1630178.0,,,,,,,,,,,,,,,,
402,PT08M26.00S,2022-02-27T19:36:38.8Z,3,REGULAR,substitution,out,[],1629011,,,1610612755,64,71,2022-02-27T19:37:01Z,3635000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
403,PT08M26.00S,2022-02-27T19:36:38.8Z,3,REGULAR,substitution,in,[],1630579,,,1610612755,64,71,2022-02-27T19:37:01Z,3637500,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
400,PT08M26.00S,2022-02-27T19:36:50.0Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,64,71,2022-02-27T19:36:56Z,3640000,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,201245.0,,,,,,,,,,,,,,,,,,,,,,
401,PT08M26.00S,2022-02-27T19:36:54.8Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,64,72,2022-02-27T19:36:54Z,3650000,,,0,,T. Maxey Free Throw 1 of 2 (15 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,Made,15.0,,,,,,,,,,,,,,
404,PT08M26.00S,2022-02-27T19:37:21.9Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,64,73,2022-02-27T19:37:22Z,3660000,,,0,,T. Maxey Free Throw 2 of 2 (16 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,Made,16.0,,,,,,,,,,,,,,
405,PT08M13.00S,2022-02-27T19:37:39.0Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,64,73,2022-02-27T19:37:42Z,3670000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1629680]",1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,,,,,3.0,,,,Thybulle,1629680.0,,,
406,PT08M13.00S,2022-02-27T19:37:39.0Z,3,REGULAR,steal,,[],1629680,,,1610612755,64,73,2022-02-27T19:37:40Z,3680000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
407,PT08M09.00S,2022-02-27T19:37:43.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,94.95729303547962,51.71568627450981,1610612755,64,75,2022-02-27T19:42:27Z,3690000,9.0,-5.0,1,right,T. Maxey running Layup (18 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,running,,,,,,,,,Maxey,T. Maxey,,,Made,18.0,1.0,,,,,,M. Thybulle,1629680.0,1.0,,,,,
409,PT08M08.00S,2022-02-27T19:37:49.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,64,75,2022-02-27T19:37:49Z,3710000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M53.00S,2022-02-27T19:41:30.2Z,3,REGULAR,3pt,Jump Shot,[],203944,30.699737187910642,68.62745098039215,1610612752,67,75,2022-02-27T19:41:34Z,3720000,-93.0,236.0,1,left,J. Randle 25' 3PT  (14 PTS) (E. Fournier 2 AST),"[203944, 203095]",1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Made,14.0,25.38,,,,,,E. Fournier,203095.0,2.0,,,,,
412,PT07M29.00S,2022-02-27T19:41:55.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,94.1688567674113,47.794117647058826,1610612755,67,77,2022-02-27T19:41:59Z,3740000,-11.0,2.0,1,right,M. Thybulle alley-oop Layup (4 PTS) (J. Harden 12 AST),"[1629680, 201935]",1610612755.0,PHI,alley-oop,,,,,,,,,Thybulle,M. Thybulle,,,Made,4.0,1.12,,,,,,J. Harden,201935.0,12.0,,,,,
414,PT07M22.00S,2022-02-27T19:42:03.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,6.258212877792378,39.950980392156865,1610612752,69,77,2022-02-27T19:44:32Z,3760000,50.0,6.0,1,left,E. Fournier driving floating Jump Shot (19 PTS) (J. Randle 4 AST),"[203095, 203944]",1610612752.0,NYK,driving floating,,,,,,,,,Fournier,E. Fournier,,,Made,19.0,5.06,,,,,,J. Randle,203944.0,4.0,,,,,
416,PT07M22.00S,2022-02-27T19:42:07.1Z,3,REGULAR,foul,personal,['1freethrow'],201935,,,1610612752,69,77,2022-02-27T19:42:16Z,3780000,,,0,,J. Harden shooting personal FOUL (2 PF) (Fournier 1 FT),"[201935, 203095]",1610612755.0,PHI,shooting,,,,,,201245.0,2.0,0.0,Harden,J. Harden,Fournier,203095.0,,,,,,,,,,,,,,,,
418,PT07M22.00S,2022-02-27T19:42:30.4Z,3,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,69,77,2022-02-27T19:42:30Z,3800000,,,0,,MISS E. Fournier Free Throw 1 of 1,[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,Missed,,,,,,,,,,,,,,,
419,PT07M21.00S,2022-02-27T19:42:31.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,69,77,2022-02-27T19:42:33Z,3810000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,418.0,6.0,6.0,0.0,,,,,,,,,
420,PT07M09.00S,2022-02-27T19:42:42.9Z,3,REGULAR,2pt,Jump Shot,[],203954,94.56307490144546,18.872549019607842,1610612755,69,79,2022-02-27T19:42:47Z,3820000,-156.0,-1.0,1,right,J. Embiid 15' step back Jump Shot (24 PTS),[203954],1610612755.0,PHI,step back,,,,,,,,,Embiid,J. Embiid,,,Made,24.0,15.56,,,,,,,,,,,,,
421,PT07M01.00S,2022-02-27T19:42:50.2Z,3,REGULAR,3pt,Jump Shot,[],203095,32.670827858081466,39.950980392156865,1610612752,69,79,2022-02-27T19:42:58Z,3830000,50.0,255.0,1,left,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,,,,,,,Fournier,E. Fournier,,,Missed,,25.95,,,,,,,,,,,,,
422,PT06M59.00S,2022-02-27T19:42:52.2Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,69,79,2022-02-27T19:42:58Z,3840000,,,0,,J. Randle REBOUND (Off:2 Def:4),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,421.0,6.0,4.0,2.0,,,,,,,,,
423,PT06M59.00S,2022-02-27T19:42:54.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,6.915243101182654,48.77450980392157,1610612752,69,79,2022-02-27T19:43:16Z,3850000,6.0,13.0,1,left,MISS J. Randle tip Layup,[203944],1610612752.0,NYK,tip,,,,,,,,,Randle,J. Randle,,,Missed,,1.39,,,,,,,,,,,,,
424,PT06M57.00S,2022-02-27T19:42:56.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,69,79,2022-02-27T19:43:16Z,3860000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,423.0,5.0,5.0,0.0,,,,,,,,,
425,PT06M51.00S,2022-02-27T19:43:00.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,95.22010512483574,2.2058823529411766,1610612755,69,79,2022-02-27T19:43:28Z,3870000,-239.0,-8.0,1,right,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,Missed,,23.91,,,,,,,,,,,,,
426,PT06M49.00S,2022-02-27T19:43:02.5Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,69,79,2022-02-27T19:43:22Z,3880000,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,425.0,3.0,2.0,1.0,,,,,,,,,
427,PT06M43.00S,2022-02-27T19:43:11.6Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612752,69,79,2022-02-27T19:43:46Z,3890000,,,0,,J. Embiid shooting personal FOUL (3 PF) (Barrett 2 FT),"[203954, 1629628]",1610612755.0,PHI,shooting,,,,,,202058.0,3.0,0.0,Embiid,J. Embiid,Barrett,1629628.0,,,,,,,,,,,,,,,,
429,PT06M43.00S,2022-02-27T19:43:33.3Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,70,79,2022-02-27T19:43:33Z,3910000,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,Made,13.0,,,,,,,,,,,,,,
430,PT06M43.00S,2022-02-27T19:43:54.6Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,71,79,2022-02-27T19:43:54Z,3920000,,,0,,R. Barrett Free Throw 2 of 2 (14 PTS),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,Made,14.0,,,,,,,,,,,,,,
431,PT06M29.00S,2022-02-27T19:44:10.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,94.56307490144546,50.49019607843137,1610612755,71,81,2022-02-27T19:44:14Z,3930000,2.0,-1.0,1,right,M. Thybulle alley-oop DUNK (6 PTS) (J. Harden 13 AST),"[1629680, 201935]",1610612755.0,PHI,alley-oop,,,,,,,,,Thybulle,M. Thybulle,,,Made,6.0,0.29,,,,,,J. Harden,201935.0,13.0,,,,,
433,PT06M09.00S,2022-02-27T19:44:29.4Z,3,REGULAR,3pt,Jump Shot,[],203095,8.09789750328515,4.6568627450980395,1610612752,71,81,2022-02-27T19:44:34Z,3950000,227.0,24.0,1,left,MISS E. Fournier step back 3PT,[203095],1610612752.0,NYK,step back,,,,,,,,,Fournier,E. Fournier,,,Missed,,22.79,,,,,,,,,,,,,
434,PT06M07.00S,2022-02-27T19:44:31.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,71,81,2022-02-27T19:44:34Z,3960000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,433.0,7.0,7.0,0.0,,,,,,,,,
435,PT06M00.00S,2022-02-27T19:44:39.5Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,71,81,2022-02-27T19:44:45Z,3970000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 203095]",1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,,,,,3.0,,,,Fournier,203095.0,,,
436,PT06M00.00S,2022-02-27T19:44:39.5Z,3,REGULAR,steal,,[],203095,,,1610612752,71,81,2022-02-27T19:44:41Z,3980000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
437,PT05M55.00S,2022-02-27T19:44:44.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203095,5.469776609724048,48.77450980392157,1610612752,73,81,2022-02-27T19:47:38Z,3990000,6.0,-1.0,1,left,E. Fournier running Layup (21 PTS) (J. Randle 5 AST),"[203095, 203944]",1610612752.0,NYK,running,,,,,,,,,Fournier,E. Fournier,,,Made,21.0,0.62,,,,,,J. Randle,203944.0,5.0,,,,,
439,PT05M28.00S,2022-02-27T19:45:10.6Z,3,REGULAR,2pt,Jump Shot,[],203954,95.22010512483574,23.284313725490197,1610612755,73,81,2022-02-27T19:45:15Z,4010000,-134.0,-8.0,1,right,MISS J. Embiid 13' step back Shot,[203954],1610612755.0,PHI,step back,,,,,,,,,Embiid,J. Embiid,,,Missed,,13.38,,,,,,,,,,,,,
440,PT05M26.00S,2022-02-27T19:45:12.6Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,73,81,2022-02-27T19:45:15Z,4020000,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,439.0,4.0,3.0,1.0,,,,,,,,,
441,PT05M24.00S,2022-02-27T19:45:20.2Z,3,REGULAR,foul,personal,[],201935,,,1610612752,73,81,2022-02-27T19:45:27Z,4030000,,,0,,J. Harden personal FOUL (3 PF),"[201935, 1629628]",1610612755.0,PHI,,,,,,,201245.0,3.0,0.0,Harden,J. Harden,Barrett,1629628.0,,,,,,,,,,,,,,,,
443,PT05M24.00S,2022-02-27T19:45:20.3Z,3,REGULAR,substitution,out,[],201935,,,1610612752,73,81,2022-02-27T19:45:34Z,4050000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
444,PT05M24.00S,2022-02-27T19:45:20.3Z,3,REGULAR,substitution,out,[],202699,,,1610612752,73,81,2022-02-27T19:45:34Z,4060000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
445,PT05M24.00S,2022-02-27T19:45:20.3Z,3,REGULAR,substitution,in,[],1627777,,,1610612752,73,81,2022-02-27T19:45:34Z,4070000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,
446,PT05M24.00S,2022-02-27T19:45:20.3Z,3,REGULAR,substitution,in,[],1627788,,,1610612752,73,81,2022-02-27T19:45:34Z,4080000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
447,PT05M23.00S,2022-02-27T19:45:55.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612752,73,81,2022-02-27T19:46:05Z,4090000,,,0,,G. Niang personal FOUL (3 PF) (Randle 2 FT),"[1627777, 203944]",1610612755.0,PHI,,,,,,,200834.0,3.0,0.0,Niang,G. Niang,Randle,203944.0,,,,,,,,,,,,,,,,
450,PT05M23.00S,2022-02-27T19:46:09.0Z,3,REGULAR,substitution,out,[],1629628,,,1610612752,73,81,2022-02-27T19:46:28Z,4105000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
451,PT05M23.00S,2022-02-27T19:46:09.0Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,73,81,2022-02-27T19:46:28Z,4107500,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
449,PT05M23.00S,2022-02-27T19:46:23.0Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,74,81,2022-02-27T19:46:50Z,4110000,,,0,,J. Randle Free Throw 1 of 2 (15 PTS),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Made,15.0,,,,,,,,,,,,,,
452,PT05M23.00S,2022-02-27T19:46:23.0Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,74,81,2022-02-27T19:46:50Z,4120000,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Missed,,,,,,,,,,,,,,,
453,PT05M21.00S,2022-02-27T19:46:25.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,74,81,2022-02-27T19:46:50Z,4130000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,452.0,6.0,6.0,0.0,,,,,,,,,
454,PT05M08.00S,2022-02-27T19:47:01.3Z,3,REGULAR,3pt,Jump Shot,[],203954,77.87450722733246,10.049019607843137,1610612755,74,81,2022-02-27T19:47:07Z,4140000,-200.0,155.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Missed,,25.32,,,,,,,,,,,,,
455,PT05M06.00S,2022-02-27T19:47:03.3Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,74,81,2022-02-27T19:47:07Z,4150000,,,0,,J. Randle REBOUND (Off:2 Def:5),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,454.0,7.0,5.0,2.0,,,,,,,,,
