actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
419,PT05M26.00S,2025-11-13T01:32:46.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,92.59198423127464,46.07843137254902,1610612765,80,69,2025-11-13T01:42:32Z,4110000,False,-20.0,17.0,1,right,J. Green driving finger roll Layup (3 PTS) (P. Reed 4 AST),"[1629750, 1630194]",1610612765.0,DET,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,2.6,Made,3.0,P. Reed,1630194.0,4.0,,,,,,,,,,,,
421,PT05M26.00S,2025-11-13T01:32:49.0Z,3,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612765,80,69,2025-11-13T01:33:05Z,4130000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Green 1 FT),"[1630172, 1629750]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,,,1.0,0.0,Green,1629750.0
423,PT05M26.00S,2025-11-13T01:33:06.6Z,3,REGULAR,substitution,out,[],1630171,,,1610612765,80,69,2025-11-13T01:33:13Z,4150000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M26.00S,2025-11-13T01:33:06.6Z,3,REGULAR,substitution,in,[],1628975,,,1610612765,80,69,2025-11-13T01:33:13Z,4160000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M26.00S,2025-11-13T01:33:29.1Z,3,REGULAR,freethrow,1 of 1,[],1629750,,,1610612765,80,69,2025-11-13T01:33:42Z,4170000,False,,,0,,MISS J. Green Free Throw 1 of 1,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
426,PT05M26.00S,2025-11-13T01:33:29.1Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,80,69,2025-11-13T01:33:42Z,4180000,False,,,0,,P. Williams REBOUND (Off:3 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,425.0,4.0,1.0,3.0,,,,,,,,
427,PT05M21.00S,2025-11-13T01:33:41.1Z,3,REGULAR,foul,personal,[],1642450,,,1610612741,80,69,2025-11-13T01:33:52Z,4190000,False,,,0,,D. Jenkins personal FOUL (2 PF),"[1642450, 1630200]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Left,1626300.0,,,,,,,,,,,,,,,,2.0,0.0,Jones,1630200.0
429,PT05M05.00S,2025-11-13T01:34:05.7Z,3,REGULAR,3pt,Jump Shot,[],1630245,7.703679369250986,1.9607843137254901,1610612741,80,69,2025-11-13T01:34:08Z,4210000,False,240.0,20.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,24.1,Missed,,,,,,,,,,,,,,,,
430,PT05M02.00S,2025-11-13T01:34:07.6Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612765,80,69,2025-11-13T01:34:07Z,4220000,False,,,0,,P. Reed REBOUND (Off:5 Def:4),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,,,,,,,,,429.0,9.0,4.0,5.0,,,,,,,,
431,PT04M54.00S,2025-11-13T01:34:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.51182654402102,53.67647058823529,1610612765,82,69,2025-11-13T01:34:19Z,4230000,False,18.0,8.0,1,right,C. LeVert cutting Layup (11 PTS) (D. Jenkins 8 AST),"[1627747, 1642450]",1610612765.0,DET,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,2.03,Made,11.0,D. Jenkins,1642450.0,8.0,,,,,,,,,,,,
434,PT04M34.00S,2025-11-13T01:34:45.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,82,69,2025-11-13T01:34:45Z,4260000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M34.00S,2025-11-13T01:37:28.6Z,3,REGULAR,substitution,out,[],1642450,,,1610612741,82,69,2025-11-13T01:37:43Z,4270000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M34.00S,2025-11-13T01:37:28.6Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,82,69,2025-11-13T01:37:43Z,4280000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M34.00S,2025-11-13T01:37:28.6Z,3,REGULAR,substitution,in,[],1631111,,,1610612741,82,69,2025-11-13T01:37:43Z,4290000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M34.00S,2025-11-13T01:37:28.6Z,3,REGULAR,substitution,in,[],1628989,,,1610612741,82,69,2025-11-13T01:37:43Z,4300000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M28.00S,2025-11-13T01:37:48.0Z,3,REGULAR,turnover,bad pass,[],1628989,,,1610612741,82,69,2025-11-13T01:37:53Z,4310000,False,,,0,,K. Huerter bad pass TURNOVER (2 TO),"[1628989, 1630194]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,Reed,1630194.0,,,,
444,PT04M28.00S,2025-11-13T01:37:48.0Z,3,REGULAR,steal,,[],1630194,,,1610612765,82,69,2025-11-13T01:37:49Z,4320000,False,,,0,,P. Reed STEAL (3 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT04M13.00S,2025-11-13T01:38:02.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627747,93.64323258869908,47.30392156862745,1610612765,84,69,2025-11-13T01:38:07Z,4330000,False,-13.0,7.0,1,right,C. LeVert cutting DUNK (13 PTS) (P. Reed 5 AST),"[1627747, 1630194]",1610612765.0,DET,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,1.53,Made,13.0,P. Reed,1630194.0,5.0,,,,,,,,,,,,
447,PT04M02.00S,2025-11-13T01:38:16.4Z,3,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,84,69,2025-11-13T01:38:22Z,4350000,False,,,0,,P. Williams bad pass out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,bad pass,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,,,,,,,,,,,,,,,,,,
448,PT04M02.00S,2025-11-13T01:38:19.3Z,3,REGULAR,substitution,out,[],1629750,,,1610612765,84,69,2025-11-13T01:38:24Z,4360000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M02.00S,2025-11-13T01:38:19.3Z,3,REGULAR,substitution,in,[],1641752,,,1610612765,84,69,2025-11-13T01:38:24Z,4370000,False,,,0,,SUB in: B. Klintman,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M48.00S,2025-11-13T01:38:44.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642404,73.27529566360053,83.33333333333334,1610612765,84,69,2025-11-13T01:38:49Z,4380000,False,167.0,199.0,1,right,MISS C. Lanier 25' 3PT,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Above the Break 3,24+ Right Center,,,25.94,Missed,,,,,,,,,,,,,,,,
451,PT03M45.00S,2025-11-13T01:38:47.6Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612741,84,69,2025-11-13T01:38:47Z,4390000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,450.0,1.0,1.0,0.0,,,,,,,,
452,PT03M45.00S,2025-11-13T01:38:52.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628975,7.5722733245729295,51.225490196078425,1610612741,84,69,2025-11-13T01:45:14Z,4400000,False,-6.0,19.0,1,left,MISS J. Carter running Layup - blocked,"[1628975, 1631111]",1610612741.0,CHI,running,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,1.97,Missed,,,,,,,,,Moore Jr.,1631111.0,,,,,,
453,PT03M45.00S,2025-11-13T01:38:52.9Z,3,REGULAR,block,,[],1631111,,,1610612741,84,69,2025-11-13T01:38:55Z,4410000,False,,,0,,W. Moore Jr. BLOCK (1 BLK),[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT03M45.00S,2025-11-13T01:38:52.9Z,3,REGULAR,rebound,offensive,[],1628975,,,1610612741,84,69,2025-11-13T01:45:19Z,4420000,False,,,0,,J. Carter REBOUND (Off:1 Def:1),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,452.0,2.0,1.0,1.0,,,,,,,,
455,PT03M43.00S,2025-11-13T01:38:59.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630188,22.026938239159,5.88235294117647,1610612741,84,69,2025-11-13T01:39:03Z,4430000,False,221.0,155.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,26.94,Missed,,,,,,,,,,,,,,,,
456,PT03M41.00S,2025-11-13T01:39:01.1Z,3,REGULAR,rebound,defensive,[],1642404,,,1610612765,84,69,2025-11-13T01:39:03Z,4440000,False,,,0,,C. Lanier REBOUND (Off:0 Def:1),[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,455.0,1.0,1.0,0.0,,,,,,,,
460,PT03M34.00S,2025-11-13T01:39:07.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627747,93.51182654402102,51.225490196078425,1610612765,86,69,2025-11-13T01:39:19Z,4450000,False,6.0,8.0,1,right,C. LeVert driving DUNK (15 PTS),[1627747],1610612765.0,DET,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,1.05,Made,15.0,,,,,,,,,,,,,,,
461,PT03M15.00S,2025-11-13T01:39:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628989,19.004599211563733,94.36274509803921,1610612741,86,69,2025-11-13T01:39:40Z,4460000,False,-222.0,126.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,25.51,Missed,,,,,,,,,,,,,,,,
462,PT03M13.00S,2025-11-13T01:39:29.1Z,3,REGULAR,rebound,defensive,[],1641752,,,1610612765,86,69,2025-11-13T01:39:40Z,4470000,False,,,0,,B. Klintman REBOUND (Off:0 Def:4),[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,461.0,4.0,4.0,0.0,,,,,,,,
463,PT03M05.00S,2025-11-13T01:39:38.4Z,3,REGULAR,3pt,Jump Shot,[],1641752,66.70499342969777,51.9607843137255,1610612765,89,69,2025-11-13T01:39:42Z,4480000,False,10.0,260.0,1,right,B. Klintman 26' 3PT  (6 PTS) (C. LeVert 2 AST),"[1641752, 1627747]",1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Above the Break 3,24+ Center,,,26.07,Made,6.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,
465,PT02M50.00S,2025-11-13T01:39:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,8.492115637319317,55.14705882352941,1610612741,89,69,2025-11-13T01:39:57Z,4500000,False,-26.0,27.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,3.75,Missed,,,,,,,,,,,,,,,,
466,PT02M48.00S,2025-11-13T01:39:54.3Z,3,REGULAR,rebound,defensive,[],1641752,,,1610612765,89,69,2025-11-13T01:39:57Z,4510000,False,,,0,,B. Klintman REBOUND (Off:0 Def:5),[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Restricted Area,0-8 Center,,,,,,,,,465.0,5.0,5.0,0.0,,,,,,,,
467,PT02M46.00S,2025-11-13T01:40:06.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630194,91.40932982917214,44.36274509803921,1610612765,91,69,2025-11-13T01:47:08Z,4520000,False,-28.0,28.0,1,right,P. Reed running Layup (16 PTS) (B. Klintman 1 AST),"[1630194, 1641752]",1610612765.0,DET,running,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,4.0,Made,16.0,B. Klintman,1641752.0,1.0,,,,,,,,,,,,
469,PT02M46.00S,2025-11-13T01:40:11.0Z,3,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612765,91,69,2025-11-13T01:40:40Z,4540000,False,,,0,,P. Williams shooting personal FOUL (2 PF) (Reed 1 FT),"[1630172, 1630194]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,,,2.0,0.0,Reed,1630194.0
471,PT02M46.00S,2025-11-13T01:40:24.2Z,3,REGULAR,substitution,out,[],1630200,,,1610612765,91,69,2025-11-13T01:40:38Z,4560000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M46.00S,2025-11-13T01:40:24.2Z,3,REGULAR,substitution,out,[],1630172,,,1610612765,91,69,2025-11-13T01:40:38Z,4570000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M46.00S,2025-11-13T01:40:24.2Z,3,REGULAR,substitution,in,[],1630245,,,1610612765,91,69,2025-11-13T01:40:38Z,4580000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M46.00S,2025-11-13T01:40:24.2Z,3,REGULAR,substitution,in,[],1641824,,,1610612765,91,69,2025-11-13T01:40:38Z,4590000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M46.00S,2025-11-13T01:40:43.8Z,3,REGULAR,freethrow,1 of 1,[],1630194,,,1610612765,92,69,2025-11-13T01:40:43Z,4600000,False,,,0,,P. Reed Free Throw 1 of 1 (17 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
476,PT02M37.00S,2025-11-13T01:40:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,8.754927726675426,51.225490196078425,1610612741,92,71,2025-11-13T01:40:59Z,4610000,False,-6.0,30.0,1,left,A. Dosunmu driving Layup (10 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,3.04,Made,10.0,,,,,,,,,,,,,,,
477,PT02M29.00S,2025-11-13T01:41:06.7Z,3,REGULAR,foul,personal,[],1628989,,,1610612765,92,71,2025-11-13T01:41:15Z,4620000,False,,,0,,K. Huerter personal FOUL (3 PF),"[1628989, 1627747]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,1627519.0,,,,,,,,,,,,,,,,3.0,0.0,LeVert,1627747.0
479,PT02M29.00S,2025-11-13T01:41:11.7Z,3,REGULAR,substitution,out,[],1630194,,,1610612765,92,71,2025-11-13T01:41:19Z,4640000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M29.00S,2025-11-13T01:41:11.7Z,3,REGULAR,substitution,out,[],1628989,,,1610612765,92,71,2025-11-13T01:41:19Z,4650000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M29.00S,2025-11-13T01:41:11.7Z,3,REGULAR,substitution,in,[],1642449,,,1610612765,92,71,2025-11-13T01:41:19Z,4660000,False,,,0,,SUB in: T. Smith,[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M29.00S,2025-11-13T01:41:11.7Z,3,REGULAR,substitution,in,[],1631207,,,1610612765,92,71,2025-11-13T01:41:19Z,4670000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M25.00S,2025-11-13T01:41:40.1Z,3,REGULAR,turnover,traveling,[],1627747,,,1610612765,92,71,2025-11-13T01:41:46Z,4680000,False,,,0,,C. LeVert traveling TURNOVER (2 TO),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,1626300.0,2.0,,,,,,,,,,,,,,,,,,
484,PT02M15.00S,2025-11-13T01:42:02.9Z,3,REGULAR,turnover,lost ball,[],1630245,,,1610612741,92,71,2025-11-13T01:42:08Z,4690000,False,,,0,,A. Dosunmu lost ball TURNOVER (3 TO),"[1630245, 1627747]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,3.0,,,,,,,,,,,,,LeVert,1627747.0,,,,
485,PT02M15.00S,2025-11-13T01:42:02.9Z,3,REGULAR,steal,,[],1627747,,,1610612765,92,71,2025-11-13T01:42:04Z,4700000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
486,PT02M06.00S,2025-11-13T01:42:10.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627747,81.2910643889619,45.09803921568628,1610612765,92,71,2025-11-13T01:48:21Z,4710000,False,-25.0,123.0,1,right,MISS C. LeVert 12' running pullup Shot,[1627747],1610612765.0,DET,running pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,12.58,Missed,,,,,,,,,,,,,,,,
487,PT02M04.00S,2025-11-13T01:42:12.6Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,92,71,2025-11-13T01:42:16Z,4720000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,486.0,4.0,3.0,1.0,,,,,,,,
488,PT02M01.00S,2025-11-13T01:42:22.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642404,,,1610612741,92,71,2025-11-13T01:42:28Z,4730000,False,,,0,,C. Lanier personal FOUL (1 PF) (Carter 2 FT),"[1642404, 1628975]",1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Mid-Range,8-16 Left,1626300.0,,,,,,,,,,,,,,,,1.0,0.0,Carter,1628975.0
490,PT02M01.00S,2025-11-13T01:42:43.9Z,3,REGULAR,freethrow,1 of 2,[],1628975,,,1610612741,92,72,2025-11-13T01:42:43Z,4750000,False,,,0,,J. Carter Free Throw 1 of 2 (10 PTS),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
491,PT02M01.00S,2025-11-13T01:43:01.0Z,3,REGULAR,freethrow,2 of 2,[],1628975,,,1610612741,92,73,2025-11-13T01:43:01Z,4760000,False,,,0,,J. Carter Free Throw 2 of 2 (11 PTS),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
492,PT01M45.00S,2025-11-13T01:43:18.5Z,3,REGULAR,3pt,Jump Shot,[],1641752,69.20170827858082,69.85294117647058,1610612765,92,73,2025-11-13T01:43:23Z,4770000,False,99.0,237.0,1,right,MISS B. Klintman 25' 3PT,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Above the Break 3,24+ Right Center,,,25.7,Missed,,,,,,,,,,,,,,,,
493,PT01M41.00S,2025-11-13T01:43:22.5Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,92,73,2025-11-13T01:43:23Z,4780000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:8),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,492.0,9.0,8.0,1.0,,,,,,,,
494,PT01M23.00S,2025-11-13T01:43:43.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641752,,,1610612741,92,73,2025-11-13T01:43:54Z,4790000,False,,,0,,B. Klintman shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[1641752, 1630245]",1610612765.0,DET,shooting,,,Klintman,B. Klintman,,,,,Restricted Area,0-8 Center,2534.0,,,,,,,,,,,,,,,,2.0,0.0,Dosunmu,1630245.0
496,PT01M23.00S,2025-11-13T01:44:13.5Z,3,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,92,74,2025-11-13T01:44:13Z,4810000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (11 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
497,PT01M23.00S,2025-11-13T01:44:32.0Z,3,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,92,75,2025-11-13T01:44:32Z,4820000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (12 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
498,PT01M08.00S,2025-11-13T01:44:47.3Z,3,REGULAR,3pt,Jump Shot,[],1642404,69.07030223390277,27.941176470588236,1610612765,95,75,2025-11-13T01:44:51Z,4830000,False,-110.0,238.0,1,right,C. Lanier 26' 3PT  (6 PTS) (W. Moore Jr. 1 AST),"[1642404, 1631111]",1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Above the Break 3,24+ Left Center,,,26.25,Made,6.0,W. Moore Jr.,1631111.0,1.0,,,,,,,,,,,,
500,PT01M01.00S,2025-11-13T01:44:55.3Z,3,REGULAR,3pt,Jump Shot,[],1630188,32.14520367936925,33.57843137254902,1610612741,95,78,2025-11-13T01:44:59Z,4850000,False,82.0,250.0,1,left,J. Smith 26' 3PT  (9 PTS) (J. Carter 3 AST),"[1630188, 1628975]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,26.29,Made,9.0,J. Carter,1628975.0,3.0,,,,,,,,,,,,
502,PT00M41.90S,2025-11-13T01:45:18.3Z,3,REGULAR,3pt,Jump Shot,[],1641752,73.66951379763469,17.647058823529413,1610612765,95,78,2025-11-13T01:45:21Z,4870000,False,-162.0,195.0,1,right,MISS B. Klintman 25' 3PT,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Above the Break 3,24+ Left Center,,,25.34,Missed,,,,,,,,,,,,,,,,
503,PT00M40.30S,2025-11-13T01:45:19.9Z,3,REGULAR,rebound,defensive,[],1631207,,,1610612741,95,78,2025-11-13T01:45:23Z,4880000,False,,,0,,D. Terry REBOUND (Off:0 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,502.0,1.0,1.0,0.0,,,,,,,,
504,PT00M31.60S,2025-11-13T01:45:28.4Z,3,REGULAR,3pt,Jump Shot,[],1641824,31.225361366622867,37.254901960784316,1610612741,95,78,2025-11-13T01:50:20Z,4890000,False,64.0,241.0,1,left,MISS M. Buzelis 24' pullup 3PT,[1641824],1610612741.0,CHI,pullup,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,,24.93,Missed,,,,,,,,,,,,,,,,
505,PT00M29.70S,2025-11-13T01:45:30.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,95,78,2025-11-13T01:45:37Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,504.0,,,,,,,,,,,
506,PT00M29.70S,2025-11-13T01:45:36.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642404,,,1610612741,95,78,2025-11-13T01:45:58Z,4910000,False,,,0,,C. Lanier loose ball personal FOUL (2 PF) (Terry 2 FT),"[1642404, 1631207]",1610612765.0,DET,loose ball,,,Lanier,C. Lanier,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,,,2.0,0.0,Terry,1631207.0
508,PT00M29.70S,2025-11-13T01:46:01.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631207,,,1610612741,95,79,2025-11-13T01:46:01Z,4930000,False,,,0,,D. Terry Free Throw 1 of 2 (1 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
509,PT00M29.70S,2025-11-13T01:46:01.5Z,3,REGULAR,substitution,out,[],1631111,,,1610612741,95,79,2025-11-13T01:46:06Z,4940000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M29.70S,2025-11-13T01:46:01.5Z,3,REGULAR,substitution,out,[],1641752,,,1610612741,95,79,2025-11-13T01:46:06Z,4950000,False,,,0,,SUB out: B. Klintman,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M29.70S,2025-11-13T01:46:01.5Z,3,REGULAR,substitution,in,[],1642450,,,1610612741,95,79,2025-11-13T01:46:06Z,4960000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
