actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
343,PT01M03.00S,2023-11-02T02:10:20.1Z,2,REGULAR,3pt,Jump Shot,[],1629012,4.681340341655716,95.83333333333334,1610612762,76,43,2023-11-02T02:10:24Z,3430000,False,-229.0,-8.0,1,left,C. Sexton 3PT  (13 PTS) (J. Clarkson 3 AST),"[1629012, 203903]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,13.0,Left Corner 3,24+ Left,22.94,J. Clarkson,203903.0,3.0,,,,,,,,,,,
345,PT00M47.40S,2023-11-02T02:10:36.1Z,2,REGULAR,3pt,Jump Shot,[],203935,74.06373193166885,6.862745098039216,1610612763,76,43,2023-11-02T02:10:42Z,3450000,False,-216.0,191.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Missed,,Above the Break 3,24+ Left Center,28.83,,,,,,,,,,,,,,
346,PT00M45.10S,2023-11-02T02:10:38.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,76,43,2023-11-02T02:10:42Z,3460000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,345.0,,,,,,
348,PT00M29.90S,2023-11-02T02:11:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,7.30946123521682,49.754901960784316,1610612762,78,43,2023-11-02T02:11:09Z,3480000,False,1.0,16.0,1,left,K. Olynyk driving Layup (7 PTS),[203482],1610612762.0,UTA,driving,,,Olynyk,K. Olynyk,,,,,,,,Made,7.0,Restricted Area,0-8 Center,1.62,,,,,,,,,,,,,,
349,PT00M11.90S,2023-11-02T02:11:23.0Z,2,REGULAR,3pt,Jump Shot,[],203935,70.12155059132719,75.98039215686273,1610612763,78,46,2023-11-02T02:11:28Z,3490000,False,130.0,228.0,1,right,M. Smart 26' 3PT  (7 PTS) (K. Lofton Jr. 1 AST),"[203935, 1631254]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,7.0,Above the Break 3,24+ Right Center,26.28,K. Lofton Jr.,1631254.0,1.0,,,,,,,,,,,
351,PT00M05.80S,2023-11-02T02:11:34.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612762,78,46,2023-11-02T02:11:46Z,3510000,False,,,0,,M. Smart personal FOUL (3 PF) (Olynyk 2 FT),"[203935, 203482]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,203593.0,3.0,0.0,,,Above the Break 3,24+ Left Center,,,,,Olynyk,203482.0,,,,,,,,,
353,PT00M05.80S,2023-11-02T02:11:58.7Z,2,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,78,46,2023-11-02T02:11:58Z,3530000,False,,,0,,MISS K. Olynyk Free Throw 1 of 2,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
354,PT00M05.80S,2023-11-02T02:11:58.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,78,46,2023-11-02T02:11:58Z,3540000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,,,
355,PT00M05.80S,2023-11-02T02:12:00.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612762,78,46,2023-11-02T02:12:03Z,3550000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M05.80S,2023-11-02T02:12:00.2Z,2,REGULAR,substitution,in,[],1627739,,,1610612762,78,46,2023-11-02T02:12:03Z,3560000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M05.80S,2023-11-02T02:12:17.3Z,2,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,79,46,2023-11-02T02:12:17Z,3570000,False,,,0,,K. Olynyk Free Throw 2 of 2 (8 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
358,PT00M00.00S,2023-11-02T02:12:38.5Z,2,REGULAR,3pt,Jump Shot,[],1631246,93.11760840998686,95.34313725490196,1610612763,79,46,2023-11-02T02:12:43Z,3580000,False,227.0,12.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,Right Corner 3,24+ Right,22.7,,,,,,,,,,,,,,
359,PT00M00.00S,2023-11-02T02:12:38.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,79,46,2023-11-02T02:12:43Z,3590000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,358.0,,,,,,
360,PT00M00.00S,2023-11-02T02:12:42.9Z,2,REGULAR,period,end,[],0,,,1610612763,79,46,2023-11-02T02:12:42Z,3600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,out,['startperiod'],1629012,,,1610612763,79,46,2023-11-02T02:27:38Z,3610000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,out,['startperiod'],203482,,,1610612763,79,46,2023-11-02T02:27:38Z,3620000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,out,['startperiod'],1627739,,,1610612763,79,46,2023-11-02T02:27:38Z,3630000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,out,['startperiod'],1631246,,,1610612763,79,46,2023-11-02T02:27:38Z,3640000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,out,['startperiod'],1631254,,,1610612763,79,46,2023-11-02T02:27:38Z,3650000,False,,,0,,SUB out: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,out,['startperiod'],1631223,,,1610612763,79,46,2023-11-02T02:27:38Z,3660000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612763,79,46,2023-11-02T02:27:38Z,3670000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,in,['startperiod'],1631117,,,1610612763,79,46,2023-11-02T02:27:38Z,3680000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,in,['startperiod'],1629659,,,1610612763,79,46,2023-11-02T02:27:38Z,3690000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,in,['startperiod'],1630533,,,1610612763,79,46,2023-11-02T02:27:38Z,3700000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,79,46,2023-11-02T02:27:38Z,3710000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2023-11-02T02:26:54.0Z,3,REGULAR,substitution,in,['startperiod'],1630214,,,1610612763,79,46,2023-11-02T02:27:38Z,3720000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2023-11-02T02:27:53.6Z,3,REGULAR,period,start,[],0,,,1610612763,79,46,2023-11-02T02:27:53Z,3730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M50.00S,2023-11-02T02:28:03.2Z,3,REGULAR,3pt,Jump Shot,[],1628991,27.414586070959263,75.49019607843137,1610612763,79,46,2023-11-02T02:28:09Z,3740000,False,-127.0,205.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.16,,,,,,,,,,,,,,
375,PT11M46.00S,2023-11-02T02:28:06.6Z,3,REGULAR,rebound,offensive,[],1630533,,,1610612763,79,46,2023-11-02T02:28:06Z,3750000,False,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,374.0,2.0,1.0,1.0,,,
376,PT11M43.00S,2023-11-02T02:28:08.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,30.831143232588698,22.794117647058822,1610612763,79,46,2023-11-02T02:28:14Z,3760000,False,136.0,237.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Missed,,Above the Break 3,24+ Right Center,27.35,,,,,,,,,,,,,,
377,PT11M41.00S,2023-11-02T02:28:10.9Z,3,REGULAR,rebound,offensive,[],1630214,,,1610612763,79,46,2023-11-02T02:28:14Z,3770000,False,,,0,,X. Tillman REBOUND (Off:2 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,376.0,2.0,0.0,2.0,,,
378,PT11M40.00S,2023-11-02T02:28:13.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630214,6.521024967148489,55.63725490196079,1610612763,79,46,2023-11-02T02:30:01Z,3780000,False,-28.0,9.0,1,left,MISS X. Tillman turnaround Hook - blocked,"[1630214, 1631117]",1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,,,,Missed,,Restricted Area,0-8 Center,2.95,,,,,,Kessler,1631117.0,,,,,,,
379,PT11M40.00S,2023-11-02T02:28:13.2Z,3,REGULAR,block,,[],1631117,,,1610612763,79,46,2023-11-02T02:28:39Z,3790000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
380,PT11M40.00S,2023-11-02T02:28:13.2Z,3,REGULAR,rebound,offensive,[],1630214,,,1610612763,79,46,2023-11-02T02:28:18Z,3800000,False,,,0,,X. Tillman REBOUND (Off:3 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,378.0,3.0,0.0,3.0,,,
381,PT11M35.00S,2023-11-02T02:28:20.2Z,3,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,79,46,2023-11-02T02:28:29Z,3810000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,lost ball,,,Bane,D. Bane,,,,,1198.0,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,
382,PT11M15.00S,2023-11-02T02:28:52.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203903,75.1149802890933,26.47058823529412,1610612762,79,46,2023-11-02T02:28:59Z,3820000,False,-118.0,181.0,1,right,MISS J. Clarkson 21' step back Shot,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,,Missed,,Mid-Range,16-24 Left Center,21.62,,,,,,,,,,,,,,
383,PT11M11.00S,2023-11-02T02:28:56.8Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,79,46,2023-11-02T02:28:59Z,3830000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,382.0,2.0,2.0,0.0,,,
384,PT11M03.00S,2023-11-02T02:29:05.4Z,3,REGULAR,3pt,Jump Shot,[],1628991,31.882391590013142,47.794117647058826,1610612763,79,46,2023-11-02T02:29:10Z,3840000,False,11.0,247.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,Above the Break 3,24+ Center,24.74,,,,,,,,,,,,,,
385,PT11M00.00S,2023-11-02T02:29:08.4Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,79,46,2023-11-02T02:29:10Z,3850000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,384.0,4.0,4.0,0.0,,,
386,PT10M54.00S,2023-11-02T02:29:14.4Z,3,REGULAR,3pt,Jump Shot,[],1628381,93.11760840998686,94.6078431372549,1610612762,79,46,2023-11-02T02:29:19Z,3860000,False,223.0,12.0,1,right,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Missed,,Right Corner 3,24+ Right,22.33,,,,,,,,,,,,,,
387,PT10M51.00S,2023-11-02T02:29:17.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612763,79,46,2023-11-02T02:29:19Z,3870000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,386.0,1.0,1.0,0.0,,,
388,PT10M47.00S,2023-11-02T02:29:21.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,20.318659658344284,91.42156862745098,1610612763,79,46,2023-11-02T02:29:30Z,3880000,False,-207.0,138.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.91,,,,,,,,,,,,,,
389,PT10M44.00S,2023-11-02T02:29:24.8Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,79,46,2023-11-02T02:29:30Z,3890000,False,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,388.0,3.0,3.0,0.0,,,
390,PT10M40.00S,2023-11-02T02:29:33.6Z,3,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612762,79,46,2023-11-02T02:31:46Z,3900000,False,,,0,,Z. Williams flagrant-type-1 personal FOUL (2 PF) (Kessler 2 FT),"[1630533, 1631117]",1610612763.0,MEM,flagrant-type-1,,,Williams,Z. Williams,,,,,203593.0,2.0,0.0,,,Above the Break 3,24+ Center,,,,,Kessler,1631117.0,,,,,,,,,
393,PT10M40.00S,2023-11-02T02:32:06.7Z,3,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,79,46,2023-11-02T02:32:25Z,3930000,False,,,0,,MISS W. Kessler flagrant Free Throw 1 of 2,[1631117],1610612762.0,UTA,flagrant,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
394,PT10M40.00S,2023-11-02T02:32:06.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,79,46,2023-11-02T02:32:25Z,3940000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,393.0,,,,,,
395,PT10M40.00S,2023-11-02T02:32:06.7Z,3,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,80,46,2023-11-02T02:32:25Z,3950000,False,,,0,,W. Kessler flagrant Free Throw 2 of 2 (3 PTS),[1631117],1610612762.0,UTA,flagrant,,,Kessler,W. Kessler,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
396,PT10M25.00S,2023-11-02T02:32:54.8Z,3,REGULAR,turnover,3-second-violation,[],1628381,,,1610612762,80,46,2023-11-02T02:33:00Z,3960000,False,,,0,,J. Collins 3-second-violation TURNOVER (1 TO),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,1198.0,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,
397,PT10M16.00S,2023-11-02T02:33:19.5Z,3,REGULAR,foul,personal,[],1631117,,,1610612763,80,46,2023-11-02T02:33:24Z,3970000,False,,,0,,W. Kessler personal FOUL (1 PF),"[1631117, 1628991]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,1146.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,Jackson Jr.,1628991.0,,,,,,,,,
400,PT10M11.00S,2023-11-02T02:35:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,7.966491458607096,56.61764705882353,1610612763,80,48,2023-11-02T02:35:14Z,4000000,False,-33.0,22.0,1,left,J. Jackson Jr. driving Layup (12 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,12.0,Restricted Area,0-8 Center,4.0,,,,,,,,,,,,,,
401,PT09M49.00S,2023-11-02T02:35:31.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.32917214191852,47.794117647058826,1610612762,82,48,2023-11-02T02:35:40Z,4010000,False,-11.0,20.0,1,right,T. Horton-Tucker driving reverse Layup (7 PTS),[1629659],1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,7.0,Restricted Area,0-8 Center,2.25,,,,,,,,,,,,,,
402,PT09M42.00S,2023-11-02T02:35:38.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.5722733245729295,44.85294117647059,1610612763,82,48,2023-11-02T02:35:45Z,4020000,False,26.0,19.0,1,left,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 1631117]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,Restricted Area,0-8 Center,3.18,,,,,,Kessler,1631117.0,,,,,,,
403,PT09M42.00S,2023-11-02T02:35:38.7Z,3,REGULAR,block,,[],1631117,,,1610612763,82,48,2023-11-02T02:35:41Z,4030000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
404,PT09M42.00S,2023-11-02T02:35:38.7Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,82,48,2023-11-02T02:35:45Z,4040000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,402.0,5.0,3.0,2.0,,,
405,PT09M37.00S,2023-11-02T02:35:43.1Z,3,REGULAR,turnover,bad pass,[],1628991,,,1610612763,82,48,2023-11-02T02:35:49Z,4050000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (2 TO),"[1628991, 1628374]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Markkanen,1628374.0
406,PT09M37.00S,2023-11-02T02:35:43.1Z,3,REGULAR,steal,,[],1628374,,,1610612762,82,48,2023-11-02T02:35:45Z,4060000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
407,PT09M32.00S,2023-11-02T02:35:48.6Z,3,REGULAR,turnover,bad pass,[],1629659,,,1610612762,82,48,2023-11-02T02:35:53Z,4070000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (4 TO),"[1629659, 203935]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,4.0,Smart,203935.0
408,PT09M32.00S,2023-11-02T02:35:48.6Z,3,REGULAR,steal,,[],203935,,,1610612763,82,48,2023-11-02T02:35:50Z,4080000,False,,,0,,M. Smart STEAL (4 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
409,PT09M29.00S,2023-11-02T02:35:51.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,5.863994743758213,46.81372549019608,1610612763,82,50,2023-11-02T02:35:59Z,4090000,False,16.0,3.0,1,left,D. Bane Layup (18 PTS) (M. Smart 4 AST),"[1630217, 203935]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,18.0,Restricted Area,0-8 Center,1.61,M. Smart,203935.0,4.0,,,,,,,,,,,
411,PT09M18.00S,2023-11-02T02:36:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,93.51182654402102,54.41176470588235,1610612762,82,50,2023-11-02T02:36:08Z,4110000,False,22.0,8.0,1,right,MISS W. Kessler Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,Restricted Area,0-8 Center,2.37,,,,,,,,,,,,,,
412,PT09M15.00S,2023-11-02T02:36:04.9Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,82,50,2023-11-02T02:36:08Z,4120000,False,,,0,,X. Tillman REBOUND (Off:3 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,411.0,4.0,1.0,3.0,,,
413,PT08M59.00S,2023-11-02T02:36:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,9.937582128777924,41.911764705882355,1610612763,82,50,2023-11-02T02:38:38Z,4130000,False,40.0,41.0,1,left,MISS X. Tillman driving Layup,[1630214],1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,5.75,,,,,,,,,,,,,,
414,PT08M57.00S,2023-11-02T02:36:23.0Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,82,50,2023-11-02T02:36:25Z,4140000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:5),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,413.0,5.0,5.0,0.0,,,
415,PT08M51.00S,2023-11-02T02:36:28.6Z,3,REGULAR,3pt,Jump Shot,[],203903,67.7562417871222,61.029411764705884,1610612762,82,50,2023-11-02T02:36:35Z,4150000,False,55.0,251.0,1,right,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,,Missed,,Above the Break 3,24+ Center,25.66,,,,,,,,,,,,,,
416,PT08M47.00S,2023-11-02T02:36:32.6Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,82,50,2023-11-02T02:36:35Z,4160000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:8),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,415.0,9.0,8.0,1.0,,,
418,PT08M39.00S,2023-11-02T02:37:09.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,65.78515111695138,40.44117647058824,1610612762,82,50,2023-11-02T02:37:14Z,4180000,False,-48.0,269.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Missed,,Above the Break 3,24+ Center,27.33,,,,,,,,,,,,,,
419,PT08M35.00S,2023-11-02T02:37:13.7Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,82,50,2023-11-02T02:37:14Z,4190000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,418.0,6.0,4.0,2.0,,,
420,PT08M28.00S,2023-11-02T02:37:20.6Z,3,REGULAR,3pt,Jump Shot,[],1628991,30.831143232588698,70.09803921568627,1610612763,82,53,2023-11-02T02:37:25Z,4200000,False,-100.0,237.0,1,left,J. Jackson Jr. 25' 3PT  (15 PTS) (M. Smart 5 AST),"[1628991, 203935]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,15.0,Above the Break 3,24+ Left Center,25.77,M. Smart,203935.0,5.0,,,,,,,,,,,
422,PT08M06.00S,2023-11-02T02:37:42.1Z,3,REGULAR,turnover,bad pass,[],1629659,,,1610612762,82,53,2023-11-02T02:37:46Z,4220000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (5 TO),"[1629659, 1630214]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,5.0,Tillman,1630214.0
423,PT08M06.00S,2023-11-02T02:37:42.1Z,3,REGULAR,steal,,[],1630214,,,1610612763,82,53,2023-11-02T02:37:44Z,4230000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
424,PT08M02.00S,2023-11-02T02:37:50.3Z,3,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612763,82,53,2023-11-02T02:38:03Z,4240000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Bane 2 FT),"[1631117, 1630217]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,203593.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,Bane,1630217.0,,,,,,,,,
