actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
451,PT00M47.30S,2022-03-17T00:47:09.4Z,3,REGULAR,rebound,defensive,[],201599,,,1610612755,87,85,2022-03-17T00:47:13Z,4400000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,450.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
452,PT00M32.20S,2022-03-17T00:47:24.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.99277266754271,60.049019607843135,1610612755,87,85,2022-03-17T00:47:32Z,4410000,50.0,60.0,1,right,MISS J. Harden 7' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,7.85,Missed,,,,,,,,,,,,,,,,,,,
453,PT00M30.00S,2022-03-17T00:47:26.7Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612739,87,85,2022-03-17T00:47:26Z,4420000,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,452.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
454,PT00M11.50S,2022-03-17T00:47:45.1Z,3,REGULAR,3pt,Jump Shot,[],201567,29.77989487516426,27.941176470588236,1610612739,90,85,2022-03-17T00:47:51Z,4430000,110.0,227.0,1,left,K. Love 25' 3PT  (7 PTS) (C. LeVert 7 AST),"[201567, 1627747]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.27,Made,,,,,7.0,,,,,,,,C. LeVert,1627747.0,7.0,,,,
456,PT00M00.00S,2022-03-17T00:48:02.1Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,90,85,2022-03-17T00:48:09Z,4450000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1629650]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,3.0,Brown,1629650.0,
457,PT00M00.00S,2022-03-17T00:48:02.1Z,3,REGULAR,steal,,[],1629650,,,1610612739,90,85,2022-03-17T00:48:04Z,4460000,,,0,,M. Brown STEAL (2 STL),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M00.00S,2022-03-17T00:48:08.0Z,3,REGULAR,period,end,[],0,,,1610612739,90,85,2022-03-17T00:48:08Z,4470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-03-17T00:48:25.1Z,4,REGULAR,substitution,out,['startperiod'],201980,,,1610612739,90,85,2022-03-17T00:50:52Z,4480000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-03-17T00:48:25.1Z,4,REGULAR,substitution,out,['startperiod'],1627777,,,1610612739,90,85,2022-03-17T00:50:52Z,4490000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-03-17T00:48:25.1Z,4,REGULAR,substitution,in,['startperiod'],202699,,,1610612739,90,85,2022-03-17T00:50:52Z,4500000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2022-03-17T00:48:25.1Z,4,REGULAR,substitution,in,['startperiod'],1630198,,,1610612739,90,85,2022-03-17T00:50:52Z,4510000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-03-17T00:50:53.1Z,4,REGULAR,period,start,[],0,,,1610612739,90,85,2022-03-17T00:50:53Z,4520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT11M38.00S,2022-03-17T00:51:16.2Z,4,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612739,90,85,2022-03-17T00:51:24Z,4530000,,,0,,I. Joe shooting personal FOUL (1 PF) (Goodwin 2 FT),"[1630198, 1629164]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,,,,,202058.0,1.0,0.0,Goodwin,1629164.0,,,,,,,,,
466,PT11M38.00S,2022-03-17T00:51:40.8Z,4,REGULAR,freethrow,1 of 2,[],1629164,,,1610612739,90,85,2022-03-17T00:51:58Z,4550000,,,0,,MISS B. Goodwin Free Throw 1 of 2,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
467,PT11M38.00S,2022-03-17T00:51:40.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,90,85,2022-03-17T00:51:58Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,466.0,,,,,,,,,,,,,,,,,,
468,PT11M38.00S,2022-03-17T00:51:40.8Z,4,REGULAR,freethrow,2 of 2,[],1629164,,,1610612739,90,85,2022-03-17T00:51:58Z,4570000,,,0,,MISS B. Goodwin Free Throw 2 of 2,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
469,PT11M35.00S,2022-03-17T00:51:43.8Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,90,85,2022-03-17T00:51:58Z,4580000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,468.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
470,PT11M25.00S,2022-03-17T00:52:10.1Z,4,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612755,90,85,2022-03-17T00:52:17Z,4590000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Harden 2 FT),"[1627747, 201935]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,202058.0,1.0,0.0,Harden,201935.0,,,,,,,,,
472,PT11M25.00S,2022-03-17T00:52:41.9Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,90,85,2022-03-17T00:52:41Z,4610000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
473,PT11M25.00S,2022-03-17T00:52:41.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,90,85,2022-03-17T00:52:41Z,4620000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,
474,PT11M25.00S,2022-03-17T00:52:44.3Z,4,REGULAR,substitution,out,[],1627747,,,1610612755,90,85,2022-03-17T00:52:52Z,4630000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M25.00S,2022-03-17T00:52:44.3Z,4,REGULAR,substitution,out,[],1629685,,,1610612755,90,85,2022-03-17T00:52:52Z,4640000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M25.00S,2022-03-17T00:52:44.3Z,4,REGULAR,substitution,in,[],1630171,,,1610612755,90,85,2022-03-17T00:52:52Z,4650000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT11M25.00S,2022-03-17T00:52:44.3Z,4,REGULAR,substitution,in,[],1629636,,,1610612755,90,85,2022-03-17T00:52:52Z,4660000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M25.00S,2022-03-17T00:53:06.1Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,90,86,2022-03-17T00:53:06Z,4670000,,,0,,J. Harden Free Throw 2 of 2 (13 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
479,PT11M10.00S,2022-03-17T00:53:27.5Z,4,REGULAR,foul,personal,[],201935,,,1610612739,90,86,2022-03-17T00:53:34Z,4680000,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1630171]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,203593.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,
481,PT10M56.00S,2022-03-17T00:53:58.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,5.469776609724048,53.92156862745098,1610612739,90,86,2022-03-17T00:54:04Z,4700000,-20.0,-1.0,1,left,MISS M. Brown Layup,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,,
482,PT10M54.00S,2022-03-17T00:54:00.6Z,4,REGULAR,rebound,defensive,[],201599,,,1610612755,90,86,2022-03-17T01:00:16Z,4710000,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,481.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
483,PT10M39.00S,2022-03-17T00:54:15.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630198,84.57621550591328,53.431372549019606,1610612755,90,86,2022-03-17T00:54:23Z,4720000,17.0,92.0,1,right,MISS I. Joe 9' Jump Shot,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,9.41,Missed,,,,,,,,,,,,,,,,,,,
484,PT10M34.00S,2022-03-17T00:54:20.7Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612739,90,86,2022-03-17T00:54:23Z,4730000,,,0,,M. Brown REBOUND (Off:0 Def:2),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,483.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
485,PT10M24.00S,2022-03-17T00:54:29.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,12.565703022339028,53.67647058823529,1610612739,90,86,2022-03-17T00:54:36Z,4740000,-18.0,66.0,1,left,MISS D. Garland 6' driving floating Shot - blocked,"[1629636, 1629680]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,6.81,Missed,,,,,,,,,,,Thybulle,1629680.0,,,,,,,
486,PT10M24.00S,2022-03-17T00:54:29.4Z,4,REGULAR,block,,[],1629680,,,1610612739,90,86,2022-03-17T00:54:32Z,4750000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M21.00S,2022-03-17T00:54:32.4Z,4,REGULAR,rebound,defensive,[],201599,,,1610612755,90,86,2022-03-17T00:54:36Z,4760000,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,485.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
488,PT10M11.00S,2022-03-17T00:54:43.1Z,4,REGULAR,3pt,Jump Shot,[],202699,70.90998685939553,20.098039215686274,1610612755,90,89,2022-03-17T00:54:50Z,4770000,-150.0,221.0,1,right,T. Harris 26' 3PT  (19 PTS) (J. Harden 8 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.67,Made,,,,,19.0,,,,,,,,J. Harden,201935.0,8.0,,,,
490,PT09M58.00S,2022-03-17T00:54:58.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,12.959921156373195,38.72549019607843,1610612739,90,89,2022-03-17T00:56:52Z,4790000,56.0,69.0,1,left,MISS D. Garland 8' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,8.94,Missed,,,,,,,,,,,,,,,,,,,
491,PT09M56.00S,2022-03-17T00:55:00.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,90,89,2022-03-17T00:56:52Z,4800000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,,
501,PT09M56.00S,2022-03-17T00:55:03.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,90,89,2022-03-17T00:57:02Z,4805000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT09M56.00S,2022-03-17T00:55:08.0Z,4,REGULAR,substitution,out,[],1629650,,,1610612755,90,89,2022-03-17T00:55:15Z,4810000,,,0,,SUB out: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M56.00S,2022-03-17T00:55:08.0Z,4,REGULAR,substitution,in,[],1630596,,,1610612755,90,89,2022-03-17T00:55:15Z,4820000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M42.00S,2022-03-17T00:55:40.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,93.77463863337714,49.26470588235294,1610612755,90,91,2022-03-17T00:55:49Z,4830000,-4.0,6.0,1,right,D. Jordan alley-oop DUNK (4 PTS) (J. Harden 9 AST),"[201599, 201935]",1610612755.0,PHI,alley-oop,,,Jordan,D. Jordan,,,,,0.7,Made,,,,,4.0,,,,,,,,J. Harden,201935.0,9.0,,,,
496,PT09M19.00S,2022-03-17T00:56:05.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,17.69053876478318,48.03921568627451,1610612739,92,91,2022-03-17T00:56:12Z,4850000,10.0,114.0,1,left,B. Goodwin 11' driving floating Jump Shot (7 PTS),[1629164],1610612739.0,CLE,driving floating,,,Goodwin,B. Goodwin,,,,,11.42,Made,,,,,7.0,,,,,,,,,,,,,,
497,PT09M19.00S,2022-03-17T00:56:08.8Z,4,REGULAR,foul,personal,['1freethrow'],1630198,,,1610612739,92,91,2022-03-17T00:56:16Z,4860000,,,0,,I. Joe shooting personal FOUL (2 PF) (Goodwin 1 FT),"[1630198, 1629164]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,,,,,202058.0,2.0,0.0,Goodwin,1629164.0,,,,,,,,,
499,PT09M19.00S,2022-03-17T00:56:30.4Z,4,REGULAR,freethrow,1 of 1,[],1629164,,,1610612739,93,91,2022-03-17T00:56:30Z,4880000,,,0,,B. Goodwin Free Throw 1 of 1 (8 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
500,PT08M59.00S,2022-03-17T00:56:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,86.41590013140605,44.85294117647059,1610612755,93,93,2022-03-17T00:56:59Z,4890000,-26.0,75.0,1,right,J. Harden 7' driving floating Jump Shot (15 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,7.95,Made,,,,,15.0,,,,,,,,,,,,,,
502,PT08M39.00S,2022-03-17T00:57:15.9Z,4,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,93,93,2022-03-17T00:57:26Z,4900000,,,0,,D. Garland lost ball out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,lost ball,,,Garland,D. Garland,,,,,,,,,,,,203593.0,,,,,,,,,,1.0,,,
503,PT08M27.00S,2022-03-17T00:57:36.8Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,93,93,2022-03-17T00:57:43Z,4910000,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 1629164]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,4.0,Goodwin,1629164.0,
504,PT08M27.00S,2022-03-17T00:57:36.8Z,4,REGULAR,steal,,[],1629164,,,1610612739,93,93,2022-03-17T00:57:40Z,4920000,,,0,,B. Goodwin STEAL (1 STL),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M20.00S,2022-03-17T00:57:44.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201567,24.129434954007884,12.009803921568627,1610612739,93,93,2022-03-17T00:57:50Z,4930000,190.0,174.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
506,PT08M16.00S,2022-03-17T00:57:48.0Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,93,93,2022-03-17T00:57:50Z,4940000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,505.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
507,PT08M08.00S,2022-03-17T00:57:56.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,92.85479632063075,37.00980392156863,1610612755,93,93,2022-03-17T00:58:02Z,4950000,-65.0,15.0,1,right,MISS T. Harris 6' driving floating Shot - blocked,"[202699, 1630596]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,6.66,Missed,,,,,,,,,,,Mobley,1630596.0,,,,,,,
514,PT08M08.00S,2022-03-17T00:57:56.1Z,4,REGULAR,block,,[],1630596,,,1610612755,93,93,2022-03-17T00:59:03Z,4955000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M06.00S,2022-03-17T00:57:58.1Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,93,93,2022-03-17T00:58:02Z,4960000,,,0,,E. Mobley REBOUND (Off:1 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,507.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
509,PT08M04.00S,2022-03-17T00:58:00.5Z,4,REGULAR,turnover,bad pass,[],1630596,,,1610612739,93,93,2022-03-17T00:58:06Z,4970000,,,0,,E. Mobley bad pass TURNOVER (3 TO),"[1630596, 201935]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,3.0,Harden,201935.0,
510,PT08M04.00S,2022-03-17T00:58:00.5Z,4,REGULAR,steal,,[],201935,,,1610612755,93,93,2022-03-17T00:58:03Z,4980000,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M59.00S,2022-03-17T00:58:05.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,75.24638633377135,11.029411764705882,1610612755,93,93,2022-03-17T00:58:18Z,4990000,-195.0,180.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
512,PT07M56.00S,2022-03-17T00:58:07.8Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,93,93,2022-03-17T00:58:07Z,5000000,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,511.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
513,PT07M55.00S,2022-03-17T00:58:14.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,93,93,2022-03-17T00:58:14Z,5010000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M55.00S,2022-03-17T00:59:14.1Z,4,REGULAR,substitution,out,[],1629164,,,1610612739,93,93,2022-03-17T01:01:03Z,5020000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT07M55.00S,2022-03-17T00:59:14.1Z,4,REGULAR,substitution,out,[],1630596,,,1610612739,93,93,2022-03-17T01:01:03Z,5030000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT07M55.00S,2022-03-17T00:59:14.1Z,4,REGULAR,substitution,out,[],1630198,,,1610612739,93,93,2022-03-17T01:01:03Z,5040000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT07M55.00S,2022-03-17T00:59:14.1Z,4,REGULAR,substitution,in,[],1630205,,,1610612739,93,93,2022-03-17T01:01:03Z,5050000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M55.00S,2022-03-17T00:59:14.1Z,4,REGULAR,substitution,in,[],1628374,,,1610612739,93,93,2022-03-17T01:01:03Z,5060000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M55.00S,2022-03-17T00:59:14.1Z,4,REGULAR,substitution,in,[],1630178,,,1610612739,93,93,2022-03-17T01:01:03Z,5070000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M45.00S,2022-03-17T01:01:29.4Z,4,REGULAR,3pt,Jump Shot,[],201567,30.305519053876477,69.36274509803921,1610612739,96,93,2022-03-17T01:01:35Z,5080000,-97.0,232.0,1,left,K. Love 25' 3PT  (10 PTS) (D. Garland 6 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.18,Made,,,,,10.0,,,,,,,,D. Garland,1629636.0,6.0,,,,
523,PT07M23.00S,2022-03-17T01:01:51.8Z,4,REGULAR,turnover,lost ball,[],202699,,,1610612755,96,93,2022-03-17T01:02:11Z,5100000,,,0,,T. Harris lost ball TURNOVER (2 TO),"[202699, 201567]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,2.0,Love,201567.0,
524,PT07M23.00S,2022-03-17T01:01:51.8Z,4,REGULAR,steal,,[],201567,,,1610612739,96,93,2022-03-17T01:01:54Z,5110000,,,0,,K. Love STEAL (1 STL),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M20.00S,2022-03-17T01:02:02.3Z,4,REGULAR,foul,personal,[],202699,,,1610612739,96,93,2022-03-17T01:02:07Z,5120000,,,0,,T. Harris personal FOUL (4 PF),"[202699, 201567]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,200834.0,4.0,1.0,Love,201567.0,,,,,,,,,
527,PT07M20.00S,2022-03-17T01:02:17.9Z,4,REGULAR,substitution,out,[],201599,,,1610612739,96,93,2022-03-17T01:02:21Z,5140000,,,0,,SUB out: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M20.00S,2022-03-17T01:02:17.9Z,4,REGULAR,substitution,in,[],203954,,,1610612739,96,93,2022-03-17T01:02:21Z,5150000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M53.00S,2022-03-17T01:02:56.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630205,23.99802890932983,35.53921568627451,1610612739,96,93,2022-03-17T01:03:08Z,5160000,72.0,173.0,1,left,MISS L. Stevens 18' pullup Shot,[1630205],1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,18.76,Missed,,,,,,,,,,,,,,,,,,,
530,PT06M51.00S,2022-03-17T01:02:58.7Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,96,93,2022-03-17T01:02:58Z,5170000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,529.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
531,PT06M42.00S,2022-03-17T01:03:07.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,76.42904073587385,87.5,1610612755,96,96,2022-03-17T01:03:13Z,5180000,188.0,169.0,1,right,T. Maxey 25' 3PT  (20 PTS) (J. Harden 10 AST),"[1630178, 201935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.25,Made,,,,,20.0,,,,,,,,J. Harden,201935.0,10.0,,,,
533,PT06M26.00S,2022-03-17T01:03:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.863994743758213,49.26470588235294,1610612739,98,96,2022-03-17T01:03:30Z,5200000,4.0,3.0,1,left,D. Garland driving Layup (18 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,0.45,Made,,,,,18.0,,,,,,,,,,,,,,
534,PT06M00.00S,2022-03-17T01:03:53.2Z,4,REGULAR,2pt,Jump Shot,[],203954,77.21747700394218,33.82352941176471,1610612755,98,98,2022-03-17T01:03:59Z,5210000,-81.0,162.0,1,right,J. Embiid 18' step back Jump Shot (29 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,18.08,Made,,,,,29.0,,,,,,,,,,,,,,
535,PT06M00.00S,2022-03-17T01:03:56.3Z,4,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612755,98,98,2022-03-17T01:04:11Z,5220000,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Embiid 1 FT),"[1628374, 203954]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,200834.0,2.0,0.0,Embiid,203954.0,,,,,,,,,
537,PT06M00.00S,2022-03-17T01:04:03.8Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,98,98,2022-03-17T01:04:09Z,5240000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M00.00S,2022-03-17T01:04:03.8Z,4,REGULAR,substitution,in,[],1627777,,,1610612755,98,98,2022-03-17T01:04:09Z,5250000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M00.00S,2022-03-17T01:04:28.3Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,98,99,2022-03-17T01:04:28Z,5260000,,,0,,J. Embiid Free Throw 1 of 1 (30 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,30.0,,,,,,,,,,,,,,
540,PT05M41.00S,2022-03-17T01:04:49.8Z,4,REGULAR,3pt,Jump Shot,[],1628374,4.28712220762155,4.6568627450980395,1610612739,98,99,2022-03-17T01:04:55Z,5270000,227.0,-12.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,,
