actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
511,PT01M16.00S,2026-01-16T03:17:23.3Z,3,REGULAR,3pt,Jump Shot,[],1641729,16.63929040735874,5.147058823529411,1610612762,110,72,2026-01-16T03:17:31Z,5090000,False,224.0,104.0,1,left,MISS B. Sensabaugh 24' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,24.72,Missed,,,,,,,,,,,,,,,
512,PT01M13.00S,2026-01-16T03:17:26.3Z,3,REGULAR,rebound,offensive,[],1642846,,,1610612762,110,72,2026-01-16T03:36:26Z,5100000,False,,,0,,A. Bailey REBOUND (Off:3 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,511.0,,,5.0,2.0,3.0,,,,,
612,PT01M13.00S,2026-01-16T03:17:28.6Z,3,REGULAR,turnover,lost ball,[],1642846,,,1610612762,110,72,2026-01-16T03:37:07Z,5105000,False,,,0,,A. Bailey lost ball TURNOVER (2 TO),"[1642846, 1630526]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,2.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,
613,PT01M13.00S,2026-01-16T03:17:28.6Z,3,REGULAR,steal,,[],1630526,,,1610612742,110,72,2026-01-16T03:36:57Z,5107500,False,,,0,,J. Robinson-Earl STEAL (2 STL),[1630526],1610612742.0,DAL,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
513,PT01M06.00S,2026-01-16T03:17:33.9Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642939,95.22010512483574,96.07843137254902,1610612742,110,72,2026-01-16T03:36:57Z,5110000,False,230.0,-8.0,1,right,MISS M. Kelly running 3PT,[1642939],1610612742.0,DAL,running,,,Kelly,M. Kelly,,,,,Right Corner 3,24+ Right,,,,23.05,Missed,,,,,,,,,,,,,,,
514,PT01M04.00S,2026-01-16T03:17:35.9Z,3,REGULAR,rebound,defensive,[],1641707,,,1610612762,110,72,2026-01-16T03:17:39Z,5120000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:3),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,,,,,,,,513.0,,,3.0,3.0,0.0,,,,,
515,PT00M59.90S,2026-01-16T03:17:41.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641729,5.469776609724048,46.32352941176471,1610612762,110,74,2026-01-16T03:17:47Z,5130000,False,18.0,-1.0,1,left,B. Sensabaugh running Layup (8 PTS) (K. Anderson 3 AST),"[1641729, 203937]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,1.84,Made,8.0,K. Anderson,203937.0,3.0,,,,,,,,,,,
517,PT00M46.20S,2026-01-16T03:17:56.9Z,3,REGULAR,2pt,Jump Shot,[],202691,78.60134691195795,54.189644607843135,1610612742,110,74,2026-01-16T03:18:20Z,5150000,False,21.0,149.0,1,right,MISS K. Thompson 15' step back Shot,[202691],1610612742.0,DAL,step back,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,,,,15.01,Missed,,,,,,,,,,,,,,,
518,PT00M43.80S,2026-01-16T03:17:59.3Z,3,REGULAR,rebound,defensive,[],1641729,,,1610612762,110,74,2026-01-16T03:18:03Z,5160000,False,,,0,,B. Sensabaugh REBOUND (Off:2 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Center,,,,,,,,,,517.0,,,5.0,3.0,2.0,,,,,
519,PT00M38.50S,2026-01-16T03:18:05.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641729,11.251642575558476,39.950980392156865,1610612762,110,76,2026-01-16T03:23:13Z,5170000,False,50.0,53.0,1,left,B. Sensabaugh 7' running Layup (10 PTS),[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,7.32,Made,10.0,,,,,,,,,,,,,,
520,PT00M21.90S,2026-01-16T03:18:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,92.9862023653088,51.9607843137255,1610612742,112,76,2026-01-16T03:18:32Z,5180000,False,10.0,13.0,1,right,K. Thompson driving reverse Layup (23 PTS),[202691],1610612742.0,DAL,driving reverse,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,1.66,Made,23.0,,,,,,,,,,,,,,
521,PT00M04.80S,2026-01-16T03:18:53.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642383,7.5722733245729295,53.67647058823529,1610612762,112,76,2026-01-16T03:19:05Z,5190000,False,-18.0,19.0,1,left,MISS W. Clayton Jr. driving Layup - blocked,"[1642383, 1630619]",1610612762.0,UTA,driving,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,2.62,Missed,,,,,,Cisse,1630619.0,,,,,,,,
522,PT00M04.80S,2026-01-16T03:18:53.0Z,3,REGULAR,block,,[],1630619,,,1610612762,112,76,2026-01-16T03:18:57Z,5200000,False,,,0,,M. Cisse BLOCK (2 BLK),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
523,PT00M03.80S,2026-01-16T03:18:54.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,112,76,2026-01-16T03:19:05Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,521.0,,,,,,,,,,
526,PT00M01.70S,2026-01-16T03:19:19.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642846,8.886333771353483,2.941176470588235,1610612762,112,79,2026-01-16T03:19:25Z,5240000,False,235.0,31.0,1,left,A. Bailey 3PT  (13 PTS) (W. Clayton Jr. 5 AST),"[1642846, 1642383]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Right Corner 3,24+ Right,,,,23.73,Made,13.0,W. Clayton Jr.,1642383.0,5.0,,,,,,,,,,,
528,PT00M00.30S,2026-01-16T03:19:26.6Z,3,REGULAR,heave,,[],0,,,1610612742,112,79,2026-01-16T03:54:47Z,5260000,False,,,0,,DAL Heave,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,61.54,,,,,,,,,,,,,,,,
529,PT00M00.10S,2026-01-16T03:19:26.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,112,79,2026-01-16T03:19:40Z,5270000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,528.0,,,,,,,,,,
530,PT00M00.00S,2026-01-16T03:19:33.5Z,3,REGULAR,period,end,[],0,,,1610612742,112,79,2026-01-16T03:19:33Z,5280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2026-01-16T03:19:36.4Z,4,REGULAR,substitution,out,['startperiod'],1630619,,,1610612742,112,79,2026-01-16T03:22:19Z,5290000,False,,,0,,SUB out: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-01-16T03:19:36.4Z,4,REGULAR,substitution,out,['startperiod'],1641707,,,1610612742,112,79,2026-01-16T03:22:19Z,5300000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-01-16T03:19:36.4Z,4,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,112,79,2026-01-16T03:22:19Z,5310000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2026-01-16T03:19:36.4Z,4,REGULAR,substitution,in,['startperiod'],1642262,,,1610612742,112,79,2026-01-16T03:22:19Z,5320000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2026-01-16T03:23:07.6Z,4,REGULAR,period,start,[],0,,,1610612742,112,79,2026-01-16T03:23:07Z,5330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M44.00S,2026-01-16T03:23:44.9Z,4,REGULAR,turnover,bad pass,[],202691,,,1610612742,112,79,2026-01-16T03:23:55Z,5350000,False,,,0,,K. Thompson bad pass TURNOVER (2 TO),"[202691, 203937]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,2.0,Anderson,203937.0,,,,,,,,,,,,,,,,,
538,PT11M44.00S,2026-01-16T03:23:44.9Z,4,REGULAR,steal,,[],203937,,,1610612762,112,79,2026-01-16T03:23:48Z,5360000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
539,PT11M40.00S,2026-01-16T03:23:49.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641729,6.652431011826544,50.73529411764706,1610612762,112,81,2026-01-16T03:24:17Z,5370000,False,-4.0,10.0,1,left,B. Sensabaugh running Layup (12 PTS) (W. Clayton Jr. 6 AST),"[1641729, 1642383]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,1.07,Made,12.0,W. Clayton Jr.,1642383.0,6.0,,,,,,,,,,,
541,PT11M31.00S,2026-01-16T03:23:58.3Z,4,REGULAR,3pt,Jump Shot,[],1630526,94.82588699080158,3.1862745098039214,1610612742,115,81,2026-01-16T03:24:06Z,5390000,False,-234.0,-4.0,1,right,J. Robinson-Earl 3PT  (10 PTS) (K. Thompson 6 AST),"[1630526, 202691]",1610612742.0,DAL,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,,23.41,Made,10.0,K. Thompson,202691.0,6.0,,,,,,,,,,,
543,PT11M18.00S,2026-01-16T03:24:10.7Z,4,REGULAR,2pt,Jump Shot,[],1642383,5.995400788436268,73.2843137254902,1610612762,115,83,2026-01-16T03:24:14Z,5410000,False,-116.0,4.0,1,left,W. Clayton Jr. 11' step back Jump Shot (6 PTS),[1642383],1610612762.0,UTA,step back,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,8-16 Left,,,,11.65,Made,6.0,,,,,,,,,,,,,,
544,PT11M08.00S,2026-01-16T03:24:21.2Z,4,REGULAR,2pt,Jump Shot,[],1642948,76.16622864651774,46.81372549019608,1610612742,115,83,2026-01-16T03:24:25Z,5420000,False,-16.0,172.0,1,right,MISS R. Nembhard 17' pullup Shot,[1642948],1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,Mid-Range,16-24 Center,,,,17.22,Missed,,,,,,,,,,,,,,,
545,PT11M06.00S,2026-01-16T03:24:23.1Z,4,REGULAR,rebound,offensive,[],203939,,,1610612742,115,83,2026-01-16T03:24:23Z,5430000,False,,,0,,D. Powell REBOUND (Off:1 Def:4),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,,,544.0,,,5.0,4.0,1.0,,,,,
546,PT11M03.00S,2026-01-16T03:24:26.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642939,77.4802890932983,86.76470588235294,1610612742,115,83,2026-01-16T03:24:30Z,5440000,False,184.0,159.0,1,right,MISS M. Kelly 24' 3PT,[1642939],1610612742.0,DAL,,,,Kelly,M. Kelly,,,,,Above the Break 3,24+ Right Center,,,,24.32,Missed,,,,,,,,,,,,,,,
547,PT11M00.00S,2026-01-16T03:24:29.1Z,4,REGULAR,rebound,defensive,[],203937,,,1610612762,115,83,2026-01-16T03:24:30Z,5450000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,546.0,,,3.0,2.0,1.0,,,,,
548,PT10M54.00S,2026-01-16T03:24:35.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203937,7.5722733245729295,36.76470588235294,1610612762,115,83,2026-01-16T03:29:43Z,5460000,False,66.0,19.0,1,left,MISS K. Anderson 6' running Layup,[203937],1610612762.0,UTA,running,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.88,Missed,,,,,,,,,,,,,,,
549,PT10M52.00S,2026-01-16T03:24:37.0Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,115,83,2026-01-16T03:24:38Z,5470000,False,,,0,,D. Powell REBOUND (Off:1 Def:5),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,548.0,,,6.0,5.0,1.0,,,,,
550,PT10M47.00S,2026-01-16T03:24:42.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202691,96.00854139290408,95.58823529411765,1610612742,118,83,2026-01-16T04:45:02Z,5480000,False,228.0,-15.0,1,right,K. Thompson 3PT running (26 PTS) (M. Kelly 1 AST),"[202691, 1642939]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,22.84,Made,26.0,M. Kelly,1642939.0,1.0,,,,,,,,,,,
552,PT10M24.00S,2026-01-16T03:25:05.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,10.988830486202366,63.970588235294116,1610612762,118,85,2026-01-16T03:25:09Z,5500000,False,-70.0,51.0,1,left,B. Sensabaugh 8' driving floating Jump Shot (14 PTS) (K. Anderson 4 AST),"[1641729, 203937]",1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,,,,8.64,Made,14.0,K. Anderson,203937.0,4.0,,,,,,,,,,,
554,PT10M13.00S,2026-01-16T03:25:15.8Z,4,REGULAR,3pt,Jump Shot,[],202691,77.08607095926413,10.784313725490197,1610612742,118,85,2026-01-16T03:25:19Z,5520000,False,-196.0,163.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.49,Missed,,,,,,,,,,,,,,,
555,PT10M11.00S,2026-01-16T03:25:17.8Z,4,REGULAR,rebound,defensive,[],203937,,,1610612762,118,85,2026-01-16T03:25:19Z,5530000,False,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,554.0,,,4.0,3.0,1.0,,,,,
556,PT10M04.00S,2026-01-16T03:25:25.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641729,15.850854139290407,94.36274509803921,1610612762,118,88,2026-01-16T03:32:09Z,5540000,False,-222.0,96.0,1,left,B. Sensabaugh 24' 3PT running pullup (17 PTS) (K. Anderson 5 AST),"[1641729, 203937]",1610612762.0,UTA,running pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,24.19,Made,17.0,K. Anderson,203937.0,5.0,,,,,,,,,,,
558,PT09M55.00S,2026-01-16T03:25:37.1Z,4,REGULAR,foul,offensive,[],203939,,,1610612742,118,88,2026-01-16T03:25:43Z,5560000,False,,,0,,D. Powell off-the-ball offensive FOUL (1 PF),"[203939, 1641729]",1610612742.0,DAL,off-the-ball,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Sensabaugh,1641729.0
560,PT09M55.00S,2026-01-16T03:25:37.1Z,4,REGULAR,turnover,offensive foul,[],203939,,,1610612742,118,88,2026-01-16T03:25:37Z,5580000,False,,,0,,D. Powell offensive foul TURNOVER (2 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,,,,,,1627526.0,,,,
561,PT09M55.00S,2026-01-16T03:25:43.1Z,4,REGULAR,substitution,out,[],1642948,,,1610612762,118,88,2026-01-16T03:25:56Z,5590000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M55.00S,2026-01-16T03:25:43.1Z,4,REGULAR,substitution,out,[],202691,,,1610612762,118,88,2026-01-16T03:25:56Z,5600000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M55.00S,2026-01-16T03:25:43.1Z,4,REGULAR,substitution,in,[],1630702,,,1610612762,118,88,2026-01-16T03:25:56Z,5610000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M55.00S,2026-01-16T03:25:43.1Z,4,REGULAR,substitution,in,[],1630314,,,1610612762,118,88,2026-01-16T03:25:56Z,5620000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M41.00S,2026-01-16T03:26:14.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642846,4.812746386333772,47.30392156862745,1610612762,118,90,2026-01-16T03:26:17Z,5630000,False,13.0,-7.0,1,left,A. Bailey DUNK (15 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,1.53,Made,15.0,,,,,,,,,,,,,,
566,PT09M30.00S,2026-01-16T03:26:24.8Z,4,REGULAR,3pt,Jump Shot,[],1630702,68.67608409986859,29.901960784313726,1610612742,118,90,2026-01-16T03:26:28Z,5640000,False,-100.0,242.0,1,right,MISS J. Hardy 26' pullup 3PT,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,26.19,Missed,,,,,,,,,,,,,,,
567,PT09M28.00S,2026-01-16T03:26:26.8Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,118,90,2026-01-16T03:26:28Z,5650000,False,,,0,,C. Williams REBOUND (Off:1 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,566.0,,,3.0,2.0,1.0,,,,,
568,PT09M18.00S,2026-01-16T03:26:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,8.754927726675426,43.38235294117647,1610612762,118,90,2026-01-16T03:26:40Z,5660000,False,33.0,30.0,1,left,MISS C. Williams driving finger roll Layup,[1642262],1610612762.0,UTA,driving finger roll,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.45,Missed,,,,,,,,,,,,,,,
569,PT09M17.00S,2026-01-16T03:26:37.6Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,118,90,2026-01-16T03:26:40Z,5670000,False,,,0,,D. Powell REBOUND (Off:1 Def:6),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,568.0,,,7.0,6.0,1.0,,,,,
570,PT09M12.00S,2026-01-16T03:26:42.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642939,94.1688567674113,95.34313725490196,1610612742,121,90,2026-01-16T03:26:47Z,5680000,False,227.0,2.0,1,right,M. Kelly 3PT running (9 PTS) (J. Hardy 4 AST),"[1642939, 1630702]",1610612742.0,DAL,running,,,Kelly,M. Kelly,,,,,Right Corner 3,24+ Right,,,,22.67,Made,9.0,J. Hardy,1630702.0,4.0,,,,,,,,,,,
572,PT09M01.00S,2026-01-16T03:26:55.4Z,4,REGULAR,foul,personal,['2freethrow'],1630314,,,1610612762,121,90,2026-01-16T03:27:01Z,5700000,False,,,0,,B. Williams shooting personal FOUL (3 PF) (Clayton Jr. 2 FT),"[1630314, 1642383]",1610612742.0,DAL,shooting,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Clayton Jr.,1642383.0
576,PT09M01.00S,2026-01-16T03:27:37.4Z,4,REGULAR,freethrow,1 of 2,[],1642383,,,1610612762,121,91,2026-01-16T03:27:37Z,5720000,False,,,0,,W. Clayton Jr. Free Throw 1 of 2 (7 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
577,PT09M01.00S,2026-01-16T03:27:38.5Z,4,REGULAR,substitution,out,[],1630526,,,1610612762,121,91,2026-01-16T03:27:44Z,5730000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612742.0,DAL,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M01.00S,2026-01-16T03:27:38.5Z,4,REGULAR,substitution,in,[],1628997,,,1610612762,121,91,2026-01-16T03:27:44Z,5740000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT09M01.00S,2026-01-16T03:27:58.4Z,4,REGULAR,freethrow,2 of 2,[],1642383,,,1610612762,121,92,2026-01-16T03:27:58Z,5750000,False,,,0,,W. Clayton Jr. Free Throw 2 of 2 (8 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
580,PT08M52.00S,2026-01-16T03:28:11.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,93.77463863337714,58.82352941176471,1610612742,123,92,2026-01-16T03:28:14Z,5760000,False,44.0,6.0,1,right,B. Williams driving floating bank Jump Shot (14 PTS),[1630314],1610612742.0,DAL,driving floating bank,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.45,Made,14.0,,,,,,,,,,,,,,
581,PT08M44.00S,2026-01-16T03:28:17.8Z,4,REGULAR,3pt,Jump Shot,[],1641729,8.492115637319317,3.1862745098039214,1610612762,123,95,2026-01-16T03:28:21Z,5770000,False,234.0,27.0,1,left,B. Sensabaugh 3PT  (20 PTS) (A. Bailey 3 AST),"[1641729, 1642846]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,,23.57,Made,20.0,A. Bailey,1642846.0,3.0,,,,,,,,,,,
583,PT08M28.00S,2026-01-16T03:28:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1642846,,,1610612742,123,95,2026-01-16T03:28:44Z,5790000,False,,,0,,A. Bailey shooting personal FOUL (3 PF) (Hardy 2 FT),"[1642846, 1630702]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Hardy,1630702.0
585,PT08M28.00S,2026-01-16T03:29:03.5Z,4,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,124,95,2026-01-16T03:29:03Z,5810000,False,,,0,,J. Hardy Free Throw 1 of 2 (10 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
586,PT08M28.00S,2026-01-16T03:29:05.1Z,4,REGULAR,substitution,out,[],1642383,,,1610612742,124,95,2026-01-16T03:29:23Z,5820000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M28.00S,2026-01-16T03:29:05.1Z,4,REGULAR,substitution,in,[],1642268,,,1610612742,124,95,2026-01-16T03:29:23Z,5830000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M28.00S,2026-01-16T03:29:03.5Z,4,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,124,95,2026-01-16T03:29:34Z,5840000,False,,,0,,MISS J. Hardy Free Throw 2 of 2,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
589,PT08M25.00S,2026-01-16T03:29:06.5Z,4,REGULAR,rebound,defensive,[],203937,,,1610612762,124,95,2026-01-16T03:29:34Z,5850000,False,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,588.0,,,5.0,4.0,1.0,,,,,
590,PT08M18.00S,2026-01-16T03:29:32.0Z,4,REGULAR,3pt,Jump Shot,[],1642262,5.995400788436268,95.58823529411765,1610612762,124,95,2026-01-16T03:29:36Z,5860000,False,-228.0,4.0,1,left,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,,,,22.79,Missed,,,,,,,,,,,,,,,
591,PT08M15.00S,2026-01-16T03:29:35.0Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612742,124,95,2026-01-16T03:29:36Z,5870000,False,,,0,,C. Martin REBOUND (Off:0 Def:5),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,,,,,590.0,,,5.0,5.0,0.0,,,,,
592,PT08M06.00S,2026-01-16T03:29:44.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,93.51182654402102,55.63725490196079,1610612742,126,95,2026-01-16T03:29:47Z,5880000,False,28.0,8.0,1,right,B. Williams driving finger roll Layup (16 PTS),[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,2.95,Made,16.0,,,,,,,,,,,,,,
593,PT07M50.00S,2026-01-16T03:30:00.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203937,12.434296977660972,41.17647058823529,1610612762,126,97,2026-01-16T03:30:07Z,5890000,False,44.0,64.0,1,left,K. Anderson 7' turnaround Hook (7 PTS),[203937],1610612762.0,UTA,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.81,Made,7.0,,,,,,,,,,,,,,
