actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
440,PT04M19.00S,2025-11-12T05:44:56.7Z,3,REGULAR,substitution,out,[],203897,,,1610612743,72,78,2025-11-12T05:45:01Z,4210000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,
441,PT04M19.00S,2025-11-12T05:44:56.7Z,3,REGULAR,substitution,in,[],1642363,,,1610612743,72,78,2025-11-12T05:45:01Z,4220000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,
442,PT04M07.00S,2025-11-12T05:45:18.6Z,3,REGULAR,foul,personal,[],1642363,,,1610612743,72,78,2025-11-12T05:45:30Z,4230000,False,,,0,,N. Clifford personal FOUL (2 PF),"[1642363, 203501]",1610612758.0,SAC,,,,,,,1627526.0,Clifford,N. Clifford,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,
444,PT04M01.00S,2025-11-12T05:45:38.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,8.754927726675426,2.941176470588235,1610612743,72,78,2025-11-12T05:45:45Z,4250000,False,235.0,30.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,Right Corner 3,24+ Right,23.72,Missed,,,,,,,,,,,,,,,,,
445,PT03M57.00S,2025-11-12T05:45:42.8Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612758,72,78,2025-11-12T05:45:45Z,4260000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:4),[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,Right Corner 3,24+ Right,,,,,,,444.0,6.0,4.0,2.0,,,,,,,,,
446,PT03M44.00S,2025-11-12T05:45:56.0Z,3,REGULAR,2pt,Jump Shot,[],1642363,76.69185282522996,55.392156862745104,1610612758,72,78,2025-11-12T05:49:21Z,4270000,False,27.0,167.0,1,right,MISS N. Clifford 16' pullup Shot,[1642363],1610612758.0,SAC,pullup,,,,,,,Clifford,N. Clifford,Mid-Range,16-24 Center,16.88,Missed,,,,,,,,,,,,,,,,,
447,PT03M39.00S,2025-11-12T05:46:01.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,72,78,2025-11-12T05:46:02Z,4280000,False,,,0,,N. Jokić REBOUND (Off:4 Def:8),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Mid-Range,16-24 Center,,,,,,,446.0,12.0,8.0,4.0,,,,,,,,,
448,PT03M34.00S,2025-11-12T05:46:05.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203501,6.389618922470433,96.07843137254902,1610612743,72,78,2025-11-12T05:46:15Z,4290000,False,-230.0,8.0,1,left,MISS T. Hardaway Jr. running 3PT,[203501],1610612743.0,DEN,running,,,,,,,Hardaway Jr.,T. Hardaway Jr.,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,
449,PT03M30.00S,2025-11-12T05:46:09.4Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612758,72,78,2025-11-12T05:46:15Z,4300000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:5),[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,Left Corner 3,24+ Left,,,,,,,448.0,7.0,5.0,2.0,,,,,,,,,
450,PT03M08.00S,2025-11-12T05:46:31.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,82.21090670170827,54.41176470588235,1610612758,74,78,2025-11-12T05:52:11Z,4310000,False,22.0,115.0,1,right,D. Eubanks 11' floating Jump Shot (14 PTS) (P. Achiuwa 3 AST),"[1629234, 1630173]",1610612758.0,SAC,floating,,,,,,,Eubanks,D. Eubanks,In The Paint (Non-RA),8-16 Center,11.68,Made,14.0,P. Achiuwa,1630173.0,3.0,,,,,,,,,,,,,
452,PT02M51.00S,2025-11-12T05:46:49.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,6.389618922470433,51.71568627450981,1610612743,74,80,2025-11-12T05:54:42Z,4330000,False,-9.0,8.0,1,left,N. Jokić driving floating Jump Shot (25 PTS) (B. Brown 1 AST),"[203999, 1628971]",1610612743.0,DEN,driving floating,,,,,,,Jokić,N. Jokić,Restricted Area,0-8 Center,1.15,Made,25.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,
454,PT02M27.00S,2025-11-12T05:47:12.4Z,3,REGULAR,2pt,Jump Shot,[],1628370,79.58278580814718,35.049019607843135,1610612758,74,80,2025-11-12T05:47:20Z,4350000,False,-75.0,139.0,1,right,MISS M. Monk 15' fadeaway Shot,[1628370],1610612758.0,SAC,fadeaway,,,,,,,Monk,M. Monk,Mid-Range,8-16 Center,15.82,Missed,,,,,,,,,,,,,,,,,
455,PT02M24.00S,2025-11-12T05:47:15.4Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,74,80,2025-11-12T05:47:20Z,4360000,False,,,0,,A. Gordon REBOUND (Off:3 Def:3),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Mid-Range,8-16 Center,,,,,,,454.0,6.0,3.0,3.0,,,,,,,,,
456,PT02M14.00S,2025-11-12T05:47:26.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.623521681997373,39.46078431372549,1610612743,74,82,2025-11-12T05:53:47Z,4370000,False,53.0,29.0,1,left,N. Jokić 6' turnaround Hook (27 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,turnaround,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,6.0,Made,27.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,
458,PT02M14.00S,2025-11-12T05:47:41.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,74,82,2025-11-12T05:47:41Z,4390000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M14.00S,2025-11-12T05:49:04.0Z,3,REGULAR,substitution,out,[],1630173,,,1610612758,74,82,2025-11-12T05:51:02Z,4400000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,
460,PT02M14.00S,2025-11-12T05:49:04.0Z,3,REGULAR,substitution,out,[],1631128,,,1610612758,74,82,2025-11-12T05:51:02Z,4410000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,
461,PT02M14.00S,2025-11-12T05:49:04.0Z,3,REGULAR,substitution,out,[],203932,,,1610612758,74,82,2025-11-12T05:51:02Z,4420000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,
462,PT02M14.00S,2025-11-12T05:49:04.0Z,3,REGULAR,substitution,in,[],1631165,,,1610612758,74,82,2025-11-12T05:51:02Z,4430000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,
463,PT02M14.00S,2025-11-12T05:49:04.0Z,3,REGULAR,substitution,in,[],1627750,,,1610612758,74,82,2025-11-12T05:51:02Z,4440000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,
464,PT02M14.00S,2025-11-12T05:49:04.0Z,3,REGULAR,substitution,in,[],1631212,,,1610612758,74,82,2025-11-12T05:51:02Z,4450000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,
465,PT02M06.00S,2025-11-12T05:51:15.2Z,3,REGULAR,foul,personal,[],1631212,,,1610612758,74,82,2025-11-12T05:52:28Z,4460000,False,,,0,,P. Watson personal FOUL (2 PF),"[1631212, 1628370]",1610612743.0,DEN,,,,,,,202026.0,Watson,P. Watson,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,0.0,Monk,1628370.0,,,,,
468,PT02M06.00S,2025-11-12T05:51:48.5Z,3,REGULAR,foul,technical,['1freethrow'],1628370,,,1610612758,74,82,2025-11-12T05:54:12Z,4490000,False,,,0,,M. Monk technical FOUL (1 Tech),[1628370],1610612758.0,SAC,,,,,,,1627526.0,Monk,M. Monk,,,,,,,,,,,,,0.0,1.0,,,,,,,
469,PT02M06.00S,2025-11-12T05:52:01.9Z,3,REGULAR,freethrow,1 of 1,[],1627750,,,1610612758,74,83,2025-11-12T05:52:01Z,4500000,False,,,0,,J. Murray technical Free Throw 1 of 1 (13 PTS),[1627750],1610612743.0,DEN,technical,,,,,,,Murray,J. Murray,,,,Made,13.0,,,,,,,,,,,,,,,,
470,PT01M58.00S,2025-11-12T05:52:17.5Z,3,REGULAR,3pt,Jump Shot,[],201566,73.27529566360053,85.04901960784314,1610612758,77,83,2025-11-12T05:52:37Z,4510000,False,175.0,199.0,1,right,R. Westbrook 26' 3PT  (7 PTS) (M. Monk 2 AST),"[201566, 1628370]",1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Above the Break 3,24+ Right Center,26.49,Made,7.0,M. Monk,1628370.0,2.0,,,,,,,,,,,,,
472,PT01M32.00S,2025-11-12T05:52:43.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,16.90210249671485,53.18627450980392,1610612743,77,83,2025-11-12T05:55:30Z,4530000,False,-16.0,106.0,1,left,MISS B. Brown 10' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,,,,,Brown,B. Brown,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,
473,PT01M29.00S,2025-11-12T05:52:46.5Z,3,REGULAR,rebound,defensive,[],1642363,,,1610612758,77,83,2025-11-12T05:52:48Z,4540000,False,,,0,,N. Clifford REBOUND (Off:0 Def:3),[1642363],1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,In The Paint (Non-RA),8-16 Center,,,,,,,472.0,3.0,3.0,0.0,,,,,,,,,
474,PT01M24.00S,2025-11-12T05:52:51.7Z,3,REGULAR,3pt,Jump Shot,[],1628370,63.9454664914586,55.14705882352941,1610612758,77,83,2025-11-12T05:52:56Z,4550000,False,26.0,286.0,1,right,MISS M. Monk 28' 3PT,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,Above the Break 3,24+ Center,28.76,Missed,,,,,,,,,,,,,,,,,
475,PT01M21.00S,2025-11-12T05:52:54.7Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,77,83,2025-11-12T05:52:56Z,4560000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,Above the Break 3,24+ Center,,,,,,,474.0,3.0,2.0,1.0,,,,,,,,,
476,PT01M08.00S,2025-11-12T05:53:08.3Z,3,REGULAR,2pt,Jump Shot,[],203501,15.193823915900131,75.24509803921569,1610612743,77,83,2025-11-12T05:53:14Z,4570000,False,-126.0,90.0,1,left,MISS T. Hardaway Jr. 15' pullup Shot,[203501],1610612743.0,DEN,pullup,,,,,,,Hardaway Jr.,T. Hardaway Jr.,Mid-Range,8-16 Left,15.52,Missed,,,,,,,,,,,,,,,,,
477,PT01M03.00S,2025-11-12T05:53:13.3Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,77,83,2025-11-12T05:53:14Z,4580000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,Mid-Range,8-16 Left,,,,,,,476.0,1.0,1.0,0.0,,,,,,,,,
478,PT00M57.00S,2025-11-12T05:53:19.7Z,3,REGULAR,3pt,Jump Shot,[],1631165,66.17936925098554,45.09803921568628,1610612758,80,83,2025-11-12T05:53:28Z,4590000,False,-25.0,265.0,1,right,K. Ellis 26' 3PT  (3 PTS) (R. Westbrook 8 AST),"[1631165, 201566]",1610612758.0,SAC,,,,,,,,Ellis,K. Ellis,Above the Break 3,24+ Center,26.65,Made,3.0,R. Westbrook,201566.0,8.0,,,,,,,,,,,,,
480,PT00M41.90S,2025-11-12T05:53:43.3Z,3,REGULAR,3pt,Jump Shot,[],203501,3.4986859395532193,97.79411764705883,1610612743,80,83,2025-11-12T05:53:55Z,4610000,False,-239.0,-20.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612743.0,DEN,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,Left Corner 3,24+ Left,23.98,Missed,,,,,,,,,,,,,,,,,
481,PT00M40.60S,2025-11-12T05:53:44.6Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,80,83,2025-11-12T05:57:10Z,4620000,False,,,0,,N. Jokić REBOUND (Off:5 Def:8),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Left Corner 3,24+ Left,,,,,,,480.0,13.0,8.0,5.0,,,,,,,,,
482,PT00M39.60S,2025-11-12T05:53:50.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,5.590000152587891,50.0,1610612743,80,83,2025-11-12T05:57:17Z,4630000,False,0.0,0.0,1,left,MISS N. Jokić tip Layup,[203999],1610612743.0,DEN,tip,,,,,,,Jokić,N. Jokić,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
483,PT00M34.60S,2025-11-12T05:53:55.8Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612743,80,83,2025-11-12T05:57:17Z,4640000,False,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,Restricted Area,0-8 Center,,,,,,,482.0,4.0,2.0,2.0,,,,,,,,,
484,PT00M33.20S,2025-11-12T05:53:58.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,9.806176084099869,47.549019607843135,1610612743,80,85,2025-11-12T05:58:18Z,4650000,False,12.0,40.0,1,left,B. Brown floating Jump Shot (4 PTS),[1628971],1610612743.0,DEN,floating,,,,,,,Brown,B. Brown,Restricted Area,0-8 Center,4.16,Made,4.0,,,,,,,,,,,,,,,,
485,PT00M28.30S,2025-11-12T05:54:03.3Z,3,REGULAR,foul,personal,['2freethrow'],203501,,,1610612758,80,85,2025-11-12T05:54:14Z,4660000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Westbrook 2 FT),"[203501, 201566]",1610612743.0,DEN,shooting,,,,,,203592.0,Hardaway Jr.,T. Hardaway Jr.,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,
487,PT00M28.30S,2025-11-12T05:54:32.7Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612758,81,85,2025-11-12T05:54:32Z,4680000,False,,,0,,R. Westbrook Free Throw 1 of 2 (8 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,8.0,,,,,,,,,,,,,,,,
488,PT00M28.30S,2025-11-12T05:54:48.9Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612758,82,85,2025-11-12T05:54:48Z,4690000,False,,,0,,R. Westbrook Free Throw 2 of 2 (9 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,9.0,,,,,,,,,,,,,,,,
492,PT00M09.10S,2025-11-12T05:55:29.0Z,3,REGULAR,substitution,out,[],1629234,,,1610612743,82,85,2025-11-12T05:55:33Z,4730000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,
493,PT00M09.10S,2025-11-12T05:55:29.0Z,3,REGULAR,substitution,in,[],203897,,,1610612743,82,85,2025-11-12T05:55:33Z,4740000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,
496,PT00M09.10S,2025-11-12T05:55:37.7Z,3,REGULAR,turnover,traveling,[],1627750,,,1610612743,82,85,2025-11-12T05:56:36Z,4745000,False,,,0,,J. Murray traveling TURNOVER (3 TO),[1627750],1610612743.0,DEN,,,,,,,203592.0,Murray,J. Murray,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,3.0,,,,
494,PT00M00.80S,2025-11-12T05:55:46.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,88.25558475689881,48.28431372549019,1610612758,82,85,2025-11-12T06:00:01Z,4750000,False,-9.0,58.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612758.0,SAC,driving finger roll,,,,,,,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,
495,PT00M00.60S,2025-11-12T05:55:46.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,82,85,2025-11-12T06:00:01Z,4760000,False,,,0,,N. Jokić REBOUND (Off:5 Def:9),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,,,,,,,494.0,14.0,9.0,5.0,,,,,,,,,
497,PT00M00.00S,2025-11-12T05:56:55.7Z,3,REGULAR,period,end,[],0,,,1610612743,82,85,2025-11-12T05:56:55Z,4770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2025-11-12T05:57:28.9Z,4,REGULAR,substitution,out,['startperiod'],1628370,,,1610612743,82,85,2025-11-12T05:59:18Z,4780000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2025-11-12T05:57:28.9Z,4,REGULAR,substitution,out,['startperiod'],203897,,,1610612743,82,85,2025-11-12T05:59:18Z,4790000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2025-11-12T05:57:28.9Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,82,85,2025-11-12T05:59:18Z,4800000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2025-11-12T05:57:28.9Z,4,REGULAR,substitution,in,['startperiod'],1627734,,,1610612743,82,85,2025-11-12T05:59:18Z,4810000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2025-11-12T05:57:28.9Z,4,REGULAR,substitution,in,['startperiod'],201942,,,1610612743,82,85,2025-11-12T05:59:18Z,4820000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2025-11-12T05:57:28.9Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,82,85,2025-11-12T05:59:18Z,4830000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2025-11-12T05:59:37.8Z,4,REGULAR,period,start,[],0,,,1610612758,82,85,2025-11-12T05:59:37Z,4840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT11M47.00S,2025-11-12T05:59:50.5Z,4,REGULAR,2pt,Jump Shot,[],201942,77.21747700394218,47.794117647058826,1610612758,84,85,2025-11-12T06:01:33Z,4850000,False,-11.0,162.0,1,right,D. DeRozan 16' pullup Jump Shot (12 PTS) (D. Sabonis 3 AST),"[201942, 1627734]",1610612758.0,SAC,pullup,,,,,,,DeRozan,D. DeRozan,Mid-Range,16-24 Center,16.21,Made,12.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,
507,PT11M25.00S,2025-11-12T06:00:14.3Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612743,84,85,2025-11-12T06:00:23Z,4870000,False,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Murray 2 FT),"[201566, 1627750]",1610612758.0,SAC,shooting,,,,,,1627526.0,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Murray,1627750.0,,,,,
509,PT11M25.00S,2025-11-12T06:00:42.9Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,84,86,2025-11-12T06:00:42Z,4890000,False,,,0,,J. Murray Free Throw 1 of 2 (14 PTS),[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,Made,14.0,,,,,,,,,,,,,,,,
510,PT11M25.00S,2025-11-12T06:00:58.6Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,84,87,2025-11-12T06:00:58Z,4900000,False,,,0,,J. Murray Free Throw 2 of 2 (15 PTS),[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,Made,15.0,,,,,,,,,,,,,,,,
511,PT11M16.00S,2025-11-12T06:01:10.7Z,4,REGULAR,2pt,Jump Shot,[],201942,74.85216819973719,30.637254901960787,1610612758,84,87,2025-11-12T06:03:03Z,4910000,False,-97.0,184.0,1,right,MISS D. DeRozan 20' Jump Shot,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,Mid-Range,16-24 Left Center,20.78,Missed,,,,,,,,,,,,,,,,,
512,PT11M14.00S,2025-11-12T06:01:12.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,84,87,2025-11-12T06:03:03Z,4920000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,511.0,,,,,,,,,,,,
514,PT11M06.00S,2025-11-12T06:01:35.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642363,62.36859395532195,48.77450980392157,1610612758,84,87,2025-11-12T06:01:44Z,4940000,False,-6.0,301.0,1,right,MISS N. Clifford 30' 3PT,[1642363],1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,Above the Break 3,24+ Center,30.13,Missed,,,,,,,,,,,,,,,,,
515,PT11M00.00S,2025-11-12T06:01:41.7Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,84,87,2025-11-12T06:01:44Z,4950000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,Above the Break 3,24+ Center,,,,,,,514.0,2.0,2.0,0.0,,,,,,,,,
516,PT10M56.00S,2025-11-12T06:01:47.9Z,4,REGULAR,foul,personal,[],1631165,,,1610612743,84,87,2025-11-12T06:01:56Z,4960000,False,,,0,,K. Ellis personal FOUL (2 PF),"[1631165, 1627750]",1610612758.0,SAC,,,,,,,1627526.0,Ellis,K. Ellis,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,0.0,Murray,1627750.0,,,,,
518,PT10M45.00S,2025-11-12T06:02:21.2Z,4,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612743,84,87,2025-11-12T06:02:35Z,4980000,False,,,0,,K. Ellis shooting personal FOUL (3 PF) (Murray 2 FT),"[1631165, 1627750]",1610612758.0,SAC,shooting,,,,,,203592.0,Ellis,K. Ellis,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Murray,1627750.0,,,,,
520,PT10M45.00S,2025-11-12T06:02:51.7Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,84,88,2025-11-12T06:02:51Z,5000000,False,,,0,,J. Murray Free Throw 1 of 2 (16 PTS),[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,Made,16.0,,,,,,,,,,,,,,,,
521,PT10M45.00S,2025-11-12T06:03:09.9Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,84,89,2025-11-12T06:03:09Z,5010000,False,,,0,,J. Murray Free Throw 2 of 2 (17 PTS),[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,Made,17.0,,,,,,,,,,,,,,,,
522,PT10M30.00S,2025-11-12T06:03:27.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642363,84.1819973718791,42.64705882352941,1610612758,84,89,2025-11-12T06:03:37Z,5020000,False,-37.0,96.0,1,right,MISS N. Clifford 10' driving floating Shot,[1642363],1610612758.0,SAC,driving floating,,,,,,,Clifford,N. Clifford,In The Paint (Non-RA),8-16 Center,10.3,Missed,,,,,,,,,,,,,,,,,
523,PT10M27.00S,2025-11-12T06:03:30.5Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,84,89,2025-11-12T06:03:37Z,5030000,False,,,0,,B. Brown REBOUND (Off:2 Def:3),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,In The Paint (Non-RA),8-16 Center,,,,,,,522.0,5.0,3.0,2.0,,,,,,,,,
524,PT10M17.00S,2025-11-12T06:03:40.7Z,4,REGULAR,3pt,Jump Shot,[],1627750,27.677398160315374,22.30392156862745,1610612743,84,89,2025-11-12T06:04:36Z,5040000,False,138.0,208.0,1,left,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,,Murray,J. Murray,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,
525,PT10M16.00S,2025-11-12T06:03:41.7Z,4,REGULAR,rebound,offensive,[],202685,,,1610612743,84,89,2025-11-12T06:04:36Z,5050000,False,,,0,,J. Valančiūnas REBOUND (Off:3 Def:3),[202685],1610612743.0,DEN,,,,,,,,Valančiūnas,J. Valančiūnas,Above the Break 3,24+ Right Center,,,,,,,524.0,6.0,3.0,3.0,,,,,,,,,
526,PT10M14.00S,2025-11-12T06:03:47.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202685,7.966491458607096,41.66666666666667,1610612743,84,91,2025-11-12T06:04:45Z,5060000,False,42.0,22.0,1,left,J. Valančiūnas putback DUNK (6 PTS),[202685],1610612743.0,DEN,putback,,,,,,,Valančiūnas,J. Valančiūnas,In The Paint (Non-RA),0-8 Center,4.73,Made,6.0,,,,,,,,,,,,,,,,
527,PT10M13.00S,2025-11-12T06:03:58.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,84,91,2025-11-12T06:03:58Z,5070000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M13.00S,2025-11-12T06:06:07.5Z,4,REGULAR,substitution,out,[],1642363,,,1610612758,84,91,2025-11-12T06:07:02Z,5080000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,
