actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
285,PT04M57.00S,2024-10-30T23:58:46.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628436,,,1610612738,55,46,2024-10-30T23:58:46Z,2790000,False,,,0,,L. Kornet Free Throw 1 of 2 (5 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
286,PT04M57.00S,2024-10-30T23:58:46.5Z,2,REGULAR,substitution,out,[],1630543,,,1610612738,55,46,2024-10-30T23:58:54Z,2800000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M57.00S,2024-10-30T23:58:46.5Z,2,REGULAR,substitution,out,[],1641716,,,1610612738,55,46,2024-10-30T23:58:54Z,2810000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M57.00S,2024-10-30T23:58:46.5Z,2,REGULAR,substitution,in,[],1630167,,,1610612738,55,46,2024-10-30T23:58:54Z,2820000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M57.00S,2024-10-30T23:58:46.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612738,55,46,2024-10-30T23:58:54Z,2830000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M57.00S,2024-10-30T23:59:09.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628436,,,1610612738,55,47,2024-10-30T23:59:09Z,2840000,False,,,0,,L. Kornet Free Throw 2 of 2 (6 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
291,PT04M48.00S,2024-10-30T23:59:20.3Z,2,REGULAR,3pt,Jump Shot,[],1627783,67.62483574244416,43.872549019607845,1610612754,58,47,2024-10-30T23:59:24Z,2850000,False,-31.0,252.0,1,right,P. Siakam 25' 3PT  (15 PTS) (T. Haliburton 5 AST),"[1627783, 1630169]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.37,Made,15.0,,,,,,,,,,,,,T. Haliburton,1630169.0,5.0,,
293,PT04M27.00S,2024-10-30T23:59:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,57.35294117647059,1610612738,58,47,2024-10-30T23:59:44Z,2870000,False,-37.0,15.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
294,PT04M26.00S,2024-10-30T23:59:41.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,58,47,2024-10-30T23:59:44Z,2880000,False,,,0,,P. Siakam REBOUND (Off:2 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,293.0,3.0,1.0,2.0,,,,,,,,,,,,,
295,PT04M19.00S,2024-10-30T23:59:49.6Z,2,REGULAR,3pt,Jump Shot,[],1641767,92.46057818659659,3.6764705882352944,1610612754,58,47,2024-10-30T23:59:53Z,2890000,False,-232.0,18.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
296,PT04M15.00S,2024-10-30T23:59:53.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,47,2024-10-30T23:59:53Z,2900000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,295.0,1.0,1.0,0.0,,,,,,,,,,,,,
297,PT04M11.00S,2024-10-30T23:59:57.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,28.991458607095925,79.65686274509804,1610612738,58,47,2024-10-31T00:00:09Z,2910000,False,-148.0,220.0,1,left,MISS J. Brown 26' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
298,PT04M08.00S,2024-10-31T00:00:00.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,58,47,2024-10-31T00:00:09Z,2920000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,297.0,,,,,,,,,,,,,,,,
299,PT04M08.00S,2024-10-31T00:00:05.8Z,2,REGULAR,foul,personal,[],1628436,,,1610612754,58,47,2024-10-31T00:00:13Z,2930000,False,,,0,,L. Kornet loose ball personal FOUL (2 PF),"[1628436, 1641767]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,201246.0,2.0,0.0,Sheppard,1641767.0,,,,,,,
301,PT04M08.00S,2024-10-31T00:00:26.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,58,47,2024-10-31T00:00:26Z,2950000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M08.00S,2024-10-31T00:03:07.6Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,58,47,2024-10-31T00:03:30Z,2970000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M08.00S,2024-10-31T00:03:07.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612754,58,47,2024-10-31T00:03:30Z,2980000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M08.00S,2024-10-31T00:03:07.6Z,2,REGULAR,substitution,out,[],1628436,,,1610612754,58,47,2024-10-31T00:03:30Z,2990000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M08.00S,2024-10-31T00:03:07.6Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,58,47,2024-10-31T00:03:30Z,3000000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M08.00S,2024-10-31T00:03:07.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612754,58,47,2024-10-31T00:03:30Z,3010000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M08.00S,2024-10-31T00:03:07.6Z,2,REGULAR,substitution,in,[],201143,,,1610612754,58,47,2024-10-31T00:03:30Z,3020000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M58.00S,2024-10-31T00:04:03.5Z,2,REGULAR,2pt,Jump Shot,[],1627783,78.9257555847569,36.76470588235294,1610612754,58,47,2024-10-31T00:04:08Z,3030000,False,-66.0,146.0,1,right,MISS P. Siakam 15' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,15.99,Missed,,,,,,,,,,,,,,,,,,
310,PT03M55.00S,2024-10-31T00:04:06.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,47,2024-10-31T00:04:08Z,3040000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,309.0,2.0,2.0,0.0,,,,,,,,,,,,,
312,PT03M47.00S,2024-10-31T00:04:14.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,48.28431372549019,1610612738,58,49,2024-10-31T00:04:18Z,3060000,False,9.0,15.0,1,left,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.73,Made,9.0,,,,,,,,,,,,,,,,,
313,PT03M39.00S,2024-10-31T00:04:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,92.46057818659659,45.34313725490196,1610612754,60,49,2024-10-31T00:04:28Z,3070000,False,-23.0,18.0,1,right,A. Nesmith cutting finger roll Layup (6 PTS) (P. Siakam 3 AST),"[1630174, 1627783]",1610612754.0,IND,cutting finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.97,Made,6.0,,,,,,,,,,,,,P. Siakam,1627783.0,3.0,,
315,PT03M19.00S,2024-10-31T00:04:41.7Z,2,REGULAR,3pt,Jump Shot,[],1627759,5.863994743758213,94.85294117647058,1610612738,60,49,2024-10-31T00:04:46Z,3090000,False,-224.0,3.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
316,PT03M17.00S,2024-10-31T00:04:43.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,60,49,2024-10-31T00:04:46Z,3100000,False,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,,315.0,4.0,2.0,2.0,,,,,,,,,,,,,
317,PT03M08.00S,2024-10-31T00:04:55.2Z,2,REGULAR,turnover,bad pass,[],1630174,,,1610612754,60,49,2024-10-31T00:05:02Z,3110000,False,,,0,,A. Nesmith bad pass TURNOVER (1 TO),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,,
318,PT03M08.00S,2024-10-31T00:04:59.7Z,2,REGULAR,foul,personal,[],1630174,,,1610612738,60,49,2024-10-31T00:05:22Z,3120000,False,,,0,,A. Nesmith loose ball personal FOUL (1 PF),"[1630174, 1628401]",1610612754.0,IND,loose ball,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2530.0,1.0,0.0,White,1628401.0,,,,,,,
320,PT02M56.00S,2024-10-31T00:05:27.7Z,2,REGULAR,foul,personal,[],1630169,,,1610612738,60,49,2024-10-31T00:05:34Z,3140000,False,,,0,,T. Haliburton personal FOUL (2 PF),"[1630169, 201950]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,2.0,0.0,Holiday,201950.0,,,,,,,
322,PT02M51.00S,2024-10-31T00:05:53.0Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,60,49,2024-10-31T00:06:00Z,3160000,False,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1630169]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,2530.0,1.0,0.0,Haliburton,1630169.0,,,,,,,
324,PT02M51.00S,2024-10-31T00:05:53.0Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,60,49,2024-10-31T00:06:00Z,3180000,False,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,2530.0,,,,,,,,,,,
325,PT02M44.00S,2024-10-31T00:06:13.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,87.33574244415243,42.40196078431372,1610612754,60,49,2024-10-31T00:06:18Z,3190000,False,-38.0,67.0,1,right,MISS T. Haliburton 7' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
326,PT02M42.00S,2024-10-31T00:06:15.6Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,60,49,2024-10-31T00:06:18Z,3200000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,325.0,2.0,2.0,0.0,,,,,,,,,,,,,
328,PT02M31.00S,2024-10-31T00:06:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,7.30946123521682,38.48039215686275,1610612738,60,49,2024-10-31T00:06:45Z,3220000,False,58.0,16.0,1,left,MISS J. Holiday turnaround Shot,[201950],1610612738.0,BOS,turnaround,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,,,,,,,,,,
329,PT02M28.00S,2024-10-31T00:06:44.7Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,60,49,2024-10-31T00:06:45Z,3230000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:5),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,328.0,5.0,5.0,0.0,,,,,,,,,,,,,
330,PT02M23.00S,2024-10-31T00:06:48.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,92.85479632063075,46.568627450980394,1610612754,62,49,2024-10-31T00:06:51Z,3240000,False,-17.0,15.0,1,right,P. Siakam running Layup (17 PTS) (O. Toppin 1 AST),"[1627783, 1630167]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.26,Made,17.0,,,,,,,,,,,,,O. Toppin,1630167.0,1.0,,
332,PT02M07.00S,2024-10-31T00:07:08.7Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630169,,,1610612738,62,49,2024-10-31T00:07:17Z,3260000,False,,,0,,T. Haliburton shooting personal FOUL (3 PF) (Tatum 3 FT),"[1630169, 1628369]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,202901.0,3.0,0.0,Tatum,1628369.0,,,,,,,
334,PT02M07.00S,2024-10-31T00:07:33.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,62,49,2024-10-31T00:07:33Z,3280000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M07.00S,2024-10-31T00:09:11.2Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,62,50,2024-10-31T00:09:11Z,3300000,False,,,0,,J. Tatum Free Throw 1 of 3 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
337,PT02M07.00S,2024-10-31T00:09:26.3Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,62,51,2024-10-31T00:09:26Z,3310000,False,,,0,,J. Tatum Free Throw 2 of 3 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
338,PT02M07.00S,2024-10-31T00:09:41.0Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,62,52,2024-10-31T00:09:41Z,3320000,False,,,0,,J. Tatum Free Throw 3 of 3 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
339,PT01M45.00S,2024-10-31T00:10:07.5Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612754,62,52,2024-10-31T00:10:15Z,3330000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Siakam 2 FT),"[201143, 1627783]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,202901.0,1.0,0.0,Siakam,1627783.0,,,,,,,
341,PT01M45.00S,2024-10-31T00:10:39.6Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,62,52,2024-10-31T00:10:59Z,3350000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
342,PT01M45.00S,2024-10-31T00:10:39.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,62,52,2024-10-31T00:10:59Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,
343,PT01M45.00S,2024-10-31T00:10:39.6Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,62,52,2024-10-31T00:10:59Z,3370000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
344,PT01M43.00S,2024-10-31T00:10:41.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,52,2024-10-31T00:10:59Z,3380000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,343.0,2.0,2.0,0.0,,,,,,,,,,,,,
345,PT01M25.00S,2024-10-31T00:11:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.011169513797633,43.627450980392155,1610612738,62,54,2024-10-31T00:11:19Z,3390000,False,32.0,79.0,1,left,J. Brown 8' pullup Jump Shot (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,10.0,,,,,,,,,,,,,,,,,
350,PT01M08.00S,2024-10-31T00:11:48.7Z,2,REGULAR,3pt,Jump Shot,[],1630174,92.85479632063075,96.56862745098039,1610612754,65,54,2024-10-31T00:16:21Z,3440000,False,233.0,15.0,1,right,A. Nesmith 3PT  (9 PTS) (T. Haliburton 6 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.33,Made,9.0,,,,,,,,,,,,,T. Haliburton,1630169.0,6.0,,
352,PT00M56.80S,2024-10-31T00:12:00.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,45.83333333333333,1610612738,65,57,2024-10-31T00:12:04Z,3460000,False,21.0,257.0,1,left,J. Tatum 25' 3PT pullup (15 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.79,Made,15.0,,,,,,,,,,,,,,,,,
353,PT00M44.20S,2024-10-31T00:12:16.7Z,2,REGULAR,2pt,Jump Shot,[],1630169,91.27792378449409,73.0392156862745,1610612754,65,57,2024-10-31T00:12:21Z,3470000,False,115.0,29.0,1,right,MISS T. Haliburton 11' driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,11.89,Missed,,,,,,,,,,,,,,,,,,
354,PT00M41.60S,2024-10-31T00:12:21.1Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,65,57,2024-10-31T00:12:21Z,3480000,False,,,0,,P. Siakam REBOUND (Off:3 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,353.0,5.0,2.0,3.0,,,,,,,,,,,,,
355,PT00M41.60S,2024-10-31T00:12:21.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627783,94.40999984741211,50.0,1610612754,65,57,2024-10-31T00:12:25Z,3490000,False,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612754.0,IND,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
356,PT00M41.60S,2024-10-31T00:12:21.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,65,57,2024-10-31T00:12:25Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,355.0,,,,,,,,,,,,,,,,
358,PT00M34.20S,2024-10-31T00:12:43.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,81.15965834428384,52.69607843137255,1610612754,65,57,2024-10-31T00:12:46Z,3520000,False,13.0,125.0,1,right,MISS P. Siakam 12' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.53,Missed,,,,,,,,,,,,,,,,,,
359,PT00M31.20S,2024-10-31T00:12:46.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,57,2024-10-31T00:12:46Z,3530000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,358.0,3.0,3.0,0.0,,,,,,,,,,,,,
360,PT00M18.20S,2024-10-31T00:12:59.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,13.091327201051248,96.81372549019608,1610612738,65,57,2024-10-31T00:13:02Z,3540000,False,-234.0,71.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.45,Missed,,,,,,,,,,,,,,,,,,
361,PT00M15.90S,2024-10-31T00:13:01.3Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,65,57,2024-10-31T00:13:01Z,3550000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,,360.0,4.0,4.0,0.0,,,,,,,,,,,,,
362,PT00M03.50S,2024-10-31T00:13:13.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,80.89684625492772,41.17647058823529,1610612754,67,57,2024-10-31T00:13:17Z,3560000,False,-44.0,127.0,1,right,T. Haliburton 13' pullup Jump Shot (3 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,13.45,Made,3.0,,,,,,,,,,,,,,,,,
363,PT00M01.80S,2024-10-31T00:13:20.3Z,2,REGULAR,turnover,bad pass,[],201143,,,1610612738,67,57,2024-10-31T00:13:56Z,3570000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1630169]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,Haliburton,1630169.0,,,,,
364,PT00M01.80S,2024-10-31T00:13:20.3Z,2,REGULAR,steal,,[],1630169,,,1610612754,67,57,2024-10-31T00:13:29Z,3580000,False,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
365,PT00M00.00S,2024-10-31T00:13:31.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,44.8915900131406,73.52941176470588,1610612754,67,57,2024-10-31T00:13:50Z,3590000,False,118.0,466.0,1,right,MISS T. Haliburton 48' 3PT - blocked,"[1630169, 1628401]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,48.01,Missed,,,,,,,,,,,,,,,,,White,1628401.0
366,PT00M00.00S,2024-10-31T00:13:31.8Z,2,REGULAR,block,,[],1628401,,,1610612754,67,57,2024-10-31T00:13:58Z,3600000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
367,PT00M00.00S,2024-10-31T00:13:31.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,67,57,2024-10-31T00:13:50Z,3610000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,365.0,,,,,,,,,,,,,,,,
368,PT00M00.00S,2024-10-31T00:13:36.7Z,2,REGULAR,period,end,[],0,,,1610612754,67,57,2024-10-31T00:13:36Z,3620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2024-10-31T00:28:16.0Z,3,REGULAR,substitution,out,['startperiod'],1630167,,,1610612754,67,57,2024-10-31T00:28:45Z,3630000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2024-10-31T00:28:16.0Z,3,REGULAR,substitution,out,['startperiod'],1641767,,,1610612754,67,57,2024-10-31T00:28:45Z,3640000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2024-10-31T00:28:16.0Z,3,REGULAR,substitution,in,['startperiod'],1631097,,,1610612754,67,57,2024-10-31T00:28:45Z,3650000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-10-31T00:28:16.0Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,67,57,2024-10-31T00:28:45Z,3660000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-10-31T00:29:04.3Z,3,REGULAR,period,start,[],0,,,1610612738,67,57,2024-10-31T00:29:04Z,3670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M40.00S,2024-10-31T00:29:24.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,76.69185282522996,44.36274509803921,1610612738,67,59,2024-10-31T00:29:27Z,3680000,False,-28.0,167.0,1,right,J. Brown 16' pullup Jump Shot (12 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,16.9,Made,12.0,,,,,,,,,,,,,,,,,
375,PT11M19.00S,2024-10-31T00:29:43.8Z,3,REGULAR,3pt,Jump Shot,[],1627783,13.485545335085414,95.83333333333334,1610612754,70,59,2024-10-31T00:30:26Z,3690000,False,-229.0,74.0,1,left,P. Siakam 24' 3PT  (20 PTS) (T. Haliburton 7 AST),"[1627783, 1630169]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,24.09,Made,20.0,,,,,,,,,,,,,T. Haliburton,1630169.0,7.0,,
