actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
595,PT06M13.00S,2025-12-05T02:05:36.5Z,4,REGULAR,rebound,offensive,[],1631103,,,1610612764,93,133,2025-12-05T02:05:37Z,5810000,False,,,0,,M. Branham REBOUND (Off:1 Def:0),[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,,,594.0,,,1.0,0.0,1.0,,,,,,,,
596,PT06M10.00S,2025-12-05T02:05:39.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641715,4.944152431011826,55.392156862745104,1610612764,95,133,2025-12-05T02:05:42Z,5820000,False,-27.0,-6.0,1,left,C. Whitmore cutting Layup (4 PTS) (M. Branham 1 AST),"[1641715, 1631103]",1610612764.0,WAS,cutting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,2.77,Made,4.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
598,PT05M49.00S,2025-12-05T02:05:59.5Z,4,REGULAR,3pt,Jump Shot,[],1629014,69.46452036793693,74.75490196078431,1610612738,95,133,2025-12-05T02:07:24Z,5840000,False,124.0,235.0,1,right,MISS A. Simons 26' pullup 3PT,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
599,PT05M46.00S,2025-12-05T02:06:02.5Z,4,REGULAR,rebound,offensive,[],1642864,,,1610612738,95,133,2025-12-05T02:07:42Z,5850000,False,,,0,,H. González REBOUND (Off:1 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,,,,,598.0,,,3.0,2.0,1.0,,,,,,,,
601,PT05M32.00S,2025-12-05T02:06:25.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629014,92.59198423127464,61.029411764705884,1610612738,95,133,2025-12-05T02:06:31Z,5870000,False,55.0,17.0,1,right,MISS A. Simons driving bank Hook,[1629014],1610612738.0,BOS,driving bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
602,PT05M30.00S,2025-12-05T02:06:27.5Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612764,95,133,2025-12-05T02:06:27Z,5880000,False,,,0,,M. Branham REBOUND (Off:1 Def:1),[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,601.0,,,2.0,1.0,1.0,,,,,,,,
603,PT05M27.00S,2025-12-05T02:06:31.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641715,19.66162943495401,92.64705882352942,1610612764,95,133,2025-12-05T02:06:42Z,5890000,False,-213.0,132.0,1,left,MISS C. Whitmore 25' running 3PT,[1641715],1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
604,PT05M25.00S,2025-12-05T02:06:35.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,95,133,2025-12-05T02:06:35Z,5900000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,603.0,,,,,,,,,,,,,
605,PT05M25.00S,2025-12-05T02:06:36.5Z,4,REGULAR,foul,personal,[],1630568,,,1610612764,95,133,2025-12-05T02:06:43Z,5910000,False,,,0,,L. Garza loose ball personal FOUL (1 PF),"[1630568, 1642860]",1610612738.0,BOS,loose ball,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,,,,,1.0,0.0,Riley,1642860.0,,,,
607,PT05M17.00S,2025-12-05T02:07:03.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642267,27.020367936925098,86.02941176470588,1610612764,95,133,2025-12-05T02:08:56Z,5930000,False,-180.0,201.0,1,left,MISS B. Carrington 27' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
608,PT05M16.00S,2025-12-05T02:07:04.4Z,4,REGULAR,rebound,offensive,[],1642860,,,1610612764,95,133,2025-12-05T02:08:56Z,5940000,False,,,0,,W. Riley REBOUND (Off:3 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,,,,,,,607.0,,,4.0,1.0,3.0,,,,,,,,
609,PT05M15.00S,2025-12-05T02:07:07.6Z,4,REGULAR,turnover,lost ball,[],1642860,,,1610612764,95,133,2025-12-05T02:09:01Z,5950000,False,,,0,,W. Riley lost ball TURNOVER (1 TO),"[1642860, 1631248]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,,,,,,,,Scheierman,1631248.0,,
610,PT05M15.00S,2025-12-05T02:07:07.6Z,4,REGULAR,steal,,[],1631248,,,1610612738,95,133,2025-12-05T02:07:09Z,5960000,False,,,0,,B. Scheierman STEAL (1 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
611,PT05M07.00S,2025-12-05T02:07:12.9Z,4,REGULAR,turnover,bad pass,[],1642864,,,1610612738,95,133,2025-12-05T02:07:16Z,5970000,False,,,0,,H. González bad pass TURNOVER (1 TO),"[1642864, 1641715]",1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,Whitmore,1641715.0,,
612,PT05M07.00S,2025-12-05T02:07:12.9Z,4,REGULAR,steal,,[],1641715,,,1610612764,95,133,2025-12-05T02:07:14Z,5980000,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
613,PT04M48.00S,2025-12-05T02:07:34.0Z,4,REGULAR,foul,personal,['2freethrow'],1642864,,,1610612764,95,133,2025-12-05T02:07:41Z,5990000,False,,,0,,H. González shooting personal FOUL (3 PF) (George 2 FT),"[1642864, 1642273]",1610612738.0,BOS,shooting,,,González,H. González,,,,,Mid-Range,8-16 Right,,,,,,,,204058.0,,,,,3.0,0.0,George,1642273.0,,,,
615,PT04M48.00S,2025-12-05T02:07:59.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1642273,,,1610612764,96,133,2025-12-05T02:07:59Z,6010000,False,,,0,,K. George Free Throw 1 of 2 (14 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
616,PT04M48.00S,2025-12-05T02:08:13.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1642273,,,1610612764,97,133,2025-12-05T02:08:13Z,6020000,False,,,0,,K. George Free Throw 2 of 2 (15 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
617,PT04M43.00S,2025-12-05T02:08:21.9Z,4,REGULAR,foul,personal,[],1642267,,,1610612738,97,133,2025-12-05T02:10:26Z,6030000,False,,,0,,B. Carrington take personal FOUL (1 PF),"[1642267, 1629014]",1610612764.0,WAS,take,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,1628487.0,,,,,1.0,0.0,Simons,1629014.0,,,,
619,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,out,[],1642267,,,1610612738,97,133,2025-12-05T02:08:42Z,6050000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,out,[],1642273,,,1610612738,97,133,2025-12-05T02:08:42Z,6060000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,out,[],1629014,,,1610612738,97,133,2025-12-05T02:08:42Z,6070000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,in,[],1630264,,,1610612738,97,133,2025-12-05T02:08:42Z,6080000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,in,[],1642364,,,1610612738,97,133,2025-12-05T02:08:42Z,6090000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,in,[],1631199,,,1610612738,97,133,2025-12-05T02:08:42Z,6100000,False,,,0,,SUB in: R. Harper Jr.,[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,97,133,2025-12-05T02:09:50Z,6105000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT04M43.00S,2025-12-05T02:08:31.7Z,4,REGULAR,substitution,in,[],1630214,,,1610612738,97,133,2025-12-05T02:09:50Z,6107500,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M28.00S,2025-12-05T02:09:01.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642864,92.72339027595268,53.18627450980392,1610612738,97,135,2025-12-05T02:09:08Z,6110000,False,16.0,16.0,1,right,H. González driving reverse Layup (5 PTS) (L. Garza 1 AST),"[1642864, 1630568]",1610612738.0,BOS,driving reverse,,,González,H. González,,,,,Restricted Area,0-8 Center,2.25,Made,5.0,L. Garza,1630568.0,1.0,,,,,,,,,,,,,,
627,PT04M23.00S,2025-12-05T02:09:07.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,7.5722733245729295,37.5,1610612764,97,135,2025-12-05T02:09:14Z,6130000,False,62.0,19.0,1,left,MISS C. Whitmore 6' driving Layup - blocked,"[1641715, 1630568]",1610612764.0,WAS,driving,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,,,Garza,1630568.0
628,PT04M23.00S,2025-12-05T02:09:07.7Z,4,REGULAR,block,,[],1630568,,,1610612764,97,135,2025-12-05T02:09:10Z,6140000,False,,,0,,L. Garza BLOCK (1 BLK),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT04M23.00S,2025-12-05T02:09:07.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,97,135,2025-12-05T02:09:14Z,6150000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,627.0,,,,,,,,,,,,,
658,PT04M14.00S,2025-12-05T02:09:33.9Z,4,REGULAR,turnover,bad pass,[],1642860,,,1610612764,97,135,2025-12-05T02:14:14Z,6175000,False,,,0,,W. Riley bad pass TURNOVER (2 TO),"[1642860, 1630568]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Mid-Range,16-24 Center,,,,,,,,,2.0,,,,,,,,Garza,1630568.0,,
659,PT04M14.00S,2025-12-05T02:09:33.9Z,4,REGULAR,steal,,[],1630568,,,1610612738,97,135,2025-12-05T02:14:14Z,6182500,False,,,0,,L. Garza STEAL (1 STL),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
635,PT03M59.00S,2025-12-05T02:09:55.6Z,4,REGULAR,foul,personal,['2freethrow'],1642860,,,1610612738,97,135,2025-12-05T02:10:06Z,6190000,False,,,0,,W. Riley shooting personal FOUL (4 PF) (Garza 2 FT),"[1642860, 1630568]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,204058.0,,,,,4.0,0.0,Garza,1630568.0,,,,
637,PT03M59.00S,2025-12-05T02:10:13.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630568,,,1610612738,97,136,2025-12-05T02:14:14Z,6210000,False,,,0,,L. Garza Free Throw 1 of 2 (4 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
638,PT03M59.00S,2025-12-05T02:10:26.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630568,,,1610612738,97,137,2025-12-05T02:14:14Z,6220000,False,,,0,,L. Garza Free Throw 2 of 2 (5 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
639,PT03M42.00S,2025-12-05T02:10:44.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,8.360709592641262,41.66666666666667,1610612764,97,137,2025-12-05T02:10:52Z,6230000,False,42.0,26.0,1,left,MISS M. Branham driving Layup - blocked,"[1631103, 1631199]",1610612764.0,WAS,driving,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,,Harper Jr.,1631199.0
640,PT03M42.00S,2025-12-05T02:10:44.3Z,4,REGULAR,block,,[],1631199,,,1610612764,97,137,2025-12-05T02:10:47Z,6240000,False,,,0,,R. Harper Jr. BLOCK (1 BLK),[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
641,PT03M42.00S,2025-12-05T02:10:44.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,97,137,2025-12-05T02:10:52Z,6250000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,639.0,,,,,,,,,,,,,
643,PT03M40.00S,2025-12-05T02:11:07.7Z,4,REGULAR,turnover,bad pass,[],1630264,,,1610612764,97,137,2025-12-05T02:11:12Z,6270000,False,,,0,,A. Gill bad pass TURNOVER (1 TO),"[1630264, 1631199]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,Harper Jr.,1631199.0,,
644,PT03M40.00S,2025-12-05T02:11:07.7Z,4,REGULAR,steal,,[],1631199,,,1610612738,97,137,2025-12-05T02:11:10Z,6280000,False,,,0,,R. Harper Jr. STEAL (1 STL),[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
645,PT03M38.00S,2025-12-05T02:11:11.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631199,92.59198423127464,40.44117647058824,1610612738,97,137,2025-12-05T02:16:10Z,6290000,False,-48.0,17.0,1,right,MISS R. Harper Jr. running Layup,[1631199],1610612738.0,BOS,running,,,Harper Jr.,R. Harper Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
646,PT03M37.00S,2025-12-05T02:11:12.8Z,4,REGULAR,rebound,offensive,[],1642864,,,1610612738,97,137,2025-12-05T02:16:10Z,6300000,False,,,0,,H. González REBOUND (Off:2 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,645.0,,,4.0,2.0,2.0,,,,,,,,
647,PT03M36.00S,2025-12-05T02:11:16.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642864,94.40999984741211,50.0,1610612738,97,139,2025-12-05T02:16:16Z,6310000,False,0.0,0.0,1,right,H. González putback Layup (7 PTS),[1642864],1610612738.0,BOS,putback,,,González,H. González,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
648,PT03M24.00S,2025-12-05T02:11:24.9Z,4,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612764,97,139,2025-12-05T02:11:36Z,6320000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Branham 2 FT),"[1630214, 1631103]",1610612738.0,BOS,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204058.0,,,,,1.0,0.0,Branham,1631103.0,,,,
650,PT03M24.00S,2025-12-05T02:11:47.7Z,4,REGULAR,freethrow,1 of 2,[],1631103,,,1610612764,98,139,2025-12-05T02:11:47Z,6340000,False,,,0,,M. Branham Free Throw 1 of 2 (1 PTS),[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
651,PT03M24.00S,2025-12-05T02:12:00.7Z,4,REGULAR,freethrow,2 of 2,[],1631103,,,1610612764,99,139,2025-12-05T02:12:00Z,6350000,False,,,0,,M. Branham Free Throw 2 of 2 (2 PTS),[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
652,PT03M04.00S,2025-12-05T02:12:21.5Z,4,REGULAR,3pt,Jump Shot,[],1631199,68.28186596583443,14.215686274509803,1610612738,99,139,2025-12-05T02:12:25Z,6360000,False,-179.0,246.0,1,right,MISS R. Harper Jr. 30' 3PT,[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,Above the Break 3,24+ Left Center,30.39,Missed,,,,,,,,,,,,,,,,,,
653,PT03M01.00S,2025-12-05T02:12:24.5Z,4,REGULAR,rebound,defensive,[],1630264,,,1610612764,99,139,2025-12-05T02:12:25Z,6370000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,,,,,,652.0,,,1.0,1.0,0.0,,,,,,,,
654,PT02M46.00S,2025-12-05T02:12:40.3Z,4,REGULAR,turnover,bad pass,[],1642860,,,1610612764,99,139,2025-12-05T02:12:43Z,6380000,False,,,0,,W. Riley bad pass TURNOVER (3 TO),"[1642860, 1631248]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,,,,,,,,Scheierman,1631248.0,,
655,PT02M46.00S,2025-12-05T02:12:40.3Z,4,REGULAR,steal,,[],1631248,,,1610612738,99,139,2025-12-05T02:12:42Z,6390000,False,,,0,,B. Scheierman STEAL (2 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
657,PT02M40.00S,2025-12-05T02:12:56.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,99,139,2025-12-05T02:12:56Z,6410000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M26.00S,2025-12-05T02:16:04.7Z,4,REGULAR,turnover,3-second-violation,[],1630568,,,1610612738,99,139,2025-12-05T02:16:17Z,6420000,False,,,0,,L. Garza 3-second-violation TURNOVER (1 TO),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,1.0,,,,,,,,,,,
661,PT02M07.00S,2025-12-05T02:16:34.7Z,4,REGULAR,turnover,lost ball,[],1630264,,,1610612764,99,139,2025-12-05T02:16:41Z,6430000,False,,,0,,A. Gill lost ball TURNOVER (2 TO),"[1630264, 1631248]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,,Scheierman,1631248.0,,
662,PT02M07.00S,2025-12-05T02:16:34.7Z,4,REGULAR,steal,,[],1631248,,,1610612738,99,139,2025-12-05T02:16:36Z,6440000,False,,,0,,B. Scheierman STEAL (3 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
663,PT02M02.00S,2025-12-05T02:16:39.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642864,92.9862023653088,47.30392156862745,1610612738,99,141,2025-12-05T02:16:48Z,6450000,False,-13.0,13.0,1,right,H. González running reverse Layup (9 PTS) (B. Scheierman 3 AST),"[1642864, 1631248]",1610612738.0,BOS,running reverse,,,González,H. González,,,,,Restricted Area,0-8 Center,1.9,Made,9.0,B. Scheierman,1631248.0,3.0,,,,,,,,,,,,,,
665,PT01M52.00S,2025-12-05T02:16:49.2Z,4,REGULAR,3pt,Jump Shot,[],1631103,24.129434954007884,10.294117647058822,1610612764,99,141,2025-12-05T02:19:30Z,6470000,False,199.0,174.0,1,left,MISS M. Branham 26' pullup 3PT,[1631103],1610612764.0,WAS,pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
666,PT01M49.00S,2025-12-05T02:16:52.2Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612738,99,141,2025-12-05T02:16:53Z,6480000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,665.0,,,1.0,1.0,0.0,,,,,,,,
668,PT01M47.00S,2025-12-05T02:17:02.4Z,4,REGULAR,foul,offensive,[],1630214,,,1610612738,99,141,2025-12-05T02:17:08Z,6500000,False,,,0,,X. Tillman charge offensive FOUL (2 PF),"[1630214, 1642364]",1610612738.0,BOS,charge,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,,,,,,1148.0,,,,,2.0,0.0,Watkins,1642364.0,,,,
670,PT01M47.00S,2025-12-05T02:17:02.4Z,4,REGULAR,turnover,offensive foul,[],1630214,,,1610612738,99,141,2025-12-05T02:17:02Z,6520000,False,,,0,,X. Tillman offensive foul TURNOVER (1 TO),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,,,,,,1148.0,1.0,,,,,,,,,,,
671,PT01M31.00S,2025-12-05T02:17:28.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1641715,6.652431011826544,33.82352941176471,1610612764,99,141,2025-12-05T02:20:07Z,6530000,False,81.0,10.0,1,left,MISS C. Whitmore 8' driving floating Shot,[1641715],1610612764.0,WAS,driving floating,,,Whitmore,C. Whitmore,,,,,Mid-Range,0-8 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
672,PT01M28.00S,2025-12-05T02:17:30.3Z,4,REGULAR,rebound,defensive,[],1631248,,,1610612738,99,141,2025-12-05T02:17:30Z,6540000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:4),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,0-8 Center,,,,,,,671.0,,,5.0,4.0,1.0,,,,,,,,
673,PT01M22.00S,2025-12-05T02:17:37.1Z,4,REGULAR,3pt,Jump Shot,[],1642864,78.0059132720105,3.6764705882352944,1610612738,99,144,2025-12-05T02:17:41Z,6550000,False,-232.0,154.0,1,right,H. González 27' 3PT  (12 PTS) (R. Harper Jr. 1 AST),"[1642864, 1631199]",1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,27.82,Made,12.0,R. Harper Jr.,1631199.0,1.0,,,,,,,,,,,,,,
675,PT01M08.00S,2025-12-05T02:17:55.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630264,6.1268068331143235,47.549019607843135,1610612764,101,144,2025-12-05T02:18:00Z,6570000,False,12.0,5.0,1,left,A. Gill cutting DUNK (2 PTS) (M. Branham 2 AST),"[1630264, 1631103]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,
677,PT00M58.70S,2025-12-05T02:18:08.2Z,4,REGULAR,3pt,Jump Shot,[],1631199,78.79434954007884,9.068627450980392,1610612738,101,144,2025-12-05T02:20:55Z,6590000,False,-205.0,147.0,1,right,MISS R. Harper Jr. 25' pullup 3PT,[1631199],1610612738.0,BOS,pullup,,,Harper Jr.,R. Harper Jr.,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
678,PT00M56.90S,2025-12-05T02:18:10.0Z,4,REGULAR,rebound,offensive,[],1642864,,,1610612738,101,144,2025-12-05T02:18:27Z,6600000,False,,,0,,H. González REBOUND (Off:3 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,,,,,,,677.0,,,5.0,2.0,3.0,,,,,,,,
679,PT00M56.70S,2025-12-05T02:18:11.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642864,94.82588699080158,45.83333333333333,1610612738,101,146,2025-12-05T02:18:15Z,6610000,False,-21.0,-4.0,1,right,H. González DUNK (14 PTS),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,2.12,Made,14.0,,,,,,,,,,,,,,,,,
680,PT00M42.70S,2025-12-05T02:18:26.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,5.338370565045992,37.5,1610612764,101,146,2025-12-05T02:21:16Z,6620000,False,62.0,-2.0,1,left,MISS M. Branham 6' driving Layup,[1631103],1610612764.0,WAS,driving,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
681,PT00M40.20S,2025-12-05T02:18:29.4Z,4,REGULAR,rebound,defensive,[],1631248,,,1610612738,101,146,2025-12-05T02:18:30Z,6630000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:5),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,680.0,,,6.0,5.0,1.0,,,,,,,,
682,PT00M17.10S,2025-12-05T02:18:53.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,101,146,2025-12-05T02:19:16Z,6640000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,1148.0,,,,,,,,,,,,
