actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
423,PT02M30.00S,2023-03-08T02:07:02.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612750,63,84,2023-03-08T02:07:08Z,4090000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Reid 2 FT),"[203954, 1629675]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,,,,,2.0,0.0,Reid,1629675.0
425,PT02M30.00S,2023-03-08T02:07:33.3Z,3,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,64,84,2023-03-08T02:07:33Z,4110000,False,,,0,,N. Reid Free Throw 1 of 2 (8 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
426,PT02M30.00S,2023-03-08T02:07:34.1Z,3,REGULAR,substitution,out,[],202699,,,1610612750,64,84,2023-03-08T02:07:38Z,4120000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M30.00S,2023-03-08T02:07:34.1Z,3,REGULAR,substitution,in,[],1627777,,,1610612750,64,84,2023-03-08T02:07:38Z,4130000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M30.00S,2023-03-08T02:07:51.4Z,3,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,65,84,2023-03-08T02:07:51Z,4140000,False,,,0,,N. Reid Free Throw 2 of 2 (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
429,PT02M08.00S,2023-03-08T02:08:15.0Z,3,REGULAR,2pt,Jump Shot,[],203954,22.158344283837057,57.35294117647059,1610612755,65,86,2023-03-08T02:08:19Z,4150000,False,-37.0,156.0,1,left,J. Embiid 16' Jump Shot (38 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,16.01,Made,38.0,,,,,,,,,,,,,
430,PT01M54.00S,2023-03-08T02:08:31.5Z,3,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,65,86,2023-03-08T02:08:36Z,4160000,False,,,0,,N. Reid bad pass out-of-bounds TURNOVER (1 TO),[1629675],1610612750.0,MIN,bad pass,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,202026.0,,,,,,,,,,,,,,,,
431,PT01M54.00S,2023-03-08T02:08:38.7Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629675,,,1610612755,65,86,2023-03-08T02:08:47Z,4170000,False,,,0,,N. Reid technical FOUL (1 Tech),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,2005.0,,,,,,,,,,,,,3.0,1.0,,
432,PT01M54.00S,2023-03-08T02:09:02.3Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,65,87,2023-03-08T02:09:02Z,4180000,False,,,0,,J. Embiid technical Free Throw 1 of 1 (39 PTS),[203954],1610612755.0,PHI,technical,,,Embiid,J. Embiid,,,,,,,,,,,,Made,39.0,,,,,,,,,,,,,
434,PT01M38.00S,2023-03-08T02:09:28.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,21.895532194480946,56.372549019607845,1610612755,65,87,2023-03-08T02:09:35Z,4190000,False,-32.0,153.0,1,left,MISS J. Embiid 15' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,15.66,Missed,,,,,,,,,,,,,,
435,PT01M36.00S,2023-03-08T02:09:30.3Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,65,87,2023-03-08T02:09:35Z,4200000,False,,,0,,A. Edwards REBOUND (Off:0 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,434.0,6.0,6.0,0.0,,,,
436,PT01M30.00S,2023-03-08T02:09:37.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,69.20170827858082,68.38235294117648,1610612750,68,87,2023-03-08T02:09:45Z,4210000,False,92.0,237.0,1,right,A. Edwards 25' 3PT pullup (30 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,25.42,Made,30.0,,,,,,,,,,,,,
437,PT01M25.00S,2023-03-08T02:09:47.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,68,87,2023-03-08T02:09:47Z,4220000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M25.00S,2023-03-08T02:10:58.8Z,3,REGULAR,substitution,out,[],1629001,,,1610612755,68,87,2023-03-08T02:11:10Z,4230000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M25.00S,2023-03-08T02:10:58.8Z,3,REGULAR,substitution,out,[],203954,,,1610612755,68,87,2023-03-08T02:11:10Z,4240000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M25.00S,2023-03-08T02:10:58.8Z,3,REGULAR,substitution,in,[],1630194,,,1610612755,68,87,2023-03-08T02:11:10Z,4250000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M25.00S,2023-03-08T02:10:58.8Z,3,REGULAR,substitution,in,[],1627863,,,1610612755,68,87,2023-03-08T02:11:10Z,4260000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M12.00S,2023-03-08T02:11:41.8Z,3,REGULAR,2pt,Jump Shot,[],1629003,12.565703022339028,75.24509803921569,1610612755,68,87,2023-03-08T02:11:48Z,4270000,False,-126.0,66.0,1,left,MISS S. Milton 14' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,,,,,14.22,Missed,,,,,,,,,,,,,,
444,PT01M09.00S,2023-03-08T02:11:44.8Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612750,68,87,2023-03-08T02:11:48Z,4280000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,443.0,2.0,1.0,1.0,,,,
445,PT01M04.00S,2023-03-08T02:11:49.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629162,95.0886990801577,96.07843137254902,1610612750,68,87,2023-03-08T02:26:36Z,4290000,False,230.0,-6.0,1,right,MISS J. McLaughlin running 3PT,[1629162],1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,23.05,Missed,,,,,,,,,,,,,,
446,PT00M59.90S,2023-03-08T02:11:53.4Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612755,68,87,2023-03-08T02:11:57Z,4300000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,445.0,2.0,2.0,0.0,,,,
447,PT00M50.00S,2023-03-08T02:12:06.7Z,3,REGULAR,turnover,out-of-bounds,[],1627863,,,1610612755,68,87,2023-03-08T02:12:13Z,4310000,False,,,0,,D. House Jr. lost ball out-of-bounds TURNOVER (1 TO),[1627863],1610612755.0,PHI,lost ball,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,1.0,,,2004.0,,,,,,,,,,,,,,,,
448,PT00M38.40S,2023-03-08T02:12:31.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,79.71419185282524,91.66666666666666,1610612750,68,87,2023-03-08T02:12:35Z,4320000,False,208.0,138.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,25.0,Missed,,,,,,,,,,,,,,
449,PT00M35.60S,2023-03-08T02:12:34.3Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,68,87,2023-03-08T02:12:35Z,4330000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,448.0,2.0,2.0,0.0,,,,
450,PT00M24.80S,2023-03-08T02:12:45.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,15.456636005256241,59.068627450980394,1610612755,68,87,2023-03-08T02:27:21Z,4340000,False,-45.0,93.0,1,left,MISS J. McDaniels 10' driving floating Shot,[1629667],1610612755.0,PHI,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.33,Missed,,,,,,,,,,,,,,
451,PT00M24.20S,2023-03-08T02:12:46.1Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,68,87,2023-03-08T02:13:03Z,4350000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,450.0,3.0,3.0,0.0,,,,
452,PT00M01.80S,2023-03-08T02:13:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,90.75229960578186,45.83333333333333,1610612750,68,87,2023-03-08T02:13:29Z,4360000,False,-21.0,34.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,4.02,Missed,,,,,,,,,,,,,,
453,PT00M00.50S,2023-03-08T02:13:10.4Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,68,87,2023-03-08T02:13:29Z,4370000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:3),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,452.0,3.0,3.0,0.0,,,,
454,PT00M00.00S,2023-03-08T02:13:13.1Z,3,REGULAR,period,end,[],0,,,1610612755,68,87,2023-03-08T02:13:13Z,4380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2023-03-08T02:15:41.6Z,4,REGULAR,substitution,out,['startperiod'],1630162,,,1610612755,68,87,2023-03-08T02:16:29Z,4390000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2023-03-08T02:15:41.6Z,4,REGULAR,substitution,out,['startperiod'],1629162,,,1610612755,68,87,2023-03-08T02:16:29Z,4400000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2023-03-08T02:15:41.6Z,4,REGULAR,substitution,in,['startperiod'],201144,,,1610612755,68,87,2023-03-08T02:16:29Z,4410000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2023-03-08T02:15:41.6Z,4,REGULAR,substitution,in,['startperiod'],203937,,,1610612755,68,87,2023-03-08T02:16:29Z,4420000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2023-03-08T02:16:56.7Z,4,REGULAR,period,start,[],0,,,1610612750,68,87,2023-03-08T02:16:56Z,4430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT11M51.00S,2023-03-08T02:17:09.1Z,4,REGULAR,foul,personal,[],1629003,,,1610612750,68,87,2023-03-08T02:17:18Z,4440000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 203937]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Anderson,203937.0
462,PT11M37.00S,2023-03-08T02:17:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,91.93495400788436,45.588235294117645,1610612750,68,87,2023-03-08T02:17:44Z,4460000,False,-22.0,23.0,1,right,MISS T. Prince driving Layup,[1627752],1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,3.21,Missed,,,,,,,,,,,,,,
463,PT11M35.00S,2023-03-08T02:17:37.2Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612755,68,87,2023-03-08T02:17:37Z,4470000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,462.0,3.0,3.0,0.0,,,,
464,PT11M34.00S,2023-03-08T02:17:38.8Z,4,REGULAR,turnover,bad pass,[],1629667,,,1610612755,68,87,2023-03-08T02:17:51Z,4480000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1629667, 1627752]",1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,1.0,Prince,1627752.0,,,,,,,,,,,,,,,,,
465,PT11M34.00S,2023-03-08T02:17:38.8Z,4,REGULAR,steal,,[],1627752,,,1610612750,68,87,2023-03-08T02:17:40Z,4490000,False,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
466,PT11M32.00S,2023-03-08T02:17:40.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627752,92.19776609724047,51.71568627450981,1610612750,68,87,2023-03-08T02:17:56Z,4500000,False,9.0,21.0,1,right,MISS T. Prince Layup - blocked,"[1627752, 1630194]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,2.25,Missed,,,,,Reed,1630194.0,,,,,,,,
467,PT11M32.00S,2023-03-08T02:17:40.9Z,4,REGULAR,block,,[],1630194,,,1610612750,68,87,2023-03-08T02:17:43Z,4510000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
468,PT11M27.00S,2023-03-08T02:17:45.9Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612755,68,87,2023-03-08T02:17:56Z,4520000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,466.0,4.0,4.0,0.0,,,,
477,PT11M22.00S,2023-03-08T02:17:45.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,8.886333771353483,50.49019607843137,1610612755,68,87,2023-03-08T02:20:57Z,4525000,False,-2.0,31.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1629667, 1627752]",1610612755.0,PHI,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,3.11,Missed,,,,,Prince,1627752.0,,,,,,,,
478,PT11M22.00S,2023-03-08T02:17:45.8Z,4,REGULAR,block,,[],1627752,,,1610612755,68,87,2023-03-08T02:20:44Z,4527500,False,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
479,PT11M21.00S,2023-03-08T02:17:46.8Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,68,87,2023-03-08T02:20:57Z,4528750,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,477.0,3.0,2.0,1.0,,,,
471,PT11M16.00S,2023-03-08T02:17:55.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,89.56964520367937,48.529411764705884,1610612750,70,87,2023-03-08T02:30:02Z,4550000,False,-7.0,46.0,1,right,K. Anderson running Layup (6 PTS) (N. Reid 3 AST),"[203937, 1629675]",1610612750.0,MIN,running,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.61,Made,6.0,N. Reid,1629675.0,3.0,,,,,,,,,,
472,PT10M57.00S,2023-03-08T02:18:14.8Z,4,REGULAR,turnover,bad pass,[],1627777,,,1610612755,70,87,2023-03-08T02:18:21Z,4560000,False,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1629675]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Left,1.0,Reid,1629675.0,,,,,,,,,,,,,,,,,
473,PT10M57.00S,2023-03-08T02:18:14.8Z,4,REGULAR,steal,,[],1629675,,,1610612750,70,87,2023-03-08T02:18:16Z,4570000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
474,PT10M49.00S,2023-03-08T02:18:23.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,93.9060446780552,49.754901960784316,1610612750,72,87,2023-03-08T02:18:29Z,4580000,False,-1.0,5.0,1,right,N. Reid Layup (11 PTS) (K. Anderson 2 AST),"[1629675, 203937]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,0.49,Made,11.0,K. Anderson,203937.0,2.0,,,,,,,,,,
476,PT10M49.00S,2023-03-08T02:18:26.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,72,87,2023-03-08T02:18:26Z,4600000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M49.00S,2023-03-08T02:20:44.6Z,4,REGULAR,substitution,out,[],1629667,,,1610612755,72,87,2023-03-08T02:21:17Z,4610000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT10M49.00S,2023-03-08T02:20:44.6Z,4,REGULAR,substitution,out,[],1627863,,,1610612755,72,87,2023-03-08T02:21:17Z,4620000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT10M49.00S,2023-03-08T02:20:44.6Z,4,REGULAR,substitution,in,[],202699,,,1610612755,72,87,2023-03-08T02:21:17Z,4630000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT10M49.00S,2023-03-08T02:20:44.6Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,72,87,2023-03-08T02:21:17Z,4640000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M27.00S,2023-03-08T02:22:14.7Z,4,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612755,72,87,2023-03-08T02:22:24Z,4650000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Maxey 2 FT),"[1629638, 1630178]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,2004.0,,,,,,,,,,,,,2.0,0.0,Maxey,1630178.0
486,PT10M27.00S,2023-03-08T02:22:39.1Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,72,88,2023-03-08T02:22:39Z,4670000,False,,,0,,T. Maxey Free Throw 1 of 2 (18 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
487,PT10M27.00S,2023-03-08T02:22:58.3Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,72,89,2023-03-08T02:22:58Z,4680000,False,,,0,,T. Maxey Free Throw 2 of 2 (19 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,
488,PT10M04.00S,2023-03-08T02:23:23.1Z,4,REGULAR,2pt,Jump Shot,[],201144,92.85479632063075,9.068627450980392,1610612750,72,89,2023-03-08T02:23:31Z,4690000,False,-205.0,15.0,1,right,MISS M. Conley 20' Jump Shot,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left,,,,,20.52,Missed,,,,,,,,,,,,,,
489,PT10M00.00S,2023-03-08T02:23:27.1Z,4,REGULAR,rebound,offensive,[],203937,,,1610612750,72,89,2023-03-08T02:23:31Z,4700000,False,,,0,,K. Anderson REBOUND (Off:2 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,488.0,5.0,3.0,2.0,,,,
490,PT09M59.00S,2023-03-08T02:23:27.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,93.9060446780552,50.245098039215684,1610612750,72,89,2023-03-08T02:23:35Z,4710000,False,1.0,5.0,1,right,MISS K. Anderson putback Layup,[203937],1610612750.0,MIN,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,0.49,Missed,,,,,,,,,,,,,,
491,PT09M58.00S,2023-03-08T02:23:28.6Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,72,89,2023-03-08T02:23:35Z,4720000,False,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,490.0,4.0,4.0,0.0,,,,
492,PT09M36.00S,2023-03-08T02:23:50.6Z,4,REGULAR,3pt,Jump Shot,[],1630178,19.267411300919843,91.17647058823529,1610612755,72,92,2023-03-08T02:23:57Z,4730000,False,-206.0,129.0,1,left,T. Maxey 24' 3PT step back (22 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,24.28,Made,22.0,,,,,,,,,,,,,
493,PT09M20.00S,2023-03-08T02:24:07.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,93.11760840998686,49.50980392156863,1610612750,74,92,2023-03-08T02:24:12Z,4740000,False,-2.0,12.0,1,right,T. Prince Layup (7 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,1.25,Made,7.0,,,,,,,,,,,,,
494,PT09M05.00S,2023-03-08T02:24:21.4Z,4,REGULAR,3pt,Jump Shot,[],1627777,6.915243101182654,96.32352941176471,1610612755,74,95,2023-03-08T02:24:26Z,4750000,False,-232.0,13.0,1,left,G. Niang 3PT  (8 PTS) (T. Maxey 5 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,23.19,Made,8.0,T. Maxey,1630178.0,5.0,,,,,,,,,,
496,PT08M53.00S,2023-03-08T02:24:34.1Z,4,REGULAR,3pt,Jump Shot,[],1627752,95.0886990801577,4.411764705882353,1610612750,74,95,2023-03-08T02:24:38Z,4770000,False,-228.0,-6.0,1,right,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,,22.8,Missed,,,,,,,,,,,,,,
497,PT08M49.00S,2023-03-08T02:24:38.1Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,74,95,2023-03-08T02:24:38Z,4780000,False,,,0,,G. Niang REBOUND (Off:0 Def:5),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,496.0,5.0,5.0,0.0,,,,
498,PT08M40.00S,2023-03-08T02:24:46.2Z,4,REGULAR,3pt,Jump Shot,[],1630178,28.597240473061763,23.774509803921568,1610612755,74,98,2023-03-08T02:24:52Z,4790000,False,131.0,216.0,1,left,T. Maxey 25' 3PT step back (25 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,25.29,Made,25.0,,,,,,,,,,,,,
499,PT08M39.00S,2023-03-08T02:24:51.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,74,98,2023-03-08T02:24:51Z,4800000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M39.00S,2023-03-08T02:27:49.0Z,4,REGULAR,substitution,out,[],1629638,,,1610612750,74,98,2023-03-08T02:27:55Z,4810000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT08M39.00S,2023-03-08T02:27:49.0Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,74,98,2023-03-08T02:27:55Z,4820000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M39.00S,2023-03-08T02:27:49.0Z,4,REGULAR,substitution,out,[],1627752,,,1610612750,74,98,2023-03-08T02:27:55Z,4830000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M39.00S,2023-03-08T02:27:49.0Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,74,98,2023-03-08T02:27:55Z,4840000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M39.00S,2023-03-08T02:27:49.0Z,4,REGULAR,substitution,in,[],1630183,,,1610612750,74,98,2023-03-08T02:27:55Z,4850000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
