actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
250,PT06M05.00S,2022-11-26T01:53:03.6Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,59,35,2022-11-26T01:53:03Z,2470000,False,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,,,249.0,7.0,3.0,4.0,,,,,,,,,,,,,
251,PT06M04.00S,2022-11-26T01:53:04.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.32917214191852,48.77450980392157,1610612763,59,35,2022-11-26T01:54:05Z,2480000,False,-6.0,20.0,1,right,MISS S. Adams putback Layup - blocked,"[203500, 1630529]",1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,2.05,Missed,,,,,,,,,,,,,,Jones,1630529.0,,
252,PT06M04.00S,2022-11-26T01:53:04.9Z,2,REGULAR,block,,[],1630529,,,1610612763,59,35,2022-11-26T01:53:16Z,2490000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
260,PT06M04.00S,2022-11-26T01:53:04.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,59,35,2022-11-26T01:54:05Z,2495000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Restricted Area,0-8 Center,,,251.0,,,,,,,,,,,,,,,,
253,PT06M03.00S,2022-11-26T01:53:31.9Z,2,REGULAR,substitution,out,[],1626145,,,1610612740,59,35,2022-11-26T01:54:04Z,2500000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M03.00S,2022-11-26T01:53:31.9Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,59,35,2022-11-26T01:54:04Z,2510000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M03.00S,2022-11-26T01:53:31.9Z,2,REGULAR,substitution,in,[],1629630,,,1610612740,59,35,2022-11-26T01:54:04Z,2520000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M03.00S,2022-11-26T01:53:31.9Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,59,35,2022-11-26T01:54:04Z,2530000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M03.00S,2022-11-26T01:54:04.6Z,2,REGULAR,jumpball,recovered,[],0,,,1610612740,59,35,2022-11-26T01:54:04Z,2540000,False,,,0,,Jump Ball H. Jones vs. S. Adams: Tip to Team (NOP),"[1630529, 203500]",1610612740.0,NOP,heldball,Team (NOP),,,,Jones,1630529.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2022-11-26T01:54:05.9Z,2,REGULAR,foul,personal,[],203500,,,1610612740,59,35,2022-11-26T01:54:24Z,2570000,False,,,0,,S. Adams loose ball personal FOUL (1 PF),"[203500, 1630529]",1610612763.0,MEM,loose ball,,,Adams,S. Adams,,,,,101284.0,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,0.0,Jones,1630529.0,,,,
263,PT05M53.00S,2022-11-26T01:54:20.7Z,2,REGULAR,2pt,Jump Shot,[],1630529,27.677398160315374,34.31372549019608,1610612740,59,35,2022-11-26T01:54:27Z,2590000,False,78.0,208.0,1,left,MISS H. Jones 22' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Mid-Range,16-24 Right Center,22.2,Missed,,,,,,,,,,,,,,,,,
264,PT05M51.00S,2022-11-26T01:54:22.4Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,59,35,2022-11-26T01:54:22Z,2600000,False,,,0,,J. Morant REBOUND (Off:2 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Mid-Range,16-24 Right Center,,,263.0,4.0,2.0,2.0,,,,,,,,,,,,,
265,PT05M43.00S,2022-11-26T01:54:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.02825229960578,48.77450980392157,1610612763,59,35,2022-11-26T01:54:34Z,2610000,False,-6.0,126.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,In The Paint (Non-RA),8-16 Center,12.59,Missed,,,,,,,,,,,,,,,,,
266,PT05M40.00S,2022-11-26T01:54:34.0Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,59,35,2022-11-26T01:54:34Z,2620000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,In The Paint (Non-RA),8-16 Center,,,265.0,2.0,2.0,0.0,,,,,,,,,,,,,
267,PT05M23.00S,2022-11-26T01:54:50.4Z,2,REGULAR,2pt,Jump Shot,[],1627742,5.206964520367937,29.65686274509804,1610612740,59,37,2022-11-26T01:55:01Z,2630000,False,102.0,-4.0,1,left,B. Ingram 10' step back Jump Shot (6 PTS),[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,,Mid-Range,8-16 Right,10.18,Made,,,,,6.0,,,,,,,,,,,,
268,PT04M55.00S,2022-11-26T01:55:19.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,84.83902759526939,41.66666666666667,1610612763,59,37,2022-11-26T01:55:22Z,2640000,False,-42.0,90.0,1,right,MISS D. Roddy 9' driving floating Shot,[1631223],1610612763.0,MEM,driving floating,,,Roddy,D. Roddy,,,,,,In The Paint (Non-RA),8-16 Center,9.92,Missed,,,,,,,,,,,,,,,,,
269,PT04M52.00S,2022-11-26T01:55:22.1Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,59,37,2022-11-26T01:55:22Z,2650000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,In The Paint (Non-RA),8-16 Center,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,
270,PT04M49.00S,2022-11-26T01:55:28.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612740,59,37,2022-11-26T01:55:45Z,2660000,False,,,0,,J. Konchar personal FOUL (1 PF) (Daniels 2 FT),"[1629723, 1630700]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,203177.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,0.0,Daniels,1630700.0,,,,
272,PT04M49.00S,2022-11-26T01:56:06.2Z,2,REGULAR,freethrow,1 of 2,[],1630700,,,1610612740,59,38,2022-11-26T01:56:06Z,2680000,False,,,0,,D. Daniels Free Throw 1 of 2 (1 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
273,PT04M49.00S,2022-11-26T01:56:17.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,59,38,2022-11-26T01:56:17Z,2690000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M49.00S,2022-11-26T01:59:27.5Z,2,REGULAR,freethrow,2 of 2,[],1630700,,,1610612740,59,39,2022-11-26T01:59:27Z,2700000,False,,,0,,D. Daniels Free Throw 2 of 2 (2 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
275,PT04M31.00S,2022-11-26T01:59:55.2Z,2,REGULAR,turnover,traveling,[],203500,,,1610612763,59,39,2022-11-26T01:59:59Z,2710000,False,,,0,,S. Adams traveling TURNOVER (2 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,101284.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,,,,,,,,
276,PT04M21.00S,2022-11-26T02:00:20.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,31.882391590013142,27.941176470588236,1610612740,59,39,2022-11-26T02:01:29Z,2720000,False,110.0,247.0,1,left,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,
277,PT04M18.00S,2022-11-26T02:00:23.3Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,59,39,2022-11-26T02:01:29Z,2730000,False,,,0,,H. Jones REBOUND (Off:2 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Above the Break 3,24+ Right Center,,,276.0,5.0,3.0,2.0,,,,,,,,,,,,,
278,PT04M12.00S,2022-11-26T02:00:25.9Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,17.821944809461236,69.11764705882352,1610612740,59,41,2022-11-26T02:00:28Z,2740000,False,-96.0,115.0,1,left,B. Ingram 14' pullup Jump Shot (8 PTS) (H. Jones 2 AST),"[1627742, 1630529]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,Mid-Range,8-16 Left,14.95,Made,,,,,8.0,H. Jones,1630529.0,2.0,,,,,,,,,
280,PT03M58.00S,2022-11-26T02:00:43.1Z,2,REGULAR,foul,personal,[],202685,,,1610612763,59,41,2022-11-26T02:00:48Z,2760000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1629630]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1198.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,
282,PT03M58.00S,2022-11-26T02:00:50.1Z,2,REGULAR,substitution,out,[],202685,,,1610612763,59,41,2022-11-26T02:00:57Z,2780000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M58.00S,2022-11-26T02:00:50.1Z,2,REGULAR,substitution,in,[],1629627,,,1610612763,59,41,2022-11-26T02:00:57Z,2790000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M46.00S,2022-11-26T02:01:16.8Z,2,REGULAR,2pt,Jump Shot,[],1629630,76.42904073587385,59.55882352941176,1610612763,59,41,2022-11-26T02:01:22Z,2800000,False,48.0,169.0,1,right,MISS J. Morant 17' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,Mid-Range,16-24 Center,17.57,Missed,,,,,,,,,,,,,,,,,
285,PT03M41.00S,2022-11-26T02:01:21.8Z,2,REGULAR,rebound,offensive,[],1631222,,,1610612763,59,41,2022-11-26T02:01:22Z,2810000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Mid-Range,16-24 Center,,,284.0,2.0,1.0,1.0,,,,,,,,,,,,,
286,PT03M34.00S,2022-11-26T02:01:28.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,71.56701708278581,18.627450980392158,1610612763,59,41,2022-11-26T02:01:32Z,2820000,False,-157.0,215.0,1,right,MISS J. LaRavia 26' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,
287,PT03M32.00S,2022-11-26T02:01:30.8Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,59,41,2022-11-26T02:01:32Z,2830000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Above the Break 3,24+ Left Center,,,286.0,2.0,2.0,0.0,,,,,,,,,,,,,
288,PT03M26.00S,2022-11-26T02:01:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.915243101182654,48.03921568627451,1610612740,59,43,2022-11-26T02:01:40Z,2840000,False,10.0,13.0,1,left,Z. Williamson driving finger roll Layup (10 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,10.0,,,,,,,,,,,,
289,PT03M14.00S,2022-11-26T02:01:52.2Z,2,REGULAR,foul,personal,[],1629627,,,1610612763,59,43,2022-11-26T02:01:55Z,2850000,False,,,0,,Z. Williamson personal FOUL (1 PF),"[1629627, 1629630]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,203177.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,
291,PT03M14.00S,2022-11-26T02:01:58.3Z,2,REGULAR,substitution,out,[],1631222,,,1610612763,59,43,2022-11-26T02:02:00Z,2870000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M14.00S,2022-11-26T02:01:58.3Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,59,43,2022-11-26T02:02:00Z,2880000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M07.00S,2022-11-26T02:02:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,85.75886990801577,60.78431372549019,1610612763,59,43,2022-11-26T02:02:26Z,2890000,False,54.0,81.0,1,right,MISS D. Brooks 9' turnaround Shot,[1628415],1610612763.0,MEM,turnaround,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Right,9.76,Missed,,,,,,,,,,,,,,,,,
294,PT03M06.00S,2022-11-26T02:02:25.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,59,43,2022-11-26T02:02:25Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,293.0,,,,,,,,,,,,,,,,
296,PT03M04.00S,2022-11-26T02:02:39.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629723,91.93495400788436,96.32352941176471,1610612763,59,43,2022-11-26T02:02:43Z,2920000,False,232.0,23.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,
297,PT03M02.00S,2022-11-26T02:02:41.9Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,59,43,2022-11-26T02:02:43Z,2930000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Right Corner 3,24+ Right,,,296.0,3.0,3.0,0.0,,,,,,,,,,,,,
298,PT02M44.00S,2022-11-26T02:03:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,5.206964520367937,96.07843137254902,1610612740,59,46,2022-11-26T02:03:04Z,2940000,False,-230.0,-4.0,1,left,J. Alvarado 3PT  (5 PTS) (Z. Williamson 2 AST),"[1630631, 1629627]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,5.0,Z. Williamson,1629627.0,2.0,,,,,,,,,
300,PT02M36.00S,2022-11-26T02:03:09.6Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612763,59,46,2022-11-26T02:03:37Z,2960000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Morant 2 FT),"[1630700, 1629630]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,203177.0,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,
302,PT02M36.00S,2022-11-26T02:03:43.4Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,60,46,2022-11-26T02:03:43Z,2980000,False,,,0,,J. Morant Free Throw 1 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
303,PT02M36.00S,2022-11-26T02:03:44.1Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,60,46,2022-11-26T02:04:00Z,2990000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M36.00S,2022-11-26T02:03:44.1Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,60,46,2022-11-26T02:04:00Z,3000000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M36.00S,2022-11-26T02:04:03.8Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,60,46,2022-11-26T02:04:03Z,3010000,False,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
306,PT02M34.00S,2022-11-26T02:04:04.9Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,60,46,2022-11-26T02:04:04Z,3020000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,305.0,3.0,3.0,0.0,,,,,,,,,,,,,
307,PT02M22.00S,2022-11-26T02:04:17.9Z,2,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,60,46,2022-11-26T02:04:23Z,3030000,False,,,0,,Z. Williamson bad pass out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,bad pass,,,Williamson,Z. Williamson,,,,,1198.0,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,,,,,
308,PT01M59.00S,2022-11-26T02:04:51.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,81.15965834428384,34.55882352941176,1610612763,60,46,2022-11-26T02:04:55Z,3040000,False,-77.0,125.0,1,right,MISS D. Brooks 14' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Left,14.66,Missed,,,,,,,,,,,,,,,,,
309,PT01M55.00S,2022-11-26T02:04:55.2Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,60,46,2022-11-26T02:04:55Z,3050000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,In The Paint (Non-RA),8-16 Left,,,308.0,3.0,2.0,1.0,,,,,,,,,,,,,
310,PT01M49.00S,2022-11-26T02:05:01.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629723,88.25558475689881,94.36274509803921,1610612763,60,46,2022-11-26T02:05:05Z,3060000,False,222.0,58.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,
311,PT01M46.00S,2022-11-26T02:05:04.3Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,60,46,2022-11-26T02:05:05Z,3070000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Right Corner 3,24+ Right,,,310.0,3.0,3.0,0.0,,,,,,,,,,,,,
312,PT01M38.00S,2022-11-26T02:05:12.5Z,2,REGULAR,2pt,Jump Shot,[],1629627,4.681340341655716,67.64705882352942,1610612740,60,46,2022-11-26T02:05:15Z,3080000,False,-88.0,-8.0,1,left,MISS Z. Williamson 8' turnaround Shot,[1629627],1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,,Mid-Range,8-16 Left,8.86,Missed,,,,,,,,,,,,,,,,,
313,PT01M35.00S,2022-11-26T02:05:15.5Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,60,46,2022-11-26T02:05:15Z,3090000,False,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Mid-Range,8-16 Left,,,312.0,4.0,3.0,1.0,,,,,,,,,,,,,
314,PT01M30.00S,2022-11-26T02:05:20.2Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629723,91.01511169513797,10.049019607843137,1610612763,60,46,2022-11-26T02:05:27Z,3100000,False,-200.0,32.0,1,right,MISS J. Konchar 20' running Shot,[1629723],1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,,Mid-Range,16-24 Left,20.23,Missed,,,,,,,,,,,,,,,,,
315,PT01M26.00S,2022-11-26T02:05:24.2Z,2,REGULAR,rebound,offensive,[],1626145,,,1610612763,60,46,2022-11-26T02:05:27Z,3110000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Left,,,314.0,1.0,0.0,1.0,,,,,,,,,,,,,
316,PT01M20.00S,2022-11-26T02:05:30.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203500,84.70762155059133,43.872549019607845,1610612763,62,46,2022-11-26T02:05:33Z,3120000,False,-31.0,91.0,1,right,S. Adams 9' Hook (14 PTS) (J. Morant 5 AST),"[203500, 1629630]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),8-16 Center,9.62,Made,,,,,14.0,J. Morant,1629630.0,5.0,,,,,,,,,
318,PT00M59.90S,2022-11-26T02:05:58.0Z,2,REGULAR,foul,offensive,[],1630529,,,1610612740,62,46,2022-11-26T02:06:01Z,3140000,False,,,0,,H. Jones offensive FOUL (2 PF),"[1630529, 1629723]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1198.0,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,0.0,Konchar,1629723.0,,,,
320,PT00M59.90S,2022-11-26T02:05:58.0Z,2,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,62,46,2022-11-26T02:05:58Z,3160000,False,,,0,,H. Jones offensive foul TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,1198.0,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,,,,,,
321,PT00M59.90S,2022-11-26T02:06:03.4Z,2,REGULAR,substitution,out,[],1627742,,,1610612763,62,46,2022-11-26T02:06:05Z,3170000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M59.90S,2022-11-26T02:06:03.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612763,62,46,2022-11-26T02:06:05Z,3180000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M44.80S,2022-11-26T02:06:36.7Z,2,REGULAR,substitution,out,[],1628415,,,1610612763,62,46,2022-11-26T02:06:47Z,3200000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M44.80S,2022-11-26T02:06:36.7Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,62,46,2022-11-26T02:06:47Z,3210000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M39.90S,2022-11-26T02:07:05.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,61.3173455978975,22.30392156862745,1610612763,65,46,2022-11-26T02:07:10Z,3220000,False,-138.0,311.0,1,right,J. Morant 34' 3PT pullup (15 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,Above the Break 3,24+ Left Center,34.05,Made,,,,,15.0,,,,,,,,,,,,
327,PT00M23.10S,2022-11-26T02:07:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.863994743758213,50.49019607843137,1610612740,65,48,2022-11-26T02:07:31Z,3230000,False,-2.0,3.0,1,left,Z. Williamson driving Layup (12 PTS) (D. Graham 1 AST),"[1629627, 1628984]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,12.0,D. Graham,1628984.0,1.0,,,,,,,,,
329,PT00M00.30S,2022-11-26T02:07:52.6Z,2,REGULAR,3pt,Jump Shot,[],1629723,67.09921156373193,45.588235294117645,1610612763,68,48,2022-11-26T02:07:56Z,3250000,False,-22.0,257.0,1,right,J. Konchar 25' 3PT  (6 PTS) (J. Morant 6 AST),"[1629723, 1629630]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Above the Break 3,24+ Center,25.77,Made,,,,,6.0,J. Morant,1629630.0,6.0,,,,,,,,,
331,PT00M00.00S,2022-11-26T02:08:02.8Z,2,REGULAR,period,end,[],0,,,1610612740,68,48,2022-11-26T02:08:02Z,3270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,out,['startperiod'],1626145,,,1610612740,68,48,2022-11-26T02:23:02Z,3280000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,out,['startperiod'],1631223,,,1610612740,68,48,2022-11-26T02:23:02Z,3290000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,out,['startperiod'],1628984,,,1610612740,68,48,2022-11-26T02:23:02Z,3300000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,out,['startperiod'],1630700,,,1610612740,68,48,2022-11-26T02:23:02Z,3310000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
