actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
359,PT02M01.00S,2022-10-25T01:09:55.2Z,2,REGULAR,3pt,Jump Shot,[],1631223,32.276609724047304,50.245098039215684,1610612763,60,65,2022-10-25T01:10:00Z,3570000,-1.0,251.0,1,left,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
360,PT02M01.00S,2022-10-25T01:09:55.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,60,65,2022-10-25T01:10:00Z,3580000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,359.0,,,,,,,,,,,,,,,,,
362,PT01M50.00S,2022-10-25T01:10:17.9Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,60,65,2022-10-25T01:10:21Z,3600000,,,0,,K. Irving bad pass TURNOVER (3 TO),"[202681, 1629723]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Konchar,1629723.0
363,PT01M50.00S,2022-10-25T01:10:17.9Z,2,REGULAR,steal,,[],1629723,,,1610612763,60,65,2022-10-25T01:10:19Z,3610000,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
364,PT01M46.00S,2022-10-25T01:10:22.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,7.046649145860711,49.01960784313725,1610612763,62,65,2022-10-25T01:10:29Z,3620000,5.0,14.0,1,left,J. Morant running alley-oop DUNK (22 PTS) (T. Jones 1 AST),"[1629630, 1626145]",1610612763.0,MEM,running alley-oop,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,,,,22.0,T. Jones,1626145.0,1.0,,,
366,PT01M28.00S,2022-10-25T01:10:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.40932982917214,41.17647058823529,1610612751,62,67,2022-10-25T01:10:45Z,3640000,-44.0,28.0,1,right,K. Irving driving floating bank Jump Shot (16 PTS),[202681],1610612751.0,BKN,driving floating bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,,,,,,,,,,,,16.0,,,,,,
367,PT01M09.00S,2022-10-25T01:11:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,9.280551905387648,43.13725490196079,1610612763,62,67,2022-10-25T01:11:07Z,3650000,34.0,35.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 202681]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,Irving,202681.0,,,,,,,
368,PT01M09.00S,2022-10-25T01:11:02.3Z,2,REGULAR,block,,[],202681,,,1610612763,62,67,2022-10-25T01:11:05Z,3660000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
369,PT01M09.00S,2022-10-25T01:11:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,62,67,2022-10-25T01:11:07Z,3670000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,367.0,,,,,,,,,,,,,,,,,
371,PT01M09.00S,2022-10-25T01:11:09.6Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,62,67,2022-10-25T01:11:11Z,3690000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT01M09.00S,2022-10-25T01:11:09.6Z,2,REGULAR,substitution,in,[],1631222,,,1610612763,62,67,2022-10-25T01:11:11Z,3700000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT01M01.00S,2022-10-25T01:11:30.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626145,16.90210249671485,68.38235294117648,1610612763,62,67,2022-10-25T01:11:40Z,3710000,-92.0,106.0,1,left,MISS T. Jones 14' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.06,Missed,,,,,,,,,,,,,,,,,,
374,PT00M53.10S,2022-10-25T01:11:38.2Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,62,67,2022-10-25T01:11:40Z,3720000,,,0,,D. Sharpe REBOUND (Off:0 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,373.0,3.0,3.0,0.0,,,,,,,,,,,,,,
375,PT00M49.80S,2022-10-25T01:11:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,91.80354796320631,40.19607843137255,1610612751,62,69,2022-10-25T01:11:50Z,3730000,-49.0,25.0,1,right,B. Simmons pullup bank Jump Shot (6 PTS),[1627732],1610612751.0,BKN,pullup bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,,,,,,,,,,,,6.0,,,,,,
376,PT00M34.50S,2022-10-25T01:12:02.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.95335085413929,38.970588235294116,1610612763,62,69,2022-10-25T01:12:06Z,3740000,55.0,116.0,1,left,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
377,PT00M32.60S,2022-10-25T01:12:04.7Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,62,69,2022-10-25T01:12:06Z,3750000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,376.0,2.0,1.0,1.0,,,,,,,,,,,,,,
378,PT00M27.80S,2022-10-25T01:12:11.8Z,2,REGULAR,foul,offensive,['inpenalty'],1630549,,,1610612751,62,69,2022-10-25T01:12:22Z,3760000,,,0,,D. Sharpe offensive FOUL (2 PF),"[1630549, 1629630]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
380,PT00M27.80S,2022-10-25T01:12:11.8Z,2,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,62,69,2022-10-25T01:12:11Z,3780000,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,2882.0,,,,,,,,,,,1.0,,
381,PT00M10.10S,2022-10-25T01:12:53.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612763,62,69,2022-10-25T01:13:02Z,3790000,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Morant 2 FT),"[1626220, 1629630]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
383,PT00M10.10S,2022-10-25T01:13:18.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629630,,,1610612763,63,69,2022-10-25T01:13:18Z,3810000,,,0,,J. Morant Free Throw 1 of 2 (23 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,23.0,,,,,,
384,PT00M10.10S,2022-10-25T01:13:19.1Z,2,REGULAR,substitution,out,[],203500,,,1610612763,63,69,2022-10-25T01:13:32Z,3820000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT00M10.10S,2022-10-25T01:13:19.1Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,63,69,2022-10-25T01:13:32Z,3830000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT00M10.10S,2022-10-25T01:13:19.1Z,2,REGULAR,substitution,out,[],1630549,,,1610612763,63,69,2022-10-25T01:13:32Z,3840000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT00M10.10S,2022-10-25T01:13:19.1Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,63,69,2022-10-25T01:13:32Z,3850000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT00M10.10S,2022-10-25T01:13:19.1Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,63,69,2022-10-25T01:13:32Z,3860000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT00M10.10S,2022-10-25T01:13:19.1Z,2,REGULAR,substitution,in,[],203925,,,1610612763,63,69,2022-10-25T01:13:32Z,3870000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT00M10.10S,2022-10-25T01:13:42.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629630,,,1610612763,64,69,2022-10-25T01:13:42Z,3880000,,,0,,J. Morant Free Throw 2 of 2 (24 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,24.0,,,,,,
391,PT00M01.90S,2022-10-25T01:13:52.3Z,2,REGULAR,3pt,Jump Shot,[],202681,72.22404730617609,79.16666666666666,1610612751,64,69,2022-10-25T01:13:58Z,3890000,146.0,209.0,1,right,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
392,PT00M01.90S,2022-10-25T01:13:52.3Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612763,64,69,2022-10-25T01:13:58Z,3900000,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,391.0,1.0,1.0,0.0,,,,,,,,,,,,,,
393,PT00M00.00S,2022-10-25T01:13:56.9Z,2,REGULAR,period,end,[],0,,,1610612763,64,69,2022-10-25T01:13:56Z,3910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612763,64,69,2022-10-25T01:29:11Z,3920000,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,out,['startperiod'],1629723,,,1610612763,64,69,2022-10-25T01:29:11Z,3930000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,out,['startperiod'],1631223,,,1610612763,64,69,2022-10-25T01:29:11Z,3940000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,out,['startperiod'],203925,,,1610612763,64,69,2022-10-25T01:29:11Z,3950000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,in,['startperiod'],1630583,,,1610612763,64,69,2022-10-25T01:29:11Z,3960000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,64,69,2022-10-25T01:29:11Z,3970000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,in,['startperiod'],1628415,,,1610612763,64,69,2022-10-25T01:29:11Z,3980000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612763,64,69,2022-10-25T01:29:11Z,3990000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,64,69,2022-10-25T01:29:24Z,4000000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT12M00.00S,2022-10-25T01:28:47.6Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612763,64,69,2022-10-25T01:29:24Z,4010000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2022-10-25T01:29:35.4Z,3,REGULAR,period,start,[],0,,,1610612763,64,69,2022-10-25T01:29:35Z,4020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT11M50.00S,2022-10-25T01:29:45.0Z,3,REGULAR,3pt,Jump Shot,[],1630217,93.64323258869908,4.6568627450980395,1610612763,67,69,2022-10-25T01:29:53Z,4030000,-227.0,7.0,1,right,D. Bane 3PT step back (9 PTS) (J. Morant 6 AST),"[1630217, 1629630]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,,,,,,,,9.0,J. Morant,1629630.0,6.0,,,
407,PT11M31.00S,2022-10-25T01:30:03.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,11.908672798948752,61.76470588235294,1610612751,67,69,2022-10-25T01:30:09Z,4050000,-59.0,59.0,1,left,MISS N. Claxton 8' turnaround fadeaway Shot,[1629651],1610612751.0,BKN,turnaround fadeaway,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,8.36,Missed,,,,,,,,,,,,,,,,,,
408,PT11M28.00S,2022-10-25T01:30:06.0Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,67,69,2022-10-25T01:30:09Z,4060000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Left,,,407.0,4.0,4.0,0.0,,,,,,,,,,,,,,
409,PT11M24.00S,2022-10-25T01:30:10.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,66.44218134034165,36.029411764705884,1610612763,67,69,2022-10-25T01:30:16Z,4070000,-70.0,263.0,1,right,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
410,PT11M19.00S,2022-10-25T01:30:15.5Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,67,69,2022-10-25T01:30:16Z,4080000,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,409.0,5.0,3.0,2.0,,,,,,,,,,,,,,
411,PT11M05.00S,2022-10-25T01:30:30.1Z,3,REGULAR,3pt,Jump Shot,[],1626220,23.99802890932983,12.745098039215685,1610612751,67,69,2022-10-25T01:30:35Z,4090000,186.0,173.0,1,left,MISS R. O'Neale 25' pullup 3PT,[1626220],1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
412,PT11M01.00S,2022-10-25T01:30:34.1Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,67,69,2022-10-25T01:30:35Z,4100000,,,0,,S. Adams REBOUND (Off:3 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,411.0,8.0,5.0,3.0,,,,,,,,,,,,,,
413,PT10M51.00S,2022-10-25T01:30:43.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,88.25558475689881,54.41176470588235,1610612763,67,69,2022-10-25T01:30:52Z,4110000,22.0,58.0,1,right,MISS J. Morant 6' driving Layup - blocked,"[1629630, 202681]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,Irving,202681.0,,,,,,,
415,PT10M51.00S,2022-10-25T01:30:43.2Z,3,REGULAR,block,,[],202681,,,1610612763,67,69,2022-10-25T01:30:52Z,4115000,,,0,,K. Irving BLOCK (2 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT10M49.00S,2022-10-25T01:30:45.2Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,67,69,2022-10-25T01:58:53Z,4120000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,413.0,4.0,4.0,0.0,,,,,,,,,,,,,,
416,PT10M41.00S,2022-10-25T01:30:53.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627732,10.463206307490145,57.107843137254896,1610612751,67,69,2022-10-25T01:31:01Z,4130000,-36.0,46.0,1,left,MISS B. Simmons driving floating bank Shot,[1627732],1610612751.0,BKN,driving floating bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,,,,,,
417,PT10M38.00S,2022-10-25T01:30:56.0Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,67,69,2022-10-25T01:31:01Z,4140000,,,0,,S. Adams REBOUND (Off:3 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,416.0,9.0,6.0,3.0,,,,,,,,,,,,,,
418,PT10M33.00S,2022-10-25T01:31:00.9Z,3,REGULAR,3pt,Jump Shot,[],1630217,66.70499342969777,64.2156862745098,1610612763,70,69,2022-10-25T01:31:20Z,4150000,71.0,260.0,1,right,D. Bane 27' 3PT step back (12 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,27.0,Made,,,,,,,,,,,,12.0,,,,,,
419,PT10M27.00S,2022-10-25T01:31:09.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,70,69,2022-10-25T01:31:09Z,4160000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT10M06.00S,2022-10-25T01:34:24.1Z,3,REGULAR,3pt,Jump Shot,[],1626220,29.77989487516426,66.17647058823529,1610612751,70,72,2022-10-25T01:34:29Z,4170000,-81.0,227.0,1,left,R. O'Neale 24' 3PT  (8 PTS) (K. Irving 3 AST),"[1626220, 202681]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.14,Made,,,,,,,,,,,,8.0,K. Irving,202681.0,3.0,,,
422,PT09M47.00S,2022-10-25T01:34:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,90.09526938239159,37.99019607843137,1610612763,70,72,2022-10-25T01:34:50Z,4190000,-60.0,41.0,1,right,MISS D. Brooks 7' driving floating bank Shot,[1628415],1610612763.0,MEM,driving floating bank,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
423,PT09M41.00S,2022-10-25T01:34:48.9Z,3,REGULAR,rebound,offensive,[],1629630,,,1610612763,70,72,2022-10-25T01:34:48Z,4200000,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,422.0,5.0,4.0,1.0,,,,,,,,,,,,,,
424,PT09M41.00S,2022-10-25T01:34:48.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,94.40999984741211,50.0,1610612763,72,72,2022-10-25T01:34:48Z,4210000,0.0,0.0,1,right,J. Morant tip Layup (26 PTS),[1629630],1610612763.0,MEM,tip,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,26.0,,,,,,
425,PT09M35.00S,2022-10-25T01:34:55.6Z,3,REGULAR,3pt,Jump Shot,[],202681,28.465834428383708,14.460784313725492,1610612751,72,72,2022-10-25T01:35:00Z,4220000,178.0,215.0,1,left,MISS K. Irving 27' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,27.9,Missed,,,,,,,,,,,,,,,,,,
426,PT09M32.00S,2022-10-25T01:34:58.6Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,72,72,2022-10-25T01:35:00Z,4230000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,425.0,1.0,1.0,0.0,,,,,,,,,,,,,,
427,PT09M24.00S,2022-10-25T01:35:09.0Z,3,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612763,72,72,2022-10-25T01:35:21Z,4240000,,,0,,N. Claxton shooting personal FOUL (4 PF) (Aldama 2 FT),"[1629651, 1630583]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,1627962.0,4.0,0.0,Aldama,1630583.0,,,,,,,,,
429,PT09M24.00S,2022-10-25T01:35:32.6Z,3,REGULAR,freethrow,1 of 2,[],1630583,,,1610612763,73,72,2022-10-25T01:35:32Z,4260000,,,0,,S. Aldama Free Throw 1 of 2 (11 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
430,PT09M24.00S,2022-10-25T01:35:33.6Z,3,REGULAR,substitution,out,[],1629651,,,1610612763,73,72,2022-10-25T01:35:39Z,4270000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT09M24.00S,2022-10-25T01:35:33.6Z,3,REGULAR,substitution,in,[],1630549,,,1610612763,73,72,2022-10-25T01:35:39Z,4280000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT09M24.00S,2022-10-25T01:35:52.2Z,3,REGULAR,freethrow,2 of 2,[],1630583,,,1610612763,74,72,2022-10-25T01:35:52Z,4290000,,,0,,S. Aldama Free Throw 2 of 2 (12 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,,,,,,,,,,,,12.0,,,,,,
433,PT09M00.00S,2022-10-25T01:36:17.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,18.2161629434954,51.225490196078425,1610612751,74,72,2022-10-25T01:36:24Z,4300000,-6.0,119.0,1,left,MISS R. O'Neale 11' driving floating Shot,[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,11.89,Missed,,,,,,,,,,,,,,,,,,
434,PT08M56.00S,2022-10-25T01:36:21.6Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,74,72,2022-10-25T01:36:24Z,4310000,,,0,,S. Adams REBOUND (Off:3 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,433.0,10.0,7.0,3.0,,,,,,,,,,,,,,
435,PT08M50.00S,2022-10-25T01:36:26.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,84.70762155059133,49.26470588235294,1610612763,76,72,2022-10-25T01:36:32Z,4320000,-4.0,91.0,1,right,D. Bane 9' driving floating Jump Shot (14 PTS),[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,9.13,Made,,,,,,,,,,,,14.0,,,,,,
436,PT08M36.00S,2022-10-25T01:36:43.1Z,3,REGULAR,foul,offensive,[],1627732,,,1610612751,76,72,2022-10-25T01:36:52Z,4330000,,,0,,B. Simmons offensive FOUL (2 PF),"[1627732, 1628415]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right Center,,,,,,,2882.0,2.0,1.0,Brooks,1628415.0,,,,,,,,,
438,PT08M36.00S,2022-10-25T01:36:43.1Z,3,REGULAR,turnover,offensive foul,[],1627732,,,1610612751,76,72,2022-10-25T01:36:43Z,4350000,,,0,,B. Simmons offensive foul TURNOVER (4 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right Center,,,,,,,2882.0,,,,,,,,,,,4.0,,
439,PT08M26.00S,2022-10-25T01:37:07.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,80.50262812089356,54.41176470588235,1610612763,78,72,2022-10-25T01:37:11Z,4360000,22.0,131.0,1,right,D. Brooks 13' pullup Jump Shot (4 PTS) (S. Adams 1 AST),"[1628415, 203500]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,13.27,Made,,,,,,,,,,,,4.0,S. Adams,203500.0,1.0,,,
