actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
445,PT04M42.00S,2022-10-22T23:41:23.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203476,5.995400788436268,51.225490196078425,1610612759,68,70,2022-10-22T23:41:29Z,4400000,-6.0,4.0,1,left,G. Dieng driving DUNK (2 PTS) (J. Primo 4 AST),"[203476, 1630563]",1610612759.0,SAS,driving,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,,,,,,,2.0,J. Primo,1630563.0,4.0,,
447,PT04M42.00S,2022-10-22T23:41:31.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,68,70,2022-10-22T23:41:31Z,4420000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M26.00S,2022-10-22T23:44:32.7Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.78515111695138,53.431372549019606,1610612755,68,70,2022-10-22T23:44:40Z,4430000,17.0,269.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
449,PT04M22.00S,2022-10-22T23:44:36.7Z,3,REGULAR,rebound,offensive,[],1630178,,,1610612755,68,70,2022-10-22T23:53:16Z,4440000,,,0,,T. Maxey REBOUND (Off:1 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,448.0,3.0,2.0,1.0,,,,,,,,,,,,,,
450,PT04M12.00S,2022-10-22T23:44:47.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,86.81011826544021,50.245098039215684,1610612755,70,70,2022-10-22T23:44:51Z,4450000,1.0,71.0,1,right,J. Harden 7' driving floating Jump Shot (9 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,,,,,,,,,,,,,9.0,,,,,
452,PT03M48.00S,2022-10-22T23:45:11.2Z,3,REGULAR,3pt,Jump Shot,[],1629640,33.327858081471746,52.69607843137255,1610612759,70,73,2022-10-22T23:45:17Z,4470000,-13.0,261.0,1,left,K. Johnson 26' 3PT  (20 PTS) (G. Dieng 5 AST),"[1629640, 203476]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.11,Made,,,,,,,,,,,,,20.0,G. Dieng,203476.0,5.0,,
454,PT03M21.00S,2022-10-22T23:45:37.7Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.17936925098554,66.17647058823529,1610612755,70,73,2022-10-22T23:45:43Z,4490000,81.0,265.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.75,Missed,,,,,,,,,,,,,,,,,,
455,PT03M17.00S,2022-10-22T23:45:41.7Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,70,73,2022-10-22T23:45:43Z,4500000,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,454.0,6.0,5.0,1.0,,,,,,,,,,,,,,
456,PT03M10.00S,2022-10-22T23:45:48.0Z,3,REGULAR,3pt,Jump Shot,[],1630563,29.6484888304862,18.627450980392158,1610612759,70,73,2022-10-22T23:45:52Z,4510000,157.0,226.0,1,left,MISS J. Primo 27' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Above the Break 3,24+ Right Center,27.53,Missed,,,,,,,,,,,,,,,,,,
457,PT03M08.00S,2022-10-22T23:45:50.0Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,70,73,2022-10-22T23:45:52Z,4520000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,
458,PT03M02.00S,2022-10-22T23:45:57.5Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,70,73,2022-10-22T23:46:03Z,4530000,,,0,,J. Harden lost ball out-of-bounds TURNOVER (2 TO),[201935],1610612755.0,PHI,lost ball,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,202026.0,,,,,,,,,,,,
459,PT03M02.00S,2022-10-22T23:46:01.3Z,3,REGULAR,substitution,out,[],201935,,,1610612759,70,73,2022-10-22T23:46:06Z,4540000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M02.00S,2022-10-22T23:46:01.3Z,3,REGULAR,substitution,in,[],1629001,,,1610612759,70,73,2022-10-22T23:46:06Z,4550000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M44.00S,2022-10-22T23:46:31.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,27.020367936925098,14.950980392156863,1610612759,70,73,2022-10-22T23:46:39Z,4560000,175.0,201.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.7,Missed,,,,,,,,,,,,,,,,,,
462,PT02M42.00S,2022-10-22T23:46:33.1Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,70,73,2022-10-22T23:47:03Z,4570000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,461.0,4.0,4.0,0.0,,,,,,,,,,,,,,
463,PT02M42.00S,2022-10-22T23:46:37.1Z,3,REGULAR,foul,personal,[],203476,,,1610612755,70,73,2022-10-22T23:46:42Z,4580000,,,0,,G. Dieng personal FOUL (3 PF),"[203476, 200782]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Mid-Range,16-24 Left,,,,,,,,202026.0,3.0,0.0,Tucker,200782.0,,,,,,,,
465,PT02M42.00S,2022-10-22T23:46:41.6Z,3,REGULAR,substitution,out,[],200782,,,1610612755,70,73,2022-10-22T23:46:51Z,4600000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M42.00S,2022-10-22T23:46:41.6Z,3,REGULAR,substitution,out,[],1629640,,,1610612755,70,73,2022-10-22T23:46:51Z,4610000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M42.00S,2022-10-22T23:46:41.6Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,70,73,2022-10-22T23:46:51Z,4620000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M42.00S,2022-10-22T23:46:41.6Z,3,REGULAR,substitution,in,[],1630170,,,1610612755,70,73,2022-10-22T23:46:51Z,4630000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M28.00S,2022-10-22T23:47:12.3Z,3,REGULAR,3pt,Jump Shot,[],1629001,72.35545335085413,18.137254901960784,1610612755,70,73,2022-10-22T23:47:17Z,4640000,-159.0,207.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
470,PT02M24.00S,2022-10-22T23:47:16.3Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,70,73,2022-10-22T23:47:17Z,4650000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,469.0,1.0,1.0,0.0,,,,,,,,,,,,,,
471,PT02M17.00S,2022-10-22T23:47:23.0Z,3,REGULAR,3pt,Jump Shot,[],203476,30.436925098554536,70.34313725490196,1610612759,70,73,2022-10-22T23:47:28Z,4660000,-102.0,234.0,1,left,MISS G. Dieng 25' 3PT,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
472,PT02M14.00S,2022-10-22T23:47:26.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,70,73,2022-10-22T23:47:28Z,4670000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,471.0,,,,,,,,,,,,,,,,,
474,PT02M00.00S,2022-10-22T23:47:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.64323258869908,54.41176470588235,1610612755,70,73,2022-10-22T23:48:27Z,4690000,22.0,7.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
475,PT01M58.00S,2022-10-22T23:47:55.6Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,70,73,2022-10-22T23:47:58Z,4700000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,474.0,2.0,2.0,0.0,,,,,,,,,,,,,,
476,PT01M55.00S,2022-10-22T23:47:59.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,8.492115637319317,96.32352941176471,1610612759,70,76,2022-10-22T23:48:42Z,4710000,-232.0,27.0,1,left,J. Richardson 3PT  (8 PTS) (D. McDermott 1 AST),"[1626196, 203926]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,,,,,,,,,8.0,D. McDermott,203926.0,1.0,,
478,PT01M55.00S,2022-10-22T23:48:06.4Z,3,REGULAR,foul,personal,['1freethrow'],1629001,,,1610612759,70,76,2022-10-22T23:48:16Z,4730000,,,0,,D. Melton shooting personal FOUL (1 PF) (Richardson 1 FT),"[1629001, 1626196]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,,,,,,,,202026.0,1.0,0.0,Richardson,1626196.0,,,,,,,,
480,PT01M55.00S,2022-10-22T23:48:20.3Z,3,REGULAR,substitution,out,[],1626149,,,1610612759,70,76,2022-10-22T23:48:29Z,4750000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M55.00S,2022-10-22T23:48:20.3Z,3,REGULAR,substitution,out,[],203476,,,1610612759,70,76,2022-10-22T23:48:29Z,4760000,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M55.00S,2022-10-22T23:48:20.3Z,3,REGULAR,substitution,in,[],203954,,,1610612759,70,76,2022-10-22T23:48:29Z,4770000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M55.00S,2022-10-22T23:48:20.3Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,70,76,2022-10-22T23:48:29Z,4780000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M55.00S,2022-10-22T23:48:48.1Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1626196,,,1610612759,70,77,2022-10-22T23:48:48Z,4790000,,,0,,J. Richardson Free Throw 1 of 1 (9 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
485,PT01M41.00S,2022-10-22T23:49:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,90.62089356110381,51.71568627450981,1610612755,70,77,2022-10-22T23:49:08Z,4800000,9.0,36.0,1,right,MISS J. Embiid Layup - blocked,"[203954, 1630563]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,Primo,1630563.0,,,,,,
486,PT01M41.00S,2022-10-22T23:49:02.9Z,3,REGULAR,block,,[],1630563,,,1610612755,70,77,2022-10-22T23:49:05Z,4810000,,,0,,J. Primo BLOCK (1 BLK),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
487,PT01M41.00S,2022-10-22T23:49:02.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,70,77,2022-10-22T23:49:08Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,485.0,,,,,,,,,,,,,,,,,
489,PT01M33.00S,2022-10-22T23:49:24.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,91.14651773981603,50.98039215686274,1610612755,70,77,2022-10-22T23:49:28Z,4840000,5.0,31.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,,
490,PT01M30.00S,2022-10-22T23:49:27.0Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,70,77,2022-10-22T23:49:28Z,4850000,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,489.0,2.0,2.0,0.0,,,,,,,,,,,,,,
492,PT01M24.00S,2022-10-22T23:49:33.5Z,3,REGULAR,3pt,Jump Shot,[],203926,33.85348226018397,48.77450980392157,1610612759,70,80,2022-10-22T23:49:40Z,4870000,6.0,266.0,1,left,D. McDermott 26' 3PT  (3 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,26.58,Made,,,,,,,,,,,,,3.0,,,,,
493,PT01M15.00S,2022-10-22T23:49:44.8Z,3,REGULAR,foul,personal,[],1626196,,,1610612755,70,80,2022-10-22T23:50:10Z,4880000,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 1630178]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
495,PT01M07.00S,2022-10-22T23:50:19.0Z,3,REGULAR,3pt,Jump Shot,[],1627777,71.82982917214193,21.07843137254902,1610612755,73,80,2022-10-22T23:50:24Z,4900000,-145.0,212.0,1,right,G. Niang 25' 3PT  (8 PTS) (D. Melton 1 AST),"[1627777, 1629001]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.69,Made,,,,,,,,,,,,,8.0,D. Melton,1629001.0,1.0,,
497,PT00M51.60S,2022-10-22T23:50:34.5Z,3,REGULAR,3pt,Jump Shot,[],203926,35.167542706964525,46.32352941176471,1610612759,73,83,2022-10-22T23:50:40Z,4920000,18.0,278.0,1,left,D. McDermott 27' 3PT pullup (6 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,27.87,Made,,,,,,,,,,,,,6.0,Z. Collins,1628380.0,1.0,,
499,PT00M40.30S,2022-10-22T23:50:49.7Z,3,REGULAR,2pt,Jump Shot,[],203954,76.69185282522996,58.57843137254902,1610612755,75,83,2022-10-22T23:50:54Z,4940000,43.0,167.0,1,right,J. Embiid 17' pullup Jump Shot (24 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,17.2,Made,,,,,,,,,,,,,24.0,,,,,
500,PT00M24.20S,2022-10-22T23:51:10.1Z,3,REGULAR,2pt,Jump Shot,[],1626196,23.340998685939553,55.88235294117647,1610612759,75,85,2022-10-22T23:51:16Z,4950000,-29.0,167.0,1,left,J. Richardson 16' step back Jump Shot (11 PTS),[1626196],1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,16.95,Made,,,,,,,,,,,,,11.0,,,,,
501,PT00M02.30S,2022-10-22T23:51:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.1688567674113,48.28431372549019,1610612755,77,85,2022-10-22T23:51:40Z,4960000,-9.0,2.0,1,right,J. Embiid driving Layup (26 PTS) (T. Maxey 5 AST),"[203954, 1630178]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,,,,26.0,T. Maxey,1630178.0,5.0,,
503,PT00M00.10S,2022-10-22T23:51:44.4Z,3,REGULAR,3pt,Jump Shot,[],1630563,46.20565045992115,55.14705882352941,1610612759,77,85,2022-10-22T23:51:56Z,4980000,-26.0,382.0,1,left,MISS J. Primo 38' running 3PT,[1630563],1610612759.0,SAS,running,,,Primo,J. Primo,,,,,Above the Break 3,24+ Center,38.27,Missed,,,,,,,,,,,,,,,,,,
504,PT00M00.10S,2022-10-22T23:51:44.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,77,85,2022-10-22T23:51:56Z,4990000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,503.0,,,,,,,,,,,,,,,,,
505,PT00M00.00S,2022-10-22T23:51:59.2Z,3,REGULAR,period,end,[],0,,,1610612759,77,85,2022-10-22T23:51:59Z,5000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-10-22T23:52:36.2Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612759,77,85,2022-10-22T23:54:31Z,5010000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-10-22T23:52:36.2Z,4,REGULAR,substitution,out,['startperiod'],202699,,,1610612759,77,85,2022-10-22T23:54:31Z,5020000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-10-22T23:52:36.2Z,4,REGULAR,substitution,out,['startperiod'],1630563,,,1610612759,77,85,2022-10-22T23:54:31Z,5030000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-10-22T23:52:36.2Z,4,REGULAR,substitution,in,['startperiod'],1627863,,,1610612759,77,85,2022-10-22T23:54:31Z,5040000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-10-22T23:52:36.2Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612759,77,85,2022-10-22T23:54:31Z,5050000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-10-22T23:52:36.2Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,77,85,2022-10-22T23:54:31Z,5060000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-10-22T23:54:40.8Z,4,REGULAR,period,start,[],0,,,1610612759,77,85,2022-10-22T23:54:40Z,5070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M48.00S,2022-10-22T23:54:51.8Z,4,REGULAR,2pt,Jump Shot,[],203926,20.97568988173456,53.18627450980392,1610612759,77,85,2022-10-22T23:54:56Z,5080000,-16.0,145.0,1,left,MISS D. McDermott 14' driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Center,14.56,Missed,,,,,,,,,,,,,,,,,,
514,PT11M46.00S,2022-10-22T23:54:54.0Z,4,REGULAR,rebound,offensive,[],1628380,,,1610612759,77,85,2022-10-22T23:54:54Z,5090000,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Center,,,513.0,3.0,2.0,1.0,,,,,,,,,,,,,,
686,PT11M40.00S,2022-10-22T23:55:04.1Z,4,REGULAR,turnover,lost ball,[],1630200,,,1610612759,77,85,2022-10-23T00:28:26Z,5110000,,,0,,T. Jones lost ball TURNOVER (3 TO),"[1630200, 1629001]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,,,,,,,,,,,,Melton,1629001.0
687,PT11M40.00S,2022-10-22T23:55:04.1Z,4,REGULAR,steal,,[],1629001,,,1610612755,77,85,2022-10-23T00:28:12Z,5120000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
518,PT11M24.00S,2022-10-22T23:55:16.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,91.80354796320631,52.450980392156865,1610612755,77,85,2022-10-23T00:28:12Z,5130000,12.0,25.0,1,right,MISS J. Embiid cutting Layup,[203954],1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
519,PT11M21.00S,2022-10-22T23:55:19.4Z,4,REGULAR,rebound,offensive,[],1627863,,,1610612755,77,85,2022-10-22T23:55:21Z,5140000,,,0,,D. House Jr. REBOUND (Off:2 Def:0),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,518.0,2.0,0.0,2.0,,,,,,,,,,,,,,
520,PT11M20.00S,2022-10-22T23:55:20.7Z,4,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",201935,66.44218134034165,41.42156862745098,1610612755,80,85,2022-10-23T00:28:12Z,5150000,-43.0,263.0,1,right,J. Harden 26' 3PT  (12 PTS) (D. House Jr. 1 AST),"[201935, 1627863]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.64,Made,,,,,,,,,,,,,12.0,D. House Jr.,1627863.0,1.0,,
522,PT11M06.00S,2022-10-22T23:55:35.8Z,4,REGULAR,foul,personal,[],1629001,,,1610612759,80,85,2022-10-22T23:55:40Z,5170000,,,0,,D. Melton personal FOUL (2 PF),"[1629001, 1626196]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,202027.0,2.0,0.0,Richardson,1626196.0,,,,,,,,
524,PT10M58.00S,2022-10-22T23:56:01.9Z,4,REGULAR,2pt,Jump Shot,[],1630200,22.552562417871222,50.73529411764706,1610612759,80,85,2022-10-22T23:56:07Z,5190000,-4.0,159.0,1,left,MISS T. Jones 15' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
525,PT10M55.00S,2022-10-22T23:56:04.9Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,80,85,2022-10-22T23:56:07Z,5200000,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,524.0,9.0,8.0,1.0,,,,,,,,,,,,,,
526,PT10M40.00S,2022-10-22T23:56:19.8Z,4,REGULAR,2pt,Jump Shot,[],203954,76.03482260183968,60.78431372549019,1610612755,82,85,2022-10-22T23:56:25Z,5210000,54.0,173.0,1,right,J. Embiid 18' Jump Shot (28 PTS) (J. Harden 9 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.1,Made,,,,,,,,,,,,,28.0,J. Harden,201935.0,9.0,,
528,PT10M20.00S,2022-10-22T23:56:40.0Z,4,REGULAR,turnover,bad pass,[],1628380,,,1610612759,82,85,2022-10-22T23:56:44Z,5230000,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1629001]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,,,,,,Melton,1629001.0
529,PT10M20.00S,2022-10-22T23:56:40.0Z,4,REGULAR,steal,,[],1629001,,,1610612755,82,85,2022-10-22T23:56:42Z,5240000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
530,PT10M01.00S,2022-10-22T23:56:59.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,87.33574244415243,63.23529411764706,1610612755,82,85,2022-10-22T23:57:04Z,5250000,66.0,67.0,1,right,MISS J. Harden 9' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,9.38,Missed,,,,,,,,,,,,,,,,,,
531,PT09M58.00S,2022-10-22T23:57:02.7Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,82,85,2022-10-22T23:57:04Z,5260000,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,530.0,10.0,8.0,2.0,,,,,,,,,,,,,,
532,PT09M56.00S,2022-10-22T23:57:03.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,90.22667542706965,49.01960784313725,1610612755,82,85,2022-10-22T23:57:09Z,5270000,-5.0,39.0,1,right,MISS J. Embiid bank Shot,[203954],1610612755.0,PHI,bank,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
533,PT09M54.00S,2022-10-22T23:57:05.9Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,82,85,2022-10-22T23:57:09Z,5280000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,532.0,3.0,3.0,0.0,,,,,,,,,,,,,,
