actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
430,PT02M22.00S,2024-11-11T00:48:19.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641710,93.11760840998686,94.11764705882352,1610612753,88,70,2024-11-11T00:51:34Z,4230000,False,221.0,12.0,1,right,A. Black 3PT  (8 PTS) (J. Suggs 2 AST),"[1641710, 1630591]",1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,22.09,Made,,,,,,,,,,,,,,,8.0,J. Suggs,1630591.0,2.0
432,PT02M03.00S,2024-11-11T00:48:29.7Z,3,REGULAR,foul,offensive,['inpenalty'],1630557,,,1610612764,88,70,2024-11-11T02:18:43Z,4250000,False,,,0,,C. Kispert charge offensive FOUL (1 PF),"[1630557, 1629021]",1610612764.0,WAS,charge,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,1627526.0,1.0,0.0,Wagner,1629021.0,,,,,,,
434,PT02M03.00S,2024-11-11T00:48:29.7Z,3,REGULAR,turnover,offensive foul,[],1630557,,,1610612764,88,70,2024-11-11T00:48:29Z,4270000,False,,,0,,C. Kispert offensive foul TURNOVER (2 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,1627526.0,,,,,2.0,,,,,,
435,PT01M49.00S,2024-11-11T00:49:03.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,67.09921156373193,69.11764705882352,1610612753,88,70,2024-11-11T00:49:31Z,4280000,False,96.0,257.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,27.4,Missed,,,,,,,,,,,,,,,,,,
436,PT01M46.00S,2024-11-11T00:49:07.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612764,88,70,2024-11-11T00:49:07Z,4290000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,435.0,2.0,2.0,0.0,,,,,,,,,,,,,,
437,PT01M38.00S,2024-11-11T00:49:18.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612764,88,70,2024-11-11T00:49:33Z,4300000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Valančiūnas 2 FT),"[1629021, 202685]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,204058.0,1.0,0.0,Valančiūnas,202685.0,,,,,,,
441,PT01M38.00S,2024-11-11T00:49:59.8Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612764,88,71,2024-11-11T00:49:59Z,4320000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (5 PTS),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
442,PT01M38.00S,2024-11-11T00:50:00.6Z,3,REGULAR,substitution,out,[],203484,,,1610612764,88,71,2024-11-11T00:50:11Z,4330000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M38.00S,2024-11-11T00:50:00.6Z,3,REGULAR,substitution,out,[],1642267,,,1610612764,88,71,2024-11-11T00:50:11Z,4340000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M38.00S,2024-11-11T00:50:00.6Z,3,REGULAR,substitution,in,[],203914,,,1610612764,88,71,2024-11-11T00:50:11Z,4350000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M38.00S,2024-11-11T00:50:00.6Z,3,REGULAR,substitution,in,[],1642273,,,1610612764,88,71,2024-11-11T00:50:11Z,4360000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M38.00S,2024-11-11T00:50:25.6Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612764,88,72,2024-11-11T00:50:25Z,4370000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (6 PTS),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
447,PT01M22.00S,2024-11-11T00:50:46.4Z,3,REGULAR,3pt,Jump Shot,[],1630591,91.67214191852825,4.166666666666666,1610612753,88,72,2024-11-11T00:53:04Z,4380000,False,-229.0,26.0,1,right,MISS J. Suggs pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
448,PT01M19.00S,2024-11-11T00:50:49.4Z,3,REGULAR,rebound,defensive,[],202685,,,1610612764,88,72,2024-11-11T00:50:53Z,4390000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Left Corner 3,24+ Left,,,447.0,3.0,3.0,0.0,,,,,,,,,,,,,,
449,PT01M11.00S,2024-11-11T00:51:00.5Z,3,REGULAR,turnover,traveling,[],1629673,,,1610612764,88,72,2024-11-11T00:51:09Z,4400000,False,,,0,,J. Poole traveling TURNOVER (2 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204058.0,,,,,2.0,,,,,,
450,PT01M01.00S,2024-11-11T00:51:30.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203914,91.93495400788436,4.166666666666666,1610612753,91,72,2024-11-11T00:51:35Z,4410000,False,-229.0,23.0,1,right,G. Harris 3PT  (6 PTS) (A. Black 3 AST),"[203914, 1641710]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,,,,,,,,6.0,A. Black,1641710.0,3.0
452,PT00M35.90S,2024-11-11T00:52:02.3Z,3,REGULAR,turnover,out-of-bounds,[],202685,,,1610612764,91,72,2024-11-11T00:52:40Z,4430000,False,,,0,,J. Valančiūnas lost ball out-of-bounds TURNOVER (2 TO),[202685],1610612764.0,WAS,lost ball,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201638.0,,,,,2.0,,,,,,
454,PT00M35.90S,2024-11-11T00:52:41.9Z,3,REGULAR,substitution,out,[],1629673,,,1610612753,91,72,2024-11-11T00:52:45Z,4450000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT00M35.90S,2024-11-11T00:52:41.9Z,3,REGULAR,substitution,in,[],1630215,,,1610612753,91,72,2024-11-11T00:52:45Z,4460000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M20.60S,2024-11-11T00:53:06.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,92.59198423127464,96.07843137254902,1610612753,91,72,2024-11-11T00:53:13Z,4470000,False,230.0,17.0,1,right,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
457,PT00M16.60S,2024-11-11T00:53:10.5Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,91,72,2024-11-11T00:53:10Z,4480000,False,,,0,,C. Kispert REBOUND (Off:0 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,456.0,4.0,4.0,0.0,,,,,,,,,,,,,,
458,PT00M01.80S,2024-11-11T00:53:25.3Z,3,REGULAR,3pt,Jump Shot,[],1630557,32.933639947437584,66.66666666666666,1610612764,91,72,2024-11-11T00:53:30Z,4490000,False,-83.0,257.0,1,left,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,27.03,Missed,,,,,,,,,,,,,,,,,,
459,PT00M01.80S,2024-11-11T00:53:25.3Z,3,REGULAR,rebound,offensive,[],1641731,,,1610612764,91,72,2024-11-11T00:53:30Z,4500000,False,,,0,,B. Coulibaly REBOUND (Off:2 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,458.0,5.0,3.0,2.0,,,,,,,,,,,,,,
460,PT00M00.00S,2024-11-11T00:53:31.8Z,3,REGULAR,period,end,[],0,,,1610612764,91,72,2024-11-11T00:53:31Z,4510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2024-11-11T00:55:37.8Z,4,REGULAR,substitution,out,['startperiod'],1630591,,,1610612764,91,72,2024-11-11T00:56:10Z,4520000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2024-11-11T00:55:37.8Z,4,REGULAR,substitution,out,['startperiod'],1641731,,,1610612764,91,72,2024-11-11T00:56:10Z,4530000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2024-11-11T00:55:37.8Z,4,REGULAR,substitution,out,['startperiod'],1630557,,,1610612764,91,72,2024-11-11T00:56:10Z,4540000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2024-11-11T00:55:37.8Z,4,REGULAR,substitution,in,['startperiod'],1630175,,,1610612764,91,72,2024-11-11T00:56:10Z,4550000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2024-11-11T00:55:37.8Z,4,REGULAR,substitution,in,['startperiod'],1629673,,,1610612764,91,72,2024-11-11T00:56:10Z,4560000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2024-11-11T00:55:37.8Z,4,REGULAR,substitution,in,['startperiod'],1631116,,,1610612764,91,72,2024-11-11T00:56:10Z,4570000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2024-11-11T00:56:13.8Z,4,REGULAR,period,start,[],0,,,1610612764,91,72,2024-11-11T00:56:13Z,4580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT11M37.00S,2024-11-11T00:56:36.1Z,4,REGULAR,3pt,Jump Shot,[],1642273,39.76675427069645,32.35294117647059,1610612764,91,72,2024-11-11T00:56:41Z,4590000,False,88.0,321.0,1,left,MISS K. George 33' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,33.32,Missed,,,,,,,,,,,,,,,,,,
469,PT11M32.00S,2024-11-11T00:56:41.1Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,91,72,2024-11-11T00:56:41Z,4600000,False,,,0,,M. Wagner REBOUND (Off:2 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,468.0,4.0,2.0,2.0,,,,,,,,,,,,,,
470,PT11M25.00S,2024-11-11T00:56:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.72339027595268,53.67647058823529,1610612753,93,72,2024-11-11T00:56:59Z,4610000,False,18.0,16.0,1,right,C. Anthony driving Layup (5 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,,,,,,5.0,,,
471,PT11M25.00S,2024-11-11T00:56:53.1Z,4,REGULAR,foul,personal,['1freethrow'],1631116,,,1610612753,93,72,2024-11-11T00:57:20Z,4620000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (1 PF) (Anthony 1 FT),"[1631116, 1630175]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,1.0,0.0,Anthony,1630175.0,,,,,,,
473,PT11M25.00S,2024-11-11T00:57:21.3Z,4,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,94,72,2024-11-11T00:57:21Z,4640000,False,,,0,,C. Anthony Free Throw 1 of 1 (6 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
474,PT11M06.00S,2024-11-11T00:57:40.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.652431011826544,46.81372549019608,1610612764,94,74,2024-11-11T00:57:47Z,4650000,False,16.0,10.0,1,left,J. Valančiūnas cutting Layup (8 PTS) (J. Butler 1 AST),"[202685, 1630215]",1610612764.0,WAS,cutting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,,,,,,,,8.0,J. Butler,1630215.0,1.0
476,PT10M58.00S,2024-11-11T00:57:50.4Z,4,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612753,94,74,2024-11-11T00:58:13Z,4670000,False,,,0,,J. Butler shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630215, 1630175]",1610612764.0,WAS,shooting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,204058.0,1.0,0.0,Anthony,1630175.0,,,,,,,
478,PT10M58.00S,2024-11-11T00:58:20.6Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,95,74,2024-11-11T00:58:20Z,4690000,False,,,0,,C. Anthony Free Throw 1 of 2 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
479,PT10M58.00S,2024-11-11T00:58:38.9Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,96,74,2024-11-11T00:58:38Z,4700000,False,,,0,,C. Anthony Free Throw 2 of 2 (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
480,PT10M48.00S,2024-11-11T00:58:52.7Z,4,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612764,96,74,2024-11-11T00:59:00Z,4710000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Poole 2 FT),"[1628371, 1629673]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,204058.0,1.0,0.0,Poole,1629673.0,,,,,,,
482,PT10M48.00S,2024-11-11T00:59:22.2Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,96,74,2024-11-11T00:59:22Z,4730000,False,,,0,,MISS J. Poole Free Throw 1 of 2,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT10M48.00S,2024-11-11T00:59:22.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,96,74,2024-11-11T00:59:22Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,
484,PT10M48.00S,2024-11-11T00:59:47.8Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,96,75,2024-11-11T00:59:47Z,4750000,False,,,0,,J. Poole Free Throw 2 of 2 (20 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,,,20.0,,,
485,PT10M35.00S,2024-11-11T01:00:01.7Z,4,REGULAR,3pt,Jump Shot,[],1641710,87.07293035479631,95.09803921568627,1610612753,96,75,2024-11-11T01:00:06Z,4760000,False,225.0,69.0,1,right,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
486,PT10M33.00S,2024-11-11T01:00:03.8Z,4,REGULAR,rebound,offensive,[],1628371,,,1610612753,96,75,2024-11-11T01:00:03Z,4770000,False,,,0,,J. Isaac REBOUND (Off:2 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,,,485.0,3.0,1.0,2.0,,,,,,,,,,,,,,
487,PT10M24.00S,2024-11-11T01:00:12.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628371,92.72339027595268,22.30392156862745,1610612753,98,75,2024-11-11T01:00:18Z,4780000,False,-138.0,16.0,1,right,J. Isaac 13' pullup Jump Shot (5 PTS),[1628371],1610612753.0,ORL,pullup,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,13.94,Made,,,,,,,,,,,,,,,5.0,,,
488,PT10M14.00S,2024-11-11T01:00:22.3Z,4,REGULAR,3pt,Jump Shot,[],1642273,26.49474375821288,20.588235294117645,1610612764,98,75,2024-11-11T01:00:38Z,4790000,False,147.0,197.0,1,left,MISS K. George 24' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
489,PT10M08.00S,2024-11-11T01:00:28.3Z,4,REGULAR,rebound,defensive,[],1641710,,,1610612753,98,75,2024-11-11T01:00:38Z,4800000,False,,,0,,A. Black REBOUND (Off:1 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,488.0,2.0,1.0,1.0,,,,,,,,,,,,,,
490,PT09M59.00S,2024-11-11T01:00:37.4Z,4,REGULAR,3pt,Jump Shot,[],203914,81.94809461235218,94.36274509803921,1610612753,98,75,2024-11-11T01:00:52Z,4810000,False,222.0,117.0,1,right,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
491,PT09M57.00S,2024-11-11T01:00:39.4Z,4,REGULAR,rebound,defensive,[],1631116,,,1610612764,98,75,2024-11-11T01:00:52Z,4820000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,490.0,1.0,1.0,0.0,,,,,,,,,,,,,,
492,PT09M57.00S,2024-11-11T01:00:50.4Z,4,REGULAR,foul,personal,[],1629021,,,1610612764,98,75,2024-11-11T01:01:13Z,4830000,False,,,0,,M. Wagner personal FOUL (2 PF),"[1629021, 1631116]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204058.0,2.0,0.0,Baldwin Jr.,1631116.0,,,,,,,
522,PT09M40.00S,2024-11-11T01:01:06.8Z,4,REGULAR,turnover,lost ball,[],202685,,,1610612764,98,75,2024-11-11T01:06:21Z,4860000,False,,,0,,J. Valančiūnas lost ball TURNOVER (3 TO),"[202685, 1629021]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,Wagner,1629021.0,,,,
523,PT09M40.00S,2024-11-11T01:01:06.8Z,4,REGULAR,steal,,[],1629021,,,1610612753,98,75,2024-11-11T01:06:02Z,4870000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
497,PT09M36.00S,2024-11-11T01:01:23.2Z,4,REGULAR,foul,personal,[],1630215,,,1610612753,98,75,2024-11-11T01:06:02Z,4880000,False,,,0,,J. Butler personal FOUL (2 PF),"[1630215, 1630175]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1627526.0,2.0,0.0,Anthony,1630175.0,,,,,,,
499,PT09M36.00S,2024-11-11T01:01:46.3Z,4,REGULAR,substitution,out,[],1631116,,,1610612753,98,75,2024-11-11T01:01:23Z,4900000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M36.00S,2024-11-11T01:01:46.3Z,4,REGULAR,substitution,in,[],1641731,,,1610612753,98,75,2024-11-11T01:01:23Z,4910000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M25.00S,2024-11-11T01:02:25.7Z,4,REGULAR,turnover,bad pass,[],1641710,,,1610612753,98,75,2024-11-11T01:02:30Z,4930000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 1642273]",1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,George,1642273.0,,,,
503,PT09M25.00S,2024-11-11T01:02:25.7Z,4,REGULAR,steal,,[],1642273,,,1610612764,98,75,2024-11-11T01:02:27Z,4940000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
504,PT09M22.00S,2024-11-11T01:02:32.2Z,4,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612764,98,75,2024-11-11T01:03:10Z,4950000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (George 2 FT),"[1630175, 1642273]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627526.0,2.0,0.0,George,1642273.0,,,,,,,
507,PT09M22.00S,2024-11-11T01:03:45.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642273,,,1610612764,98,76,2024-11-11T01:04:16Z,4980000,False,,,0,,K. George Free Throw 1 of 2 (15 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
508,PT09M22.00S,2024-11-11T01:03:45.4Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1642273,,,1610612764,98,76,2024-11-11T01:04:16Z,4990000,False,,,0,,MISS K. George Free Throw 2 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
509,PT09M21.00S,2024-11-11T01:03:46.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,98,76,2024-11-11T01:04:16Z,5000000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,
511,PT09M01.00S,2024-11-11T01:04:32.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,89.96386333771353,35.78431372549019,1610612753,98,76,2024-11-11T01:04:40Z,5020000,False,-71.0,42.0,1,right,MISS M. Wagner 8' turnaround Hook,[1629021],1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Left,8.25,Missed,,,,,,,,,,,,,,,,,,
512,PT08M58.00S,2024-11-11T01:04:35.7Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612764,98,76,2024-11-11T01:04:40Z,5030000,False,,,0,,J. Poole REBOUND (Off:0 Def:4),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,,,511.0,4.0,4.0,0.0,,,,,,,,,,,,,,
513,PT08M56.00S,2024-11-11T01:04:37.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,31.750985545335087,50.0,1610612764,98,76,2024-11-11T01:09:45Z,5040000,False,0.0,246.0,1,left,MISS J. Poole 24' running pullup 3PT,[1629673],1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,24.6,Missed,,,,,,,,,,,,,,,,,,
514,PT08M53.00S,2024-11-11T01:04:40.1Z,4,REGULAR,rebound,offensive,[],1641731,,,1610612764,98,76,2024-11-11T01:04:40Z,5050000,False,,,0,,B. Coulibaly REBOUND (Off:3 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,513.0,6.0,3.0,3.0,,,,,,,,,,,,,,
515,PT08M44.00S,2024-11-11T01:04:49.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,31.61957950065703,25.735294117647058,1610612764,98,76,2024-11-11T01:04:53Z,5060000,False,121.0,245.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
516,PT08M41.00S,2024-11-11T01:04:52.3Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,98,76,2024-11-11T01:04:53Z,5070000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,515.0,1.0,1.0,0.0,,,,,,,,,,,,,,
517,PT08M34.00S,2024-11-11T01:05:01.8Z,4,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,98,76,2024-11-11T01:05:08Z,5080000,False,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (1 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,,,,1627526.0,,,,,1.0,,,,,,
518,PT08M18.00S,2024-11-11T01:05:25.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,8.360709592641262,57.107843137254896,1610612764,98,78,2024-11-11T01:05:35Z,5090000,False,-36.0,26.0,1,left,J. Poole driving Layup (22 PTS),[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.41,Made,,,,,,,,,,,,,,,22.0,,,
