actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
449,PT01M38.00S,2022-02-09T02:06:48.3Z,3,REGULAR,steal,,[],1630561,,,1610612751,64,95,2022-02-09T02:06:50Z,4400000,,,0,,D. Duke Jr. STEAL (2 STL),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M33.00S,2022-02-09T02:06:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630556,94.95729303547962,50.49019607843137,1610612751,64,95,2022-02-09T02:07:00Z,4410000,2.0,-5.0,1,right,MISS K. Edwards driving Layup - blocked,"[1630556, 1629684]",1610612751.0,BKN,driving,,,Edwards,K. Edwards,,,,,0.57,Missed,,,,,Williams,1629684.0,,,,,,,,,,,,
451,PT01M33.00S,2022-02-09T02:06:53.3Z,3,REGULAR,block,,[],1629684,,,1610612751,64,95,2022-02-09T02:06:56Z,4420000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M30.00S,2022-02-09T02:06:56.3Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,64,95,2022-02-09T02:07:00Z,4430000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,450.0,2.0,2.0,0.0,,,,,,,,,,,,,,
453,PT01M27.00S,2022-02-09T02:06:59.9Z,3,REGULAR,3pt,Jump Shot,[],1630174,28.33442838370565,23.284313725490197,1610612738,64,95,2022-02-09T02:07:12Z,4440000,134.0,214.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
454,PT01M23.00S,2022-02-09T02:07:03.9Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612751,64,95,2022-02-09T02:07:12Z,4450000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,453.0,2.0,2.0,0.0,,,,,,,,,,,,,,
455,PT01M13.00S,2022-02-09T02:07:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,92.06636005256242,44.6078431372549,1610612751,66,95,2022-02-09T02:07:33Z,4460000,-27.0,22.0,1,right,C. Thomas driving Layup (6 PTS) (D. Duke Jr. 2 AST),"[1630560, 1630561]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,3.49,Made,,,,,,,6.0,,,,,,D. Duke Jr.,1630561.0,2.0,,,
457,PT01M01.00S,2022-02-09T02:07:28.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630561,,,1610612738,66,95,2022-02-09T02:07:41Z,4480000,,,0,,D. Duke Jr. personal FOUL (1 PF) (Richardson 2 FT),"[1630561, 1626196]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,1155.0,1.0,0.0,Richardson,1626196.0,,,,,,
459,PT01M01.00S,2022-02-09T02:07:54.7Z,3,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,66,96,2022-02-09T02:07:54Z,4500000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
460,PT01M01.00S,2022-02-09T02:08:11.8Z,3,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,66,97,2022-02-09T02:08:11Z,4510000,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
461,PT00M53.70S,2022-02-09T02:08:21.6Z,3,REGULAR,3pt,Jump Shot,[],1628975,77.21747700394218,87.99019607843137,1610612751,69,97,2022-02-09T02:08:26Z,4520000,190.0,162.0,1,right,J. Carter 24' 3PT  (18 PTS),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,24.95,Made,,,,,,,18.0,,,,,,,,,,,
462,PT00M36.30S,2022-02-09T02:08:45.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,10.33180026281209,62.99019607843137,1610612738,69,97,2022-02-09T02:08:51Z,4530000,-65.0,45.0,1,left,MISS A. Nesmith 7' driving floating bank Shot,[1630174],1610612738.0,BOS,driving floating bank,,,Nesmith,A. Nesmith,,,,,7.88,Missed,,,,,,,,,,,,,,,,,,
463,PT00M35.90S,2022-02-09T02:08:45.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,69,97,2022-02-09T02:08:51Z,4540000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,
464,PT00M35.90S,2022-02-09T02:08:51.4Z,3,REGULAR,foul,personal,[],1629684,,,1610612751,69,97,2022-02-09T02:09:12Z,4550000,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 1630556]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,2003.0,2.0,0.0,Edwards,1630556.0,,,,,,
466,PT00M24.00S,2022-02-09T02:09:15.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612751,69,97,2022-02-09T02:11:56Z,4570000,,,0,,G. Williams shooting personal FOUL (3 PF) (Duke Jr. 2 FT),"[1629684, 1630561]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,1627534.0,3.0,0.0,Duke Jr.,1630561.0,,,,,,
468,PT00M24.00S,2022-02-09T02:09:40.2Z,3,REGULAR,freethrow,1 of 2,[],1630561,,,1610612751,70,97,2022-02-09T02:09:40Z,4590000,,,0,,D. Duke Jr. Free Throw 1 of 2 (10 PTS),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
469,PT00M24.00S,2022-02-09T02:09:52.0Z,3,REGULAR,freethrow,2 of 2,[],1630561,,,1610612751,71,97,2022-02-09T02:09:52Z,4600000,,,0,,D. Duke Jr. Free Throw 2 of 2 (11 PTS),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
470,PT00M23.40S,2022-02-09T02:10:00.6Z,3,REGULAR,turnover,out-of-bounds,[],1626196,,,1610612738,71,97,2022-02-09T02:10:10Z,4610000,,,0,,J. Richardson bad pass out-of-bounds TURNOVER (1 TO),[1626196],1610612738.0,BOS,bad pass,,,Richardson,J. Richardson,,,,,,,,,,,,,,1155.0,,,,,,,,1.0,,
472,PT00M00.00S,2022-02-09T02:10:42.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628975,92.85479632063075,59.31372549019608,1610612751,71,97,2022-02-09T02:10:48Z,4630000,47.0,15.0,1,right,MISS J. Carter driving floating Shot,[1628975],1610612751.0,BKN,driving floating,,,Carter,J. Carter,,,,,4.89,Missed,,,,,,,,,,,,,,,,,,
473,PT00M00.00S,2022-02-09T02:10:42.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,71,97,2022-02-09T02:10:48Z,4640000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,
474,PT00M00.00S,2022-02-09T02:10:45.4Z,3,REGULAR,period,end,[],0,,,1610612751,71,97,2022-02-09T02:10:45Z,4650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-02-09T02:11:04.6Z,4,REGULAR,substitution,out,['startperiod'],1630556,,,1610612751,71,97,2022-02-09T02:14:09Z,4660000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-02-09T02:11:04.6Z,4,REGULAR,substitution,out,['startperiod'],1626196,,,1610612751,71,97,2022-02-09T02:14:09Z,4670000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-02-09T02:11:04.6Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612751,71,97,2022-02-09T02:14:09Z,4680000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-02-09T02:11:04.6Z,4,REGULAR,substitution,in,['startperiod'],1628971,,,1610612751,71,97,2022-02-09T02:14:09Z,4690000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-02-09T02:11:04.6Z,4,REGULAR,substitution,in,['startperiod'],202683,,,1610612751,71,97,2022-02-09T02:14:09Z,4700000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-02-09T02:11:04.6Z,4,REGULAR,substitution,in,['startperiod'],1629641,,,1610612751,71,97,2022-02-09T02:14:09Z,4710000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-02-09T02:14:29.8Z,4,REGULAR,period,start,[],0,,,1610612738,71,97,2022-02-09T02:14:29Z,4720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT11M38.00S,2022-02-09T02:14:54.5Z,4,REGULAR,turnover,out-of-bounds,[],202683,,,1610612738,71,97,2022-02-09T02:15:02Z,4730000,,,0,,E. Freedom lost ball out-of-bounds TURNOVER (1 TO),[202683],1610612738.0,BOS,lost ball,,,Freedom,E. Freedom,,,,,,,,,,,,,,1627534.0,,,,,,,,1.0,,
483,PT11M27.00S,2022-02-09T02:15:15.1Z,4,REGULAR,foul,personal,[],1630202,,,1610612751,71,97,2022-02-09T02:15:21Z,4740000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1630560]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,1155.0,1.0,0.0,Thomas,1630560.0,,,,,,
485,PT11M12.00S,2022-02-09T02:15:45.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201949,74.06373193166885,82.1078431372549,1610612751,71,97,2022-02-09T02:15:52Z,4760000,161.0,191.0,1,right,MISS J. Johnson 24' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
486,PT11M12.00S,2022-02-09T02:15:49.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,71,97,2022-02-09T02:15:49Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,,,
487,PT11M12.00S,2022-02-09T02:15:50.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,71,97,2022-02-09T02:17:07Z,4780000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,
488,PT10M56.00S,2022-02-09T02:16:15.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629641,27.283180026281208,19.607843137254903,1610612738,71,97,2022-02-09T02:16:22Z,4790000,152.0,204.0,1,left,MISS R. Langford 25' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
489,PT10M51.00S,2022-02-09T02:16:20.7Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,71,97,2022-02-09T02:16:22Z,4800000,,,0,,E. Freedom REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,488.0,1.0,0.0,1.0,,,,,,,,,,,,,,
490,PT10M51.00S,2022-02-09T02:16:20.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202683,5.590000152587891,50.0,1610612738,71,97,2022-02-09T02:16:24Z,4810000,0.0,0.0,1,left,MISS E. Freedom tip Layup,[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
491,PT10M51.00S,2022-02-09T02:16:20.9Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,71,97,2022-02-09T02:16:24Z,4820000,,,0,,E. Freedom REBOUND (Off:2 Def:0),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,490.0,2.0,0.0,2.0,,,,,,,,,,,,,,
492,PT10M49.00S,2022-02-09T02:16:23.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202683,5.590000152587891,50.0,1610612738,71,97,2022-02-09T02:16:34Z,4830000,0.0,0.0,1,left,MISS E. Freedom putback Layup,[202683],1610612738.0,BOS,putback,,,Freedom,E. Freedom,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
493,PT10M49.00S,2022-02-09T02:16:23.5Z,4,REGULAR,rebound,defensive,[],201949,,,1610612751,71,97,2022-02-09T02:16:34Z,4840000,,,0,,J. Johnson REBOUND (Off:0 Def:3),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,492.0,3.0,3.0,0.0,,,,,,,,,,,,,,
494,PT10M42.00S,2022-02-09T02:16:29.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201949,89.17542706964521,53.67647058823529,1610612751,73,97,2022-02-09T02:16:50Z,4850000,18.0,49.0,1,right,J. Johnson driving Layup (17 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,5.26,Made,,,,,,,17.0,,,,,,,,,,,
495,PT10M30.00S,2022-02-09T02:16:44.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,73,97,2022-02-09T02:16:44Z,4860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M23.00S,2022-02-09T02:17:03.3Z,4,REGULAR,turnover,lost ball,[],1629641,,,1610612738,73,97,2022-02-09T02:17:09Z,4870000,,,0,,R. Langford lost ball TURNOVER (1 TO),"[1629641, 1630561]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,1.0,Duke Jr.,1630561.0
497,PT10M23.00S,2022-02-09T02:17:03.3Z,4,REGULAR,steal,,[],1630561,,,1610612751,73,97,2022-02-09T02:17:05Z,4880000,,,0,,D. Duke Jr. STEAL (3 STL),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
498,PT10M08.00S,2022-02-09T02:17:19.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,94.56307490144546,46.568627450980394,1610612751,75,97,2022-02-09T02:17:25Z,4890000,-17.0,-1.0,1,right,B. Brown cutting Layup (4 PTS) (J. Johnson 5 AST),"[1628971, 201949]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,1.73,Made,,,,,,,4.0,,,,,,J. Johnson,201949.0,5.0,,,
500,PT10M07.00S,2022-02-09T02:17:25.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,97,2022-02-09T02:17:25Z,4910000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M53.00S,2022-02-09T02:21:03.4Z,4,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,75,97,2022-02-09T02:21:12Z,4920000,,,0,,J. Johnson shooting personal FOUL (2 PF) (Langford 2 FT),"[201949, 1629641]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,1155.0,2.0,0.0,Langford,1629641.0,,,,,,
503,PT09M53.00S,2022-02-09T02:21:23.8Z,4,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,75,97,2022-02-09T02:21:41Z,4940000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,
504,PT09M53.00S,2022-02-09T02:21:23.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,75,97,2022-02-09T02:21:41Z,4950000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,,,
505,PT09M53.00S,2022-02-09T02:21:23.8Z,4,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,75,97,2022-02-09T02:21:41Z,4960000,,,0,,MISS R. Langford Free Throw 2 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT09M50.00S,2022-02-09T02:21:26.8Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,75,97,2022-02-09T02:21:41Z,4970000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,505.0,3.0,3.0,0.0,,,,,,,,,,,,,,
507,PT09M39.00S,2022-02-09T02:21:51.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,79.84559789750328,56.86274509803921,1610612751,77,97,2022-02-09T02:22:05Z,4980000,34.0,137.0,1,right,C. Thomas 14' pullup Jump Shot (8 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,14.12,Made,,,,,,,8.0,,,,,,,,,,,
508,PT09M26.00S,2022-02-09T02:22:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.389618922470433,53.92156862745098,1610612738,77,99,2022-02-09T02:22:14Z,4990000,-20.0,8.0,1,left,P. Pritchard driving Layup (2 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,2.1,Made,,,,,,,2.0,,,,,,,,,,,
509,PT09M17.00S,2022-02-09T02:22:12.4Z,4,REGULAR,2pt,Jump Shot,[],1630561,77.7431011826544,26.47058823529412,1610612751,77,99,2022-02-09T02:22:53Z,5000000,-118.0,157.0,1,right,MISS D. Duke Jr. 19' pullup Shot,[1630561],1610612751.0,BKN,pullup,,,Duke Jr.,D. Duke Jr.,,,,,19.59,Missed,,,,,,,,,,,,,,,,,,
513,PT09M09.00S,2022-02-09T02:22:51.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,77,99,2022-02-09T02:22:51Z,5010000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,,
510,PT09M09.00S,2022-02-09T02:22:51.4Z,4,REGULAR,jumpball,recovered,[],1628971,,,1610612751,77,99,2022-02-09T02:22:51Z,5020000,,,0,,Jump Ball D. Duke Jr. vs. P. Pritchard: Tip to B. Brown,"[1628971, 1630561, 1630202]",1610612751.0,BKN,heldball,B. Brown,1628971.0,Brown,B. Brown,Duke Jr.,1630561.0,Pritchard,1630202.0,,,,,,,,,,,,,,,,,,,,
514,PT09M01.00S,2022-02-09T02:22:59.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,92.46057818659659,96.81372549019608,1610612751,77,99,2022-02-09T02:23:06Z,5050000,234.0,18.0,1,right,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,
515,PT09M00.00S,2022-02-09T02:23:00.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,77,99,2022-02-09T02:23:06Z,5060000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,
516,PT09M00.00S,2022-02-09T02:23:06.1Z,4,REGULAR,foul,personal,[],1630202,,,1610612751,77,99,2022-02-09T02:23:32Z,5070000,,,0,,P. Pritchard loose ball personal FOUL (2 PF),"[1630202, 1630561]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,1627534.0,2.0,0.0,Duke Jr.,1630561.0,,,,,,
518,PT08M47.00S,2022-02-09T02:23:32.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,68.67608409986859,63.48039215686274,1610612751,77,99,2022-02-09T02:23:39Z,5090000,67.0,242.0,1,right,MISS C. Thomas 25' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
519,PT08M43.00S,2022-02-09T02:23:36.7Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,77,99,2022-02-09T02:23:39Z,5100000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,518.0,1.0,1.0,0.0,,,,,,,,,,,,,,
520,PT08M33.00S,2022-02-09T02:23:46.7Z,4,REGULAR,turnover,bad pass,[],203471,,,1610612738,77,99,2022-02-09T02:23:51Z,5110000,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 1630561]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,2.0,Duke Jr.,1630561.0
521,PT08M33.00S,2022-02-09T02:23:46.7Z,4,REGULAR,steal,,[],1630561,,,1610612751,77,99,2022-02-09T02:24:44Z,5120000,,,0,,D. Duke Jr. STEAL (4 STL),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M29.00S,2022-02-09T02:23:52.5Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612751,77,99,2022-02-09T02:24:10Z,5130000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Thomas 2 FT),"[1630174, 1630560]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,2003.0,1.0,0.0,Thomas,1630560.0,,,,,,
524,PT08M29.00S,2022-02-09T02:24:18.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630560,,,1610612751,78,99,2022-02-09T02:24:37Z,5150000,,,0,,C. Thomas Free Throw 1 of 2 (9 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
525,PT08M29.00S,2022-02-09T02:24:18.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630560,,,1610612751,78,99,2022-02-09T02:24:37Z,5160000,,,0,,MISS C. Thomas Free Throw 2 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Missed,,,,,,,,,,,,,,,,,,
526,PT08M25.00S,2022-02-09T02:24:22.5Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,78,99,2022-02-09T02:24:37Z,5170000,,,0,,E. Freedom REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,525.0,3.0,1.0,2.0,,,,,,,,,,,,,,
527,PT08M16.00S,2022-02-09T02:24:45.4Z,4,REGULAR,3pt,Jump Shot,[],203471,16.63929040735874,94.85294117647058,1610612738,78,102,2022-02-09T02:24:51Z,5180000,-224.0,104.0,1,left,D. Schroder 24' 3PT  (9 PTS) (P. Pritchard 1 AST),"[203471, 1630202]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.72,Made,,,,,,,9.0,,,,,,P. Pritchard,1630202.0,1.0,,,
529,PT07M57.00S,2022-02-09T02:25:04.6Z,4,REGULAR,2pt,Jump Shot,[],1630560,76.95466491458606,29.901960784313726,1610612751,78,102,2022-02-09T02:25:09Z,5200000,-100.0,164.0,1,right,MISS C. Thomas 19' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,19.24,Missed,,,,,,,,,,,,,,,,,,
530,PT07M53.00S,2022-02-09T02:25:08.6Z,4,REGULAR,rebound,defensive,[],203471,,,1610612738,78,102,2022-02-09T02:25:09Z,5210000,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,529.0,3.0,3.0,0.0,,,,,,,,,,,,,,
531,PT07M47.00S,2022-02-09T02:25:16.9Z,4,REGULAR,foul,personal,[],201949,,,1610612738,78,102,2022-02-09T02:25:34Z,5220000,,,0,,J. Johnson personal FOUL (3 PF),"[201949, 203471]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,1155.0,3.0,0.0,Schroder,203471.0,,,,,,
533,PT07M47.00S,2022-02-09T02:25:27.9Z,4,REGULAR,substitution,out,[],201949,,,1610612738,78,102,2022-02-09T02:25:32Z,5240000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M47.00S,2022-02-09T02:25:27.9Z,4,REGULAR,substitution,in,[],1630549,,,1610612738,78,102,2022-02-09T02:25:32Z,5250000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M37.00S,2022-02-09T02:25:49.2Z,4,REGULAR,3pt,Jump Shot,[],203471,29.911300919842315,29.411764705882355,1610612738,78,102,2022-02-09T02:25:55Z,5260000,103.0,229.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
536,PT07M33.00S,2022-02-09T02:25:53.2Z,4,REGULAR,rebound,defensive,[],1630561,,,1610612751,78,102,2022-02-09T02:25:55Z,5270000,,,0,,D. Duke Jr. REBOUND (Off:1 Def:2),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,535.0,3.0,2.0,1.0,,,,,,,,,,,,,,
537,PT07M29.00S,2022-02-09T02:25:59.9Z,4,REGULAR,foul,personal,[],203471,,,1610612751,78,102,2022-02-09T02:26:26Z,5280000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1630549]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,2003.0,1.0,0.0,Sharpe,1630549.0,,,,,,
539,PT07M21.00S,2022-02-09T02:26:25.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,81.68528252299606,54.166666666666664,1610612751,78,102,2022-02-09T02:26:34Z,5300000,21.0,120.0,1,right,MISS C. Thomas 12' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,12.15,Missed,,,,,,,,,,,,,,,,,,
