actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
374,PT10M50.00S,2022-03-04T02:00:41.9Z,3,REGULAR,2pt,Jump Shot,[],203552,19.267411300919843,14.460784313725492,1610612751,69,63,2022-03-04T02:01:04Z,3660000,178.0,129.0,1,left,S. Curry 21' Jump Shot (8 PTS) (A. Drummond 1 AST),"[203552, 203083]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,21.94,Made,,,,,,,8.0,A. Drummond,203083.0,1.0,,,,,,,,,
375,PT10M36.00S,2022-03-04T02:00:55.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,79.71419185282524,46.07843137254902,1610612748,69,65,2022-03-04T02:01:08Z,3670000,-20.0,138.0,1,right,G. Vincent 13' pullup Jump Shot (5 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,13.96,Made,,,,,,,5.0,,,,,,,,,,,,
377,PT10M19.00S,2022-03-04T02:01:12.6Z,3,REGULAR,3pt,Jump Shot,[],201609,29.25427069645204,73.0392156862745,1610612751,69,65,2022-03-04T02:01:18Z,3680000,-115.0,222.0,1,left,MISS G. Dragic 25' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
378,PT10M16.00S,2022-03-04T02:01:15.6Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,69,65,2022-03-04T02:01:18Z,3690000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,377.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
379,PT10M12.00S,2022-03-04T02:01:22.3Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,69,65,2022-03-04T02:01:44Z,3700000,,,0,,B. Adebayo charge offensive FOUL (2 PF),"[1628389, 201609]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Dragic,201609.0,,,,,
381,PT10M12.00S,2022-03-04T02:01:22.3Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,69,65,2022-03-04T02:01:22Z,3720000,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,2715.0,2.0,,,,,,,,,,,,,
382,PT09M59.00S,2022-03-04T02:01:55.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,15.588042049934298,34.55882352941176,1610612751,69,65,2022-03-04T02:02:00Z,3730000,77.0,94.0,1,left,MISS K. Durant 12' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.16,Missed,,,,,,,,,,,,,,,,,,,
383,PT09M55.00S,2022-03-04T02:01:59.2Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,69,65,2022-03-04T02:02:00Z,3740000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,382.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
384,PT09M49.00S,2022-03-04T02:02:05.3Z,3,REGULAR,3pt,Jump Shot,[],1629130,67.62483574244416,34.55882352941176,1610612748,69,65,2022-03-04T02:02:10Z,3750000,-77.0,252.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
385,PT09M47.00S,2022-03-04T02:02:07.3Z,3,REGULAR,rebound,defensive,[],203552,,,1610612751,69,65,2022-03-04T02:02:10Z,3760000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,384.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
386,PT09M32.00S,2022-03-04T02:02:24.9Z,3,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612751,69,65,2022-03-04T02:02:33Z,3770000,,,0,,C. Martin shooting personal FOUL (2 PF) (Durant 2 FT),"[1628997, 201142]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,202049.0,,,,,,2.0,0.0,Durant,201142.0,,,,,
388,PT09M32.00S,2022-03-04T02:02:50.1Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,70,65,2022-03-04T02:02:50Z,3790000,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,18.0,,,,,,,,,,,,
389,PT09M32.00S,2022-03-04T02:03:05.0Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,71,65,2022-03-04T02:03:05Z,3800000,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,19.0,,,,,,,,,,,,
390,PT09M21.00S,2022-03-04T02:03:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.9862023653088,54.90196078431373,1610612748,71,67,2022-03-04T02:03:52Z,3810000,25.0,13.0,1,right,B. Adebayo driving Layup (21 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,2.79,Made,,,,,,,21.0,,,,,,,,,,,,
391,PT09M14.00S,2022-03-04T02:03:30.5Z,3,REGULAR,foul,personal,[],1629216,,,1610612751,71,67,2022-03-04T02:03:35Z,3820000,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 201609]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,202049.0,,,,,,2.0,0.0,Dragic,201609.0,,,,,
393,PT09M14.00S,2022-03-04T02:03:38.3Z,3,REGULAR,foul,technical,['1freethrow'],1787,,,1610612751,71,67,2022-03-04T02:05:46Z,3840000,,,0,,TEAM foul technical,[1787],1610612748.0,MIA,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,,
394,PT09M14.00S,2022-03-04T02:04:03.1Z,3,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,72,67,2022-03-04T02:04:03Z,3850000,,,0,,K. Durant technical Free Throw 1 of 1 (20 PTS),[201142],1610612751.0,BKN,technical,,,Durant,K. Durant,,,,,,Made,,,,,,,20.0,,,,,,,,,,,,
395,PT09M07.00S,2022-03-04T02:04:25.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.469776609724048,49.50980392156863,1610612751,74,67,2022-03-04T02:04:29Z,3860000,2.0,-1.0,1,left,A. Drummond driving DUNK (8 PTS),[203083],1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,0.27,Made,,,,,,,8.0,,,,,,,,,,,,
396,PT08M53.00S,2022-03-04T02:04:39.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.51182654402102,49.01960784313725,1610612748,74,69,2022-03-04T02:04:43Z,3870000,-5.0,8.0,1,right,B. Adebayo driving DUNK (23 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,0.98,Made,,,,,,,23.0,,,,,,,,,,,,
397,PT08M52.00S,2022-03-04T02:04:55.5Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612751,74,69,2022-03-04T02:04:55Z,3880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT08M38.00S,2022-03-04T02:05:11.3Z,3,REGULAR,3pt,Jump Shot,[],203552,8.360709592641262,2.696078431372549,1610612751,74,69,2022-03-04T02:05:17Z,3890000,237.0,26.0,1,left,MISS S. Curry 3PT - blocked,"[203552, 1628997]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,23.79,Missed,,,,,,,,,,,,,,,Martin,1628997.0,,,
399,PT08M38.00S,2022-03-04T02:05:11.3Z,3,REGULAR,block,,[],1628997,,,1610612751,74,69,2022-03-04T02:05:15Z,3900000,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M37.00S,2022-03-04T02:05:12.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,74,69,2022-03-04T02:05:17Z,3910000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,
401,PT08M37.00S,2022-03-04T02:05:19.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,74,69,2022-03-04T02:05:19Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M32.00S,2022-03-04T02:05:32.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628971,14.931011826544022,69.36274509803921,1610612751,74,69,2022-03-04T02:05:38Z,3930000,-97.0,88.0,1,left,MISS B. Brown 13' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,13.08,Missed,,,,,,,,,,,,,,,,,,,
403,PT08M31.00S,2022-03-04T02:05:33.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,74,69,2022-03-04T02:05:38Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,,
404,PT08M31.00S,2022-03-04T02:05:38.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,74,69,2022-03-04T02:05:38Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M20.00S,2022-03-04T02:05:57.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203552,14.799605781865965,28.676470588235293,1610612751,74,69,2022-03-04T02:06:09Z,3960000,107.0,87.0,1,left,MISS S. Curry 13' pullup Shot - blocked,"[203552, 1629622]",1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,13.73,Missed,,,,,,,,,,,,,,,Strus,1629622.0,,,
406,PT08M20.00S,2022-03-04T02:05:57.8Z,3,REGULAR,block,,[],1629622,,,1610612751,74,69,2022-03-04T02:06:00Z,3970000,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT08M14.00S,2022-03-04T02:06:03.8Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,74,69,2022-03-04T02:06:09Z,3980000,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,405.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
408,PT08M05.00S,2022-03-04T02:06:12.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,95.22010512483574,97.79411764705883,1610612748,74,72,2022-03-04T02:06:17Z,3990000,239.0,-8.0,1,right,M. Strus 3PT  (13 PTS) (D. Robinson 5 AST),"[1629622, 1629130]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.91,Made,,,,,,,13.0,D. Robinson,1629130.0,5.0,,,,,,,,,
410,PT07M42.00S,2022-03-04T02:06:40.5Z,3,REGULAR,turnover,traveling,[],203552,,,1610612751,74,72,2022-03-04T02:06:47Z,4010000,,,0,,S. Curry traveling TURNOVER (1 TO),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,,
411,PT07M42.00S,2022-03-04T02:06:44.4Z,3,REGULAR,substitution,out,[],201609,,,1610612748,74,72,2022-03-04T02:06:50Z,4020000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M42.00S,2022-03-04T02:06:44.4Z,3,REGULAR,substitution,in,[],201988,,,1610612748,74,72,2022-03-04T02:06:50Z,4030000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M32.00S,2022-03-04T02:07:07.5Z,3,REGULAR,foul,personal,[],203552,,,1610612748,74,72,2022-03-04T02:07:28Z,4040000,,,0,,S. Curry personal FOUL (2 PF),"[203552, 1629622]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,2.0,1.0,Strus,1629622.0,,,,,
415,PT07M26.00S,2022-03-04T02:07:34.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,94.03745072273325,49.26470588235294,1610612748,74,74,2022-03-04T02:07:39Z,4060000,-4.0,4.0,1,right,B. Adebayo cutting DUNK (25 PTS) (D. Robinson 6 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,0.51,Made,,,,,,,25.0,D. Robinson,1629130.0,6.0,,,,,,,,,
417,PT07M25.00S,2022-03-04T02:07:38.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,74,74,2022-03-04T02:07:38Z,4080000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M02.00S,2022-03-04T02:10:58.3Z,3,REGULAR,2pt,Jump Shot,[],201142,13.87976346911958,27.696078431372552,1610612751,74,74,2022-03-04T02:11:05Z,4090000,112.0,78.0,1,left,MISS K. Durant 13' turnaround Shot,[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,13.61,Missed,,,,,,,,,,,,,,,,,,,
419,PT06M58.00S,2022-03-04T02:11:02.3Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,74,74,2022-03-04T02:11:05Z,4100000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,418.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
420,PT06M52.00S,2022-03-04T02:11:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.24901445466492,46.568627450980394,1610612748,74,76,2022-03-04T02:11:13Z,4110000,-17.0,11.0,1,right,C. Martin cutting finger roll Layup (15 PTS) (D. Robinson 7 AST),"[1628997, 1629130]",1610612748.0,MIA,cutting finger roll,,,Martin,C. Martin,,,,,2.04,Made,,,,,,,15.0,D. Robinson,1629130.0,7.0,,,,,,,,,
422,PT06M37.00S,2022-03-04T02:11:23.7Z,3,REGULAR,3pt,Jump Shot,[],201142,30.305519053876477,31.372549019607842,1610612751,74,76,2022-03-04T02:11:28Z,4130000,93.0,232.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
423,PT06M33.00S,2022-03-04T02:11:27.7Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,74,76,2022-03-04T02:11:28Z,4140000,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,422.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
424,PT06M28.00S,2022-03-04T02:11:33.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,69.20170827858082,33.088235294117645,1610612748,74,76,2022-03-04T02:11:41Z,4150000,-85.0,237.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
425,PT06M22.00S,2022-03-04T02:11:38.7Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,74,76,2022-03-04T02:11:38Z,4160000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,424.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
426,PT06M13.00S,2022-03-04T02:11:48.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,96.13994743758212,96.32352941176471,1610612748,74,76,2022-03-04T02:11:52Z,4170000,232.0,-16.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,,
427,PT06M09.00S,2022-03-04T02:11:52.0Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,74,76,2022-03-04T02:11:52Z,4180000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,426.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
428,PT06M05.00S,2022-03-04T02:12:00.2Z,3,REGULAR,foul,offensive,[],203083,,,1610612751,74,76,2022-03-04T02:12:22Z,4190000,,,0,,A. Drummond offensive FOUL (3 PF),"[203083, 1629216]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,202037.0,,,,,,3.0,0.0,Vincent,1629216.0,,,,,
430,PT06M05.00S,2022-03-04T02:12:00.2Z,3,REGULAR,turnover,offensive foul,[],203083,,,1610612751,74,76,2022-03-04T02:12:22Z,4210000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,,
431,PT06M05.00S,2022-03-04T02:12:08.1Z,3,REGULAR,substitution,out,[],203083,,,1610612748,74,76,2022-03-04T02:12:24Z,4220000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M05.00S,2022-03-04T02:12:08.1Z,3,REGULAR,substitution,out,[],1628971,,,1610612748,74,76,2022-03-04T02:12:24Z,4230000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M05.00S,2022-03-04T02:12:08.1Z,3,REGULAR,substitution,in,[],200746,,,1610612748,74,76,2022-03-04T02:12:24Z,4240000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M05.00S,2022-03-04T02:12:08.1Z,3,REGULAR,substitution,in,[],201949,,,1610612748,74,76,2022-03-04T02:12:24Z,4250000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M53.00S,2022-03-04T02:12:40.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628997,92.9862023653088,49.754901960784316,1610612748,74,78,2022-03-04T02:12:46Z,4260000,-1.0,13.0,1,right,C. Martin cutting DUNK (17 PTS) (B. Adebayo 4 AST),"[1628997, 1628389]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,1.35,Made,,,,,,,17.0,B. Adebayo,1628389.0,4.0,,,,,,,,,
437,PT05M34.00S,2022-03-04T02:12:59.1Z,3,REGULAR,3pt,Jump Shot,[],201142,33.065045992115635,48.77450980392157,1610612751,74,78,2022-03-04T02:13:04Z,4280000,6.0,258.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
438,PT05M31.00S,2022-03-04T02:13:02.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,74,78,2022-03-04T02:13:04Z,4290000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,437.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
439,PT05M25.00S,2022-03-04T02:13:12.5Z,3,REGULAR,turnover,traveling,[],1629130,,,1610612748,74,78,2022-03-04T02:13:18Z,4300000,,,0,,D. Robinson traveling TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,,
440,PT05M09.00S,2022-03-04T02:13:40.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201988,31.61957950065703,50.98039215686274,1610612751,74,78,2022-03-04T02:13:46Z,4310000,-5.0,245.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
441,PT05M06.00S,2022-03-04T02:13:43.9Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,74,78,2022-03-04T02:13:46Z,4320000,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,440.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
442,PT04M59.00S,2022-03-04T02:13:51.3Z,3,REGULAR,3pt,Jump Shot,[],1629216,67.49342969776609,57.84313725490197,1610612748,74,78,2022-03-04T02:13:55Z,4330000,39.0,253.0,1,right,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
443,PT04M58.00S,2022-03-04T02:13:54.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,74,78,2022-03-04T02:13:54Z,4340000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,,
444,PT04M58.00S,2022-03-04T02:13:56.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,74,78,2022-03-04T02:13:56Z,4350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M58.00S,2022-03-04T02:13:57.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612751,74,78,2022-03-04T02:14:07Z,4360000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M58.00S,2022-03-04T02:13:57.9Z,3,REGULAR,substitution,in,[],1629639,,,1610612751,74,78,2022-03-04T02:14:07Z,4370000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M45.00S,2022-03-04T02:14:35.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,74,78,2022-03-04T02:14:35Z,4380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M45.00S,2022-03-04T02:14:52.3Z,3,REGULAR,foul,offensive,[],201949,,,1610612751,74,78,2022-03-04T02:15:05Z,4390000,,,0,,J. Johnson offensive FOUL (3 PF),"[201949, 1629622]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,2715.0,,,,,,3.0,1.0,Strus,1629622.0,,,,,
450,PT04M45.00S,2022-03-04T02:14:52.3Z,3,REGULAR,turnover,offensive foul,[],201949,,,1610612751,74,78,2022-03-04T02:14:52Z,4410000,,,0,,J. Johnson offensive foul TURNOVER (1 TO),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,,
451,PT04M34.00S,2022-03-04T02:15:14.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,94.82588699080158,96.07843137254902,1610612748,74,81,2022-03-04T02:15:20Z,4420000,230.0,-4.0,1,right,M. Strus 3PT step back (16 PTS) (B. Adebayo 5 AST),"[1629622, 1628389]",1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,23.04,Made,,,,,,,16.0,B. Adebayo,1628389.0,5.0,,,,,,,,,
453,PT04M31.00S,2022-03-04T02:15:23.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,74,81,2022-03-04T02:15:23Z,4440000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M12.00S,2022-03-04T02:18:37.1Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612751,74,81,2022-03-04T02:18:49Z,4450000,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Johnson 2 FT),"[1628389, 201949]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,202037.0,,,,,,3.0,0.0,Johnson,201949.0,,,,,
456,PT04M12.00S,2022-03-04T02:19:04.8Z,3,REGULAR,freethrow,1 of 2,[],201949,,,1610612751,74,81,2022-03-04T02:19:22Z,4470000,,,0,,MISS J. Johnson Free Throw 1 of 2,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
457,PT04M12.00S,2022-03-04T02:19:04.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,74,81,2022-03-04T02:19:22Z,4480000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,,,,
458,PT04M12.00S,2022-03-04T02:19:04.8Z,3,REGULAR,freethrow,2 of 2,[],201949,,,1610612751,74,81,2022-03-04T02:19:22Z,4490000,,,0,,MISS J. Johnson Free Throw 2 of 2,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
459,PT04M09.00S,2022-03-04T02:19:07.8Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,74,81,2022-03-04T02:19:22Z,4500000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
460,PT04M08.00S,2022-03-04T02:19:27.1Z,3,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,74,81,2022-03-04T02:19:49Z,4510000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,,,,,,,202049.0,1.0,,,,,,,,,,,,,
461,PT04M00.00S,2022-03-04T02:19:41.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201949,6.1268068331143235,44.36274509803921,1610612751,76,81,2022-03-04T02:20:05Z,4520000,28.0,5.0,1,left,J. Johnson driving Layup (2 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,2.87,Made,,,,,,,2.0,,,,,,,,,,,,
462,PT03M38.00S,2022-03-04T02:20:03.0Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,76,81,2022-03-04T02:20:29Z,4530000,,,0,,B. Adebayo bad pass TURNOVER (3 TO),"[1628389, 203552]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,3.0,,,,,,,,,,,Curry,203552.0,
463,PT03M38.00S,2022-03-04T02:20:03.0Z,3,REGULAR,steal,,[],203552,,,1610612751,76,81,2022-03-04T02:20:07Z,4540000,,,0,,S. Curry STEAL (1 STL),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
