actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
646,PT04M43.00S,2021-11-17T02:48:07.7Z,4,REGULAR,turnover,out-of-bounds,[],1630549,,,1610612751,87,113,2021-11-17T02:48:13Z,6370000,,,0,,D. Sharpe bad pass out-of-bounds TURNOVER (2 TO),[1630549],1610612751.0,BKN,bad pass,,,Sharpe,D. Sharpe,,,,,203591.0,,,,,,,,,,,2.0,,,,,,,,,
647,PT04M27.00S,2021-11-17T02:48:28.5Z,4,REGULAR,turnover,lost ball,[],1629673,,,1610612744,87,113,2021-11-17T02:57:05Z,6380000,,,0,,J. Poole lost ball TURNOVER (5 TO),"[1629673, 1630560]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,5.0,,,,,Thomas,1630560.0,,,
648,PT04M27.00S,2021-11-17T02:48:28.5Z,4,REGULAR,steal,,[],1630560,,,1610612751,87,113,2021-11-17T02:57:05Z,6390000,,,0,,C. Thomas STEAL (2 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT04M11.00S,2021-11-17T02:48:48.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,87,113,2021-11-17T02:48:48Z,6400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT04M08.00S,2021-11-17T02:49:04.3Z,4,REGULAR,foul,personal,[],1629673,,,1610612751,87,113,2021-11-17T02:49:10Z,6410000,,,0,,J. Poole personal FOUL (5 PF),"[1629673, 1630560]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,203593.0,5.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,,,,
652,PT03M55.00S,2021-11-17T02:49:34.8Z,4,REGULAR,foul,offensive,[],1630549,,,1610612751,87,113,2021-11-17T02:49:40Z,6430000,,,0,,D. Sharpe offensive FOUL (1 PF),"[1630549, 1630541]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,203593.0,1.0,0.0,Moody,1630541.0,,,,,,,,,,,,,,,,
654,PT03M55.00S,2021-11-17T02:49:34.8Z,4,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,87,113,2021-11-17T02:49:34Z,6450000,,,0,,D. Sharpe offensive foul TURNOVER (3 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,203593.0,,,,,,,,,,,3.0,,,,,,,,,
655,PT03M35.00S,2021-11-17T02:50:07.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,69.07030223390277,20.588235294117645,1610612744,87,113,2021-11-17T02:50:12Z,6460000,-147.0,238.0,1,right,MISS J. Poole 28' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,,,,28.0,Missed,,,,,,,,,,,,,,
656,PT03M31.00S,2021-11-17T02:50:11.2Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,87,113,2021-11-17T02:50:12Z,6470000,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,655.0,2.0,2.0,0.0,,,,,
657,PT03M24.00S,2021-11-17T02:50:22.5Z,4,REGULAR,turnover,traveling,[],1630556,,,1610612751,87,113,2021-11-17T02:50:39Z,6480000,,,0,,K. Edwards traveling TURNOVER (1 TO),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,203591.0,,,,,,,,,,,1.0,,,,,,,,,
658,PT03M06.00S,2021-11-17T02:50:59.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,92.46057818659659,5.147058823529411,1610612744,87,113,2021-11-17T02:51:04Z,6490000,-224.0,18.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,22.51,Missed,,,,,,,,,,,,,,
659,PT03M01.00S,2021-11-17T02:51:04.1Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,87,113,2021-11-17T02:51:04Z,6500000,,,0,,D. Sharpe REBOUND (Off:0 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,658.0,3.0,3.0,0.0,,,,,
660,PT02M55.00S,2021-11-17T02:51:09.4Z,4,REGULAR,3pt,Jump Shot,[],1630556,25.706307490144546,12.745098039215685,1610612751,90,113,2021-11-17T02:51:13Z,6510000,186.0,189.0,1,left,K. Edwards 26' 3PT  (3 PTS) (C. Thomas 3 AST),"[1630556, 1630560]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,26.55,Made,3.0,C. Thomas,1630560.0,3.0,,,,,,,,,,
662,PT02M42.00S,2021-11-17T02:51:22.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,93.51182654402102,48.529411764705884,1610612744,90,115,2021-11-17T02:51:27Z,6530000,-7.0,8.0,1,right,J. Kuminga driving finger roll Layup (7 PTS) (N. Bjelica 1 AST),"[1630228, 202357]",1610612744.0,GSW,driving finger roll,,,Kuminga,J. Kuminga,,,,,,,,,,1.13,Made,7.0,N. Bjelica,202357.0,1.0,,,,,,,,,,
664,PT02M34.00S,2021-11-17T02:51:30.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,18.2161629434954,40.44117647058824,1610612751,92,115,2021-11-17T02:51:35Z,6550000,48.0,119.0,1,left,C. Thomas 12' driving floating Jump Shot (4 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,,,,,,12.8,Made,4.0,,,,,,,,,,,,,
665,PT02M17.00S,2021-11-17T02:51:46.7Z,4,REGULAR,3pt,Jump Shot,[],1630541,89.17542706964521,94.6078431372549,1610612744,92,115,2021-11-17T02:51:51Z,6560000,223.0,49.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,22.84,Missed,,,,,,,,,,,,,,
666,PT02M14.00S,2021-11-17T02:51:49.7Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,92,115,2021-11-17T02:51:51Z,6570000,,,0,,D. Sharpe REBOUND (Off:0 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,665.0,4.0,4.0,0.0,,,,,
667,PT02M05.00S,2021-11-17T02:51:58.3Z,4,REGULAR,3pt,Jump Shot,[],1630556,7.966491458607096,96.32352941176471,1610612751,95,115,2021-11-17T02:52:02Z,6580000,-232.0,22.0,1,left,K. Edwards 3PT  (6 PTS) (J. Carter 1 AST),"[1630556, 1628975]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,23.27,Made,6.0,J. Carter,1628975.0,1.0,,,,,,,,,,
682,PT01M40.00S,2021-11-17T02:52:11.0Z,4,REGULAR,2pt,Layup,[],202357,89.48751642575559,26.49356617647059,1610612744,95,115,2021-11-17T02:53:52Z,6595000,-118.0,46.0,1,right,MISS N. Bjelica 12' driving Layup - blocked,"[202357, 1630549]",1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,,,,,,12.63,Missed,,,,,,,,,,,,Sharpe,1630549.0,
683,PT01M40.00S,2021-11-17T02:52:11.0Z,4,REGULAR,block,,[],1630549,,,1610612744,95,115,2021-11-17T02:53:52Z,6597500,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT01M40.00S,2021-11-17T02:52:11.0Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,95,115,2021-11-17T02:53:52Z,6598750,,,0,,D. Sharpe REBOUND (Off:0 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,682.0,5.0,5.0,0.0,,,,,
671,PT01M38.00S,2021-11-17T02:52:27.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630556,17.821944809461236,6.862745098039216,1610612751,95,115,2021-11-17T02:57:59Z,6620000,216.0,115.0,1,left,MISS K. Edwards 24' running 3PT,[1630556],1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,,,,,,24.44,Missed,,,,,,,,,,,,,,
672,PT01M36.00S,2021-11-17T02:52:29.9Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,95,115,2021-11-17T02:57:59Z,6630000,,,0,,D. Sharpe REBOUND (Off:1 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,671.0,6.0,5.0,1.0,,,,,
693,PT01M35.00S,2021-11-17T02:52:29.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,7.539421813403408,51.22549019607843,1610612751,95,115,2021-11-17T03:00:13Z,6635000,-6.0,18.0,1,left,MISS D. Sharpe putback Layup - blocked,"[1630549, 1629673]",1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,,,,,,1.94,Missed,,,,,,,,,,,,Poole,1629673.0,
694,PT01M35.00S,2021-11-17T02:52:29.8Z,4,REGULAR,block,,[],1629673,,,1610612751,95,115,2021-11-17T03:00:01Z,6637500,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT01M34.00S,2021-11-17T02:52:30.8Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,95,115,2021-11-17T03:00:13Z,6638750,,,0,,D. Sharpe REBOUND (Off:2 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,693.0,7.0,5.0,2.0,,,,,
673,PT01M33.00S,2021-11-17T02:52:31.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', '2ndchance']",1630549,4.5499342969776615,46.568627450980394,1610612751,97,115,2021-11-17T03:00:01Z,6640000,17.0,-10.0,1,left,D. Sharpe putback Layup (4 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,,,,,,1.97,Made,4.0,,,,,,,,,,,,,
674,PT01M24.00S,2021-11-17T02:52:44.2Z,4,REGULAR,3pt,Jump Shot,[],202357,72.7496714848883,13.725490196078432,1610612744,97,115,2021-11-17T02:52:47Z,6650000,-181.0,204.0,1,right,MISS N. Bjelica 27' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,27.28,Missed,,,,,,,,,,,,,,
675,PT01M21.00S,2021-11-17T02:52:46.2Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,97,115,2021-11-17T02:52:46Z,6660000,,,0,,C. Thomas REBOUND (Off:1 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,674.0,2.0,1.0,1.0,,,,,
676,PT01M12.00S,2021-11-17T02:52:56.1Z,4,REGULAR,3pt,Jump Shot,[],1630560,11.645860709592641,4.411764705882353,1610612751,97,115,2021-11-17T02:53:02Z,6670000,228.0,57.0,1,left,MISS C. Thomas pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,,,23.49,Missed,,,,,,,,,,,,,,
677,PT01M09.00S,2021-11-17T02:52:59.1Z,4,REGULAR,rebound,defensive,[],1630228,,,1610612744,97,115,2021-11-17T02:53:02Z,6680000,,,0,,J. Kuminga REBOUND (Off:2 Def:4),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,676.0,6.0,4.0,2.0,,,,,
678,PT01M02.00S,2021-11-17T02:53:07.5Z,4,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612744,97,115,2021-11-17T02:53:20Z,6690000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Poole 2 FT),"[1630560, 1629673]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,203593.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,,
680,PT01M02.00S,2021-11-17T02:53:28.9Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,97,116,2021-11-17T02:53:28Z,6710000,,,0,,J. Poole Free Throw 1 of 2 (16 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
681,PT01M02.00S,2021-11-17T02:53:46.2Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,97,117,2021-11-17T02:53:46Z,6720000,,,0,,J. Poole Free Throw 2 of 2 (17 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
685,PT00M40.20S,2021-11-17T02:54:10.4Z,4,REGULAR,3pt,Jump Shot,[],1628975,17.21419185282523,95.8563112745098,1610612751,97,117,2021-11-17T02:54:21Z,6730000,-229.0,109.0,1,left,MISS J. Carter 25' step back 3PT,[1628975],1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,,,,,,25.4,Missed,,,,,,,,,,,,,,
686,PT00M36.10S,2021-11-17T02:54:14.5Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,97,117,2021-11-17T02:54:16Z,6740000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,685.0,1.0,1.0,0.0,,,,,
687,PT00M30.00S,2021-11-17T02:54:20.6Z,4,REGULAR,turnover,lost ball,[],1629308,,,1610612744,97,117,2021-11-17T02:54:27Z,6750000,,,0,,J. Toscano-Anderson lost ball TURNOVER (2 TO),"[1629308, 1628975]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,2.0,,,,,Carter,1628975.0,,,
688,PT00M30.00S,2021-11-17T02:54:20.6Z,4,REGULAR,steal,,[],1628975,,,1610612751,97,117,2021-11-17T02:54:22Z,6760000,,,0,,J. Carter STEAL (2 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M25.90S,2021-11-17T02:54:25.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630556,5.338370565045992,44.11764705882353,1610612751,99,117,2021-11-17T02:54:37Z,6770000,29.0,-2.0,1,left,K. Edwards running Layup (8 PTS),[1630556],1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,,,,,,2.95,Made,8.0,,,,,,,,,,,,,
690,PT00M01.90S,2021-11-17T02:54:52.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612744,99,117,2021-11-17T02:54:58Z,6780000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,203593.0,,,,,,,,,,,,,,,,,,,,
691,PT00M00.00S,2021-11-17T02:55:04.3Z,4,REGULAR,period,end,[],0,,,1610612751,99,117,2021-11-17T02:55:04Z,6790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M00.00S,2021-11-17T02:55:07.0Z,4,REGULAR,game,end,[],0,,,0,99,117,2021-11-17T02:55:07Z,6800000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
