actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
373,PT07M49.00S,2021-11-04T01:00:36.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,67,70,2021-11-04T01:00:40Z,3640000,,,0,,J. Collins REBOUND (Off:1 Def:4),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,372.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
374,PT07M44.00S,2021-11-04T01:00:41.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,94.03745072273325,47.794117647058826,1610612737,67,70,2021-11-04T01:00:46Z,3650000,-11.0,4.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,,,,1.15,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,,
375,PT07M39.00S,2021-11-04T01:00:46.1Z,3,REGULAR,rebound,defensive,[],201933,,,1610612751,67,70,2021-11-04T01:00:46Z,3660000,,,0,,B. Griffin REBOUND (Off:4 Def:2),[201933],1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,374.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
376,PT07M33.00S,2021-11-04T01:00:51.4Z,3,REGULAR,2pt,Jump Shot,[],201142,19.793035479632064,22.794117647058822,1610612751,69,70,2021-11-04T01:00:55Z,3670000,136.0,134.0,1,left,K. Durant 19' pullup Jump Shot (18 PTS) (B. Brown 1 AST),"[201142, 1628971]",1610612751.0,BKN,pullup,,,,,,19.06,Made,Durant,K. Durant,,,,,18.0,B. Brown,1628971.0,1.0,,,,,,,,,,,
378,PT07M17.00S,2021-11-04T01:01:07.9Z,3,REGULAR,2pt,Jump Shot,[],1629027,76.16622864651774,53.431372549019606,1610612737,69,72,2021-11-04T01:01:16Z,3690000,17.0,172.0,1,right,T. Young 17' pullup Jump Shot (15 PTS),[1629027],1610612737.0,ATL,pullup,,,,,,17.24,Made,Young,T. Young,,,,,15.0,,,,,,,,,,,,,,
379,PT07M02.00S,2021-11-04T01:01:22.7Z,3,REGULAR,3pt,Jump Shot,[],201933,7.046649145860711,96.81372549019608,1610612751,69,72,2021-11-04T01:01:28Z,3700000,-234.0,14.0,1,left,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,,,,23.45,Missed,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,
380,PT06M58.00S,2021-11-04T01:01:26.7Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,69,72,2021-11-04T01:01:28Z,3710000,,,0,,C. Capela REBOUND (Off:3 Def:7),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,379.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
381,PT06M47.00S,2021-11-04T01:01:37.3Z,3,REGULAR,3pt,Jump Shot,[],203992,77.61169513797634,88.48039215686273,1610612737,69,72,2021-11-04T01:01:41Z,3720000,192.0,158.0,1,right,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,,,,24.9,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
382,PT06M45.00S,2021-11-04T01:01:39.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,69,72,2021-11-04T01:01:41Z,3730000,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,381.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
383,PT06M28.00S,2021-11-04T01:01:57.5Z,3,REGULAR,3pt,Jump Shot,[],201933,4.155716162943495,96.81372549019608,1610612751,72,72,2021-11-04T01:02:02Z,3740000,-234.0,-13.0,1,left,B. Griffin 3PT  (7 PTS) (J. Harden 10 AST),"[201933, 201935]",1610612751.0,BKN,,,,,,,23.45,Made,Griffin,B. Griffin,,,,,7.0,J. Harden,201935.0,10.0,,,,,,,,,,,
385,PT06M16.00S,2021-11-04T01:02:12.6Z,3,REGULAR,foul,personal,[],1628971,,,1610612737,72,72,2021-11-04T01:02:52Z,3760000,,,0,,B. Brown personal FOUL (3 PF),"[1628971, 1629027]",1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,201639.0,3.0,0.0,Young,1629027.0,,,,,,
387,PT06M16.00S,2021-11-04T01:02:54.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,72,72,2021-11-04T01:02:54Z,3780000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M04.00S,2021-11-04T01:05:58.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,85.89027595269383,49.26470588235294,1610612737,72,72,2021-11-04T01:06:05Z,3790000,-4.0,80.0,1,right,MISS B. Bogdanovic 8' driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,,,,8.02,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
389,PT05M59.00S,2021-11-04T01:06:03.7Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,72,72,2021-11-04T01:06:05Z,3800000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,388.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
390,PT05M54.00S,2021-11-04T01:06:08.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,6.1268068331143235,52.69607843137255,1610612751,72,72,2021-11-04T01:06:14Z,3810000,-13.0,5.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,,,,1.44,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
391,PT05M52.00S,2021-11-04T01:06:10.6Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612751,72,72,2021-11-04T01:06:10Z,3820000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,390.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
392,PT05M49.00S,2021-11-04T01:06:13.9Z,3,REGULAR,turnover,lost ball,[],1628971,,,1610612751,72,72,2021-11-04T01:06:18Z,3830000,,,0,,B. Brown lost ball TURNOVER (2 TO),"[1628971, 203992]",1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,2.0,Bogdanovic,203992.0,,,
393,PT05M49.00S,2021-11-04T01:06:13.9Z,3,REGULAR,steal,,[],203992,,,1610612737,72,72,2021-11-04T01:06:15Z,3840000,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
394,PT05M39.00S,2021-11-04T01:06:22.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,86.94152431011827,43.627450980392155,1610612737,72,72,2021-11-04T01:06:27Z,3850000,-32.0,70.0,1,right,MISS T. Young 7' driving floating Shot - blocked,"[1629027, 203925]",1610612737.0,ATL,driving floating,,,,,,7.71,Missed,Young,T. Young,,,,,,,,,,,,,,,,,Harris,203925.0,
395,PT05M39.00S,2021-11-04T01:06:22.9Z,3,REGULAR,block,,[],203925,,,1610612737,72,72,2021-11-04T01:06:26Z,3860000,,,0,,J. Harris BLOCK (1 BLK),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
396,PT05M36.00S,2021-11-04T01:06:25.9Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,72,72,2021-11-04T01:06:27Z,3870000,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,394.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
397,PT05M17.00S,2021-11-04T01:06:45.2Z,3,REGULAR,3pt,Jump Shot,[],203925,2.578843626806833,96.32352941176471,1610612751,75,72,2021-11-04T01:06:50Z,3880000,-232.0,-28.0,1,left,J. Harris 3PT  (18 PTS) (J. Harden 11 AST),"[203925, 201935]",1610612751.0,BKN,,,,,,,23.33,Made,Harris,J. Harris,,,,,18.0,J. Harden,201935.0,11.0,,,,,,,,,,,
399,PT04M55.00S,2021-11-04T01:07:06.7Z,3,REGULAR,3pt,Jump Shot,[],1629631,66.83639947437582,47.549019607843135,1610612737,75,75,2021-11-04T01:09:16Z,3900000,-12.0,259.0,1,right,D. Hunter 25' 3PT pullup (22 PTS),[1629631],1610612737.0,ATL,pullup,,,,,,25.95,Made,Hunter,D. Hunter,,,,,22.0,,,,,,,,,,,,,,
400,PT04M40.00S,2021-11-04T01:07:26.0Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612751,75,75,2021-11-04T01:07:42Z,3910000,,,0,,C. Capela shooting personal FOUL (2 PF) (Durant 2 FT),"[203991, 201142]",1610612737.0,ATL,shooting,,,,,,,,Capela,C. Capela,,,,,,,,,2005.0,2.0,0.0,Durant,201142.0,,,,,,
402,PT04M40.00S,2021-11-04T01:08:01.5Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,76,75,2021-11-04T01:08:01Z,3930000,,,0,,K. Durant Free Throw 1 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,19.0,,,,,,,,,,,,,,
403,PT04M40.00S,2021-11-04T01:08:02.3Z,3,REGULAR,substitution,out,[],203991,,,1610612751,76,75,2021-11-04T01:08:12Z,3940000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
404,PT04M40.00S,2021-11-04T01:08:02.3Z,3,REGULAR,substitution,in,[],1629629,,,1610612751,76,75,2021-11-04T01:08:12Z,3950000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,
405,PT04M40.00S,2021-11-04T01:08:20.9Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,77,75,2021-11-04T01:08:20Z,3960000,,,0,,K. Durant Free Throw 2 of 2 (20 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,20.0,,,,,,,,,,,,,,
406,PT04M23.00S,2021-11-04T01:08:41.7Z,3,REGULAR,3pt,Jump Shot,[],1629629,85.62746386333771,96.07843137254902,1610612737,77,75,2021-11-04T01:08:46Z,3970000,230.0,83.0,1,right,MISS C. Reddish 24' 3PT,[1629629],1610612737.0,ATL,,,,,,,24.48,Missed,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,
407,PT04M18.00S,2021-11-04T01:08:46.7Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,77,75,2021-11-04T01:08:46Z,3980000,,,0,,J. Harris REBOUND (Off:0 Def:4),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,406.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
408,PT04M00.00S,2021-11-04T01:09:03.6Z,3,REGULAR,2pt,Jump Shot,[],201142,15.456636005256241,68.62745098039215,1610612751,79,75,2021-11-04T01:09:08Z,3990000,-93.0,93.0,1,left,K. Durant 13' step back Jump Shot (22 PTS) (B. Griffin 3 AST),"[201142, 201933]",1610612751.0,BKN,step back,,,,,,13.15,Made,Durant,K. Durant,,,,,22.0,B. Griffin,201933.0,3.0,,,,,,,,,,,
409,PT03M50.00S,2021-11-04T01:09:13.4Z,3,REGULAR,3pt,Jump Shot,[],1629629,71.43561103810775,74.26470588235294,1610612737,79,75,2021-11-04T01:14:19Z,4000000,121.0,216.0,1,right,MISS C. Reddish 24' pullup 3PT,[1629629],1610612737.0,ATL,pullup,,,,,,24.77,Missed,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,
410,PT03M47.00S,2021-11-04T01:09:16.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,79,75,2021-11-04T01:09:18Z,4010000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,409.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
411,PT03M38.00S,2021-11-04T01:09:26.0Z,3,REGULAR,3pt,Jump Shot,[],201142,28.597240473061763,74.26470588235294,1610612751,82,75,2021-11-04T01:09:30Z,4020000,-121.0,216.0,1,left,K. Durant 24' 3PT  (25 PTS) (B. Griffin 4 AST),"[201142, 201933]",1610612751.0,BKN,,,,,,,24.8,Made,Durant,K. Durant,,,,,25.0,B. Griffin,201933.0,4.0,,,,,,,,,,,
413,PT03M37.00S,2021-11-04T01:09:34.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,82,75,2021-11-04T01:09:34Z,4040000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M37.00S,2021-11-04T01:09:36.9Z,3,REGULAR,substitution,out,[],203992,,,1610612737,82,75,2021-11-04T01:12:28Z,4050000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
415,PT03M37.00S,2021-11-04T01:09:36.9Z,3,REGULAR,substitution,in,[],1628989,,,1610612737,82,75,2021-11-04T01:12:28Z,4060000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
416,PT03M17.00S,2021-11-04T01:13:25.7Z,3,REGULAR,2pt,Jump Shot,[],1628381,77.7431011826544,69.11764705882352,1610612737,82,77,2021-11-04T01:15:40Z,4070000,96.0,157.0,1,right,J. Collins 18' pullup Jump Shot (9 PTS),[1628381],1610612737.0,ATL,pullup,,,,,,18.36,Made,Collins,J. Collins,,,,,9.0,,,,,,,,,,,,,,
417,PT03M02.00S,2021-11-04T01:13:41.9Z,3,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612751,82,77,2021-11-04T01:13:56Z,4080000,,,0,,D. Hunter shooting personal FOUL (2 PF) (Durant 2 FT),"[1629631, 201142]",1610612737.0,ATL,shooting,,,,,,,,Hunter,D. Hunter,,,,,,,,,2005.0,2.0,0.0,Durant,201142.0,,,,,,
420,PT03M02.00S,2021-11-04T01:14:08.8Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,83,77,2021-11-04T01:14:29Z,4100000,,,0,,K. Durant Free Throw 1 of 2 (26 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,26.0,,,,,,,,,,,,,,
421,PT03M02.00S,2021-11-04T01:14:08.8Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,83,77,2021-11-04T01:14:29Z,4110000,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612751.0,BKN,,,,,,,,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
422,PT02M59.00S,2021-11-04T01:14:11.8Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,83,77,2021-11-04T01:14:29Z,4120000,,,0,,J. Collins REBOUND (Off:1 Def:5),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,421.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
423,PT02M44.00S,2021-11-04T01:14:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,94.43166885676742,50.73529411764706,1610612737,83,79,2021-11-04T01:14:47Z,4130000,4.0,0.0,1,right,J. Collins driving Layup (11 PTS),[1628381],1610612737.0,ATL,driving,,,,,,0.37,Made,Collins,J. Collins,,,,,11.0,,,,,,,,,,,,,,
424,PT02M28.00S,2021-11-04T01:14:59.3Z,3,REGULAR,2pt,Jump Shot,[],203925,5.732588699080158,67.40196078431373,1610612751,83,79,2021-11-04T01:15:06Z,4140000,-87.0,1.0,1,left,MISS J. Harris 8' pullup Shot,[203925],1610612751.0,BKN,pullup,,,,,,8.7,Missed,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
425,PT02M25.00S,2021-11-04T01:15:02.3Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,83,79,2021-11-04T01:15:06Z,4150000,,,0,,T. Young REBOUND (Off:1 Def:4),[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,424.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
426,PT02M17.00S,2021-11-04T01:15:11.1Z,3,REGULAR,turnover,bad pass,[],1628381,,,1610612737,83,79,2021-11-04T01:19:49Z,4160000,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1628971]",1610612737.0,ATL,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,1.0,Brown,1628971.0,,,
427,PT02M17.00S,2021-11-04T01:15:11.1Z,3,REGULAR,steal,,[],1628971,,,1610612751,83,79,2021-11-04T01:15:14Z,4170000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
428,PT02M15.00S,2021-11-04T01:15:19.1Z,3,REGULAR,foul,personal,[],1629027,,,1610612751,83,79,2021-11-04T01:16:22Z,4180000,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1628971]",1610612737.0,ATL,,,,,,,,,Young,T. Young,,,,,,,,,201638.0,1.0,0.0,Brown,1628971.0,,,,,,
430,PT02M15.00S,2021-11-04T01:15:27.5Z,3,REGULAR,substitution,out,[],203925,,,1610612751,83,79,2021-11-04T01:15:45Z,4200000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
431,PT02M15.00S,2021-11-04T01:15:27.5Z,3,REGULAR,substitution,out,[],201935,,,1610612751,83,79,2021-11-04T01:15:45Z,4210000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
432,PT02M15.00S,2021-11-04T01:15:27.5Z,3,REGULAR,substitution,out,[],1629631,,,1610612751,83,79,2021-11-04T01:15:45Z,4220000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
433,PT02M15.00S,2021-11-04T01:15:27.5Z,3,REGULAR,substitution,in,[],201988,,,1610612751,83,79,2021-11-04T01:15:45Z,4230000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
434,PT02M15.00S,2021-11-04T01:15:27.5Z,3,REGULAR,substitution,in,[],1627761,,,1610612751,83,79,2021-11-04T01:15:45Z,4240000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
435,PT02M15.00S,2021-11-04T01:15:27.5Z,3,REGULAR,substitution,in,[],201568,,,1610612751,83,79,2021-11-04T01:15:45Z,4250000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
436,PT02M08.00S,2021-11-04T01:15:59.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,4.28712220762155,96.07843137254902,1610612751,83,79,2021-11-04T01:16:11Z,4260000,-230.0,-12.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,,,,23.07,Missed,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
437,PT02M01.00S,2021-11-04T01:16:06.9Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,83,79,2021-11-04T01:16:11Z,4270000,,,0,,J. Collins REBOUND (Off:1 Def:6),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,436.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
438,PT01M50.00S,2021-11-04T01:16:22.8Z,3,REGULAR,foul,personal,[],1627761,,,1610612737,83,79,2021-11-04T01:16:29Z,4280000,,,0,,D. Bembry personal FOUL (1 PF),"[1627761, 1629027]",1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,2005.0,1.0,0.0,Young,1629027.0,,,,,,
440,PT01M50.00S,2021-11-04T01:16:34.2Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,83,79,2021-11-04T01:16:38Z,4300000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,
441,PT01M50.00S,2021-11-04T01:16:34.2Z,3,REGULAR,substitution,in,[],101150,,,1610612737,83,79,2021-11-04T01:16:38Z,4310000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,,,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,
442,PT01M46.00S,2021-11-04T01:16:50.0Z,3,REGULAR,3pt,Jump Shot,[],1628381,93.64323258869908,4.166666666666666,1610612737,83,79,2021-11-04T01:17:11Z,4320000,-229.0,7.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,,,,22.93,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
443,PT01M41.00S,2021-11-04T01:16:55.0Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,83,79,2021-11-04T01:17:11Z,4330000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,442.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
444,PT01M36.00S,2021-11-04T01:16:59.0Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201988,23.209592641261498,27.941176470588236,1610612751,85,79,2021-11-04T01:17:17Z,4340000,110.0,166.0,1,left,P. Mills 19' pullup Jump Shot (5 PTS),[201988],1610612751.0,BKN,pullup,,,,,,19.91,Made,Mills,P. Mills,,,,,5.0,,,,,,,,,,,,,,
445,PT01M25.00S,2021-11-04T01:17:10.3Z,3,REGULAR,2pt,Jump Shot,[],1629629,76.95466491458606,48.77450980392157,1610612737,85,79,2021-11-04T01:17:19Z,4350000,-6.0,164.0,1,right,MISS C. Reddish 16' pullup Shot - blocked,"[1629629, 1628971]",1610612737.0,ATL,pullup,,,,,,16.42,Missed,Reddish,C. Reddish,,,,,,,,,,,,,,,,,Brown,1628971.0,
446,PT01M25.00S,2021-11-04T01:17:10.3Z,3,REGULAR,block,,[],1628971,,,1610612737,85,79,2021-11-04T01:17:15Z,4360000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
447,PT01M25.00S,2021-11-04T01:17:10.3Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,85,79,2021-11-04T01:17:19Z,4370000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,445.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
448,PT01M15.00S,2021-11-04T01:17:20.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,5.863994743758213,44.6078431372549,1610612751,87,79,2021-11-04T01:17:27Z,4380000,27.0,3.0,1,left,B. Brown driving Layup (10 PTS) (P. Mills 5 AST),"[1628971, 201988]",1610612751.0,BKN,driving,,,,,,2.71,Made,Brown,B. Brown,,,,,10.0,P. Mills,201988.0,5.0,,,,,,,,,,,
450,PT01M02.00S,2021-11-04T01:17:34.4Z,3,REGULAR,turnover,bad pass,[],1628989,,,1610612737,87,79,2021-11-04T01:17:38Z,4400000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 201142]",1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,1.0,Durant,201142.0,,,
451,PT01M02.00S,2021-11-04T01:17:34.4Z,3,REGULAR,steal,,[],201142,,,1610612751,87,79,2021-11-04T01:17:36Z,4410000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
452,PT00M57.60S,2021-11-04T01:17:39.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627761,5.732588699080158,50.245098039215684,1610612751,89,79,2021-11-04T01:22:33Z,4420000,-1.0,1.0,1,left,D. Bembry running Layup (7 PTS) (K. Durant 5 AST),"[1627761, 201142]",1610612751.0,BKN,running,,,,,,0.18,Made,Bembry,D. Bembry,,,,,7.0,K. Durant,201142.0,5.0,,,,,,,,,,,
454,PT00M54.70S,2021-11-04T01:17:47.1Z,3,REGULAR,foul,offensive,[],1629629,,,1610612737,89,79,2021-11-04T01:23:15Z,4440000,,,0,,C. Reddish charge offensive FOUL (1 PF),"[1629629, 201933]",1610612737.0,ATL,charge,,,,,,,,Reddish,C. Reddish,,,,,,,,,201638.0,1.0,0.0,Griffin,201933.0,,,,,,
456,PT00M54.70S,2021-11-04T01:17:47.1Z,3,REGULAR,turnover,offensive foul,[],1629629,,,1610612737,89,79,2021-11-04T01:17:47Z,4460000,,,0,,C. Reddish offensive foul TURNOVER (1 TO),[1629629],1610612737.0,ATL,,,,,,,,,Reddish,C. Reddish,,,,,,,,,201638.0,,,,,1.0,,,,,
457,PT00M45.40S,2021-11-04T01:18:27.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201142,25.706307490144546,33.33333333333333,1610612751,91,79,2021-11-04T01:18:34Z,4470000,83.0,189.0,1,left,K. Durant 20' pullup Jump Shot (28 PTS) (D. Bembry 1 AST),"[201142, 1627761]",1610612751.0,BKN,pullup,,,,,,20.66,Made,Durant,K. Durant,,,,,28.0,D. Bembry,1627761.0,1.0,,,,,,,,,,,
459,PT00M36.20S,2021-11-04T01:18:40.6Z,3,REGULAR,3pt,Jump Shot,[],1628381,67.09921156373193,42.8921568627451,1610612737,91,79,2021-11-04T01:18:44Z,4490000,-36.0,257.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,,,,25.92,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
460,PT00M33.20S,2021-11-04T01:18:43.6Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,91,79,2021-11-04T01:18:44Z,4500000,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,459.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
461,PT00M30.10S,2021-11-04T01:18:50.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612751,91,79,2021-11-04T01:18:59Z,4510000,,,0,,J. Collins shooting personal FOUL (3 PF) (Bembry 2 FT),"[1628381, 1627761]",1610612737.0,ATL,shooting,,,,,,,,Collins,J. Collins,,,,,,,,,201638.0,3.0,0.0,Bembry,1627761.0,,,,,,
463,PT00M30.10S,2021-11-04T01:19:14.9Z,3,REGULAR,freethrow,1 of 2,[],1627761,,,1610612751,92,79,2021-11-04T01:19:38Z,4530000,,,0,,D. Bembry Free Throw 1 of 2 (8 PTS),[1627761],1610612751.0,BKN,,,,,,,,Made,Bembry,D. Bembry,,,,,8.0,,,,,,,,,,,,,,
