actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
549,PT05M10.00S,2022-03-19T04:03:25.6Z,4,REGULAR,violation,defensive goaltending,[],1628464,,,1610612758,89,113,2022-03-19T04:03:30Z,5400000,,,0,,D. Theis defensive goaltending VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,1627541.0,,,,,,,,,,,,,
550,PT04M59.00S,2022-03-19T04:03:41.0Z,4,REGULAR,3pt,Jump Shot,[],1628464,67.23061760840999,47.549019607843135,1610612738,89,113,2022-03-19T04:03:48Z,5410000,-12.0,256.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
551,PT04M55.00S,2022-03-19T04:03:45.0Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,89,113,2022-03-19T04:03:48Z,5420000,,,0,,T. Lyles REBOUND (Off:1 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,550.0,5.0,4.0,1.0,,,,
552,PT04M54.00S,2022-03-19T04:03:45.9Z,4,REGULAR,turnover,bad pass,[],1626168,,,1610612758,89,113,2022-03-19T04:03:50Z,5430000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1627759]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,1.0,,,,,,,,,Brown,1627759.0,,
553,PT04M54.00S,2022-03-19T04:03:45.9Z,4,REGULAR,steal,,[],1627759,,,1610612738,89,113,2022-03-19T04:03:55Z,5440000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M53.00S,2022-03-19T04:03:50.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612738,89,113,2022-03-19T04:04:06Z,5450000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Brown 2 FT),"[1626168, 1627759]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,,,,,,,201245.0,,1.0,0.0,Brown,1627759.0,,,,,,,,
556,PT04M53.00S,2022-03-19T04:04:17.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,89,114,2022-03-19T04:04:17Z,5470000,,,0,,J. Brown Free Throw 1 of 2 (29 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
557,PT04M53.00S,2022-03-19T04:04:30.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,89,115,2022-03-19T04:04:30Z,5480000,,,0,,J. Brown Free Throw 2 of 2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
558,PT04M45.00S,2022-03-19T04:04:42.6Z,4,REGULAR,2pt,Jump Shot,[],1630558,21.23850197109067,65.44117647058823,1610612758,91,115,2022-03-19T04:04:47Z,5490000,-77.0,147.0,1,left,D. Mitchell 16' pullup Jump Shot (12 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,16.61,Made,12.0,,,,,,,,,,,,,,,,,
559,PT04M32.00S,2022-03-19T04:04:55.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,71.30420499342969,86.02941176470588,1610612738,91,115,2022-03-19T04:05:01Z,5500000,180.0,217.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.22,Missed,,,,,,,,,,,,,,,,,,
560,PT04M28.00S,2022-03-19T04:04:59.6Z,4,REGULAR,rebound,defensive,[],1630558,,,1610612758,91,115,2022-03-19T04:05:01Z,5510000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,559.0,1.0,1.0,0.0,,,,
561,PT04M26.00S,2022-03-19T04:05:03.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1626168,5.863994743758213,42.8921568627451,1610612758,93,115,2022-03-19T04:05:18Z,5520000,36.0,3.0,1,left,T. Lyles running Layup (17 PTS) (D. Mitchell 2 AST),"[1626168, 1630558]",1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,3.56,Made,17.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
563,PT04M26.00S,2022-03-19T04:05:10.7Z,4,REGULAR,violation,defensive goaltending,[],1628464,,,1610612758,93,115,2022-03-19T04:05:18Z,5540000,,,0,,D. Theis defensive goaltending VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,201245.0,,,,,,,,,,,,,
564,PT04M09.00S,2022-03-19T04:05:32.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.59198423127464,55.63725490196079,1610612738,93,115,2022-03-19T04:05:37Z,5550000,28.0,17.0,1,right,MISS G. Williams driving Layup - blocked,"[1629684, 1626168]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,3.3,Missed,,,,,,,,,,,,,,,,,Lyles,1626168.0
565,PT04M09.00S,2022-03-19T04:05:32.2Z,4,REGULAR,block,,[],1626168,,,1610612738,93,115,2022-03-19T04:05:34Z,5560000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M06.00S,2022-03-19T04:05:35.2Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,93,115,2022-03-19T04:05:37Z,5570000,,,0,,D. Sabonis REBOUND (Off:5 Def:14),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,564.0,19.0,14.0,5.0,,,,
567,PT04M00.00S,2022-03-19T04:05:40.6Z,4,REGULAR,3pt,Jump Shot,[],203200,6.389618922470433,95.34313725490196,1610612758,93,115,2022-03-19T04:05:51Z,5580000,-227.0,8.0,1,left,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
568,PT03M57.00S,2022-03-19T04:05:43.6Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,93,115,2022-03-19T04:05:43Z,5590000,,,0,,D. Sabonis REBOUND (Off:6 Def:14),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,567.0,20.0,14.0,6.0,,,,
569,PT03M51.00S,2022-03-19T04:05:50.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.1268068331143235,45.34313725490196,1610612758,95,115,2022-03-19T04:05:56Z,5600000,23.0,5.0,1,left,D. Sabonis Layup (30 PTS) (T. Lyles 4 AST),"[1627734, 1626168]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,2.39,Made,30.0,T. Lyles,1626168.0,4.0,,,,,,,,,,,,,,
571,PT03M32.00S,2022-03-19T04:06:08.8Z,4,REGULAR,3pt,Jump Shot,[],1628464,92.9862023653088,95.83333333333334,1610612738,95,115,2022-03-19T04:06:14Z,5620000,229.0,13.0,1,right,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,
572,PT03M29.00S,2022-03-19T04:06:11.8Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,95,115,2022-03-19T04:06:14Z,5630000,,,0,,T. Lyles REBOUND (Off:1 Def:5),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,571.0,6.0,5.0,1.0,,,,
573,PT03M25.00S,2022-03-19T04:06:19.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,95,115,2022-03-19T04:06:19Z,5640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT03M25.00S,2022-03-19T04:06:21.6Z,4,REGULAR,substitution,out,[],1627734,,,1610612758,95,115,2022-03-19T04:06:32Z,5650000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M25.00S,2022-03-19T04:06:21.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612758,95,115,2022-03-19T04:06:32Z,5660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M25.00S,2022-03-19T04:06:21.6Z,4,REGULAR,substitution,in,[],1627745,,,1610612758,95,115,2022-03-19T04:06:32Z,5670000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M25.00S,2022-03-19T04:06:21.6Z,4,REGULAR,substitution,in,[],1630573,,,1610612758,95,115,2022-03-19T04:06:32Z,5680000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M25.00S,2022-03-19T04:06:36.4Z,4,REGULAR,substitution,out,[],1628978,,,1610612758,95,115,2022-03-19T04:06:43Z,5690000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M25.00S,2022-03-19T04:06:36.4Z,4,REGULAR,substitution,in,[],1628367,,,1610612758,95,115,2022-03-19T04:06:43Z,5700000,,,0,,SUB in: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M22.00S,2022-03-19T04:06:52.1Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612758,95,115,2022-03-19T04:07:02Z,5710000,,,0,,D. Theis shooting personal FOUL (4 PF) (Lyles 2 FT),"[1628464, 1626168]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,2530.0,,4.0,0.0,Lyles,1626168.0,,,,,,,,
582,PT03M22.00S,2022-03-19T04:07:21.6Z,4,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,96,115,2022-03-19T04:07:21Z,5730000,,,0,,T. Lyles Free Throw 1 of 2 (18 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
583,PT03M22.00S,2022-03-19T04:07:41.0Z,4,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,97,115,2022-03-19T04:07:41Z,5740000,,,0,,T. Lyles Free Throw 2 of 2 (19 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
584,PT03M01.00S,2022-03-19T04:08:04.2Z,4,REGULAR,turnover,lost ball,[],1628401,,,1610612738,97,115,2022-03-19T04:08:10Z,5750000,,,0,,D. White lost ball TURNOVER (3 TO),"[1628401, 203200]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,3.0,,,,,,,,,Holiday,203200.0,,
585,PT03M01.00S,2022-03-19T04:08:04.2Z,4,REGULAR,steal,,[],203200,,,1610612758,97,115,2022-03-19T04:19:21Z,5760000,,,0,,J. Holiday STEAL (2 STL),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
586,PT02M47.00S,2022-03-19T04:08:18.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628367,23.209592641261498,45.83333333333333,1610612758,97,115,2022-03-19T04:10:54Z,5770000,21.0,166.0,1,left,MISS J. Jackson 16' pullup Shot,[1628367],1610612758.0,SAC,pullup,,,Jackson,J. Jackson,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,
587,PT02M43.00S,2022-03-19T04:08:22.1Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,97,115,2022-03-19T04:08:31Z,5780000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,586.0,1.0,1.0,0.0,,,,
588,PT02M27.00S,2022-03-19T04:08:37.3Z,4,REGULAR,3pt,Jump Shot,[],1628464,91.27792378449409,96.07843137254902,1610612738,97,118,2022-03-19T04:08:42Z,5790000,230.0,29.0,1,right,D. Theis 3PT  (9 PTS) (P. Pritchard 5 AST),"[1628464, 1630202]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.23,Made,9.0,P. Pritchard,1630202.0,5.0,,,,,,,,,,,,,,
590,PT02M04.00S,2022-03-19T04:09:00.2Z,4,REGULAR,3pt,Jump Shot,[],1627745,7.835085413929041,96.07843137254902,1610612758,97,118,2022-03-19T04:09:05Z,5810000,-230.0,21.0,1,left,MISS D. Jones 3PT,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,
591,PT02M01.00S,2022-03-19T04:09:03.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,97,118,2022-03-19T04:09:05Z,5820000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,590.0,3.0,3.0,0.0,,,,
592,PT01M57.00S,2022-03-19T04:09:18.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,97,118,2022-03-19T04:09:18Z,5830000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT01M57.00S,2022-03-19T04:11:29.4Z,4,REGULAR,substitution,out,[],1626168,,,1610612738,97,118,2022-03-19T04:12:02Z,5840000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M57.00S,2022-03-19T04:11:29.4Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,97,118,2022-03-19T04:12:02Z,5850000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M57.00S,2022-03-19T04:11:29.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,97,118,2022-03-19T04:12:02Z,5860000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
596,PT01M57.00S,2022-03-19T04:11:29.4Z,4,REGULAR,substitution,in,[],1629002,,,1610612738,97,118,2022-03-19T04:12:02Z,5870000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
597,PT01M57.00S,2022-03-19T04:11:29.4Z,4,REGULAR,substitution,in,[],203917,,,1610612738,97,118,2022-03-19T04:12:02Z,5880000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,
598,PT01M57.00S,2022-03-19T04:11:29.4Z,4,REGULAR,substitution,in,[],1630238,,,1610612738,97,118,2022-03-19T04:12:02Z,5890000,,,0,,SUB in: M. Fitts,[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M45.00S,2022-03-19T04:12:12.8Z,4,REGULAR,3pt,Jump Shot,[],1630238,92.85479632063075,4.6568627450980395,1610612738,97,121,2022-03-19T04:12:24Z,5900000,-227.0,15.0,1,right,M. Fitts 3PT  (3 PTS) (P. Pritchard 6 AST),"[1630238, 1630202]",1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,22.72,Made,3.0,P. Pritchard,1630202.0,6.0,,,,,,,,,,,,,,
601,PT01M24.00S,2022-03-19T04:12:36.1Z,4,REGULAR,3pt,Jump Shot,[],1628367,27.283180026281208,20.098039215686274,1610612758,97,121,2022-03-19T04:12:41Z,5920000,150.0,204.0,1,left,MISS J. Jackson 25' step back 3PT,[1628367],1610612758.0,SAC,step back,,,Jackson,J. Jackson,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
602,PT01M20.00S,2022-03-19T04:12:40.1Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,97,121,2022-03-19T04:12:41Z,5930000,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,601.0,2.0,2.0,0.0,,,,
603,PT01M13.00S,2022-03-19T04:12:50.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,97,121,2022-03-19T04:12:50Z,5940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M11.00S,2022-03-19T04:13:02.5Z,4,REGULAR,3pt,Jump Shot,[],1630573,92.32917214191852,3.6764705882352944,1610612738,97,124,2022-03-19T04:13:08Z,5950000,-232.0,20.0,1,right,S. Hauser 3PT  (3 PTS) (P. Pritchard 7 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,23.24,Made,3.0,P. Pritchard,1630202.0,7.0,,,,,,,,,,,,,,
606,PT01M01.00S,2022-03-19T04:13:13.6Z,4,REGULAR,turnover,bad pass,[],1630558,,,1610612758,97,124,2022-03-19T04:13:18Z,5970000,,,0,,D. Mitchell bad pass TURNOVER (4 TO),"[1630558, 1628464]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,4.0,,,,,,,,,Theis,1628464.0,,
607,PT01M01.00S,2022-03-19T04:13:13.6Z,4,REGULAR,steal,,[],1628464,,,1610612738,97,124,2022-03-19T04:13:15Z,5980000,,,0,,D. Theis STEAL (2 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M58.40S,2022-03-19T04:13:19.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,97,124,2022-03-19T04:13:19Z,5990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M53.10S,2022-03-19T04:13:32.9Z,4,REGULAR,turnover,bad pass,[],1630573,,,1610612738,97,124,2022-03-19T04:13:38Z,6000000,,,0,,S. Hauser bad pass TURNOVER (1 TO),"[1630573, 1630558]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,1.0,,,,,,,,,Mitchell,1630558.0,,
610,PT00M53.10S,2022-03-19T04:13:32.9Z,4,REGULAR,steal,,[],1630558,,,1610612758,97,124,2022-03-19T04:13:36Z,6010000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M47.50S,2022-03-19T04:13:38.6Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203200,28.07161629434954,78.18627450980392,1610612758,97,124,2022-03-19T04:14:36Z,6020000,-141.0,211.0,1,left,MISS J. Holiday 25' running pullup 3PT,[203200],1610612758.0,SAC,running pullup,,,Holiday,J. Holiday,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,
612,PT00M43.70S,2022-03-19T04:13:42.4Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,97,124,2022-03-19T04:13:46Z,6030000,,,0,,P. Pritchard REBOUND (Off:1 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,611.0,5.0,4.0,1.0,,,,
613,PT00M28.70S,2022-03-19T04:13:58.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,92.85479632063075,49.754901960784316,1610612738,97,126,2022-03-19T04:14:03Z,6040000,-1.0,15.0,1,right,D. Theis cutting DUNK (11 PTS) (P. Pritchard 8 AST),"[1628464, 1630202]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.47,Made,11.0,P. Pritchard,1630202.0,8.0,,,,,,,,,,,,,,
615,PT00M19.70S,2022-03-19T04:14:08.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,13.87976346911958,56.372549019607845,1610612758,97,126,2022-03-19T04:14:16Z,6060000,-32.0,78.0,1,left,MISS D. Mitchell 8' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,8.43,Missed,,,,,,,,,,,,,,,,,,
616,PT00M15.30S,2022-03-19T04:14:13.3Z,4,REGULAR,rebound,defensive,[],1630238,,,1610612738,97,126,2022-03-19T04:14:13Z,6070000,,,0,,M. Fitts REBOUND (Off:0 Def:1),[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,615.0,1.0,1.0,0.0,,,,
617,PT00M00.00S,2022-03-19T04:14:30.6Z,4,REGULAR,period,end,[],0,,,1610612738,97,126,2022-03-19T04:14:30Z,6080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M00.00S,2022-03-19T04:14:32.7Z,4,REGULAR,game,end,[],0,,,0,97,126,2022-03-19T04:14:32Z,6090000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
