actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
272,PT03M46.00S,2021-12-09T03:58:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,80.3712220762155,56.127450980392155,1610612758,57,53,2021-12-09T04:06:11Z,2670000,31.0,132.0,1,right,MISS D. Fox 13' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,13.55,Missed,,,,,,,,,,,,,,,,,,,
273,PT03M43.00S,2021-12-09T03:58:21.3Z,2,REGULAR,rebound,offensive,[],202684,,,1610612758,57,53,2021-12-09T03:58:21Z,2680000,,,0,,T. Thompson REBOUND (Off:3 Def:0),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,272.0,3.0,0.0,3.0,,,,,,,
274,PT03M43.00S,2021-12-09T03:58:22.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,92.19776609724047,46.81372549019608,1610612758,57,53,2021-12-09T03:58:41Z,2730000,-16.0,21.0,1,right,MISS T. Thompson Layup - blocked,"[202684, 1628964]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,2.62,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0,
275,PT03M43.00S,2021-12-09T03:58:22.9Z,2,REGULAR,block,,[],1628964,,,1610612758,57,53,2021-12-09T03:58:25Z,2740000,,,0,,M. Bamba BLOCK (3 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M43.00S,2021-12-09T03:58:22.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,57,53,2021-12-09T03:58:41Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,
277,PT03M43.00S,2021-12-09T03:58:29.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,57,53,2021-12-09T03:58:52Z,2755000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M37.00S,2021-12-09T03:58:41.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629056,68.15045992115637,64.4607843137255,1610612758,60,53,2021-12-09T03:58:55Z,2760000,72.0,247.0,1,right,T. Davis 25' 3PT  (7 PTS) (H. Barnes 1 AST),"[1629056, 203084]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,25.73,Made,7.0,,,,H. Barnes,203084.0,1.0,,,,,,,,,,,,
280,PT03M20.00S,2021-12-09T03:58:58.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,14.011169513797633,48.28431372549019,1610612753,60,55,2021-12-09T03:59:12Z,2780000,9.0,79.0,1,left,C. Anthony 7' floating Jump Shot (16 PTS),[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,7.97,Made,16.0,,,,,,,,,,,,,,,,,,
281,PT03M09.00S,2021-12-09T03:59:12.7Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612758,60,55,2021-12-09T03:59:24Z,2790000,,,0,,M. Bamba shooting personal FOUL (2 PF) (Thompson 2 FT),"[1628964, 202684]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,1627529.0,,,,,2.0,1.0,Thompson,202684.0,,,
283,PT03M09.00S,2021-12-09T03:59:36.7Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612758,60,55,2021-12-09T03:59:36Z,2810000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
284,PT03M09.00S,2021-12-09T03:59:36.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,60,55,2021-12-09T03:59:36Z,2820000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,,
285,PT03M09.00S,2021-12-09T03:59:50.0Z,2,REGULAR,substitution,out,[],203082,,,1610612758,60,55,2021-12-09T03:59:58Z,2830000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M09.00S,2021-12-09T03:59:50.0Z,2,REGULAR,substitution,in,[],1630532,,,1610612758,60,55,2021-12-09T03:59:58Z,2840000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M09.00S,2021-12-09T04:00:09.5Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612758,61,55,2021-12-09T04:00:09Z,2850000,,,0,,T. Thompson Free Throw 2 of 2 (3 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
288,PT02M50.00S,2021-12-09T04:00:30.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,10.200394218134035,49.50980392156863,1610612753,61,57,2021-12-09T04:00:35Z,2860000,2.0,43.0,1,left,W. Carter Jr. Hook (7 PTS) (F. Wagner 4 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,4.35,Made,7.0,,,,F. Wagner,1630532.0,4.0,,,,,,,,,,,,
290,PT02M37.00S,2021-12-09T04:00:42.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,89.70105124835742,55.88235294117647,1610612758,61,57,2021-12-09T04:08:17Z,2880000,29.0,44.0,1,right,MISS T. Thompson Hook,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,5.32,Missed,,,,,,,,,,,,,,,,,,,
291,PT02M37.00S,2021-12-09T04:00:42.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,61,57,2021-12-09T04:01:11Z,2890000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,
292,PT02M37.00S,2021-12-09T04:00:47.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,61,57,2021-12-09T04:00:47Z,2900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M37.00S,2021-12-09T04:00:53.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,61,57,2021-12-09T04:00:53Z,2910000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M30.00S,2021-12-09T04:03:58.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203084,84.83902759526939,49.50980392156863,1610612758,61,57,2021-12-09T04:04:05Z,2920000,-2.0,90.0,1,right,MISS H. Barnes 9' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M27.00S,2021-12-09T04:04:01.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,61,57,2021-12-09T04:04:05Z,2930000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,295.0,5.0,5.0,0.0,,,,,,,
297,PT02M16.00S,2021-12-09T04:04:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,6.783837056504599,37.99019607843137,1610612753,61,59,2021-12-09T04:09:31Z,2940000,60.0,11.0,1,left,F. Wagner 6' floating Jump Shot (9 PTS),[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,6.11,Made,9.0,,,,,,,,,,,,,,,,,,
298,PT02M05.00S,2021-12-09T04:04:24.4Z,2,REGULAR,3pt,Jump Shot,[],1629056,73.40670170827858,16.42156862745098,1610612758,64,59,2021-12-09T04:04:30Z,2950000,-168.0,197.0,1,right,T. Davis 25' 3PT  (10 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,25.92,Made,10.0,,,,,,,,,,,,,,,,,,
299,PT01M45.00S,2021-12-09T04:04:47.6Z,2,REGULAR,foul,personal,[],1629056,,,1610612753,64,59,2021-12-09T04:05:02Z,2960000,,,0,,T. Davis personal FOUL (2 PF),"[1629056, 1628976]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,202049.0,,,,,2.0,0.0,Carter Jr.,1628976.0,,,
301,PT01M34.00S,2021-12-09T04:05:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,9.017739816031538,57.107843137254896,1610612753,64,59,2021-12-09T04:05:27Z,2980000,-36.0,32.0,1,left,MISS F. Wagner turnaround Shot,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,4.8,Missed,,,,,,,,,,,,,,,,,,,
302,PT01M33.00S,2021-12-09T04:05:20.9Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,64,59,2021-12-09T04:40:23Z,2990000,,,0,,C. Anthony REBOUND (Off:1 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,
404,PT01M33.00S,2021-12-09T04:05:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,7.802233902759525,48.28431372549019,1610612753,64,59,2021-12-09T04:39:42Z,2995000,9.0,21.0,1,left,MISS C. Anthony tip Layup,[1630175],1610612753.0,ORL,tip,,,Anthony,C. Anthony,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
405,PT01M32.00S,2021-12-09T04:05:22.7Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,64,59,2021-12-09T04:40:32Z,2997500,,,0,,M. Bamba REBOUND (Off:3 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,404.0,4.0,1.0,3.0,,,,,,,
303,PT01M29.00S,2021-12-09T04:05:23.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628964,7.835085413929041,46.07843137254902,1610612753,64,61,2021-12-09T04:39:42Z,3000000,20.0,21.0,1,left,M. Bamba putback Layup (2 PTS),[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,2.88,Made,2.0,,,,,,,,,,,,,,,,,,
304,PT01M15.00S,2021-12-09T04:05:38.0Z,2,REGULAR,2pt,Jump Shot,[],1628368,78.0059132720105,77.20588235294117,1610612758,66,61,2021-12-09T04:05:41Z,3010000,136.0,154.0,1,right,D. Fox 20' pullup Jump Shot (11 PTS) (T. Haliburton 7 AST),"[1628368, 1630169]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,20.56,Made,11.0,,,,T. Haliburton,1630169.0,7.0,,,,,,,,,,,,
305,PT01M02.00S,2021-12-09T04:05:56.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612753,66,61,2021-12-09T04:06:06Z,3020000,,,0,,T. Thompson personal FOUL (1 PF) (Carter Jr. 2 FT),"[202684, 1628976]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Carter Jr.,1628976.0,,,
307,PT01M02.00S,2021-12-09T04:06:20.4Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,66,61,2021-12-09T04:06:20Z,3040000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M02.00S,2021-12-09T04:06:20.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,66,61,2021-12-09T04:06:20Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,
309,PT01M02.00S,2021-12-09T04:06:22.4Z,2,REGULAR,substitution,out,[],1630169,,,1610612753,66,61,2021-12-09T04:06:29Z,3060000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M02.00S,2021-12-09T04:06:22.4Z,2,REGULAR,substitution,in,[],1628963,,,1610612753,66,61,2021-12-09T04:06:29Z,3070000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M02.00S,2021-12-09T04:06:43.8Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,66,62,2021-12-09T04:06:43Z,3080000,,,0,,W. Carter Jr. Free Throw 2 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
312,PT00M47.80S,2021-12-09T04:07:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,93.64323258869908,45.588235294117645,1610612758,68,62,2021-12-09T04:07:11Z,3090000,-22.0,7.0,1,right,T. Thompson Layup (5 PTS) (H. Barnes 2 AST),"[202684, 203084]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,2.33,Made,5.0,,,,H. Barnes,203084.0,2.0,,,,,,,,,,,,
314,PT00M32.80S,2021-12-09T04:07:21.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,7.046649145860711,40.19607843137255,1610612753,68,64,2021-12-09T04:07:28Z,3110000,49.0,14.0,1,left,G. Harris cutting Layup (14 PTS) (C. Anthony 3 AST),"[203914, 1630175]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,5.09,Made,14.0,,,,C. Anthony,1630175.0,3.0,,,,,,,,,,,,
316,PT00M16.10S,2021-12-09T04:07:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.24901445466492,42.64705882352941,1610612758,70,64,2021-12-09T04:07:46Z,3130000,-37.0,11.0,1,right,D. Fox driving Layup (13 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,3.84,Made,13.0,,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2021-12-09T04:08:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628964,26.757555847568987,77.94117647058823,1610612753,70,67,2021-12-09T04:08:07Z,3140000,-140.0,199.0,1,left,M. Bamba 24' 3PT  (5 PTS) (C. Anthony 4 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.31,Made,5.0,,,,C. Anthony,1630175.0,4.0,,,,,,,,,,,,
319,PT00M00.00S,2021-12-09T04:08:25.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612758,70,67,2021-12-09T04:08:40Z,3160000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,End Period - Good Basket
320,PT00M00.00S,2021-12-09T04:08:42.7Z,2,REGULAR,period,end,[],0,,,1610612758,70,67,2021-12-09T04:08:42Z,3170000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-12-09T04:22:53.4Z,3,REGULAR,substitution,out,['startperiod'],1628963,,,1610612758,70,67,2021-12-09T04:23:16Z,3180000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-12-09T04:22:53.4Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,70,67,2021-12-09T04:23:16Z,3190000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-12-09T04:23:35.9Z,3,REGULAR,period,start,[],0,,,1610612753,70,67,2021-12-09T04:23:35Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M39.00S,2021-12-09T04:23:55.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,93.51182654402102,49.50980392156863,1610612753,70,69,2021-12-09T04:24:00Z,3210000,-2.0,8.0,1,right,M. Bamba cutting DUNK (7 PTS) (W. Carter Jr. 6 AST),"[1628964, 1628976]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,0.89,Made,7.0,,,,W. Carter Jr.,1628976.0,6.0,,,,,,,,,,,,
326,PT11M23.00S,2021-12-09T04:24:11.4Z,3,REGULAR,3pt,Jump Shot,[],1629056,31.09395532194481,35.294117647058826,1610612758,70,69,2021-12-09T04:24:16Z,3230000,74.0,240.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
327,PT11M20.00S,2021-12-09T04:24:14.4Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,70,69,2021-12-09T04:24:16Z,3240000,,,0,,M. Bamba REBOUND (Off:3 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,326.0,5.0,2.0,3.0,,,,,,,
328,PT11M12.00S,2021-12-09T04:24:22.2Z,3,REGULAR,3pt,Jump Shot,[],1630175,67.49342969776609,46.81372549019608,1610612753,70,72,2021-12-09T04:30:54Z,3250000,-16.0,253.0,1,right,C. Anthony 25' 3PT  (19 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,25.36,Made,19.0,,,,,,,,,,,,,,,,,,
329,PT10M54.00S,2021-12-09T04:24:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,8.229303547963205,44.6078431372549,1610612758,70,72,2021-12-09T04:24:53Z,3260000,27.0,25.0,1,left,MISS H. Barnes driving Layup - blocked,"[203084, 1628964]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,3.67,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0,
331,PT10M54.00S,2021-12-09T04:24:40.5Z,3,REGULAR,block,,[],1628964,,,1610612758,70,72,2021-12-09T04:24:53Z,3265000,,,0,,M. Bamba BLOCK (4 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT10M54.00S,2021-12-09T04:24:40.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,70,72,2021-12-09T04:24:53Z,3270000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,
332,PT10M50.00S,2021-12-09T04:25:01.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629056,24.52365308804205,53.18627450980392,1610612758,72,72,2021-12-09T04:27:38Z,3280000,-16.0,178.0,1,left,T. Davis 17' pullup Jump Shot (12 PTS),[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,17.87,Made,12.0,,,,,,,,,,,,,,,,,,
333,PT10M35.00S,2021-12-09T04:25:16.1Z,3,REGULAR,3pt,Jump Shot,[],1630175,65.39093298291722,48.529411764705884,1610612753,72,72,2021-12-09T04:25:21Z,3290000,-7.0,273.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
334,PT10M32.00S,2021-12-09T04:25:19.1Z,3,REGULAR,rebound,defensive,[],1629056,,,1610612758,72,72,2021-12-09T04:25:21Z,3300000,,,0,,T. Davis REBOUND (Off:0 Def:4),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,333.0,4.0,4.0,0.0,,,,,,,
335,PT10M28.00S,2021-12-09T04:25:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,7.046649145860711,54.41176470588235,1610612758,72,72,2021-12-09T04:25:36Z,3310000,-22.0,14.0,1,left,MISS T. Davis driving Layup,[1629056],1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
336,PT10M21.00S,2021-12-09T04:25:32.0Z,3,REGULAR,rebound,offensive,[],202684,,,1610612758,72,72,2021-12-09T04:25:36Z,3320000,,,0,,T. Thompson REBOUND (Off:4 Def:0),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,335.0,4.0,0.0,4.0,,,,,,,
337,PT10M21.00S,2021-12-09T04:25:30.9Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612758,74,72,2021-12-09T04:28:50Z,3330000,0.0,0.0,1,left,T. Thompson putback DUNK (7 PTS),[202684],1610612758.0,SAC,putback,,,Thompson,T. Thompson,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,,
338,PT10M14.00S,2021-12-09T04:25:37.6Z,3,REGULAR,turnover,bad pass,[],1628976,,,1610612753,74,72,2021-12-09T04:25:42Z,3340000,,,0,,W. Carter Jr. bad pass TURNOVER (2 TO),"[1628976, 1630169]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,2.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
339,PT10M14.00S,2021-12-09T04:25:37.6Z,3,REGULAR,steal,,[],1630169,,,1610612758,74,72,2021-12-09T04:25:40Z,3350000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT10M11.00S,2021-12-09T04:25:41.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202684,6.258212877792378,49.50980392156863,1610612758,76,72,2021-12-09T04:25:50Z,3360000,2.0,6.0,1,left,T. Thompson running DUNK (9 PTS) (T. Davis 2 AST),"[202684, 1629056]",1610612758.0,SAC,running,,,Thompson,T. Thompson,,,,,0.68,Made,9.0,,,,T. Davis,1629056.0,2.0,,,,,,,,,,,,
342,PT09M57.00S,2021-12-09T04:25:57.5Z,3,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,76,72,2021-12-09T04:26:15Z,3380000,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (3 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,,,,3.0,,,,,,202049.0,,,,,,,,,,,
343,PT09M52.00S,2021-12-09T04:26:09.0Z,3,REGULAR,turnover,traveling,[],1630169,,,1610612758,76,72,2021-12-09T04:26:19Z,3390000,,,0,,T. Haliburton traveling TURNOVER (1 TO),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,1.0,,,,,,202049.0,,,,,,,,,,,
344,PT09M36.00S,2021-12-09T04:26:38.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628976,89.43823915900131,46.32352941176471,1610612753,76,72,2021-12-09T04:26:45Z,3400000,-18.0,47.0,1,right,MISS W. Carter Jr. Hook - blocked,"[1628976, 202684]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,5.03,Missed,,,,,,,,,,,,,,,,,Thompson,202684.0,
345,PT09M36.00S,2021-12-09T04:26:38.7Z,3,REGULAR,block,,[],202684,,,1610612753,76,72,2021-12-09T04:26:41Z,3410000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M36.00S,2021-12-09T04:26:38.7Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,76,72,2021-12-09T04:26:45Z,3420000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,344.0,6.0,5.0,1.0,,,,,,,
347,PT09M36.00S,2021-12-09T04:26:43.1Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612753,76,72,2021-12-09T04:27:03Z,3430000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[202684, 1628976]",1610612758.0,SAC,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,202049.0,,,,,2.0,0.0,Carter Jr.,1628976.0,,,
349,PT09M36.00S,2021-12-09T04:27:33.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628976,,,1610612753,76,73,2021-12-09T04:27:33Z,3450000,,,0,,W. Carter Jr. Free Throw 1 of 2 (9 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
350,PT09M36.00S,2021-12-09T04:27:52.8Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628976,,,1610612753,76,74,2021-12-09T04:27:52Z,3460000,,,0,,W. Carter Jr. Free Throw 2 of 2 (10 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
351,PT09M20.00S,2021-12-09T04:28:09.2Z,3,REGULAR,3pt,Jump Shot,[],1628368,31.750985545335087,58.08823529411765,1610612758,79,74,2021-12-09T04:28:14Z,3470000,-40.0,246.0,1,left,D. Fox 24' 3PT  (16 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,24.93,Made,16.0,,,,,,,,,,,,,,,,,,
352,PT09M08.00S,2021-12-09T04:28:21.4Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,79,74,2021-12-09T04:28:25Z,3480000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 202684]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,2.0,Thompson,202684.0,,,,,,,,,,,,,,,
353,PT09M08.00S,2021-12-09T04:28:21.4Z,3,REGULAR,steal,,[],202684,,,1610612758,79,74,2021-12-09T04:28:23Z,3490000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT09M04.00S,2021-12-09T04:28:25.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629056,5.732588699080158,48.03921568627451,1610612758,81,74,2021-12-09T04:28:47Z,3500000,10.0,1.0,1,left,T. Davis running Layup (14 PTS) (T. Haliburton 8 AST),"[1629056, 1630169]",1610612758.0,SAC,running,,,Davis,T. Davis,,,,,0.99,Made,14.0,,,,T. Haliburton,1630169.0,8.0,,,,,,,,,,,,
356,PT09M04.00S,2021-12-09T04:28:47.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,81,74,2021-12-09T04:28:47Z,3520000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
