actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
418,PT11M04.00S,2025-11-04T01:35:53.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.258212877792378,50.0,1610612754,53,56,2025-11-04T01:35:56Z,4170000,False,0.0,6.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
419,PT11M01.00S,2025-11-04T01:35:56.0Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,53,56,2025-11-04T01:35:56Z,4180000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,418.0,4.0,4.0,0.0,,,,,,,,,,,,
420,PT10M47.00S,2025-11-04T01:36:11.8Z,3,REGULAR,foul,personal,[],1630174,,,1610612749,53,56,2025-11-04T01:36:17Z,4190000,False,,,0,,A. Nesmith personal FOUL (3 PF),"[1630174, 203507]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1627529.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,
422,PT10M41.00S,2025-11-04T01:36:34.4Z,3,REGULAR,2pt,Jump Shot,[],203507,80.76544021024968,29.411764705882355,1610612749,53,56,2025-11-04T01:36:38Z,4210000,False,-103.0,128.0,1,right,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,16.45,Missed,,,,,,,,,,,,,,,,,,
423,PT10M39.00S,2025-11-04T01:36:36.4Z,3,REGULAR,rebound,defensive,[],1631245,,,1610612754,53,56,2025-11-04T01:36:38Z,4220000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:2),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,422.0,2.0,2.0,0.0,,,,,,,,,,,,
424,PT10M31.00S,2025-11-04T01:36:45.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.995400788436268,53.18627450980392,1610612754,55,56,2025-11-04T01:36:50Z,4230000,False,-16.0,4.0,1,left,P. Siakam reverse Layup (16 PTS) (J. Walker 2 AST),"[1627783, 1641716]",1610612754.0,IND,reverse,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,,,,,,,,16.0,J. Walker,1641716.0,2.0
425,PT10M31.00S,2025-11-04T01:36:49.0Z,3,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612754,55,56,2025-11-04T01:36:53Z,4240000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Siakam 1 FT),"[1626167, 1627783]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,101284.0,2.0,0.0,Siakam,1627783.0,,,,,,,
428,PT10M31.00S,2025-11-04T01:37:21.6Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,56,56,2025-11-04T01:37:21Z,4260000,False,,,0,,P. Siakam Free Throw 1 of 1 (17 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,17.0,,,
429,PT10M21.00S,2025-11-04T01:37:34.7Z,3,REGULAR,2pt,Jump Shot,[],1631157,81.553876478318,33.82352941176471,1610612749,56,56,2025-11-04T01:37:39Z,4270000,False,-81.0,121.0,1,right,MISS R. Rollins 14' driving floating bank Shot,[1631157],1610612749.0,MIL,driving floating bank,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,14.55,Missed,,,,,,,,,,,,,,,,,,
430,PT10M20.00S,2025-11-04T01:37:35.7Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,56,56,2025-11-04T01:37:39Z,4280000,False,,,0,,I. Jackson REBOUND (Off:2 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,,429.0,6.0,4.0,2.0,,,,,,,,,,,,
431,PT10M11.00S,2025-11-04T01:37:45.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,7.835085413929041,53.67647058823529,1610612754,56,56,2025-11-04T01:37:48Z,4290000,False,-18.0,21.0,1,left,MISS Q. Jackson driving Layup - blocked,"[1631245, 1626167]",1610612754.0,IND,driving,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,2.8,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,
432,PT10M11.00S,2025-11-04T01:37:45.6Z,3,REGULAR,block,,[],1626167,,,1610612754,56,56,2025-11-04T01:37:47Z,4300000,False,,,0,,M. Turner BLOCK (4 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
433,PT10M09.00S,2025-11-04T01:37:47.6Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,56,56,2025-11-04T01:37:48Z,4310000,False,,,0,,R. Rollins REBOUND (Off:0 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,431.0,3.0,3.0,0.0,,,,,,,,,,,,
434,PT10M05.00S,2025-11-04T01:37:50.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631157,92.9862023653088,46.81372549019608,1610612749,56,58,2025-11-04T01:37:55Z,4320000,False,-16.0,13.0,1,right,R. Rollins running DUNK (4 PTS),[1631157],1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,,,,,4.0,,,
436,PT09M54.00S,2025-11-04T01:38:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.754927726675426,45.83333333333333,1610612754,58,58,2025-11-04T01:38:13Z,4340000,False,21.0,30.0,1,left,P. Siakam driving finger roll Layup (19 PTS),[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,,,,,,,,19.0,,,
437,PT09M41.00S,2025-11-04T01:38:22.8Z,3,REGULAR,3pt,Jump Shot,[],1626167,68.01905387647832,26.96078431372549,1610612749,58,58,2025-11-04T01:38:26Z,4350000,False,-115.0,248.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.35,Missed,,,,,,,,,,,,,,,,,,
438,PT09M39.00S,2025-11-04T01:38:24.8Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,58,58,2025-11-04T01:38:26Z,4360000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,437.0,4.0,3.0,1.0,,,,,,,,,,,,
439,PT09M22.00S,2025-11-04T01:38:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,6.915243101182654,45.34313725490196,1610612754,60,58,2025-11-04T01:38:44Z,4370000,False,23.0,13.0,1,left,Q. Jackson Layup (7 PTS) (P. Siakam 3 AST),"[1631245, 1627783]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,,,,,,,,,7.0,P. Siakam,1627783.0,3.0
441,PT09M07.00S,2025-11-04T01:38:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,89.83245729303549,45.588235294117645,1610612749,60,60,2025-11-04T01:39:02Z,4390000,False,-22.0,43.0,1,right,G. Antetokounmpo driving finger roll Layup (21 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,,,,,,,,,,,21.0,,,
442,PT08M47.00S,2025-11-04T01:39:16.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,11.12023653088042,45.09803921568628,1610612754,60,60,2025-11-04T01:40:02Z,4400000,False,25.0,52.0,1,left,MISS J. Walker driving floating Shot,[1641716],1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
443,PT08M46.00S,2025-11-04T01:39:17.7Z,3,REGULAR,rebound,defensive,[],1631260,,,1610612749,60,60,2025-11-04T01:39:19Z,4410000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,442.0,1.0,1.0,0.0,,,,,,,,,,,,
444,PT08M40.00S,2025-11-04T01:39:23.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,91.67214191852825,49.50980392156863,1610612749,60,62,2025-11-04T01:39:31Z,4420000,False,-2.0,26.0,1,right,G. Antetokounmpo running DUNK (23 PTS) (R. Rollins 4 AST),"[203507, 1631157]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,,,,,,,,,,,23.0,R. Rollins,1631157.0,4.0
446,PT08M27.00S,2025-11-04T01:39:40.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,60,62,2025-11-04T01:39:40Z,4440000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT08M27.00S,2025-11-04T01:41:43.3Z,3,REGULAR,substitution,out,[],1631245,,,1610612754,60,62,2025-11-04T01:42:06Z,4450000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT08M27.00S,2025-11-04T01:41:43.3Z,3,REGULAR,substitution,in,[],1630644,,,1610612754,60,62,2025-11-04T01:42:06Z,4460000,False,,,0,,SUB in: M. McClung,[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT08M11.00S,2025-11-04T01:42:56.8Z,3,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612754,60,62,2025-11-04T01:43:03Z,4470000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Jackson 2 FT),"[1631157, 1630543]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,203054.0,1.0,0.0,Jackson,1630543.0,,,,,,,
451,PT08M11.00S,2025-11-04T01:43:25.0Z,3,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,60,62,2025-11-04T01:43:25Z,4490000,False,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
452,PT08M11.00S,2025-11-04T01:43:25.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,60,62,2025-11-04T01:43:25Z,4500000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,
453,PT08M11.00S,2025-11-04T01:43:48.9Z,3,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,61,62,2025-11-04T01:43:48Z,4510000,False,,,0,,I. Jackson Free Throw 2 of 2 (14 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
454,PT08M01.00S,2025-11-04T01:44:02.9Z,3,REGULAR,3pt,Jump Shot,[],1631157,66.3107752956636,47.05882352941176,1610612749,61,65,2025-11-04T01:44:06Z,4520000,False,-15.0,264.0,1,right,R. Rollins 26' 3PT pullup (7 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,26.46,Made,,,,,,,,,,,,,,,7.0,,,
455,PT07M52.00S,2025-11-04T01:44:12.5Z,3,REGULAR,foul,personal,[],1629018,,,1610612754,61,65,2025-11-04T01:44:17Z,4530000,False,,,0,,G. Trent Jr. personal FOUL (3 PF),"[1629018, 1641716]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,101284.0,3.0,1.0,Walker,1641716.0,,,,,,,
457,PT07M48.00S,2025-11-04T01:44:35.1Z,3,REGULAR,foul,offensive,[],1630543,,,1610612754,61,65,2025-11-04T01:44:39Z,4550000,False,,,0,,I. Jackson offensive FOUL (2 PF),"[1630543, 1629018]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,101284.0,2.0,0.0,Trent Jr.,1629018.0,,,,,,,
459,PT07M48.00S,2025-11-04T01:44:35.1Z,3,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,61,65,2025-11-04T01:44:35Z,4570000,False,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,101284.0,,,,,1.0,,,,,,
460,PT07M39.00S,2025-11-04T01:44:54.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,95.3515111695138,97.05882352941177,1610612749,61,68,2025-11-04T01:44:57Z,4580000,False,235.0,-9.0,1,right,A. Green 3PT  (6 PTS) (R. Rollins 5 AST),"[1631260, 1631157]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,23.55,Made,,,,,,,,,,,,,,,6.0,R. Rollins,1631157.0,5.0
462,PT07M14.00S,2025-11-04T01:45:18.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,31.882391590013142,36.27450980392157,1610612754,61,68,2025-11-04T01:45:23Z,4600000,False,69.0,247.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
463,PT07M10.00S,2025-11-04T01:45:22.6Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,61,68,2025-11-04T01:45:23Z,4610000,False,,,0,,I. Jackson REBOUND (Off:3 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,462.0,7.0,4.0,3.0,,,,,,,,,,,,
464,PT07M09.00S,2025-11-04T01:45:24.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,30.17411300919842,74.75490196078431,1610612754,61,68,2025-11-04T01:45:30Z,4620000,False,-124.0,231.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
465,PT07M04.00S,2025-11-04T01:45:29.8Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,61,68,2025-11-04T01:45:30Z,4630000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,464.0,5.0,5.0,0.0,,,,,,,,,,,,
466,PT06M47.00S,2025-11-04T01:45:47.5Z,3,REGULAR,foul,personal,[],1630644,,,1610612749,61,68,2025-11-04T01:45:57Z,4640000,False,,,0,,M. McClung personal FOUL (1 PF),"[1630644, 1631157]",1610612754.0,IND,,,,McClung,M. McClung,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,1.0,0.0,Rollins,1631157.0,,,,,,,
468,PT06M38.00S,2025-11-04T01:46:16.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.64323258869908,50.98039215686274,1610612749,61,70,2025-11-04T01:46:20Z,4660000,False,5.0,7.0,1,right,G. Antetokounmpo DUNK (25 PTS) (R. Rollins 6 AST),"[203507, 1631157]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,,,,,,25.0,R. Rollins,1631157.0,6.0
470,PT06M28.00S,2025-11-04T01:46:26.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,31.882391590013142,51.9607843137255,1610612754,61,70,2025-11-04T01:46:30Z,4680000,False,-10.0,247.0,1,left,MISS A. Nesmith 24' pullup 3PT,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,24.74,Missed,,,,,,,,,,,,,,,,,,
471,PT06M24.00S,2025-11-04T01:46:30.5Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,61,70,2025-11-04T01:46:30Z,4690000,False,,,0,,R. Rollins REBOUND (Off:0 Def:4),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,470.0,4.0,4.0,0.0,,,,,,,,,,,,
472,PT06M19.00S,2025-11-04T01:46:36.0Z,3,REGULAR,turnover,out-of-bounds,[],1631157,,,1610612749,61,70,2025-11-04T01:46:40Z,4700000,False,,,0,,R. Rollins bad pass out-of-bounds TURNOVER (5 TO),[1631157],1610612749.0,MIL,bad pass,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,1627529.0,,,,,5.0,,,,,,
473,PT06M13.00S,2025-11-04T01:46:44.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630644,31.35676741130092,63.23529411764706,1610612754,61,70,2025-11-04T01:46:54Z,4710000,False,-66.0,242.0,1,left,MISS M. McClung 25' 3PT,[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,,
474,PT06M10.00S,2025-11-04T01:46:47.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,61,70,2025-11-04T01:46:54Z,4720000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,,,473.0,,,,,,,,,,,,,,,
475,PT06M10.00S,2025-11-04T01:46:54.0Z,3,REGULAR,foul,personal,[],1630543,,,1610612749,61,70,2025-11-04T01:47:02Z,4730000,False,,,0,,I. Jackson loose ball personal FOUL (3 PF),"[1630543, 1626167]",1610612754.0,IND,loose ball,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,3.0,0.0,Turner,1626167.0,,,,,,,
477,PT06M10.00S,2025-11-04T01:47:00.3Z,3,REGULAR,substitution,out,[],1630644,,,1610612749,61,70,2025-11-04T01:47:02Z,4750000,False,,,0,,SUB out: M. McClung,[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT06M10.00S,2025-11-04T01:47:00.3Z,3,REGULAR,substitution,in,[],1641767,,,1610612749,61,70,2025-11-04T01:47:02Z,4760000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT05M59.00S,2025-11-04T01:47:23.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,75.64060446780552,10.784313725490197,1610612749,61,70,2025-11-04T01:47:27Z,4770000,False,-196.0,176.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
480,PT05M56.00S,2025-11-04T01:47:26.5Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,61,70,2025-11-04T01:47:27Z,4780000,False,,,0,,I. Jackson REBOUND (Off:3 Def:5),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,479.0,8.0,5.0,3.0,,,,,,,,,,,,
481,PT05M50.00S,2025-11-04T01:47:32.3Z,3,REGULAR,3pt,Jump Shot,[],1630174,31.61957950065703,33.82352941176471,1610612754,64,70,2025-11-04T01:50:02Z,4790000,False,81.0,245.0,1,left,A. Nesmith 25' 3PT pullup (9 PTS),[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,25.77,Made,,,,,,,,,,,,,,,9.0,,,
482,PT05M31.00S,2025-11-04T01:47:52.4Z,3,REGULAR,3pt,Jump Shot,[],203507,71.43561103810775,18.38235294117647,1610612749,64,73,2025-11-04T01:47:57Z,4800000,False,-158.0,216.0,1,right,G. Antetokounmpo 26' 3PT pullup (28 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,26.77,Made,,,,,,,,,,,,,,,28.0,,,
483,PT05M14.00S,2025-11-04T01:48:10.9Z,3,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612754,64,73,2025-11-04T01:48:15Z,4810000,False,,,0,,G. Trent Jr. shooting personal FOUL (4 PF) (Siakam 2 FT),"[1629018, 1627783]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203054.0,4.0,1.0,Siakam,1627783.0,,,,,,,
485,PT05M14.00S,2025-11-04T01:48:40.4Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,65,73,2025-11-04T01:48:40Z,4830000,False,,,0,,P. Siakam Free Throw 1 of 2 (20 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,20.0,,,
486,PT05M14.00S,2025-11-04T01:48:40.9Z,3,REGULAR,substitution,out,[],1629018,,,1610612754,65,73,2025-11-04T01:48:43Z,4840000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT05M14.00S,2025-11-04T01:48:40.9Z,3,REGULAR,substitution,in,[],1627752,,,1610612754,65,73,2025-11-04T01:48:43Z,4850000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT05M14.00S,2025-11-04T01:48:59.5Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,66,73,2025-11-04T01:48:59Z,4860000,False,,,0,,P. Siakam Free Throw 2 of 2 (21 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,21.0,,,
489,PT04M55.00S,2025-11-04T01:49:23.6Z,3,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,66,73,2025-11-04T01:49:26Z,4870000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (3 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,,,203054.0,,,,,3.0,,,,,,
491,PT04M35.00S,2025-11-04T01:50:01.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1641716,27.677398160315374,56.372549019607845,1610612754,66,73,2025-11-04T01:50:04Z,4890000,False,-32.0,208.0,1,left,MISS J. Walker 21' pullup Shot,[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,21.01,Missed,,,,,,,,,,,,,,,,,,
492,PT04M34.00S,2025-11-04T01:50:02.0Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,66,73,2025-11-04T01:50:04Z,4900000,False,,,0,,M. Turner REBOUND (Off:0 Def:6),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,491.0,6.0,6.0,0.0,,,,,,,,,,,,
493,PT04M22.00S,2025-11-04T01:50:13.5Z,3,REGULAR,3pt,Jump Shot,[],1631157,67.23061760840999,37.99019607843137,1610612749,66,76,2025-11-04T01:50:17Z,4910000,False,-60.0,256.0,1,right,R. Rollins 26' 3PT  (10 PTS) (G. Antetokounmpo 4 AST),"[1631157, 203507]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,26.25,Made,,,,,,,,,,,,,,,10.0,G. Antetokounmpo,203507.0,4.0
495,PT04M09.00S,2025-11-04T01:50:29.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.748357424441524,53.92156862745098,1610612754,66,76,2025-11-04T01:50:33Z,4930000,False,-20.0,77.0,1,left,MISS P. Siakam 7' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
496,PT04M04.00S,2025-11-04T01:50:34.0Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,66,76,2025-11-04T01:54:28Z,4940000,False,,,0,,I. Jackson REBOUND (Off:4 Def:5),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,495.0,9.0,5.0,4.0,,,,,,,,,,,,
497,PT04M04.00S,2025-11-04T01:50:33.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641716,10.33180026281209,48.77450980392157,1610612754,68,76,2025-11-04T01:52:24Z,4950000,False,6.0,45.0,1,left,J. Walker driving Hook (8 PTS) (I. Jackson 1 AST),"[1641716, 1630543]",1610612754.0,IND,driving,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,,,,,,,,,,,,,,,8.0,I. Jackson,1630543.0,1.0
498,PT04M02.00S,2025-11-04T01:50:38.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,68,76,2025-11-04T01:50:38Z,4960000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,out,[],1641716,,,1610612749,68,76,2025-11-04T01:53:17Z,4970000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,out,[],1627783,,,1610612749,68,76,2025-11-04T01:53:17Z,4980000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT04M02.00S,2025-11-04T01:52:53.3Z,3,REGULAR,substitution,out,[],203507,,,1610612749,68,76,2025-11-04T01:53:17Z,4990000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
