actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
261,PT05M53.00S,2026-03-01T22:49:37.3Z,2,REGULAR,rebound,offensive,[],1641713,,,1610612763,52,52,2026-03-01T22:49:37Z,2590000,False,,,0,,G. Jackson REBOUND (Off:3 Def:3),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,260.0,,,,,,,,,,,,,6.0,3.0,3.0
262,PT05M46.00S,2026-03-01T22:49:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630590,9.280551905387648,37.745098039215684,1610612763,52,52,2026-03-01T22:57:41Z,2600000,False,61.0,35.0,1,left,MISS S. Pippen Jr. 7' driving Layup,[1630590],1610612763.0,MEM,driving,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,,
263,PT05M45.00S,2026-03-01T22:49:47.2Z,2,REGULAR,rebound,offensive,[],1630590,,,1610612763,52,52,2026-03-01T22:57:41Z,2610000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:0),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,262.0,,,,,,,,,,,,,1.0,0.0,1.0
264,PT05M44.00S,2026-03-01T22:49:49.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630590,5.590000152587891,50.0,1610612763,52,52,2026-03-01T22:57:49Z,2620000,False,0.0,0.0,1,left,MISS S. Pippen Jr. tip Layup,[1630590],1610612763.0,MEM,tip,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
265,PT05M43.00S,2026-03-01T22:49:50.1Z,2,REGULAR,rebound,offensive,[],1630590,,,1610612763,52,52,2026-03-01T22:57:49Z,2630000,False,,,0,,S. Pippen Jr. REBOUND (Off:2 Def:0),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,264.0,,,,,,,,,,,,,2.0,0.0,2.0
306,PT05M42.00S,2026-03-01T22:49:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630590,12.302890932982917,47.30392156862745,1610612763,52,52,2026-03-01T22:58:10Z,2655000,False,13.0,63.0,1,left,MISS S. Pippen Jr. 6' putback Layup - blocked,"[1630590, 1631245]",1610612763.0,MEM,putback,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,Jackson,1631245.0,,,,,,,,,,,,,,,,
307,PT05M42.00S,2026-03-01T22:49:52.2Z,2,REGULAR,block,,[],1631245,,,1610612763,52,52,2026-03-01T22:56:23Z,2657500,False,,,0,,Q. Jackson BLOCK (1 BLK),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
308,PT05M41.00S,2026-03-01T22:49:53.2Z,2,REGULAR,rebound,offensive,[],1642377,,,1610612763,52,52,2026-03-01T22:58:10Z,2658750,False,,,0,,J. Wells REBOUND (Off:2 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,306.0,,,,,,,,,,,,,3.0,1.0,2.0
270,PT05M34.00S,2026-03-01T22:49:55.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641712,5.601182654402102,5.637254901960785,1610612763,52,52,2026-03-01T22:56:43Z,2680000,False,222.0,0.0,1,left,MISS R. Rupert 3PT,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,22.18,Missed,,,,,,,,,,,,,,,,,,
271,PT05M32.00S,2026-03-01T22:49:57.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,52,52,2026-03-01T22:53:38Z,2690000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,,270.0,,,,,,,,,,,,,,,
275,PT05M32.00S,2026-03-01T22:50:01.0Z,2,REGULAR,foul,personal,[],1642377,,,1610612754,52,52,2026-03-01T22:54:58Z,2695000,False,,,0,,J. Wells loose ball personal FOUL (1 PF),"[1642377, 1641738]",1610612763.0,MEM,loose ball,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Brown,1641738.0,,,
273,PT05M32.00S,2026-03-01T22:50:17.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,52,52,2026-03-01T22:53:45Z,2710000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,out,[],1631245,,,1610612754,52,52,2026-03-01T22:53:31Z,2730000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,out,[],1630643,,,1610612754,52,52,2026-03-01T22:53:31Z,2740000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,out,[],1642377,,,1610612754,52,52,2026-03-01T22:53:31Z,2750000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,out,[],1641713,,,1610612754,52,52,2026-03-01T22:53:31Z,2760000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,in,[],1642880,,,1610612754,52,52,2026-03-01T22:53:31Z,2770000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,in,[],1630695,,,1610612754,52,52,2026-03-01T22:53:31Z,2780000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,in,[],1642383,,,1610612754,52,52,2026-03-01T22:53:31Z,2790000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M32.00S,2026-03-01T22:52:53.2Z,2,REGULAR,substitution,in,[],1642914,,,1610612754,52,52,2026-03-01T22:53:31Z,2800000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M16.00S,2026-03-01T22:53:51.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642880,83.65637319316689,49.26470588235294,1610612754,54,52,2026-03-01T22:53:55Z,2820000,False,-4.0,101.0,1,right,K. Jones 10' driving floating bank Jump Shot (6 PTS),[1642880],1610612754.0,IND,driving floating bank,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,,,,6.0,,,,,,,,,,,,,,
287,PT04M58.00S,2026-03-01T22:54:08.3Z,2,REGULAR,2pt,Jump Shot,[],1630590,18.2161629434954,29.65686274509804,1610612763,54,54,2026-03-01T22:54:12Z,2830000,False,102.0,119.0,1,left,S. Pippen Jr. 15' pullup Jump Shot (5 PTS),[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Right,15.63,Made,,,,5.0,,,,,,,,,,,,,,
288,PT04M48.00S,2026-03-01T22:54:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,87.59855453350855,47.30392156862745,1610612754,54,54,2026-03-01T22:54:22Z,2840000,False,-13.0,64.0,1,right,MISS J. Walker 6' driving floating Shot - blocked,"[1641716, 1642383]",1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,Clayton Jr.,1642383.0,,,,,,,,,,,,,,,,
289,PT04M48.00S,2026-03-01T22:54:18.4Z,2,REGULAR,block,,[],1642383,,,1610612754,54,54,2026-03-01T22:54:19Z,2850000,False,,,0,,W. Clayton Jr. BLOCK (1 BLK),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
290,PT04M47.00S,2026-03-01T22:54:19.4Z,2,REGULAR,rebound,defensive,[],1642914,,,1610612763,54,54,2026-03-01T22:54:22Z,2860000,False,,,0,,J. Small REBOUND (Off:0 Def:1),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,,,,,288.0,,,,,,,,,,,,,1.0,1.0,0.0
291,PT04M40.00S,2026-03-01T22:54:27.6Z,2,REGULAR,3pt,Jump Shot,[],1642914,32.14520367936925,54.166666666666664,1610612763,54,54,2026-03-01T22:54:32Z,2870000,False,-21.0,250.0,1,left,MISS J. Small 25' 3PT,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
292,PT04M38.00S,2026-03-01T22:54:29.6Z,2,REGULAR,rebound,defensive,[],1630695,,,1610612754,54,54,2026-03-01T22:54:35Z,2880000,False,,,0,,M. Potter REBOUND (Off:1 Def:1),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Center,,,,,291.0,,,,,,,,,,,,,2.0,1.0,1.0
293,PT04M27.00S,2026-03-01T22:54:40.1Z,2,REGULAR,turnover,lost ball,[],1641716,,,1610612754,54,54,2026-03-01T23:01:57Z,2890000,False,,,0,,J. Walker lost ball TURNOVER (2 TO),"[1641716, 1642383]",1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Clayton Jr.,1642383.0,,,,,,,,
294,PT04M27.00S,2026-03-01T22:54:40.1Z,2,REGULAR,steal,,[],1642383,,,1610612763,54,54,2026-03-01T22:54:41Z,2900000,False,,,0,,W. Clayton Jr. STEAL (3 STL),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
295,PT04M23.00S,2026-03-01T22:54:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630590,9.543363994743759,42.8921568627451,1610612763,54,54,2026-03-01T22:54:49Z,2910000,False,36.0,37.0,1,left,MISS S. Pippen Jr. running Layup - blocked,"[1630590, 1641738]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,Brown,1641738.0,,,,,,,,,,,,,,,,
296,PT04M23.00S,2026-03-01T22:54:44.5Z,2,REGULAR,block,,[],1641738,,,1610612763,54,54,2026-03-01T22:54:45Z,2920000,False,,,0,,K. Brown BLOCK (1 BLK),[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
297,PT04M21.00S,2026-03-01T22:54:46.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,54,54,2026-03-01T22:54:49Z,2930000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,295.0,,,,,,,,,,,,,,,
299,PT04M08.00S,2026-03-01T22:55:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642880,91.40932982917214,55.14705882352941,1610612754,56,54,2026-03-01T22:55:19Z,2950000,False,26.0,28.0,1,right,K. Jones driving finger roll Layup (8 PTS),[1642880],1610612754.0,IND,driving finger roll,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,3.82,Made,,,,8.0,,,,,,,,,,,,,,
300,PT03M53.00S,2026-03-01T22:55:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,16.507884362680684,42.8921568627451,1610612763,56,56,2026-03-01T23:02:55Z,2960000,False,36.0,103.0,1,left,S. Pippen Jr. 10' driving floating Jump Shot (7 PTS),[1630590],1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.87,Made,,,,7.0,,,,,,,,,,,,,,
301,PT03M53.00S,2026-03-01T22:55:34.9Z,2,REGULAR,foul,personal,['1freethrow'],1630695,,,1610612763,56,56,2026-03-01T22:55:40Z,2970000,False,,,0,,M. Potter shooting personal FOUL (1 PF) (Pippen Jr. 1 FT),"[1630695, 1630590]",1610612754.0,IND,shooting,,,Potter,M. Potter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628481.0,1.0,0.0,Pippen Jr.,1630590.0,,,
303,PT03M53.00S,2026-03-01T22:56:00.7Z,2,REGULAR,freethrow,1 of 1,[],1630590,,,1610612763,56,57,2026-03-01T22:56:00Z,2990000,False,,,0,,S. Pippen Jr. Free Throw 1 of 1 (8 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
304,PT03M41.00S,2026-03-01T22:56:14.8Z,2,REGULAR,turnover,bad pass,[],1643007,,,1610612754,56,57,2026-03-01T22:56:18Z,3000000,False,,,0,,T. Peter bad pass TURNOVER (1 TO),"[1643007, 1642914]",1610612754.0,IND,,,,Peter,T. Peter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Small,1642914.0,,,,,,,,
305,PT03M41.00S,2026-03-01T22:56:14.8Z,2,REGULAR,steal,,[],1642914,,,1610612763,56,57,2026-03-01T22:56:16Z,3010000,False,,,0,,J. Small STEAL (1 STL),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT03M28.00S,2026-03-01T22:56:28.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641707,3.1044678055190538,95.83333333333334,1610612763,56,60,2026-03-01T22:56:32Z,3020000,False,-229.0,-23.0,1,left,T. Hendricks 3PT  (11 PTS) (S. Pippen Jr. 3 AST),"[1641707, 1630590]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,23.04,Made,,,,11.0,S. Pippen Jr.,1630590.0,3.0,,,,,,,,,,,
311,PT03M08.00S,2026-03-01T22:56:51.6Z,2,REGULAR,turnover,out-of-bounds,[],1641738,,,1610612754,56,60,2026-03-01T22:56:56Z,3040000,False,,,0,,K. Brown lost ball out-of-bounds TURNOVER (1 TO),[1641738],1610612754.0,IND,lost ball,,,Brown,K. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,2004.0,,,,,,,
312,PT03M08.00S,2026-03-01T22:56:56.8Z,2,REGULAR,substitution,out,[],1630590,,,1610612763,56,60,2026-03-01T22:56:59Z,3050000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M08.00S,2026-03-01T22:56:56.8Z,2,REGULAR,substitution,in,[],1642942,,,1610612763,56,60,2026-03-01T22:56:59Z,3060000,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M56.00S,2026-03-01T22:57:25.4Z,2,REGULAR,turnover,traveling,[],1642942,,,1610612763,56,60,2026-03-01T22:57:35Z,3070000,False,,,0,,J. Mashack traveling TURNOVER (1 TO),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,2004.0,,,,,,,
315,PT02M47.00S,2026-03-01T22:57:45.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641716,94.03745072273325,4.166666666666666,1610612754,56,60,2026-03-01T22:57:50Z,3080000,False,-229.0,4.0,1,right,MISS J. Walker 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
316,PT02M44.00S,2026-03-01T22:57:49.0Z,2,REGULAR,rebound,offensive,[],1641738,,,1610612754,56,60,2026-03-01T22:57:49Z,3090000,False,,,0,,K. Brown REBOUND (Off:1 Def:0),[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Left Corner 3,24+ Left,,,,,315.0,,,,,,,,,,,,,1.0,0.0,1.0
317,PT02M37.00S,2026-03-01T22:57:58.7Z,2,REGULAR,foul,personal,['2freethrow'],1641712,,,1610612754,56,60,2026-03-01T22:58:05Z,3100000,False,,,0,,R. Rupert shooting personal FOUL (1 PF) (Walker 2 FT),"[1641712, 1641716]",1610612763.0,MEM,shooting,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628951.0,1.0,0.0,Walker,1641716.0,,,
319,PT02M37.00S,2026-03-01T22:58:29.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641716,,,1610612754,56,60,2026-03-01T22:58:29Z,3120000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT02M37.00S,2026-03-01T22:58:29.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,56,60,2026-03-01T22:58:29Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,
321,PT02M37.00S,2026-03-01T22:58:45.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641716,,,1610612754,57,60,2026-03-01T22:58:45Z,3140000,False,,,0,,J. Walker Free Throw 2 of 2 (7 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
322,PT02M13.00S,2026-03-01T22:59:11.7Z,2,REGULAR,3pt,Jump Shot,[],1641707,14.273981603153747,3.9215686274509802,1610612763,57,60,2026-03-01T22:59:16Z,3150000,False,230.0,82.0,1,left,MISS T. Hendricks 24' step back 3PT,[1641707],1610612763.0,MEM,step back,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
323,PT02M11.00S,2026-03-01T22:59:13.7Z,2,REGULAR,rebound,defensive,[],1643007,,,1610612754,57,60,2026-03-01T22:59:18Z,3160000,False,,,0,,T. Peter REBOUND (Off:0 Def:1),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Right Corner 3,24+ Right,,,,,322.0,,,,,,,,,,,,,1.0,1.0,0.0
324,PT02M03.00S,2026-03-01T22:59:21.9Z,2,REGULAR,turnover,lost ball,[],1642880,,,1610612754,57,60,2026-03-01T22:59:25Z,3170000,False,,,0,,K. Jones lost ball TURNOVER (1 TO),"[1642880, 1642383]",1610612754.0,IND,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Clayton Jr.,1642383.0,,,,,,,,
325,PT02M03.00S,2026-03-01T22:59:21.9Z,2,REGULAR,steal,,[],1642383,,,1610612763,57,60,2026-03-01T22:59:23Z,3180000,False,,,0,,W. Clayton Jr. STEAL (4 STL),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
326,PT01M59.00S,2026-03-01T22:59:27.5Z,2,REGULAR,foul,personal,['2freethrow'],1641738,,,1610612763,57,60,2026-03-01T22:59:40Z,3190000,False,,,0,,K. Brown shooting personal FOUL (2 PF) (Rupert 2 FT),"[1641738, 1641712]",1610612754.0,IND,shooting,,,Brown,K. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,2.0,0.0,Rupert,1641712.0,,,
328,PT01M59.00S,2026-03-01T22:59:55.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641712,,,1610612763,57,61,2026-03-01T22:59:55Z,3210000,False,,,0,,R. Rupert Free Throw 1 of 2 (1 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
329,PT01M59.00S,2026-03-01T22:59:55.8Z,2,REGULAR,substitution,out,[],1641716,,,1610612763,57,61,2026-03-01T23:00:03Z,3220000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M59.00S,2026-03-01T22:59:55.8Z,2,REGULAR,substitution,in,[],1630643,,,1610612763,57,61,2026-03-01T23:00:03Z,3230000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M59.00S,2026-03-01T23:00:16.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641712,,,1610612763,57,62,2026-03-01T23:00:16Z,3240000,False,,,0,,R. Rupert Free Throw 2 of 2 (2 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
332,PT01M36.00S,2026-03-01T23:00:41.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642880,88.64980289093299,47.794117647058826,1610612754,57,62,2026-03-01T23:07:04Z,3250000,False,-11.0,54.0,1,right,MISS K. Jones turnaround Hook - blocked,"[1642880, 1642942]",1610612754.0,IND,turnaround,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,Mashack,1642942.0,,,,,,,,,,,,,,,,
358,PT01M36.00S,2026-03-01T23:00:41.4Z,2,REGULAR,block,,[],1642942,,,1610612754,57,62,2026-03-01T23:11:20Z,3255000,False,,,0,,J. Mashack BLOCK (2 BLK),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT01M34.00S,2026-03-01T23:00:43.4Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612763,57,62,2026-03-01T23:00:45Z,3260000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:4),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,332.0,,,,,,,,,,,,,5.0,4.0,1.0
334,PT01M18.00S,2026-03-01T23:01:00.2Z,2,REGULAR,3pt,Jump Shot,[],1641707,4.812746386333772,96.32352941176471,1610612763,57,65,2026-03-01T23:01:04Z,3270000,False,-232.0,-7.0,1,left,T. Hendricks 3PT  (14 PTS) (J. Mashack 1 AST),"[1641707, 1642942]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,23.17,Made,,,,14.0,J. Mashack,1642942.0,1.0,,,,,,,,,,,
336,PT01M05.00S,2026-03-01T23:01:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,93.64323258869908,54.65686274509803,1610612754,59,65,2026-03-01T23:01:15Z,3290000,False,23.0,7.0,1,right,K. Brown driving Layup (7 PTS) (K. Jones 4 AST),"[1641738, 1642880]",1610612754.0,IND,driving,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,2.44,Made,,,,7.0,K. Jones,1642880.0,4.0,,,,,,,,,,,
338,PT00M49.70S,2026-03-01T23:01:29.3Z,2,REGULAR,3pt,Jump Shot,[],1642914,22.815374507227332,89.95098039215686,1610612763,59,65,2026-03-01T23:10:48Z,3310000,False,-200.0,162.0,1,left,MISS J. Small 25' step back 3PT,[1642914],1610612763.0,MEM,step back,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
339,PT00M46.90S,2026-03-01T23:01:32.1Z,2,REGULAR,rebound,defensive,[],1642880,,,1610612754,59,65,2026-03-01T23:01:33Z,3320000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,,,338.0,,,,,,,,,,,,,1.0,1.0,0.0
340,PT00M38.40S,2026-03-01T23:01:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,91.67214191852825,55.14705882352941,1610612754,59,65,2026-03-01T23:01:44Z,3330000,False,26.0,26.0,1,right,MISS K. Brown driving Layup - blocked,"[1641738, 1642914]",1610612754.0,IND,driving,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,3.64,Missed,Small,1642914.0,,,,,,,,,,,,,,,,
341,PT00M38.40S,2026-03-01T23:01:40.5Z,2,REGULAR,block,,[],1642914,,,1610612754,59,65,2026-03-01T23:01:42Z,3340000,False,,,0,,J. Small BLOCK (1 BLK),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
342,PT00M37.70S,2026-03-01T23:01:41.2Z,2,REGULAR,rebound,defensive,[],1641712,,,1610612763,59,65,2026-03-01T23:02:07Z,3350000,False,,,0,,R. Rupert REBOUND (Off:0 Def:1),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,340.0,,,,,,,,,,,,,1.0,1.0,0.0
343,PT00M30.50S,2026-03-01T23:01:48.5Z,2,REGULAR,3pt,Jump Shot,[],1642942,32.276609724047304,58.333333333333336,1610612763,59,65,2026-03-01T23:01:58Z,3360000,False,-42.0,251.0,1,left,MISS J. Mashack 25' 3PT,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
344,PT00M27.40S,2026-03-01T23:01:51.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,59,65,2026-03-01T23:01:58Z,3370000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,343.0,,,,,,,,,,,,,,,
