actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
412,PT07M44.00S,2025-11-08T02:04:21.6Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,66,58,2025-11-08T02:05:01Z,4090000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Center,,,,411.0,3.0,1.0,2.0,,,,,,,,,,,,,
413,PT07M34.00S,2025-11-08T02:04:32.1Z,3,REGULAR,foul,personal,[],1627742,,,1610612737,66,58,2025-11-08T02:04:54Z,4100000,False,,,0,,B. Ingram personal FOUL (3 PF),"[1627742, 204001]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1627529.0,3.0,0.0,Porziņģis,204001.0,,,
415,PT07M24.00S,2025-11-08T02:05:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.24901445466492,46.568627450980394,1610612737,66,58,2025-11-08T02:05:12Z,4120000,False,-17.0,11.0,1,right,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1627751]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,Poeltl,1627751.0,,,,,,,,
416,PT07M24.00S,2025-11-08T02:05:05.2Z,3,REGULAR,block,,[],1627751,,,1610612737,66,58,2025-11-08T02:05:08Z,4130000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
417,PT07M23.00S,2025-11-08T02:05:06.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,66,58,2025-11-08T02:05:12Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,415.0,,,,,,,,,,,,,,,,
419,PT07M23.00S,2025-11-08T02:05:48.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,66,58,2025-11-08T02:05:48Z,4160000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M18.00S,2025-11-08T02:08:44.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,66,58,2025-11-08T02:08:59Z,4180000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2534.0,,,,,,,
422,PT07M04.00S,2025-11-08T02:09:00.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,12.959921156373195,55.88235294117647,1610612761,66,60,2025-11-08T02:15:39Z,4190000,False,-29.0,69.0,1,left,R. Barrett 7' driving floating Jump Shot (7 PTS) (B. Ingram 3 AST),"[1629628, 1627742]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,7.0,,,,,,,,,,,,,,,B. Ingram,1627742.0,3.0
424,PT06M48.00S,2025-11-08T02:09:16.3Z,3,REGULAR,3pt,Jump Shot,[],1642258,71.17279894875165,23.03921568627451,1610612737,66,60,2025-11-08T02:09:25Z,4210000,False,-135.0,218.0,1,right,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
425,PT06M45.00S,2025-11-08T02:09:19.3Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,66,60,2025-11-08T02:09:25Z,4220000,False,,,0,,D. Daniels REBOUND (Off:2 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,424.0,3.0,1.0,2.0,,,,,,,,,,,,,
426,PT06M43.00S,2025-11-08T02:09:21.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630552,93.51182654402102,49.26470588235294,1610612737,68,60,2025-11-08T02:09:28Z,4230000,False,-4.0,8.0,1,right,J. Johnson DUNK (13 PTS) (D. Daniels 6 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.93,Made,13.0,,,,,,,,,,,,,,,D. Daniels,1630700.0,6.0
428,PT06M28.00S,2025-11-08T02:09:35.5Z,3,REGULAR,2pt,Jump Shot,[],1630567,7.835085413929041,72.54901960784314,1610612761,68,60,2025-11-08T02:09:40Z,4250000,False,-113.0,21.0,1,left,MISS S. Barnes 11' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,11.47,Missed,,,,,,,,,,,,,,,,,,
429,PT06M26.00S,2025-11-08T02:09:37.5Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612737,68,60,2025-11-08T02:09:40Z,4260000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,428.0,2.0,2.0,0.0,,,,,,,,,,,,,
430,PT06M21.00S,2025-11-08T02:09:43.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,93.51182654402102,50.49019607843137,1610612737,70,60,2025-11-08T02:09:54Z,4270000,False,2.0,8.0,1,right,Z. Risacher running alley-oop DUNK (16 PTS) (J. Johnson 3 AST),"[1642258, 1630552]",1610612737.0,ATL,running alley-oop,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.89,Made,16.0,,,,,,,,,,,,,,,J. Johnson,1630552.0,3.0
432,PT06M04.00S,2025-11-08T02:10:00.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,6.521024967148489,49.50980392156863,1610612761,70,62,2025-11-08T02:10:06Z,4290000,False,2.0,9.0,1,left,R. Barrett cutting DUNK (9 PTS) (J. Poeltl 1 AST),"[1629628, 1627751]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.91,Made,9.0,,,,,,,,,,,,,,,J. Poeltl,1627751.0,1.0
434,PT05M44.00S,2025-11-08T02:10:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630552,74.06373193166885,14.215686274509803,1610612737,73,62,2025-11-08T02:10:24Z,4310000,False,-179.0,191.0,1,right,J. Johnson 26' 3PT  (16 PTS) (D. Daniels 7 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,26.19,Made,16.0,,,,,,,,,,,,,,,D. Daniels,1630700.0,7.0
437,PT05M29.00S,2025-11-08T02:10:48.0Z,3,REGULAR,foul,personal,[],1630552,,,1610612761,73,62,2025-11-08T02:11:09Z,4340000,False,,,0,,J. Johnson personal FOUL (2 PF),"[1630552, 1630567]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2534.0,2.0,0.0,Barnes,1630567.0,,,
439,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,out,[],1630700,,,1610612761,73,62,2025-11-08T02:11:11Z,4360000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,out,[],204001,,,1610612761,73,62,2025-11-08T02:11:11Z,4370000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,out,[],1642258,,,1610612761,73,62,2025-11-08T02:11:11Z,4380000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,73,62,2025-11-08T02:11:11Z,4390000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,73,62,2025-11-08T02:11:11Z,4400000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,in,[],1631243,,,1610612761,73,62,2025-11-08T02:11:11Z,4410000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,in,[],1630168,,,1610612761,73,62,2025-11-08T02:11:11Z,4420000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,in,[],1630249,,,1610612761,73,62,2025-11-08T02:11:11Z,4430000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,in,[],1642867,,,1610612761,73,62,2025-11-08T02:11:11Z,4440000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M29.00S,2025-11-08T02:10:55.2Z,3,REGULAR,substitution,in,[],1630572,,,1610612761,73,62,2025-11-08T02:11:11Z,4450000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M20.00S,2025-11-08T02:11:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.821944809461236,48.28431372549019,1610612761,73,64,2025-11-08T02:11:27Z,4460000,False,9.0,115.0,1,left,B. Ingram 11' pullup Jump Shot (18 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.53,Made,18.0,,,,,,,,,,,,,,,,,
451,PT04M58.00S,2025-11-08T02:11:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,88.64980289093299,45.588235294117645,1610612737,73,64,2025-11-08T02:21:36Z,4480000,False,-22.0,54.0,1,right,MISS J. Johnson floating Shot,[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,,
452,PT04M53.00S,2025-11-08T02:11:46.5Z,3,REGULAR,rebound,offensive,[],1631243,,,1610612737,73,64,2025-11-08T02:11:49Z,4490000,False,,,0,,M. Gueye REBOUND (Off:2 Def:3),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,451.0,5.0,3.0,2.0,,,,,,,,,,,,,
453,PT04M52.00S,2025-11-08T02:11:47.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,70.64717477003943,72.79411764705883,1610612737,73,64,2025-11-08T02:11:51Z,4500000,False,114.0,223.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,25.08,Missed,,,,,,,,,,,,,,,,,,
454,PT04M52.00S,2025-11-08T02:11:47.4Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,73,64,2025-11-08T02:11:51Z,4510000,False,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,453.0,4.0,3.0,1.0,,,,,,,,,,,,,
455,PT04M35.00S,2025-11-08T02:12:04.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,6.389618922470433,49.50980392156863,1610612761,73,66,2025-11-08T02:12:11Z,4520000,False,2.0,8.0,1,left,S. Mamukelashvili cutting DUNK (11 PTS) (I. Quickley 4 AST),"[1630572, 1630193]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.8,Made,11.0,,,,,,,,,,,,,,,I. Quickley,1630193.0,4.0
457,PT04M21.00S,2025-11-08T02:12:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,82.7365308804205,42.40196078431372,1610612737,75,66,2025-11-08T02:12:24Z,4540000,False,-38.0,110.0,1,right,N. Alexander-Walker 11' step back Jump Shot (18 PTS),[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,18.0,,,,,,,,,,,,,,,,,
458,PT04M07.00S,2025-11-08T02:12:33.5Z,3,REGULAR,2pt,Jump Shot,[],1642867,8.623521681997373,87.5,1610612761,75,66,2025-11-08T02:12:38Z,4550000,False,-188.0,29.0,1,left,MISS C. Murray-Boyles 18' Jump Shot,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Left,18.97,Missed,,,,,,,,,,,,,,,,,,
459,PT04M04.00S,2025-11-08T02:12:36.5Z,3,REGULAR,rebound,defensive,[],1631243,,,1610612737,75,66,2025-11-08T02:12:38Z,4560000,False,,,0,,M. Gueye REBOUND (Off:2 Def:4),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Left,,,,458.0,6.0,4.0,2.0,,,,,,,,,,,,,
460,PT03M56.00S,2025-11-08T02:12:44.2Z,3,REGULAR,3pt,Jump Shot,[],1631243,92.85479632063075,96.56862745098039,1610612737,75,66,2025-11-08T02:12:49Z,4570000,False,233.0,15.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
461,PT03M52.00S,2025-11-08T02:12:48.2Z,3,REGULAR,rebound,offensive,[],1631243,,,1610612737,75,66,2025-11-08T02:12:49Z,4580000,False,,,0,,M. Gueye REBOUND (Off:3 Def:4),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,460.0,7.0,4.0,3.0,,,,,,,,,,,,,
462,PT03M40.00S,2025-11-08T02:13:02.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631243,92.72339027595268,15.441176470588236,1610612737,75,66,2025-11-08T02:13:28Z,4590000,False,-173.0,16.0,1,right,MISS M. Gueye 17' pullup Shot,[1631243],1610612737.0,ATL,pullup,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Left,17.35,Missed,,,,,,,,,,,,,,,,,,
463,PT03M39.00S,2025-11-08T02:13:03.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,75,66,2025-11-08T02:13:28Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left,,,,462.0,,,,,,,,,,,,,,,,
464,PT03M39.00S,2025-11-08T02:13:06.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,75,66,2025-11-08T02:13:16Z,4610000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,,,,,,,
465,PT03M39.00S,2025-11-08T02:13:09.1Z,3,REGULAR,substitution,out,[],1630552,,,1610612761,75,66,2025-11-08T02:13:19Z,4620000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M39.00S,2025-11-08T02:13:09.1Z,3,REGULAR,substitution,out,[],1630193,,,1610612761,75,66,2025-11-08T02:13:19Z,4630000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M39.00S,2025-11-08T02:13:09.1Z,3,REGULAR,substitution,out,[],1629628,,,1610612761,75,66,2025-11-08T02:13:19Z,4640000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M39.00S,2025-11-08T02:13:09.1Z,3,REGULAR,substitution,in,[],1630811,,,1610612761,75,66,2025-11-08T02:13:19Z,4650000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M39.00S,2025-11-08T02:13:09.1Z,3,REGULAR,substitution,in,[],1641711,,,1610612761,75,66,2025-11-08T02:13:19Z,4660000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M39.00S,2025-11-08T02:13:09.1Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,75,66,2025-11-08T02:13:19Z,4670000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M29.00S,2025-11-08T02:13:35.6Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612761,75,66,2025-11-08T02:13:59Z,4680000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Mamukelashvili 2 FT),"[1630168, 1630572]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,2.0,0.0,Mamukelashvili,1630572.0,,,
473,PT03M29.00S,2025-11-08T02:14:00.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630572,,,1610612761,75,67,2025-11-08T02:14:15Z,4700000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (12 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
474,PT03M29.00S,2025-11-08T02:14:01.1Z,3,REGULAR,substitution,out,[],1629638,,,1610612761,75,67,2025-11-08T02:14:07Z,4710000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M29.00S,2025-11-08T02:14:01.1Z,3,REGULAR,substitution,in,[],1630700,,,1610612761,75,67,2025-11-08T02:14:07Z,4720000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M29.00S,2025-11-08T02:14:00.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630572,,,1610612761,75,67,2025-11-08T02:14:15Z,4730000,False,,,0,,MISS S. Mamukelashvili Free Throw 2 of 2,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
477,PT03M26.00S,2025-11-08T02:14:03.1Z,3,REGULAR,rebound,defensive,[],1630811,,,1610612737,75,67,2025-11-08T02:14:15Z,4740000,False,,,0,,K. Wallace REBOUND (Off:0 Def:3),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,476.0,3.0,3.0,0.0,,,,,,,,,,,,,
478,PT03M18.00S,2025-11-08T02:14:22.0Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612737,75,67,2025-11-08T02:14:28Z,4750000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"[1630700, 1630572]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,Mamukelashvili,1630572.0,,,,,,,,,,
479,PT03M18.00S,2025-11-08T02:14:22.0Z,3,REGULAR,steal,,[],1630572,,,1610612761,75,67,2025-11-08T02:14:24Z,4760000,False,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
480,PT03M13.00S,2025-11-08T02:14:27.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630572,7.703679369250986,46.568627450980394,1610612761,75,67,2025-11-08T02:25:46Z,4770000,False,17.0,20.0,1,left,MISS S. Mamukelashvili driving Layup,[1630572],1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
481,PT03M11.00S,2025-11-08T02:14:29.8Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,75,67,2025-11-08T02:14:34Z,4780000,False,,,0,,D. Daniels REBOUND (Off:2 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,480.0,4.0,2.0,2.0,,,,,,,,,,,,,
482,PT03M04.00S,2025-11-08T02:14:36.3Z,3,REGULAR,3pt,Jump Shot,[],1630249,76.2976346911958,10.53921568627451,1610612737,75,67,2025-11-08T02:26:51Z,4790000,False,-197.0,170.0,1,right,MISS V. Krejčí 26' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
483,PT03M01.00S,2025-11-08T02:14:39.3Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612761,75,67,2025-11-08T02:14:45Z,4800000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,482.0,5.0,3.0,2.0,,,,,,,,,,,,,
484,PT02M47.00S,2025-11-08T02:14:53.7Z,3,REGULAR,3pt,Jump Shot,[],1642867,9.017739816031538,95.09803921568627,1610612761,75,70,2025-11-08T02:14:59Z,4810000,False,-225.0,32.0,1,left,C. Murray-Boyles 3PT  (3 PTS) (J. Shead 2 AST),"[1642867, 1642347]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Left Corner 3,24+ Left,22.78,Made,3.0,,,,,,,,,,,,,,,J. Shead,1642347.0,2.0
486,PT02M27.00S,2025-11-08T02:15:13.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.51182654402102,46.32352941176471,1610612737,75,70,2025-11-08T02:15:23Z,4830000,False,-18.0,8.0,1,right,MISS D. Daniels Layup - blocked,"[1630700, 1642867]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,Murray-Boyles,1642867.0,,,,,,,,
487,PT02M27.00S,2025-11-08T02:15:13.7Z,3,REGULAR,block,,[],1642867,,,1610612737,75,70,2025-11-08T02:15:16Z,4840000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT02M24.00S,2025-11-08T02:15:16.7Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,75,70,2025-11-08T02:15:16Z,4850000,False,,,0,,D. Daniels REBOUND (Off:3 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,486.0,5.0,2.0,3.0,,,,,,,,,,,,,
489,PT02M21.00S,2025-11-08T02:15:19.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630811,70.90998685939553,72.30392156862744,1610612737,75,70,2025-11-08T02:15:26Z,4860000,False,112.0,221.0,1,right,MISS K. Wallace 24' pullup 3PT,[1630811],1610612737.0,ATL,pullup,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
490,PT02M21.00S,2025-11-08T02:15:19.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,75,70,2025-11-08T02:15:26Z,4870000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,489.0,,,,,,,,,,,,,,,,
492,PT02M19.00S,2025-11-08T02:15:27.6Z,3,REGULAR,substitution,out,[],1627742,,,1610612761,75,70,2025-11-08T02:15:31Z,4890000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M19.00S,2025-11-08T02:15:27.6Z,3,REGULAR,substitution,in,[],1630567,,,1610612761,75,70,2025-11-08T02:15:31Z,4900000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M01.00S,2025-11-08T02:15:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.178055190538765,44.11764705882353,1610612761,75,70,2025-11-08T02:29:01Z,4910000,False,29.0,15.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
495,PT01M58.00S,2025-11-08T02:15:57.4Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,75,70,2025-11-08T02:15:59Z,4920000,False,,,0,,D. Daniels REBOUND (Off:3 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,494.0,6.0,3.0,3.0,,,,,,,,,,,,,
496,PT01M53.00S,2025-11-08T02:16:02.8Z,3,REGULAR,turnover,bad pass,[],1630249,,,1610612737,75,70,2025-11-08T02:16:10Z,4930000,False,,,0,,V. Krejčí bad pass TURNOVER (1 TO),"[1630249, 1641711]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Dick,1641711.0,,,,,,,,,,
