actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
614,PT05M35.00S,2022-10-23T02:49:18.9Z,4,REGULAR,rebound,defensive,[],1630702,,,1610612742,122,83,2022-10-23T02:49:20Z,6050000,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,,,,,,,,,613.0,1.0,1.0,0.0,,,,,,,,
615,PT05M27.00S,2022-10-23T02:49:25.8Z,4,REGULAR,2pt,Jump Shot,[],1630702,79.58278580814718,62.5,1610612742,122,83,2022-10-23T03:12:23Z,6060000,62.0,139.0,1,right,MISS J. Hardy 15' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Center,,,15.28,Missed,,,,,,,,,,,,,,,,
616,PT05M27.00S,2022-10-23T02:49:25.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,122,83,2022-10-23T02:49:43Z,6070000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,615.0,,,,,,,,,,,
617,PT05M27.00S,2022-10-23T02:49:31.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631246,,,1610612742,122,83,2022-10-23T02:49:39Z,6080000,,,0,,V. Williams Jr. loose ball personal FOUL (1 PF) (Powell 2 FT),"[1631246, 203939]",1610612763.0,MEM,loose ball,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,1.0,0.0,Powell,203939.0,,,,
619,PT05M27.00S,2022-10-23T02:49:55.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203939,,,1610612742,122,83,2022-10-23T02:49:55Z,6100000,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
620,PT05M27.00S,2022-10-23T02:49:55.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,122,83,2022-10-23T02:49:55Z,6110000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,619.0,,,,,,,,,,,
621,PT05M27.00S,2022-10-23T02:50:08.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203939,,,1610612742,123,83,2022-10-23T02:50:08Z,6120000,,,0,,D. Powell Free Throw 2 of 2 (1 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
622,PT05M20.00S,2022-10-23T02:50:20.9Z,4,REGULAR,foul,personal,[],1630182,,,1610612763,123,83,2022-10-23T02:50:40Z,6130000,,,0,,J. Green personal FOUL (4 PF),"[1630182, 1631223]",1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,1193.0,,,,,,,,,,,,4.0,0.0,Roddy,1631223.0,,,,
624,PT05M20.00S,2022-10-23T02:50:45.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630182,,,1610612763,123,83,2022-10-23T02:51:13Z,6150000,,,0,,J. Green away-from-play personal FOUL (5 PF) (Chandler 1 FT),"[1630182, 1631113]",1610612742.0,DAL,away-from-play,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,1179.0,,,,,,,,,,,,5.0,0.0,Chandler,1631113.0,,,,
626,PT05M20.00S,2022-10-23T02:51:05.9Z,4,REGULAR,freethrow,1 of 1,[],1631113,,,1610612763,123,83,2022-10-23T02:51:25Z,6170000,,,0,,MISS K. Chandler away-from-play Free Throw 1 of 1,[1631113],1610612763.0,MEM,away-from-play,,,Chandler,K. Chandler,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
629,PT05M20.00S,2022-10-23T02:51:05.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,123,83,2022-10-23T02:51:25Z,6180000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,626.0,,,,,,,,,,,
628,PT05M14.00S,2022-10-23T02:51:23.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631254,5.732588699080158,50.98039215686274,1610612763,123,85,2022-10-23T02:51:29Z,6190000,-5.0,1.0,1,left,K. Lofton Jr. driving Layup (4 PTS),[1631254],1610612763.0,MEM,driving,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,,,0.51,Made,4.0,,,,,,,,,,,,,,,
630,PT04M58.00S,2022-10-23T02:51:42.6Z,4,REGULAR,turnover,traveling,[],1630702,,,1610612742,123,85,2022-10-23T02:51:50Z,6200000,,,0,,J. Hardy traveling TURNOVER (1 TO),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Left,1626301.0,1.0,,,,,,,,,,,,,,,,,,
632,PT04M58.00S,2022-10-23T02:52:14.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,123,85,2022-10-23T02:52:14Z,6220000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT04M58.00S,2022-10-23T02:52:24.6Z,4,REGULAR,substitution,out,[],1630182,,,1610612763,123,85,2022-10-23T02:54:34Z,6230000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT04M58.00S,2022-10-23T02:52:24.6Z,4,REGULAR,substitution,in,[],1630593,,,1610612763,123,85,2022-10-23T02:54:34Z,6240000,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M39.00S,2022-10-23T02:55:21.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630214,11.908672798948752,29.411764705882355,1610612763,123,87,2022-10-23T02:55:25Z,6250000,103.0,59.0,1,left,X. Tillman 11' driving floating Jump Shot (2 PTS) (K. Chandler 1 AST),"[1630214, 1631113]",1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Right,,,11.88,Made,2.0,K. Chandler,1631113.0,1.0,,,,,,,,,,,,
638,PT04M25.00S,2022-10-23T02:55:34.4Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631246,,,1610612742,123,87,2022-10-23T02:55:46Z,6270000,,,0,,V. Williams Jr. shooting personal FOUL (2 PF) (Hardaway Jr. 3 FT),"[1631246, 203501]",1610612763.0,MEM,shooting,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,1179.0,,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,
640,PT04M25.00S,2022-10-23T02:56:05.5Z,4,REGULAR,freethrow,1 of 3,[],203501,,,1610612742,124,87,2022-10-23T02:56:05Z,6290000,,,0,,T. Hardaway Jr. Free Throw 1 of 3 (14 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
641,PT04M25.00S,2022-10-23T02:56:18.9Z,4,REGULAR,freethrow,2 of 3,[],203501,,,1610612742,125,87,2022-10-23T02:56:18Z,6300000,,,0,,T. Hardaway Jr. Free Throw 2 of 3 (15 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
642,PT04M25.00S,2022-10-23T02:56:34.7Z,4,REGULAR,freethrow,3 of 3,[],203501,,,1610612742,126,87,2022-10-23T02:56:34Z,6310000,,,0,,T. Hardaway Jr. Free Throw 3 of 3 (16 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
643,PT04M17.00S,2022-10-23T02:56:49.4Z,4,REGULAR,turnover,out-of-bounds,[],1631113,,,1610612763,126,87,2022-10-23T02:56:56Z,6320000,,,0,,K. Chandler bad pass out-of-bounds TURNOVER (1 TO),[1631113],1610612763.0,MEM,bad pass,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,1179.0,1.0,,,,,,,,,,,,,,,,,,
644,PT04M17.00S,2022-10-23T02:56:52.0Z,4,REGULAR,substitution,out,[],203501,,,1610612742,126,87,2022-10-23T02:56:54Z,6330000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M17.00S,2022-10-23T02:56:52.0Z,4,REGULAR,substitution,in,[],1628416,,,1610612742,126,87,2022-10-23T02:56:54Z,6340000,,,0,,SUB in: T. Dorsey,[1628416],1610612742.0,DAL,,,,Dorsey,T. Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M11.00S,2022-10-23T02:57:18.7Z,4,REGULAR,foul,offensive,['inpenalty'],203939,,,1610612742,126,87,2022-10-23T02:57:26Z,6350000,,,0,,D. Powell off-the-ball offensive FOUL (2 PF),"[203939, 1630214]",1610612742.0,DAL,off-the-ball,,,Powell,D. Powell,,,,,Mid-Range,16-24 Left Center,1193.0,,,,,,,,,,,,2.0,0.0,Tillman,1630214.0,,,,
648,PT04M11.00S,2022-10-23T02:57:18.7Z,4,REGULAR,turnover,offensive foul,[],203939,,,1610612742,126,87,2022-10-23T02:57:18Z,6370000,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Left Center,1193.0,1.0,,,,,,,,,,,,,,,,,,
649,PT04M00.00S,2022-10-23T02:57:37.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631113,7.440867279894875,47.05882352941176,1610612763,126,87,2022-10-23T02:57:41Z,6380000,15.0,17.0,1,left,MISS K. Chandler driving Layup - blocked,"[1631113, 203939]",1610612763.0,MEM,driving,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,,,2.28,Missed,,,,,,,,,,,,,Powell,203939.0,,
650,PT04M00.00S,2022-10-23T02:57:37.2Z,4,REGULAR,block,,[],203939,,,1610612763,126,87,2022-10-23T02:57:39Z,6390000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT03M58.00S,2022-10-23T02:57:39.2Z,4,REGULAR,rebound,defensive,[],1630593,,,1610612742,126,87,2022-10-23T02:57:41Z,6400000,,,0,,M. Wright IV REBOUND (Off:0 Def:1),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Restricted Area,0-8 Center,,,,,,,,,649.0,1.0,1.0,0.0,,,,,,,,
652,PT03M55.00S,2022-10-23T02:57:43.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628416,94.1688567674113,94.85294117647058,1610612742,129,87,2022-10-23T02:57:48Z,6410000,224.0,2.0,1,right,T. Dorsey 3PT  (3 PTS) (T. Pinson 1 AST),"[1628416, 1629033]",1610612742.0,DAL,,,,Dorsey,T. Dorsey,,,,,Right Corner 3,24+ Right,,,22.43,Made,3.0,T. Pinson,1629033.0,1.0,,,,,,,,,,,,
654,PT03M28.00S,2022-10-23T02:58:08.4Z,4,REGULAR,2pt,Jump Shot,[],1631254,13.485545335085414,75.24509803921569,1610612763,129,87,2022-10-23T02:58:14Z,6430000,-126.0,74.0,1,left,MISS K. Lofton Jr. 14' Jump Shot,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,8-16 Left,,,14.64,Missed,,,,,,,,,,,,,,,,
655,PT03M26.00S,2022-10-23T02:58:10.4Z,4,REGULAR,rebound,defensive,[],1629033,,,1610612742,129,87,2022-10-23T02:58:14Z,6440000,,,0,,T. Pinson REBOUND (Off:0 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Mid-Range,8-16 Left,,,,,,,,,654.0,1.0,1.0,0.0,,,,,,,,
656,PT03M16.00S,2022-10-23T02:58:22.1Z,4,REGULAR,3pt,Jump Shot,[],1630702,67.23061760840999,55.392156862745104,1610612742,129,87,2022-10-23T02:58:26Z,6450000,27.0,256.0,1,right,MISS J. Hardy 25' step back 3PT,[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,,,25.69,Missed,,,,,,,,,,,,,,,,
657,PT03M12.00S,2022-10-23T02:58:26.1Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,129,87,2022-10-23T02:58:26Z,6460000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,,,,,,,656.0,2.0,1.0,1.0,,,,,,,,
658,PT03M05.00S,2022-10-23T02:58:32.0Z,4,REGULAR,2pt,Jump Shot,[],1630214,15.193823915900131,30.88235294117647,1610612763,129,89,2022-10-23T02:58:37Z,6470000,96.0,90.0,1,left,X. Tillman 13' floating Jump Shot (4 PTS) (K. Chandler 2 AST),"[1630214, 1631113]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Right,,,13.15,Made,4.0,K. Chandler,1631113.0,2.0,,,,,,,,,,,,
660,PT02M51.00S,2022-10-23T02:58:45.8Z,4,REGULAR,2pt,Jump Shot,[],1628416,76.82325886990802,64.2156862745098,1610612742,131,89,2022-10-23T02:58:49Z,6490000,71.0,165.0,1,right,T. Dorsey 18' pullup Jump Shot (5 PTS) (M. Wright IV 1 AST),"[1628416, 1630593]",1610612742.0,DAL,pullup,,,Dorsey,T. Dorsey,,,,,Mid-Range,16-24 Right Center,,,18.0,Made,5.0,M. Wright IV,1630593.0,1.0,,,,,,,,,,,,
662,PT02M34.00S,2022-10-23T02:59:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,5.732588699080158,46.81372549019608,1610612763,131,91,2022-10-23T02:59:10Z,6510000,16.0,1.0,1,left,D. Roddy driving Layup (10 PTS) (K. Lofton Jr. 1 AST),"[1631223, 1631254]",1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,1.6,Made,10.0,K. Lofton Jr.,1631254.0,1.0,,,,,,,,,,,,
664,PT02M16.00S,2022-10-23T02:59:20.9Z,4,REGULAR,3pt,Jump Shot,[],1630702,89.96386333771353,5.637254901960785,1610612742,131,91,2022-10-23T02:59:29Z,6530000,-222.0,42.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,,,22.57,Missed,,,,,,,,,,,,,,,,
665,PT02M12.00S,2022-10-23T02:59:24.9Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,131,91,2022-10-23T02:59:29Z,6540000,,,0,,D. Roddy REBOUND (Off:0 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,,,,,,,,664.0,2.0,2.0,0.0,,,,,,,,
666,PT02M07.00S,2022-10-23T02:59:30.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630214,25.837713534822605,81.37254901960785,1610612763,131,94,2022-10-23T03:05:33Z,6550000,-157.0,190.0,1,left,X. Tillman 24' 3PT running (7 PTS) (D. Roddy 1 AST),"[1630214, 1631223]",1610612763.0,MEM,running,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,24.67,Made,7.0,D. Roddy,1631223.0,1.0,,,,,,,,,,,,
668,PT01M47.00S,2022-10-23T02:59:51.8Z,4,REGULAR,2pt,Jump Shot,[],1630593,81.8166885676741,74.01960784313727,1610612742,133,94,2022-10-23T02:59:56Z,6570000,120.0,118.0,1,right,M. Wright IV 16' step back Jump Shot (2 PTS),[1630593],1610612742.0,DAL,step back,,,Wright IV,M. Wright IV,,,,,Mid-Range,16-24 Right Center,,,16.86,Made,2.0,,,,,,,,,,,,,,,
669,PT01M28.00S,2022-10-23T03:00:12.0Z,4,REGULAR,3pt,Jump Shot,[],1631246,27.414586070959263,16.911764705882355,1610612763,133,94,2022-10-23T03:00:17Z,6580000,165.0,205.0,1,left,MISS V. Williams Jr. 26' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,26.36,Missed,,,,,,,,,,,,,,,,
670,PT01M25.00S,2022-10-23T03:00:15.0Z,4,REGULAR,rebound,defensive,[],1628416,,,1610612742,133,94,2022-10-23T03:00:17Z,6590000,,,0,,T. Dorsey REBOUND (Off:0 Def:1),[1628416],1610612742.0,DAL,,,,Dorsey,T. Dorsey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,669.0,1.0,1.0,0.0,,,,,,,,
671,PT01M17.00S,2022-10-23T03:00:26.9Z,4,REGULAR,turnover,out-of-bounds,[],1630702,,,1610612742,133,94,2022-10-23T03:02:17Z,6600000,,,0,,J. Hardy step out-of-bounds TURNOVER (2 TO),[1630702],1610612742.0,DAL,step,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Left,1626301.0,2.0,,,,,,,,,,,,,,,,,,
672,PT01M09.00S,2022-10-23T03:00:43.2Z,4,REGULAR,turnover,lost ball,[],1631113,,,1610612763,133,94,2022-10-23T03:00:57Z,6610000,,,0,,K. Chandler lost ball TURNOVER (2 TO),"[1631113, 1630593]",1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,,,Wright IV,1630593.0
673,PT01M09.00S,2022-10-23T03:00:43.2Z,4,REGULAR,steal,,[],1630593,,,1610612742,133,94,2022-10-23T03:00:45Z,6620000,,,0,,M. Wright IV STEAL (1 STL),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
674,PT01M06.00S,2022-10-23T03:00:46.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630593,94.69448094612353,54.166666666666664,1610612742,133,94,2022-10-23T03:06:44Z,6630000,21.0,-3.0,1,right,MISS M. Wright IV running Layup - blocked,"[1630593, 1631113]",1610612742.0,DAL,running,,,Wright IV,M. Wright IV,,,,,Restricted Area,0-8 Center,,,2.1,Missed,,,,,,,,,,,,,Chandler,1631113.0,,
675,PT01M06.00S,2022-10-23T03:00:46.6Z,4,REGULAR,block,,[],1631113,,,1610612742,133,94,2022-10-23T03:00:48Z,6640000,,,0,,K. Chandler BLOCK (1 BLK),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
676,PT01M05.00S,2022-10-23T03:00:47.6Z,4,REGULAR,rebound,offensive,[],1630593,,,1610612742,133,94,2022-10-23T03:01:02Z,6650000,,,0,,M. Wright IV REBOUND (Off:1 Def:1),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Restricted Area,0-8 Center,,,,,,,,,674.0,2.0,1.0,1.0,,,,,,,,
677,PT01M05.00S,2022-10-23T03:00:50.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630593,94.56307490144546,51.9607843137255,1610612742,133,94,2022-10-23T03:07:08Z,6660000,10.0,-1.0,1,right,MISS M. Wright IV Layup - blocked,"[1630593, 1631113]",1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Restricted Area,0-8 Center,,,0.99,Missed,,,,,,,,,,,,,Chandler,1631113.0,,
678,PT01M05.00S,2022-10-23T03:00:50.9Z,4,REGULAR,block,,[],1631113,,,1610612742,133,94,2022-10-23T03:00:52Z,6670000,,,0,,K. Chandler BLOCK (2 BLK),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
679,PT01M05.00S,2022-10-23T03:00:50.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,133,94,2022-10-23T03:01:04Z,6680000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,677.0,,,,,,,,,,,
681,PT01M00.00S,2022-10-23T03:01:11.7Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover', '2ndchance']",1628416,92.79319973718792,8.846507352941178,1610612742,135,94,2022-10-23T03:02:52Z,6700000,-206.0,15.0,1,right,T. Dorsey 20' Jump Shot (7 PTS) (M. Wright IV 2 AST),"[1628416, 1630593]",1610612742.0,DAL,,,,Dorsey,T. Dorsey,,,,,Mid-Range,16-24 Left,,,20.64,Made,7.0,M. Wright IV,1630593.0,2.0,,,,,,,,,,,,
683,PT00M47.80S,2022-10-23T03:01:25.2Z,4,REGULAR,3pt,Jump Shot,[],1631246,14.799605781865965,95.09803921568627,1610612763,135,94,2022-10-23T03:01:32Z,6720000,-225.0,87.0,1,left,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,,,24.16,Missed,,,,,,,,,,,,,,,,
684,PT00M45.90S,2022-10-23T03:01:27.1Z,4,REGULAR,rebound,offensive,[],1631223,,,1610612763,135,94,2022-10-23T03:01:32Z,6730000,,,0,,D. Roddy REBOUND (Off:1 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,,,,,,,,683.0,3.0,2.0,1.0,,,,,,,,
685,PT00M45.00S,2022-10-23T03:01:31.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631223,5.590000152587891,50.0,1610612763,135,96,2022-10-23T03:12:35Z,6740000,0.0,0.0,1,left,D. Roddy tip Layup (12 PTS),[1631223],1610612763.0,MEM,tip,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,0.0,Made,12.0,,,,,,,,,,,,,,,
686,PT00M25.50S,2022-10-23T03:01:52.1Z,4,REGULAR,3pt,Jump Shot,[],1630593,71.04139290407359,23.03921568627451,1610612742,135,96,2022-10-23T03:10:49Z,6750000,-135.0,220.0,1,right,MISS M. Wright IV 25' pullup 3PT,[1630593],1610612742.0,DAL,pullup,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,,,25.78,Missed,,,,,,,,,,,,,,,,
687,PT00M22.40S,2022-10-23T03:01:55.9Z,4,REGULAR,rebound,offensive,[],1628416,,,1610612742,135,96,2022-10-23T03:01:55Z,6760000,,,0,,T. Dorsey REBOUND (Off:1 Def:1),[1628416],1610612742.0,DAL,,,,Dorsey,T. Dorsey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,686.0,2.0,1.0,1.0,,,,,,,,
688,PT00M22.30S,2022-10-23T03:02:00.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628416,73.53810775295663,42.64705882352941,1610612742,137,96,2022-10-23T03:11:09Z,6770000,-37.0,196.0,1,right,T. Dorsey 19' pullup Jump Shot (9 PTS),[1628416],1610612742.0,DAL,pullup,,,Dorsey,T. Dorsey,,,,,Mid-Range,16-24 Center,,,19.96,Made,9.0,,,,,,,,,,,,,,,
689,PT00M07.80S,2022-10-23T03:02:14.6Z,4,REGULAR,3pt,Jump Shot,[],1630214,7.30946123521682,2.696078431372549,1610612763,137,96,2022-10-23T03:02:55Z,6780000,237.0,16.0,1,left,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,,,23.71,Missed,,,,,,,,,,,,,,,,
690,PT00M07.80S,2022-10-23T03:02:14.6Z,4,REGULAR,rebound,defensive,[],1629033,,,1610612742,137,96,2022-10-23T03:02:55Z,6790000,,,0,,T. Pinson REBOUND (Off:0 Def:2),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Right Corner 3,24+ Right,,,,,,,,,689.0,2.0,2.0,0.0,,,,,,,,
691,PT00M00.00S,2022-10-23T03:02:50.4Z,4,REGULAR,period,end,[],0,,,1610612742,137,96,2022-10-23T03:02:50Z,6800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M00.00S,2022-10-23T03:03:11.5Z,4,REGULAR,game,end,[],0,,,0,137,96,2022-10-23T03:03:11Z,6810000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
