actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
618,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,in,[],1631204,,,1610612755,85,109,2026-04-05T01:15:03Z,6040000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
619,PT03M08.00S,2026-04-05T01:14:52.9Z,4,REGULAR,substitution,in,[],1628989,,,1610612755,85,109,2026-04-05T01:15:03Z,6050000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
620,PT02M53.00S,2026-04-05T01:15:22.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,85.3646517739816,44.85294117647059,1610612755,87,109,2026-04-05T01:16:25Z,6060000,False,-26.0,85.0,1,right,T. Watford 8' driving floating Jump Shot (2 PTS),[1630570],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Watford,T. Watford,,,,,Made,2.0,8.89,,,,,,,,,,,
621,PT02M31.00S,2026-04-05T01:15:43.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,5.732588699080158,50.0,1610612765,87,111,2026-04-05T01:15:48Z,6070000,False,0.0,1.0,1,left,A. Thompson driving finger roll Layup (14 PTS) (K. Huerter 5 AST),"[1641709, 1628989]",1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,Made,14.0,0.14,K. Huerter,1628989.0,5.0,,,,,,,,
623,PT02M20.00S,2026-04-05T01:15:54.9Z,4,REGULAR,turnover,lost ball,[],1631230,,,1610612755,87,111,2026-04-05T01:15:58Z,6090000,False,,,0,,D. Barlow lost ball TURNOVER (2 TO),"[1631230, 1641709]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Barlow,D. Barlow,,,,,,,,,,,,,,,Thompson,1641709.0,,
624,PT02M20.00S,2026-04-05T01:15:54.9Z,4,REGULAR,steal,,[],1641709,,,1610612765,87,111,2026-04-05T01:15:57Z,6100000,False,,,0,,A. Thompson STEAL (3 STL),[1641709],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
625,PT02M10.00S,2026-04-05T01:16:04.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630194,6.258212877792378,46.32352941176471,1610612765,87,113,2026-04-05T01:18:21Z,6110000,False,18.0,6.0,1,left,P. Reed driving Layup (10 PTS) (K. Huerter 6 AST),"[1630194, 1628989]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,,,Reed,P. Reed,,,,,Made,10.0,1.94,K. Huerter,1628989.0,6.0,,,,,,,,
627,PT02M06.00S,2026-04-05T01:16:11.8Z,4,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612755,87,113,2026-04-05T01:16:25Z,6130000,False,,,0,,P. Reed shooting personal FOUL (4 PF) (Watford 2 FT),"[1630194, 1630570]",1610612765.0,DET,shooting,,,,,,Mid-Range,8-16 Center,200834.0,,Reed,P. Reed,4.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,
629,PT02M06.00S,2026-04-05T01:16:35.9Z,4,REGULAR,freethrow,1 of 2,[],1630570,,,1610612755,88,113,2026-04-05T01:16:35Z,6150000,False,,,0,,T. Watford Free Throw 1 of 2 (3 PTS),[1630570],1610612755.0,PHI,,,,,,,,,,,Watford,T. Watford,,,,,Made,3.0,,,,,,,,,,,,
630,PT02M06.00S,2026-04-05T01:16:38.1Z,4,REGULAR,substitution,out,[],1641709,,,1610612755,88,113,2026-04-05T01:16:40Z,6160000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
631,PT02M06.00S,2026-04-05T01:16:38.1Z,4,REGULAR,substitution,in,[],1642404,,,1610612755,88,113,2026-04-05T01:16:40Z,6170000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,,,,,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,
632,PT02M06.00S,2026-04-05T01:16:56.2Z,4,REGULAR,freethrow,2 of 2,[],1630570,,,1610612755,89,113,2026-04-05T01:16:56Z,6180000,False,,,0,,T. Watford Free Throw 2 of 2 (4 PTS),[1630570],1610612755.0,PHI,,,,,,,,,,,Watford,T. Watford,,,,,Made,4.0,,,,,,,,,,,,
633,PT01M50.00S,2026-04-05T01:17:12.2Z,4,REGULAR,turnover,bad pass,[],1630194,,,1610612765,89,113,2026-04-05T01:17:16Z,6190000,False,,,0,,P. Reed bad pass TURNOVER (1 TO),"[1630194, 1642348]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Reed,P. Reed,,,,,,,,,,,,,,,Edwards,1642348.0,,
634,PT01M50.00S,2026-04-05T01:17:12.2Z,4,REGULAR,steal,,[],1642348,,,1610612755,89,113,2026-04-05T01:17:13Z,6200000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
635,PT01M45.00S,2026-04-05T01:17:18.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631230,93.24901445466492,48.77450980392157,1610612755,91,113,2026-04-05T01:17:25Z,6210000,False,-6.0,11.0,1,right,D. Barlow running DUNK (6 PTS) (T. Watford 1 AST),"[1631230, 1630570]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,,Barlow,D. Barlow,,,,,Made,6.0,1.26,T. Watford,1630570.0,1.0,,,,,,,,
637,PT01M28.00S,2026-04-05T01:17:36.4Z,4,REGULAR,3pt,Jump Shot,[],1641842,29.6484888304862,76.7156862745098,1610612765,91,116,2026-04-05T01:17:42Z,6230000,False,-134.0,226.0,1,left,R. Holland II 26' 3PT  (11 PTS) (M. Sasser 1 AST),"[1641842, 1631204]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Holland II,R. Holland II,,,,,Made,11.0,26.27,M. Sasser,1631204.0,1.0,,,,,,,,
639,PT01M14.00S,2026-04-05T01:17:57.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,92.72339027595268,44.6078431372549,1610612755,93,116,2026-04-05T01:18:02Z,6250000,False,-27.0,16.0,1,right,D. Barlow cutting Layup (8 PTS) (T. Watford 2 AST),"[1631230, 1630570]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,,,Barlow,D. Barlow,,,,,Made,8.0,3.13,T. Watford,1630570.0,2.0,,,,,,,,
641,PT00M55.20S,2026-04-05T01:18:18.1Z,4,REGULAR,2pt,Jump Shot,[],1631204,22.026938239159,38.48039215686275,1610612765,93,116,2026-04-05T01:19:55Z,6270000,False,58.0,155.0,1,left,MISS M. Sasser 16' step back Shot,[1631204],1610612765.0,DET,step back,,,,,,Mid-Range,16-24 Right Center,,,Sasser,M. Sasser,,,,,Missed,,16.5,,,,,,,,,,,
642,PT00M52.60S,2026-04-05T01:18:20.7Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612755,93,116,2026-04-05T01:18:23Z,6280000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,Watford,T. Watford,,,,,,,,,,,641.0,1.0,1.0,0.0,,,,
643,PT00M39.40S,2026-04-05T01:18:33.8Z,4,REGULAR,turnover,lost ball,[],1630570,,,1610612755,93,116,2026-04-05T01:18:37Z,6290000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1641842]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,1.0,Watford,T. Watford,,,,,,,,,,,,,,,Holland II,1641842.0,,
644,PT00M39.40S,2026-04-05T01:18:33.8Z,4,REGULAR,steal,,[],1641842,,,1610612765,93,116,2026-04-05T01:18:36Z,6300000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
645,PT00M34.70S,2026-04-05T01:18:38.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642404,12.040078843626807,97.05882352941177,1610612765,93,116,2026-04-05T01:18:47Z,6310000,False,-235.0,61.0,1,left,MISS C. Lanier 24' running 3PT,[1642404],1610612765.0,DET,running,,,,,,Left Corner 3,24+ Left,,,Lanier,C. Lanier,,,,,Missed,,24.3,,,,,,,,,,,
646,PT00M31.10S,2026-04-05T01:18:42.1Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,93,116,2026-04-05T01:18:47Z,6320000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Walker,J. Walker,,,,,,,,,,,645.0,1.0,1.0,0.0,,,,
647,PT00M24.80S,2026-04-05T01:18:48.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,82.34231274638634,59.80392156862745,1610612755,93,116,2026-04-05T01:18:56Z,6330000,False,49.0,113.0,1,right,MISS J. Edwards 12' driving floating Shot,[1642348],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Edwards,J. Edwards,,,,,Missed,,12.36,,,,,,,,,,,
648,PT00M22.20S,2026-04-05T01:18:50.9Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,93,116,2026-04-05T01:18:50Z,6340000,False,,,0,,P. Reed REBOUND (Off:2 Def:5),[1630194],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Reed,P. Reed,,,,,,,,,,,647.0,7.0,5.0,2.0,,,,
649,PT00M00.20S,2026-04-05T01:19:19.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612765,93,116,2026-04-05T01:19:24Z,6350000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,200834.0,,,,,,,,,,,,,,,,,,,,,
650,PT00M00.00S,2026-04-05T01:19:34.5Z,4,REGULAR,period,end,[],0,,,1610612755,93,116,2026-04-05T01:19:34Z,6360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M00.00S,2026-04-05T01:19:38.0Z,4,REGULAR,game,end,[],0,,,0,93,116,2026-04-05T01:19:38Z,6370000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
