actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
347,PT00M57.20S,2025-12-24T01:17:15.1Z,2,REGULAR,2pt,Jump Shot,[],1629008,78.13731931668858,48.77450980392157,1610612751,55,58,2025-12-24T01:17:21Z,3410000,False,-6.0,153.0,1,right,MISS M. Porter Jr. 15' fadeaway Shot,[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,15.31,Missed,,,,,,,,,,,,,,,,,,
348,PT00M55.40S,2025-12-24T01:17:16.9Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612751,55,58,2025-12-24T01:17:21Z,3420000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,,,347.0,,,,,,,,,,,,,3.0,2.0,1.0,,
349,PT00M53.40S,2025-12-24T01:17:19.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642874,77.7431011826544,88.48039215686273,1610612751,55,61,2025-12-24T01:17:24Z,3430000,False,192.0,157.0,1,right,D. Wolf 24' 3PT  (3 PTS) (T. Mann 2 AST),"[1642874, 1629611]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,24.81,Made,,,,,,,3.0,T. Mann,1629611.0,2.0,,,,,,,,
351,PT00M39.50S,2025-12-24T01:17:41.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642874,,,1610612755,55,61,2025-12-24T01:17:50Z,3450000,False,,,0,,D. Wolf personal FOUL (2 PF) (George 2 FT),"[1642874, 202331]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Left,,,,1626300.0,2.0,0.0,George,202331.0,,,,,,,,,,,,
353,PT00M39.50S,2025-12-24T01:18:36.8Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,56,61,2025-12-24T01:18:36Z,3470000,False,,,0,,P. George Free Throw 1 of 2 (11 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
354,PT00M39.50S,2025-12-24T01:19:15.2Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,57,61,2025-12-24T01:19:15Z,3480000,False,,,0,,P. George Free Throw 2 of 2 (12 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
355,PT00M31.20S,2025-12-24T01:19:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,94.69448094612353,50.98039215686274,1610612751,57,63,2025-12-24T01:19:35Z,3490000,False,5.0,-3.0,1,right,M. Porter Jr. cutting finger roll Layup (25 PTS) (D. Wolf 2 AST),"[1629008, 1642874]",1610612751.0,BKN,cutting finger roll,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,25.0,D. Wolf,1642874.0,2.0,,,,,,,,
357,PT00M31.20S,2025-12-24T01:19:33.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202331,,,1610612751,57,63,2025-12-24T01:19:39Z,3510000,False,,,0,,P. George shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[202331, 1629008]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,2004.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
359,PT00M31.20S,2025-12-24T01:19:44.0Z,2,REGULAR,substitution,out,[],1642856,,,1610612751,57,63,2025-12-24T01:20:07Z,3530000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M31.20S,2025-12-24T01:19:44.0Z,2,REGULAR,substitution,in,[],1630533,,,1610612751,57,63,2025-12-24T01:20:07Z,3540000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M31.20S,2025-12-24T01:20:21.1Z,2,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,57,63,2025-12-24T01:20:24Z,3550000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 1,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
362,PT00M28.90S,2025-12-24T01:20:23.4Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,57,63,2025-12-24T01:20:24Z,3560000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,361.0,,,,,,,,,,,,,2.0,2.0,0.0,,
363,PT00M28.50S,2025-12-24T01:20:25.8Z,2,REGULAR,turnover,out-of-bounds,[],202331,,,1610612755,57,63,2025-12-24T01:20:30Z,3570000,False,,,0,,P. George lost ball out-of-bounds TURNOVER (3 TO),[202331],1610612755.0,PHI,lost ball,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,1627539.0,,,,,,,,,3.0,,,,,,,
364,PT00M28.50S,2025-12-24T01:20:35.2Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,57,63,2025-12-24T01:20:49Z,3580000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M28.50S,2025-12-24T01:20:35.2Z,2,REGULAR,substitution,in,[],1642856,,,1610612751,57,63,2025-12-24T01:20:49Z,3590000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M05.50S,2025-12-24T01:21:20.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,64.07687253613666,48.529411764705884,1610612751,57,63,2025-12-24T01:26:44Z,3600000,False,-7.0,285.0,1,right,MISS M. Porter Jr. 28' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,28.53,Missed,,,,,,,,,,,,,,,,,,
367,PT00M04.60S,2025-12-24T01:21:21.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,57,63,2025-12-24T01:22:21Z,3610000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,366.0,,,,,,,,,,,,,,,,,
370,PT00M04.50S,2025-12-24T01:21:31.6Z,2,REGULAR,substitution,out,[],1642856,,,1610612751,57,63,2025-12-24T01:21:50Z,3615000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M04.50S,2025-12-24T01:21:31.6Z,2,REGULAR,substitution,in,[],1630533,,,1610612751,57,63,2025-12-24T01:21:50Z,3617500,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M04.50S,2025-12-24T01:21:32.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,57,63,2025-12-24T01:22:36Z,3630000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,,1627539.0,,,,,,,,,,,,,,,,
372,PT00M00.10S,2025-12-24T01:21:55.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642272,28.991458607095925,16.42156862745098,1610612755,57,63,2025-12-24T01:22:07Z,3660000,False,168.0,220.0,1,left,MISS J. McCain 27' 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,27.67,Missed,,,,,,,,,,,,,,,,,,
373,PT00M00.10S,2025-12-24T01:21:55.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,57,63,2025-12-24T01:22:07Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,372.0,,,,,,,,,,,,,,,,,
374,PT00M00.00S,2025-12-24T01:22:36.6Z,2,REGULAR,period,end,[],0,,,1610612755,57,63,2025-12-24T01:22:36Z,3680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,out,['startperiod'],1641737,,,1610612755,57,63,2025-12-24T01:37:09Z,3690000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,out,['startperiod'],1642874,,,1610612755,57,63,2025-12-24T01:37:09Z,3700000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,out,['startperiod'],1630549,,,1610612755,57,63,2025-12-24T01:37:09Z,3710000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612755,57,63,2025-12-24T01:37:09Z,3720000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,in,['startperiod'],1631133,,,1610612755,57,63,2025-12-24T01:37:09Z,3730000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,in,['startperiod'],1641730,,,1610612755,57,63,2025-12-24T01:37:09Z,3740000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612755,57,63,2025-12-24T01:37:09Z,3750000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2025-12-24T01:36:25.9Z,3,REGULAR,substitution,in,['startperiod'],1642856,,,1610612755,57,63,2025-12-24T01:37:09Z,3760000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2025-12-24T01:37:29.4Z,3,REGULAR,period,start,[],0,,,1610612751,57,63,2025-12-24T01:37:29Z,3770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M44.00S,2025-12-24T01:37:44.7Z,3,REGULAR,3pt,Jump Shot,[],1641730,10.85742444152431,4.6568627450980395,1610612751,57,63,2025-12-24T01:38:11Z,3780000,False,227.0,50.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
385,PT11M41.00S,2025-12-24T01:37:47.7Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,57,63,2025-12-24T01:38:11Z,3790000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,384.0,,,,,,,,,,,,,3.0,3.0,0.0,,
386,PT11M35.00S,2025-12-24T01:37:58.3Z,3,REGULAR,foul,personal,[],1629611,,,1610612755,57,63,2025-12-24T01:38:05Z,3800000,False,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 203954]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,1626300.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,
388,PT11M35.00S,2025-12-24T01:38:24.4Z,3,REGULAR,substitution,out,[],203954,,,1610612755,57,63,2025-12-24T01:38:26Z,3820000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT11M35.00S,2025-12-24T01:38:24.4Z,3,REGULAR,substitution,in,[],203083,,,1610612755,57,63,2025-12-24T01:38:26Z,3830000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT11M28.00S,2025-12-24T01:38:52.2Z,3,REGULAR,3pt,Jump Shot,[],202331,85.3646517739816,96.56862745098039,1610612755,57,63,2025-12-24T01:38:57Z,3840000,False,233.0,85.0,1,right,MISS P. George 24' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,24.79,Missed,,,,,,,,,,,,,,,,,,
391,PT11M26.00S,2025-12-24T01:38:54.2Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612751,57,63,2025-12-24T01:38:57Z,3850000,False,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,390.0,,,,,,,,,,,,,4.0,3.0,1.0,,
392,PT11M20.00S,2025-12-24T01:39:01.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629611,15.588042049934298,49.50980392156863,1610612751,57,65,2025-12-24T01:39:08Z,3860000,False,2.0,94.0,1,left,T. Mann 9' driving floating Jump Shot (2 PTS),[1629611],1610612751.0,BKN,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,9.4,Made,,,,,,,2.0,,,,,,,,,,,
394,PT11M07.00S,2025-12-24T01:39:17.5Z,3,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612755,57,65,2025-12-24T01:39:22Z,3880000,False,,,0,,T. Mann shooting personal FOUL (3 PF) (Maxey 2 FT),"[1629611, 1630178]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,1626300.0,3.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
396,PT11M07.00S,2025-12-24T01:39:43.9Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,58,65,2025-12-24T01:39:43Z,3900000,False,,,0,,T. Maxey Free Throw 1 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
397,PT11M07.00S,2025-12-24T01:40:03.1Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,59,65,2025-12-24T01:40:03Z,3910000,False,,,0,,T. Maxey Free Throw 2 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
398,PT10M48.00S,2025-12-24T01:40:21.9Z,3,REGULAR,turnover,bad pass,[],1641730,,,1610612751,59,65,2025-12-24T01:40:26Z,3920000,False,,,0,,N. Clowney bad pass TURNOVER (2 TO),"[1641730, 1630178]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Maxey,1630178.0,,,,,
399,PT10M48.00S,2025-12-24T01:40:21.9Z,3,REGULAR,steal,,[],1630178,,,1610612755,59,65,2025-12-24T01:40:23Z,3930000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
400,PT10M42.00S,2025-12-24T01:40:28.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631133,67.62483574244416,63.970588235294116,1610612755,59,65,2025-12-24T01:42:59Z,3940000,False,70.0,252.0,1,right,MISS J. Walker 26' running 3PT,[1631133],1610612755.0,PHI,running,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
401,PT10M39.00S,2025-12-24T01:40:31.3Z,3,REGULAR,rebound,offensive,[],1642272,,,1610612755,59,65,2025-12-24T01:40:42Z,3950000,False,,,0,,J. McCain REBOUND (Off:1 Def:1),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,400.0,,,,,,,,,,,,,2.0,1.0,1.0,,
402,PT10M38.00S,2025-12-24T01:40:32.8Z,3,REGULAR,turnover,bad pass,[],1642272,,,1610612755,59,65,2025-12-24T01:40:44Z,3960000,False,,,0,,J. McCain bad pass TURNOVER (1 TO),"[1642272, 1629008]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,
403,PT10M38.00S,2025-12-24T01:40:32.8Z,3,REGULAR,steal,,[],1629008,,,1610612751,59,65,2025-12-24T01:40:34Z,3970000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
404,PT10M33.00S,2025-12-24T01:40:38.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1641730,14.011169513797633,66.42156862745098,1610612751,59,67,2025-12-24T01:44:08Z,3980000,False,-82.0,79.0,1,left,N. Clowney 11' driving floating Jump Shot (10 PTS),[1641730],1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Left,11.41,Made,,,,,,,10.0,,,,,,,,,,,
405,PT10M20.00S,2025-12-24T01:40:50.7Z,3,REGULAR,2pt,Jump Shot,[],202331,74.32654402102497,60.049019607843135,1610612755,59,67,2025-12-24T01:44:58Z,3990000,False,50.0,189.0,1,right,MISS P. George 19' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Center,19.54,Missed,,,,,,,,,,,,,,,,,,
406,PT10M15.00S,2025-12-24T01:40:55.7Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,59,67,2025-12-24T01:40:57Z,4000000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,405.0,,,,,,,,,,,,,3.0,1.0,2.0,,
407,PT10M15.00S,2025-12-24T01:40:55.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,59,67,2025-12-24T01:41:00Z,4010000,False,0.0,0.0,1,right,MISS A. Drummond putback Layup,[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
408,PT10M15.00S,2025-12-24T01:40:55.6Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,59,67,2025-12-24T01:41:00Z,4020000,False,,,0,,A. Drummond REBOUND (Off:3 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,407.0,,,,,,,,,,,,,4.0,1.0,3.0,,
409,PT10M12.00S,2025-12-24T01:40:57.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,59,67,2025-12-24T01:41:02Z,4030000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
410,PT10M12.00S,2025-12-24T01:40:57.7Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,59,67,2025-12-24T01:41:02Z,4040000,False,,,0,,A. Drummond REBOUND (Off:4 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,409.0,,,,,,,,,,,,,5.0,1.0,4.0,,
411,PT10M09.00S,2025-12-24T01:41:01.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,61,67,2025-12-24T01:41:16Z,4050000,False,0.0,0.0,1,right,A. Drummond tip Layup (6 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,6.0,,,,,,,,,,,
412,PT09M53.00S,2025-12-24T01:41:19.7Z,3,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612751,61,67,2025-12-24T01:41:52Z,4060000,False,,,0,,J. Walker shooting personal FOUL (4 PF) (Clowney 2 FT),"[1631133, 1641730]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,2004.0,4.0,0.0,Clowney,1641730.0,,,,,,,,,,,,
414,PT09M53.00S,2025-12-24T01:41:53.2Z,3,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,61,67,2025-12-24T01:41:53Z,4080000,False,,,0,,MISS N. Clowney Free Throw 1 of 2,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
415,PT09M53.00S,2025-12-24T01:41:53.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,61,67,2025-12-24T01:41:53Z,4090000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,
416,PT09M53.00S,2025-12-24T01:42:10.8Z,3,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,61,68,2025-12-24T01:42:10Z,4100000,False,,,0,,N. Clowney Free Throw 2 of 2 (11 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
417,PT09M38.00S,2025-12-24T01:42:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,90.48948751642575,49.01960784313725,1610612755,61,68,2025-12-24T01:42:36Z,4110000,False,-5.0,37.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
418,PT09M34.00S,2025-12-24T01:42:33.9Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,61,68,2025-12-24T01:42:36Z,4120000,False,,,0,,A. Drummond REBOUND (Off:5 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,417.0,,,,,,,,,,,,,6.0,1.0,5.0,,
419,PT09M34.00S,2025-12-24T01:42:33.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612755,61,68,2025-12-24T01:42:33Z,4130000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
420,PT09M32.00S,2025-12-24T01:42:35.2Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,61,68,2025-12-24T01:42:35Z,4140000,False,,,0,,A. Drummond REBOUND (Off:6 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,419.0,,,,,,,,,,,,,7.0,1.0,6.0,,
421,PT09M32.00S,2025-12-24T01:42:35.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612755,63,68,2025-12-24T01:42:35Z,4150000,False,0.0,0.0,1,right,A. Drummond tip Layup (8 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,8.0,,,,,,,,,,,
422,PT09M22.00S,2025-12-24T01:42:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,16.770696452036795,53.18627450980392,1610612751,63,68,2025-12-24T01:42:55Z,4160000,False,-16.0,105.0,1,left,MISS N. Clowney 10' driving Layup,[1641730],1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,,,,,,,,,,,,,
423,PT09M17.00S,2025-12-24T01:42:50.1Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,63,68,2025-12-24T01:42:55Z,4170000,False,,,0,,N. Claxton REBOUND (Off:3 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,422.0,,,,,,,,,,,,,6.0,3.0,3.0,,
424,PT09M17.00S,2025-12-24T01:42:50.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,63,68,2025-12-24T01:42:50Z,4180000,False,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
425,PT09M16.00S,2025-12-24T01:42:50.8Z,3,REGULAR,rebound,defensive,[],1642272,,,1610612755,63,68,2025-12-24T01:42:50Z,4190000,False,,,0,,J. McCain REBOUND (Off:1 Def:2),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,8-16 Left,,,424.0,,,,,,,,,,,,,3.0,2.0,1.0,,
426,PT09M12.00S,2025-12-24T01:42:55.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642272,93.51182654402102,46.568627450980394,1610612755,63,68,2025-12-24T01:43:02Z,4200000,False,-17.0,8.0,1,right,MISS J. McCain running finger roll Layup,[1642272],1610612755.0,PHI,running finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
427,PT09M10.00S,2025-12-24T01:42:57.1Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,63,68,2025-12-24T01:43:02Z,4210000,False,,,0,,N. Claxton REBOUND (Off:3 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,426.0,,,,,,,,,,,,,7.0,4.0,3.0,,
