actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
331,PT11M12.00S,2023-12-07T01:15:54.4Z,3,REGULAR,block,,[],202687,,,1610612765,56,52,2023-12-07T01:15:58Z,3210000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
332,PT11M08.00S,2023-12-07T01:15:58.4Z,3,REGULAR,rebound,defensive,[],202687,,,1610612763,56,52,2023-12-07T01:16:08Z,3220000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:5),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,330.0,5.0,5.0,0.0,,,,,,,,,,,,,,
333,PT11M00.00S,2023-12-07T01:16:06.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,4.944152431011826,49.50980392156863,1610612763,56,54,2023-12-07T01:16:11Z,3230000,False,2.0,-6.0,1,left,D. Bane driving Layup (19 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,19.0,,,,,,,,,,,
334,PT10M47.00S,2023-12-07T01:16:28.1Z,3,REGULAR,foul,technical,['1freethrow'],202687,,,1610612765,56,54,2023-12-07T01:16:39Z,3240000,False,,,0,,B. Biyombo defensive-3-second technical FOUL (1 Tech),[202687],1610612763.0,MEM,defensive-3-second,,,Biyombo,B. Biyombo,,,,,,,,,,,,,1626301.0,,,,,,,,,,0.0,1.0,,
335,PT10M47.00S,2023-12-07T01:16:48.3Z,3,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,57,54,2023-12-07T01:16:48Z,3250000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (10 PTS),[1630595],1610612765.0,DET,technical,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
336,PT10M42.00S,2023-12-07T01:17:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630595,69.85873850197109,27.205882352941174,1610612765,57,54,2023-12-07T01:20:14Z,3260000,False,-114.0,231.0,1,right,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
337,PT10M41.00S,2023-12-07T01:17:11.2Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,57,54,2023-12-07T01:17:11Z,3270000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,336.0,2.0,2.0,0.0,,,,,,,,,,,,,,
338,PT10M30.00S,2023-12-07T01:17:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.440867279894875,55.88235294117647,1610612763,57,56,2023-12-07T01:20:48Z,3280000,False,-29.0,17.0,1,left,D. Bane driving Layup (21 PTS) (B. Biyombo 2 AST),"[1630217, 202687]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,,,21.0,,,B. Biyombo,202687.0,2.0,,,,,,
339,PT10M19.00S,2023-12-07T01:17:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631105,91.5407358738502,53.18627450980392,1610612765,59,56,2023-12-07T01:21:07Z,3290000,False,16.0,27.0,1,right,J. Duren driving Layup (8 PTS) (K. Hayes 2 AST),"[1631105, 1630165]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,,,8.0,,,K. Hayes,1630165.0,2.0,,,,,,
341,PT10M19.00S,2023-12-07T01:17:37.5Z,3,REGULAR,violation,defensive goaltending,[],1628991,,,1610612765,59,56,2023-12-07T01:17:49Z,3310000,False,,,0,,J. Jackson Jr. defensive goaltending VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,1626301.0,,,,,,,,,,,,,
342,PT09M59.00S,2023-12-07T01:18:06.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,12.828515111695138,58.82352941176471,1610612763,59,56,2023-12-07T01:21:38Z,3320000,False,-44.0,68.0,1,left,MISS D. Bane 8' fadeaway Shot - blocked,"[1630217, 1630595]",1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Left,8.11,Missed,,,,,,,,Cunningham,1630595.0,,,,,,,,,
343,PT09M59.00S,2023-12-07T01:18:06.1Z,3,REGULAR,block,,[],1630595,,,1610612763,59,56,2023-12-07T01:18:08Z,3330000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
344,PT09M58.00S,2023-12-07T01:18:07.1Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,59,56,2023-12-07T01:48:44Z,3340000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Left,,,342.0,2.0,2.0,0.0,,,,,,,,,,,,,,
497,PT09M57.00S,2023-12-07T01:18:08.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,89.14257555847568,51.96078431372549,1610612765,59,56,2023-12-07T01:48:21Z,3345000,False,10.0,50.0,1,right,MISS C. Cunningham running Layup - blocked,"[1630595, 1628991]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,,
498,PT09M57.00S,2023-12-07T01:18:08.6Z,3,REGULAR,block,,[],1628991,,,1610612765,59,56,2023-12-07T01:48:14Z,3347500,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
499,PT09M56.00S,2023-12-07T01:18:09.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,59,56,2023-12-07T01:48:21Z,3348750,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,497.0,,,,,,,,,,,,,,,,,
346,PT09M52.00S,2023-12-07T01:18:32.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,93.24901445466492,52.94117647058824,1610612765,61,56,2023-12-07T01:48:14Z,3360000,False,15.0,11.0,1,right,J. Duren Layup (10 PTS) (C. Cunningham 4 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,10.0,,,C. Cunningham,1630595.0,4.0,,,,,,
348,PT09M52.00S,2023-12-07T01:18:36.9Z,3,REGULAR,foul,personal,['1freethrow'],202687,,,1610612765,61,56,2023-12-07T01:18:59Z,3380000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Duren 1 FT),"[202687, 1631105]",1610612763.0,MEM,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,1.0,Duren,1631105.0
350,PT09M52.00S,2023-12-07T01:19:05.3Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1631105,,,1610612765,62,56,2023-12-07T01:48:14Z,3400000,False,,,0,,J. Duren Free Throw 1 of 1 (11 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
351,PT09M41.00S,2023-12-07T01:19:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.645860709592641,56.372549019607845,1610612763,62,58,2023-12-07T01:19:25Z,3410000,False,-32.0,57.0,1,left,J. Jackson Jr. 6' floating Jump Shot (19 PTS) (D. Rose 2 AST),"[1628991, 201565]",1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,,,19.0,,,D. Rose,201565.0,2.0,,,,,,
353,PT09M27.00S,2023-12-07T01:19:29.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,91.67214191852825,48.529411764705884,1610612765,64,58,2023-12-07T01:19:35Z,3430000,False,-7.0,26.0,1,right,J. Duren DUNK (13 PTS) (C. Cunningham 5 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,,,13.0,,,C. Cunningham,1630595.0,5.0,,,,,,
355,PT09M07.00S,2023-12-07T01:19:49.6Z,3,REGULAR,turnover,bad pass,[],1631223,,,1610612763,64,58,2023-12-07T01:19:55Z,3450000,False,,,0,,D. Roddy bad pass TURNOVER (2 TO),"[1631223, 202711]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,Bogdanovic,202711.0,,,,
356,PT09M07.00S,2023-12-07T01:19:49.6Z,3,REGULAR,steal,,[],202711,,,1610612765,64,58,2023-12-07T01:19:51Z,3460000,False,,,0,,B. Bogdanovic STEAL (3 STL),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
357,PT09M02.00S,2023-12-07T01:19:54.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630191,93.24901445466492,50.73529411764706,1610612765,64,58,2023-12-07T01:23:22Z,3470000,False,4.0,11.0,1,right,MISS I. Stewart running DUNK - blocked,"[1630191, 1628991]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,,
358,PT09M02.00S,2023-12-07T01:19:54.6Z,3,REGULAR,block,,[],1628991,,,1610612765,64,58,2023-12-07T01:19:57Z,3480000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT08M58.00S,2023-12-07T01:19:58.6Z,3,REGULAR,rebound,defensive,[],202687,,,1610612763,64,58,2023-12-07T01:27:37Z,3490000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:6),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,357.0,6.0,6.0,0.0,,,,,,,,,,,,,,
360,PT08M55.00S,2023-12-07T01:20:01.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201565,4.944152431011826,47.794117647058826,1610612763,64,60,2023-12-07T01:24:07Z,3500000,False,11.0,-6.0,1,left,D. Rose driving Layup (4 PTS) (D. Bane 6 AST),"[201565, 1630217]",1610612763.0,MEM,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,4.0,,,D. Bane,1630217.0,6.0,,,,,,
362,PT08M40.00S,2023-12-07T01:20:16.9Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,64,60,2023-12-07T01:20:24Z,3520000,False,,,0,,C. Cunningham bad pass TURNOVER (3 TO),"[1630595, 1631223]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,,Roddy,1631223.0,,,,
363,PT08M40.00S,2023-12-07T01:20:16.9Z,3,REGULAR,steal,,[],1631223,,,1610612763,64,60,2023-12-07T01:20:20Z,3530000,False,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
364,PT08M37.00S,2023-12-07T01:20:27.6Z,3,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612763,64,60,2023-12-07T01:20:33Z,3540000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Roddy 2 FT),"[1630595, 1631223]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Roddy,1631223.0
366,PT08M37.00S,2023-12-07T01:20:59.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631223,,,1610612763,64,61,2023-12-07T01:20:59Z,3560000,False,,,0,,D. Roddy Free Throw 1 of 2 (1 PTS),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
367,PT08M37.00S,2023-12-07T01:20:59.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631223,,,1610612763,64,61,2023-12-07T01:21:39Z,3570000,False,,,0,,MISS D. Roddy Free Throw 2 of 2,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
368,PT08M34.00S,2023-12-07T01:21:02.5Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,64,61,2023-12-07T01:21:39Z,3580000,False,,,0,,J. Duren REBOUND (Off:0 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,367.0,6.0,6.0,0.0,,,,,,,,,,,,,,
369,PT08M16.00S,2023-12-07T01:21:38.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,85.89027595269383,39.705882352941174,1610612765,64,61,2023-12-07T01:21:43Z,3590000,False,-51.0,80.0,1,right,MISS J. Duren 9' Jump Shot,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Left,9.52,Missed,,,,,,,,,,,,,,,,,,
370,PT08M13.00S,2023-12-07T01:21:41.9Z,3,REGULAR,rebound,defensive,[],202687,,,1610612763,64,61,2023-12-07T01:21:43Z,3600000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:7),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Left,,,369.0,7.0,7.0,0.0,,,,,,,,,,,,,,
371,PT08M07.00S,2023-12-07T01:21:47.5Z,3,REGULAR,3pt,Jump Shot,[],201565,11.514454664914586,4.411764705882353,1610612763,64,61,2023-12-07T01:21:52Z,3610000,False,228.0,56.0,1,left,MISS D. Rose 3PT,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
372,PT08M04.00S,2023-12-07T01:21:50.5Z,3,REGULAR,rebound,defensive,[],202711,,,1610612765,64,61,2023-12-07T01:21:52Z,3620000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,371.0,4.0,4.0,0.0,,,,,,,,,,,,,,
373,PT07M46.00S,2023-12-07T01:22:07.9Z,3,REGULAR,2pt,Jump Shot,[],202711,84.57621550591328,70.83333333333334,1610612765,66,61,2023-12-07T01:22:14Z,3630000,False,104.0,92.0,1,right,B. Bogdanovic 13' fadeaway Jump Shot (13 PTS),[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,13.93,Made,,,,,,,13.0,,,,,,,,,,,
374,PT07M34.00S,2023-12-07T01:22:20.8Z,3,REGULAR,3pt,Jump Shot,[],1631223,6.915243101182654,94.36274509803921,1610612763,66,61,2023-12-07T01:22:26Z,3640000,False,-222.0,13.0,1,left,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,22.22,Missed,,,,,,,,,,,,,,,,,,
375,PT07M31.00S,2023-12-07T01:22:23.8Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,66,61,2023-12-07T01:22:26Z,3650000,False,,,0,,J. Duren REBOUND (Off:0 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,374.0,7.0,7.0,0.0,,,,,,,,,,,,,,
376,PT07M28.00S,2023-12-07T01:22:26.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202711,94.03745072273325,96.56862745098039,1610612765,69,61,2023-12-07T01:22:46Z,3660000,False,233.0,4.0,1,right,B. Bogdanovic 3PT running (16 PTS) (K. Hayes 3 AST),"[202711, 1630165]",1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,,,16.0,,,K. Hayes,1630165.0,3.0,,,,,,
378,PT07M27.00S,2023-12-07T01:22:33.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,69,61,2023-12-07T01:22:33Z,3680000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M05.00S,2023-12-07T01:25:54.1Z,3,REGULAR,3pt,Jump Shot,[],1630217,27.94021024967148,77.69607843137256,1610612763,69,64,2023-12-07T01:29:58Z,3690000,False,-138.0,210.0,1,left,D. Bane 25' 3PT pullup (24 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.16,Made,,,,,,,24.0,,,,,,,,,,,
381,PT06M42.00S,2023-12-07T01:26:16.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,89.56964520367937,51.225490196078425,1610612765,69,64,2023-12-07T01:26:21Z,3700000,False,6.0,46.0,1,right,MISS C. Cunningham driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
382,PT06M40.00S,2023-12-07T01:26:18.4Z,3,REGULAR,rebound,defensive,[],202687,,,1610612763,69,64,2023-12-07T01:26:18Z,3710000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:8),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,381.0,8.0,8.0,0.0,,,,,,,,,,,,,,
383,PT06M36.00S,2023-12-07T01:26:23.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,6.783837056504599,49.50980392156863,1610612763,69,66,2023-12-07T01:26:30Z,3720000,False,2.0,11.0,1,left,D. Bane running Layup (26 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,26.0,,,,,,,,,,,
384,PT06M21.00S,2023-12-07T01:26:37.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,81.42247043363994,46.07843137254902,1610612765,69,66,2023-12-07T01:26:42Z,3730000,False,-20.0,122.0,1,right,MISS K. Hayes 12' step back Shot,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,12.37,Missed,,,,,,,,,,,,,,,,,,
385,PT06M18.00S,2023-12-07T01:26:40.4Z,3,REGULAR,rebound,defensive,[],202687,,,1610612763,69,66,2023-12-07T01:26:42Z,3740000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:9),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,384.0,9.0,9.0,0.0,,,,,,,,,,,,,,
387,PT06M14.00S,2023-12-07T01:26:45.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,7.046649145860711,50.73529411764706,1610612763,69,68,2023-12-07T01:26:52Z,3750000,False,-4.0,14.0,1,left,D. Bane running Layup (28 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,,,28.0,,,,,,,,,,,
388,PT06M14.00S,2023-12-07T01:26:52.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,69,68,2023-12-07T01:26:52Z,3760000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M14.00S,2023-12-07T01:28:41.1Z,3,REGULAR,substitution,out,[],201565,,,1610612765,69,68,2023-12-07T01:29:09Z,3770000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M14.00S,2023-12-07T01:28:41.1Z,3,REGULAR,substitution,out,[],1631223,,,1610612765,69,68,2023-12-07T01:29:09Z,3780000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M14.00S,2023-12-07T01:28:41.1Z,3,REGULAR,substitution,in,[],1629669,,,1610612765,69,68,2023-12-07T01:29:09Z,3790000,False,,,0,,SUB in: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M14.00S,2023-12-07T01:28:41.1Z,3,REGULAR,substitution,in,[],1631246,,,1610612765,69,68,2023-12-07T01:29:09Z,3800000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M58.00S,2023-12-07T01:29:55.1Z,3,REGULAR,2pt,Jump Shot,[],1630595,79.31997371879106,65.93137254901961,1610612765,69,68,2023-12-07T01:32:25Z,3810000,False,80.0,142.0,1,right,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,16.28,Missed,,,,,,,,,,,,,,,,,,
395,PT05M57.00S,2023-12-07T01:29:56.1Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,69,68,2023-12-07T01:29:59Z,3820000,False,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,394.0,3.0,2.0,1.0,,,,,,,,,,,,,,
396,PT05M49.00S,2023-12-07T01:30:04.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,9.543363994743759,54.65686274509803,1610612763,69,68,2023-12-07T01:30:14Z,3830000,False,-23.0,37.0,1,left,MISS J. Jackson Jr. Hook,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
397,PT05M46.00S,2023-12-07T01:30:07.6Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,69,68,2023-12-07T01:30:14Z,3840000,False,,,0,,I. Stewart REBOUND (Off:0 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,396.0,5.0,5.0,0.0,,,,,,,,,,,,,,
398,PT05M37.00S,2023-12-07T01:30:16.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,93.64323258869908,48.77450980392157,1610612765,71,68,2023-12-07T01:30:21Z,3850000,False,-6.0,7.0,1,right,J. Duren alley-oop DUNK (15 PTS) (C. Cunningham 6 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,15.0,,,C. Cunningham,1630595.0,6.0,,,,,,
400,PT05M18.00S,2023-12-07T01:30:34.6Z,3,REGULAR,3pt,Jump Shot,[],1628991,8.886333771353483,4.166666666666666,1610612763,71,68,2023-12-07T01:30:40Z,3870000,False,229.0,31.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
401,PT05M15.00S,2023-12-07T01:30:37.6Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,71,68,2023-12-07T01:30:40Z,3880000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,400.0,3.0,3.0,0.0,,,,,,,,,,,,,,
402,PT05M09.00S,2023-12-07T01:30:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.9862023653088,51.225490196078425,1610612765,71,68,2023-12-07T01:30:50Z,3890000,False,6.0,13.0,1,right,MISS I. Stewart cutting Layup,[1630191],1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
403,PT05M04.00S,2023-12-07T01:30:49.1Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,71,68,2023-12-07T01:30:50Z,3900000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,402.0,3.0,3.0,0.0,,,,,,,,,,,,,,
404,PT05M00.00S,2023-12-07T01:31:00.7Z,3,REGULAR,foul,offensive,[],202687,,,1610612763,71,68,2023-12-07T01:31:07Z,3910000,False,,,0,,B. Biyombo offensive FOUL (2 PF),"[202687, 1630165]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,0-8 Center,,,,,,,1626301.0,,,,,,,,,,2.0,1.0,Hayes,1630165.0
406,PT05M00.00S,2023-12-07T01:31:00.7Z,3,REGULAR,turnover,offensive foul,[],202687,,,1610612763,71,68,2023-12-07T01:31:00Z,3930000,False,,,0,,B. Biyombo offensive foul TURNOVER (2 TO),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Mid-Range,0-8 Center,,,,,,,1626301.0,2.0,,,,,,,,,,,,
407,PT05M00.00S,2023-12-07T01:31:05.7Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,71,68,2023-12-07T01:31:23Z,3940000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M00.00S,2023-12-07T01:31:05.7Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,71,68,2023-12-07T01:31:23Z,3950000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
