actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
344,PT12M00.00S,2023-11-28T01:20:29.6Z,3,REGULAR,substitution,in,['startperiod'],1641709,,,1610612765,54,57,2023-11-28T01:20:58Z,3320000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-11-28T01:20:29.6Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,54,57,2023-11-28T01:20:58Z,3330000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-11-28T01:20:54.3Z,3,REGULAR,period,start,[],0,,,1610612764,54,57,2023-11-28T01:20:59Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M53.00S,2023-11-28T01:21:04.5Z,3,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612764,54,57,2023-11-28T01:21:10Z,3350000,False,,,0,,J. Ivey shooting personal FOUL (2 PF) (Jones 2 FT),"[1631093, 1626145]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,,,,2.0,0.0,Jones,1626145.0
349,PT11M53.00S,2023-11-28T01:21:20.0Z,3,REGULAR,freethrow,1 of 2,[],1626145,,,1610612764,54,58,2023-11-28T01:21:22Z,3370000,False,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
350,PT11M53.00S,2023-11-28T01:21:20.0Z,3,REGULAR,freethrow,2 of 2,[],1626145,,,1610612764,54,58,2023-11-28T01:21:39Z,3380000,False,,,0,,MISS T. Jones Free Throw 2 of 2,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
351,PT11M51.00S,2023-11-28T01:21:22.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,54,58,2023-11-28T01:21:39Z,3390000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,350.0,2.0,1.0,1.0,,,,,,,,,,,,,,
352,PT11M35.00S,2023-11-28T01:21:51.6Z,3,REGULAR,3pt,Jump Shot,[],1641709,88.91261498028909,3.6764705882352944,1610612765,54,58,2023-11-28T01:21:57Z,3400000,False,-232.0,52.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
353,PT11M32.00S,2023-11-28T01:21:54.6Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,54,58,2023-11-28T01:21:57Z,3410000,False,,,0,,D. Gafford REBOUND (Off:2 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Left Corner 3,24+ Left,,,352.0,7.0,5.0,2.0,,,,,,,,,,,,,,
354,PT11M27.00S,2023-11-28T01:22:01.1Z,3,REGULAR,3pt,Jump Shot,[],1628398,29.6484888304862,73.77450980392157,1610612764,54,58,2023-11-28T01:22:10Z,3420000,False,-119.0,226.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
355,PT11M23.00S,2023-11-28T01:22:05.1Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,54,58,2023-11-28T01:22:10Z,3430000,False,,,0,,J. Duren REBOUND (Off:4 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,354.0,9.0,5.0,4.0,,,,,,,,,,,,,,
356,PT11M15.00S,2023-11-28T01:22:12.5Z,3,REGULAR,3pt,Jump Shot,[],1631093,65.65374507227332,50.98039215686274,1610612765,57,58,2023-11-28T01:23:57Z,3440000,False,5.0,270.0,1,right,J. Ivey 27' 3PT step back (7 PTS) (J. Duren 2 AST),"[1631093, 1631105]",1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,27.04,Made,,,,,7.0,,,J. Duren,1631105.0,2.0,,,,,,,,
357,PT10M57.00S,2023-11-28T01:22:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,10.33180026281209,52.450980392156865,1610612764,57,60,2023-11-28T01:24:49Z,3450000,False,-12.0,45.0,1,left,D. Avdija driving finger roll Layup (11 PTS) (J. Poole 2 AST),"[1630166, 1629673]",1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,11.0,,,J. Poole,1629673.0,2.0,,,,,,,,
359,PT10M43.00S,2023-11-28T01:22:45.1Z,3,REGULAR,3pt,Jump Shot,[],1641709,93.77463863337714,4.6568627450980395,1610612765,57,60,2023-11-28T01:22:51Z,3470000,False,-227.0,6.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
360,PT10M40.00S,2023-11-28T01:22:48.1Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,57,60,2023-11-28T01:22:51Z,3480000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,359.0,5.0,5.0,0.0,,,,,,,,,,,,,,
361,PT10M24.00S,2023-11-28T01:23:04.9Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612764,57,60,2023-11-28T01:24:20Z,3490000,False,,,0,,J. Poole bad pass TURNOVER (3 TO),"[1629673, 1641709]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,Thompson,1641709.0,,,,
362,PT10M24.00S,2023-11-28T01:23:04.9Z,3,REGULAR,steal,,[],1641709,,,1610612765,57,60,2023-11-28T01:23:06Z,3500000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
363,PT10M16.00S,2023-11-28T01:23:11.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,93.11760840998686,52.69607843137255,1610612765,57,60,2023-11-28T01:26:42Z,3510000,False,13.0,12.0,1,right,MISS A. Thompson running Layup,[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
364,PT10M13.00S,2023-11-28T01:23:14.3Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,57,60,2023-11-28T01:26:42Z,3520000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,363.0,3.0,1.0,2.0,,,,,,,,,,,,,,
365,PT10M13.00S,2023-11-28T01:23:14.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,57,60,2023-11-28T01:23:14Z,3530000,False,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
366,PT10M12.00S,2023-11-28T01:23:15.3Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,57,60,2023-11-28T01:23:15Z,3540000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,365.0,6.0,6.0,0.0,,,,,,,,,,,,,,
368,PT10M07.00S,2023-11-28T01:23:21.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,12.171484888304862,5.147058823529411,1610612764,57,63,2023-11-28T01:27:23Z,3560000,False,224.0,62.0,1,left,T. Jones 3PT running (6 PTS) (K. Kuzma 6 AST),"[1626145, 1628398]",1610612764.0,WAS,running,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.27,Made,,,,,6.0,,,K. Kuzma,1628398.0,6.0,,,,,,,,
370,PT09M48.00S,2023-11-28T01:23:39.6Z,3,REGULAR,3pt,Jump Shot,[],1630595,70.51576872536137,22.794117647058822,1610612765,60,63,2023-11-28T01:23:44Z,3580000,False,-136.0,225.0,1,right,C. Cunningham 26' 3PT  (13 PTS) (J. Ivey 7 AST),"[1630595, 1631093]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,13.0,,,J. Ivey,1631093.0,7.0,,,,,,,,
372,PT09M36.00S,2023-11-28T01:23:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.1268068331143235,46.32352941176471,1610612764,60,63,2023-11-28T01:23:57Z,3600000,False,18.0,5.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
373,PT09M35.00S,2023-11-28T01:23:53.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,60,63,2023-11-28T01:24:01Z,3610000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,372.0,,,,,,,,,,,,,,,,,
375,PT09M23.00S,2023-11-28T01:24:21.0Z,3,REGULAR,3pt,Jump Shot,[],1630595,72.88107752956637,82.1078431372549,1610612765,60,63,2023-11-28T01:24:27Z,3630000,False,161.0,202.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
376,PT09M20.00S,2023-11-28T01:24:24.0Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,60,63,2023-11-28T01:30:16Z,3640000,False,,,0,,J. Duren REBOUND (Off:5 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,375.0,10.0,5.0,5.0,,,,,,,,,,,,,,
377,PT09M18.00S,2023-11-28T01:24:26.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,91.80354796320631,49.26470588235294,1610612765,60,63,2023-11-28T01:30:04Z,3650000,False,-4.0,25.0,1,right,MISS J. Ivey driving finger roll Layup - blocked,"[1631093, 1629655]",1610612765.0,DET,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,Gafford,1629655.0,,,,,,,,,,,
378,PT09M18.00S,2023-11-28T01:24:26.1Z,3,REGULAR,block,,[],1629655,,,1610612765,60,63,2023-11-28T01:25:01Z,3660000,False,,,0,,D. Gafford BLOCK (4 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT09M13.00S,2023-11-28T01:24:31.1Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,60,63,2023-11-28T01:24:31Z,3670000,False,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,377.0,6.0,6.0,0.0,,,,,,,,,,,,,,
380,PT09M10.00S,2023-11-28T01:24:33.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630166,5.995400788436268,49.754901960784316,1610612764,60,65,2023-11-28T01:30:55Z,3680000,False,1.0,4.0,1,left,D. Avdija running DUNK (13 PTS),[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,13.0,,,,,,,,,,,,,
381,PT08M58.00S,2023-11-28T01:24:44.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,85.3646517739816,54.41176470588235,1610612765,60,65,2023-11-28T01:31:30Z,3690000,False,22.0,85.0,1,right,MISS J. Ivey 8' floating Shot,[1631093],1610612765.0,DET,floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
382,PT08M57.00S,2023-11-28T01:24:45.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,60,65,2023-11-28T01:24:53Z,3700000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,381.0,,,,,,,,,,,,,,,,,
384,PT08M38.00S,2023-11-28T01:25:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.258212877792378,47.549019607843135,1610612764,60,67,2023-11-28T01:25:21Z,3720000,False,12.0,6.0,1,left,D. Gafford alley-oop Layup (8 PTS) (D. Avdija 5 AST),"[1629655, 1630166]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,8.0,,,D. Avdija,1630166.0,5.0,,,,,,,,
386,PT08M31.00S,2023-11-28T01:25:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.38042049934296,46.32352941176471,1610612765,62,67,2023-11-28T01:25:30Z,3740000,False,-18.0,10.0,1,right,C. Cunningham driving reverse Layup (15 PTS),[1630595],1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,15.0,,,,,,,,,,,,,
387,PT08M31.00S,2023-11-28T01:25:28.6Z,3,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612765,62,67,2023-11-28T01:25:54Z,3750000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (Cunningham 1 FT),"[1630166, 1630595]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,2.0,1.0,Cunningham,1630595.0
389,PT08M31.00S,2023-11-28T01:25:51.5Z,3,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,63,67,2023-11-28T01:25:51Z,3770000,False,,,0,,C. Cunningham Free Throw 1 of 1 (16 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
390,PT08M12.00S,2023-11-28T01:26:12.3Z,3,REGULAR,3pt,Jump Shot,[],1626145,22.026938239159,87.5,1610612764,63,67,2023-11-28T01:26:16Z,3780000,False,-188.0,155.0,1,left,MISS T. Jones 24' 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,24.3,Missed,,,,,,,,,,,,,,,,,,
391,PT08M09.00S,2023-11-28T01:26:15.3Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,63,67,2023-11-28T01:26:16Z,3790000,False,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,390.0,4.0,2.0,2.0,,,,,,,,,,,,,,
392,PT08M03.00S,2023-11-28T01:26:20.5Z,3,REGULAR,3pt,Jump Shot,[],1630191,74.45795006570303,86.76470588235294,1610612765,63,67,2023-11-28T01:26:26Z,3800000,False,184.0,188.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
393,PT07M59.00S,2023-11-28T01:26:24.5Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612764,63,67,2023-11-28T01:26:25Z,3810000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,392.0,1.0,1.0,0.0,,,,,,,,,,,,,,
395,PT07M54.00S,2023-11-28T01:26:35.4Z,3,REGULAR,substitution,out,[],1630191,,,1610612764,63,67,2023-11-28T01:26:41Z,3830000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M54.00S,2023-11-28T01:26:35.4Z,3,REGULAR,substitution,in,[],1630587,,,1610612764,63,67,2023-11-28T01:26:41Z,3840000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M45.00S,2023-11-28T01:26:57.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,10.068988173455978,57.84313725490197,1610612764,63,67,2023-11-28T01:27:01Z,3850000,False,-39.0,42.0,1,left,MISS T. Jones floating Shot,[1626145],1610612764.0,WAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
398,PT07M42.00S,2023-11-28T01:27:00.0Z,3,REGULAR,rebound,offensive,[],1626145,,,1610612764,63,67,2023-11-28T01:27:01Z,3860000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,397.0,2.0,1.0,1.0,,,,,,,,,,,,,,
399,PT07M42.00S,2023-11-28T01:27:00.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626145,5.995400788436268,49.50980392156863,1610612764,63,69,2023-11-28T01:33:08Z,3870000,False,2.0,4.0,1,left,T. Jones tip Layup (8 PTS),[1626145],1610612764.0,WAS,tip,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,8.0,,,,,,,,,,,,,
400,PT07M28.00S,2023-11-28T01:27:13.6Z,3,REGULAR,2pt,Jump Shot,[],1630595,75.3777923784494,36.51960784313725,1610612765,63,69,2023-11-28T01:33:35Z,3880000,False,-67.0,179.0,1,right,MISS C. Cunningham 19' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,19.12,Missed,,,,,,,,,,,,,,,,,,
401,PT07M25.00S,2023-11-28T01:27:16.6Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,63,69,2023-11-28T01:27:18Z,3890000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,400.0,7.0,7.0,0.0,,,,,,,,,,,,,,
402,PT07M19.00S,2023-11-28T01:27:24.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,9.411957950065702,44.85294117647059,1610612764,63,71,2023-11-28T01:27:31Z,3900000,False,26.0,36.0,1,left,T. Jones driving floating Jump Shot (10 PTS) (K. Kuzma 7 AST),"[1626145, 1628398]",1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.42,Made,,,,,10.0,,,K. Kuzma,1628398.0,7.0,,,,,,,,
403,PT07M19.00S,2023-11-28T01:27:29.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,63,71,2023-11-28T01:27:29Z,3910000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M59.00S,2023-11-28T01:30:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,91.93495400788436,51.470588235294116,1610612765,65,71,2023-11-28T01:30:40Z,3920000,False,7.0,23.0,1,right,A. Thompson driving Layup (14 PTS) (J. Duren 3 AST),"[1641709, 1631105]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,14.0,,,J. Duren,1631105.0,3.0,,,,,,,,
407,PT06M44.00S,2023-11-28T01:30:55.9Z,3,REGULAR,foul,offensive,[],1629673,,,1610612764,65,71,2023-11-28T01:31:18Z,3930000,False,,,0,,J. Poole offensive FOUL (2 PF),"[1629673, 1631093]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,2.0,0.0,Ivey,1631093.0
409,PT06M44.00S,2023-11-28T01:30:55.9Z,3,REGULAR,turnover,offensive foul,[],1629673,,,1610612764,65,71,2023-11-28T01:30:55Z,3950000,False,,,0,,J. Poole offensive foul TURNOVER (4 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,4.0,,,,,,
410,PT06M34.00S,2023-11-28T01:31:21.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630595,91.01511169513797,46.32352941176471,1610612765,65,71,2023-11-28T01:34:52Z,3960000,False,-18.0,32.0,1,right,MISS C. Cunningham driving Hook,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
411,PT06M33.00S,2023-11-28T01:31:22.9Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612764,65,71,2023-11-28T01:36:22Z,3970000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,410.0,3.0,2.0,1.0,,,,,,,,,,,,,,
412,PT06M29.00S,2023-11-28T01:31:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,9.806176084099869,56.127450980392155,1610612764,65,73,2023-11-28T01:35:46Z,3980000,False,-31.0,40.0,1,left,K. Kuzma pullup Jump Shot (9 PTS) (T. Jones 3 AST),"[1628398, 1626145]",1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.01,Made,,,,,9.0,,,T. Jones,1626145.0,3.0,,,,,,,,
414,PT06M15.00S,2023-11-28T01:31:41.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.9060446780552,47.05882352941176,1610612765,67,73,2023-11-28T01:31:55Z,4000000,False,-15.0,5.0,1,right,J. Ivey driving Layup (9 PTS),[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,9.0,,,,,,,,,,,,,
415,PT05M56.00S,2023-11-28T01:32:00.2Z,3,REGULAR,2pt,Jump Shot,[],1629673,8.09789750328515,69.11764705882352,1610612764,67,73,2023-11-28T01:36:56Z,4010000,False,-96.0,24.0,1,left,MISS J. Poole 9' pullup Shot,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,9.85,Missed,,,,,,,,,,,,,,,,,,
416,PT05M55.00S,2023-11-28T01:32:01.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,67,73,2023-11-28T01:32:05Z,4020000,False,,,0,,J. Duren REBOUND (Off:5 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,415.0,11.0,6.0,5.0,,,,,,,,,,,,,,
417,PT05M48.00S,2023-11-28T01:32:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630587,93.11760840998686,95.83333333333334,1610612765,67,73,2023-11-28T01:32:12Z,4030000,False,229.0,12.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
418,PT05M44.00S,2023-11-28T01:32:12.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,67,73,2023-11-28T01:32:12Z,4040000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,417.0,8.0,8.0,0.0,,,,,,,,,,,,,,
419,PT05M41.00S,2023-11-28T01:32:17.6Z,3,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612764,67,73,2023-11-28T01:32:26Z,4050000,False,,,0,,J. Duren shooting personal FOUL (4 PF) (Kuzma 2 FT),"[1631105, 1628398]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,,,,4.0,0.0,Kuzma,1628398.0
421,PT05M41.00S,2023-11-28T01:32:52.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628398,,,1610612764,67,74,2023-11-28T01:37:29Z,4070000,False,,,0,,K. Kuzma Free Throw 1 of 2 (10 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
422,PT05M41.00S,2023-11-28T01:32:53.9Z,3,REGULAR,substitution,out,[],1631105,,,1610612764,67,74,2023-11-28T01:33:12Z,4080000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M41.00S,2023-11-28T01:32:53.9Z,3,REGULAR,substitution,out,[],1641709,,,1610612764,67,74,2023-11-28T01:33:12Z,4090000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M41.00S,2023-11-28T01:32:53.9Z,3,REGULAR,substitution,out,[],1630166,,,1610612764,67,74,2023-11-28T01:33:12Z,4100000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M41.00S,2023-11-28T01:32:53.9Z,3,REGULAR,substitution,in,[],1630164,,,1610612764,67,74,2023-11-28T01:33:12Z,4110000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M41.00S,2023-11-28T01:32:53.9Z,3,REGULAR,substitution,in,[],1631204,,,1610612764,67,74,2023-11-28T01:33:12Z,4120000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M41.00S,2023-11-28T01:32:53.9Z,3,REGULAR,substitution,in,[],1641731,,,1610612764,67,74,2023-11-28T01:33:12Z,4130000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
