actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
430,PT05M58.00S,2022-12-24T02:37:10.3Z,3,REGULAR,substitution,out,[],1626174,,,1610612742,69,68,2022-12-24T02:37:26Z,4240000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M58.00S,2022-12-24T02:37:10.3Z,3,REGULAR,substitution,in,[],1631106,,,1610612742,69,68,2022-12-24T02:37:26Z,4250000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M58.00S,2022-12-24T02:37:10.3Z,3,REGULAR,substitution,in,[],203939,,,1610612742,69,68,2022-12-24T02:37:26Z,4260000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M58.00S,2022-12-24T02:37:10.3Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,69,68,2022-12-24T02:37:26Z,4270000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M58.00S,2022-12-24T02:37:41.9Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,69,69,2022-12-24T02:37:41Z,4280000,False,,,0,,L. Doncic Free Throw 2 of 2 (26 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,26.0,,,,,,,,,,,,,,,,
435,PT05M46.00S,2022-12-24T02:37:57.4Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612745,69,69,2022-12-24T02:38:04Z,4290000,False,,,0,,D. Powell shooting personal FOUL (4 PF) (Green 2 FT),"[203939, 1630224]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,4.0,0.0,Green,1630224.0,,,,,
437,PT05M46.00S,2022-12-24T02:38:22.9Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,70,69,2022-12-24T02:38:22Z,4310000,False,,,0,,J. Green Free Throw 1 of 2 (13 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
438,PT05M46.00S,2022-12-24T02:38:38.4Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,71,69,2022-12-24T02:38:38Z,4320000,False,,,0,,J. Green Free Throw 2 of 2 (14 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
441,PT05M36.00S,2022-12-24T02:39:36.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,71,69,2022-12-24T02:39:36Z,4350000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M25.00S,2022-12-24T02:42:53.5Z,3,REGULAR,3pt,Jump Shot,[],203915,90.3580814717477,95.58823529411765,1610612742,71,69,2022-12-24T02:43:38Z,4370000,False,228.0,38.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,23.11,Missed,,,,,,,,,,,,,,,,,,
444,PT05M22.00S,2022-12-24T02:42:56.3Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,71,69,2022-12-24T02:42:56Z,4380000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,443.0,,,,,2.0,1.0,1.0,,,,,,,,,,
445,PT05M09.00S,2022-12-24T02:43:10.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,18.610381077529567,41.66666666666667,1610612745,71,69,2022-12-24T02:53:39Z,4390000,False,42.0,122.0,1,left,MISS K. Porter Jr. 12' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.93,Missed,,,,,,,,,,,,,,,,,,
446,PT05M07.00S,2022-12-24T02:43:12.3Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,71,69,2022-12-24T02:43:12Z,4400000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,445.0,,,,,3.0,3.0,0.0,,,,,,,,,,
447,PT05M01.00S,2022-12-24T02:43:18.4Z,3,REGULAR,2pt,Jump Shot,[],1629029,74.85216819973719,50.73529411764706,1610612742,71,69,2022-12-24T02:54:18Z,4410000,False,4.0,184.0,1,right,MISS L. Doncic 18' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,18.39,Missed,,,,,,,,,,,,,,,,,,
448,PT04M58.00S,2022-12-24T02:43:21.4Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,71,69,2022-12-24T02:43:45Z,4420000,False,,,0,,J. Green REBOUND (Off:0 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,447.0,,,,,6.0,6.0,0.0,,,,,,,,,,
449,PT04M44.00S,2022-12-24T02:43:35.4Z,3,REGULAR,3pt,Jump Shot,[],1629645,32.40801576872536,34.80392156862745,1610612745,71,69,2022-12-24T02:43:47Z,4430000,False,76.0,252.0,1,left,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
450,PT04M42.00S,2022-12-24T02:43:37.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,71,69,2022-12-24T02:43:47Z,4440000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,449.0,,,,,4.0,4.0,0.0,,,,,,,,,,
451,PT04M38.00S,2022-12-24T02:43:40.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628373,69.20170827858082,77.69607843137256,1610612742,71,72,2022-12-24T02:55:21Z,4450000,False,138.0,237.0,1,right,F. Ntilikina 27' 3PT running pullup (7 PTS) (L. Doncic 7 AST),"[1628373, 1629029]",1610612742.0,DAL,running pullup,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Right Center,27.45,Made,,7.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,,,
453,PT04M20.00S,2022-12-24T02:43:59.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,43.872549019607845,1610612745,73,72,2022-12-24T02:44:07Z,4470000,False,31.0,19.0,1,left,J. Green driving finger roll Layup (16 PTS) (A. Sengun 7 AST),"[1630224, 1630578]",1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.59,Made,,16.0,A. Sengun,1630578.0,7.0,,,,,,,,,,,,,
455,PT04M05.00S,2022-12-24T02:44:19.3Z,3,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612742,73,72,2022-12-24T02:44:53Z,4490000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Doncic 2 FT),"[1631106, 1629029]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,2.0,0.0,Doncic,1629029.0,,,,,
457,PT04M05.00S,2022-12-24T02:44:54.4Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,73,73,2022-12-24T02:44:54Z,4510000,False,,,0,,L. Doncic Free Throw 1 of 2 (27 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,27.0,,,,,,,,,,,,,,,,
458,PT04M05.00S,2022-12-24T02:44:55.0Z,3,REGULAR,substitution,out,[],1630578,,,1610612742,73,73,2022-12-24T02:45:00Z,4520000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M05.00S,2022-12-24T02:44:55.0Z,3,REGULAR,substitution,in,[],1630586,,,1610612742,73,73,2022-12-24T02:45:00Z,4530000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M05.00S,2022-12-24T02:44:55.0Z,3,REGULAR,substitution,out,[],203915,,,1610612742,73,73,2022-12-24T02:45:54Z,4535000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M05.00S,2022-12-24T02:44:55.0Z,3,REGULAR,substitution,in,[],1630593,,,1610612742,73,73,2022-12-24T02:45:54Z,4537500,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M05.00S,2022-12-24T02:45:07.0Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,73,74,2022-12-24T02:45:07Z,4540000,False,,,0,,L. Doncic Free Throw 2 of 2 (28 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,28.0,,,,,,,,,,,,,,,,
461,PT03M49.00S,2022-12-24T02:45:25.0Z,3,REGULAR,3pt,Jump Shot,[],1629645,6.258212877792378,3.6764705882352944,1610612745,73,74,2022-12-24T02:45:58Z,4550000,False,232.0,6.0,1,left,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
462,PT03M45.00S,2022-12-24T02:45:29.0Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,73,74,2022-12-24T02:45:29Z,4560000,False,,,0,,U. Garuba REBOUND (Off:2 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Right Corner 3,24+ Right,,,461.0,,,,,3.0,1.0,2.0,,,,,,,,,,
463,PT03M43.00S,2022-12-24T02:45:30.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,7.5722733245729295,45.588235294117645,1610612745,75,74,2022-12-24T03:40:32Z,4570000,False,22.0,19.0,1,left,T. Eason reverse Layup (2 PTS) (U. Garuba 2 AST),"[1631106, 1630586]",1610612745.0,HOU,reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.89,Made,,2.0,U. Garuba,1630586.0,2.0,,,,,,,,,,,,,
467,PT03M20.00S,2022-12-24T02:45:54.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,70.38436268068331,22.54901960784314,1610612742,75,74,2022-12-24T02:46:03Z,4590000,False,-137.0,226.0,1,right,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
468,PT03M20.00S,2022-12-24T02:45:54.0Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,75,74,2022-12-24T02:46:03Z,4600000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,467.0,,,,,3.0,2.0,1.0,,,,,,,,,,
469,PT03M14.00S,2022-12-24T02:46:00.5Z,3,REGULAR,turnover,lost ball,[],1631106,,,1610612745,75,74,2022-12-24T02:46:06Z,4610000,False,,,0,,T. Eason lost ball TURNOVER (2 TO),"[1631106, 1630593]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,,,Wright IV,1630593.0
470,PT03M14.00S,2022-12-24T02:46:00.5Z,3,REGULAR,steal,,[],1630593,,,1610612742,75,74,2022-12-24T02:46:02Z,4620000,False,,,0,,M. Wright IV STEAL (2 STL),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
471,PT03M03.00S,2022-12-24T02:46:12.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628373,81.2910643889619,88.48039215686273,1610612742,75,76,2022-12-24T02:46:49Z,4630000,False,192.0,123.0,1,right,F. Ntilikina 22' Jump Shot (9 PTS) (L. Doncic 8 AST),"[1628373, 1629029]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Right,22.86,Made,,9.0,L. Doncic,1629029.0,8.0,,,,,,,,,,,,,
474,PT03M03.00S,2022-12-24T02:47:15.4Z,3,REGULAR,substitution,out,[],203493,,,1610612745,75,76,2022-12-24T02:47:30Z,4660000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M03.00S,2022-12-24T02:47:15.4Z,3,REGULAR,substitution,in,[],203501,,,1610612745,75,76,2022-12-24T02:47:30Z,4670000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M45.00S,2022-12-24T02:47:35.7Z,3,REGULAR,foul,personal,['3freethrow'],1630593,,,1610612745,75,76,2022-12-24T02:47:42Z,4680000,False,,,0,,M. Wright IV shooting personal FOUL (1 PF) (Green 3 FT),"[1630593, 1630224]",1610612742.0,DAL,shooting,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627524.0,1.0,0.0,Green,1630224.0,,,,,
479,PT02M45.00S,2022-12-24T02:51:22.8Z,3,REGULAR,foul,technical,['1freethrow'],1630224,,,1610612745,75,76,2022-12-24T02:52:59Z,4710000,False,,,0,,J. Green technical FOUL (1 Tech),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,200832.0,0.0,1.0,,,,,,,
480,PT02M45.00S,2022-12-24T02:51:40.8Z,3,REGULAR,freethrow,1 of 1,[],1629029,,,1610612745,75,77,2022-12-24T02:51:40Z,4720000,False,,,0,,L. Doncic technical Free Throw 1 of 1 (29 PTS),[1629029],1610612742.0,DAL,technical,,,Doncic,L. Doncic,,,,,,,,Made,,29.0,,,,,,,,,,,,,,,,
481,PT02M45.00S,2022-12-24T02:52:13.3Z,3,REGULAR,freethrow,1 of 3,[],1630224,,,1610612745,76,77,2022-12-24T02:52:13Z,4730000,False,,,0,,J. Green Free Throw 1 of 3 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
482,PT02M45.00S,2022-12-24T02:52:14.0Z,3,REGULAR,substitution,out,[],203939,,,1610612745,76,77,2022-12-24T02:52:25Z,4740000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M45.00S,2022-12-24T02:52:14.0Z,3,REGULAR,substitution,in,[],1626174,,,1610612745,76,77,2022-12-24T02:52:25Z,4750000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M45.00S,2022-12-24T02:52:28.0Z,3,REGULAR,freethrow,2 of 3,[],1630224,,,1610612745,77,77,2022-12-24T02:52:28Z,4760000,False,,,0,,J. Green Free Throw 2 of 3 (18 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,18.0,,,,,,,,,,,,,,,,
485,PT02M45.00S,2022-12-24T02:52:40.5Z,3,REGULAR,freethrow,3 of 3,[],1630224,,,1610612745,78,77,2022-12-24T02:52:40Z,4770000,False,,,0,,J. Green Free Throw 3 of 3 (19 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,19.0,,,,,,,,,,,,,,,,
486,PT02M28.00S,2022-12-24T02:53:01.0Z,3,REGULAR,foul,personal,['2freethrow'],1630586,,,1610612742,78,77,2022-12-24T02:53:07Z,4780000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630586, 1629029]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200832.0,1.0,0.0,Doncic,1629029.0,,,,,
488,PT02M28.00S,2022-12-24T02:53:32.7Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,78,78,2022-12-24T02:53:32Z,4800000,False,,,0,,L. Doncic Free Throw 1 of 2 (30 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,30.0,,,,,,,,,,,,,,,,
489,PT02M28.00S,2022-12-24T02:53:34.9Z,3,REGULAR,substitution,out,[],1630231,,,1610612742,78,78,2022-12-24T02:53:39Z,4810000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M28.00S,2022-12-24T02:53:34.9Z,3,REGULAR,substitution,in,[],1631095,,,1610612742,78,78,2022-12-24T02:53:39Z,4820000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M28.00S,2022-12-24T02:53:54.9Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,78,79,2022-12-24T02:53:54Z,4830000,False,,,0,,L. Doncic Free Throw 2 of 2 (31 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,31.0,,,,,,,,,,,,,,,,
492,PT02M14.00S,2022-12-24T02:54:12.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630593,,,1610612745,78,79,2022-12-24T02:54:17Z,4840000,False,,,0,,M. Wright IV shooting personal FOUL (2 PF) (Green 2 FT),"[1630593, 1630224]",1610612742.0,DAL,shooting,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,200832.0,2.0,0.0,Green,1630224.0,,,,,
494,PT02M14.00S,2022-12-24T02:54:38.4Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,79,79,2022-12-24T02:54:38Z,4860000,False,,,0,,J. Green Free Throw 1 of 2 (20 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
495,PT02M14.00S,2022-12-24T02:54:53.0Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,80,79,2022-12-24T02:54:53Z,4870000,False,,,0,,J. Green Free Throw 2 of 2 (21 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
496,PT01M59.00S,2022-12-24T02:55:08.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629029,90.3580814717477,61.029411764705884,1610612742,80,79,2022-12-24T02:55:12Z,4880000,False,55.0,38.0,1,right,MISS L. Doncic 6' turnaround Hook,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
497,PT01M58.00S,2022-12-24T02:55:09.5Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,80,79,2022-12-24T02:55:12Z,4890000,False,,,0,,U. Garuba REBOUND (Off:2 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,496.0,,,,,4.0,2.0,2.0,,,,,,,,,,
498,PT01M50.00S,2022-12-24T02:55:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,10.200394218134035,43.13725490196079,1610612745,80,79,2022-12-24T02:55:22Z,4900000,False,34.0,43.0,1,left,MISS U. Garuba Layup - blocked,"[1630586, 1630593]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,Wright IV,1630593.0,,
499,PT01M50.00S,2022-12-24T02:55:17.7Z,3,REGULAR,block,,[],1630593,,,1610612745,80,79,2022-12-24T02:55:19Z,4910000,False,,,0,,M. Wright IV BLOCK (1 BLK),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
500,PT01M47.00S,2022-12-24T02:55:20.7Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,80,79,2022-12-24T02:55:22Z,4920000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,498.0,,,,,5.0,5.0,0.0,,,,,,,,,,
501,PT01M44.00S,2022-12-24T02:55:24.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629029,91.80354796320631,41.17647058823529,1610612742,80,81,2022-12-24T03:06:09Z,4930000,False,-44.0,25.0,1,right,L. Doncic running alley-oop Layup (33 PTS) (T. Hardaway Jr. 2 AST),"[1629029, 203501]",1610612742.0,DAL,running alley-oop,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,,33.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,,,,
503,PT01M31.00S,2022-12-24T02:55:37.1Z,3,REGULAR,3pt,Jump Shot,[],1629645,32.802233902759525,61.274509803921575,1610612745,80,81,2022-12-24T03:07:10Z,4950000,False,-56.0,256.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
504,PT01M26.00S,2022-12-24T02:55:42.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,80,81,2022-12-24T03:06:48Z,4960000,False,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,503.0,,,,,5.0,5.0,0.0,,,,,,,,,,
505,PT01M19.00S,2022-12-24T02:55:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203501,89.70105124835742,40.44117647058824,1610612742,80,81,2022-12-24T02:55:56Z,4970000,False,-48.0,44.0,1,right,MISS T. Hardaway Jr. 6' driving Layup - blocked,"[203501, 1631095]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,Smith Jr.,1631095.0,,
506,PT01M19.00S,2022-12-24T02:55:50.0Z,3,REGULAR,block,,[],1631095,,,1610612742,80,81,2022-12-24T02:55:52Z,4980000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
507,PT01M19.00S,2022-12-24T02:55:50.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,80,81,2022-12-24T02:55:56Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,505.0,,,,,,,,,,,,,,,,,
509,PT01M19.00S,2022-12-24T02:55:55.6Z,3,REGULAR,substitution,out,[],1629645,,,1610612742,80,81,2022-12-24T02:56:01Z,5010000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M19.00S,2022-12-24T02:55:55.6Z,3,REGULAR,substitution,in,[],1631102,,,1610612742,80,81,2022-12-24T02:56:01Z,5020000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M18.00S,2022-12-24T02:56:12.2Z,3,REGULAR,turnover,out-of-bounds,[],1628373,,,1610612742,80,81,2022-12-24T02:56:21Z,5030000,False,,,0,,F. Ntilikina step out-of-bounds TURNOVER (3 TO),[1628373],1610612742.0,DAL,step,,,Ntilikina,F. Ntilikina,,,,,Left Corner 3,24+ Left,,,,,,,,,,,101283.0,,,,,3.0,,,,
512,PT01M01.00S,2022-12-24T02:56:42.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,6.783837056504599,43.627450980392155,1610612745,82,81,2022-12-24T02:56:47Z,5040000,False,32.0,11.0,1,left,J. Green driving reverse Layup (23 PTS),[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.38,Made,,23.0,,,,,,,,,,,,,,,,
513,PT00M44.90S,2022-12-24T02:57:00.4Z,3,REGULAR,turnover,out-of-bounds,[],1628373,,,1610612742,82,81,2022-12-24T02:57:06Z,5050000,False,,,0,,F. Ntilikina bad pass out-of-bounds TURNOVER (4 TO),[1628373],1610612742.0,DAL,bad pass,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200832.0,,,,,4.0,,,,
515,PT00M29.90S,2022-12-24T02:57:25.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631102,28.07161629434954,14.950980392156863,1610612745,82,81,2022-12-24T02:57:32Z,5070000,False,175.0,211.0,1,left,MISS T. Washington Jr. 27' 3PT,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Right Center,27.46,Missed,,,,,,,,,,,,,,,,,,
516,PT00M29.30S,2022-12-24T02:57:26.0Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,82,81,2022-12-24T02:57:32Z,5080000,False,,,0,,U. Garuba REBOUND (Off:3 Def:2),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,515.0,,,,,5.0,2.0,3.0,,,,,,,,,,
517,PT00M23.10S,2022-12-24T02:57:32.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630224,7.5722733245729295,44.6078431372549,1610612745,82,81,2022-12-24T03:09:58Z,5090000,False,27.0,19.0,1,left,MISS J. Green driving reverse Layup,[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,,,,,,,,,,,
