actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
462,PT03M45.00S,2022-02-12T02:12:10.9Z,3,REGULAR,steal,,[],1630168,,,1610612737,77,97,2022-02-12T02:21:46Z,4520000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M40.00S,2022-02-12T02:12:16.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,28.203022339027594,22.794117647058822,1610612737,80,97,2022-02-12T02:12:22Z,4530000,136.0,213.0,1,left,B. Bogdanovic 25' 3PT running (12 PTS) (T. Young 9 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,25.24,Made,,,,,,,12.0,,,,T. Young,1629027.0,9.0,,,,,
465,PT03M39.00S,2022-02-12T02:12:22.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,80,97,2022-02-12T02:12:22Z,4550000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M39.00S,2022-02-12T02:13:32.4Z,3,REGULAR,substitution,out,[],1627749,,,1610612759,80,97,2022-02-12T02:13:48Z,4560000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M39.00S,2022-02-12T02:13:32.4Z,3,REGULAR,substitution,in,[],1630200,,,1610612759,80,97,2022-02-12T02:13:48Z,4570000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M19.00S,2022-02-12T02:14:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,88.64980289093299,42.15686274509804,1610612759,80,97,2022-02-12T02:14:17Z,4580000,-39.0,54.0,1,right,MISS Z. Collins 6' Layup - blocked,"[1628380, 1630168]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,6.69,Missed,Okongwu,1630168.0,,,,,,,,,,,,,,,,
469,PT03M19.00S,2022-02-12T02:14:13.6Z,3,REGULAR,block,,[],1630168,,,1610612759,80,97,2022-02-12T02:14:16Z,4590000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M15.00S,2022-02-12T02:14:17.6Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,80,97,2022-02-12T02:14:17Z,4600000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,468.0,5.0,4.0,1.0,,,,,,,,,,,,
471,PT03M10.00S,2022-02-12T02:14:21.9Z,3,REGULAR,3pt,Jump Shot,[],203992,29.25427069645204,71.07843137254902,1610612737,83,97,2022-02-12T02:14:27Z,4610000,-105.0,222.0,1,left,B. Bogdanovic 24' 3PT step back (15 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,24.62,Made,,,,,,,15.0,,,,,,,,,,,
472,PT02M55.00S,2022-02-12T02:14:36.8Z,3,REGULAR,3pt,Jump Shot,[],1629022,67.49342969776609,61.029411764705884,1610612759,83,97,2022-02-12T02:14:42Z,4620000,55.0,253.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
473,PT02M52.00S,2022-02-12T02:14:39.8Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,83,97,2022-02-12T02:14:42Z,4630000,,,0,,T. Young REBOUND (Off:1 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,472.0,4.0,3.0,1.0,,,,,,,,,,,,
474,PT02M40.00S,2022-02-12T02:14:51.6Z,3,REGULAR,2pt,Jump Shot,[],1629027,4.5499342969776615,23.284313725490197,1610612737,85,97,2022-02-12T02:17:11Z,4640000,134.0,-10.0,1,left,T. Young 13' fadeaway Jump Shot (15 PTS),[1629027],1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,13.4,Made,,,,,,,15.0,,,,,,,,,,,
475,PT02M22.00S,2022-02-12T02:15:10.0Z,3,REGULAR,turnover,bad pass,[],1628380,,,1610612759,85,97,2022-02-12T02:15:15Z,4650000,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1626153]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,,,,
476,PT02M22.00S,2022-02-12T02:15:10.0Z,3,REGULAR,steal,,[],1626153,,,1610612737,85,97,2022-02-12T02:15:13Z,4660000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M09.00S,2022-02-12T02:15:26.7Z,3,REGULAR,foul,personal,[],1629022,,,1610612737,85,97,2022-02-12T02:15:33Z,4670000,,,0,,L. Walker IV personal FOUL (2 PF),"[1629022, 1629027]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Young,1629027.0
479,PT02M09.00S,2022-02-12T02:15:33.5Z,3,REGULAR,substitution,out,[],1628380,,,1610612737,85,97,2022-02-12T02:15:53Z,4690000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M09.00S,2022-02-12T02:15:33.5Z,3,REGULAR,substitution,out,[],1630200,,,1610612737,85,97,2022-02-12T02:15:53Z,4700000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M09.00S,2022-02-12T02:15:33.5Z,3,REGULAR,substitution,in,[],1627751,,,1610612737,85,97,2022-02-12T02:15:53Z,4710000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M09.00S,2022-02-12T02:15:33.5Z,3,REGULAR,substitution,in,[],1627749,,,1610612737,85,97,2022-02-12T02:15:53Z,4720000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M05.00S,2022-02-12T02:16:02.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203992,23.078186596583443,87.5,1610612737,85,97,2022-02-12T02:16:08Z,4730000,-188.0,164.0,1,left,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
484,PT02M02.00S,2022-02-12T02:16:05.1Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,85,97,2022-02-12T02:16:08Z,4740000,,,0,,D. Murray REBOUND (Off:1 Def:7),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,483.0,8.0,7.0,1.0,,,,,,,,,,,,
485,PT01M57.00S,2022-02-12T02:16:10.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630563,92.06636005256242,47.30392156862745,1610612759,85,99,2022-02-12T02:16:17Z,4750000,-13.0,22.0,1,right,J. Primo running Layup (7 PTS) (D. Murray 14 AST),"[1630563, 1627749]",1610612759.0,SAS,running,,,Primo,J. Primo,,,,,2.59,Made,,,,,,,7.0,,,,D. Murray,1627749.0,14.0,,,,,
487,PT01M40.00S,2022-02-12T02:16:26.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,17.296320630749015,48.529411764705884,1610612737,85,99,2022-02-12T02:16:31Z,4770000,7.0,110.0,1,left,MISS B. Bogdanovic 11' step back Shot,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,
488,PT01M37.00S,2022-02-12T02:16:29.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,85,99,2022-02-12T02:16:31Z,4780000,,,0,,D. Murray REBOUND (Off:1 Def:8),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,487.0,9.0,8.0,1.0,,,,,,,,,,,,
489,PT01M24.00S,2022-02-12T02:16:42.7Z,3,REGULAR,3pt,Jump Shot,[],1627749,95.87713534822602,3.9215686274509802,1610612759,85,99,2022-02-12T02:16:47Z,4790000,-230.0,-14.0,1,right,MISS D. Murray 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,
490,PT01M21.00S,2022-02-12T02:16:45.7Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612737,85,99,2022-02-12T02:16:47Z,4800000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,489.0,2.0,2.0,0.0,,,,,,,,,,,,
491,PT01M17.00S,2022-02-12T02:16:49.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203992,28.203022339027594,16.911764705882355,1610612737,85,99,2022-02-12T02:19:23Z,4810000,165.0,213.0,1,left,MISS B. Bogdanovic 26' running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
492,PT01M15.00S,2022-02-12T02:16:51.8Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,85,99,2022-02-12T02:16:55Z,4820000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,491.0,3.0,3.0,0.0,,,,,,,,,,,,
493,PT01M06.00S,2022-02-12T02:17:01.5Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612759,85,99,2022-02-12T02:17:06Z,4830000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1626153]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,,,,
494,PT01M06.00S,2022-02-12T02:17:01.5Z,3,REGULAR,steal,,[],1626153,,,1610612737,85,99,2022-02-12T02:17:03Z,4840000,,,0,,D. Wright STEAL (3 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M03.00S,2022-02-12T02:17:04.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626153,5.863994743758213,49.754901960784316,1610612737,87,99,2022-02-12T02:17:11Z,4850000,1.0,3.0,1,left,D. Wright running DUNK (7 PTS),[1626153],1610612737.0,ATL,running,,,Wright,D. Wright,,,,,0.29,Made,,,,,,,7.0,,,,,,,,,,,
496,PT00M45.20S,2022-02-12T02:17:21.8Z,3,REGULAR,2pt,Jump Shot,[],1627749,77.34888304862024,42.40196078431372,1610612759,87,101,2022-02-12T02:17:26Z,4860000,-38.0,160.0,1,right,D. Murray 16' pullup Jump Shot (26 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,16.48,Made,,,,,,,26.0,,,,,,,,,,,
497,PT00M28.60S,2022-02-12T02:17:43.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.601182654402102,50.0,1610612737,87,101,2022-02-12T02:17:55Z,4870000,0.0,0.0,1,left,MISS D. Wright driving reverse Layup - blocked,"[1626153, 1627751]",1610612737.0,ATL,driving reverse,,,Wright,D. Wright,,,,,0.02,Missed,Poeltl,1627751.0,,,,,,,,,,,,,,,,
498,PT00M28.60S,2022-02-12T02:17:43.1Z,3,REGULAR,block,,[],1627751,,,1610612737,87,101,2022-02-12T02:17:46Z,4880000,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M25.10S,2022-02-12T02:17:46.6Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,87,101,2022-02-12T02:17:47Z,4890000,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,497.0,4.0,4.0,0.0,,,,,,,,,,,,
500,PT00M24.20S,2022-02-12T02:17:50.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612759,87,101,2022-02-12T02:18:25Z,4900000,,,0,,T. Young personal FOUL (3 PF) (Murray 2 FT),"[1629027, 1627749]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Murray,1627749.0
502,PT00M24.20S,2022-02-12T02:18:27.6Z,3,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,87,102,2022-02-12T02:18:27Z,4920000,,,0,,D. Murray Free Throw 1 of 2 (27 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,27.0,,,,,,,,,,,
503,PT00M24.20S,2022-02-12T02:18:28.7Z,3,REGULAR,substitution,out,[],203992,,,1610612759,87,102,2022-02-12T02:18:34Z,4930000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M24.20S,2022-02-12T02:18:28.7Z,3,REGULAR,substitution,in,[],1628989,,,1610612759,87,102,2022-02-12T02:18:34Z,4940000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M24.20S,2022-02-12T02:18:43.7Z,3,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,87,103,2022-02-12T02:18:43Z,4950000,,,0,,D. Murray Free Throw 2 of 2 (28 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,28.0,,,,,,,,,,,
506,PT00M04.10S,2022-02-12T02:19:10.5Z,3,REGULAR,foul,personal,[],1630563,,,1610612737,87,103,2022-02-12T02:19:18Z,4960000,,,0,,J. Primo personal FOUL (2 PF),"[1630563, 1629027]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Young,1629027.0
508,PT00M04.10S,2022-02-12T02:19:40.1Z,3,REGULAR,substitution,out,[],1626153,,,1610612737,87,103,2022-02-12T02:19:49Z,4980000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M04.10S,2022-02-12T02:19:40.1Z,3,REGULAR,substitution,in,[],203992,,,1610612737,87,103,2022-02-12T02:19:49Z,4990000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M00.80S,2022-02-12T02:20:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.1268068331143235,43.872549019607845,1610612737,87,103,2022-02-12T02:20:37Z,5000000,31.0,5.0,1,left,MISS O. Okongwu driving Layup,[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,
511,PT00M00.10S,2022-02-12T02:20:11.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,87,103,2022-02-12T02:20:37Z,5010000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,
512,PT00M00.00S,2022-02-12T02:20:16.6Z,3,REGULAR,period,end,[],0,,,1610612737,87,103,2022-02-12T02:20:16Z,5020000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-02-12T02:22:32.7Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,87,103,2022-02-12T02:22:47Z,5030000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-02-12T02:22:32.7Z,4,REGULAR,substitution,out,['startperiod'],1629022,,,1610612737,87,103,2022-02-12T02:22:47Z,5040000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-02-12T02:22:32.7Z,4,REGULAR,substitution,out,['startperiod'],1627749,,,1610612737,87,103,2022-02-12T02:22:47Z,5050000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-02-12T02:22:32.7Z,4,REGULAR,substitution,in,['startperiod'],1626153,,,1610612737,87,103,2022-02-12T02:22:47Z,5060000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-02-12T02:22:32.7Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612737,87,103,2022-02-12T02:22:47Z,5070000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-02-12T02:22:32.7Z,4,REGULAR,substitution,in,['startperiod'],1630170,,,1610612737,87,103,2022-02-12T02:22:47Z,5080000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-02-12T02:22:53.9Z,4,REGULAR,period,start,[],0,,,1610612759,87,103,2022-02-12T02:22:53Z,5090000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M43.00S,2022-02-12T02:23:10.2Z,4,REGULAR,3pt,Jump Shot,[],1629640,68.41327201051249,70.09803921568627,1610612759,87,106,2022-02-12T02:23:14Z,5100000,100.0,244.0,1,right,K. Johnson 26' 3PT  (18 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.43,Made,,,,,,,18.0,,,,,,,,,,,
521,PT11M22.00S,2022-02-12T02:23:30.8Z,4,REGULAR,3pt,Jump Shot,[],203992,33.722076215505915,43.627450980392155,1610612737,90,106,2022-02-12T02:26:27Z,5110000,32.0,264.0,1,left,B. Bogdanovic 26' 3PT step back (18 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,26.64,Made,,,,,,,18.0,,,,,,,,,,,
522,PT11M04.00S,2022-02-12T02:23:48.9Z,4,REGULAR,3pt,Jump Shot,[],1630563,87.99277266754271,96.81372549019608,1610612759,90,106,2022-02-12T02:23:54Z,5120000,234.0,60.0,1,right,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,
523,PT11M01.00S,2022-02-12T02:23:51.9Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612737,90,106,2022-02-12T02:23:54Z,5130000,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,522.0,3.0,3.0,0.0,,,,,,,,,,,,
524,PT10M49.00S,2022-02-12T02:24:04.4Z,4,REGULAR,2pt,Jump Shot,[],201568,14.799605781865965,87.00980392156863,1610612737,90,106,2022-02-12T02:24:08Z,5140000,-185.0,87.0,1,left,MISS D. Gallinari 20' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,20.43,Missed,,,,,,,,,,,,,,,,,,
525,PT10M45.00S,2022-02-12T02:24:08.4Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,90,106,2022-02-12T02:24:08Z,5150000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,524.0,1.0,1.0,0.0,,,,,,,,,,,,
526,PT10M35.00S,2022-02-12T02:24:17.1Z,4,REGULAR,2pt,Jump Shot,[],1630170,79.58278580814718,60.29411764705882,1610612759,90,108,2022-02-12T02:27:49Z,5160000,51.0,139.0,1,right,D. Vassell 14' pullup Jump Shot (18 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,14.86,Made,,,,,,,18.0,,,,,,,,,,,
527,PT10M18.00S,2022-02-12T02:24:36.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.652431011826544,50.245098039215684,1610612737,90,108,2022-02-12T02:24:48Z,5170000,-1.0,10.0,1,left,MISS O. Okongwu Layup - blocked,"[1630168, 1627751]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,1.01,Missed,Poeltl,1627751.0,,,,,,,,,,,,,,,,
528,PT10M18.00S,2022-02-12T02:24:36.2Z,4,REGULAR,block,,[],1627751,,,1610612737,90,108,2022-02-12T02:24:39Z,5180000,,,0,,J. Poeltl BLOCK (3 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M17.00S,2022-02-12T02:24:37.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,90,108,2022-02-12T02:24:48Z,5190000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,
530,PT10M17.00S,2022-02-12T02:24:42.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,90,108,2022-02-12T02:24:42Z,5200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT10M13.00S,2022-02-12T02:24:59.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,5.601182654402102,50.98039215686274,1610612737,90,108,2022-02-12T02:25:04Z,5210000,-5.0,0.0,1,left,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,0.49,Missed,,,,,,,,,,,,,,,,,,
532,PT10M12.00S,2022-02-12T02:25:00.1Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,90,108,2022-02-12T02:25:04Z,5220000,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,531.0,5.0,5.0,0.0,,,,,,,,,,,,
533,PT10M12.00S,2022-02-12T02:25:02.7Z,4,REGULAR,foul,personal,[],203992,,,1610612759,90,108,2022-02-12T02:25:07Z,5230000,,,0,,B. Bogdanovic personal FOUL (4 PF),"[203992, 1627751]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,200832.0,4.0,0.0,Poeltl,1627751.0
535,PT10M12.00S,2022-02-12T02:25:09.5Z,4,REGULAR,substitution,out,[],1630563,,,1610612759,90,108,2022-02-12T02:25:19Z,5250000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
536,PT10M12.00S,2022-02-12T02:25:09.5Z,4,REGULAR,substitution,in,[],203926,,,1610612759,90,108,2022-02-12T02:25:19Z,5260000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
537,PT10M04.00S,2022-02-12T02:25:29.8Z,4,REGULAR,turnover,bad pass,[],1627751,,,1610612759,90,108,2022-02-12T02:25:34Z,5270000,,,0,,J. Poeltl bad pass TURNOVER (3 TO),"[1627751, 203992]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,3.0,Bogdanovic,203992.0,,,,,,,,
538,PT10M04.00S,2022-02-12T02:25:29.8Z,4,REGULAR,steal,,[],203992,,,1610612737,90,108,2022-02-12T02:25:32Z,5280000,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M53.00S,2022-02-12T02:25:40.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201568,10.463206307490145,49.50980392156863,1610612737,90,108,2022-02-12T02:25:55Z,5290000,2.0,46.0,1,left,MISS D. Gallinari driving floating Shot,[201568],1610612737.0,ATL,driving floating,,,Gallinari,D. Gallinari,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,
540,PT09M52.00S,2022-02-12T02:25:41.3Z,4,REGULAR,rebound,offensive,[],201568,,,1610612737,90,108,2022-02-12T02:54:52Z,5300000,,,0,,D. Gallinari REBOUND (Off:4 Def:5),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,539.0,9.0,5.0,4.0,,,,,,,,,,,,
541,PT09M52.00S,2022-02-12T02:25:53.9Z,4,REGULAR,foul,personal,[],1629640,,,1610612737,90,108,2022-02-12T02:26:32Z,5310000,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 201568]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Gallinari,201568.0
543,PT09M52.00S,2022-02-12T02:26:11.5Z,4,REGULAR,substitution,out,[],203992,,,1610612737,90,108,2022-02-12T02:26:14Z,5330000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M52.00S,2022-02-12T02:26:11.5Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,90,108,2022-02-12T02:26:14Z,5340000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M45.00S,2022-02-12T02:26:19.3Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629631,23.866622864651774,48.03921568627451,1610612737,92,108,2022-02-12T02:26:25Z,5350000,10.0,172.0,1,left,D. Hunter 17' pullup Jump Shot (10 PTS) (O. Okongwu 3 AST),"[1629631, 1630168]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,17.21,Made,,,,,,,10.0,,,,O. Okongwu,1630168.0,3.0,,,,,
547,PT09M26.00S,2022-02-12T02:26:39.3Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612759,92,108,2022-02-12T02:27:03Z,5370000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Poeltl 2 FT),"[1630168, 1627751]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Poeltl,1627751.0
