actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
350,PT09M31.00S,2025-12-02T04:29:56.6Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,56,69,2025-12-02T04:30:02Z,3450000,False,,,0,,L. James lost ball out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,Mid-Range,16-24 Left,1626300.0,2.0,,,,,,,,,,,,,,,,,,
351,PT09M15.00S,2025-12-02T04:30:17.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,92.0335085413929,75.98039215686275,1610612756,56,69,2025-12-02T04:30:25Z,3460000,False,130.0,22.0,1,right,MISS D. Brooks 13' fadeaway Shot,[1628415],1610612756.0,PHX,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,13.18,Missed,,,,,,,,,,,,,,,,
352,PT09M12.00S,2025-12-02T04:30:20.7Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,56,69,2025-12-02T04:30:25Z,3470000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,351.0,2.0,2.0,0.0,,,,,,,,,,,
353,PT09M06.00S,2025-12-02T04:30:26.8Z,3,REGULAR,3pt,Jump Shot,[],1630559,33.6892247043364,58.82352941176471,1610612747,56,69,2025-12-02T04:39:45Z,3480000,False,-44.0,264.0,1,left,MISS A. Reaves 26' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,26.79,Missed,,,,,,,,,,,,,,,,
354,PT09M02.00S,2025-12-02T04:30:30.8Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,56,69,2025-12-02T04:30:33Z,3490000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,353.0,3.0,3.0,0.0,,,,,,,,,,,
355,PT08M59.00S,2025-12-02T04:30:33.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630692,77.84165571616295,9.068627450980387,1610612756,56,72,2025-12-02T04:30:41Z,3500000,False,-205.0,156.0,1,right,J. Goodwin 25' 3PT running (8 PTS) (R. O'Neale 8 AST),"[1630692, 1626220]",1610612756.0,PHX,running,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,25.72,Made,8.0,,,,,,,R. O'Neale,1626220.0,8.0,,,,,,
357,PT08M45.00S,2025-12-02T04:30:48.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.000657030223394,55.88235294117647,1610612747,58,72,2025-12-02T04:40:21Z,3520000,False,-29.0,107.0,1,left,L. Dončić 11' floating Jump Shot (29 PTS),[1629029],1610612747.0,LAL,floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,11.13,Made,29.0,,,,,,,,,,,,,,,
358,PT08M32.00S,2025-12-02T04:31:02.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,80.33837056504599,56.61764705882353,1610612756,58,74,2025-12-02T04:31:08Z,3530000,False,33.0,132.0,1,right,D. Brooks 13' pullup Jump Shot (25 PTS),[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,13.64,Made,25.0,,,,,,,,,,,,,,,
359,PT08M32.00S,2025-12-02T04:31:08.0Z,3,REGULAR,foul,personal,['1freethrow'],1630559,,,1610612756,58,74,2025-12-02T04:31:14Z,3540000,False,,,0,,A. Reaves shooting personal FOUL (2 PF) (Brooks 1 FT),"[1630559, 1628415]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,,,,2.0,0.0,Brooks,1628415.0,,
361,PT08M32.00S,2025-12-02T04:31:29.4Z,3,REGULAR,freethrow,1 of 1,[],1628415,,,1610612756,58,75,2025-12-02T04:31:29Z,3560000,False,,,0,,D. Brooks Free Throw 1 of 1 (26 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
362,PT08M22.00S,2025-12-02T04:31:41.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,7.539421813403408,51.71568627450981,1610612747,60,75,2025-12-02T04:31:45Z,3570000,False,-9.0,18.0,1,left,D. Ayton alley-oop DUNK (10 PTS) (L. Dončić 4 AST),"[1629028, 1629029]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,2.03,Made,10.0,,,,,,,L. Dončić,1629029.0,4.0,,,,,,
364,PT08M06.00S,2025-12-02T04:31:56.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,91.24507227332458,51.22549019607843,1610612756,60,77,2025-12-02T04:56:36Z,3590000,False,6.0,30.0,1,right,J. Goodwin driving floating Jump Shot (10 PTS) (R. O'Neale 9 AST),"[1630692, 1626220]",1610612756.0,PHX,driving floating,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,3.04,Made,10.0,,,,,,,R. O'Neale,1626220.0,9.0,,,,,,
366,PT07M56.00S,2025-12-02T04:32:07.1Z,3,REGULAR,3pt,Jump Shot,[],1629029,25.410643889618925,89.70588235294117,1610612747,63,77,2025-12-02T04:57:06Z,3610000,False,-199.0,186.0,1,left,L. Dončić 27' 3PT pullup (32 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,27.23,Made,32.0,,,,,,,,,,,,,,,
367,PT07M46.00S,2025-12-02T04:32:17.6Z,3,REGULAR,3pt,Jump Shot,[],1631221,66.01511169513799,36.76470588235294,1610612756,63,77,2025-12-02T04:57:22Z,3620000,False,-66.0,267.0,1,right,MISS C. Gillespie 27' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,27.51,Missed,,,,,,,,,,,,,,,,
368,PT07M43.00S,2025-12-02T04:32:20.6Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,63,77,2025-12-02T04:32:22Z,3630000,False,,,0,,L. Dončić REBOUND (Off:0 Def:9),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,367.0,9.0,9.0,0.0,,,,,,,,,,,
369,PT07M41.00S,2025-12-02T04:32:21.8Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612747,63,77,2025-12-02T04:32:25Z,3640000,False,,,0,,L. Dončić bad pass TURNOVER (7 TO),"[1629029, 1631221]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left,,7.0,,,,,,,,Gillespie,1631221.0,,,,,,,,,
370,PT07M41.00S,2025-12-02T04:32:21.8Z,3,REGULAR,steal,,[],1631221,,,1610612756,63,77,2025-12-02T04:32:24Z,3650000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
371,PT07M35.00S,2025-12-02T04:32:28.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628415,67.32917214191853,34.06862745098039,1610612756,63,77,2025-12-02T04:32:34Z,3660000,False,-80.0,255.0,1,right,MISS D. Brooks 26' running 3PT,[1628415],1610612756.0,PHX,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,26.68,Missed,,,,,,,,,,,,,,,,
372,PT07M29.00S,2025-12-02T04:32:34.4Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,63,77,2025-12-02T04:32:34Z,3670000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,371.0,3.0,3.0,0.0,,,,,,,,,,,
373,PT07M22.00S,2025-12-02T04:32:41.0Z,3,REGULAR,turnover,lost ball,[],1629029,,,1610612747,63,77,2025-12-02T04:32:44Z,3680000,False,,,0,,L. Dončić lost ball TURNOVER (8 TO),"[1629029, 1630692]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,8.0,,,,,,,,Goodwin,1630692.0,,,,,,,,,
374,PT07M22.00S,2025-12-02T04:32:41.0Z,3,REGULAR,steal,,[],1630692,,,1610612756,63,77,2025-12-02T04:54:46Z,3690000,False,,,0,,J. Goodwin STEAL (3 STL),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
375,PT07M19.00S,2025-12-02T04:32:44.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631109,92.69053876478318,50.98039215686275,1610612756,63,79,2025-12-02T04:32:53Z,3700000,False,5.0,16.0,1,right,M. Williams running DUNK (11 PTS) (C. Gillespie 3 AST),"[1631109, 1631221]",1610612756.0,PHX,running,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,1.69,Made,11.0,,,,,,,C. Gillespie,1631221.0,3.0,,,,,,
377,PT07M19.00S,2025-12-02T04:32:54.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,63,79,2025-12-02T04:32:54Z,3720000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M19.00S,2025-12-02T04:36:29.9Z,3,REGULAR,substitution,out,[],1629028,,,1610612747,63,79,2025-12-02T04:36:43Z,3730000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M19.00S,2025-12-02T04:36:29.9Z,3,REGULAR,substitution,out,[],1629060,,,1610612747,63,79,2025-12-02T04:36:43Z,3740000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M19.00S,2025-12-02T04:36:29.9Z,3,REGULAR,substitution,out,[],1631221,,,1610612747,63,79,2025-12-02T04:36:43Z,3750000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M19.00S,2025-12-02T04:36:29.9Z,3,REGULAR,substitution,in,[],1629637,,,1610612747,63,79,2025-12-02T04:36:43Z,3760000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M19.00S,2025-12-02T04:36:29.9Z,3,REGULAR,substitution,in,[],1628467,,,1610612747,63,79,2025-12-02T04:36:43Z,3770000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M19.00S,2025-12-02T04:36:29.9Z,3,REGULAR,substitution,in,[],1631123,,,1610612747,63,79,2025-12-02T04:36:43Z,3780000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M59.00S,2025-12-02T04:36:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,16.212220762155056,40.19607843137255,1610612747,63,79,2025-12-02T04:37:04Z,3790000,False,49.0,100.0,1,left,MISS L. Dončić 11' turnaround Shot,[1629029],1610612747.0,LAL,turnaround,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,11.13,Missed,,,,,,,,,,,,,,,,
385,PT06M59.00S,2025-12-02T04:36:54.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,63,79,2025-12-02T04:36:54Z,3800000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,384.0,,,,,,,,,,,,,,
387,PT06M48.00S,2025-12-02T04:37:09.6Z,3,REGULAR,3pt,Jump Shot,[],1626220,65.22667542706964,57.59803921568628,1610612756,63,79,2025-12-02T04:58:18Z,3820000,False,38.0,274.0,1,right,MISS R. O'Neale 27' pullup 3PT,[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,27.7,Missed,,,,,,,,,,,,,,,,
388,PT06M44.00S,2025-12-02T04:37:13.6Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612747,63,79,2025-12-02T04:37:14Z,3830000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Center,,,,,,387.0,1.0,1.0,0.0,,,,,,,,,,,
389,PT06M34.00S,2025-12-02T04:37:23.5Z,3,REGULAR,2pt,Jump Shot,[],2544,11.350197109067011,70.09803921568627,1610612747,63,79,2025-12-02T04:37:30Z,3840000,False,-100.0,54.0,1,left,MISS L. James 11' turnaround Shot - blocked,"[2544, 1631109]",1610612747.0,LAL,turnaround,,,James,L. James,,,,,Mid-Range,8-16 Left,,,11.42,Missed,,,,,,,,,,,,,,,Williams,1631109.0
390,PT06M34.00S,2025-12-02T04:37:23.5Z,3,REGULAR,block,,[],1631109,,,1610612747,63,79,2025-12-02T04:37:26Z,3850000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
391,PT06M31.00S,2025-12-02T04:37:26.5Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,63,79,2025-12-02T04:37:30Z,3860000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,389.0,4.0,4.0,0.0,,,,,,,,,,,
392,PT06M24.00S,2025-12-02T04:37:33.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,86.25164257555848,63.72549019607843,1610612756,63,79,2025-12-02T04:37:40Z,3870000,False,69.0,77.0,1,right,MISS D. Brooks 10' turnaround fadeaway Shot,[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,10.29,Missed,,,,,,,,,,,,,,,,
393,PT06M20.00S,2025-12-02T04:37:37.1Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,63,79,2025-12-02T04:37:40Z,3880000,False,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,,392.0,4.0,4.0,0.0,,,,,,,,,,,
394,PT06M04.00S,2025-12-02T04:37:53.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628467,16.4257555847569,47.526041666666664,1610612747,65,79,2025-12-02T05:07:48Z,3890000,False,12.0,102.0,1,left,M. Kleber 10' driving floating Jump Shot (2 PTS) (L. Dončić 5 AST),"[1628467, 1629029]",1610612747.0,LAL,driving floating,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,10.27,Made,2.0,,,,,,,L. Dončić,1629029.0,5.0,,,,,,
396,PT05M39.00S,2025-12-02T04:38:18.4Z,3,REGULAR,2pt,Jump Shot,[],1630692,74.29369250985545,37.745098039215684,1610612756,65,79,2025-12-02T04:38:21Z,3910000,False,-61.0,189.0,1,right,MISS J. Goodwin 19' step back Shot,[1630692],1610612756.0,PHX,step back,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Center,,,19.88,Missed,,,,,,,,,,,,,,,,
397,PT05M37.00S,2025-12-02T04:38:20.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,65,79,2025-12-02T04:38:21Z,3920000,False,,,0,,L. Dončić REBOUND (Off:0 Def:10),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,,,,396.0,10.0,10.0,0.0,,,,,,,,,,,
398,PT05M19.00S,2025-12-02T04:38:37.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.82457293035479,55.88235294117647,1610612747,65,79,2025-12-02T05:08:06Z,3930000,False,-29.0,49.0,1,left,MISS L. Dončić driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,5.74,Missed,,,,,,,,,,,,,,,,
399,PT05M17.00S,2025-12-02T04:38:39.7Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612756,65,79,2025-12-02T04:38:41Z,3940000,False,,,0,,M. Williams REBOUND (Off:0 Def:5),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,398.0,5.0,5.0,0.0,,,,,,,,,,,
400,PT05M17.00S,2025-12-02T04:38:42.1Z,3,REGULAR,foul,personal,[],1629029,,,1610612756,65,79,2025-12-02T04:38:49Z,3950000,False,,,0,,L. Dončić personal FOUL (2 PF),"[1629029, 1631109]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,,,,2.0,0.0,Williams,1631109.0,,
402,PT05M17.00S,2025-12-02T04:38:50.0Z,3,REGULAR,substitution,out,[],2544,,,1610612756,65,79,2025-12-02T04:38:59Z,3970000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M17.00S,2025-12-02T04:38:50.0Z,3,REGULAR,substitution,out,[],1631109,,,1610612756,65,79,2025-12-02T04:38:59Z,3980000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M17.00S,2025-12-02T04:38:50.0Z,3,REGULAR,substitution,in,[],1631222,,,1610612756,65,79,2025-12-02T04:38:59Z,3990000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M17.00S,2025-12-02T04:38:50.0Z,3,REGULAR,substitution,in,[],1642345,,,1610612756,65,79,2025-12-02T04:38:59Z,4000000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M05.00S,2025-12-02T04:39:20.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612756,65,79,2025-12-02T04:39:26Z,4010000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Brooks 2 FT),"[1629637, 1628415]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Brooks,1628415.0,,
408,PT05M05.00S,2025-12-02T04:39:40.6Z,3,REGULAR,freethrow,1 of 2,[],1628415,,,1610612756,65,79,2025-12-02T04:40:01Z,4030000,False,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
409,PT05M05.00S,2025-12-02T04:39:40.6Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,65,79,2025-12-02T04:40:01Z,4040000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,
410,PT05M05.00S,2025-12-02T04:39:42.7Z,3,REGULAR,substitution,out,[],1630692,,,1610612756,65,79,2025-12-02T04:39:46Z,4050000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M05.00S,2025-12-02T04:39:42.7Z,3,REGULAR,substitution,in,[],1642346,,,1610612756,65,79,2025-12-02T04:39:46Z,4060000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M05.00S,2025-12-02T04:39:40.6Z,3,REGULAR,freethrow,2 of 2,[],1628415,,,1610612756,65,79,2025-12-02T04:40:01Z,4070000,False,,,0,,MISS D. Brooks Free Throw 2 of 2,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
413,PT05M03.00S,2025-12-02T04:39:42.6Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,65,79,2025-12-02T04:40:01Z,4080000,False,,,0,,L. Dončić REBOUND (Off:0 Def:11),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,412.0,11.0,11.0,0.0,,,,,,,,,,,
414,PT04M52.00S,2025-12-02T04:40:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,16.606438896189218,50.49019607843137,1610612747,67,79,2025-12-02T05:08:24Z,4090000,False,-2.0,104.0,1,left,L. Dončić 10' floating Jump Shot (34 PTS),[1629029],1610612747.0,LAL,floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,10.36,Made,34.0,,,,,,,,,,,,,,,
415,PT04M39.00S,2025-12-02T04:40:23.3Z,3,REGULAR,2pt,Jump Shot,[],1628415,78.76149802890933,63.48039215686275,1610612756,67,81,2025-12-02T05:08:38Z,4100000,False,67.0,147.0,1,right,D. Brooks 16' turnaround fadeaway Jump Shot (28 PTS),[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,,,16.18,Made,28.0,,,,,,,,,,,,,,,
424,PT04M39.00S,2025-12-02T04:40:34.8Z,3,REGULAR,turnover,lost ball,[],1629029,,,1610612747,67,81,2025-12-02T04:41:18Z,4120000,False,,,0,,L. Dončić lost ball TURNOVER (9 TO),"[1629029, 1642346]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,9.0,,,,,,,,Dunn,1642346.0,,,,,,,,,
425,PT04M39.00S,2025-12-02T04:40:34.8Z,3,REGULAR,steal,,[],1642346,,,1610612756,67,81,2025-12-02T04:41:18Z,4125000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
418,PT04M24.00S,2025-12-02T04:40:46.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626220,69.95729303547964,16.42156862745098,1610612756,67,84,2025-12-02T04:42:32Z,4130000,False,-168.0,230.0,1,right,R. O'Neale 28' 3PT step back (6 PTS) (D. Brooks 2 AST),"[1626220, 1628415]",1610612756.0,PHX,step back,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,28.47,Made,6.0,,,,,,,D. Brooks,1628415.0,2.0,,,,,,
420,PT04M08.00S,2025-12-02T04:41:05.1Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,67,84,2025-12-02T04:41:11Z,4150000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M08.00S,2025-12-02T04:41:05.1Z,3,REGULAR,substitution,out,[],1626220,,,1610612747,67,84,2025-12-02T04:41:11Z,4160000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M08.00S,2025-12-02T04:41:05.1Z,3,REGULAR,substitution,in,[],1629216,,,1610612747,67,84,2025-12-02T04:41:11Z,4170000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M08.00S,2025-12-02T04:41:05.1Z,3,REGULAR,substitution,in,[],1628502,,,1610612747,67,84,2025-12-02T04:41:11Z,4180000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M03.00S,2025-12-02T04:41:32.5Z,3,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612747,67,84,2025-12-02T04:41:38Z,4190000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Hayes 2 FT),"[1642346, 1629637]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Hayes,1629637.0,,
428,PT04M03.00S,2025-12-02T04:41:46.1Z,3,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,68,84,2025-12-02T04:41:46Z,4210000,False,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
429,PT04M03.00S,2025-12-02T04:42:01.4Z,3,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,69,84,2025-12-02T04:42:01Z,4220000,False,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
430,PT03M50.00S,2025-12-02T04:42:15.1Z,3,REGULAR,3pt,Jump Shot,[],1628415,92.55913272010513,3.1862745098039227,1610612756,69,87,2025-12-02T04:42:20Z,4230000,False,-234.0,17.0,1,right,D. Brooks 3PT  (31 PTS) (J. Bouyea 3 AST),"[1628415, 1631123]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,23.47,Made,31.0,,,,,,,J. Bouyea,1631123.0,3.0,,,,,,
432,PT03M33.00S,2025-12-02T04:42:32.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,9.247700394218143,54.90196078431372,1610612747,71,87,2025-12-02T05:08:54Z,4250000,False,-25.0,34.0,1,left,L. Dončić driving floating bank Jump Shot (36 PTS),[1629029],1610612747.0,LAL,driving floating bank,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,4.22,Made,36.0,,,,,,,,,,,,,,,
