actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
589,PT01M06.00S,2025-03-16T02:45:57.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,90,88,2025-03-16T02:45:57Z,5780000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT01M06.00S,2025-03-16T02:48:59.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203110,,,1610612744,91,88,2025-03-16T02:48:59Z,5790000,False,,,0,,D. Green Free Throw 1 of 2 (6 PTS),[203110],1610612744.0,GSW,,,,,,,,,,Made,6.0,Green,D. Green,,,,,,,,,,,,,,,,,,
591,PT01M06.00S,2025-03-16T02:49:17.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203110,,,1610612744,92,88,2025-03-16T02:49:17Z,5800000,False,,,0,,D. Green Free Throw 2 of 2 (7 PTS),[203110],1610612744.0,GSW,,,,,,,,,,Made,7.0,Green,D. Green,,,,,,,,,,,,,,,,,,
593,PT00M53.40S,2025-03-16T02:49:44.4Z,4,REGULAR,foul,personal,[],203110,,,1610612752,92,88,2025-03-16T02:50:27Z,5820000,False,,,0,,D. Green personal FOUL (3 PF),"[203110, 1628969]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right Center,,,,Green,D. Green,,,,,,,,1626300.0,3.0,0.0,Bridges,1628969.0,,,,,,
595,PT00M50.70S,2025-03-16T02:50:33.1Z,4,REGULAR,turnover,bad pass,[],1630540,,,1610612752,92,88,2025-03-16T02:50:54Z,5840000,False,,,0,,M. McBride bad pass TURNOVER (2 TO),"[1630540, 1627780]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,McBride,M. McBride,,,,,,,,,,,,,,,2.0,Payton II,1627780.0,
596,PT00M50.70S,2025-03-16T02:50:33.1Z,4,REGULAR,steal,,[],1627780,,,1610612744,92,88,2025-03-16T02:50:34Z,5850000,False,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
597,PT00M25.80S,2025-03-16T02:50:57.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,12.06677069645204,57.57123161764706,1610612744,94,88,2025-03-16T02:51:17Z,5860000,False,-38.0,61.0,1,left,D. Green 7' driving Layup (9 PTS),[203110],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.17,Made,9.0,Green,D. Green,,,,,,,,,,,,,,,,,,
598,PT00M25.80S,2025-03-16T02:51:06.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,94,88,2025-03-16T02:51:07Z,5870000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M22.70S,2025-03-16T02:53:01.3Z,4,REGULAR,3pt,Jump Shot,[],1628969,89.50804862023654,97.08180147058823,1610612752,94,88,2025-03-16T02:53:43Z,5880000,False,235.0,46.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,23.99,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
600,PT00M18.90S,2025-03-16T02:53:05.1Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612752,94,88,2025-03-16T02:53:43Z,5890000,False,,,0,,O. Anunoby REBOUND (Off:3 Def:6),[1628384],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,Anunoby,O. Anunoby,599.0,9.0,6.0,3.0,,,,,,,,,,,,,,
601,PT00M17.50S,2025-03-16T02:53:08.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612752,94,88,2025-03-16T02:53:57Z,5900000,False,,,0,,S. Curry shooting personal FOUL (2 PF) (Anunoby 2 FT),"[201939, 1628384]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,2714.0,2.0,0.0,Anunoby,1628384.0,,,,,,
603,PT00M17.50S,2025-03-16T02:53:38.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628384,,,1610612752,94,88,2025-03-16T02:53:38Z,5920000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612752.0,NYK,,,,,,,,,,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
604,PT00M17.50S,2025-03-16T02:53:38.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,94,88,2025-03-16T02:53:38Z,5930000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,
605,PT00M17.50S,2025-03-16T02:53:42.0Z,4,REGULAR,substitution,out,[],1627780,,,1610612752,94,88,2025-03-16T02:53:50Z,5940000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
606,PT00M17.50S,2025-03-16T02:53:42.0Z,4,REGULAR,substitution,in,[],1626172,,,1610612752,94,88,2025-03-16T02:53:50Z,5950000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
607,PT00M17.50S,2025-03-16T02:54:04.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628384,,,1610612752,94,89,2025-03-16T02:54:04Z,5960000,False,,,0,,O. Anunoby Free Throw 2 of 2 (20 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,20.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
608,PT00M17.50S,2025-03-16T02:54:07.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,94,89,2025-03-16T02:54:07Z,5970000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M17.50S,2025-03-16T02:55:14.9Z,4,REGULAR,substitution,out,[],1626172,,,1610612744,94,89,2025-03-16T02:55:39Z,5980000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
611,PT00M17.50S,2025-03-16T02:55:14.9Z,4,REGULAR,substitution,out,[],1626157,,,1610612744,94,89,2025-03-16T02:55:39Z,5990000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
612,PT00M17.50S,2025-03-16T02:55:14.9Z,4,REGULAR,substitution,in,[],1627741,,,1610612744,94,89,2025-03-16T02:55:39Z,6000000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
613,PT00M17.50S,2025-03-16T02:55:14.9Z,4,REGULAR,substitution,in,[],1629011,,,1610612744,94,89,2025-03-16T02:55:39Z,6010000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
614,PT00M14.50S,2025-03-16T02:55:53.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630540,,,1610612744,94,89,2025-03-16T02:56:28Z,6020000,False,,,0,,M. McBride take personal FOUL (3 PF) (Curry 2 FT),"[1630540, 201939]",1610612752.0,NYK,take,,,,,,Above the Break 3,24+ Right Center,,,,McBride,M. McBride,,,,,,,,2002.0,3.0,0.0,Curry,201939.0,,,,,,
616,PT00M14.50S,2025-03-16T02:56:25.1Z,4,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,95,89,2025-03-16T02:56:25Z,6040000,False,,,0,,S. Curry Free Throw 1 of 2 (26 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,26.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
617,PT00M14.50S,2025-03-16T02:56:28.8Z,4,REGULAR,substitution,out,[],1627741,,,1610612744,95,89,2025-03-16T02:56:32Z,6050000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
618,PT00M14.50S,2025-03-16T02:56:28.8Z,4,REGULAR,substitution,out,[],1629011,,,1610612744,95,89,2025-03-16T02:56:32Z,6060000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
619,PT00M14.50S,2025-03-16T02:56:28.8Z,4,REGULAR,substitution,in,[],1627780,,,1610612744,95,89,2025-03-16T02:56:32Z,6070000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
620,PT00M14.50S,2025-03-16T02:56:28.8Z,4,REGULAR,substitution,in,[],1626157,,,1610612744,95,89,2025-03-16T02:56:32Z,6080000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
621,PT00M14.50S,2025-03-16T02:56:45.0Z,4,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,96,89,2025-03-16T02:56:45Z,6090000,False,,,0,,S. Curry Free Throw 2 of 2 (27 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,27.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
622,PT00M09.10S,2025-03-16T02:56:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,88.96189224704337,54.59175857843137,1610612752,96,91,2025-03-16T02:57:12Z,6100000,False,23.0,51.0,1,right,M. McBride driving Layup (19 PTS),[1630540],1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,19.0,McBride,M. McBride,,,,,,,,,,,,,,,,,,
623,PT00M06.10S,2025-03-16T02:57:00.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612744,96,91,2025-03-16T02:57:59Z,6110000,False,,,0,,K. Towns take personal FOUL (6 PF) (Curry 2 FT),"[1626157, 201939]",1610612752.0,NYK,take,,,,,,Mid-Range,16-24 Right,,,,Towns,K. Towns,,,,,,,,2002.0,6.0,0.0,Curry,201939.0,,,,,,
625,PT00M06.10S,2025-03-16T02:57:19.6Z,4,REGULAR,substitution,out,[],1626157,,,1610612744,96,91,2025-03-16T02:57:23Z,6130000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
626,PT00M06.10S,2025-03-16T02:57:19.6Z,4,REGULAR,substitution,in,[],1629011,,,1610612744,96,91,2025-03-16T02:57:23Z,6140000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
627,PT00M06.10S,2025-03-16T02:57:42.5Z,4,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,96,91,2025-03-16T02:57:42Z,6150000,False,,,0,,MISS S. Curry Free Throw 1 of 2,[201939],1610612744.0,GSW,,,,,,,,,,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
628,PT00M06.10S,2025-03-16T02:57:42.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,96,91,2025-03-16T02:57:42Z,6160000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,627.0,,,,,,,,,,,,,,,,,
629,PT00M06.10S,2025-03-16T02:57:55.8Z,4,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,97,91,2025-03-16T02:57:55Z,6170000,False,,,0,,S. Curry Free Throw 2 of 2 (28 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,28.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
630,PT00M00.20S,2025-03-16T02:58:03.1Z,4,REGULAR,3pt,Jump Shot,[],1628384,63.41984231274639,45.588235294117645,1610612752,97,94,2025-03-16T02:58:43Z,6180000,False,-22.0,291.0,1,right,O. Anunoby 29' 3PT pullup (23 PTS) (M. McBride 4 AST),"[1628384, 1630540]",1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Center,29.22,Made,23.0,Anunoby,O. Anunoby,,,,,M. McBride,1630540.0,4.0,,,,,,,,,,,
632,PT00M00.00S,2025-03-16T02:58:08.0Z,4,REGULAR,period,end,[],0,,,1610612744,97,94,2025-03-16T02:58:08Z,6200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M00.00S,2025-03-16T02:58:09.4Z,4,REGULAR,game,end,[],0,,,0,97,94,2025-03-16T02:58:09Z,6210000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
