actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
659,PT06M28.00S,2025-01-30T05:25:31.8Z,4,REGULAR,block,,[],1626172,,,1610612760,96,93,2025-01-30T05:25:33Z,6320000,False,,,0,,K. Looney BLOCK (3 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
660,PT06M26.00S,2025-01-30T05:25:33.8Z,4,REGULAR,rebound,defensive,[],203471,,,1610612744,96,93,2025-01-30T05:36:43Z,6330000,False,,,0,,D. Schröder REBOUND (Off:2 Def:1),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,658.0,3.0,1.0,2.0,,,,,,,
661,PT06M25.00S,2025-01-30T05:25:38.0Z,4,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612744,96,93,2025-01-30T05:25:48Z,6340000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Schröder 2 FT),"[1630198, 203471]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Schröder,203471.0,,,,,,,,,,,,,,,
663,PT06M25.00S,2025-01-30T05:26:22.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203471,,,1610612744,96,93,2025-01-30T05:26:52Z,6360000,False,,,0,,MISS D. Schröder Free Throw 1 of 2,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
664,PT06M25.00S,2025-01-30T05:26:22.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,96,93,2025-01-30T05:26:52Z,6370000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,663.0,,,,,,,,,,
665,PT06M25.00S,2025-01-30T05:26:23.4Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,96,93,2025-01-30T05:26:39Z,6380000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT06M25.00S,2025-01-30T05:26:23.4Z,4,REGULAR,substitution,out,[],1626172,,,1610612744,96,93,2025-01-30T05:26:39Z,6390000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT06M25.00S,2025-01-30T05:26:23.4Z,4,REGULAR,substitution,out,[],1631119,,,1610612744,96,93,2025-01-30T05:26:39Z,6400000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT06M25.00S,2025-01-30T05:26:23.4Z,4,REGULAR,substitution,in,[],1627741,,,1610612744,96,93,2025-01-30T05:26:39Z,6410000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT06M25.00S,2025-01-30T05:26:23.4Z,4,REGULAR,substitution,in,[],203937,,,1610612744,96,93,2025-01-30T05:26:39Z,6420000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT06M25.00S,2025-01-30T05:26:23.4Z,4,REGULAR,substitution,in,[],1628392,,,1610612744,96,93,2025-01-30T05:26:39Z,6430000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT06M25.00S,2025-01-30T05:26:22.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203471,,,1610612744,96,93,2025-01-30T05:26:52Z,6440000,False,,,0,,MISS D. Schröder Free Throw 2 of 2,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
672,PT06M23.00S,2025-01-30T05:26:24.5Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,96,93,2025-01-30T05:26:52Z,6450000,False,,,0,,I. Hartenstein REBOUND (Off:6 Def:12),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,671.0,18.0,12.0,6.0,,,,,,,
673,PT06M11.00S,2025-01-30T05:27:00.0Z,4,REGULAR,3pt,Jump Shot,[],1628983,29.517082785808146,77.20588235294117,1610612760,96,93,2025-01-30T05:27:04Z,6460000,False,-136.0,225.0,1,left,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,26.29,Missed,,,,,,,,,,,,,
674,PT06M08.00S,2025-01-30T05:27:03.0Z,4,REGULAR,rebound,defensive,[],203471,,,1610612744,96,93,2025-01-30T05:27:04Z,6470000,False,,,0,,D. Schröder REBOUND (Off:2 Def:2),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,673.0,4.0,2.0,2.0,,,,,,,
675,PT05M59.00S,2025-01-30T05:27:12.5Z,4,REGULAR,2pt,Jump Shot,[],203471,91.5407358738502,14.705882352941178,1610612744,98,93,2025-01-30T05:27:15Z,6480000,False,-176.0,27.0,1,right,D. Schröder 17' pullup Jump Shot (9 PTS),[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left,,,,,,17.86,Made,,,,,,,9.0,,,,,,
676,PT05M42.00S,2025-01-30T05:27:30.0Z,4,REGULAR,2pt,Jump Shot,[],1628983,25.57490144546649,57.35294117647059,1610612760,98,95,2025-01-30T05:27:33Z,6490000,False,-37.0,188.0,1,left,S. Gilgeous-Alexander 19' step back Jump Shot (45 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,19.15,Made,,,,,,,45.0,,,,,,
677,PT05M23.00S,2025-01-30T05:27:48.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,86.15308804204993,49.01960784313725,1610612744,100,95,2025-01-30T05:27:51Z,6500000,False,-5.0,78.0,1,right,A. Wiggins 7' driving floating Jump Shot (24 PTS),[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.79,Made,,,,,,,24.0,,,,,,
678,PT05M09.00S,2025-01-30T05:28:03.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.302890932982917,39.46078431372549,1610612760,100,97,2025-01-30T05:28:06Z,6510000,False,53.0,63.0,1,left,S. Gilgeous-Alexander 8' driving floating Jump Shot (47 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,8.22,Made,,,,,,,47.0,,,,,,
679,PT04M41.00S,2025-01-30T05:28:30.7Z,4,REGULAR,2pt,Jump Shot,[],1641764,83.78777923784494,84.31372549019608,1610612744,102,97,2025-01-30T05:28:35Z,6520000,False,172.0,100.0,1,right,B. Podziemski 19' step back Jump Shot (11 PTS),[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right,,,,,,19.86,Made,,,,,,,11.0,,,,,,
680,PT04M29.00S,2025-01-30T05:28:44.4Z,4,REGULAR,foul,personal,['2freethrow'],203937,,,1610612760,102,97,2025-01-30T05:28:54Z,6530000,False,,,0,,K. Anderson shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[203937, 1628983]",1610612744.0,GSW,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1628487.0,3.0,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
682,PT04M29.00S,2025-01-30T05:29:11.5Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,102,97,2025-01-30T05:29:11Z,6550000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
683,PT04M29.00S,2025-01-30T05:29:11.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,102,97,2025-01-30T05:29:11Z,6560000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,682.0,,,,,,,,,,
684,PT04M29.00S,2025-01-30T05:29:12.2Z,4,REGULAR,substitution,out,[],1641764,,,1610612760,102,97,2025-01-30T05:29:19Z,6570000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT04M29.00S,2025-01-30T05:29:12.2Z,4,REGULAR,substitution,out,[],1630198,,,1610612760,102,97,2025-01-30T05:29:19Z,6580000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT04M29.00S,2025-01-30T05:29:12.2Z,4,REGULAR,substitution,in,[],201939,,,1610612760,102,97,2025-01-30T05:29:19Z,6590000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT04M29.00S,2025-01-30T05:29:12.2Z,4,REGULAR,substitution,in,[],1641717,,,1610612760,102,97,2025-01-30T05:29:19Z,6600000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT04M29.00S,2025-01-30T05:29:34.9Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,102,98,2025-01-30T05:29:34Z,6610000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (48 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,48.0,,,,,,
689,PT04M04.00S,2025-01-30T05:30:03.0Z,4,REGULAR,2pt,Jump Shot,[],203937,82.60512483574244,25.0,1610612744,104,98,2025-01-30T05:30:07Z,6620000,False,-125.0,111.0,1,right,K. Anderson 16' turnaround fadeaway Jump Shot (2 PTS),[203937],1610612744.0,GSW,turnaround fadeaway,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,,16.72,Made,,,,,,,2.0,,,,,,
690,PT04M04.00S,2025-01-30T05:30:10.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,104,98,2025-01-30T05:30:17Z,6630000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT04M04.00S,2025-01-30T05:32:59.6Z,4,REGULAR,substitution,out,[],1627741,,,1610612760,104,98,2025-01-30T05:33:36Z,6640000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT04M04.00S,2025-01-30T05:32:59.6Z,4,REGULAR,substitution,out,[],201939,,,1610612760,104,98,2025-01-30T05:33:36Z,6650000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT04M04.00S,2025-01-30T05:32:59.6Z,4,REGULAR,substitution,in,[],1626172,,,1610612760,104,98,2025-01-30T05:33:36Z,6660000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT04M04.00S,2025-01-30T05:32:59.6Z,4,REGULAR,substitution,in,[],1627780,,,1610612760,104,98,2025-01-30T05:33:36Z,6670000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT03M42.00S,2025-01-30T05:34:02.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.966491458607096,41.66666666666667,1610612760,104,98,2025-01-30T05:34:08Z,6680000,False,42.0,22.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 203937]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.73,Missed,Anderson,203937.0,,,,,,,,,,,
696,PT03M42.00S,2025-01-30T05:34:02.1Z,4,REGULAR,block,,[],203937,,,1610612760,104,98,2025-01-30T05:34:04Z,6690000,False,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
697,PT03M42.00S,2025-01-30T05:34:02.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,104,98,2025-01-30T05:34:08Z,6700000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,695.0,,,,,,,,,,
699,PT03M40.00S,2025-01-30T05:34:20.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,5.913272010512484,9.581801470588236,1610612760,104,98,2025-01-30T05:34:56Z,6720000,False,202.0,3.0,1,left,MISS S. Gilgeous-Alexander 20' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,20.21,Missed,,,,,,,,,,,,,
700,PT03M40.00S,2025-01-30T05:34:20.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,104,98,2025-01-30T05:35:01Z,6730000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,699.0,,,,,,,,,,
701,PT03M40.00S,2025-01-30T05:34:25.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,104,98,2025-01-30T05:35:09Z,6740000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,101284.0,,,,,,,,,,,,,,,,,,,
702,PT03M40.00S,2025-01-30T05:34:33.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,104,98,2025-01-30T05:34:33Z,6750000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT03M40.00S,2025-01-30T05:35:31.2Z,4,REGULAR,substitution,out,[],203937,,,1610612744,104,98,2025-01-30T05:35:58Z,6760000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT03M40.00S,2025-01-30T05:35:31.2Z,4,REGULAR,substitution,in,[],201939,,,1610612744,104,98,2025-01-30T05:35:58Z,6770000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT03M27.00S,2025-01-30T05:36:15.8Z,4,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612744,104,98,2025-01-30T05:36:22Z,6780000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (4 PF) (Looney 2 FT),"[1628983, 1626172]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,4.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,
707,PT03M27.00S,2025-01-30T05:36:46.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626172,,,1610612744,105,98,2025-01-30T05:36:46Z,6800000,False,,,0,,K. Looney Free Throw 1 of 2 (17 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,Made,,,,,,,17.0,,,,,,
708,PT03M27.00S,2025-01-30T05:36:55.2Z,4,REGULAR,substitution,out,[],1641717,,,1610612744,105,98,2025-01-30T05:36:59Z,6810000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT03M27.00S,2025-01-30T05:36:55.2Z,4,REGULAR,substitution,in,[],1630198,,,1610612744,105,98,2025-01-30T05:36:59Z,6820000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT03M27.00S,2025-01-30T05:37:13.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626172,,,1610612744,106,98,2025-01-30T05:37:13Z,6830000,False,,,0,,K. Looney Free Throw 2 of 2 (18 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,Made,,,,,,,18.0,,,,,,
711,PT03M15.00S,2025-01-30T05:37:27.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,8.492115637319317,40.44117647058824,1610612760,106,98,2025-01-30T05:37:31Z,6840000,False,48.0,27.0,1,left,MISS J. Williams driving Layup - blocked,"[1631114, 1626172]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.5,Missed,Looney,1626172.0,,,,,,,,,,,
712,PT03M15.00S,2025-01-30T05:37:27.3Z,4,REGULAR,block,,[],1626172,,,1610612760,106,98,2025-01-30T05:37:29Z,6850000,False,,,0,,K. Looney BLOCK (4 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
713,PT03M15.00S,2025-01-30T05:37:27.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,106,98,2025-01-30T05:37:31Z,6860000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,711.0,,,,,,,,,,
715,PT03M05.00S,2025-01-30T05:37:53.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,32.40801576872536,51.71568627450981,1610612760,106,98,2025-01-30T05:37:58Z,6880000,False,-9.0,252.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,,25.22,Missed,,,,,,,,,,,,,
716,PT03M02.00S,2025-01-30T05:37:56.8Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,106,98,2025-01-30T05:37:58Z,6890000,False,,,0,,G. Payton II REBOUND (Off:0 Def:9),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,,715.0,9.0,9.0,0.0,,,,,,,
717,PT02M57.00S,2025-01-30T05:38:06.9Z,4,REGULAR,foul,offensive,[],1627780,,,1610612744,106,98,2025-01-30T05:38:23Z,6900000,False,,,0,,G. Payton II offensive FOUL (4 PF),"[1627780, 1629652]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,101284.0,4.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
719,PT02M57.00S,2025-01-30T05:38:06.9Z,4,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,106,98,2025-01-30T05:38:06Z,6920000,False,,,0,,G. Payton II offensive foul TURNOVER (4 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,101284.0,,,,,,,,,,,,,,4.0,,,,,
720,PT02M41.00S,2025-01-30T05:38:37.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,25.18068331143233,11.029411764705882,1610612760,106,101,2025-01-30T05:38:41Z,6930000,False,195.0,184.0,1,left,J. Williams 26' 3PT  (22 PTS) (L. Dort 2 AST),"[1631114, 1629652]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,26.82,Made,,,,,,,22.0,,,,L. Dort,1629652.0,2.0
722,PT02M19.00S,2025-01-30T05:39:01.7Z,4,REGULAR,foul,offensive,[],203471,,,1610612744,106,101,2025-01-30T05:39:13Z,6950000,False,,,0,,D. Schröder charge offensive FOUL (3 PF),"[203471, 1629652]",1610612744.0,GSW,charge,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,203593.0,3.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
724,PT02M19.00S,2025-01-30T05:39:01.7Z,4,REGULAR,turnover,offensive foul,[],203471,,,1610612744,106,101,2025-01-30T05:39:01Z,6970000,False,,,0,,D. Schröder offensive foul TURNOVER (2 TO),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,203593.0,,,,,,,,,,,,,,2.0,,,,,
725,PT02M06.00S,2025-01-30T05:39:28.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,7.966491458607096,56.372549019607845,1610612760,106,103,2025-01-30T05:39:31Z,6980000,False,-32.0,22.0,1,left,J. Williams driving Layup (24 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,3.9,Made,,,,,,,24.0,,,,,,
726,PT01M52.00S,2025-01-30T05:39:42.9Z,4,REGULAR,3pt,Jump Shot,[],201939,61.711563731931676,72.08180147058823,1610612744,109,103,2025-01-30T05:39:55Z,6990000,False,110.0,307.0,1,right,S. Curry 32' 3PT pullup (21 PTS) (D. Schröder 6 AST),"[201939, 203471]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,32.66,Made,,,,,,,21.0,,,,D. Schröder,203471.0,6.0
728,PT01M46.00S,2025-01-30T05:39:53.8Z,4,REGULAR,2pt,Jump Shot,[],1631114,24.26084099868594,36.029411764705884,1610612760,109,105,2025-01-30T05:40:40Z,7010000,False,70.0,176.0,1,left,J. Williams 18' pullup Jump Shot (26 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,18.9,Made,,,,,,,26.0,,,,,,
729,PT01M23.00S,2025-01-30T05:40:18.4Z,4,REGULAR,3pt,Jump Shot,[],203952,88.91261498028909,96.32352941176471,1610612744,112,105,2025-01-30T05:40:23Z,7020000,False,232.0,52.0,1,right,A. Wiggins 3PT  (27 PTS) (S. Curry 4 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,23.73,Made,,,,,,,27.0,,,,S. Curry,201939.0,4.0
731,PT01M16.00S,2025-01-30T05:40:28.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,15.193823915900131,38.23529411764706,1610612760,112,105,2025-01-30T05:41:31Z,7040000,False,59.0,90.0,1,left,MISS J. Williams 10' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,10.78,Missed,,,,,,,,,,,,,
732,PT01M16.00S,2025-01-30T05:40:28.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,112,105,2025-01-30T05:40:48Z,7050000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,731.0,,,,,,,,,,
733,PT01M16.00S,2025-01-30T05:40:34.2Z,4,REGULAR,foul,personal,[],1628392,,,1610612744,112,105,2025-01-30T05:40:39Z,7060000,False,,,0,,I. Hartenstein loose ball personal FOUL (2 PF),"[1628392, 203471]",1610612760.0,OKC,loose ball,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,101284.0,2.0,0.0,Schröder,203471.0,,,,,,,,,,,,,,,
735,PT01M03.00S,2025-01-30T05:41:09.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,92.9862023653088,46.32352941176471,1610612744,114,105,2025-01-30T05:41:15Z,7080000,False,-18.0,13.0,1,right,G. Payton II cutting DUNK (13 PTS) (D. Schröder 7 AST),"[1627780, 203471]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,2.28,Made,,,,,,,13.0,,,,D. Schröder,203471.0,7.0
737,PT00M45.80S,2025-01-30T05:41:30.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.835085413929041,54.166666666666664,1610612760,114,107,2025-01-30T05:41:33Z,7100000,False,-21.0,21.0,1,left,S. Gilgeous-Alexander driving Layup (50 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,2.96,Made,,,,,,,50.0,,,,,,
738,PT00M37.90S,2025-01-30T05:41:44.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612744,114,107,2025-01-30T05:41:56Z,7110000,False,,,0,,L. Dort personal FOUL (4 PF) (Payton II 2 FT),"[1629652, 1627780]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left,1628487.0,4.0,0.0,Payton II,1627780.0,,,,,,,,,,,,,,,
740,PT00M37.90S,2025-01-30T05:42:14.7Z,4,REGULAR,freethrow,1 of 2,[],1627780,,,1610612744,115,107,2025-01-30T05:42:14Z,7130000,False,,,0,,G. Payton II Free Throw 1 of 2 (14 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,Made,,,,,,,14.0,,,,,,
741,PT00M37.90S,2025-01-30T05:42:30.3Z,4,REGULAR,freethrow,2 of 2,[],1627780,,,1610612744,116,107,2025-01-30T05:42:30Z,7140000,False,,,0,,G. Payton II Free Throw 2 of 2 (15 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,Made,,,,,,,15.0,,,,,,
742,PT00M37.90S,2025-01-30T05:42:34.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,116,107,2025-01-30T05:42:34Z,7150000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,PT00M32.70S,2025-01-30T05:44:29.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.995400788436268,56.127450980392155,1610612760,116,109,2025-01-30T05:44:32Z,7160000,False,-31.0,4.0,1,left,S. Gilgeous-Alexander driving Layup (52 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,3.08,Made,,,,,,,52.0,,,,,,
