actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
594,PT03M32.00S,2025-01-09T03:04:07.5Z,4,REGULAR,rebound,offensive,[],1641712,,,1610612757,89,113,2025-01-09T03:04:57Z,5820000,False,,,0,,R. Rupert REBOUND (Off:1 Def:0),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,593.0,,1.0,0.0,1.0,,,,
595,PT03M16.00S,2025-01-09T03:04:19.8Z,4,REGULAR,turnover,lost ball,[],1630703,,,1610612757,89,113,2025-01-09T03:04:25Z,5830000,False,,,0,,S. Henderson lost ball TURNOVER (5 TO),"[1630703, 1641810]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,5.0,,,,Reeves,1641810.0,,
596,PT03M16.00S,2025-01-09T03:04:19.8Z,4,REGULAR,steal,,[],1641810,,,1610612740,89,113,2025-01-09T03:04:23Z,5840000,False,,,0,,A. Reeves STEAL (1 STL),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
597,PT02M59.00S,2025-01-09T03:04:37.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631255,74.45795006570303,85.7843137254902,1610612740,89,113,2025-01-09T03:04:42Z,5850000,False,179.0,188.0,1,right,MISS K. Matković 25' 3PT,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
598,PT02M55.00S,2025-01-09T03:04:41.3Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,89,113,2025-01-09T03:04:42Z,5860000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,597.0,,1.0,1.0,0.0,,,,
599,PT02M45.00S,2025-01-09T03:04:50.8Z,4,REGULAR,3pt,Jump Shot,[],1630703,33.98488830486202,39.46078431372549,1610612757,89,113,2025-01-09T03:04:55Z,5870000,False,53.0,267.0,1,left,MISS S. Henderson 27' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
600,PT02M41.00S,2025-01-09T03:04:54.8Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612740,89,113,2025-01-09T03:04:55Z,5880000,False,,,0,,J. Green REBOUND (Off:2 Def:5),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,599.0,,7.0,5.0,2.0,,,,
601,PT02M26.00S,2025-01-09T03:05:15.3Z,4,REGULAR,foul,personal,[],1631133,,,1610612740,89,113,2025-01-09T03:05:25Z,5890000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1629750]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,1627534.0,1.0,0.0,Green,1629750.0,,,,,,,,,
603,PT02M20.00S,2025-01-09T03:05:36.7Z,4,REGULAR,3pt,Jump Shot,[],1641810,65.78515111695138,38.970588235294116,1610612740,89,113,2025-01-09T03:06:53Z,5910000,False,-55.0,269.0,1,right,MISS A. Reeves 27' step back 3PT,[1641810],1610612740.0,NOP,step back,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Center,27.47,Missed,,,,,,,,,,,,,,,,,,
604,PT02M16.00S,2025-01-09T03:05:40.7Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,89,113,2025-01-09T03:05:41Z,5920000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,603.0,,2.0,2.0,0.0,,,,
605,PT01M58.00S,2025-01-09T03:05:58.3Z,4,REGULAR,3pt,Jump Shot,[],1631200,6.258212877792378,94.85294117647058,1610612757,89,113,2025-01-09T03:06:03Z,5930000,False,-224.0,6.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
606,PT01M54.00S,2025-01-09T03:06:02.3Z,4,REGULAR,rebound,defensive,[],1631255,,,1610612740,89,113,2025-01-09T03:06:03Z,5940000,False,,,0,,K. Matković REBOUND (Off:1 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,605.0,,3.0,2.0,1.0,,,,
607,PT01M34.00S,2025-01-09T03:06:24.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631255,92.9862023653088,64.70588235294117,1610612740,91,113,2025-01-09T03:07:36Z,5950000,False,74.0,13.0,1,right,K. Matković 7' turnaround Hook (4 PTS) (J. Hawkins 1 AST),"[1631255, 1641722]",1610612740.0,NOP,turnaround,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,4.0,J. Hawkins,1641722.0,1.0,,,,,,,,,,,,,,
609,PT01M19.00S,2025-01-09T03:06:42.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,6.389618922470433,53.431372549019606,1610612757,91,113,2025-01-09T03:08:26Z,5970000,False,-17.0,8.0,1,left,MISS R. Rupert driving finger roll Layup,[1641712],1610612757.0,POR,driving finger roll,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
610,PT01M17.00S,2025-01-09T03:06:44.3Z,4,REGULAR,rebound,offensive,[],1641871,,,1610612757,91,113,2025-01-09T03:08:26Z,5980000,False,,,0,,D. Reath REBOUND (Off:2 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,609.0,,2.0,0.0,2.0,,,,
611,PT01M17.00S,2025-01-09T03:06:49.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641871,5.590000152587891,50.0,1610612757,91,115,2025-01-09T03:08:36Z,5990000,False,0.0,0.0,1,left,D. Reath tip Layup (2 PTS),[1641871],1610612757.0,POR,tip,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
612,PT01M12.00S,2025-01-09T03:06:52.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641810,93.51182654402102,52.69607843137255,1610612740,93,115,2025-01-09T03:08:51Z,6000000,False,13.0,8.0,1,right,A. Reeves driving finger roll Layup (2 PTS),[1641810],1610612740.0,NOP,driving finger roll,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,,,,,,,,,,,,,,,,,
613,PT01M12.00S,2025-01-09T03:06:59.4Z,4,REGULAR,foul,personal,['1freethrow'],1641712,,,1610612740,93,115,2025-01-09T03:07:09Z,6010000,False,,,0,,R. Rupert shooting personal FOUL (1 PF) (Reeves 1 FT),"[1641712, 1641810]",1610612757.0,POR,shooting,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Reeves,1641810.0,,,,,,,,,
615,PT01M12.00S,2025-01-09T03:07:14.0Z,4,REGULAR,freethrow,1 of 1,[],1641810,,,1610612740,94,115,2025-01-09T03:07:14Z,6030000,False,,,0,,A. Reeves Free Throw 1 of 1 (3 PTS),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
616,PT01M03.00S,2025-01-09T03:07:26.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,6.389618922470433,47.794117647058826,1610612757,94,117,2025-01-09T03:07:30Z,6040000,False,11.0,8.0,1,left,S. Henderson driving reverse Layup (11 PTS),[1630703],1610612757.0,POR,driving reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.34,Made,11.0,,,,,,,,,,,,,,,,,
617,PT00M52.30S,2025-01-09T03:07:37.3Z,4,REGULAR,3pt,Jump Shot,[],1641810,75.90341655716163,85.5392156862745,1610612740,97,117,2025-01-09T03:07:41Z,6050000,False,178.0,174.0,1,right,A. Reeves 24' 3PT  (6 PTS) (K. Matković 1 AST),"[1641810, 1631255]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Right Center,24.87,Made,6.0,K. Matković,1631255.0,1.0,,,,,,,,,,,,,,
619,PT00M43.80S,2025-01-09T03:07:49.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,8.623521681997373,49.50980392156863,1610612757,97,117,2025-01-09T03:09:28Z,6070000,False,2.0,29.0,1,left,MISS S. Henderson driving finger roll Layup,[1630703],1610612757.0,POR,driving finger roll,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
620,PT00M41.40S,2025-01-09T03:07:51.6Z,4,REGULAR,rebound,defensive,[],1631255,,,1610612740,97,117,2025-01-09T03:09:28Z,6080000,False,,,0,,K. Matković REBOUND (Off:1 Def:3),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,619.0,,4.0,3.0,1.0,,,,
621,PT00M37.60S,2025-01-09T03:07:55.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641810,70.51576872536137,74.50980392156863,1610612740,100,117,2025-01-09T03:09:54Z,6090000,False,123.0,225.0,1,right,A. Reeves 25' 3PT running pullup (9 PTS),[1641810],1610612740.0,NOP,running pullup,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Right Center,25.59,Made,9.0,,,,,,,,,,,,,,,,,
622,PT00M14.70S,2025-01-09T03:08:22.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,15.719448094612352,44.11764705882353,1610612757,100,119,2025-01-09T03:10:10Z,6100000,False,29.0,95.0,1,left,S. Henderson 9' driving floating Jump Shot (13 PTS),[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,9.97,Made,13.0,,,,,,,,,,,,,,,,,
623,PT00M01.40S,2025-01-09T03:08:37.9Z,4,REGULAR,turnover,lost ball,[],1641722,,,1610612740,100,119,2025-01-09T03:08:42Z,6110000,False,,,0,,J. Hawkins lost ball TURNOVER (3 TO),"[1641722, 1630703]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,3.0,,,,Henderson,1630703.0,,
624,PT00M01.40S,2025-01-09T03:08:37.9Z,4,REGULAR,steal,,[],1630703,,,1610612757,100,119,2025-01-09T03:08:40Z,6120000,False,,,0,,S. Henderson STEAL (1 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
625,PT00M00.00S,2025-01-09T03:08:43.7Z,4,REGULAR,period,end,[],0,,,1610612757,100,119,2025-01-09T03:08:43Z,6130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M00.00S,2025-01-09T03:08:48.5Z,4,REGULAR,game,end,[],0,,,0,100,119,2025-01-09T03:08:48Z,6140000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
