actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
331,PT00M50.50S,2024-12-27T02:01:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.77463863337714,52.69607843137255,1610612745,41,57,2024-12-27T02:08:39Z,3290000,False,13.0,6.0,1,right,A. Sengun cutting Layup (8 PTS) (F. VanVleet 4 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,1.48,Made,Sengun,A. Sengun,,,,,,,8.0,F. VanVleet,1627832.0,4.0,,,,,,,,
332,PT00M37.70S,2024-12-27T02:02:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.783837056504599,51.470588235294116,1610612740,43,57,2024-12-27T02:02:09Z,3300000,False,-7.0,11.0,1,left,C. McCollum driving Layup (12 PTS),[203468],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,1.35,Made,McCollum,C. McCollum,,,,,,,12.0,,,,,,,,,,,
333,PT00M32.50S,2024-12-27T02:02:15.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,73.40670170827858,80.88235294117648,1610612745,43,57,2024-12-27T02:09:19Z,3310000,False,154.0,197.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,25.07,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
334,PT00M29.90S,2024-12-27T02:02:17.8Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,43,57,2024-12-27T02:09:19Z,3320000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:2),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Smith Jr.,J. Smith Jr.,,,333.0,4.0,2.0,2.0,,,,,,,,,,,,
335,PT00M29.10S,2024-12-27T02:02:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,92.19776609724047,50.49019607843137,1610612745,43,59,2024-12-27T02:09:23Z,3330000,False,2.0,21.0,1,right,J. Smith Jr. tip Layup (4 PTS),[1631095],1610612745.0,HOU,tip,,,,,,Restricted Area,0-8 Center,2.09,Made,Smith Jr.,J. Smith Jr.,,,,,,,4.0,,,,,,,,,,,
336,PT00M15.20S,2024-12-27T02:02:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.781619579500656,47.200520833333336,1610612740,43,59,2024-12-27T02:09:49Z,3340000,False,14.0,30.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,3.31,Missed,Jones,H. Jones,,,,,,,,,,,,,,,,,,
337,PT00M13.60S,2024-12-27T02:02:40.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,43,59,2024-12-27T02:09:49Z,3350000,False,,,0,,A. Sengun REBOUND (Off:2 Def:9),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Sengun,A. Sengun,,,336.0,11.0,9.0,2.0,,,,,,,,,,,,
338,PT00M02.10S,2024-12-27T02:02:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.46057818659659,49.26470588235294,1610612745,43,61,2024-12-27T02:09:58Z,3360000,False,-4.0,18.0,1,right,A. Thompson cutting Layup (5 PTS) (A. Sengun 2 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,1.88,Made,Thompson,A. Thompson,,,,,,,5.0,A. Sengun,1630578.0,2.0,,,,,,,,
340,PT00M00.00S,2024-12-27T02:03:01.3Z,2,REGULAR,period,end,[],0,,,1610612740,43,61,2024-12-27T02:03:01Z,3380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-12-27T02:18:30.9Z,3,REGULAR,period,start,[],0,,,1610612745,43,61,2024-12-27T02:18:30Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2024-12-27T02:18:31.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,43,61,2024-12-27T02:19:19Z,3400000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,
349,PT11M38.00S,2024-12-27T02:18:51.6Z,3,REGULAR,3pt,Jump Shot,[],1630224,21.895532194480946,88.97058823529412,1610612745,43,64,2024-12-27T02:19:35Z,3410000,False,-195.0,153.0,1,left,J. Green 24' 3PT  (24 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,24.8,Made,Green,J. Green,,,,,,,24.0,A. Sengun,1630578.0,3.0,,,,,,,,
352,PT11M11.00S,2024-12-27T02:19:36.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,89.4053876478318,4.901960784313729,1610612740,43,64,2024-12-27T02:20:09Z,3440000,False,-225.0,47.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.04,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
353,PT11M08.00S,2024-12-27T02:19:39.8Z,3,REGULAR,rebound,offensive,[],203468,,,1610612740,43,64,2024-12-27T02:20:09Z,3450000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,McCollum,C. McCollum,,,352.0,2.0,1.0,1.0,,,,,,,,,,,,
354,PT11M05.00S,2024-12-27T02:19:44.4Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612740,43,64,2024-12-27T02:19:50Z,3460000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1630578, 1630530]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Sengun,A. Sengun,,,,,,,,,,,101283.0,1.0,0.0,Murphy III,1630530.0,,,
356,PT11M05.00S,2024-12-27T02:20:07.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630530,,,1610612740,44,64,2024-12-27T02:20:07Z,3480000,False,,,0,,T. Murphy III Free Throw 1 of 2 (8 PTS),[1630530],1610612740.0,NOP,,,,,,,,,,Made,Murphy III,T. Murphy III,,,,,,,8.0,,,,,,,,,,,
357,PT11M05.00S,2024-12-27T02:20:22.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630530,,,1610612740,45,64,2024-12-27T02:20:22Z,3490000,False,,,0,,T. Murphy III Free Throw 2 of 2 (9 PTS),[1630530],1610612740.0,NOP,,,,,,,,,,Made,Murphy III,T. Murphy III,,,,,,,9.0,,,,,,,,,,,
358,PT10M44.00S,2024-12-27T02:20:46.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,13.748357424441524,52.69607843137255,1610612745,45,64,2024-12-27T02:21:26Z,3500000,False,-13.0,77.0,1,left,MISS A. Sengun 7' driving floating Shot,[1630578],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
359,PT10M42.00S,2024-12-27T02:20:48.9Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612745,45,64,2024-12-27T02:21:26Z,3510000,False,,,0,,F. VanVleet REBOUND (Off:2 Def:1),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,VanVleet,F. VanVleet,,,358.0,3.0,1.0,2.0,,,,,,,,,,,,
360,PT10M40.00S,2024-12-27T02:20:50.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641708,7.30946123521682,2.696078431372549,1610612745,45,64,2024-12-27T02:21:42Z,3520000,False,237.0,16.0,1,left,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,23.71,Missed,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
361,PT10M38.00S,2024-12-27T02:20:52.1Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,45,64,2024-12-27T02:21:42Z,3530000,False,,,0,,A. Thompson REBOUND (Off:3 Def:2),[1641708],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Thompson,A. Thompson,,,360.0,5.0,2.0,3.0,,,,,,,,,,,,
362,PT10M35.00S,2024-12-27T02:20:55.8Z,3,REGULAR,turnover,bad pass,[],1641708,,,1610612745,45,64,2024-12-27T02:21:51Z,3540000,False,,,0,,A. Thompson bad pass TURNOVER (3 TO),"[1641708, 1627749]",1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,3.0,Murray,1627749.0
363,PT10M35.00S,2024-12-27T02:20:55.8Z,3,REGULAR,steal,,[],1627749,,,1610612740,45,64,2024-12-27T02:20:57Z,3550000,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
364,PT10M32.00S,2024-12-27T02:20:59.4Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612740,45,64,2024-12-27T02:21:05Z,3560000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Murray 2 FT),"[1631095, 1627749]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,201638.0,2.0,0.0,Murray,1627749.0,,,
366,PT10M32.00S,2024-12-27T02:21:27.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627749,,,1610612740,46,64,2024-12-27T02:21:46Z,3580000,False,,,0,,D. Murray Free Throw 1 of 2 (9 PTS),[1627749],1610612740.0,NOP,,,,,,,,,,Made,Murray,D. Murray,,,,,,,9.0,,,,,,,,,,,
367,PT10M32.00S,2024-12-27T02:21:27.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627749,,,1610612740,46,64,2024-12-27T02:21:46Z,3590000,False,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612740.0,NOP,,,,,,,,,,Missed,Murray,D. Murray,,,,,,,,,,,,,,,,,,
368,PT10M29.00S,2024-12-27T02:21:30.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,46,64,2024-12-27T02:22:17Z,3600000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:3),[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,367.0,5.0,3.0,2.0,,,,,,,,,,,,
369,PT10M17.00S,2024-12-27T02:21:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,8.229303547963205,38.23529411764706,1610612745,46,64,2024-12-27T02:22:38Z,3610000,False,59.0,25.0,1,left,MISS J. Smith Jr. 6' turnaround Shot,[1631095],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
370,PT10M16.00S,2024-12-27T02:21:59.4Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,46,64,2024-12-27T02:22:43Z,3620000,False,,,0,,A. Sengun REBOUND (Off:3 Def:9),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,369.0,12.0,9.0,3.0,,,,,,,,,,,,
371,PT10M12.00S,2024-12-27T02:22:03.8Z,3,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,46,64,2024-12-27T02:22:14Z,3630000,False,,,0,,A. Sengun step out-of-bounds TURNOVER (3 TO),[1630578],1610612745.0,HOU,step,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,,,,201638.0,,,,,3.0,,
372,PT09M51.00S,2024-12-27T02:22:33.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642274,94.87516425755585,46.40395220588235,1610612740,48,64,2024-12-27T02:23:11Z,3640000,False,-18.0,-4.0,1,right,Y. Missi driving reverse Layup (2 PTS),[1642274],1610612740.0,NOP,driving reverse,,,,,,Restricted Area,0-8 Center,1.85,Made,Missi,Y. Missi,,,,,,,2.0,,,,,,,,,,,
373,PT09M37.00S,2024-12-27T02:22:46.0Z,3,REGULAR,3pt,Jump Shot,[],1630224,27.151773981603156,15.686274509803921,1610612745,48,67,2024-12-27T02:22:50Z,3650000,False,172.0,203.0,1,left,J. Green 26' 3PT pullup (27 PTS),[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,26.56,Made,Green,J. Green,,,,,,,27.0,,,,,,,,,,,
374,PT09M24.00S,2024-12-27T02:22:59.0Z,3,REGULAR,3pt,Jump Shot,[],1627749,67.23061760840999,46.32352941176471,1610612740,51,67,2024-12-27T02:23:04Z,3660000,False,-18.0,256.0,1,right,D. Murray 25' 3PT pullup (12 PTS) (Y. Missi 4 AST),"[1627749, 1642274]",1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,25.62,Made,Murray,D. Murray,,,,,,,12.0,Y. Missi,1642274.0,4.0,,,,,,,,
376,PT09M16.00S,2024-12-27T02:23:12.4Z,3,REGULAR,foul,personal,[],203468,,,1610612745,51,67,2024-12-27T02:23:18Z,3680000,False,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1630224]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left,,,McCollum,C. McCollum,,,,,,,,,,,201638.0,2.0,0.0,Green,1630224.0,,,
378,PT09M12.00S,2024-12-27T02:23:30.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,6.258212877792378,49.754901960784316,1610612745,51,69,2024-12-27T02:24:05Z,3700000,False,1.0,6.0,1,left,A. Sengun driving DUNK (10 PTS),[1630578],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,0.64,Made,Sengun,A. Sengun,,,,,,,10.0,,,,,,,,,,,
379,PT09M05.00S,2024-12-27T02:23:39.5Z,3,REGULAR,3pt,Jump Shot,[],1627749,72.40267739816031,83.97288602941177,1610612740,51,69,2024-12-27T02:24:26Z,3710000,False,170.0,207.0,1,right,MISS D. Murray 26' pullup 3PT,[1627749],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,26.77,Missed,Murray,D. Murray,,,,,,,,,,,,,,,,,,
380,PT09M02.00S,2024-12-27T02:23:42.5Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,51,69,2024-12-27T02:24:33Z,3720000,False,,,0,,A. Thompson REBOUND (Off:3 Def:3),[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Thompson,A. Thompson,,,379.0,6.0,3.0,3.0,,,,,,,,,,,,
381,PT08M53.00S,2024-12-27T02:23:48.7Z,3,REGULAR,3pt,Jump Shot,[],1627832,27.414586070959263,75.49019607843137,1610612745,51,72,2024-12-27T02:23:52Z,3730000,False,-127.0,205.0,1,left,F. VanVleet 24' 3PT  (13 PTS) (A. Sengun 4 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,24.16,Made,VanVleet,F. VanVleet,,,,,,,13.0,A. Sengun,1630578.0,4.0,,,,,,,,
383,PT08M42.00S,2024-12-27T02:24:00.9Z,3,REGULAR,3pt,Jump Shot,[],1630529,80.1084099868594,7.352941176470589,1610612740,51,72,2024-12-27T02:24:55Z,3750000,False,-213.0,134.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,25.21,Missed,Jones,H. Jones,,,,,,,,,,,,,,,,,,
384,PT08M40.00S,2024-12-27T02:24:02.9Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612745,51,72,2024-12-27T02:24:55Z,3760000,False,,,0,,F. VanVleet REBOUND (Off:2 Def:2),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,VanVleet,F. VanVleet,,,383.0,4.0,2.0,2.0,,,,,,,,,,,,
385,PT08M34.00S,2024-12-27T02:24:07.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,30.831143232588698,60.5392156862745,1610612745,51,75,2024-12-27T02:24:26Z,3770000,False,-53.0,237.0,1,left,F. VanVleet 24' 3PT running pullup (16 PTS),[1627832],1610612745.0,HOU,running pullup,,,,,,Above the Break 3,24+ Center,24.31,Made,VanVleet,F. VanVleet,,,,,,,16.0,,,,,,,,,,,
386,PT08M33.00S,2024-12-27T02:24:12.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,51,75,2024-12-27T02:24:12Z,3780000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M08.00S,2024-12-27T02:27:31.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,71.82982917214193,78.43137254901961,1610612740,54,75,2024-12-27T02:27:36Z,3790000,False,142.0,212.0,1,right,T. Murphy III 25' 3PT  (12 PTS) (C. McCollum 3 AST),"[1630530, 203468]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.55,Made,Murphy III,T. Murphy III,,,,,,,12.0,C. McCollum,203468.0,3.0,,,,,,,,
390,PT07M52.00S,2024-12-27T02:27:52.2Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612745,54,75,2024-12-27T02:28:04Z,3810000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[1630529, 1631095]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,H. Jones,,,,,,,,,,,1628485.0,2.0,0.0,Smith Jr.,1631095.0,,,
392,PT07M52.00S,2024-12-27T02:28:13.1Z,3,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,54,76,2024-12-27T02:28:13Z,3830000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,,,,,,,Made,Smith Jr.,J. Smith Jr.,,,,,,,5.0,,,,,,,,,,,
393,PT07M52.00S,2024-12-27T02:28:33.8Z,3,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,54,77,2024-12-27T02:28:33Z,3840000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (6 PTS),[1631095],1610612745.0,HOU,,,,,,,,,,Made,Smith Jr.,J. Smith Jr.,,,,,,,6.0,,,,,,,,,,,
394,PT07M40.00S,2024-12-27T02:28:51.6Z,3,REGULAR,foul,personal,[],1630578,,,1610612740,54,77,2024-12-27T02:29:00Z,3850000,False,,,0,,A. Sengun personal FOUL (2 PF),"[1630578, 1642274]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,,,,101283.0,2.0,0.0,Missi,1642274.0,,,
396,PT07M30.00S,2024-12-27T02:29:32.0Z,3,REGULAR,3pt,Jump Shot,[],1630530,68.41327201051249,69.11764705882352,1610612740,57,77,2024-12-27T02:29:36Z,3870000,False,96.0,244.0,1,right,T. Murphy III 26' 3PT  (15 PTS) (H. Jones 6 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,26.24,Made,Murphy III,T. Murphy III,,,,,,,15.0,H. Jones,1630529.0,6.0,,,,,,,,
398,PT07M17.00S,2024-12-27T02:29:47.1Z,3,REGULAR,turnover,bad pass,[],1631095,,,1610612745,57,77,2024-12-27T02:30:05Z,3890000,False,,,0,,J. Smith Jr. bad pass TURNOVER (2 TO),"[1631095, 1630530]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,2.0,Murphy III,1630530.0
399,PT07M17.00S,2024-12-27T02:29:47.1Z,3,REGULAR,steal,,[],1630530,,,1610612740,57,77,2024-12-27T02:29:49Z,3900000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
400,PT07M16.00S,2024-12-27T02:29:51.8Z,3,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612740,57,77,2024-12-27T02:30:18Z,3910000,False,,,0,,J. Smith Jr. transition take personal FOUL (3 PF) (Murphy III 1 FT),"[1631095, 1630530]",1610612745.0,HOU,transition take,,,,,,Mid-Range,16-24 Right Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,1628485.0,3.0,0.0,Murphy III,1630530.0,,,
402,PT07M16.00S,2024-12-27T02:30:19.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630530,,,1610612740,58,77,2024-12-27T02:30:19Z,3930000,False,,,0,,T. Murphy III transition take Free Throw 1 of 1 (16 PTS),[1630530],1610612740.0,NOP,transition take,,,,,,,,,Made,Murphy III,T. Murphy III,,,,,,,16.0,,,,,,,,,,,
403,PT07M07.00S,2024-12-27T02:30:37.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,82.7365308804205,22.058823529411764,1610612740,60,77,2024-12-27T02:30:55Z,3940000,False,-140.0,110.0,1,right,D. Murray 17' step back Jump Shot (14 PTS),[1627749],1610612740.0,NOP,step back,,,,,,Mid-Range,16-24 Left Center,17.77,Made,Murray,D. Murray,,,,,,,14.0,,,,,,,,,,,
404,PT06M44.00S,2024-12-27T02:30:59.8Z,3,REGULAR,3pt,Jump Shot,[],1627832,6.1268068331143235,95.83333333333334,1610612745,60,80,2024-12-27T02:31:49Z,3950000,False,-229.0,5.0,1,left,F. VanVleet 3PT  (19 PTS) (A. Sengun 5 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,22.93,Made,VanVleet,F. VanVleet,,,,,,,19.0,A. Sengun,1630578.0,5.0,,,,,,,,
406,PT06M32.00S,2024-12-27T02:31:13.2Z,3,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612740,60,80,2024-12-27T02:32:04Z,3970000,False,,,0,,D. Murray bad pass out-of-bounds TURNOVER (3 TO),[1627749],1610612740.0,NOP,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Murray,D. Murray,,,,,,,,,,,1628485.0,,,,,3.0,,
407,PT06M24.00S,2024-12-27T02:31:27.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630578,16.29434954007884,47.10094975490197,1610612745,60,80,2024-12-27T02:32:22Z,3980000,False,14.0,101.0,1,left,MISS A. Sengun 10' Jump Shot,[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,10.17,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
408,PT06M20.00S,2024-12-27T02:31:31.9Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612745,60,80,2024-12-27T02:32:29Z,3990000,False,,,0,,F. VanVleet REBOUND (Off:3 Def:2),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,VanVleet,F. VanVleet,,,407.0,5.0,2.0,3.0,,,,,,,,,,,,
409,PT06M18.00S,2024-12-27T02:31:33.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630224,32.802233902759525,51.470588235294116,1610612745,60,80,2024-12-27T02:32:46Z,4000000,False,-7.0,256.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.59,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
410,PT06M16.00S,2024-12-27T02:31:35.7Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,60,80,2024-12-27T02:32:46Z,4010000,False,,,0,,A. Thompson REBOUND (Off:4 Def:3),[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Thompson,A. Thompson,,,409.0,7.0,3.0,4.0,,,,,,,,,,,,
411,PT06M10.00S,2024-12-27T02:31:39.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,3.4986859395532193,95.58823529411765,1610612745,60,83,2024-12-27T02:32:57Z,4020000,False,-228.0,-20.0,1,left,F. VanVleet 3PT  (22 PTS) (A. Thompson 2 AST),"[1627832, 1641708]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,22.87,Made,VanVleet,F. VanVleet,,,,,,,22.0,A. Thompson,1641708.0,2.0,,,,,,,,
413,PT05M51.00S,2024-12-27T02:31:58.2Z,3,REGULAR,3pt,Jump Shot,[],1627749,87.33574244415243,3.9215686274509802,1610612740,63,83,2024-12-27T02:32:02Z,4040000,False,-230.0,67.0,1,right,D. Murray 3PT  (17 PTS) (T. Murphy III 2 AST),"[1627749, 1630530]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.98,Made,Murray,D. Murray,,,,,,,17.0,T. Murphy III,1630530.0,2.0,,,,,,,,
415,PT05M44.00S,2024-12-27T02:32:07.1Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612745,63,83,2024-12-27T02:33:46Z,4060000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1627749]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,1.0,Murray,1627749.0
416,PT05M44.00S,2024-12-27T02:32:07.1Z,3,REGULAR,steal,,[],1627749,,,1610612740,63,83,2024-12-27T02:32:08Z,4070000,False,,,0,,D. Murray STEAL (3 STL),[1627749],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
417,PT05M38.00S,2024-12-27T02:32:13.1Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630530,95.74572930354796,95.83333333333334,1610612740,63,83,2024-12-27T02:34:08Z,4080000,False,229.0,-13.0,1,right,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,,,,Right Corner 3,24+ Right,22.95,Missed,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
418,PT05M35.00S,2024-12-27T02:32:16.1Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,63,83,2024-12-27T02:34:08Z,4090000,False,,,0,,A. Thompson REBOUND (Off:4 Def:4),[1641708],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Thompson,A. Thompson,,,417.0,8.0,4.0,4.0,,,,,,,,,,,,
419,PT05M24.00S,2024-12-27T02:32:27.2Z,3,REGULAR,3pt,Jump Shot,[],1641708,19.92444152431012,90.44117647058823,1610612745,63,83,2024-12-27T02:34:40Z,4100000,False,-202.0,135.0,1,left,MISS A. Thompson 24' 3PT,[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,24.3,Missed,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
