actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
338,PT08M26.00S,2024-11-16T02:23:48.9Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612740,66,57,2024-11-16T02:23:49Z,3340000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Green,J. Green,,,,,,,337.0,1.0,1.0,0.0,,,,,,,,
339,PT08M08.00S,2024-11-16T02:24:06.2Z,3,REGULAR,2pt,Jump Shot,[],1627742,23.47240473061761,32.59803921568628,1610612740,66,57,2024-11-16T02:24:11Z,3350000,False,87.0,168.0,1,left,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right Center,18.93,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
340,PT08M05.00S,2024-11-16T02:24:09.2Z,3,REGULAR,rebound,defensive,[],203967,,,1610612743,66,57,2024-11-16T02:24:11Z,3360000,False,,,0,,D. Šarić REBOUND (Off:0 Def:5),[203967],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,,,Šarić,D. Šarić,,,,,,,339.0,5.0,5.0,0.0,,,,,,,,
341,PT08M02.00S,2024-11-16T02:24:15.3Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612743,66,57,2024-11-16T02:24:35Z,3370000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Watson 2 FT),"[1629750, 1631212]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,,,,,,,,1628954.0,1.0,0.0,Watson,1631212.0,,,
343,PT08M02.00S,2024-11-16T02:24:46.4Z,3,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,66,58,2024-11-16T02:24:46Z,3390000,False,,,0,,P. Watson Free Throw 1 of 2 (12 PTS),[1631212],1610612743.0,DEN,,,,,,,,,,Made,12.0,Watson,P. Watson,,,,,,,,,,,,,,,,,,
344,PT08M02.00S,2024-11-16T02:25:04.0Z,3,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,66,59,2024-11-16T02:25:04Z,3400000,False,,,0,,P. Watson Free Throw 2 of 2 (13 PTS),[1631212],1610612743.0,DEN,,,,,,,,,,Made,13.0,Watson,P. Watson,,,,,,,,,,,,,,,,,,
345,PT07M51.00S,2024-11-16T02:25:18.3Z,3,REGULAR,turnover,lost ball,[],1642274,,,1610612740,66,59,2024-11-16T02:25:22Z,3410000,False,,,0,,Y. Missi lost ball TURNOVER (4 TO),"[1642274, 1631212]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Missi,Y. Missi,,,,4.0,Watson,1631212.0,,,,,,,,,,,,
346,PT07M51.00S,2024-11-16T02:25:18.3Z,3,REGULAR,steal,,[],1631212,,,1610612743,66,59,2024-11-16T02:25:20Z,3420000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
348,PT07M49.00S,2024-11-16T02:25:24.3Z,3,REGULAR,substitution,out,[],1627742,,,1610612743,66,59,2024-11-16T02:25:32Z,3440000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
349,PT07M49.00S,2024-11-16T02:25:24.3Z,3,REGULAR,substitution,in,[],1630526,,,1610612743,66,59,2024-11-16T02:25:32Z,3450000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
350,PT07M46.00S,2024-11-16T02:25:42.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,91.14651773981603,95.58823529411765,1610612743,66,59,2024-11-16T02:25:47Z,3460000,False,228.0,31.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,23.0,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
351,PT07M42.00S,2024-11-16T02:25:46.9Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,66,59,2024-11-16T02:25:47Z,3470000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:5),[1630530],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Murphy III,T. Murphy III,,,,,,,350.0,6.0,5.0,1.0,,,,,,,,
352,PT07M31.00S,2024-11-16T02:25:57.8Z,3,REGULAR,turnover,lost ball,[],1642274,,,1610612740,66,59,2024-11-16T02:26:02Z,3480000,False,,,0,,Y. Missi lost ball TURNOVER (5 TO),"[1642274, 1631128]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Missi,Y. Missi,,,,5.0,Braun,1631128.0,,,,,,,,,,,,
353,PT07M31.00S,2024-11-16T02:25:57.8Z,3,REGULAR,steal,,[],1631128,,,1610612743,66,59,2024-11-16T02:26:00Z,3490000,False,,,0,,C. Braun STEAL (4 STL),[1631128],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
354,PT07M27.00S,2024-11-16T02:26:02.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,94.95729303547962,52.69607843137255,1610612743,66,61,2024-11-16T02:26:09Z,3500000,False,13.0,-5.0,1,right,C. Braun running Layup (11 PTS) (M. Porter Jr. 2 AST),"[1631128, 1629008]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.44,Made,11.0,Braun,C. Braun,M. Porter Jr.,1629008.0,2.0,,,,,,,,,,,,,,,
356,PT07M27.00S,2024-11-16T02:26:06.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,66,61,2024-11-16T02:26:06Z,3520000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M27.00S,2024-11-16T02:28:17.3Z,3,REGULAR,substitution,out,[],1631212,,,1610612740,66,61,2024-11-16T02:28:39Z,3530000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
358,PT07M27.00S,2024-11-16T02:28:17.3Z,3,REGULAR,substitution,in,[],1631124,,,1610612740,66,61,2024-11-16T02:28:39Z,3540000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,,,,,,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
359,PT07M02.00S,2024-11-16T02:29:21.3Z,3,REGULAR,turnover,lost ball,[],1630530,,,1610612740,66,61,2024-11-16T02:29:25Z,3550000,False,,,0,,T. Murphy III lost ball TURNOVER (2 TO),"[1630530, 1627750]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,,Murphy III,T. Murphy III,,,,2.0,Murray,1627750.0,,,,,,,,,,,,
360,PT07M02.00S,2024-11-16T02:29:21.3Z,3,REGULAR,steal,,[],1627750,,,1610612743,66,61,2024-11-16T02:29:24Z,3560000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
361,PT06M57.00S,2024-11-16T02:29:26.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629008,93.38042049934296,53.67647058823529,1610612743,66,63,2024-11-16T02:30:05Z,3570000,False,18.0,10.0,1,right,M. Porter Jr. running alley-oop DUNK (22 PTS) (J. Murray 7 AST),"[1629008, 1627750]",1610612743.0,DEN,running alley-oop,,,,,,Restricted Area,0-8 Center,2.08,Made,22.0,Porter Jr.,M. Porter Jr.,J. Murray,1627750.0,7.0,,,,,,,,,,,,,,,
363,PT06M39.00S,2024-11-16T02:29:43.6Z,3,REGULAR,3pt,Jump Shot,[],1630530,25.57490144546649,85.5392156862745,1610612740,66,63,2024-11-16T02:29:54Z,3590000,False,-178.0,188.0,1,left,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
364,PT06M38.00S,2024-11-16T02:29:44.6Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612740,66,63,2024-11-16T02:29:54Z,3600000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Green,J. Green,,,,,,,363.0,2.0,1.0,1.0,,,,,,,,
365,PT06M38.00S,2024-11-16T02:29:54.9Z,3,REGULAR,foul,personal,['2freethrow'],203967,,,1610612740,66,63,2024-11-16T02:30:06Z,3610000,False,,,0,,D. Šarić shooting personal FOUL (3 PF) (Green 2 FT),"[203967, 1629750]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Šarić,D. Šarić,,,,,,,,,,,1628954.0,3.0,0.0,Green,1629750.0,,,
367,PT06M38.00S,2024-11-16T02:30:23.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629750,,,1610612740,67,63,2024-11-16T02:30:23Z,3630000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612740.0,NOP,,,,,,,,,,Made,1.0,Green,J. Green,,,,,,,,,,,,,,,,,,
368,PT06M38.00S,2024-11-16T02:30:24.7Z,3,REGULAR,substitution,out,[],1642274,,,1610612740,67,63,2024-11-16T02:30:31Z,3640000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
369,PT06M38.00S,2024-11-16T02:30:24.7Z,3,REGULAR,substitution,out,[],1630530,,,1610612740,67,63,2024-11-16T02:30:31Z,3650000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
370,PT06M38.00S,2024-11-16T02:30:24.7Z,3,REGULAR,substitution,in,[],1627742,,,1610612740,67,63,2024-11-16T02:30:31Z,3660000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
371,PT06M38.00S,2024-11-16T02:30:24.7Z,3,REGULAR,substitution,in,[],1641998,,,1610612740,67,63,2024-11-16T02:30:31Z,3670000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612740.0,NOP,,,,,,,,,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,
372,PT06M38.00S,2024-11-16T02:30:46.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629750,,,1610612740,68,63,2024-11-16T02:30:46Z,3680000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612740.0,NOP,,,,,,,,,,Made,2.0,Green,J. Green,,,,,,,,,,,,,,,,,,
373,PT06M24.00S,2024-11-16T02:31:04.5Z,3,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612743,68,63,2024-11-16T02:31:13Z,3690000,False,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Strawther 2 FT),"[1630527, 1631124]",1610612740.0,NOP,shooting,,,,,,Mid-Range,8-16 Right,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,1628954.0,1.0,0.0,Strawther,1631124.0,,,
375,PT06M24.00S,2024-11-16T02:31:30.2Z,3,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,68,64,2024-11-16T02:31:30Z,3710000,False,,,0,,J. Strawther Free Throw 1 of 2 (4 PTS),[1631124],1610612743.0,DEN,,,,,,,,,,Made,4.0,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
376,PT06M24.00S,2024-11-16T02:31:43.8Z,3,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,68,65,2024-11-16T02:31:43Z,3720000,False,,,0,,J. Strawther Free Throw 2 of 2 (5 PTS),[1631124],1610612743.0,DEN,,,,,,,,,,Made,5.0,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,
377,PT06M11.00S,2024-11-16T02:31:59.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.427726675427067,61.274509803921575,1610612740,68,65,2024-11-16T02:32:03Z,3730000,False,-56.0,111.0,1,left,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.48,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
378,PT06M08.00S,2024-11-16T02:32:02.0Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,68,65,2024-11-16T02:32:03Z,3740000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,377.0,6.0,5.0,1.0,,,,,,,,
379,PT06M03.00S,2024-11-16T02:32:09.3Z,3,REGULAR,foul,personal,['2freethrow'],1641998,,,1610612743,68,65,2024-11-16T02:32:16Z,3750000,False,,,0,,T. Jemison III shooting personal FOUL (1 PF) (Murray 2 FT),"[1641998, 1627750]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,,Jemison III,T. Jemison III,,,,,,,,,,,202026.0,1.0,0.0,Murray,1627750.0,,,
381,PT06M03.00S,2024-11-16T02:32:39.1Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,68,66,2024-11-16T02:32:39Z,3770000,False,,,0,,J. Murray Free Throw 1 of 2 (6 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,6.0,Murray,J. Murray,,,,,,,,,,,,,,,,,,
382,PT06M03.00S,2024-11-16T02:32:56.4Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,68,67,2024-11-16T02:32:56Z,3780000,False,,,0,,J. Murray Free Throw 2 of 2 (7 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Made,7.0,Murray,J. Murray,,,,,,,,,,,,,,,,,,
383,PT05M46.00S,2024-11-16T02:33:15.3Z,3,REGULAR,violation,kicked ball,[],203967,,,1610612740,68,67,2024-11-16T02:33:31Z,3790000,False,,,0,,D. Šarić kicked ball VIOLATION,[203967],1610612743.0,DEN,,,,,,,,,,,,Šarić,D. Šarić,,,,,,,,,,,1628954.0,,,,,,,
384,PT05M37.00S,2024-11-16T02:33:40.1Z,3,REGULAR,3pt,Jump Shot,[],1630527,32.670827858081466,64.70588235294117,1610612740,68,67,2024-11-16T02:33:46Z,3800000,False,-74.0,255.0,1,left,MISS B. Boston Jr. 26' pullup 3PT,[1630527],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,26.5,Missed,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,
385,PT05M34.00S,2024-11-16T02:33:43.1Z,3,REGULAR,rebound,defensive,[],1631124,,,1610612743,68,67,2024-11-16T02:33:46Z,3810000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Strawther,J. Strawther,,,,,,,384.0,3.0,3.0,0.0,,,,,,,,
386,PT05M30.00S,2024-11-16T02:33:47.7Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1629008,75.90341655716163,41.42156862745098,1610612743,68,67,2024-11-16T02:34:26Z,3820000,False,-43.0,174.0,1,right,MISS M. Porter Jr. 17' running pullup Shot,[1629008],1610612743.0,DEN,running pullup,,,,,,Mid-Range,16-24 Center,17.92,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
387,PT05M27.00S,2024-11-16T02:33:50.7Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612740,68,67,2024-11-16T02:33:58Z,3830000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:2),[1630526],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,386.0,3.0,2.0,1.0,,,,,,,,
388,PT05M10.00S,2024-11-16T02:34:08.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641998,7.046649145860711,49.01960784313725,1610612740,70,67,2024-11-16T02:34:13Z,3840000,False,5.0,14.0,1,left,T. Jemison III cutting DUNK (6 PTS) (B. Ingram 7 AST),"[1641998, 1627742]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,1.45,Made,6.0,Jemison III,T. Jemison III,B. Ingram,1627742.0,7.0,,,,,,,,,,,,,,,
390,PT04M44.00S,2024-11-16T02:34:36.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612743,70,67,2024-11-16T02:34:53Z,3860000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628954.0,,,,,,,
391,PT04M44.00S,2024-11-16T02:34:42.2Z,3,REGULAR,substitution,out,[],1629750,,,1610612740,70,67,2024-11-16T02:34:50Z,3870000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
392,PT04M44.00S,2024-11-16T02:34:42.2Z,3,REGULAR,substitution,in,[],1631288,,,1610612740,70,67,2024-11-16T02:34:50Z,3880000,False,,,0,,SUB in: J. Cain,[1631288],1610612740.0,NOP,,,,,,,,,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,
393,PT04M29.00S,2024-11-16T02:35:11.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631288,5.732588699080158,95.83333333333334,1610612740,70,67,2024-11-16T02:35:16Z,3890000,False,-229.0,1.0,1,left,MISS J. Cain 3PT,[1631288],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.92,Missed,,Cain,J. Cain,,,,,,,,,,,,,,,,,,
394,PT04M27.00S,2024-11-16T02:35:13.9Z,3,REGULAR,rebound,offensive,[],1641998,,,1610612740,70,67,2024-11-16T02:35:16Z,3900000,False,,,0,,T. Jemison III REBOUND (Off:2 Def:1),[1641998],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Jemison III,T. Jemison III,,,,,,,393.0,3.0,1.0,2.0,,,,,,,,
395,PT04M20.00S,2024-11-16T02:35:21.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627742,9.674770039421814,45.588235294117645,1610612740,72,67,2024-11-16T02:35:26Z,3910000,False,22.0,38.0,1,left,B. Ingram driving Layup (23 PTS),[1627742],1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,23.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
396,PT04M04.00S,2024-11-16T02:35:38.0Z,3,REGULAR,3pt,Jump Shot,[],1631128,87.33574244415243,97.79411764705883,1610612743,72,67,2024-11-16T02:35:42Z,3920000,False,239.0,67.0,1,right,MISS C. Braun 24' 3PT,[1631128],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,24.81,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
397,PT04M00.00S,2024-11-16T02:35:42.0Z,3,REGULAR,rebound,defensive,[],1631288,,,1610612740,72,67,2024-11-16T02:35:42Z,3930000,False,,,0,,J. Cain REBOUND (Off:0 Def:3),[1631288],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Cain,J. Cain,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,
398,PT03M52.00S,2024-11-16T02:35:49.0Z,3,REGULAR,3pt,Jump Shot,[],1631288,6.652431011826544,95.83333333333334,1610612740,72,67,2024-11-16T02:35:54Z,3940000,False,-229.0,10.0,1,left,MISS J. Cain 3PT,[1631288],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.94,Missed,,Cain,J. Cain,,,,,,,,,,,,,,,,,,
399,PT03M49.00S,2024-11-16T02:35:52.2Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612740,72,67,2024-11-16T02:35:52Z,3950000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:2),[1630526],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,398.0,4.0,2.0,2.0,,,,,,,,
400,PT03M47.00S,2024-11-16T02:35:53.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,28.597240473061763,24.509803921568626,1610612740,72,67,2024-11-16T02:36:01Z,3960000,False,127.0,216.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
401,PT03M40.00S,2024-11-16T02:36:00.8Z,3,REGULAR,rebound,defensive,[],203967,,,1610612743,72,67,2024-11-16T02:36:01Z,3970000,False,,,0,,D. Šarić REBOUND (Off:0 Def:6),[203967],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Šarić,D. Šarić,,,,,,,400.0,6.0,6.0,0.0,,,,,,,,
402,PT03M28.00S,2024-11-16T02:36:14.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203967,86.28449408672799,51.71568627450981,1610612743,72,67,2024-11-16T02:36:19Z,3980000,False,9.0,76.0,1,right,MISS D. Šarić 7' turnaround Shot,[203967],1610612743.0,DEN,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,
403,PT03M24.00S,2024-11-16T02:36:18.1Z,3,REGULAR,rebound,defensive,[],1630527,,,1610612740,72,67,2024-11-16T03:53:56Z,3990000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:3),[1630527],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Boston Jr.,B. Boston Jr.,,,,,,,402.0,3.0,3.0,0.0,,,,,,,,
404,PT03M15.00S,2024-11-16T02:36:29.9Z,3,REGULAR,foul,offensive,[],1641998,,,1610612740,72,67,2024-11-16T02:36:39Z,4000000,False,,,0,,T. Jemison III off-the-ball offensive FOUL (2 PF),"[1641998, 1627750]",1610612740.0,NOP,off-the-ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jemison III,T. Jemison III,,,,,,,,,,,202026.0,2.0,0.0,Murray,1627750.0,,,
406,PT03M15.00S,2024-11-16T02:36:29.9Z,3,REGULAR,turnover,offensive foul,[],1641998,,,1610612740,72,67,2024-11-16T02:36:29Z,4020000,False,,,0,,T. Jemison III offensive foul TURNOVER (1 TO),[1641998],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jemison III,T. Jemison III,,,,1.0,,,,,,,202026.0,,,,,,,
407,PT03M15.00S,2024-11-16T02:36:39.0Z,3,REGULAR,substitution,out,[],1630527,,,1610612743,72,67,2024-11-16T02:37:01Z,4030000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,,,,,,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,
408,PT03M15.00S,2024-11-16T02:36:39.0Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,72,67,2024-11-16T02:37:01Z,4040000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
409,PT03M15.00S,2024-11-16T02:36:39.0Z,3,REGULAR,substitution,out,[],203967,,,1610612743,72,67,2024-11-16T02:37:01Z,4050000,False,,,0,,SUB out: D. Šarić,[203967],1610612743.0,DEN,,,,,,,,,,,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,
410,PT03M15.00S,2024-11-16T02:36:39.0Z,3,REGULAR,substitution,in,[],1629669,,,1610612743,72,67,2024-11-16T02:37:01Z,4060000,False,,,0,,SUB in: J. Nowell,[1629669],1610612740.0,NOP,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
411,PT03M15.00S,2024-11-16T02:36:39.0Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,72,67,2024-11-16T02:37:01Z,4070000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
412,PT03M15.00S,2024-11-16T02:36:39.0Z,3,REGULAR,substitution,in,[],1628427,,,1610612743,72,67,2024-11-16T02:37:01Z,4080000,False,,,0,,SUB in: V. Čančar,[1628427],1610612743.0,DEN,,,,,,,,,,,,Čančar,V. Čančar,,,,,,,,,,,,,,,,,,
413,PT02M58.00S,2024-11-16T02:37:10.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,92.19776609724047,95.83333333333334,1610612743,72,67,2024-11-16T02:37:15Z,4090000,False,229.0,21.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,23.01,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
414,PT02M54.00S,2024-11-16T02:37:14.4Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612740,72,67,2024-11-16T02:37:15Z,4100000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:3),[1630526],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,413.0,5.0,3.0,2.0,,,,,,,,
415,PT02M36.00S,2024-11-16T02:37:31.5Z,3,REGULAR,3pt,Jump Shot,[],1630526,32.802233902759525,51.9607843137255,1610612740,72,67,2024-11-16T02:38:34Z,4110000,False,-10.0,256.0,1,left,MISS J. Robinson-Earl 25' pullup 3PT,[1630526],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,25.6,Missed,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
416,PT02M33.00S,2024-11-16T02:37:42.7Z,3,REGULAR,rebound,offensive,[],1629669,,,1610612740,72,67,2024-11-16T02:37:42Z,4120000,False,,,0,,J. Nowell REBOUND (Off:1 Def:1),[1629669],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Nowell,J. Nowell,,,,,,,415.0,2.0,1.0,1.0,,,,,,,,
417,PT02M33.00S,2024-11-16T02:37:47.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,72,67,2024-11-16T02:37:47Z,4130000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M33.00S,2024-11-16T02:38:44.0Z,3,REGULAR,substitution,out,[],1641998,,,1610612740,72,67,2024-11-16T02:39:19Z,4140000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612740.0,NOP,,,,,,,,,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,
