actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
412,PT03M58.00S,2023-11-02T01:39:53.5Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,81,65,2023-11-02T01:40:03Z,4020000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 203497]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,Gobert,203497.0,,
413,PT03M58.00S,2023-11-02T01:39:53.5Z,3,REGULAR,steal,,[],203497,,,1610612750,81,65,2023-11-02T01:39:55Z,4030000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
414,PT03M47.00S,2023-11-02T01:40:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,92.59198423127464,55.14705882352941,1610612750,81,65,2023-11-02T01:40:09Z,4040000,False,26.0,17.0,1,right,MISS K. Towns Layup,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,
415,PT03M45.00S,2023-11-02T01:40:07.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,81,65,2023-11-02T01:40:09Z,4050000,False,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,414.0,8.0,6.0,2.0,,,,,,,,,,,,,
416,PT03M32.00S,2023-11-02T01:40:19.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,12.828515111695138,48.77450980392157,1610612743,81,67,2023-11-02T01:40:27Z,4060000,False,6.0,68.0,1,left,C. Braun 6' driving floating Jump Shot (6 PTS) (N. Jokic 3 AST),"[1631128, 203999]",1610612743.0,DEN,driving floating,,,Braun,C. Braun,,,,,,In The Paint (Non-RA),0-8 Center,6.84,Made,,,,,6.0,N. Jokic,203999.0,3.0,,,,,,,,,
418,PT03M31.00S,2023-11-02T01:40:26.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,81,67,2023-11-02T01:40:26Z,4080000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,out,[],201144,,,1610612750,81,67,2023-11-02T01:43:12Z,4090000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,out,[],203497,,,1610612750,81,67,2023-11-02T01:43:12Z,4100000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,out,[],1629008,,,1610612750,81,67,2023-11-02T01:43:12Z,4110000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,out,[],1627750,,,1610612750,81,67,2023-11-02T01:43:12Z,4120000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,81,67,2023-11-02T01:43:12Z,4130000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,in,[],1629638,,,1610612750,81,67,2023-11-02T01:43:12Z,4140000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,in,[],1631212,,,1610612750,81,67,2023-11-02T01:43:12Z,4150000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M31.00S,2023-11-02T01:42:26.1Z,3,REGULAR,substitution,in,[],202704,,,1610612750,81,67,2023-11-02T01:43:12Z,4160000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M15.00S,2023-11-02T01:43:38.7Z,3,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612750,81,67,2023-11-02T01:43:47Z,4170000,False,,,0,,C. Braun shooting personal FOUL (3 PF) (Towns 2 FT),"[1631128, 1626157]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,101283.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,Towns,1626157.0,,,,,
429,PT03M15.00S,2023-11-02T01:44:13.8Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,82,67,2023-11-02T01:44:13Z,4190000,False,,,0,,K. Towns Free Throw 1 of 2 (18 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
430,PT03M15.00S,2023-11-02T01:44:31.3Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,83,67,2023-11-02T01:44:31Z,4200000,False,,,0,,K. Towns Free Throw 2 of 2 (19 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
431,PT03M01.00S,2023-11-02T01:44:47.0Z,3,REGULAR,3pt,Jump Shot,[],203999,27.677398160315374,76.9607843137255,1610612743,83,67,2023-11-02T01:44:53Z,4210000,False,-135.0,208.0,1,left,MISS N. Jokic 24' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,
432,PT02M57.00S,2023-11-02T01:44:51.0Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,83,67,2023-11-02T01:44:53Z,4220000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,Above the Break 3,24+ Left Center,,,431.0,2.0,2.0,0.0,,,,,,,,,,,,,
433,PT02M45.00S,2023-11-02T01:45:01.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,90.01314060446781,34.93795955882353,1610612750,85,67,2023-11-02T01:45:08Z,4230000,False,-75.0,41.0,1,right,N. Reid 8' turnaround Hook (12 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),8-16 Left,8.59,Made,,,,,12.0,,,,,,,,,,,,
434,PT02M32.00S,2023-11-02T01:45:15.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,12.302890932982917,49.754901960784316,1610612743,85,67,2023-11-02T01:45:22Z,4240000,False,1.0,63.0,1,left,MISS R. Jackson 6' driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,
435,PT02M31.00S,2023-11-02T01:45:20.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,85,67,2023-11-02T01:45:20Z,4250000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,434.0,,,,,,,,,,,,,,,,
437,PT02M16.00S,2023-11-02T01:45:52.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,6.521024967148489,49.26470588235294,1610612743,85,67,2023-11-02T01:45:58Z,4270000,False,4.0,9.0,1,left,MISS C. Braun driving Layup,[1631128],1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,
438,PT02M14.00S,2023-11-02T01:45:54.5Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,85,67,2023-11-02T01:45:58Z,4280000,False,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,,,437.0,4.0,3.0,1.0,,,,,,,,,,,,,
439,PT01M56.00S,2023-11-02T01:46:12.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.33574244415243,52.69607843137255,1610612750,87,67,2023-11-02T01:46:17Z,4290000,False,13.0,67.0,1,right,K. Anderson 6' driving floating Jump Shot (7 PTS) (N. Reid 1 AST),"[203937, 1629675]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,,,,,7.0,N. Reid,1629675.0,1.0,,,,,,,,,
441,PT01M50.00S,2023-11-02T01:46:21.7Z,3,REGULAR,foul,offensive,[],1631212,,,1610612743,87,67,2023-11-02T01:46:29Z,4310000,False,,,0,,P. Watson offensive FOUL (1 PF),"[1631212, 1626157]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,101283.0,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,0.0,Towns,1626157.0,,,,,
443,PT01M50.00S,2023-11-02T01:46:21.7Z,3,REGULAR,turnover,offensive foul,[],1631212,,,1610612743,87,67,2023-11-02T01:46:21Z,4330000,False,,,0,,P. Watson offensive foul TURNOVER (1 TO),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,101283.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,,,,
444,PT01M50.00S,2023-11-02T01:46:32.6Z,3,REGULAR,substitution,out,[],203999,,,1610612750,87,67,2023-11-02T01:46:36Z,4340000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M50.00S,2023-11-02T01:46:32.6Z,3,REGULAR,substitution,in,[],1630192,,,1610612750,87,67,2023-11-02T01:46:36Z,4350000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M37.00S,2023-11-02T01:46:57.1Z,3,REGULAR,turnover,traveling,[],1626157,,,1610612750,87,67,2023-11-02T01:47:05Z,4360000,False,,,0,,K. Towns traveling TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,101283.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,,
447,PT01M37.00S,2023-11-02T01:47:04.3Z,3,REGULAR,substitution,out,[],1630162,,,1610612743,87,67,2023-11-02T01:47:07Z,4370000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M37.00S,2023-11-02T01:47:04.3Z,3,REGULAR,substitution,in,[],1629003,,,1610612743,87,67,2023-11-02T01:47:07Z,4380000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M37.00S,2023-11-02T01:47:11.3Z,3,REGULAR,substitution,out,[],203484,,,1610612743,87,67,2023-11-02T01:47:17Z,4390000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M37.00S,2023-11-02T01:47:11.3Z,3,REGULAR,substitution,in,[],1631124,,,1610612743,87,67,2023-11-02T01:47:17Z,4400000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M17.00S,2023-11-02T01:47:40.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631128,8.360709592641262,61.029411764705884,1610612743,87,69,2023-11-02T01:47:47Z,4410000,False,-55.0,26.0,1,left,C. Braun 6' bank Jump Shot (8 PTS),[1631128],1610612743.0,DEN,bank,,,Braun,C. Braun,,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,,,,8.0,,,,,,,,,,,,
452,PT00M58.90S,2023-11-02T01:47:59.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,93.05601182654402,45.16314338235294,1610612750,87,69,2023-11-02T01:48:08Z,4420000,False,-24.0,13.0,1,right,MISS S. Milton driving Layup - blocked,"[1629003, 1630192]",1610612750.0,MIN,driving,,,Milton,S. Milton,,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,Nnaji,1630192.0
453,PT00M58.90S,2023-11-02T01:47:59.8Z,3,REGULAR,block,,[],1630192,,,1610612750,87,69,2023-11-02T01:48:01Z,4430000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
454,PT00M55.90S,2023-11-02T01:48:02.8Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,87,69,2023-11-02T01:48:08Z,4440000,False,,,0,,C. Braun REBOUND (Off:2 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,Restricted Area,0-8 Center,,,452.0,7.0,5.0,2.0,,,,,,,,,,,,,
455,PT00M53.30S,2023-11-02T01:48:05.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,26.757555847568987,17.647058823529413,1610612743,87,72,2023-11-02T01:48:14Z,4450000,False,162.0,199.0,1,left,J. Strawther 25' 3PT  (3 PTS) (C. Braun 2 AST),"[1631124, 1631128]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,3.0,C. Braun,1631128.0,2.0,,,,,,,,,
457,PT00M29.60S,2023-11-02T01:48:31.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,90.69070302233902,51.93780637254902,1610612750,89,72,2023-11-02T01:48:38Z,4470000,False,10.0,35.0,1,right,K. Anderson driving floating Jump Shot (9 PTS) (K. Towns 4 AST),"[203937, 1626157]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,9.0,K. Towns,1626157.0,4.0,,,,,,,,,
459,PT00M11.10S,2023-11-02T01:48:54.3Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612743,89,72,2023-11-02T01:48:58Z,4490000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1629675]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,Reid,1629675.0,,
460,PT00M11.10S,2023-11-02T01:48:54.3Z,3,REGULAR,steal,,[],1629675,,,1610612750,89,72,2023-11-02T01:48:55Z,4500000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
461,PT00M05.90S,2023-11-02T01:49:00.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,91.27792378449409,51.71568627450981,1610612750,89,72,2023-11-02T01:49:07Z,4510000,False,9.0,29.0,1,right,MISS K. Towns running Layup - blocked,"[1626157, 202704]",1610612750.0,MIN,running,,,Towns,K. Towns,,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,Jackson,202704.0
462,PT00M05.90S,2023-11-02T01:49:00.6Z,3,REGULAR,block,,[],202704,,,1610612750,89,72,2023-11-02T01:49:02Z,4520000,False,,,0,,R. Jackson BLOCK (1 BLK),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
463,PT00M05.90S,2023-11-02T01:49:00.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,89,72,2023-11-02T01:49:07Z,4530000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Restricted Area,0-8 Center,,,461.0,,,,,,,,,,,,,,,,
465,PT00M00.20S,2023-11-02T01:49:35.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629675,70.77858081471747,10.049019607843137,1610612750,89,72,2023-11-02T01:49:45Z,4550000,False,-200.0,222.0,1,right,MISS N. Reid 29' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Left Center,29.88,Missed,,,,,,,,,,,,,,,,,
466,PT00M00.10S,2023-11-02T01:49:36.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,89,72,2023-11-02T01:49:45Z,4560000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Left Center,,,465.0,,,,,,,,,,,,,,,,
467,PT00M00.00S,2023-11-02T01:49:39.9Z,3,REGULAR,period,end,[],0,,,1610612750,89,72,2023-11-02T01:49:39Z,4570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2023-11-02T01:51:35.3Z,4,REGULAR,substitution,out,['startperiod'],1626157,,,1610612750,89,72,2023-11-02T01:52:17Z,4580000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2023-11-02T01:51:35.3Z,4,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,89,72,2023-11-02T01:52:17Z,4590000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-11-02T01:52:18.2Z,4,REGULAR,period,start,[],0,,,1610612743,89,72,2023-11-02T01:52:18Z,4600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M43.00S,2023-11-02T01:52:34.6Z,4,REGULAR,3pt,Jump Shot,[],1631124,32.40801576872536,34.068627450980394,1610612743,89,72,2023-11-02T01:52:42Z,4610000,False,80.0,252.0,1,left,MISS J. Strawther 26' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,
472,PT11M40.00S,2023-11-02T01:52:37.6Z,4,REGULAR,rebound,offensive,[],1631128,,,1610612743,89,72,2023-11-02T01:52:42Z,4620000,False,,,0,,C. Braun REBOUND (Off:3 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,Above the Break 3,24+ Center,,,471.0,8.0,5.0,3.0,,,,,,,,,,,,,
473,PT11M34.00S,2023-11-02T01:52:44.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631212,29.517082785808146,28.431372549019606,1610612743,89,72,2023-11-02T01:52:49Z,4630000,False,108.0,225.0,1,left,MISS P. Watson 24' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,
474,PT11M30.00S,2023-11-02T01:52:48.2Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,89,72,2023-11-02T01:52:49Z,4640000,False,,,0,,R. Gobert REBOUND (Off:2 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Right Center,,,473.0,9.0,7.0,2.0,,,,,,,,,,,,,
475,PT11M17.00S,2023-11-02T01:53:00.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,84.83902759526939,36.029411764705884,1610612750,89,72,2023-11-02T01:53:05Z,4650000,False,-70.0,90.0,1,right,MISS K. Anderson 11' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),8-16 Left,11.4,Missed,,,,,,,,,,,,,,,,,
476,PT11M14.00S,2023-11-02T01:53:03.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,89,72,2023-11-02T01:53:05Z,4660000,False,,,0,,C. Braun REBOUND (Off:3 Def:6),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,In The Paint (Non-RA),8-16 Left,,,475.0,9.0,6.0,3.0,,,,,,,,,,,,,
477,PT11M07.00S,2023-11-02T01:53:10.6Z,4,REGULAR,3pt,Jump Shot,[],1630192,31.750985545335087,55.14705882352941,1610612743,89,72,2023-11-02T01:53:15Z,4670000,False,-26.0,246.0,1,left,MISS Z. Nnaji 24' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,
478,PT11M04.00S,2023-11-02T01:53:13.6Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,89,72,2023-11-02T01:53:15Z,4680000,False,,,0,,R. Gobert REBOUND (Off:2 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Center,,,477.0,10.0,8.0,2.0,,,,,,,,,,,,,
479,PT10M52.00S,2023-11-02T01:53:27.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.59198423127464,49.26470588235294,1610612750,89,72,2023-11-02T01:53:48Z,4690000,False,-4.0,17.0,1,right,MISS N. Alexander-Walker driving reverse Layup,[1629638],1610612750.0,MIN,driving reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,
480,PT10M52.00S,2023-11-02T01:53:27.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,89,72,2023-11-02T01:53:36Z,4700000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,Restricted Area,0-8 Center,,,479.0,,,,,,,,,,,,,,,,
481,PT10M52.00S,2023-11-02T01:53:31.3Z,4,REGULAR,foul,personal,[],203497,,,1610612743,89,72,2023-11-02T01:53:34Z,4710000,False,,,0,,R. Gobert loose ball personal FOUL (2 PF),"[203497, 1630192]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,203054.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,1.0,Nnaji,1630192.0,,,,,
483,PT10M40.00S,2023-11-02T01:53:53.1Z,4,REGULAR,3pt,Jump Shot,[],202704,28.465834428383708,24.264705882352942,1610612743,89,72,2023-11-02T01:53:58Z,4730000,False,129.0,215.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,
484,PT10M37.00S,2023-11-02T01:53:56.1Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,89,72,2023-11-02T01:53:58Z,4740000,False,,,0,,R. Gobert REBOUND (Off:2 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Right Center,,,483.0,11.0,9.0,2.0,,,,,,,,,,,,,
485,PT10M24.00S,2023-11-02T01:54:08.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,90.93298291721419,63.748468137254896,1610612750,91,72,2023-11-02T01:54:14Z,4750000,False,69.0,33.0,1,right,N. Reid 7' turnaround bank Hook (14 PTS),[1629675],1610612750.0,MIN,turnaround bank,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,,,,,14.0,,,,,,,,,,,,
486,PT10M08.00S,2023-11-02T01:54:25.5Z,4,REGULAR,2pt,Jump Shot,[],1631128,8.672798948751643,30.652573529411764,1610612743,91,72,2023-11-02T01:55:00Z,4760000,False,97.0,29.0,1,left,MISS C. Braun 10' turnaround fadeaway Shot,[1631128],1610612743.0,DEN,turnaround fadeaway,,,Braun,C. Braun,,,,,,Mid-Range,8-16 Right,10.1,Missed,,,,,,,,,,,,,,,,,
487,PT10M07.00S,2023-11-02T01:54:26.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,91,72,2023-11-02T01:55:00Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,Mid-Range,8-16 Right,,,486.0,,,,,,,,,,,,,,,,
488,PT10M07.00S,2023-11-02T01:54:33.3Z,4,REGULAR,foul,personal,[],1629003,,,1610612743,91,72,2023-11-02T01:54:43Z,4780000,False,,,0,,S. Milton loose ball personal FOUL (1 PF),"[1629003, 1630192]",1610612750.0,MIN,loose ball,,,Milton,S. Milton,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Nnaji,1630192.0,,,,,
490,PT10M07.00S,2023-11-02T01:54:40.0Z,4,REGULAR,substitution,out,[],1629638,,,1610612743,91,72,2023-11-02T01:54:49Z,4800000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT10M07.00S,2023-11-02T01:54:40.0Z,4,REGULAR,substitution,out,[],202704,,,1610612743,91,72,2023-11-02T01:54:49Z,4810000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M07.00S,2023-11-02T01:54:40.0Z,4,REGULAR,substitution,in,[],201144,,,1610612743,91,72,2023-11-02T01:54:49Z,4820000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT10M07.00S,2023-11-02T01:54:40.0Z,4,REGULAR,substitution,in,[],1627750,,,1610612743,91,72,2023-11-02T01:54:49Z,4830000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M53.00S,2023-11-02T01:55:10.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,9.149145860709593,49.50980392156863,1610612743,91,72,2023-11-02T01:55:14Z,4840000,False,2.0,34.0,1,left,MISS Z. Nnaji driving Layup - blocked,"[1630192, 203497]",1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,Gobert,203497.0
