actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
436,PT01M43.00S,2021-11-11T02:15:17.4Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,77,66,2021-11-11T02:15:33Z,4350000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M43.00S,2021-11-11T02:15:17.4Z,3,REGULAR,substitution,out,[],1627832,,,1610612738,77,66,2021-11-11T02:15:33Z,4360000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M43.00S,2021-11-11T02:15:17.4Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,77,66,2021-11-11T02:15:33Z,4370000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M43.00S,2021-11-11T02:15:17.4Z,3,REGULAR,substitution,in,[],1630625,,,1610612738,77,66,2021-11-11T02:15:33Z,4380000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M43.00S,2021-11-11T02:15:35.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626196,,,1610612738,78,66,2021-11-11T02:15:35Z,4390000,,,0,,J. Richardson Free Throw 2 of 2 (8 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
441,PT01M29.00S,2021-11-11T02:15:49.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,83.39356110381078,43.627450980392155,1610612761,78,66,2021-11-11T02:15:59Z,4400000,-32.0,104.0,1,right,MISS S. Barnes 10' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,,,,,,10.84,Missed,,,,,,,,,,,,,,
442,PT01M28.00S,2021-11-11T02:15:50.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,78,66,2021-11-11T02:15:59Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,441.0,,,,,,,,,
443,PT01M28.00S,2021-11-11T02:15:55.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,78,66,2021-11-11T02:15:55Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M28.00S,2021-11-11T02:16:08.0Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,78,66,2021-11-11T02:16:13Z,4430000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M28.00S,2021-11-11T02:16:08.0Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,78,66,2021-11-11T02:16:13Z,4440000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M26.00S,2021-11-11T02:16:23.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,88.25558475689881,4.411764705882353,1610612761,78,66,2021-11-11T02:16:29Z,4450000,-228.0,58.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,23.51,Missed,,,,,,,,,,,,,,
447,PT01M23.00S,2021-11-11T02:16:26.9Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,78,66,2021-11-11T02:16:29Z,4460000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,446.0,2.0,2.0,0.0,,,,,,
448,PT01M19.00S,2021-11-11T02:16:31.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201143,25.969119579500656,82.84313725490196,1610612738,78,66,2021-11-11T02:16:43Z,4470000,-164.0,192.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,25.23,Missed,,,,,,,,,,,,,,
449,PT01M14.00S,2021-11-11T02:16:36.8Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612738,78,66,2021-11-11T02:17:02Z,4480000,,,0,,J. Richardson REBOUND (Off:1 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,448.0,2.0,1.0,1.0,,,,,,
450,PT01M02.00S,2021-11-11T02:16:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,8.492115637319317,41.42156862745098,1610612738,78,66,2021-11-11T02:16:52Z,4490000,43.0,27.0,1,left,MISS R. Langford driving finger roll Layup,[1629641],1610612738.0,BOS,driving finger roll,,,Langford,R. Langford,,,,,,,,,,5.08,Missed,,,,,,,,,,,,,,
451,PT01M00.00S,2021-11-11T02:16:50.1Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,78,66,2021-11-11T02:16:52Z,4500000,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,450.0,5.0,4.0,1.0,,,,,,
452,PT00M44.30S,2021-11-11T02:17:06.9Z,3,REGULAR,3pt,Jump Shot,[],1628449,76.69185282522996,87.5,1610612761,78,66,2021-11-11T02:17:11Z,4510000,188.0,167.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,25.08,Missed,,,,,,,,,,,,,,
453,PT00M42.70S,2021-11-11T02:17:08.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,78,66,2021-11-11T02:17:11Z,4520000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,452.0,5.0,5.0,0.0,,,,,,
454,PT00M31.20S,2021-11-11T02:17:20.1Z,3,REGULAR,2pt,Jump Shot,[],203471,23.340998685939553,32.35294117647059,1610612738,78,66,2021-11-11T02:17:24Z,4530000,88.0,167.0,1,left,MISS D. Schroder 18' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,,,,,,18.88,Missed,,,,,,,,,,,,,,
455,PT00M27.70S,2021-11-11T02:17:23.6Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,78,66,2021-11-11T02:17:24Z,4540000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,454.0,1.0,1.0,0.0,,,,,,
456,PT00M26.40S,2021-11-11T02:17:27.0Z,3,REGULAR,turnover,double dribble,[],1628449,,,1610612761,78,66,2021-11-11T02:17:39Z,4550000,,,0,,C. Boucher double dribble TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,202056.0,,,,,,,,,,,,,,,1.0,,,,,
457,PT00M07.20S,2021-11-11T02:17:57.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626196,19.136005256241788,64.2156862745098,1610612738,78,66,2021-11-11T02:18:05Z,4560000,-71.0,127.0,1,left,MISS J. Richardson 14' Jump Shot - blocked,"[1626196, 1630625]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,14.59,Missed,,,,,,,,,,Banton,1630625.0,,,
458,PT00M07.20S,2021-11-11T02:17:57.8Z,3,REGULAR,block,,[],1630625,,,1610612738,78,66,2021-11-11T02:18:32Z,4570000,,,0,,D. Banton BLOCK (2 BLK),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M04.80S,2021-11-11T02:18:00.2Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,78,66,2021-11-11T02:18:05Z,4580000,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,457.0,4.0,3.0,1.0,,,,,,
460,PT00M04.70S,2021-11-11T02:18:01.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628384,92.72339027595268,50.73529411764706,1610612761,78,68,2021-11-11T02:20:14Z,4590000,4.0,16.0,1,right,O. Anunoby running DUNK (12 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,,,,,,1.63,Made,12.0,,,,,,,,,,,,,
461,PT00M00.70S,2021-11-11T02:18:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,6.783837056504599,55.88235294117647,1610612738,80,68,2021-11-11T02:18:18Z,4600000,-29.0,11.0,1,left,J. Richardson running finger roll Layup (10 PTS),[1626196],1610612738.0,BOS,running finger roll,,,Richardson,J. Richardson,,,,,,,,,,3.15,Made,10.0,,,,,,,,,,,,,
462,PT00M00.00S,2021-11-11T02:18:16.0Z,3,REGULAR,period,end,[],0,,,1610612761,80,68,2021-11-11T02:18:16Z,4610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-11-11T02:20:30.1Z,4,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,80,68,2021-11-11T02:20:45Z,4620000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-11-11T02:20:30.1Z,4,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,80,68,2021-11-11T02:20:45Z,4630000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-11-11T02:20:30.1Z,4,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,80,68,2021-11-11T02:20:45Z,4640000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-11-11T02:20:30.1Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,80,68,2021-11-11T02:20:45Z,4650000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2021-11-11T02:20:57.7Z,4,REGULAR,period,start,[],0,,,1610612738,80,68,2021-11-11T02:20:57Z,4660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT11M48.00S,2021-11-11T02:21:09.1Z,4,REGULAR,3pt,Jump Shot,[],1626196,7.703679369250986,96.56862745098039,1610612738,80,68,2021-11-11T02:21:14Z,4670000,-233.0,20.0,1,left,MISS J. Richardson 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,23.36,Missed,,,,,,,,,,,,,,
469,PT11M45.00S,2021-11-11T02:21:12.1Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,80,68,2021-11-11T02:21:14Z,4680000,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,468.0,6.0,5.0,1.0,,,,,,
470,PT11M34.00S,2021-11-11T02:21:27.3Z,4,REGULAR,turnover,out-of-bounds,[],1629004,,,1610612761,80,68,2021-11-11T02:21:36Z,4690000,,,0,,S. Mykhailiuk step out-of-bounds TURNOVER (1 TO),[1629004],1610612761.0,TOR,step,,,Mykhailiuk,S. Mykhailiuk,,,,,201638.0,,,,,,,,,,,,,,,1.0,,,,,
471,PT11M23.00S,2021-11-11T02:21:48.3Z,4,REGULAR,turnover,traveling,[],203471,,,1610612738,80,68,2021-11-11T02:21:53Z,4700000,,,0,,D. Schroder traveling TURNOVER (6 TO),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,202056.0,,,,,,,,,,,,,,,6.0,,,,,
472,PT11M08.00S,2021-11-11T02:22:07.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,92.9862023653088,53.431372549019606,1610612761,80,68,2021-11-11T02:22:26Z,4710000,17.0,13.0,1,right,MISS D. Banton driving Layup - blocked,"[1630625, 201143]",1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,,,,,,2.18,Missed,,,,,,,,,,Horford,201143.0,,,
473,PT11M08.00S,2021-11-11T02:22:07.7Z,4,REGULAR,block,,[],201143,,,1610612761,80,68,2021-11-11T02:22:16Z,4720000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M08.00S,2021-11-11T02:22:07.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,80,68,2021-11-11T02:22:26Z,4730000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,472.0,,,,,,,,,
475,PT11M08.00S,2021-11-11T02:22:17.9Z,4,REGULAR,foul,personal,[],1630173,,,1610612738,80,68,2021-11-11T02:22:30Z,4740000,,,0,,P. Achiuwa loose ball personal FOUL (3 PF),"[1630173, 203471]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,202056.0,3.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,,
477,PT10M52.00S,2021-11-11T02:22:39.7Z,4,REGULAR,turnover,lost ball,[],1626196,,,1610612738,80,68,2021-11-11T02:22:44Z,4760000,,,0,,J. Richardson lost ball TURNOVER (2 TO),"[1626196, 1630173]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,2.0,,,Achiuwa,1630173.0,
478,PT10M52.00S,2021-11-11T02:22:39.7Z,4,REGULAR,steal,,[],1630173,,,1610612761,80,68,2021-11-11T02:22:41Z,4770000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT10M48.00S,2021-11-11T02:22:46.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,80,68,2021-11-11T02:22:46Z,4780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M39.00S,2021-11-11T02:23:15.9Z,4,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612761,80,68,2021-11-11T02:23:24Z,4790000,,,0,,R. Langford shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629641, 1627783]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,201638.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
482,PT10M39.00S,2021-11-11T02:23:44.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612761,80,69,2021-11-11T02:23:44Z,4810000,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
483,PT10M39.00S,2021-11-11T02:24:05.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612761,80,70,2021-11-11T02:24:05Z,4820000,,,0,,P. Siakam Free Throw 2 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
484,PT10M17.00S,2021-11-11T02:24:34.1Z,4,REGULAR,3pt,Jump Shot,[],1626196,25.706307490144546,83.33333333333334,1610612738,83,70,2021-11-11T02:24:39Z,4830000,-167.0,189.0,1,left,J. Richardson 25' 3PT  (13 PTS) (A. Horford 2 AST),"[1626196, 201143]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,25.21,Made,13.0,A. Horford,201143.0,2.0,,,,,,,,,,
486,PT10M02.00S,2021-11-11T02:24:48.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,93.11760840998686,55.88235294117647,1610612761,83,72,2021-11-11T02:24:52Z,4850000,29.0,12.0,1,right,D. Banton cutting Layup (2 PTS) (P. Siakam 3 AST),"[1630625, 1627783]",1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,,,,,,3.18,Made,2.0,P. Siakam,1627783.0,3.0,,,,,,,,,,
488,PT09M48.00S,2021-11-11T02:25:02.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.966491458607096,45.34313725490196,1610612738,83,72,2021-11-11T02:25:07Z,4870000,23.0,22.0,1,left,MISS D. Schroder driving finger roll Layup - blocked,"[203471, 1630173]",1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,,,,,,3.23,Missed,,,,,,,,,,Achiuwa,1630173.0,,,
489,PT09M48.00S,2021-11-11T02:25:02.7Z,4,REGULAR,block,,[],1630173,,,1610612738,83,72,2021-11-11T02:25:05Z,4880000,,,0,,P. Achiuwa BLOCK (3 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT09M46.00S,2021-11-11T02:25:04.7Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,83,72,2021-11-11T02:25:07Z,4890000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,488.0,7.0,6.0,1.0,,,,,,
491,PT09M42.00S,2021-11-11T02:25:09.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,91.5407358738502,45.83333333333333,1610612761,83,72,2021-11-11T02:25:18Z,4900000,-21.0,27.0,1,right,MISS D. Banton driving Layup,[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,,,,,,3.41,Missed,,,,,,,,,,,,,,
492,PT09M38.00S,2021-11-11T02:25:13.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,83,72,2021-11-11T02:25:18Z,4910000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,491.0,3.0,3.0,0.0,,,,,,
493,PT09M31.00S,2021-11-11T02:25:20.2Z,4,REGULAR,turnover,lost ball,[],203471,,,1610612738,83,72,2021-11-11T02:25:24Z,4920000,,,0,,D. Schroder lost ball TURNOVER (7 TO),"[203471, 1629004]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,7.0,,,Mykhailiuk,1629004.0,
494,PT09M31.00S,2021-11-11T02:25:20.2Z,4,REGULAR,steal,,[],1629004,,,1610612761,83,72,2021-11-11T02:25:21Z,4930000,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M27.00S,2021-11-11T02:25:24.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,92.85479632063075,44.85294117647059,1610612761,83,72,2021-11-11T02:25:31Z,4940000,-26.0,15.0,1,right,MISS P. Achiuwa Layup - blocked,"[1630173, 1629641]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,2.96,Missed,,,,,,,,,,Langford,1629641.0,,,
496,PT09M27.00S,2021-11-11T02:25:24.6Z,4,REGULAR,block,,[],1629641,,,1610612761,83,72,2021-11-11T02:25:26Z,4950000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M26.00S,2021-11-11T02:25:25.6Z,4,REGULAR,rebound,offensive,[],1630173,,,1610612761,83,72,2021-11-11T02:25:31Z,4960000,,,0,,P. Achiuwa REBOUND (Off:2 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,495.0,7.0,5.0,2.0,,,,,,
498,PT09M26.00S,2021-11-11T02:25:32.3Z,4,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612761,83,72,2021-11-11T02:25:57Z,4970000,,,0,,J. Richardson shooting personal FOUL (3 PF) (Achiuwa 2 FT),"[1626196, 1630173]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,2003.0,3.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
500,PT09M26.00S,2021-11-11T02:25:58.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630173,,,1610612761,83,72,2021-11-11T02:25:58Z,4990000,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Missed,,,,,,,,,,,,,,
501,PT09M26.00S,2021-11-11T02:25:58.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,83,72,2021-11-11T02:25:58Z,5000000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,
502,PT09M26.00S,2021-11-11T02:26:23.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,83,72,2021-11-11T02:26:23Z,5010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M26.00S,2021-11-11T02:28:43.4Z,4,REGULAR,substitution,out,[],1629641,,,1610612761,83,72,2021-11-11T02:28:59Z,5020000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M26.00S,2021-11-11T02:28:43.4Z,4,REGULAR,substitution,out,[],201143,,,1610612761,83,72,2021-11-11T02:28:59Z,5030000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M26.00S,2021-11-11T02:28:43.4Z,4,REGULAR,substitution,out,[],203471,,,1610612761,83,72,2021-11-11T02:28:59Z,5040000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M26.00S,2021-11-11T02:28:43.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612761,83,72,2021-11-11T02:28:59Z,5050000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M26.00S,2021-11-11T02:28:43.4Z,4,REGULAR,substitution,in,[],203935,,,1610612761,83,72,2021-11-11T02:28:59Z,5060000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M26.00S,2021-11-11T02:28:43.4Z,4,REGULAR,substitution,in,[],1629057,,,1610612761,83,72,2021-11-11T02:28:59Z,5070000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT09M26.00S,2021-11-11T02:29:11.5Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630173,,,1610612761,83,73,2021-11-11T02:29:11Z,5080000,,,0,,P. Achiuwa Free Throw 2 of 2 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
510,PT09M04.00S,2021-11-11T02:29:35.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,10.33180026281209,54.65686274509803,1610612738,83,73,2021-11-11T02:30:51Z,5090000,-23.0,45.0,1,left,MISS R. Williams III turnaround Shot,[1629057],1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,,,,,,5.03,Missed,,,,,,,,,,,,,,
511,PT09M00.00S,2021-11-11T02:29:39.9Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,83,73,2021-11-11T02:29:42Z,5100000,,,0,,P. Achiuwa REBOUND (Off:2 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,510.0,8.0,6.0,2.0,,,,,,
512,PT08M49.00S,2021-11-11T02:29:49.7Z,4,REGULAR,2pt,Jump Shot,[],1627783,71.69842312746385,57.107843137254896,1610612761,83,73,2021-11-11T02:29:55Z,5110000,36.0,214.0,1,right,MISS P. Siakam 21' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,,21.64,Missed,,,,,,,,,,,,,,
513,PT08M46.00S,2021-11-11T02:29:52.7Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,83,73,2021-11-11T02:29:55Z,5120000,,,0,,R. Williams III REBOUND (Off:8 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,512.0,13.0,5.0,8.0,,,,,,
514,PT08M28.00S,2021-11-11T02:30:10.8Z,4,REGULAR,3pt,Jump Shot,[],1626196,21.107095926412615,91.42156862745098,1610612738,83,73,2021-11-11T02:30:18Z,5130000,-207.0,146.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,25.33,Missed,,,,,,,,,,,,,,
515,PT08M27.00S,2021-11-11T02:30:11.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,73,2021-11-11T02:30:18Z,5140000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,,
516,PT08M27.00S,2021-11-11T02:30:16.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,83,73,2021-11-11T02:30:16Z,5150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M19.00S,2021-11-11T02:30:45.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,32.933639947437584,48.28431372549019,1610612738,86,73,2021-11-11T02:32:00Z,5160000,9.0,257.0,1,left,J. Tatum 25' 3PT pullup (19 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,25.72,Made,19.0,,,,,,,,,,,,,
518,PT08M04.00S,2021-11-11T02:31:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,90.88370565045992,57.59803921568627,1610612761,86,75,2021-11-11T02:31:04Z,5170000,38.0,33.0,1,right,G. Trent Jr. driving finger roll Layup (12 PTS),[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,5.05,Made,12.0,,,,,,,,,,,,,
