actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
615,PT01M36.00S,2021-12-31T20:18:18.3Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,117,102,2021-12-31T20:18:24Z,6060000,,,0,,C. Paul REBOUND (Off:1 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,614.0,,,,,,,,,5.0,4.0,1.0,,,
616,PT01M27.00S,2021-12-31T20:18:28.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],101108,6.1268068331143235,46.32352941176471,1610612756,117,104,2021-12-31T20:18:35Z,6070000,18.0,5.0,1,left,C. Paul driving Layup (14 PTS),[101108],1610612756.0,PHX,driving,,,Paul,C. Paul,,,,,1.91,Made,14.0,,,,,,,,,,,,,,,,,,
617,PT01M27.00S,2021-12-31T20:18:38.8Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,117,104,2021-12-31T20:18:43Z,6080000,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,202053.0,,,,,,,,,,,,,
618,PT01M25.00S,2021-12-31T20:18:54.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,117,104,2021-12-31T20:18:54Z,6090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M25.00S,2021-12-31T20:19:11.0Z,4,REGULAR,substitution,out,[],101108,,,1610612738,117,104,2021-12-31T20:19:17Z,6100000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M25.00S,2021-12-31T20:19:11.0Z,4,REGULAR,substitution,in,[],1630688,,,1610612738,117,104,2021-12-31T20:19:17Z,6110000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M18.00S,2021-12-31T20:19:31.2Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,117,104,2021-12-31T20:20:44Z,6120000,,,0,,J. Brown lost ball TURNOVER (6 TO),"[1627759, 1628969]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,6.0,Bridges,1628969.0,,,,,,
622,PT01M18.00S,2021-12-31T20:19:31.2Z,4,REGULAR,steal,,[],1628969,,,1610612756,117,104,2021-12-31T20:28:23Z,6130000,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M13.00S,2021-12-31T20:19:35.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626164,7.5722733245729295,47.794117647058826,1610612756,117,106,2021-12-31T20:26:33Z,6140000,11.0,19.0,1,left,D. Booker running finger roll Layup (22 PTS) (M. Bridges 2 AST),"[1626164, 1628969]",1610612756.0,PHX,running finger roll,,,Booker,D. Booker,,,,,2.17,Made,22.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,,
624,PT00M56.90S,2021-12-31T20:19:54.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,90.48948751642575,53.431372549019606,1610612738,119,106,2021-12-31T20:20:01Z,6150000,17.0,37.0,1,right,G. Williams driving finger roll Layup (13 PTS),[1629684],1610612738.0,BOS,driving finger roll,,,Williams,G. Williams,,,,,4.07,Made,13.0,,,,,,,,,,,,,,,,,,
625,PT00M56.90S,2021-12-31T20:19:59.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,119,106,2021-12-31T20:19:59Z,6160000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M56.90S,2021-12-31T20:21:13.7Z,4,REGULAR,substitution,out,[],1626166,,,1610612756,119,106,2021-12-31T20:21:25Z,6170000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M56.90S,2021-12-31T20:21:13.7Z,4,REGULAR,substitution,out,[],1630688,,,1610612756,119,106,2021-12-31T20:21:25Z,6180000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M56.90S,2021-12-31T20:21:13.7Z,4,REGULAR,substitution,in,[],101108,,,1610612756,119,106,2021-12-31T20:21:25Z,6190000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M56.90S,2021-12-31T20:21:13.7Z,4,REGULAR,substitution,in,[],1630188,,,1610612756,119,106,2021-12-31T20:21:25Z,6200000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M56.80S,2021-12-31T20:21:46.4Z,4,REGULAR,foul,personal,[],1627759,,,1610612756,119,106,2021-12-31T20:23:06Z,6210000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1628969]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,202053.0,4.0,0.0,Bridges,1628969.0,,,,,,,,,
633,PT00M56.80S,2021-12-31T20:23:08.1Z,4,REGULAR,instantreplay,request,[],0,,,1610612756,119,106,2021-12-31T20:23:19Z,6230000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,Common Foul Upheld
634,PT00M54.30S,2021-12-31T20:23:33.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629661,7.30946123521682,46.07843137254902,1610612756,119,108,2021-12-31T20:23:39Z,6240000,20.0,16.0,1,left,C. Johnson driving DUNK (20 PTS) (C. Paul 8 AST),"[1629661, 101108]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,2.54,Made,20.0,C. Paul,101108.0,8.0,,,,,,,,,,,,,,,
636,PT00M54.20S,2021-12-31T20:23:49.5Z,4,REGULAR,foul,offensive,[],203935,,,1610612738,119,108,2021-12-31T20:24:00Z,6260000,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 1628969]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1628482.0,3.0,0.0,Bridges,1628969.0,,,,,,,,,
638,PT00M54.20S,2021-12-31T20:23:49.5Z,4,REGULAR,turnover,offensive foul,[],203935,,,1610612738,119,108,2021-12-31T20:23:49Z,6280000,,,0,,M. Smart offensive foul TURNOVER (3 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1628482.0,,,,,3.0,,,,,,,,
639,PT00M53.10S,2021-12-31T20:24:12.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,26.49474375821288,83.57843137254902,1610612756,119,108,2021-12-31T20:24:19Z,6290000,-168.0,197.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
640,PT00M49.80S,2021-12-31T20:24:15.5Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612756,119,108,2021-12-31T20:24:15Z,6300000,,,0,,J. Smith REBOUND (Off:5 Def:2),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,639.0,,,,,,,,,7.0,2.0,5.0,,,
641,PT00M46.80S,2021-12-31T20:24:18.4Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626164,17.95335085413929,30.14705882352941,1610612756,119,108,2021-12-31T20:29:43Z,6310000,99.0,116.0,1,left,MISS D. Booker 15' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,15.29,Missed,,,,,,,,,,,,,,,,,,,
642,PT00M44.30S,2021-12-31T20:24:20.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,119,108,2021-12-31T20:24:38Z,6320000,,,0,,M. Smart REBOUND (Off:1 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,641.0,,,,,,,,,8.0,7.0,1.0,,,
644,PT00M44.30S,2021-12-31T20:24:32.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612738,119,108,2021-12-31T20:24:51Z,6340000,,,0,,C. Paul take personal FOUL (1 PF) (Smart 2 FT),"[101108, 203935]",1610612756.0,PHX,take,,,Paul,C. Paul,,,,,,,,,,,,1662.0,1.0,0.0,Smart,203935.0,,,,,,,,,
646,PT00M44.30S,2021-12-31T20:25:02.3Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,120,108,2021-12-31T20:25:02Z,6360000,,,0,,M. Smart Free Throw 1 of 2 (23 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
647,PT00M44.30S,2021-12-31T20:25:18.6Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,121,108,2021-12-31T20:25:18Z,6370000,,,0,,M. Smart Free Throw 2 of 2 (24 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
648,PT00M42.80S,2021-12-31T20:25:33.5Z,4,REGULAR,turnover,bad pass,[],101108,,,1610612756,121,108,2021-12-31T20:25:40Z,6380000,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 1629057]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,,,,,,
649,PT00M42.80S,2021-12-31T20:25:33.5Z,4,REGULAR,steal,,[],1629057,,,1610612738,121,108,2021-12-31T20:25:35Z,6390000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M39.60S,2021-12-31T20:25:41.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612738,121,108,2021-12-31T20:25:52Z,6400000,,,0,,C. Paul take personal FOUL (2 PF) (Williams 2 FT),"[101108, 1629684]",1610612756.0,PHX,take,,,Paul,C. Paul,,,,,,,,,,,,1662.0,2.0,0.0,Williams,1629684.0,,,,,,,,,
652,PT00M39.60S,2021-12-31T20:26:06.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629684,,,1610612738,122,108,2021-12-31T20:26:06Z,6420000,,,0,,G. Williams Free Throw 1 of 2 (14 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
653,PT00M39.60S,2021-12-31T20:26:22.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629684,,,1610612738,123,108,2021-12-31T20:26:22Z,6430000,,,0,,G. Williams Free Throw 2 of 2 (15 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
654,PT00M39.60S,2021-12-31T20:26:28.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,123,108,2021-12-31T20:26:28Z,6440000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,out,[],1626164,,,1610612756,123,108,2021-12-31T20:27:53Z,6450000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,out,[],1629661,,,1610612756,123,108,2021-12-31T20:27:53Z,6460000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,out,[],1628969,,,1610612756,123,108,2021-12-31T20:27:53Z,6470000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,out,[],101108,,,1610612756,123,108,2021-12-31T20:27:53Z,6480000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,out,[],1630188,,,1610612756,123,108,2021-12-31T20:27:53Z,6490000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,in,[],1630688,,,1610612756,123,108,2021-12-31T20:27:53Z,6500000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,in,[],1626166,,,1610612756,123,108,2021-12-31T20:27:53Z,6510000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,in,[],1630640,,,1610612756,123,108,2021-12-31T20:27:53Z,6520000,,,0,,SUB in: M. Walker,[1630640],1610612756.0,PHX,,,,Walker,M. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,in,[],1629150,,,1610612756,123,108,2021-12-31T20:27:53Z,6530000,,,0,,SUB in: E. Terry,[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M39.60S,2021-12-31T20:27:24.1Z,4,REGULAR,substitution,in,[],203901,,,1610612756,123,108,2021-12-31T20:27:53Z,6540000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M32.60S,2021-12-31T20:28:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203901,8.754927726675426,55.392156862745104,1610612756,123,108,2021-12-31T20:28:14Z,6550000,-27.0,30.0,1,left,MISS E. Payton driving Layup - blocked,"[203901, 1629057]",1610612756.0,PHX,driving,,,Payton,E. Payton,,,,,4.02,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
666,PT00M32.60S,2021-12-31T20:28:07.8Z,4,REGULAR,block,,[],1629057,,,1610612756,123,108,2021-12-31T20:28:10Z,6560000,,,0,,R. Williams III BLOCK (5 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M29.80S,2021-12-31T20:28:10.6Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,123,108,2021-12-31T20:28:14Z,6570000,,,0,,M. Smart REBOUND (Off:1 Def:8),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,665.0,,,,,,,,,9.0,8.0,1.0,,,
668,PT00M08.10S,2021-12-31T20:28:33.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,123,108,2021-12-31T20:28:51Z,6580000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M03.20S,2021-12-31T20:28:56.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630640,11.251642575558476,64.95098039215686,1610612756,123,108,2021-12-31T20:32:22Z,6590000,-75.0,53.0,1,left,MISS M. Walker 9' step back Shot,[1630640],1610612756.0,PHX,step back,,,Walker,M. Walker,,,,,9.18,Missed,,,,,,,,,,,,,,,,,,,
670,PT00M01.20S,2021-12-31T20:28:58.2Z,4,REGULAR,rebound,offensive,[],1629150,,,1610612756,123,108,2021-12-31T20:29:33Z,6600000,,,0,,E. Terry REBOUND (Off:3 Def:3),[1629150],1610612756.0,PHX,,,,Terry,E. Terry,,,,,,,,,,,669.0,,,,,,,,,6.0,3.0,3.0,,,
672,PT00M00.00S,2021-12-31T20:29:09.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612756,123,108,2021-12-31T20:29:38Z,6620000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,End Period - No Basket
673,PT00M00.00S,2021-12-31T20:29:30.1Z,4,REGULAR,period,end,[],0,,,1610612756,123,108,2021-12-31T20:29:38Z,6630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M00.00S,2021-12-31T20:29:53.0Z,4,REGULAR,game,end,[],0,,,0,123,108,2021-12-31T20:29:53Z,6640000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
