actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
436,PT03M06.00S,2022-01-11T02:11:56.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628470,91.80354796320631,48.28431372549019,1610612754,60,50,2022-01-11T02:13:35Z,4300000,-9.0,25.0,1,right,T. Craig cutting DUNK (4 PTS) (D. Sabonis 3 AST),"[1628470, 1627734]",1610612754.0,IND,cutting,,,Craig,T. Craig,,,,,2.6,Made,4.0,,,,,,,,,,,D. Sabonis,1627734.0,3.0,,,,,
438,PT02M46.00S,2022-01-11T02:12:13.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,55.14705882352941,1610612738,60,50,2022-01-11T02:12:26Z,4320000,-26.0,257.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
439,PT02M42.00S,2022-01-11T02:12:17.6Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612754,60,50,2022-01-11T02:12:53Z,4330000,,,0,,T. Craig REBOUND (Off:0 Def:3),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,438.0,3.0,3.0,0.0,,,,,,,,,,,
440,PT02M39.00S,2022-01-11T02:12:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202362,91.93495400788436,48.03921568627451,1610612754,60,52,2022-01-11T02:12:40Z,4340000,-10.0,23.0,1,right,L. Stephenson running Layup (5 PTS) (T. Craig 1 AST),"[202362, 1628470]",1610612754.0,IND,running,,,Stephenson,L. Stephenson,,,,,2.53,Made,5.0,,,,,,,,,,,T. Craig,1628470.0,1.0,,,,,
443,PT02M12.00S,2022-01-11T02:12:52.6Z,3,REGULAR,turnover,offensive goaltending,[],1629057,,,1610612738,60,52,2022-01-11T02:13:15Z,4370000,,,0,,R. Williams III offensive goaltending TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,202007.0,,,,,,,,,2.0,,,,,,,,
444,PT02M12.00S,2022-01-11T02:12:58.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612754,60,52,2022-01-11T02:13:07Z,4380000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M12.00S,2022-01-11T02:12:58.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612754,60,52,2022-01-11T02:13:07Z,4390000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M12.00S,2022-01-11T02:12:58.8Z,3,REGULAR,substitution,in,[],201143,,,1610612754,60,52,2022-01-11T02:13:07Z,4400000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M12.00S,2022-01-11T02:12:58.8Z,3,REGULAR,substitution,in,[],1627759,,,1610612754,60,52,2022-01-11T02:13:07Z,4410000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M53.00S,2022-01-11T02:13:28.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,86.94152431011827,95.58823529411765,1610612754,60,55,2022-01-11T02:13:39Z,4420000,228.0,70.0,1,right,T. Craig 3PT  (7 PTS) (D. Sabonis 4 AST),"[1628470, 1627734]",1610612754.0,IND,,,,Craig,T. Craig,,,,,23.85,Made,7.0,,,,,,,,,,,D. Sabonis,1627734.0,4.0,,,,,
450,PT01M42.00S,2022-01-11T02:13:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,54.166666666666664,1610612738,62,55,2022-01-11T02:13:51Z,4440000,-21.0,8.0,1,left,J. Brown driving Layup (12 PTS) (D. Schroder 1 AST),"[1627759, 203471]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.21,Made,12.0,,,,,,,,,,,D. Schroder,203471.0,1.0,,,,,
452,PT01M42.00S,2022-01-11T02:13:49.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,62,55,2022-01-11T02:13:49Z,4460000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M24.00S,2022-01-11T02:15:45.3Z,3,REGULAR,3pt,Jump Shot,[],202362,65.1281208935611,54.166666666666664,1610612754,62,58,2022-01-11T02:15:53Z,4470000,21.0,275.0,1,right,L. Stephenson 27' 3PT step back (8 PTS) (D. Sabonis 5 AST),"[202362, 1627734]",1610612754.0,IND,step back,,,Stephenson,L. Stephenson,,,,,27.61,Made,8.0,,,,,,,,,,,D. Sabonis,1627734.0,5.0,,,,,
455,PT01M13.00S,2022-01-11T02:16:02.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203087,,,1610612738,62,58,2022-01-11T02:16:20Z,4490000,,,0,,J. Lamb personal FOUL (1 PF) (Schroder 2 FT),"[203087, 203471]",1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,202058.0,1.0,0.0,,,,,Schroder,203471.0,,,,,,,,,
457,PT01M13.00S,2022-01-11T02:16:28.0Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,62,58,2022-01-11T02:16:28Z,4510000,,,0,,MISS D. Schroder Free Throw 1 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
458,PT01M13.00S,2022-01-11T02:16:28.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,62,58,2022-01-11T02:16:28Z,4520000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,,
459,PT01M13.00S,2022-01-11T02:16:43.1Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,63,58,2022-01-11T02:16:43Z,4530000,,,0,,D. Schroder Free Throw 2 of 2 (1 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
460,PT00M48.50S,2022-01-11T02:17:10.7Z,3,REGULAR,2pt,Jump Shot,[],202362,76.69185282522996,24.509803921568626,1610612754,63,58,2022-01-11T02:17:17Z,4540000,-127.0,167.0,1,right,MISS L. Stephenson 20' pullup Shot,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,20.98,Missed,,,,,,,,,,,,,,,,,,,
461,PT00M46.30S,2022-01-11T02:17:12.8Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,63,58,2022-01-11T02:17:12Z,4550000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,460.0,1.0,1.0,0.0,,,,,,,,,,,
462,PT00M33.80S,2022-01-11T02:17:25.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,25.969119579500656,12.009803921568627,1610612738,66,58,2022-01-11T02:17:32Z,4560000,190.0,192.0,1,left,J. Brown 26' 3PT step back (15 PTS) (D. Schroder 2 AST),"[1627759, 203471]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,26.98,Made,15.0,,,,,,,,,,,D. Schroder,203471.0,2.0,,,,,
464,PT00M12.70S,2022-01-11T02:17:50.0Z,3,REGULAR,2pt,Jump Shot,[],203087,74.13354139290408,42.290900735294116,1610612754,66,60,2022-01-11T02:17:57Z,4580000,-39.0,191.0,1,right,J. Lamb 19' pullup Jump Shot (11 PTS),[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,19.44,Made,11.0,,,,,,,,,,,,,,,,,,
465,PT00M05.00S,2022-01-11T02:18:08.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203087,,,1610612738,66,60,2022-01-11T02:21:03Z,4590000,,,0,,J. Lamb shooting personal FOUL (2 PF) (Schroder 2 FT),"[203087, 203471]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,202007.0,2.0,0.0,,,,,Schroder,203471.0,,,,,,,,,
467,PT00M05.00S,2022-01-11T02:18:56.6Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,67,60,2022-01-11T02:20:27Z,4610000,,,0,,D. Schroder Free Throw 1 of 2 (2 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
470,PT00M05.00S,2022-01-11T02:18:56.6Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,68,60,2022-01-11T02:20:27Z,4640000,,,0,,D. Schroder Free Throw 2 of 2 (3 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
468,PT00M05.00S,2022-01-11T02:18:59.7Z,3,REGULAR,substitution,out,[],1628470,,,1610612754,68,60,2022-01-11T02:20:09Z,4645000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M05.00S,2022-01-11T02:18:59.7Z,3,REGULAR,substitution,in,[],203200,,,1610612754,68,60,2022-01-11T02:20:09Z,4647500,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M00.30S,2022-01-11T02:19:26.5Z,3,REGULAR,turnover,out-of-bounds,[],203087,,,1610612754,68,60,2022-01-11T02:19:53Z,4650000,,,0,,J. Lamb bad pass out-of-bounds TURNOVER (2 TO),[203087],1610612754.0,IND,bad pass,,,Lamb,J. Lamb,,,,,,,,202007.0,,,,,,,,,2.0,,,,,,,,
472,PT00M00.00S,2022-01-11T02:19:33.9Z,3,REGULAR,period,end,[],0,,,1610612738,68,60,2022-01-11T02:19:33Z,4660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-01-11T02:21:39.1Z,4,REGULAR,substitution,out,['startperiod'],203200,,,1610612738,68,60,2022-01-11T02:22:16Z,4670000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-01-11T02:21:39.1Z,4,REGULAR,substitution,in,['startperiod'],1628470,,,1610612738,68,60,2022-01-11T02:22:16Z,4680000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-01-11T02:22:19.4Z,4,REGULAR,period,start,[],0,,,1610612738,68,60,2022-01-11T02:22:19Z,4690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M43.00S,2022-01-11T02:22:36.0Z,4,REGULAR,2pt,Jump Shot,[],1627759,21.944809461235216,42.34834558823529,1610612738,68,60,2022-01-11T02:22:46Z,4700000,38.0,154.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.85,Missed,,,,,,,,,,,,,,,,,,,
477,PT11M41.00S,2022-01-11T02:22:38.0Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,68,60,2022-01-11T02:22:46Z,4710000,,,0,,D. Sabonis REBOUND (Off:7 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,476.0,16.0,9.0,7.0,,,,,,,,,,,
478,PT11M30.00S,2022-01-11T02:22:57.2Z,4,REGULAR,foul,offensive,[],1627734,,,1610612754,68,60,2022-01-11T02:23:15Z,4720000,,,0,,D. Sabonis offensive FOUL (1 PF),"[1627734, 1629684]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,202058.0,1.0,0.0,,,,,Williams,1629684.0,,,,,,,,,
480,PT11M30.00S,2022-01-11T02:22:57.2Z,4,REGULAR,turnover,offensive foul,[],1627734,,,1610612754,68,60,2022-01-11T02:23:15Z,4740000,,,0,,D. Sabonis offensive foul TURNOVER (4 TO),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,202058.0,,,,,,,,,4.0,,,,,,,,
481,PT11M18.00S,2022-01-11T02:23:18.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,27.020367936925098,80.3921568627451,1610612738,71,60,2022-01-11T02:23:23Z,4750000,-152.0,201.0,1,left,J. Richardson 25' 3PT  (5 PTS) (J. Brown 3 AST),"[1626196, 1627759]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.24,Made,5.0,,,,,,,,,,,J. Brown,1627759.0,3.0,,,,,
483,PT10M56.00S,2022-01-11T02:23:40.3Z,4,REGULAR,3pt,Jump Shot,[],1628470,68.15045992115637,74.50980392156863,1610612754,71,63,2022-01-11T02:23:46Z,4770000,123.0,247.0,1,right,T. Craig 27' 3PT  (10 PTS) (D. Sabonis 6 AST),"[1628470, 1627734]",1610612754.0,IND,,,,Craig,T. Craig,,,,,27.56,Made,10.0,,,,,,,,,,,D. Sabonis,1627734.0,6.0,,,,,
485,PT10M33.00S,2022-01-11T02:24:02.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.884362680683312,56.885723039215684,1610612738,71,63,2022-01-11T02:24:10Z,4790000,-34.0,22.0,1,left,MISS J. Brown Layup - blocked,"[1627759, 1629052]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.06,Missed,,,,,,,,,,,,,,,,,Brissett,1629052.0,
486,PT10M33.00S,2022-01-11T02:24:02.4Z,4,REGULAR,block,,[],1629052,,,1610612738,71,63,2022-01-11T02:24:04Z,4800000,,,0,,O. Brissett BLOCK (1 BLK),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M31.00S,2022-01-11T02:24:04.4Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,71,63,2022-01-11T02:24:40Z,4810000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,485.0,1.0,1.0,0.0,,,,,,,,,,,
488,PT10M14.00S,2022-01-11T02:24:21.5Z,4,REGULAR,3pt,Jump Shot,[],202362,68.80749014454665,68.87254901960785,1610612754,71,66,2022-01-11T02:24:27Z,4820000,94.0,241.0,1,right,L. Stephenson 25' 3PT  (11 PTS) (T. Craig 2 AST),"[202362, 1628470]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,25.85,Made,11.0,,,,,,,,,,,T. Craig,1628470.0,2.0,,,,,
490,PT09M46.00S,2022-01-11T02:24:49.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,10.512483574244415,52.251838235294116,1610612738,71,66,2022-01-11T02:25:23Z,4840000,-11.0,46.0,1,left,MISS J. Richardson driving floating Shot,[1626196],1610612738.0,BOS,driving floating,,,Richardson,J. Richardson,,,,,4.77,Missed,,,,,,,,,,,,,,,,,,,
491,PT09M44.00S,2022-01-11T02:24:51.4Z,4,REGULAR,rebound,defensive,[],1628470,,,1610612754,71,66,2022-01-11T02:24:59Z,4850000,,,0,,T. Craig REBOUND (Off:0 Def:4),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,490.0,4.0,4.0,0.0,,,,,,,,,,,
492,PT09M41.00S,2022-01-11T02:24:55.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628470,90.75229960578186,48.28431372549019,1610612754,71,68,2022-01-11T02:25:24Z,4860000,-9.0,34.0,1,right,T. Craig running Layup (12 PTS),[1628470],1610612754.0,IND,running,,,Craig,T. Craig,,,,,3.55,Made,12.0,,,,,,,,,,,,,,,,,,
493,PT09M41.00S,2022-01-11T02:25:00.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,71,68,2022-01-11T02:25:00Z,4870000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M41.00S,2022-01-11T02:27:18.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,71,68,2022-01-11T02:27:39Z,4880000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M41.00S,2022-01-11T02:27:18.0Z,4,REGULAR,substitution,out,[],201143,,,1610612738,71,68,2022-01-11T02:27:39Z,4890000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M41.00S,2022-01-11T02:27:18.0Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,71,68,2022-01-11T02:27:39Z,4900000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M41.00S,2022-01-11T02:27:18.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,71,68,2022-01-11T02:27:39Z,4910000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT09M33.00S,2022-01-11T02:28:01.1Z,4,REGULAR,turnover,out-of-bounds,[],1626196,,,1610612738,71,68,2022-01-11T02:28:17Z,4920000,,,0,,J. Richardson bad pass out-of-bounds TURNOVER (2 TO),[1626196],1610612738.0,BOS,bad pass,,,Richardson,J. Richardson,,,,,,,,202007.0,,,,,,,,,2.0,,,,,,,,
499,PT09M25.00S,2022-01-11T02:28:17.3Z,4,REGULAR,foul,personal,['2freethrow'],202362,,,1610612754,71,68,2022-01-11T02:30:27Z,4930000,,,0,,L. Stephenson flagrant-type-1 personal FOUL (1 PF) (Schroder 2 FT),"[202362, 203471]",1610612754.0,IND,flagrant-type-1,,,Stephenson,L. Stephenson,,,,,,,,202007.0,1.0,0.0,,,,,Schroder,203471.0,,,,,,,,,
501,PT09M25.00S,2022-01-11T02:28:17.3Z,4,REGULAR,turnover,,[],202362,,,1610612754,71,68,2022-01-11T02:30:10Z,4950000,,,0,,L. Stephenson TURNOVER (2 TO),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,202007.0,,,,,,,,,2.0,,,,,,,,
502,PT09M25.00S,2022-01-11T02:28:40.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,71,68,2022-01-11T02:30:12Z,4960000,,,0,,,[],,,overturned,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
503,PT09M25.00S,2022-01-11T02:30:56.2Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,72,68,2022-01-11T02:30:56Z,4970000,,,0,,D. Schroder flagrant Free Throw 1 of 2 (4 PTS),[203471],1610612738.0,BOS,flagrant,,,Schroder,D. Schroder,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
504,PT09M25.00S,2022-01-11T02:31:11.0Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,73,68,2022-01-11T02:31:11Z,4980000,,,0,,D. Schroder flagrant Free Throw 2 of 2 (5 PTS),[203471],1610612738.0,BOS,flagrant,,,Schroder,D. Schroder,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
505,PT09M07.00S,2022-01-11T02:31:39.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,27.677398160315374,79.41176470588235,1610612738,73,68,2022-01-11T02:31:46Z,4990000,-147.0,208.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
506,PT09M04.00S,2022-01-11T02:31:42.5Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,73,68,2022-01-11T02:31:46Z,5000000,,,0,,D. Sabonis REBOUND (Off:7 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,505.0,17.0,10.0,7.0,,,,,,,,,,,
507,PT08M56.00S,2022-01-11T02:31:50.2Z,4,REGULAR,3pt,Jump Shot,[],1629052,74.19513797634691,12.990196078431374,1610612754,73,71,2022-01-11T02:32:32Z,5010000,-185.0,190.0,1,right,O. Brissett 26' 3PT pullup (3 PTS) (D. Sabonis 7 AST),"[1629052, 1627734]",1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,26.53,Made,3.0,,,,,,,,,,,D. Sabonis,1627734.0,7.0,,,,,
509,PT08M39.00S,2022-01-11T02:32:07.1Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,73,71,2022-01-11T02:32:16Z,5030000,,,0,,J. Tatum lost ball TURNOVER (6 TO),"[1628369, 1628470]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,6.0,,,,Craig,1628470.0,,,
510,PT08M39.00S,2022-01-11T02:32:07.1Z,4,REGULAR,steal,,[],1628470,,,1610612754,73,71,2022-01-11T02:34:00Z,5040000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M35.00S,2022-01-11T02:32:11.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203087,73.53810775295663,87.25490196078431,1610612754,73,71,2022-01-11T02:32:40Z,5050000,186.0,196.0,1,right,MISS J. Lamb 27' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,27.06,Missed,,,,,,,,,,,,,,,,,,,
512,PT08M33.00S,2022-01-11T02:32:13.2Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612754,73,71,2022-01-11T02:32:40Z,5060000,,,0,,D. Sabonis REBOUND (Off:8 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,511.0,18.0,10.0,8.0,,,,,,,,,,,
513,PT08M33.00S,2022-01-11T02:32:30.1Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612754,73,71,2022-01-11T02:32:43Z,5070000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629057, 1627734]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,202058.0,1.0,1.0,,,,,Sabonis,1627734.0,,,,,,,,,
515,PT08M33.00S,2022-01-11T02:32:48.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612754,73,71,2022-01-11T02:34:20Z,5090000,,,0,,,[],,,support,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,Common Foul Upheld
516,PT08M33.00S,2022-01-11T02:34:29.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,73,72,2022-01-11T02:34:29Z,5100000,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
517,PT08M33.00S,2022-01-11T02:34:29.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,73,72,2022-01-11T02:34:51Z,5110000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
518,PT08M33.00S,2022-01-11T02:34:29.7Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,73,72,2022-01-11T02:34:51Z,5120000,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,517.0,9.0,8.0,1.0,,,,,,,,,,,
519,PT08M12.00S,2022-01-11T02:35:05.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,19.398817345597898,34.80392156862745,1610612738,75,72,2022-01-11T02:35:15Z,5130000,76.0,130.0,1,left,J. Richardson 15' pullup Jump Shot (7 PTS) (D. Schroder 3 AST),"[1626196, 203471]",1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,15.04,Made,7.0,,,,,,,,,,,D. Schroder,203471.0,3.0,,,,,
521,PT07M53.00S,2022-01-11T02:35:25.0Z,4,REGULAR,3pt,Jump Shot,[],203087,89.56964520367937,94.85294117647058,1610612754,75,72,2022-01-11T02:35:31Z,5150000,224.0,46.0,1,right,MISS J. Lamb 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
522,PT07M50.00S,2022-01-11T02:35:28.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,72,2022-01-11T02:35:31Z,5160000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,521.0,9.0,8.0,1.0,,,,,,,,,,,
523,PT07M39.00S,2022-01-11T02:35:39.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,45.83333333333333,1610612738,75,72,2022-01-11T02:35:54Z,5170000,21.0,13.0,1,left,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,,
524,PT07M37.00S,2022-01-11T02:35:41.2Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,75,72,2022-01-11T02:35:45Z,5180000,,,0,,L. Stephenson REBOUND (Off:0 Def:2),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,523.0,2.0,2.0,0.0,,,,,,,,,,,
525,PT07M28.00S,2022-01-11T02:35:52.4Z,4,REGULAR,2pt,Jump Shot,[],1627734,84.31340341655716,69.85294117647058,1610612754,75,72,2022-01-11T02:36:26Z,5190000,99.0,95.0,1,right,MISS D. Sabonis 13' Jump Shot,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,13.74,Missed,,,,,,,,,,,,,,,,,,,
526,PT07M26.00S,2022-01-11T02:35:54.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,72,2022-01-11T02:36:04Z,5200000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,525.0,10.0,9.0,1.0,,,,,,,,,,,
527,PT07M12.00S,2022-01-11T02:36:06.2Z,4,REGULAR,3pt,Jump Shot,[],203471,24.392247043363994,85.5392156862745,1610612738,75,72,2022-01-11T02:36:12Z,5210000,-178.0,177.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
