actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
446,PT03M54.00S,2023-12-14T02:10:36.0Z,3,REGULAR,block,,[],1630173,,,1610612737,91,86,2023-12-14T02:11:43Z,4245000,False,,,0,,P. Achiuwa BLOCK (2 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT03M52.00S,2023-12-14T02:10:38.0Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,91,86,2023-12-14T02:11:51Z,4250000,False,,,0,,C. Capela REBOUND (Off:5 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,437.0,9.0,4.0,5.0,,,,,,,,,,,,
439,PT03M51.00S,2023-12-14T02:10:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,91.67214191852825,53.92156862745098,1610612737,91,86,2023-12-14T02:10:46Z,4260000,False,20.0,26.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
440,PT03M51.00S,2023-12-14T02:10:39.9Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,91,86,2023-12-14T02:10:46Z,4270000,False,,,0,,C. Capela REBOUND (Off:6 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,439.0,10.0,4.0,6.0,,,,,,,,,,,,
441,PT03M49.00S,2023-12-14T02:10:42.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.06636005256242,55.392156862745104,1610612737,91,86,2023-12-14T02:10:49Z,4280000,False,27.0,22.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
442,PT03M47.00S,2023-12-14T02:10:44.3Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,91,86,2023-12-14T02:10:44Z,4290000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,441.0,3.0,2.0,1.0,,,,,,,,,,,,
443,PT03M35.00S,2023-12-14T02:10:56.0Z,3,REGULAR,3pt,Jump Shot,[],1629018,10.85742444152431,2.2058823529411766,1610612761,94,86,2023-12-14T02:11:03Z,4300000,False,239.0,50.0,1,left,G. Trent Jr. 24' 3PT  (9 PTS) (M. Flynn 5 AST),"[1629018, 1630201]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,24.41,Made,9.0,,,,,,,,,,,M. Flynn,1630201.0,5.0,,,,
445,PT03M33.00S,2023-12-14T02:11:03.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,94,86,2023-12-14T02:11:03Z,4320000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M33.00S,2023-12-14T02:13:02.0Z,3,REGULAR,substitution,out,[],1630567,,,1610612737,94,86,2023-12-14T02:13:40Z,4330000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M33.00S,2023-12-14T02:13:02.0Z,3,REGULAR,substitution,out,[],1627749,,,1610612737,94,86,2023-12-14T02:13:40Z,4340000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M33.00S,2023-12-14T02:13:02.0Z,3,REGULAR,substitution,out,[],203991,,,1610612737,94,86,2023-12-14T02:13:40Z,4350000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M33.00S,2023-12-14T02:13:02.0Z,3,REGULAR,substitution,in,[],203471,,,1610612737,94,86,2023-12-14T02:13:40Z,4360000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M33.00S,2023-12-14T02:13:02.0Z,3,REGULAR,substitution,in,[],1630180,,,1610612737,94,86,2023-12-14T02:13:40Z,4370000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M33.00S,2023-12-14T02:13:02.0Z,3,REGULAR,substitution,in,[],1629027,,,1610612737,94,86,2023-12-14T02:13:40Z,4380000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M23.00S,2023-12-14T02:14:10.8Z,3,REGULAR,3pt,Jump Shot,[],1629027,60.13469119579501,44.36274509803921,1610612737,94,86,2023-12-14T02:14:15Z,4390000,False,-28.0,322.0,1,right,MISS T. Young 32' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,32.34,Missed,,,,,,,,,,,,,,,,,,
454,PT03M20.00S,2023-12-14T02:14:13.8Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,94,86,2023-12-14T02:14:15Z,4400000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,453.0,4.0,3.0,1.0,,,,,,,,,,,,
455,PT03M16.00S,2023-12-14T02:14:21.3Z,3,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612761,94,86,2023-12-14T02:14:39Z,4410000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630180, 1627783]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0
457,PT03M16.00S,2023-12-14T02:14:59.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,95,86,2023-12-14T02:15:23Z,4430000,False,,,0,,P. Siakam Free Throw 1 of 2 (28 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
458,PT03M16.00S,2023-12-14T02:14:59.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,95,86,2023-12-14T02:15:23Z,4440000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
459,PT03M13.00S,2023-12-14T02:15:02.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612737,95,86,2023-12-14T02:15:23Z,4450000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,458.0,3.0,2.0,1.0,,,,,,,,,,,,
460,PT02M59.00S,2023-12-14T02:15:36.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,83.78777923784494,38.23529411764706,1610612737,95,86,2023-12-14T02:15:41Z,4460000,False,-59.0,100.0,1,right,MISS B. Bogdanovic 11' turnaround fadeaway Shot,[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.59,Missed,,,,,,,,,,,,,,,,,,
461,PT02M55.00S,2023-12-14T02:15:40.5Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,95,86,2023-12-14T02:15:41Z,4470000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,460.0,5.0,4.0,1.0,,,,,,,,,,,,
462,PT02M41.00S,2023-12-14T02:15:52.8Z,3,REGULAR,2pt,Jump Shot,[],203471,16.90210249671485,21.813725490196077,1610612761,97,86,2023-12-14T02:15:57Z,4480000,False,141.0,106.0,1,left,D. Schroder 17' pullup Jump Shot (13 PTS),[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right Center,17.66,Made,13.0,,,,,,,,,,,,,,,,,
463,PT02M29.00S,2023-12-14T02:16:05.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.38042049934296,46.81372549019608,1610612737,97,88,2023-12-14T02:16:09Z,4490000,False,-16.0,10.0,1,right,O. Okongwu cutting Layup (11 PTS) (T. Young 12 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.86,Made,11.0,,,,,,,,,,,T. Young,1629027.0,12.0,,,,
465,PT02M14.00S,2023-12-14T02:16:21.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612761,97,88,2023-12-14T02:16:29Z,4510000,False,,,0,,T. Young shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1629027, 1630173]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,202026.0,,,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0
467,PT02M14.00S,2023-12-14T02:16:51.1Z,3,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,98,88,2023-12-14T02:16:51Z,4530000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (6 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
468,PT02M14.00S,2023-12-14T02:17:07.9Z,3,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,99,88,2023-12-14T02:17:07Z,4540000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (7 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
469,PT01M54.00S,2023-12-14T02:17:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,89.96386333771353,58.333333333333336,1610612737,99,90,2023-12-14T02:17:33Z,4550000,False,42.0,42.0,1,right,S. Bey Layup (5 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,5.0,,,,,,,,,,,,,,,,,
471,PT01M37.00S,2023-12-14T02:18:06.3Z,3,REGULAR,3pt,Jump Shot,[],1630173,13.61695137976347,1.9607843137254901,1610612761,99,90,2023-12-14T02:18:10Z,4570000,False,240.0,75.0,1,left,MISS P. Achiuwa 25' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,25.18,Missed,,,,,,,,,,,,,,,,,,
472,PT01M35.00S,2023-12-14T02:18:08.3Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612737,99,90,2023-12-14T02:18:10Z,4580000,False,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,,,471.0,4.0,3.0,1.0,,,,,,,,,,,,
473,PT01M29.00S,2023-12-14T02:18:14.2Z,3,REGULAR,3pt,Jump Shot,[],203992,82.21090670170827,4.166666666666666,1610612737,99,93,2023-12-14T02:18:35Z,4590000,False,-229.0,115.0,1,right,B. Bogdanovic 25' 3PT  (10 PTS) (T. Young 13 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.63,Made,10.0,,,,,,,,,,,T. Young,1629027.0,13.0,,,,
475,PT01M10.00S,2023-12-14T02:18:33.2Z,3,REGULAR,3pt,Jump Shot,[],1630201,30.305519053876477,20.098039215686274,1610612761,99,93,2023-12-14T02:18:38Z,4610000,False,150.0,232.0,1,left,MISS M. Flynn 27' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,27.63,Missed,,,,,,,,,,,,,,,,,,
476,PT01M10.00S,2023-12-14T02:18:33.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612737,99,93,2023-12-14T02:18:38Z,4620000,False,,,0,,S. Bey REBOUND (Off:1 Def:4),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,475.0,5.0,4.0,1.0,,,,,,,,,,,,
477,PT01M01.00S,2023-12-14T02:18:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.11760840998686,49.754901960784316,1610612737,99,95,2023-12-14T02:18:49Z,4630000,False,-1.0,12.0,1,right,O. Okongwu alley-oop Layup (13 PTS) (T. Young 14 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.23,Made,13.0,,,,,,,,,,,T. Young,1629027.0,14.0,,,,
479,PT00M45.90S,2023-12-14T02:19:00.4Z,3,REGULAR,3pt,Jump Shot,[],1629018,28.991458607095925,76.22549019607843,1610612761,99,95,2023-12-14T02:19:04Z,4650000,False,-131.0,220.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
480,PT00M43.40S,2023-12-14T02:19:02.9Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,99,95,2023-12-14T02:19:04Z,4660000,False,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,479.0,4.0,4.0,0.0,,,,,,,,,,,,
481,PT00M37.50S,2023-12-14T02:19:09.3Z,3,REGULAR,3pt,Jump Shot,[],1629027,65.25952693823915,27.205882352941174,1610612737,99,95,2023-12-14T02:19:17Z,4670000,False,-114.0,274.0,1,right,MISS T. Young 29' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,29.69,Missed,,,,,,,,,,,,,,,,,,
482,PT00M34.20S,2023-12-14T02:19:12.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,99,95,2023-12-14T02:19:17Z,4680000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,481.0,6.0,5.0,1.0,,,,,,,,,,,,
483,PT00M30.40S,2023-12-14T02:19:18.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612761,99,95,2023-12-14T02:19:32Z,4690000,False,,,0,,T. Young personal FOUL (3 PF) (Siakam 2 FT),"[1629027, 1627783]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,1162.0,,,,,,,,,,,,,3.0,0.0,Siakam,1627783.0
485,PT00M30.40S,2023-12-14T02:19:54.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,100,95,2023-12-14T02:20:16Z,4710000,False,,,0,,P. Siakam Free Throw 1 of 2 (29 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
486,PT00M30.40S,2023-12-14T02:19:54.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,100,95,2023-12-14T02:20:16Z,4720000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
487,PT00M28.50S,2023-12-14T02:19:56.2Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612737,100,95,2023-12-14T02:20:16Z,4730000,False,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,486.0,2.0,2.0,0.0,,,,,,,,,,,,
488,PT00M07.60S,2023-12-14T02:20:36.5Z,3,REGULAR,2pt,Jump Shot,[],1629027,75.90341655716163,73.52941176470588,1610612737,100,95,2023-12-14T02:20:40Z,4740000,False,118.0,174.0,1,right,MISS T. Young 21' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,21.0,Missed,,,,,,,,,,,,,,,,,,
489,PT00M05.70S,2023-12-14T02:20:38.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,100,95,2023-12-14T02:20:40Z,4750000,False,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,488.0,6.0,5.0,1.0,,,,,,,,,,,,
490,PT00M01.20S,2023-12-14T02:20:42.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,23.209592641261498,10.53921568627451,1610612761,103,95,2023-12-14T02:20:51Z,4760000,False,197.0,166.0,1,left,G. Trent Jr. 25' 3PT running (12 PTS) (M. Flynn 6 AST),"[1629018, 1630201]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.77,Made,12.0,,,,,,,,,,,M. Flynn,1630201.0,6.0,,,,
495,PT00M00.00S,2023-12-14T02:20:54.7Z,3,REGULAR,period,end,[],0,,,1610612737,103,95,2023-12-14T02:20:54Z,4810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2023-12-14T02:21:59.2Z,4,REGULAR,substitution,out,['startperiod'],1627783,,,1610612737,103,95,2023-12-14T02:23:24Z,4820000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2023-12-14T02:21:59.2Z,4,REGULAR,substitution,in,['startperiod'],1628384,,,1610612737,103,95,2023-12-14T02:23:24Z,4830000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2023-12-14T02:23:40.6Z,4,REGULAR,period,start,[],0,,,1610612761,103,95,2023-12-14T02:23:40Z,4840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M47.00S,2023-12-14T02:23:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,6.521024967148489,53.67647058823529,1610612761,103,95,2023-12-14T02:23:58Z,4850000,False,-18.0,9.0,1,left,MISS P. Achiuwa turnaround Shot - blocked,"[1630173, 1630168]",1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,Okongwu,1630168.0,,,,,,,
500,PT11M47.00S,2023-12-14T02:23:53.4Z,4,REGULAR,block,,[],1630168,,,1610612761,103,95,2023-12-14T02:23:55Z,4860000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
501,PT11M44.00S,2023-12-14T02:23:56.4Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,103,95,2023-12-14T02:23:58Z,4870000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,499.0,4.0,2.0,2.0,,,,,,,,,,,,
502,PT11M39.00S,2023-12-14T02:24:02.7Z,4,REGULAR,violation,kicked ball,[],1629027,,,1610612761,103,95,2023-12-14T02:24:07Z,4880000,False,,,0,,T. Young kicked ball VIOLATION,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,202026.0,,,,,,,,,,,,,,,,
503,PT11M31.00S,2023-12-14T02:24:29.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,31.61957950065703,64.4607843137255,1610612761,103,95,2023-12-14T03:09:01Z,4890000,False,-72.0,245.0,1,left,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
504,PT11M29.00S,2023-12-14T02:24:31.9Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612737,103,95,2023-12-14T02:24:34Z,4900000,False,,,0,,S. Bey REBOUND (Off:1 Def:5),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,503.0,6.0,5.0,1.0,,,,,,,,,,,,
505,PT11M12.00S,2023-12-14T02:24:50.0Z,4,REGULAR,turnover,lost ball,[],1629027,,,1610612737,103,95,2023-12-14T02:24:54Z,4910000,False,,,0,,T. Young lost ball TURNOVER (5 TO),"[1629027, 1628384]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,5.0,Anunoby,1628384.0,,,,,,,,,
506,PT11M12.00S,2023-12-14T02:24:50.0Z,4,REGULAR,steal,,[],1628384,,,1610612761,103,95,2023-12-14T02:24:52Z,4920000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
507,PT11M08.00S,2023-12-14T02:24:57.5Z,4,REGULAR,foul,personal,[],1629726,,,1610612761,103,95,2023-12-14T02:25:08Z,4930000,False,,,0,,G. Mathews personal FOUL (2 PF),"[1629726, 1630173]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,1204.0,,,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0
509,PT11M08.00S,2023-12-14T02:25:08.4Z,4,REGULAR,substitution,out,[],1629726,,,1610612761,103,95,2023-12-14T02:25:11Z,4950000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M08.00S,2023-12-14T02:25:08.4Z,4,REGULAR,substitution,in,[],202083,,,1610612761,103,95,2023-12-14T02:25:11Z,4960000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M55.00S,2023-12-14T02:25:38.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,5.732588699080158,3.1862745098039214,1610612761,103,95,2023-12-14T02:25:42Z,4970000,False,234.0,1.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
512,PT10M52.00S,2023-12-14T02:25:41.0Z,4,REGULAR,rebound,defensive,[],202083,,,1610612737,103,95,2023-12-14T02:25:42Z,4980000,False,,,0,,W. Matthews REBOUND (Off:1 Def:1),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Right Corner 3,24+ Right,,,,,511.0,2.0,1.0,1.0,,,,,,,,,,,,
513,PT10M38.00S,2023-12-14T02:25:55.3Z,4,REGULAR,3pt,Jump Shot,[],1629027,64.99671484888306,26.96078431372549,1610612737,103,95,2023-12-14T02:26:02Z,4990000,False,-115.0,277.0,1,right,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,29.95,Missed,,,,,,,,,,,,,,,,,,
514,PT10M34.00S,2023-12-14T02:25:59.3Z,4,REGULAR,rebound,defensive,[],203471,,,1610612761,103,95,2023-12-14T02:26:02Z,5000000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,,513.0,2.0,2.0,0.0,,,,,,,,,,,,
515,PT10M27.00S,2023-12-14T02:26:06.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,6.258212877792378,47.549019607843135,1610612761,105,95,2023-12-14T02:26:12Z,5010000,False,12.0,6.0,1,left,O. Anunoby driving DUNK (16 PTS) (D. Schroder 5 AST),"[1628384, 203471]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.38,Made,16.0,,,,,,,,,,,D. Schroder,203471.0,5.0,,,,
517,PT10M13.00S,2023-12-14T02:26:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202083,93.51182654402102,46.32352941176471,1610612737,105,95,2023-12-14T02:26:25Z,5030000,False,-18.0,8.0,1,right,MISS W. Matthews reverse Layup,[202083],1610612737.0,ATL,reverse,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
518,PT10M11.00S,2023-12-14T02:26:22.7Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,105,95,2023-12-14T02:26:25Z,5040000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,517.0,7.0,6.0,1.0,,,,,,,,,,,,
519,PT09M58.00S,2023-12-14T02:26:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.732588699080158,52.94117647058824,1610612761,105,95,2023-12-14T02:26:43Z,5050000,False,-15.0,1.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 1629027]",1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,Young,1629027.0,,,,,,,
520,PT09M58.00S,2023-12-14T02:26:35.3Z,4,REGULAR,block,,[],1629027,,,1610612761,105,95,2023-12-14T02:28:33Z,5060000,False,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
521,PT09M55.00S,2023-12-14T02:26:38.3Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612737,105,95,2023-12-14T02:26:43Z,5070000,False,,,0,,S. Bey REBOUND (Off:1 Def:6),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,519.0,7.0,6.0,1.0,,,,,,,,,,,,
