actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
349,PT09M17.00S,2025-03-27T02:22:08.5Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612749,74,66,2025-03-27T02:23:09Z,3460000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Kuzma 2 FT),"[203999, 1628398]",1610612743.0,DEN,shooting,,,,,,Mid-Range,8-16 Left,,,,Jokić,N. Jokić,,,,1628951.0,,,,,,,,1.0,0.0,Kuzma,1628398.0,,
351,PT09M17.00S,2025-03-27T02:22:35.5Z,3,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,74,67,2025-03-27T02:22:58Z,3480000,False,,,0,,K. Kuzma Free Throw 1 of 2 (3 PTS),[1628398],1610612749.0,MIL,,,,,,,,,,Made,3.0,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
352,PT09M17.00S,2025-03-27T02:22:35.5Z,3,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,74,67,2025-03-27T02:22:58Z,3490000,False,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612749.0,MIL,,,,,,,,,,Missed,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
353,PT09M16.00S,2025-03-27T02:22:36.5Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,74,67,2025-03-27T02:23:26Z,3500000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:7),[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,352.0,7.0,7.0,0.0,,,,,,
354,PT09M02.00S,2025-03-27T02:23:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.54139290407359,46.42310049019608,1610612743,76,67,2025-03-27T02:23:38Z,3510000,False,18.0,28.0,1,left,N. Jokić driving Layup (21 PTS),[203999],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,3.31,Made,21.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
355,PT09M02.00S,2025-03-27T02:23:11.7Z,3,REGULAR,foul,personal,['1freethrow'],201572,,,1610612743,76,67,2025-03-27T02:23:43Z,3520000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Jokić 1 FT),"[201572, 203999]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,,Lopez,B. Lopez,,,,2004.0,,,,,,,,2.0,0.0,Jokić,203999.0,,
357,PT09M02.00S,2025-03-27T02:23:33.1Z,3,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,76,67,2025-03-27T02:23:35Z,3540000,False,,,0,,MISS N. Jokić Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,,,,,,,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
358,PT09M01.00S,2025-03-27T02:23:34.1Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,76,67,2025-03-27T02:23:51Z,3550000,False,,,0,,B. Lopez REBOUND (Off:4 Def:1),[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,357.0,5.0,1.0,4.0,,,,,,
359,PT08M47.00S,2025-03-27T02:23:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.98423127463863,49.337469362745104,1610612749,76,69,2025-03-27T02:24:05Z,3560000,False,-3.0,23.0,1,right,K. Kuzma driving Layup (5 PTS) (T. Prince 3 AST),"[1628398, 1627752]",1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,2.3,Made,5.0,Kuzma,K. Kuzma,T. Prince,1627752.0,3.0,,,,,,,,,,,,,,
361,PT08M33.00S,2025-03-27T02:24:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,11.038107752956634,41.2185968137255,1610612743,76,69,2025-03-27T02:24:42Z,3580000,False,44.0,51.0,1,left,MISS A. Gordon 6' driving Layup,[203932],1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
362,PT08M32.00S,2025-03-27T02:24:03.7Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612749,76,69,2025-03-27T02:24:42Z,3590000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:6),[1629645],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porter Jr.,K. Porter Jr.,,,,,,,,361.0,6.0,6.0,0.0,,,,,,
363,PT08M23.00S,2025-03-27T02:24:10.1Z,3,REGULAR,3pt,Jump Shot,[],1627752,95.3515111695138,97.30392156862744,1610612749,76,72,2025-03-27T02:25:05Z,3600000,False,237.0,-9.0,1,right,T. Prince 3PT  (13 PTS) (B. Lopez 3 AST),"[1627752, 201572]",1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,23.67,Made,13.0,Prince,T. Prince,B. Lopez,201572.0,3.0,,,,,,,,,,,,,,
365,PT08M08.00S,2025-03-27T02:24:27.5Z,3,REGULAR,3pt,Jump Shot,[],1627750,33.44694480946123,61.87576593137255,1610612743,76,72,2025-03-27T02:25:24Z,3620000,False,-59.0,262.0,1,left,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.86,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,
366,PT08M05.00S,2025-03-27T02:24:30.5Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612749,76,72,2025-03-27T02:25:24Z,3630000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Trent Jr.,G. Trent Jr.,,,,,,,,365.0,2.0,2.0,0.0,,,,,,
367,PT07M58.00S,2025-03-27T02:24:36.4Z,3,REGULAR,3pt,Jump Shot,[],201572,75.34494086727989,90.19607843137254,1610612749,76,72,2025-03-27T02:25:40Z,3640000,False,201.0,179.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
368,PT07M56.00S,2025-03-27T02:24:38.4Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,76,72,2025-03-27T02:25:40Z,3650000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:8),[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,367.0,8.0,8.0,0.0,,,,,,
369,PT07M50.00S,2025-03-27T02:24:44.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203999,7.095926412614986,44.9142156862745,1610612743,78,72,2025-03-27T02:25:58Z,3660000,False,25.0,14.0,1,left,N. Jokić running Layup (23 PTS),[203999],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,2.91,Made,23.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
370,PT07M50.00S,2025-03-27T02:24:48.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,78,72,2025-03-27T02:24:48Z,3670000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M33.00S,2025-03-27T02:27:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,94.61235216819973,40.41819852941176,1610612749,78,74,2025-03-27T02:28:24Z,3680000,False,-48.0,-2.0,1,right,T. Prince driving Layup (15 PTS) (K. Kuzma 3 AST),"[1627752, 1628398]",1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,15.0,Prince,T. Prince,K. Kuzma,1628398.0,3.0,,,,,,,,,,,,,,
373,PT07M13.00S,2025-03-27T02:28:21.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,12.8777923784494,45.07506127450981,1610612743,78,74,2025-03-27T02:28:54Z,3700000,False,25.0,69.0,1,left,MISS A. Gordon 7' cutting Layup,[203932],1610612743.0,DEN,cutting,,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
374,PT07M10.00S,2025-03-27T02:28:24.1Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,78,74,2025-03-27T02:28:54Z,3710000,False,,,0,,C. Braun REBOUND (Off:1 Def:5),[1631128],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,,,,,373.0,6.0,5.0,1.0,,,,,,
375,PT07M06.00S,2025-03-27T02:28:27.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,9.461235216819972,53.30882352941176,1610612743,80,74,2025-03-27T02:29:06Z,3720000,False,-17.0,36.0,1,left,A. Gordon DUNK (7 PTS) (M. Porter Jr. 2 AST),"[203932, 1629008]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,4.0,Made,7.0,Gordon,A. Gordon,M. Porter Jr.,1629008.0,2.0,,,,,,,,,,,,,,
377,PT06M48.00S,2025-03-27T02:28:44.1Z,3,REGULAR,3pt,Jump Shot,[],1629018,73.85019710906701,15.418198529411768,1610612749,80,77,2025-03-27T02:29:16Z,3740000,False,-173.0,193.0,1,right,G. Trent Jr. 25' 3PT  (10 PTS) (T. Prince 4 AST),"[1629018, 1627752]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,25.93,Made,10.0,Trent Jr.,G. Trent Jr.,T. Prince,1627752.0,4.0,,,,,,,,,,,,,,
379,PT06M33.00S,2025-03-27T02:29:00.7Z,3,REGULAR,3pt,Jump Shot,[],1627750,25.36136662286465,89.92800245098039,1610612743,80,77,2025-03-27T02:29:29Z,3760000,False,-200.0,186.0,1,left,MISS J. Murray 27' 3PT,[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,27.28,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,
380,PT06M30.00S,2025-03-27T02:29:03.7Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,80,77,2025-03-27T02:29:29Z,3770000,False,,,0,,C. Braun REBOUND (Off:2 Def:5),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Braun,C. Braun,,,,,,,,379.0,7.0,5.0,2.0,,,,,,
381,PT06M25.00S,2025-03-27T02:29:07.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,10.381077529566369,41.708792892156865,1610612743,82,77,2025-03-27T02:29:42Z,3780000,False,41.0,45.0,1,left,N. Jokić 6' cutting Layup (25 PTS) (C. Braun 4 AST),"[203999, 1631128]",1610612743.0,DEN,cutting,,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,25.0,Jokić,N. Jokić,C. Braun,1631128.0,4.0,,,,,,,,,,,,,,
383,PT06M11.00S,2025-03-27T02:29:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.77266754270697,39.68290441176471,1610612749,82,79,2025-03-27T02:30:00Z,3800000,False,-52.0,15.0,1,right,K. Porter Jr. driving finger roll Layup (12 PTS),[1629645],1610612749.0,MIL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.38,Made,12.0,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
384,PT06M00.00S,2025-03-27T02:29:33.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,32.804287122207626,66.73943014705883,1610612743,82,79,2025-03-27T02:30:18Z,3810000,False,-84.0,256.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.92,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
385,PT05M57.00S,2025-03-27T02:29:36.2Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,82,79,2025-03-27T02:30:18Z,3820000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:4),[1628398],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Kuzma,K. Kuzma,,,,,,,,384.0,6.0,4.0,2.0,,,,,,
386,PT05M42.00S,2025-03-27T02:29:51.9Z,3,REGULAR,2pt,Hook,[],1628398,92.24704336399475,73.09283088235294,1610612749,82,79,2025-03-27T02:31:04Z,3830000,False,115.0,20.0,1,right,MISS K. Kuzma 11' turnaround bank Hook,[1628398],1610612749.0,MIL,turnaround bank,,,,,,Mid-Range,8-16 Right,11.73,Missed,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
387,PT05M40.00S,2025-03-27T02:29:53.9Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,82,79,2025-03-27T02:30:55Z,3840000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,,Gordon,A. Gordon,,,,,,,,386.0,1.0,1.0,0.0,,,,,,
388,PT05M36.00S,2025-03-27T02:29:56.9Z,3,REGULAR,turnover,bad pass,[],203932,,,1610612743,82,79,2025-03-27T02:32:05Z,3850000,False,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 201572]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Gordon,A. Gordon,,,,,2.0,Lopez,201572.0,,,,,,,,,,
389,PT05M36.00S,2025-03-27T02:29:56.9Z,3,REGULAR,steal,,[],201572,,,1610612749,82,79,2025-03-27T02:29:59Z,3860000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
390,PT05M30.00S,2025-03-27T02:30:02.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629018,71.14610709592641,22.526041666666657,1610612749,82,82,2025-03-27T02:32:17Z,3870000,False,-137.0,219.0,1,right,G. Trent Jr. 25' 3PT running pullup (13 PTS),[1629018],1610612749.0,MIL,running pullup,,,,,,Above the Break 3,24+ Left Center,25.83,Made,13.0,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
391,PT05M28.00S,2025-03-27T02:30:10.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,82,82,2025-03-27T02:30:10Z,3880000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M28.00S,2025-03-27T02:32:12.3Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,82,82,2025-03-27T02:32:35Z,3890000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
393,PT05M28.00S,2025-03-27T02:32:12.3Z,3,REGULAR,substitution,out,[],1627752,,,1610612743,82,82,2025-03-27T02:32:35Z,3900000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
394,PT05M28.00S,2025-03-27T02:32:12.3Z,3,REGULAR,substitution,in,[],201566,,,1610612743,82,82,2025-03-27T02:32:35Z,3910000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
395,PT05M28.00S,2025-03-27T02:32:12.3Z,3,REGULAR,substitution,in,[],1631260,,,1610612743,82,82,2025-03-27T02:32:35Z,3920000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,,,,,,,,,Green,A. Green,,,,,,,,,,,,,,,,,
396,PT05M18.00S,2025-03-27T02:33:07.4Z,3,REGULAR,3pt,Jump Shot,[],203999,27.808804204993432,22.058823529411764,1610612743,82,82,2025-03-27T02:33:25Z,3930000,False,140.0,209.0,1,left,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
397,PT05M15.00S,2025-03-27T02:33:10.4Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,82,82,2025-03-27T02:33:25Z,3940000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:8),[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,396.0,9.0,8.0,1.0,,,,,,
398,PT05M08.00S,2025-03-27T02:33:15.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,13.534822601839679,45.220588235294116,1610612743,82,82,2025-03-27T02:33:40Z,3950000,False,24.0,75.0,1,left,MISS N. Jokić 7' driving Hook,[203999],1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
399,PT05M06.00S,2025-03-27T02:33:17.5Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,82,82,2025-03-27T02:33:40Z,3960000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:5),[1628398],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kuzma,K. Kuzma,,,,,,,,398.0,7.0,5.0,2.0,,,,,,
400,PT04M54.00S,2025-03-27T02:33:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201572,90.93298291721419,64.00505514705883,1610612749,82,84,2025-03-27T02:33:55Z,3970000,False,70.0,33.0,1,right,B. Lopez 7' cutting Layup (22 PTS) (A. Green 4 AST),"[201572, 1631260]",1610612749.0,MIL,cutting,,,,,,In The Paint (Non-RA),0-8 Center,7.73,Made,22.0,Lopez,B. Lopez,A. Green,1631260.0,4.0,,,,,,,,,,,,,,
402,PT04M40.00S,2025-03-27T02:33:42.9Z,3,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612743,82,84,2025-03-27T02:34:15Z,3990000,False,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Jokić 2 FT),"[1628398, 203999]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuzma,K. Kuzma,,,,1628951.0,,,,,,,,2.0,0.0,Jokić,203999.0,,
404,PT04M40.00S,2025-03-27T02:34:06.0Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,82,84,2025-03-27T02:34:06Z,4010000,False,,,0,,MISS N. Jokić Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,,,,,,,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
405,PT04M40.00S,2025-03-27T02:34:06.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,82,84,2025-03-27T02:34:06Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,404.0,,,,,,,,,
406,PT04M40.00S,2025-03-27T02:34:10.9Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,82,84,2025-03-27T02:34:27Z,4030000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
407,PT04M40.00S,2025-03-27T02:34:10.9Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,82,84,2025-03-27T02:34:27Z,4040000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
408,PT04M40.00S,2025-03-27T02:34:28.4Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,83,84,2025-03-27T02:34:28Z,4050000,False,,,0,,N. Jokić Free Throw 2 of 2 (26 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,26.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
409,PT04M29.00S,2025-03-27T02:34:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,89.22470433639947,55.62959558823529,1610612749,83,86,2025-03-27T02:34:58Z,4060000,False,28.0,49.0,1,right,K. Kuzma driving Layup (7 PTS) (K. Porter Jr. 8 AST),"[1628398, 1629645]",1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,7.0,Kuzma,K. Kuzma,K. Porter Jr.,1629645.0,8.0,,,,,,,,,,,,,,
411,PT04M14.00S,2025-03-27T02:34:51.5Z,3,REGULAR,2pt,Jump Shot,[],201566,17.6084099868594,67.3062193627451,1610612743,83,86,2025-03-27T02:35:14Z,4080000,False,-87.0,113.0,1,left,MISS R. Westbrook 14' pullup Shot,[201566],1610612743.0,DEN,pullup,,,,,,Mid-Range,8-16 Left,14.23,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
412,PT04M12.00S,2025-03-27T02:34:53.5Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612749,83,86,2025-03-27T02:35:14Z,4090000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Trent Jr.,G. Trent Jr.,,,,,,,,411.0,3.0,3.0,0.0,,,,,,
413,PT04M01.00S,2025-03-27T02:35:04.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,90.93298291721419,53.630514705882355,1610612749,83,88,2025-03-27T02:35:35Z,4100000,False,18.0,33.0,1,right,K. Kuzma driving Hook (9 PTS),[1628398],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,3.74,Made,9.0,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
414,PT03M50.00S,2025-03-27T02:35:15.6Z,3,REGULAR,3pt,Jump Shot,[],201566,19.84231274638634,94.82996323529412,1610612743,83,88,2025-03-27T02:35:52Z,4110000,False,-224.0,134.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
415,PT03M46.00S,2025-03-27T02:35:19.6Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,83,88,2025-03-27T02:35:52Z,4120000,False,,,0,,C. Braun REBOUND (Off:3 Def:5),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Braun,C. Braun,,,,,,,,414.0,8.0,5.0,3.0,,,,,,
416,PT03M44.00S,2025-03-27T02:35:22.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,11.826544021024972,55.64874387254902,1610612743,85,88,2025-03-27T02:36:01Z,4130000,False,-28.0,59.0,1,left,C. Braun 6' driving Layup (12 PTS),[1631128],1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,12.0,Braun,C. Braun,,,,,,,,,,,,,,,,,
417,PT03M27.00S,2025-03-27T02:35:38.1Z,3,REGULAR,3pt,Jump Shot,[],1629018,72.482752956636,81.34957107843138,1610612749,85,88,2025-03-27T02:36:18Z,4140000,False,157.0,206.0,1,right,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
418,PT03M25.00S,2025-03-27T02:35:40.1Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,85,88,2025-03-27T02:36:18Z,4150000,False,,,0,,P. Watson REBOUND (Off:1 Def:3),[1631212],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Watson,P. Watson,,,,,,,,417.0,4.0,3.0,1.0,,,,,,
419,PT03M10.00S,2025-03-27T02:35:55.2Z,3,REGULAR,3pt,Jump Shot,[],1631128,26.01839684625493,12.231924019607845,1610612743,85,88,2025-03-27T02:36:47Z,4160000,False,189.0,192.0,1,left,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,
420,PT03M07.00S,2025-03-27T02:35:58.2Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612749,85,88,2025-03-27T02:36:36Z,4170000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:7),[1629645],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,K. Porter Jr.,,,,,,,,419.0,7.0,7.0,0.0,,,,,,
421,PT02M56.00S,2025-03-27T02:36:10.4Z,3,REGULAR,2pt,Jump Shot,[],1629645,76.47831800262813,45.56525735294118,1610612749,85,88,2025-03-27T02:37:06Z,4180000,False,-22.0,169.0,1,right,MISS K. Porter Jr. 17' step back Shot,[1629645],1610612749.0,MIL,step back,,,,,,Mid-Range,16-24 Center,17.01,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
422,PT02M54.00S,2025-03-27T02:36:12.4Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,85,88,2025-03-27T02:37:06Z,4190000,False,,,0,,P. Watson REBOUND (Off:1 Def:4),[1631212],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Watson,P. Watson,,,,,,,,421.0,5.0,4.0,1.0,,,,,,
423,PT02M46.00S,2025-03-27T02:36:18.2Z,3,REGULAR,3pt,Jump Shot,[],203999,9.411957950065702,4.901960784313726,1610612743,88,88,2025-03-27T02:36:28Z,4200000,False,225.0,36.0,1,left,N. Jokić 3PT  (29 PTS) (P. Watson 2 AST),"[203999, 1631212]",1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,22.84,Made,29.0,Jokić,N. Jokić,P. Watson,1631212.0,2.0,,,,,,,,,,,,,,
425,PT02M25.00S,2025-03-27T02:36:40.2Z,3,REGULAR,turnover,bad pass,[],1629645,,,1610612749,88,88,2025-03-27T02:37:41Z,4220000,False,,,0,,K. Porter Jr. bad pass TURNOVER (3 TO),"[1629645, 1631128]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Porter Jr.,K. Porter Jr.,,,,,3.0,Braun,1631128.0,,,,,,,,,,
426,PT02M25.00S,2025-03-27T02:36:40.2Z,3,REGULAR,steal,,[],1631128,,,1610612743,88,88,2025-03-27T02:36:41Z,4230000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,
427,PT02M21.00S,2025-03-27T02:36:44.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631128,10.77529566360053,42.708333333333336,1610612743,90,88,2025-03-27T02:37:50Z,4240000,False,36.0,49.0,1,left,C. Braun 6' running Layup (14 PTS),[1631128],1610612743.0,DEN,running,,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,14.0,Braun,C. Braun,,,,,,,,,,,,,,,,,
