actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
345,PT12M00.00S,2025-02-07T03:21:08.6Z,3,REGULAR,period,start,[],0,,,1610612753,59,50,2025-02-07T03:21:08Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M45.00S,2025-02-07T03:21:24.2Z,3,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,59,50,2025-02-07T03:21:31Z,3400000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right,,,,,,1628954.0,,,,,,,,,,,,1.0,,
347,PT11M25.00S,2025-02-07T03:21:46.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,7.835085413929041,46.32352941176471,1610612743,59,50,2025-02-07T03:21:54Z,3410000,False,18.0,21.0,1,left,MISS A. Gordon DUNK - blocked,"[203932, 1631094]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.8,Missed,Banchero,1631094.0,,,,,,,,,,,,,,,,
348,PT11M25.00S,2025-02-07T03:21:46.9Z,3,REGULAR,block,,[],1631094,,,1610612743,59,50,2025-02-07T03:21:49Z,3420000,False,,,0,,P. Banchero BLOCK (3 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
349,PT11M24.00S,2025-02-07T03:21:47.9Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,59,50,2025-02-07T03:22:49Z,3430000,False,,,0,,F. Wagner REBOUND (Off:2 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,347.0,,,,,,,,,,3.0,1.0,2.0,,,
350,PT11M18.00S,2025-02-07T03:21:53.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,91.80354796320631,55.88235294117647,1610612753,59,50,2025-02-07T03:23:17Z,3440000,False,29.0,25.0,1,right,MISS F. Wagner running Layup,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
351,PT11M18.00S,2025-02-07T03:21:53.9Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,59,50,2025-02-07T03:22:07Z,3450000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,350.0,,,,,,,,,,3.0,2.0,1.0,,,
352,PT11M13.00S,2025-02-07T03:22:00.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,6.521024967148489,44.11764705882353,1610612743,61,50,2025-02-07T03:22:19Z,3460000,False,29.0,9.0,1,left,C. Braun running Layup (6 PTS) (N. Jokić 4 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,6.0,N. Jokić,203999.0,4.0,,,,,,
354,PT11M13.00S,2025-02-07T03:22:03.1Z,3,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612743,61,50,2025-02-07T03:22:11Z,3480000,False,,,0,,C. Anthony shooting personal FOUL (3 PF) (Braun 1 FT),"[1630175, 1631128]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,1628954.0,3.0,0.0,Braun,1631128.0,,,,,,,,,,
356,PT11M13.00S,2025-02-07T03:22:34.8Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631128,,,1610612743,61,50,2025-02-07T03:22:37Z,3500000,False,,,0,,MISS C. Braun Free Throw 1 of 1,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
357,PT11M11.00S,2025-02-07T03:22:36.8Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,61,50,2025-02-07T03:22:37Z,3510000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,356.0,,,,,,,,,,4.0,4.0,0.0,,,
358,PT10M59.00S,2025-02-07T03:22:47.2Z,3,REGULAR,2pt,Jump Shot,[],1631094,78.53153745072274,41.42156862745098,1610612753,61,50,2025-02-07T03:22:51Z,3520000,False,-43.0,149.0,1,right,MISS P. Banchero 15' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,15.53,Missed,,,,,,,,,,,,,,,,,,
359,PT10M58.00S,2025-02-07T03:22:48.2Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,61,50,2025-02-07T03:22:51Z,3530000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Center,,,,,358.0,,,,,,,,,,3.0,2.0,1.0,,,
360,PT10M41.00S,2025-02-07T03:23:05.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.915243101182654,50.98039215686274,1610612743,63,50,2025-02-07T03:23:10Z,3540000,False,-5.0,13.0,1,left,A. Gordon cutting DUNK (6 PTS) (N. Jokić 5 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,,6.0,N. Jokić,203999.0,5.0,,,,,,
362,PT10M29.00S,2025-02-07T03:23:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.59198423127464,43.13725490196079,1610612753,63,50,2025-02-07T03:23:22Z,3560000,False,-34.0,17.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
363,PT10M28.00S,2025-02-07T03:23:19.0Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,63,50,2025-02-07T03:23:19Z,3570000,False,,,0,,W. Carter Jr. REBOUND (Off:3 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,362.0,,,,,,,,,,4.0,1.0,3.0,,,
364,PT10M26.00S,2025-02-07T03:23:21.5Z,3,REGULAR,turnover,lost ball,[],1628976,,,1610612753,63,50,2025-02-07T03:23:28Z,3580000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1631124]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Strawther,1631124.0
365,PT10M26.00S,2025-02-07T03:23:21.5Z,3,REGULAR,steal,,[],1631124,,,1610612743,63,50,2025-02-07T03:23:27Z,3590000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
368,PT10M16.00S,2025-02-07T03:23:51.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631128,6.521024967148489,49.26470588235294,1610612743,65,50,2025-02-07T03:24:03Z,3620000,False,4.0,9.0,1,left,C. Braun cutting DUNK (8 PTS) (N. Jokić 6 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,8.0,N. Jokić,203999.0,6.0,,,,,,
370,PT10M16.00S,2025-02-07T03:23:55.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,65,50,2025-02-07T03:23:59Z,3640000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT10M02.00S,2025-02-07T03:27:01.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,93.11760840998686,47.794117647058826,1610612753,65,52,2025-02-07T03:27:09Z,3650000,False,-11.0,12.0,1,right,W. Carter Jr. alley-oop DUNK (15 PTS) (P. Banchero 3 AST),"[1628976, 1631094]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,,15.0,P. Banchero,1631094.0,3.0,,,,,,
373,PT09M40.00S,2025-02-07T03:27:23.3Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,65,52,2025-02-07T03:27:27Z,3670000,False,,,0,,N. Jokić lost ball TURNOVER (2 TO),"[203999, 1631094]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Banchero,1631094.0
374,PT09M40.00S,2025-02-07T03:27:23.3Z,3,REGULAR,steal,,[],1631094,,,1610612753,65,52,2025-02-07T03:27:25Z,3680000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
375,PT09M38.00S,2025-02-07T03:27:25.7Z,3,REGULAR,turnover,bad pass,[],1628976,,,1610612753,65,52,2025-02-07T03:27:30Z,3690000,False,,,0,,W. Carter Jr. bad pass TURNOVER (2 TO),"[1628976, 203999]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Jokić,203999.0
376,PT09M38.00S,2025-02-07T03:27:25.7Z,3,REGULAR,steal,,[],203999,,,1610612743,65,52,2025-02-07T03:27:27Z,3700000,False,,,0,,N. Jokić STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
377,PT09M35.00S,2025-02-07T03:27:27.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,9.149145860709593,45.588235294117645,1610612743,65,52,2025-02-07T03:27:33Z,3710000,False,22.0,34.0,1,left,MISS C. Braun Layup,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
379,PT09M31.00S,2025-02-07T03:27:31.8Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,65,52,2025-02-07T03:27:33Z,3730000,False,,,0,,C. Braun REBOUND (Off:1 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,377.0,,,,,,,,,,6.0,5.0,1.0,,,
381,PT09M24.00S,2025-02-07T03:27:46.3Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612743,65,52,2025-02-07T03:27:58Z,3750000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Gordon 2 FT),"[1628976, 203932]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,101283.0,2.0,0.0,Gordon,203932.0,,,,,,,,,,
383,PT09M24.00S,2025-02-07T03:28:06.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,65,52,2025-02-07T03:28:12Z,3770000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,,
384,PT09M24.00S,2025-02-07T03:28:21.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203932,,,1610612743,65,52,2025-02-07T03:28:21Z,3780000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
385,PT09M24.00S,2025-02-07T03:28:21.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,65,52,2025-02-07T03:28:21Z,3790000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,
386,PT09M24.00S,2025-02-07T03:28:38.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203932,,,1610612743,66,52,2025-02-07T03:28:38Z,3800000,False,,,0,,A. Gordon Free Throw 2 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
387,PT09M13.00S,2025-02-07T03:28:52.3Z,3,REGULAR,2pt,Jump Shot,[],1631094,80.23981603153744,74.75490196078431,1610612753,66,54,2025-02-07T03:28:57Z,3810000,False,124.0,133.0,1,right,P. Banchero 18' pullup Jump Shot (13 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,18.18,Made,,,,,,,,,13.0,,,,,,,,,
388,PT09M02.00S,2025-02-07T03:29:06.7Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,66,54,2025-02-07T03:29:14Z,3820000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (3 TO),[203999],1610612743.0,DEN,bad pass,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628954.0,,,,,,,,,,,,3.0,,
389,PT08M51.00S,2025-02-07T03:29:21.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,69.99014454664915,23.03921568627451,1610612753,66,54,2025-02-07T03:29:26Z,3830000,False,-135.0,230.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
390,PT08M48.00S,2025-02-07T03:29:24.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,66,54,2025-02-07T03:29:26Z,3840000,False,,,0,,N. Jokić REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,389.0,,,,,,,,,,6.0,6.0,0.0,,,
391,PT08M44.00S,2025-02-07T03:29:28.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,28.07161629434954,17.892156862745097,1610612743,69,54,2025-02-07T03:29:36Z,3850000,False,161.0,211.0,1,left,M. Porter Jr. 26' 3PT running (22 PTS) (N. Jokić 7 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.54,Made,,,,,,,,,22.0,N. Jokić,203999.0,7.0,,,,,,
393,PT08M22.00S,2025-02-07T03:29:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.77463863337714,56.372549019607845,1610612753,69,56,2025-02-07T03:29:54Z,3870000,False,32.0,6.0,1,right,F. Wagner driving reverse Layup (10 PTS),[1630532],1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,,,,10.0,,,,,,,,,
394,PT08M06.00S,2025-02-07T03:30:08.5Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612743,69,56,2025-02-07T03:30:24Z,3880000,False,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (Jokić 2 FT),"[1628976, 203999]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,1628954.0,3.0,0.0,Jokić,203999.0,,,,,,,,,,
396,PT08M06.00S,2025-02-07T03:30:38.6Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,70,56,2025-02-07T03:30:56Z,3900000,False,,,0,,N. Jokić Free Throw 1 of 2 (24 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,,,24.0,,,,,,,,,
397,PT08M06.00S,2025-02-07T03:30:38.6Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,70,56,2025-02-07T03:30:56Z,3910000,False,,,0,,MISS N. Jokić Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
398,PT08M04.00S,2025-02-07T03:30:40.6Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,70,56,2025-02-07T03:30:56Z,3920000,False,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,397.0,,,,,,,,,,5.0,5.0,0.0,,,
399,PT07M48.00S,2025-02-07T03:31:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.9060446780552,55.63725490196079,1610612753,70,58,2025-02-07T03:31:15Z,3930000,False,28.0,5.0,1,right,F. Wagner driving Layup (12 PTS) (C. Anthony 3 AST),"[1630532, 1630175]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,12.0,C. Anthony,1630175.0,3.0,,,,,,
401,PT07M38.00S,2025-02-07T03:31:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,8.09789750328515,41.42156862745098,1610612743,72,58,2025-02-07T03:31:29Z,3950000,False,43.0,24.0,1,left,A. Gordon driving Layup (9 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,,,,,,,,,9.0,,,,,,,,,
402,PT07M38.00S,2025-02-07T03:31:26.9Z,3,REGULAR,foul,personal,['1freethrow'],1631094,,,1610612743,72,58,2025-02-07T03:31:32Z,3960000,False,,,0,,P. Banchero shooting personal FOUL (3 PF) (Gordon 1 FT),"[1631094, 203932]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,3.0,0.0,Gordon,203932.0,,,,,,,,,,
404,PT07M38.00S,2025-02-07T03:31:51.6Z,3,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,73,58,2025-02-07T03:31:51Z,3980000,False,,,0,,A. Gordon Free Throw 1 of 1 (10 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
405,PT07M30.00S,2025-02-07T03:32:02.7Z,3,REGULAR,foul,personal,[],1631124,,,1610612753,73,58,2025-02-07T03:32:10Z,3990000,False,,,0,,J. Strawther personal FOUL (3 PF),"[1631124, 1630532]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,3.0,0.0,Wagner,1630532.0,,,,,,,,,,
407,PT07M23.00S,2025-02-07T03:32:26.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,86.28449408672799,49.26470588235294,1610612753,73,58,2025-02-07T03:32:53Z,4010000,False,-4.0,76.0,1,right,MISS F. Wagner 7' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
408,PT07M22.00S,2025-02-07T03:32:27.2Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,73,58,2025-02-07T03:32:30Z,4020000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,407.0,,,,,,,,,,4.0,3.0,1.0,,,
409,PT07M16.00S,2025-02-07T03:32:34.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,8.229303547963205,42.15686274509804,1610612743,75,58,2025-02-07T03:33:32Z,4030000,False,39.0,25.0,1,left,J. Strawther driving Layup (2 PTS) (N. Jokić 8 AST),"[1631124, 203999]",1610612743.0,DEN,driving,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,,,,,,,,,2.0,N. Jokić,203999.0,8.0,,,,,,
411,PT07M16.00S,2025-02-07T03:32:40.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,75,58,2025-02-07T03:32:40Z,4050000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M16.00S,2025-02-07T03:34:46.0Z,3,REGULAR,substitution,out,[],1631094,,,1610612753,75,58,2025-02-07T03:35:14Z,4060000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M16.00S,2025-02-07T03:34:46.0Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,75,58,2025-02-07T03:35:14Z,4070000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M16.00S,2025-02-07T03:34:46.0Z,3,REGULAR,substitution,in,[],1628371,,,1610612753,75,58,2025-02-07T03:35:14Z,4080000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M16.00S,2025-02-07T03:34:46.0Z,3,REGULAR,substitution,in,[],1641710,,,1610612753,75,58,2025-02-07T03:35:14Z,4090000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M57.00S,2025-02-07T03:35:52.3Z,3,REGULAR,3pt,Jump Shot,[],1641710,73.80091984231275,14.705882352941178,1610612753,75,58,2025-02-07T03:36:18Z,4100000,False,-176.0,194.0,1,right,MISS A. Black 26' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
417,PT06M56.00S,2025-02-07T03:35:53.3Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,75,58,2025-02-07T03:36:18Z,4110000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,416.0,,,,,,,,,,5.0,4.0,1.0,,,
418,PT06M46.00S,2025-02-07T03:36:04.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612743,75,58,2025-02-07T03:36:19Z,4120000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Gordon 2 FT),"[203484, 203932]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,1628954.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,
420,PT06M46.00S,2025-02-07T03:36:26.1Z,3,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,76,58,2025-02-07T03:36:41Z,4140000,False,,,0,,A. Gordon Free Throw 1 of 2 (11 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
421,PT06M46.00S,2025-02-07T03:36:26.1Z,3,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,76,58,2025-02-07T03:36:41Z,4150000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
422,PT06M46.00S,2025-02-07T03:36:26.1Z,3,REGULAR,rebound,defensive,[],1628371,,,1610612753,76,58,2025-02-07T03:37:16Z,4160000,False,,,0,,J. Isaac REBOUND (Off:0 Def:4),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,421.0,,,,,,,,,,4.0,4.0,0.0,,,
423,PT06M21.00S,2025-02-07T03:37:03.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628371,83.78777923784494,42.8921568627451,1610612753,76,58,2025-02-07T03:37:08Z,4170000,False,-36.0,100.0,1,right,MISS J. Isaac 10' Jump Shot - blocked,"[1628371, 1629008]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Center,10.6,Missed,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,
424,PT06M21.00S,2025-02-07T03:37:03.1Z,3,REGULAR,block,,[],1629008,,,1610612753,76,58,2025-02-07T03:37:05Z,4180000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
425,PT06M19.00S,2025-02-07T03:37:05.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,76,58,2025-02-07T03:37:08Z,4190000,False,,,0,,N. Jokić REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,423.0,,,,,,,,,,7.0,7.0,0.0,,,
426,PT06M08.00S,2025-02-07T03:37:16.8Z,3,REGULAR,turnover,lost ball,[],1629008,,,1610612743,76,58,2025-02-07T03:38:36Z,4200000,False,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 1630532]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Wagner,1630532.0
427,PT06M08.00S,2025-02-07T03:37:16.8Z,3,REGULAR,steal,,[],1630532,,,1610612753,76,58,2025-02-07T03:37:18Z,4210000,False,,,0,,F. Wagner STEAL (2 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
428,PT06M07.00S,2025-02-07T03:37:22.1Z,3,REGULAR,turnover,out-of-bounds,[],1641710,,,1610612753,76,58,2025-02-07T03:37:31Z,4220000,False,,,0,,A. Black bad pass out-of-bounds TURNOVER (3 TO),[1641710],1610612753.0,ORL,bad pass,,,Black,A. Black,,,,,Above the Break 3,16-24 Right Center,,,,,,101283.0,,,,,,,,,,,,3.0,,
429,PT05M53.00S,2025-02-07T03:37:51.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,7.178055190538765,49.50980392156863,1610612743,76,58,2025-02-07T03:39:24Z,4230000,False,2.0,15.0,1,left,MISS C. Braun cutting Layup - blocked,"[1631128, 1628371]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.52,Missed,Isaac,1628371.0,,,,,,,,,,,,,,,,
