actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
246,PT05M23.00S,2025-02-12T00:58:36.0Z,2,REGULAR,2pt,Jump Shot,[],1630534,93.87319316688567,75.24509803921569,1610612761,36,35,2025-02-12T00:58:39Z,2380000,False,126.0,5.0,1,right,MISS O. Agbaji 12' turnaround fadeaway Shot,[1630534],1610612761.0,TOR,turnaround fadeaway,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Right,,,12.63,Missed,,,,,,,,,,,,,,,,
247,PT05M21.00S,2025-02-12T00:58:38.0Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612755,36,35,2025-02-12T00:58:39Z,2390000,False,,,0,,J. Butler REBOUND (Off:0 Def:3),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,246.0,3.0,3.0,0.0,,
248,PT05M19.00S,2025-02-12T00:58:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,12.00722733245729,46.568627450980394,1610612755,36,35,2025-02-12T00:58:49Z,2400000,False,17.0,60.0,1,left,MISS K. Oubre Jr. 6' running Layup - blocked,"[1626162, 1641711]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.28,Missed,,,,,,,,,Dick,1641711.0,,,,,,
249,PT05M19.00S,2025-02-12T00:58:42.7Z,2,REGULAR,block,,[],1641711,,,1610612755,36,35,2025-02-12T00:58:46Z,2410000,False,,,0,,G. Dick BLOCK (1 BLK),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
250,PT05M19.00S,2025-02-12T00:58:42.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,36,35,2025-02-12T00:58:49Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,248.0,,,,,
251,PT05M19.00S,2025-02-12T00:59:00.3Z,2,REGULAR,substitution,out,[],1629656,,,1610612755,36,35,2025-02-12T00:59:05Z,2430000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M19.00S,2025-02-12T00:59:00.3Z,2,REGULAR,substitution,out,[],203954,,,1610612755,36,35,2025-02-12T00:59:05Z,2440000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M19.00S,2025-02-12T00:59:00.3Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,36,35,2025-02-12T00:59:05Z,2450000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M19.00S,2025-02-12T00:59:00.3Z,2,REGULAR,substitution,in,[],202331,,,1610612755,36,35,2025-02-12T00:59:05Z,2460000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M17.00S,2025-02-12T00:59:10.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630215,20.285808147174762,6.372549019607845,1610612755,36,35,2025-02-12T00:59:14Z,2470000,False,218.0,138.0,1,left,MISS J. Butler 25' 3PT,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,25.82,Missed,,,,,,,,,,,,,,,,
256,PT05M14.00S,2025-02-12T00:59:13.7Z,2,REGULAR,rebound,defensive,[],1631115,,,1610612761,36,35,2025-02-12T00:59:14Z,2480000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,255.0,1.0,1.0,0.0,,
257,PT05M06.00S,2025-02-12T00:59:21.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,85.85742444152432,63.970588235294116,1610612761,36,37,2025-02-12T00:59:25Z,2490000,False,70.0,80.0,1,right,J. Shead 10' driving floating Jump Shot (2 PTS) (O. Robinson 1 AST),"[1642347, 1631115]",1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Right,,,10.65,Made,2.0,O. Robinson,1631115.0,1.0,,,,,,,,,,,,
259,PT04M39.00S,2025-02-12T00:59:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630178,30.535479632063073,83.33333333333334,1610612755,36,37,2025-02-12T00:59:52Z,2510000,False,-167.0,235.0,1,left,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,28.77,Missed,,,,,,,,,,,,,,,,
260,PT04M36.00S,2025-02-12T00:59:51.1Z,2,REGULAR,rebound,defensive,[],1641711,,,1610612761,36,37,2025-02-12T00:59:51Z,2520000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,259.0,1.0,1.0,0.0,,
261,PT04M29.00S,2025-02-12T00:59:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,93.74178712220763,57.1078431372549,1610612761,36,39,2025-02-12T01:08:12Z,2530000,False,36.0,6.0,1,right,G. Dick driving Layup (2 PTS) (J. Shead 1 AST),"[1641711, 1642347]",1610612761.0,TOR,driving,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,3.61,Made,2.0,J. Shead,1642347.0,1.0,,,,,,,,,,,,
263,PT04M08.00S,2025-02-12T01:00:18.2Z,2,REGULAR,3pt,Jump Shot,[],1626162,30.27266754270697,21.813725490196077,1610612755,36,39,2025-02-12T01:00:22Z,2550000,False,141.0,232.0,1,left,MISS K. Oubre Jr. 27' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,27.15,Missed,,,,,,,,,,,,,,,,
264,PT04M06.00S,2025-02-12T01:00:20.2Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,36,39,2025-02-12T01:00:22Z,2560000,False,,,0,,J. Shead REBOUND (Off:0 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,263.0,2.0,2.0,0.0,,
265,PT04M00.00S,2025-02-12T01:00:26.7Z,2,REGULAR,3pt,Jump Shot,[],1642419,94.92444152431011,5.392156862745097,1610612761,36,39,2025-02-12T01:08:52Z,2570000,False,-223.0,-5.0,1,right,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,,,22.31,Missed,,,,,,,,,,,,,,,,
266,PT03M57.00S,2025-02-12T01:00:29.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,36,39,2025-02-12T01:00:32Z,2580000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:6),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,265.0,6.0,6.0,0.0,,
267,PT03M54.00S,2025-02-12T01:00:35.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631115,,,1610612755,36,39,2025-02-12T01:00:53Z,2590000,False,,,0,,O. Robinson shooting personal FOUL (2 PF) (Butler 2 FT),"[1631115, 1630215]",1610612761.0,TOR,shooting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,2.0,0.0,Butler,1630215.0,,,,,,,,
269,PT03M54.00S,2025-02-12T01:01:02.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630215,,,1610612755,37,39,2025-02-12T01:01:02Z,2610000,False,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
270,PT03M54.00S,2025-02-12T01:01:05.2Z,2,REGULAR,substitution,out,[],1642347,,,1610612755,37,39,2025-02-12T01:01:12Z,2620000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M54.00S,2025-02-12T01:01:05.2Z,2,REGULAR,substitution,out,[],1631115,,,1610612755,37,39,2025-02-12T01:01:12Z,2630000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M54.00S,2025-02-12T01:01:05.2Z,2,REGULAR,substitution,out,[],1642419,,,1610612755,37,39,2025-02-12T01:01:12Z,2640000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M54.00S,2025-02-12T01:01:05.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612755,37,39,2025-02-12T01:01:12Z,2650000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M54.00S,2025-02-12T01:01:05.2Z,2,REGULAR,substitution,in,[],1630193,,,1610612755,37,39,2025-02-12T01:01:12Z,2660000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M54.00S,2025-02-12T01:01:05.2Z,2,REGULAR,substitution,in,[],1642279,,,1610612755,37,39,2025-02-12T01:01:12Z,2670000,False,,,0,,SUB in: U. Chomche,[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M54.00S,2025-02-12T01:01:18.5Z,2,REGULAR,substitution,out,[],1626162,,,1610612755,37,39,2025-02-12T01:01:21Z,2680000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M54.00S,2025-02-12T01:01:18.5Z,2,REGULAR,substitution,in,[],1642348,,,1610612755,37,39,2025-02-12T01:01:21Z,2690000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M54.00S,2025-02-12T01:01:30.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630215,,,1610612755,38,39,2025-02-12T01:01:30Z,2700000,False,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
279,PT03M34.00S,2025-02-12T01:01:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612761,38,39,2025-02-12T01:02:10Z,2710000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630178, 1630567]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1627963.0,,,,,,,,2.0,0.0,Barnes,1630567.0,,,,,,,,
281,PT03M34.00S,2025-02-12T01:02:15.6Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,38,40,2025-02-12T01:02:15Z,2730000,False,,,0,,S. Barnes Free Throw 1 of 2 (12 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
282,PT03M34.00S,2025-02-12T01:02:17.6Z,2,REGULAR,substitution,out,[],1630215,,,1610612761,38,40,2025-02-12T01:02:21Z,2740000,False,,,0,,SUB out: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M34.00S,2025-02-12T01:02:17.6Z,2,REGULAR,substitution,in,[],1629656,,,1610612761,38,40,2025-02-12T01:02:21Z,2750000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M34.00S,2025-02-12T01:02:29.7Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,38,41,2025-02-12T01:02:29Z,2760000,False,,,0,,S. Barnes Free Throw 2 of 2 (13 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
285,PT03M15.00S,2025-02-12T01:02:49.7Z,2,REGULAR,3pt,Jump Shot,[],1642348,5.568331143232584,96.81372549019608,1610612755,41,41,2025-02-12T01:02:54Z,2770000,False,-234.0,0.0,1,left,J. Edwards 3PT  (3 PTS) (T. Maxey 1 AST),"[1642348, 1630178]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,23.41,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,
287,PT02M50.00S,2025-02-12T01:03:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,87.82851511169514,53.67647058823529,1610612761,41,41,2025-02-12T01:03:18Z,2790000,False,18.0,62.0,1,right,MISS O. Agbaji 6' driving floating Shot,[1630534],1610612761.0,TOR,driving floating,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,6.46,Missed,,,,,,,,,,,,,,,,
288,PT02M50.00S,2025-02-12T01:03:13.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,41,41,2025-02-12T01:03:18Z,2800000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,287.0,2.0,2.0,0.0,,
289,PT02M50.00S,2025-02-12T01:03:18.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612755,41,41,2025-02-12T01:03:27Z,2810000,False,,,0,,O. Agbaji personal FOUL (3 PF) (George 2 FT),"[1630534, 202331]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,2530.0,,,,,,,,3.0,0.0,George,202331.0,,,,,,,,
291,PT02M50.00S,2025-02-12T01:03:53.3Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,42,41,2025-02-12T01:03:53Z,2830000,False,,,0,,P. George Free Throw 1 of 2 (5 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
292,PT02M50.00S,2025-02-12T01:03:55.4Z,2,REGULAR,substitution,out,[],1627824,,,1610612755,42,41,2025-02-12T01:04:05Z,2840000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M50.00S,2025-02-12T01:03:55.4Z,2,REGULAR,substitution,out,[],1630534,,,1610612755,42,41,2025-02-12T01:04:05Z,2850000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M50.00S,2025-02-12T01:03:55.4Z,2,REGULAR,substitution,in,[],203954,,,1610612755,42,41,2025-02-12T01:04:05Z,2860000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M50.00S,2025-02-12T01:03:55.4Z,2,REGULAR,substitution,in,[],1642347,,,1610612755,42,41,2025-02-12T01:04:05Z,2870000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M50.00S,2025-02-12T01:04:15.1Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,43,41,2025-02-12T01:04:15Z,2880000,False,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
297,PT02M39.00S,2025-02-12T01:04:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.2161629434954,53.67647058823529,1610612761,43,43,2025-02-12T01:04:33Z,2890000,False,18.0,11.0,1,right,I. Quickley driving finger roll Layup (12 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,2.16,Made,12.0,,,,,,,,,,,,,,,
298,PT02M26.00S,2025-02-12T01:04:39.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629656,6.619579500657039,50.49019607843137,1610612755,45,43,2025-02-12T01:04:43Z,2900000,False,-2.0,10.0,1,left,Q. Grimes driving DUNK (7 PTS),[1629656],1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,1.0,Made,7.0,,,,,,,,,,,,,,,
299,PT02M12.00S,2025-02-12T01:04:54.1Z,2,REGULAR,3pt,Jump Shot,[],1630567,86.7772667542707,97.05882352941177,1610612761,45,46,2025-02-12T01:04:57Z,2910000,False,235.0,72.0,1,right,S. Barnes 24' 3PT  (16 PTS) (I. Quickley 3 AST),"[1630567, 1630193]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,24.6,Made,16.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,
301,PT02M02.00S,2025-02-12T01:05:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.37253613666229,54.411764705882355,1610612755,47,46,2025-02-12T01:05:11Z,2930000,False,-22.0,83.0,1,left,J. Embiid 8' driving floating Jump Shot (14 PTS) (Q. Grimes 1 AST),"[203954, 1629656]",1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,8.55,Made,14.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,
303,PT02M02.00S,2025-02-12T01:05:10.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642279,,,1610612755,47,46,2025-02-12T01:05:20Z,2950000,False,,,0,,U. Chomche shooting personal FOUL (1 PF) (Embiid 1 FT),"[1642279, 203954]",1610612761.0,TOR,shooting,,,Chomche,U. Chomche,,,,,In The Paint (Non-RA),8-16 Center,1627963.0,,,,,,,,1.0,0.0,Embiid,203954.0,,,,,,,,
305,PT02M02.00S,2025-02-12T01:05:37.5Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,48,46,2025-02-12T01:05:37Z,2970000,False,,,0,,J. Embiid Free Throw 1 of 1 (15 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
306,PT01M56.00S,2025-02-12T01:05:50.5Z,2,REGULAR,foul,personal,[],1642348,,,1610612761,48,46,2025-02-12T01:05:56Z,2980000,False,,,0,,J. Edwards personal FOUL (2 PF),"[1642348, 1630193]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Center,2530.0,,,,,,,,2.0,0.0,Quickley,1630193.0,,,,,,,,
308,PT01M47.00S,2025-02-12T01:06:16.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,84.4119579500657,54.411764705882355,1610612761,48,48,2025-02-12T01:06:21Z,3000000,False,22.0,94.0,1,right,J. Shead 9' driving floating Jump Shot (4 PTS),[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,9.66,Made,4.0,,,,,,,,,,,,,,,
310,PT01M27.00S,2025-02-12T01:06:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,7.145203679369246,48.529411764705884,1610612755,50,48,2025-02-12T01:06:40Z,3010000,False,7.0,15.0,1,left,J. Edwards driving reverse Layup (5 PTS) (J. Embiid 3 AST),"[1642348, 203954]",1610612755.0,PHI,driving reverse,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,1.65,Made,5.0,J. Embiid,203954.0,3.0,,,,,,,,,,,,
312,PT01M13.00S,2025-02-12T01:06:50.7Z,2,REGULAR,3pt,Jump Shot,[],1641711,96.50131406044679,3.4313725490196134,1610612761,50,48,2025-02-12T01:06:54Z,3030000,False,-233.0,-20.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,23.36,Missed,,,,,,,,,,,,,,,,
313,PT01M11.00S,2025-02-12T01:06:52.7Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,50,48,2025-02-12T01:06:54Z,3040000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,312.0,2.0,2.0,0.0,,
314,PT01M05.00S,2025-02-12T01:06:59.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642348,10.693166885676746,53.67647058823529,1610612755,50,48,2025-02-12T01:13:25Z,3050000,False,-18.0,48.0,1,left,MISS J. Edwards running Layup - blocked,"[1642348, 1642279]",1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,5.14,Missed,,,,,,,,,Chomche,1642279.0,,,,,,
315,PT01M05.00S,2025-02-12T01:06:59.4Z,2,REGULAR,block,,[],1642279,,,1610612755,50,48,2025-02-12T01:07:02Z,3060000,False,,,0,,U. Chomche BLOCK (1 BLK),[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT01M01.00S,2025-02-12T01:07:03.4Z,2,REGULAR,rebound,defensive,[],1642347,,,1610612761,50,48,2025-02-12T01:27:38Z,3070000,False,,,0,,J. Shead REBOUND (Off:0 Def:3),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,314.0,3.0,3.0,0.0,,
317,PT01M00.00S,2025-02-12T01:07:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641711,93.87319316688567,52.69607843137255,1610612761,50,50,2025-02-12T01:07:13Z,3080000,False,13.0,5.0,1,right,G. Dick running finger roll Layup (4 PTS) (J. Shead 2 AST),"[1641711, 1642347]",1610612761.0,TOR,running finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,1.44,Made,4.0,J. Shead,1642347.0,2.0,,,,,,,,,,,,
322,PT00M38.30S,2025-02-12T01:08:51.5Z,2,REGULAR,jumpball,recovered,[],203954,,,1610612755,50,50,2025-02-12T01:09:17Z,3130000,False,,,0,,Jump Ball J. Embiid vs. U. Chomche: Tip to J. Embiid,"[203954, 203954, 1642279]",1610612755.0,PHI,heldball,J. Embiid,203954.0,Embiid,J. Embiid,Embiid,203954.0,Chomche,1642279.0,,,,,,,,,,,,,,,,,,,,,,
327,PT00M38.20S,2025-02-12T01:08:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.160972404730614,48.28431372549019,1610612755,52,50,2025-02-12T01:09:02Z,3180000,False,9.0,90.0,1,left,J. Embiid 9' Jump Shot (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,9.04,Made,17.0,,,,,,,,,,,,,,,
328,PT00M13.60S,2025-02-12T01:09:23.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,52,50,2025-02-12T01:09:30Z,3190000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,1626300.0,,,,,,,,,,,,,,,,,,,
329,PT00M00.00S,2025-02-12T01:09:59.3Z,2,REGULAR,period,end,[],0,,,1610612755,52,50,2025-02-12T01:09:59Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-02-12T01:11:03.2Z,3,REGULAR,substitution,out,['startperiod'],1642279,,,1610612755,52,50,2025-02-12T01:21:34Z,3220000,False,,,0,,SUB out: U. Chomche,[1642279],1610612761.0,TOR,,,,Chomche,U. Chomche,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-02-12T01:11:03.2Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612755,52,50,2025-02-12T01:21:34Z,3230000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-02-12T01:11:03.2Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612755,52,50,2025-02-12T01:21:34Z,3240000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-02-12T01:11:03.2Z,3,REGULAR,substitution,in,['startperiod'],1630534,,,1610612755,52,50,2025-02-12T01:21:34Z,3250000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-02-12T01:11:03.2Z,3,REGULAR,substitution,in,['startperiod'],1642367,,,1610612755,52,50,2025-02-12T01:21:34Z,3260000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-02-12T01:11:03.2Z,3,REGULAR,substitution,out,['startperiod'],1642348,,,1610612755,52,50,2025-02-12T01:26:35Z,3265000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-02-12T01:25:29.5Z,3,REGULAR,period,start,[],0,,,1610612761,52,50,2025-02-12T01:25:29Z,3270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M42.00S,2025-02-12T01:25:46.9Z,3,REGULAR,turnover,lost ball,[],1630567,,,1610612761,52,50,2025-02-12T01:25:52Z,3300000,False,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 1629656]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Grimes,1629656.0
