actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
435,PT05M38.00S,2025-02-05T01:37:46.6Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,73,81,2025-02-05T01:37:49Z,4230000,False,,,0,,J. Embiid REBOUND (Off:3 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,434.0,8.0,5.0,3.0,,,,,,,,,,,,,
436,PT05M38.00S,2025-02-05T01:37:47.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203954,94.40999984741211,50.0,1610612755,73,81,2025-02-05T01:37:50Z,4240000,False,0.0,0.0,1,right,MISS J. Embiid putback Layup,[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
437,PT05M38.00S,2025-02-05T01:37:47.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,73,81,2025-02-05T01:37:50Z,4250000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,436.0,,,,,,,,,,,,,,,,
439,PT05M38.00S,2025-02-05T01:37:51.3Z,3,REGULAR,substitution,out,[],203954,,,1610612755,73,81,2025-02-05T01:38:04Z,4270000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M38.00S,2025-02-05T01:37:51.3Z,3,REGULAR,substitution,out,[],202691,,,1610612755,73,81,2025-02-05T01:38:04Z,4280000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M38.00S,2025-02-05T01:37:51.3Z,3,REGULAR,substitution,in,[],1641741,,,1610612755,73,81,2025-02-05T01:38:04Z,4290000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M38.00S,2025-02-05T01:37:51.3Z,3,REGULAR,substitution,in,[],1630230,,,1610612755,73,81,2025-02-05T01:38:04Z,4300000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M38.00S,2025-02-05T01:37:51.3Z,3,REGULAR,substitution,out,[],1629655,,,1610612755,73,81,2025-02-05T01:38:19Z,4310000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M38.00S,2025-02-05T01:37:51.3Z,3,REGULAR,substitution,in,[],1641765,,,1610612755,73,81,2025-02-05T01:38:19Z,4320000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M31.00S,2025-02-05T01:38:33.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627824,92.85479632063075,49.50980392156863,1610612755,75,81,2025-02-05T01:38:39Z,4330000,False,-2.0,15.0,1,right,G. Yabusele DUNK (15 PTS) (K. Oubre Jr. 3 AST),"[1627824, 1626162]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.49,Made,15.0,,,,,,K. Oubre Jr.,1626162.0,3.0,,,,,,,,,
447,PT05M15.00S,2025-02-05T01:38:49.7Z,3,REGULAR,3pt,Jump Shot,[],203915,31.882391590013142,45.588235294117645,1610612742,75,81,2025-02-05T01:38:55Z,4350000,False,22.0,247.0,1,left,MISS S. Dinwiddie 24' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
448,PT05M12.00S,2025-02-05T01:38:52.7Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,75,81,2025-02-05T01:38:55Z,4360000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:5),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,447.0,7.0,5.0,2.0,,,,,,,,,,,,,
449,PT05M02.00S,2025-02-05T01:39:02.6Z,3,REGULAR,2pt,Jump Shot,[],1630178,73.80091984231275,61.274509803921575,1610612755,77,81,2025-02-05T01:39:07Z,4370000,False,56.0,194.0,1,right,T. Maxey 20' step back Jump Shot (20 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,20.18,Made,20.0,,,,,,,,,,,,,,,,,
450,PT04M37.00S,2025-02-05T01:39:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,7.046649145860711,50.98039215686274,1610612742,77,83,2025-02-05T01:39:31Z,4380000,False,-5.0,14.0,1,left,O. Prosper cutting Layup (2 PTS) (S. Dinwiddie 7 AST),"[1641765, 203915]",1610612742.0,DAL,cutting,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,1.45,Made,2.0,,,,,,S. Dinwiddie,203915.0,7.0,,,,,,,,,
452,PT04M15.00S,2025-02-05T01:39:49.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,86.94152431011827,49.754901960784316,1610612755,79,83,2025-02-05T01:39:52Z,4400000,False,-1.0,70.0,1,right,J. Edwards 7' driving floating Jump Shot (11 PTS) (T. Maxey 8 AST),"[1642348, 1630178]",1610612755.0,PHI,driving floating,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,11.0,,,,,,T. Maxey,1630178.0,8.0,,,,,,,,,
454,PT04M01.00S,2025-02-05T01:40:06.9Z,3,REGULAR,turnover,out-of-bounds,[],1631108,,,1610612742,79,83,2025-02-05T01:40:13Z,4420000,False,,,0,,M. Christie bad pass out-of-bounds TURNOVER (2 TO),[1631108],1610612742.0,DAL,bad pass,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,,,,,,,,201639.0,,,,2.0,,,,,,,,
455,PT03M50.00S,2025-02-05T01:40:21.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641741,75.90341655716163,8.823529411764707,1610612755,82,83,2025-02-05T01:40:26Z,4430000,False,-206.0,174.0,1,right,R. Council IV 26' 3PT  (8 PTS) (T. Maxey 9 AST),"[1641741, 1630178]",1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,26.96,Made,8.0,,,,,,T. Maxey,1630178.0,9.0,,,,,,,,,
457,PT03M46.00S,2025-02-05T01:40:27.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,82,83,2025-02-05T01:40:27Z,4450000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M34.00S,2025-02-05T01:43:35.6Z,3,REGULAR,foul,personal,[],1630178,,,1610612742,82,83,2025-02-05T01:43:42Z,4460000,False,,,0,,T. Maxey personal FOUL (3 PF),"[1630178, 203915]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,202007.0,,,,,,,,,3.0,0.0,Dinwiddie,203915.0
460,PT03M20.00S,2025-02-05T01:44:11.0Z,3,REGULAR,2pt,Jump Shot,[],1630230,26.49474375821288,34.31372549019608,1610612742,82,83,2025-02-05T01:44:16Z,4480000,False,78.0,197.0,1,left,MISS N. Marshall 21' turnaround fadeaway Shot,[1630230],1610612742.0,DAL,turnaround fadeaway,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right Center,21.17,Missed,,,,,,,,,,,,,,,,,,
461,PT03M17.00S,2025-02-05T01:44:14.0Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,82,83,2025-02-05T01:44:16Z,4490000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:6),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,16-24 Right Center,,,,460.0,8.0,6.0,2.0,,,,,,,,,,,,,
462,PT02M59.00S,2025-02-05T01:44:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,92.85479632063075,45.83333333333333,1610612755,82,83,2025-02-05T01:45:02Z,4500000,False,-21.0,15.0,1,right,MISS K. Oubre Jr. driving floating Shot,[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
463,PT02M56.00S,2025-02-05T01:44:34.6Z,3,REGULAR,rebound,offensive,[],1641741,,,1610612755,82,83,2025-02-05T01:44:37Z,4510000,False,,,0,,R. Council IV REBOUND (Off:1 Def:0),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,,462.0,1.0,0.0,1.0,,,,,,,,,,,,,
464,PT02M53.00S,2025-02-05T01:44:36.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630178,84.31340341655716,72.79411764705883,1610612755,84,83,2025-02-05T01:45:31Z,4520000,False,114.0,95.0,1,right,T. Maxey 14' pullup Jump Shot (22 PTS) (R. Council IV 2 AST),"[1630178, 1641741]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,14.84,Made,22.0,,,,,,R. Council IV,1641741.0,2.0,,,,,,,,,
466,PT02M44.00S,2025-02-05T01:44:45.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,5.995400788436268,45.588235294117645,1610612742,84,83,2025-02-05T01:44:50Z,4540000,False,22.0,4.0,1,left,MISS M. Christie driving Layup,[1631108],1610612742.0,DAL,driving,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
467,PT02M43.00S,2025-02-05T01:44:47.9Z,3,REGULAR,rebound,offensive,[],1641765,,,1610612742,84,83,2025-02-05T01:44:47Z,4550000,False,,,0,,O. Prosper REBOUND (Off:3 Def:1),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,466.0,4.0,1.0,3.0,,,,,,,,,,,,,
468,PT02M42.00S,2025-02-05T01:44:50.1Z,3,REGULAR,turnover,out-of-bounds,[],1641765,,,1610612742,84,83,2025-02-05T01:44:54Z,4560000,False,,,0,,O. Prosper bad pass out-of-bounds TURNOVER (1 TO),[1641765],1610612742.0,DAL,bad pass,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,,,202007.0,,,,1.0,,,,,,,,
469,PT02M25.00S,2025-02-05T01:45:25.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,92.46057818659659,47.794117647058826,1610612755,86,83,2025-02-05T01:45:30Z,4570000,False,-11.0,18.0,1,right,K. Oubre Jr. cutting Layup (6 PTS) (G. Yabusele 3 AST),"[1626162, 1627824]",1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.14,Made,6.0,,,,,,G. Yabusele,1627824.0,3.0,,,,,,,,,
471,PT02M09.00S,2025-02-05T01:45:40.4Z,3,REGULAR,3pt,Jump Shot,[],1630230,11.383048620236531,2.2058823529411766,1610612742,86,83,2025-02-05T01:45:47Z,4590000,False,239.0,55.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,24.51,Missed,,,,,,,,,,,,,,,,,,
472,PT02M06.00S,2025-02-05T01:45:43.4Z,3,REGULAR,rebound,offensive,[],1631108,,,1610612742,86,83,2025-02-05T01:45:47Z,4600000,False,,,0,,M. Christie REBOUND (Off:2 Def:4),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,471.0,6.0,4.0,2.0,,,,,,,,,,,,,
473,PT02M05.00S,2025-02-05T01:45:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631108,7.30946123521682,53.18627450980392,1610612742,86,83,2025-02-05T01:46:41Z,4610000,False,-16.0,16.0,1,left,MISS M. Christie putback Layup,[1631108],1610612742.0,DAL,putback,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
474,PT02M05.00S,2025-02-05T01:45:45.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,86,83,2025-02-05T01:45:49Z,4620000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,473.0,,,,,,,,,,,,,,,,
476,PT02M04.00S,2025-02-05T01:45:50.4Z,3,REGULAR,substitution,out,[],1626162,,,1610612755,86,83,2025-02-05T01:45:58Z,4640000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M04.00S,2025-02-05T01:45:50.4Z,3,REGULAR,substitution,out,[],1641765,,,1610612755,86,83,2025-02-05T01:45:58Z,4650000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M04.00S,2025-02-05T01:45:50.4Z,3,REGULAR,substitution,in,[],1641737,,,1610612755,86,83,2025-02-05T01:45:58Z,4660000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M04.00S,2025-02-05T01:45:50.4Z,3,REGULAR,substitution,in,[],1629655,,,1610612755,86,83,2025-02-05T01:45:58Z,4670000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M48.00S,2025-02-05T01:46:17.1Z,3,REGULAR,turnover,bad pass,[],1642348,,,1610612755,86,83,2025-02-05T01:46:20Z,4680000,False,,,0,,J. Edwards bad pass TURNOVER (1 TO),"[1642348, 202681]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Irving,202681.0,,,,,,
481,PT01M48.00S,2025-02-05T01:46:17.1Z,3,REGULAR,steal,,[],202681,,,1610612742,86,83,2025-02-05T01:46:18Z,4690000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
482,PT01M36.00S,2025-02-05T01:46:28.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,11.12023653088042,3.431372549019608,1610612742,86,83,2025-02-05T01:46:35Z,4700000,False,233.0,52.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
483,PT01M31.00S,2025-02-05T01:46:33.8Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,86,83,2025-02-05T01:46:35Z,4710000,False,,,0,,J. Edwards REBOUND (Off:0 Def:2),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Right Corner 3,24+ Right,,,,482.0,2.0,2.0,0.0,,,,,,,,,,,,,
484,PT01M21.00S,2025-02-05T01:46:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,92.32917214191852,52.20588235294118,1610612755,88,83,2025-02-05T01:46:51Z,4720000,False,11.0,20.0,1,right,A. Bona reverse Layup (2 PTS) (R. Council IV 3 AST),"[1641737, 1641741]",1610612755.0,PHI,reverse,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,,,,,,R. Council IV,1641741.0,3.0,,,,,,,,,
486,PT01M10.00S,2025-02-05T01:46:55.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,11.12023653088042,50.245098039215684,1610612742,88,83,2025-02-05T01:47:01Z,4740000,False,-1.0,52.0,1,left,MISS D. Gafford cutting Layup,[1629655],1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
488,PT01M08.00S,2025-02-05T01:46:57.1Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612742,88,83,2025-02-05T01:47:01Z,4760000,False,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,486.0,4.0,2.0,2.0,,,,,,,,,,,,,
489,PT01M08.00S,2025-02-05T01:46:59.1Z,3,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612742,88,83,2025-02-05T01:47:05Z,4770000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Gafford 2 FT),"[1641737, 1629655]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Gafford,1629655.0
491,PT01M08.00S,2025-02-05T01:47:39.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612742,88,84,2025-02-05T01:47:39Z,4790000,False,,,0,,D. Gafford Free Throw 1 of 2 (7 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
492,PT01M08.00S,2025-02-05T01:47:41.0Z,3,REGULAR,substitution,out,[],202681,,,1610612742,88,84,2025-02-05T01:47:46Z,4800000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M08.00S,2025-02-05T01:47:41.0Z,3,REGULAR,substitution,in,[],203957,,,1610612742,88,84,2025-02-05T01:47:46Z,4810000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT01M08.00S,2025-02-05T01:48:05.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612742,88,85,2025-02-05T01:48:05Z,4820000,False,,,0,,D. Gafford Free Throw 2 of 2 (8 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
495,PT00M55.40S,2025-02-05T01:48:21.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,64.33968462549278,63.23529411764706,1610612755,91,85,2025-02-05T01:48:27Z,4830000,False,66.0,283.0,1,right,T. Maxey 29' 3PT step back (25 PTS) (J. Edwards 2 AST),"[1630178, 1642348]",1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,29.03,Made,25.0,,,,,,J. Edwards,1642348.0,2.0,,,,,,,,,
497,PT00M47.90S,2025-02-05T01:48:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,13.748357424441524,50.49019607843137,1610612742,91,85,2025-02-05T01:48:38Z,4850000,False,-2.0,77.0,1,left,MISS D. Gafford 7' floating Shot,[1629655],1610612742.0,DAL,floating,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
499,PT00M45.40S,2025-02-05T01:48:35.0Z,3,REGULAR,rebound,defensive,[],1641737,,,1610612755,91,85,2025-02-05T01:48:38Z,4870000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,497.0,1.0,1.0,0.0,,,,,,,,,,,,,
500,PT00M43.10S,2025-02-05T01:48:38.0Z,3,REGULAR,foul,personal,['2freethrow'],203957,,,1610612755,91,85,2025-02-05T01:48:56Z,4880000,False,,,0,,D. Exum shooting personal FOUL (3 PF) (Yabusele 2 FT),"[203957, 1627824]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,,,,,3.0,0.0,Yabusele,1627824.0
502,PT00M43.10S,2025-02-05T01:49:17.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627824,,,1610612755,92,85,2025-02-05T01:49:17Z,4900000,False,,,0,,G. Yabusele Free Throw 1 of 2 (16 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
503,PT00M43.10S,2025-02-05T01:49:25.4Z,3,REGULAR,substitution,out,[],1642348,,,1610612755,92,85,2025-02-05T01:49:36Z,4910000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M43.10S,2025-02-05T01:49:25.4Z,3,REGULAR,substitution,in,[],1626162,,,1610612755,92,85,2025-02-05T01:49:36Z,4920000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M43.10S,2025-02-05T01:49:46.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627824,,,1610612755,93,85,2025-02-05T01:49:46Z,4930000,False,,,0,,G. Yabusele Free Throw 2 of 2 (17 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
506,PT00M33.90S,2025-02-05T01:49:59.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,5.732588699080158,53.431372549019606,1610612742,93,87,2025-02-05T01:50:08Z,4940000,False,-17.0,1.0,1,left,N. Marshall driving reverse Layup (13 PTS),[1630230],1610612742.0,DAL,driving reverse,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.73,Made,13.0,,,,,,,,,,,,,,,,,
507,PT00M13.30S,2025-02-05T01:50:26.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631108,,,1610612755,93,87,2025-02-05T01:50:35Z,4950000,False,,,0,,M. Christie personal FOUL (2 PF) (Maxey 2 FT),"[1631108, 1630178]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Left,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Maxey,1630178.0
509,PT00M13.30S,2025-02-05T01:50:54.0Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,93,87,2025-02-05T01:50:54Z,4970000,False,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
510,PT00M13.30S,2025-02-05T01:50:54.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,93,87,2025-02-05T01:50:54Z,4980000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,
511,PT00M13.30S,2025-02-05T01:51:05.4Z,3,REGULAR,substitution,out,[],1629655,,,1610612755,93,87,2025-02-05T01:51:09Z,4990000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M13.30S,2025-02-05T01:51:05.4Z,3,REGULAR,substitution,in,[],202681,,,1610612755,93,87,2025-02-05T01:51:09Z,5000000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M13.30S,2025-02-05T01:51:19.5Z,3,REGULAR,substitution,out,[],1627824,,,1610612755,93,87,2025-02-05T01:51:24Z,5010000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M13.30S,2025-02-05T01:51:19.5Z,3,REGULAR,substitution,in,[],1630288,,,1610612755,93,87,2025-02-05T01:51:24Z,5020000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M13.30S,2025-02-05T01:51:42.4Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,94,87,2025-02-05T01:51:42Z,5030000,False,,,0,,T. Maxey Free Throw 2 of 2 (26 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
516,PT00M00.70S,2025-02-05T01:51:59.3Z,3,REGULAR,3pt,Jump Shot,[],202681,30.436925098554536,27.941176470588236,1610612742,94,87,2025-02-05T01:52:07Z,5040000,False,110.0,234.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
517,PT00M00.70S,2025-02-05T01:51:59.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,94,87,2025-02-05T01:52:07Z,5050000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,516.0,,,,,,,,,,,,,,,,
518,PT00M00.00S,2025-02-05T01:52:05.1Z,3,REGULAR,period,end,[],0,,,1610612742,94,87,2025-02-05T01:52:05Z,5060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612742,94,87,2025-02-05T01:54:52Z,5070000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,out,['startperiod'],1631108,,,1610612742,94,87,2025-02-05T01:54:52Z,5080000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,out,['startperiod'],1630230,,,1610612742,94,87,2025-02-05T01:54:52Z,5090000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2025-02-05T01:54:07.9Z,4,REGULAR,substitution,out,['startperiod'],203915,,,1610612742,94,87,2025-02-05T01:54:52Z,5100000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
