actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
660,PT01M27.00S,2022-11-20T01:24:02.7Z,4,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,108,109,2022-11-20T01:24:02Z,6450000,False,,,0,,D. Hunter Free Throw 1 of 2 (20 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
661,PT01M27.00S,2022-11-20T01:24:18.4Z,4,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,109,109,2022-11-20T01:24:18Z,6460000,False,,,0,,D. Hunter Free Throw 2 of 2 (21 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
662,PT01M06.00S,2022-11-20T01:24:41.0Z,4,REGULAR,3pt,Jump Shot,[],1630567,95.48291721419186,95.83333333333334,1610612761,109,109,2022-11-20T01:24:46Z,6470000,False,229.0,-10.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
663,PT01M01.00S,2022-11-20T01:24:46.0Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,109,109,2022-11-20T01:24:46Z,6480000,False,,,0,,T. Young REBOUND (Off:1 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,662.0,,,3.0,2.0,1.0,,,,,,,,,,,,
664,PT00M59.60S,2022-11-20T01:24:51.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630201,,,1610612737,109,109,2022-11-20T01:25:41Z,6490000,False,,,0,,M. Flynn personal FOUL (6 PF) (Young 2 FT),"[1630201, 1629027]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,203177.0,6.0,0.0,Young,1629027.0
666,PT00M59.60S,2022-11-20T01:25:17.3Z,4,REGULAR,substitution,out,[],1630201,,,1610612737,109,109,2022-11-20T01:25:20Z,6510000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M59.60S,2022-11-20T01:25:17.3Z,4,REGULAR,substitution,in,[],201152,,,1610612737,109,109,2022-11-20T01:25:20Z,6520000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M59.60S,2022-11-20T01:25:42.0Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,110,109,2022-11-20T01:25:42Z,6530000,False,,,0,,T. Young Free Throw 1 of 2 (28 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,28.0,,,,,,,,,,,
669,PT00M59.60S,2022-11-20T01:25:57.4Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,111,109,2022-11-20T01:25:57Z,6540000,False,,,0,,T. Young Free Throw 2 of 2 (29 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,29.0,,,,,,,,,,,
670,PT00M50.60S,2022-11-20T01:26:21.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612761,111,109,2022-11-20T01:26:40Z,6550000,False,,,0,,D. Hunter personal FOUL (3 PF) (Anunoby 2 FT),"[1629631, 1628384]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Anunoby,1628384.0
672,PT00M50.60S,2022-11-20T01:26:44.5Z,4,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,111,110,2022-11-20T01:26:44Z,6570000,False,,,0,,O. Anunoby Free Throw 1 of 2 (22 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
673,PT00M50.60S,2022-11-20T01:27:07.4Z,4,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,111,111,2022-11-20T01:27:07Z,6580000,False,,,0,,O. Anunoby Free Throw 2 of 2 (23 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
674,PT00M33.30S,2022-11-20T01:27:27.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,11.908672798948752,55.392156862745104,1610612737,111,111,2022-11-20T01:27:32Z,6590000,False,-27.0,59.0,1,left,MISS T. Young 6' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,,,,
675,PT00M30.20S,2022-11-20T01:27:30.6Z,4,REGULAR,rebound,defensive,[],201152,,,1610612761,111,111,2022-11-20T01:27:32Z,6600000,False,,,0,,T. Young REBOUND (Off:2 Def:6),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,674.0,,,8.0,6.0,2.0,,,,,,,,,,,,
677,PT00M18.10S,2022-11-20T01:28:01.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,111,111,2022-11-20T01:28:01Z,6620000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M18.10S,2022-11-20T01:29:14.5Z,4,REGULAR,substitution,out,[],1629027,,,1610612761,111,111,2022-11-20T01:29:27Z,6630000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M18.10S,2022-11-20T01:29:14.5Z,4,REGULAR,substitution,in,[],203200,,,1610612761,111,111,2022-11-20T01:29:27Z,6640000,False,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M09.40S,2022-11-20T01:29:54.2Z,4,REGULAR,2pt,Jump Shot,[],1628384,79.71419185282524,28.921568627450984,1610612761,111,111,2022-11-20T01:30:05Z,6650000,False,-105.0,138.0,1,right,MISS O. Anunoby 17' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,17.38,Missed,,,,,,,,,,,,,,,,,,
681,PT00M05.60S,2022-11-20T01:29:58.0Z,4,REGULAR,rebound,offensive,[],1631132,,,1610612761,111,111,2022-11-20T01:30:05Z,6660000,False,,,0,,C. Koloko REBOUND (Off:7 Def:3),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,16-24 Left Center,,,680.0,,,10.0,3.0,7.0,,,,,,,,,,,,
682,PT00M01.10S,2022-11-20T01:30:02.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,94.30026281208936,50.0,1610612761,111,111,2022-11-20T01:32:02Z,6670000,False,0.0,1.0,1,right,MISS S. Barnes cutting Layup,[1630567],1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.11,Missed,,,,,,,,,,,,,,,,,,
683,PT00M00.70S,2022-11-20T01:30:03.3Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,111,111,2022-11-20T01:30:48Z,6680000,False,,,0,,S. Barnes REBOUND (Off:3 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,682.0,,,9.0,6.0,3.0,,,,,,,,,,,,
684,PT00M00.70S,2022-11-20T01:30:07.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,111,111,2022-11-20T01:30:56Z,6690000,False,0.0,0.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
685,PT00M00.10S,2022-11-20T01:30:07.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,111,111,2022-11-20T01:30:56Z,6700000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,684.0,,,,,,,,,,,,,,,,,
686,PT00M00.00S,2022-11-20T01:30:13.9Z,4,REGULAR,period,end,[],0,,,1610612761,111,111,2022-11-20T01:30:13Z,6710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT05M00.00S,2022-11-20T01:32:00.7Z,5,OVERTIME,substitution,out,['startperiod'],203200,,,1610612761,111,111,2022-11-20T01:32:42Z,6720000,False,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT05M00.00S,2022-11-20T01:32:00.7Z,5,OVERTIME,substitution,in,['startperiod'],1629027,,,1610612761,111,111,2022-11-20T01:32:42Z,6730000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT05M00.00S,2022-11-20T01:33:09.5Z,5,OVERTIME,period,start,[],0,,,0,111,111,2022-11-20T01:33:09Z,6740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT04M55.00S,2022-11-20T01:33:14.3Z,5,OVERTIME,jumpball,recovered,[],1629027,,,1610612737,111,111,2022-11-20T01:33:14Z,6760000,False,,,0,,Jump Ball C. Capela vs. C. Koloko: Tip to T. Young,"[1629027, 203991, 1631132]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Koloko,1631132.0,,,,,,,,,,,,,,,,,,,,,,
694,PT04M43.00S,2022-11-20T01:33:25.1Z,5,OVERTIME,3pt,Jump Shot,[],1631100,9.411957950065702,3.6764705882352944,1610612737,111,111,2022-11-20T01:33:29Z,6790000,False,232.0,36.0,1,left,MISS A. Griffin 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
695,PT04M40.00S,2022-11-20T01:33:28.1Z,5,OVERTIME,rebound,defensive,[],1630567,,,1610612761,111,111,2022-11-20T01:33:29Z,6800000,False,,,0,,S. Barnes REBOUND (Off:3 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,694.0,,,10.0,7.0,3.0,,,,,,,,,,,,
696,PT04M23.00S,2022-11-20T01:33:49.0Z,5,OVERTIME,foul,offensive,[],1630567,,,1610612761,111,111,2022-11-20T01:33:58Z,6810000,False,,,0,,S. Barnes offensive FOUL (2 PF),"[1630567, 203991]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1151.0,2.0,1.0,Capela,203991.0
698,PT04M23.00S,2022-11-20T01:33:49.0Z,5,OVERTIME,turnover,offensive foul,[],1630567,,,1610612761,111,111,2022-11-20T01:33:58Z,6830000,False,,,0,,S. Barnes offensive foul TURNOVER (3 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,3.0,,,202049.0,,,,
699,PT04M04.00S,2022-11-20T01:34:19.4Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631100,9.280551905387648,50.245098039215684,1610612737,113,111,2022-11-20T01:34:23Z,6840000,False,-1.0,35.0,1,left,A. Griffin driving floating Jump Shot (11 PTS),[1631100],1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,11.0,,,,,,,,,,,
700,PT03M38.00S,2022-11-20T01:34:45.2Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630567,85.62746386333771,50.0,1610612761,113,113,2022-11-20T01:34:51Z,6850000,False,0.0,83.0,1,right,S. Barnes 8' driving floating Jump Shot (28 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.26,Made,,,,,,,28.0,,,,,,,,,,,
701,PT03M23.00S,2022-11-20T01:35:00.2Z,5,OVERTIME,3pt,Jump Shot,[],1627749,10.068988173455978,4.411764705882353,1610612737,113,113,2022-11-20T01:35:04Z,6860000,False,228.0,42.0,1,left,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
702,PT03M20.00S,2022-11-20T01:35:03.2Z,5,OVERTIME,rebound,defensive,[],1630567,,,1610612761,113,113,2022-11-20T01:35:04Z,6870000,False,,,0,,S. Barnes REBOUND (Off:3 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,701.0,,,11.0,8.0,3.0,,,,,,,,,,,,
703,PT03M06.00S,2022-11-20T01:35:17.6Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628384,86.67871222076215,52.20588235294118,1610612761,113,113,2022-11-20T01:35:24Z,6880000,False,11.0,73.0,1,right,MISS O. Anunoby 7' fadeaway Shot,[1628384],1610612761.0,TOR,fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
704,PT03M03.00S,2022-11-20T01:35:20.6Z,5,OVERTIME,rebound,defensive,[],203991,,,1610612737,113,113,2022-11-20T01:35:24Z,6890000,False,,,0,,C. Capela REBOUND (Off:6 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,703.0,,,14.0,8.0,6.0,,,,,,,,,,,,
705,PT02M48.00S,2022-11-20T01:35:35.2Z,5,OVERTIME,2pt,Jump Shot,[],1627749,22.158344283837057,35.294117647058826,1610612737,113,113,2022-11-20T01:35:41Z,6900000,False,74.0,156.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,17.23,Missed,,,,,,,,,,,,,,,,,,
706,PT02M42.00S,2022-11-20T01:35:41.2Z,5,OVERTIME,rebound,offensive,[],1631100,,,1610612737,113,113,2022-11-20T01:35:41Z,6910000,False,,,0,,A. Griffin REBOUND (Off:2 Def:2),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Right Center,,,705.0,,,4.0,2.0,2.0,,,,,,,,,,,,
707,PT02M42.00S,2022-11-20T01:35:40.3Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631100,5.590000152587891,50.0,1610612737,115,113,2022-11-20T01:35:40Z,6920000,False,0.0,0.0,1,left,A. Griffin tip Layup (13 PTS),[1631100],1610612737.0,ATL,tip,,,Griffin,A. Griffin,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,13.0,,,,,,,,,,,
708,PT02M31.00S,2022-11-20T01:35:51.4Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],201152,92.72339027595268,46.32352941176471,1610612761,115,115,2022-11-20T01:35:55Z,6930000,False,-18.0,16.0,1,right,T. Young Layup (16 PTS) (S. Barnes 9 AST),"[201152, 1630567]",1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,16.0,S. Barnes,1630567.0,9.0,,,,,,,,
710,PT02M13.00S,2022-11-20T01:36:11.4Z,5,OVERTIME,foul,personal,['2freethrow'],1631132,,,1610612737,115,115,2022-11-20T01:36:36Z,6950000,False,,,0,,C. Koloko shooting personal FOUL (5 PF) (Hunter 2 FT),"[1631132, 1629631]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,5.0,0.0,Hunter,1629631.0
712,PT02M13.00S,2022-11-20T01:36:37.4Z,5,OVERTIME,freethrow,1 of 2,[],1629631,,,1610612737,116,115,2022-11-20T01:36:54Z,6970000,False,,,0,,D. Hunter Free Throw 1 of 2 (22 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
713,PT02M13.00S,2022-11-20T01:36:37.4Z,5,OVERTIME,freethrow,2 of 2,[],1629631,,,1610612737,116,115,2022-11-20T01:36:54Z,6980000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
714,PT02M11.00S,2022-11-20T01:36:39.4Z,5,OVERTIME,rebound,offensive,[],1631100,,,1610612737,116,115,2022-11-20T01:36:54Z,6990000,False,,,0,,A. Griffin REBOUND (Off:3 Def:2),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,713.0,,,5.0,2.0,3.0,,,,,,,,,,,,
715,PT01M58.00S,2022-11-20T01:37:06.6Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631100,15.719448094612352,58.57843137254902,1610612737,118,115,2022-11-20T01:37:10Z,7000000,False,-43.0,95.0,1,left,A. Griffin 10' driving floating Jump Shot (15 PTS) (T. Young 11 AST),"[1631100, 1629027]",1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,10.45,Made,,,,,,,15.0,T. Young,1629027.0,11.0,,,,,,,,
717,PT01M42.00S,2022-11-20T01:37:26.5Z,5,OVERTIME,3pt,Jump Shot,[],1630567,67.23061760840999,43.872549019607845,1610612761,118,115,2022-11-20T01:37:31Z,7020000,False,-31.0,256.0,1,right,MISS S. Barnes 25' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
718,PT01M37.00S,2022-11-20T01:37:31.5Z,5,OVERTIME,rebound,defensive,[],1629631,,,1610612737,118,115,2022-11-20T01:37:31Z,7030000,False,,,0,,D. Hunter REBOUND (Off:1 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,717.0,,,5.0,4.0,1.0,,,,,,,,,,,,
719,PT01M17.00S,2022-11-20T01:37:53.0Z,5,OVERTIME,3pt,Jump Shot,[],1627749,14.4053876478318,4.166666666666666,1610612737,118,115,2022-11-20T01:38:10Z,7040000,False,229.0,83.0,1,left,MISS D. Murray 24' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,24.37,Missed,,,,,,,,,,,,,,,,,,
721,PT01M16.00S,2022-11-20T01:37:54.0Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612737,118,115,2022-11-20T01:38:10Z,7060000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,719.0,,,,,,,,,,,,,,,,,
722,PT01M16.00S,2022-11-20T01:37:59.7Z,5,OVERTIME,turnover,shot clock,['team'],0,,,1610612737,118,115,2022-11-20T01:38:09Z,7070000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,,,,
723,PT01M00.00S,2022-11-20T01:38:22.4Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1628384,73.14388961892247,81.37254901960785,1610612761,118,115,2022-11-20T01:38:27Z,7080000,False,157.0,200.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
724,PT00M58.60S,2022-11-20T01:38:24.9Z,5,OVERTIME,rebound,offensive,[],201152,,,1610612761,118,115,2022-11-20T01:38:24Z,7090000,False,,,0,,T. Young REBOUND (Off:3 Def:6),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,723.0,,,9.0,6.0,3.0,,,,,,,,,,,,
725,PT00M58.60S,2022-11-20T01:38:25.8Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201152,93.64323258869908,50.0,1610612761,118,117,2022-11-20T01:38:36Z,7100000,False,0.0,7.0,1,right,T. Young putback Layup (18 PTS),[201152],1610612761.0,TOR,putback,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,18.0,,,,,,,,,,,
726,PT00M41.20S,2022-11-20T01:38:52.7Z,5,OVERTIME,foul,personal,[],201152,,,1610612737,118,117,2022-11-20T01:38:57Z,7110000,False,,,0,,T. Young personal FOUL (3 PF),"[201152, 1629631]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Hunter,1629631.0
728,PT00M41.20S,2022-11-20T01:39:16.4Z,5,OVERTIME,timeout,full,"['team', 'mandatory']",0,,,1610612737,118,117,2022-11-20T01:39:16Z,7130000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,PT00M29.30S,2022-11-20T01:41:16.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629027,7.178055190538765,47.794117647058826,1610612737,120,117,2022-11-20T01:41:22Z,7140000,False,11.0,15.0,1,left,T. Young driving finger roll Layup (31 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,31.0,,,,,,,,,,,
731,PT00M12.70S,2022-11-20T01:41:41.1Z,5,OVERTIME,foul,personal,['2freethrow'],1631100,,,1610612761,120,117,2022-11-20T01:41:59Z,7160000,False,,,0,,A. Griffin shooting personal FOUL (2 PF) (Koloko 2 FT),"[1631100, 1631132]",1610612737.0,ATL,shooting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Koloko,1631132.0
733,PT00M12.70S,2022-11-20T01:42:02.4Z,5,OVERTIME,freethrow,1 of 2,[],1631132,,,1610612761,120,117,2022-11-20T01:42:02Z,7180000,False,,,0,,MISS C. Koloko Free Throw 1 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
734,PT00M12.70S,2022-11-20T01:42:02.4Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612761,120,117,2022-11-20T01:42:02Z,7190000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,733.0,,,,,,,,,,,,,,,,,
735,PT00M12.70S,2022-11-20T01:42:16.8Z,5,OVERTIME,freethrow,2 of 2,[],1631132,,,1610612761,120,118,2022-11-20T01:42:16Z,7200000,False,,,0,,C. Koloko Free Throw 2 of 2 (7 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
736,PT00M11.60S,2022-11-20T01:42:30.6Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612737,120,118,2022-11-20T01:43:00Z,7210000,False,,,0,,O. Anunoby take personal FOUL (4 PF) (Young 2 FT),"[1628384, 1629027]",1610612761.0,TOR,take,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,203177.0,4.0,0.0,Young,1629027.0
738,PT00M11.60S,2022-11-20T01:43:01.7Z,5,OVERTIME,freethrow,1 of 2,[],1629027,,,1610612737,121,118,2022-11-20T01:43:01Z,7230000,False,,,0,,T. Young Free Throw 1 of 2 (32 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,32.0,,,,,,,,,,,
739,PT00M11.60S,2022-11-20T01:43:16.7Z,5,OVERTIME,freethrow,2 of 2,[],1629027,,,1610612737,122,118,2022-11-20T01:43:16Z,7240000,False,,,0,,T. Young Free Throw 2 of 2 (33 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,33.0,,,,,,,,,,,
740,PT00M11.60S,2022-11-20T01:43:21.2Z,5,OVERTIME,timeout,full,"['team', 'mandatory']",0,,,1610612761,122,118,2022-11-20T01:43:21Z,7250000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PT00M08.80S,2022-11-20T01:45:02.3Z,5,OVERTIME,2pt,DUNK,['pointsinthepaint'],1628384,93.38042049934296,49.50980392156863,1610612761,122,120,2022-11-20T01:45:07Z,7260000,False,-2.0,10.0,1,right,O. Anunoby driving DUNK (25 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,25.0,F. VanVleet,1627832.0,5.0,,,,,,,,
743,PT00M08.80S,2022-11-20T01:45:13.6Z,5,OVERTIME,timeout,full,['team'],0,,,1610612737,122,120,2022-11-20T01:45:13Z,7280000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT00M08.80S,2022-11-20T01:46:23.2Z,5,OVERTIME,substitution,out,[],203991,,,1610612737,122,120,2022-11-20T01:46:37Z,7290000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
745,PT00M08.80S,2022-11-20T01:46:23.2Z,5,OVERTIME,substitution,in,[],203200,,,1610612737,122,120,2022-11-20T01:46:37Z,7300000,False,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
746,PT00M08.10S,2022-11-20T01:47:08.4Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612737,122,120,2022-11-20T01:47:41Z,7310000,False,,,0,,S. Barnes personal FOUL (3 PF) (Hunter 2 FT),"[1630567, 1629631]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,1151.0,3.0,1.0,Hunter,1629631.0
748,PT00M08.10S,2022-11-20T01:47:45.5Z,5,OVERTIME,freethrow,1 of 2,[],1629631,,,1610612737,122,120,2022-11-20T01:47:45Z,7330000,False,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
