actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
603,PT03M24.00S,2022-10-22T01:44:43.5Z,4,REGULAR,block,,[],203082,,,1610612737,99,92,2022-10-22T01:44:47Z,5910000,,,0,,T. Ross BLOCK (1 BLK),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
604,PT03M23.00S,2022-10-22T01:44:44.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,99,92,2022-10-22T01:44:55Z,5920000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,602.0,,,,,,,,,,,,,,,,,
606,PT03M21.00S,2022-10-22T01:45:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,4.944152431011826,3.6764705882352944,1610612737,102,92,2022-10-22T01:45:10Z,5940000,232.0,-6.0,1,left,T. Young 3PT pullup (22 PTS) (D. Murray 8 AST),"[1629027, 1627749]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,,,,,22.0,D. Murray,1627749.0,8.0,,,,,,
608,PT03M04.00S,2022-10-22T01:45:20.2Z,4,REGULAR,3pt,Jump Shot,[],1631094,66.70499342969777,42.64705882352941,1610612753,102,92,2022-10-22T01:45:27Z,5960000,-37.0,260.0,1,right,MISS P. Banchero 26' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
609,PT03M02.00S,2022-10-22T01:45:22.2Z,4,REGULAR,rebound,offensive,[],1630532,,,1610612753,102,92,2022-10-22T01:45:27Z,5970000,,,0,,F. Wagner REBOUND (Off:3 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,608.0,7.0,4.0,3.0,,,,,,,,,,,,,,
610,PT02M55.00S,2022-10-22T01:45:40.3Z,4,REGULAR,turnover,bad pass,[],1630532,,,1610612753,102,92,2022-10-22T01:45:47Z,5980000,,,0,,F. Wagner bad pass TURNOVER (3 TO),"[1630532, 1627749]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,3.0,,,,,,,,,Murray,1627749.0
611,PT02M55.00S,2022-10-22T01:45:40.3Z,4,REGULAR,steal,,[],1627749,,,1610612737,102,92,2022-10-22T01:45:42Z,5990000,,,0,,D. Murray STEAL (4 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
612,PT02M52.00S,2022-10-22T01:45:43.7Z,4,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,102,92,2022-10-22T01:45:59Z,6000000,,,0,,D. Murray bad pass out-of-bounds TURNOVER (7 TO),[1627749],1610612737.0,ATL,bad pass,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,203592.0,7.0,,,,,,,,,,
613,PT02M45.00S,2022-10-22T01:45:50.5Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612753,102,92,2022-10-22T01:46:06Z,6010000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 203991]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,,,,,,,,,Capela,203991.0
614,PT02M45.00S,2022-10-22T01:45:50.5Z,4,REGULAR,steal,,[],203991,,,1610612737,102,92,2022-10-22T01:50:13Z,6020000,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
615,PT02M40.00S,2022-10-22T01:45:55.9Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629027,32.933639947437584,50.0,1610612737,105,92,2022-10-22T01:47:50Z,6030000,0.0,257.0,1,left,T. Young 25' 3PT running pullup (25 PTS),[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.71,Made,,,,,,,,,25.0,,,,,,,,,
617,PT02M14.00S,2022-10-22T01:46:52.8Z,4,REGULAR,3pt,Jump Shot,[],1631094,88.64980289093299,4.411764705882353,1610612753,105,92,2022-10-22T01:47:00Z,6050000,-228.0,54.0,1,right,MISS P. Banchero 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
618,PT02M12.00S,2022-10-22T01:46:54.8Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,105,92,2022-10-22T01:47:00Z,6060000,,,0,,D. Murray REBOUND (Off:1 Def:8),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,617.0,9.0,8.0,1.0,,,,,,,,,,,,,,
619,PT02M07.00S,2022-10-22T01:47:00.2Z,4,REGULAR,turnover,lost ball,[],1628381,,,1610612737,105,92,2022-10-22T01:47:07Z,6070000,,,0,,J. Collins lost ball TURNOVER (2 TO),"[1628381, 1630175]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,,,,,,,Anthony,1630175.0
620,PT02M07.00S,2022-10-22T01:47:00.2Z,4,REGULAR,steal,,[],1630175,,,1610612753,105,92,2022-10-22T01:47:03Z,6080000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
621,PT02M02.00S,2022-10-22T01:47:05.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630532,78.13731931668858,9.068627450980392,1610612753,105,92,2022-10-22T01:47:15Z,6090000,-205.0,153.0,1,right,MISS F. Wagner 25' running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
622,PT02M00.00S,2022-10-22T01:47:09.1Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,105,92,2022-10-22T01:47:09Z,6100000,,,0,,P. Banchero REBOUND (Off:2 Def:9),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,621.0,11.0,9.0,2.0,,,,,,,,,,,,,,
623,PT02M00.00S,2022-10-22T01:47:13.4Z,4,REGULAR,foul,personal,[],1629027,,,1610612753,105,92,2022-10-22T01:47:26Z,6110000,,,0,,T. Young personal FOUL (3 PF),"[1629027, 1631094]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,3.0,0.0,Banchero,1631094.0,,
625,PT01M55.00S,2022-10-22T01:47:38.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630532,92.59198423127464,49.26470588235294,1610612753,105,94,2022-10-22T01:47:47Z,6130000,-4.0,17.0,1,right,F. Wagner cutting Layup (8 PTS) (W. Carter Jr. 2 AST),"[1630532, 1628976]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,,8.0,W. Carter Jr.,1628976.0,2.0,,,,,,
627,PT01M35.00S,2022-10-22T01:48:00.9Z,4,REGULAR,2pt,Jump Shot,[],1629027,26.10052562417871,31.372549019607842,1610612737,105,94,2022-10-22T01:48:12Z,6150000,93.0,193.0,1,left,MISS T. Young 21' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,21.41,Missed,,,,,,,,,,,,,,,,,,
628,PT01M34.00S,2022-10-22T01:48:01.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,105,94,2022-10-22T01:48:12Z,6160000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,627.0,,,,,,,,,,,,,,,,,
630,PT01M22.00S,2022-10-22T01:48:32.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,17.0335085413929,44.85294117647059,1610612737,105,94,2022-10-22T01:50:22Z,6180000,26.0,108.0,1,left,MISS D. Hunter 11' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,11.06,Missed,,,,,,,,,,,,,,,,,,
631,PT01M17.00S,2022-10-22T01:48:37.8Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,105,94,2022-10-22T01:48:39Z,6190000,,,0,,P. Banchero REBOUND (Off:2 Def:10),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,630.0,12.0,10.0,2.0,,,,,,,,,,,,,,
632,PT01M07.00S,2022-10-22T01:48:47.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,80.23981603153744,49.754901960784316,1610612753,105,94,2022-10-22T01:48:55Z,6200000,-1.0,133.0,1,right,MISS P. Banchero 13' turnaround Shot - blocked,"[1631094, 1628381]",1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,13.32,Missed,,,,,Collins,1628381.0,,,,,,,,,,,,
633,PT01M07.00S,2022-10-22T01:48:47.6Z,4,REGULAR,block,,[],1628381,,,1610612753,105,94,2022-10-22T01:48:51Z,6210000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
634,PT01M02.00S,2022-10-22T01:48:52.6Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,105,94,2022-10-22T01:48:55Z,6220000,,,0,,J. Collins REBOUND (Off:3 Def:10),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,632.0,13.0,10.0,3.0,,,,,,,,,,,,,,
635,PT00M48.60S,2022-10-22T01:49:06.0Z,4,REGULAR,3pt,Jump Shot,[],1628381,8.754927726675426,94.6078431372549,1610612737,108,94,2022-10-22T01:49:14Z,6230000,-223.0,30.0,1,left,J. Collins 3PT  (23 PTS) (D. Murray 9 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,22.5,Made,,,,,,,,,23.0,D. Murray,1627749.0,9.0,,,,,,
637,PT00M37.70S,2022-10-22T01:49:24.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612753,108,94,2022-10-22T01:49:57Z,6250000,,,0,,J. Collins shooting personal FOUL (3 PF) (Anthony 2 FT),"[1628381, 1630175]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,1628171.0,,,,,,3.0,0.0,Anthony,1630175.0,,
639,PT00M37.70S,2022-10-22T01:49:58.2Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,108,95,2022-10-22T01:49:58Z,6270000,,,0,,C. Anthony Free Throw 1 of 2 (24 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,24.0,,,,,,,,,
640,PT00M37.70S,2022-10-22T01:50:05.1Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,108,95,2022-10-22T01:50:12Z,6280000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M37.70S,2022-10-22T01:50:05.1Z,4,REGULAR,substitution,in,[],1630284,,,1610612753,108,95,2022-10-22T01:50:12Z,6290000,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M37.70S,2022-10-22T01:50:23.2Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,108,96,2022-10-22T01:50:23Z,6300000,,,0,,C. Anthony Free Throw 2 of 2 (25 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,25.0,,,,,,,,,
643,PT00M17.40S,2022-10-22T01:50:45.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,12.302890932982917,55.14705882352941,1610612737,108,96,2022-10-22T01:50:51Z,6310000,-26.0,63.0,1,left,MISS T. Young 6' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
644,PT00M14.90S,2022-10-22T01:50:48.1Z,4,REGULAR,rebound,defensive,[],1630284,,,1610612753,108,96,2022-10-22T01:50:48Z,6320000,,,0,,K. Harris REBOUND (Off:0 Def:1),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,643.0,1.0,1.0,0.0,,,,,,,,,,,,,,
645,PT00M11.10S,2022-10-22T01:50:52.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612753,108,96,2022-10-22T01:51:14Z,6330000,,,0,,J. Collins shooting personal FOUL (4 PF) (Banchero 2 FT),"[1628381, 1631094]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,203592.0,,,,,,4.0,0.0,Banchero,1631094.0,,
647,PT00M11.10S,2022-10-22T01:51:22.8Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,108,97,2022-10-22T01:51:22Z,6350000,,,0,,P. Banchero Free Throw 1 of 2 (19 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
648,PT00M11.10S,2022-10-22T01:51:39.4Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,108,98,2022-10-22T01:51:39Z,6360000,,,0,,P. Banchero Free Throw 2 of 2 (20 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,20.0,,,,,,,,,
649,PT00M00.00S,2022-10-22T01:51:59.8Z,4,REGULAR,period,end,[],0,,,1610612737,108,98,2022-10-22T01:51:59Z,6370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M00.00S,2022-10-22T01:52:08.4Z,4,REGULAR,game,end,[],0,,,0,108,98,2022-10-22T01:52:08Z,6380000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
