actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
651,PT07M46.00S,2023-02-16T03:12:23.0Z,4,REGULAR,3pt,Jump Shot,[],203967,66.70499342969777,44.36274509803921,1610612760,122,85,2023-02-16T03:12:27Z,6480000,False,-28.0,260.0,1,right,MISS D. Saric 26' pullup 3PT,[203967],1610612760.0,OKC,pullup,,,,,,Above the Break 3,24+ Center,26.2,Missed,Saric,D. Saric,,,,,,,,,,,,,,,,,,
652,PT07M43.00S,2023-02-16T03:12:26.0Z,4,REGULAR,rebound,defensive,[],1630620,,,1610612745,122,85,2023-02-16T03:12:27Z,6490000,False,,,0,,D. Days REBOUND (Off:0 Def:2),[1630620],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Days,D. Days,651.0,2.0,2.0,0.0,,,,,,,,,,,,,,
653,PT07M34.00S,2023-02-16T03:12:34.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630528,4.944152431011826,51.470588235294116,1610612745,122,87,2023-02-16T03:12:38Z,6500000,False,-7.0,-6.0,1,left,J. Christopher running Layup (5 PTS),[1630528],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,0.95,Made,Christopher,J. Christopher,,,,,5.0,,,,,,,,,,,,,
654,PT07M18.00S,2023-02-16T03:12:49.8Z,4,REGULAR,2pt,Jump Shot,[],1630198,78.13731931668858,26.47058823529412,1610612760,122,87,2023-02-16T03:12:57Z,6510000,False,-118.0,153.0,1,right,MISS I. Joe 19' step back Shot,[1630198],1610612760.0,OKC,step back,,,,,,Mid-Range,16-24 Left Center,19.3,Missed,Joe,I. Joe,,,,,,,,,,,,,,,,,,
655,PT07M15.00S,2023-02-16T03:12:52.8Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612745,122,87,2023-02-16T03:12:57Z,6520000,False,,,0,,F. Kaminsky REBOUND (Off:1 Def:2),[1626163],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Kaminsky,F. Kaminsky,654.0,3.0,2.0,1.0,,,,,,,,,,,,,,
656,PT07M06.00S,2023-02-16T03:13:01.8Z,4,REGULAR,3pt,Jump Shot,[],1630528,11.514454664914586,95.34313725490196,1610612745,122,90,2023-02-16T03:13:06Z,6530000,False,-227.0,56.0,1,left,J. Christopher 3PT  (8 PTS) (U. Garuba 1 AST),"[1630528, 1630586]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,23.34,Made,Christopher,J. Christopher,,,,,8.0,,,,,,,,U. Garuba,1630586.0,1.0,,,
658,PT07M06.00S,2023-02-16T03:13:07.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,122,90,2023-02-16T03:13:07Z,6550000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT07M06.00S,2023-02-16T03:15:04.5Z,4,REGULAR,substitution,out,[],1626163,,,1610612760,122,90,2023-02-16T03:15:44Z,6560000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612745.0,HOU,,,,,,,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,
662,PT07M06.00S,2023-02-16T03:15:04.5Z,4,REGULAR,substitution,in,[],1626246,,,1610612760,122,90,2023-02-16T03:15:44Z,6570000,False,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,,,,,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,
663,PT06M54.00S,2023-02-16T03:16:04.7Z,4,REGULAR,turnover,bad pass,[],203967,,,1610612760,122,90,2023-02-16T03:16:08Z,6580000,False,,,0,,D. Saric bad pass TURNOVER (2 TO),"[203967, 1630586]",1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right Center,,,Saric,D. Saric,,,,,,,,,,,,,,,,2.0,Garuba,1630586.0
664,PT06M54.00S,2023-02-16T03:16:04.7Z,4,REGULAR,steal,,[],1630586,,,1610612745,122,90,2023-02-16T03:16:06Z,6590000,False,,,0,,U. Garuba STEAL (1 STL),[1630586],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,
665,PT06M35.00S,2023-02-16T03:16:23.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631309,30.56833114323259,75.0,1610612745,122,90,2023-02-16T03:18:06Z,6600000,False,-125.0,235.0,1,left,MISS T. Hudgins 26' step back 3PT,[1631309],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Left Center,26.6,Missed,Hudgins,T. Hudgins,,,,,,,,,,,,,,,,,,
666,PT06M34.00S,2023-02-16T03:16:24.0Z,4,REGULAR,rebound,offensive,[],1630528,,,1610612745,122,90,2023-02-16T03:18:31Z,6610000,False,,,0,,J. Christopher REBOUND (Off:1 Def:0),[1630528],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Christopher,J. Christopher,665.0,1.0,0.0,1.0,,,,,,,,,,,,,,
674,PT06M32.00S,2023-02-16T03:16:29.0Z,4,REGULAR,turnover,bad pass,[],1630528,,,1610612745,122,90,2023-02-16T03:17:42Z,6615000,False,,,0,,J. Christopher bad pass TURNOVER (3 TO),"[1630528, 1630647]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,3.0,Omoruyi,1630647.0
675,PT06M32.00S,2023-02-16T03:16:29.0Z,4,REGULAR,steal,,[],1630647,,,1610612760,122,90,2023-02-16T03:17:42Z,6617500,False,,,0,,E. Omoruyi STEAL (1 STL),[1630647],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,
667,PT06M24.00S,2023-02-16T03:16:35.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,95.3515111695138,96.32352941176471,1610612760,125,90,2023-02-16T03:17:42Z,6620000,False,232.0,-9.0,1,right,T. Mann 3PT  (3 PTS) (I. Joe 2 AST),"[1630544, 1630198]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.18,Made,Mann,T. Mann,,,,,3.0,,,,,,,,I. Joe,1630198.0,2.0,,,
670,PT06M04.00S,2023-02-16T03:17:18.5Z,4,REGULAR,3pt,Jump Shot,[],1631309,29.6484888304862,23.03921568627451,1610612745,125,90,2023-02-16T03:17:25Z,6650000,False,135.0,226.0,1,left,MISS T. Hudgins 26' pullup 3PT,[1631309],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,26.33,Missed,Hudgins,T. Hudgins,,,,,,,,,,,,,,,,,,
671,PT05M59.00S,2023-02-16T03:17:22.5Z,4,REGULAR,rebound,defensive,[],1630647,,,1610612760,125,90,2023-02-16T03:17:22Z,6660000,False,,,0,,E. Omoruyi REBOUND (Off:0 Def:1),[1630647],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Omoruyi,E. Omoruyi,670.0,1.0,1.0,0.0,,,,,,,,,,,,,,
672,PT05M58.00S,2023-02-16T03:17:27.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630647,93.38042049934296,50.73529411764706,1610612760,127,90,2023-02-16T03:19:32Z,6670000,False,4.0,10.0,1,right,E. Omoruyi running Layup (2 PTS),[1630647],1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,1.04,Made,Omoruyi,E. Omoruyi,,,,,2.0,,,,,,,,,,,,,
673,PT05M58.00S,2023-02-16T03:17:37.7Z,4,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612760,127,90,2023-02-16T03:17:48Z,6680000,False,,,0,,U. Garuba shooting personal FOUL (3 PF) (Omoruyi 1 FT),"[1630586, 1630647]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Garuba,U. Garuba,,,,,,,,203591.0,3.0,1.0,Omoruyi,1630647.0,,,,,,
677,PT05M58.00S,2023-02-16T03:17:52.8Z,4,REGULAR,substitution,out,[],203967,,,1610612760,127,90,2023-02-16T03:18:05Z,6700000,False,,,0,,SUB out: D. Saric,[203967],1610612760.0,OKC,,,,,,,,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,
678,PT05M58.00S,2023-02-16T03:17:52.8Z,4,REGULAR,substitution,out,[],1630198,,,1610612760,127,90,2023-02-16T03:18:05Z,6710000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
679,PT05M58.00S,2023-02-16T03:17:52.8Z,4,REGULAR,substitution,in,[],1631119,,,1610612760,127,90,2023-02-16T03:18:05Z,6720000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
680,PT05M58.00S,2023-02-16T03:17:52.8Z,4,REGULAR,substitution,in,[],1630598,,,1610612760,127,90,2023-02-16T03:18:05Z,6730000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
681,PT05M58.00S,2023-02-16T03:18:09.1Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630647,,,1610612760,128,90,2023-02-16T03:18:09Z,6740000,False,,,0,,E. Omoruyi Free Throw 1 of 1 (3 PTS),[1630647],1610612760.0,OKC,,,,,,,,,,Made,Omoruyi,E. Omoruyi,,,,,3.0,,,,,,,,,,,,,
682,PT05M45.00S,2023-02-16T03:18:23.6Z,4,REGULAR,turnover,bad pass,[],1630586,,,1610612745,128,90,2023-02-16T03:18:27Z,6750000,False,,,0,,U. Garuba bad pass TURNOVER (1 TO),"[1630586, 1630322]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,1.0,Waters III,1630322.0
683,PT05M45.00S,2023-02-16T03:18:23.6Z,4,REGULAR,steal,,[],1630322,,,1610612760,128,90,2023-02-16T03:18:25Z,6760000,False,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
684,PT05M33.00S,2023-02-16T03:18:35.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,68.80749014454665,70.58823529411765,1610612760,128,90,2023-02-16T03:18:39Z,6770000,False,103.0,241.0,1,right,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,26.18,Missed,Williams,J. Williams,,,,,,,,,,,,,,,,,,
685,PT05M29.00S,2023-02-16T03:18:39.3Z,4,REGULAR,rebound,defensive,[],1630620,,,1610612745,128,90,2023-02-16T03:18:39Z,6780000,False,,,0,,D. Days REBOUND (Off:0 Def:3),[1630620],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Days,D. Days,684.0,3.0,3.0,0.0,,,,,,,,,,,,,,
686,PT05M23.00S,2023-02-16T03:18:45.0Z,4,REGULAR,3pt,Jump Shot,[],1631309,29.122864651773984,75.98039215686273,1610612745,128,90,2023-02-16T03:18:49Z,6790000,False,-130.0,221.0,1,left,MISS T. Hudgins 25' 3PT,[1631309],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,25.66,Missed,Hudgins,T. Hudgins,,,,,,,,,,,,,,,,,,
687,PT05M20.00S,2023-02-16T03:18:48.0Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,128,90,2023-02-16T03:18:49Z,6800000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Wiggins,A. Wiggins,686.0,1.0,1.0,0.0,,,,,,,,,,,,,,
688,PT05M12.00S,2023-02-16T03:18:56.6Z,4,REGULAR,foul,personal,['2freethrow'],1630620,,,1610612760,128,90,2023-02-16T03:19:07Z,6810000,False,,,0,,D. Days shooting personal FOUL (1 PF) (Mann 2 FT),"[1630620, 1630544]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Days,D. Days,,,,,,,,202056.0,1.0,0.0,Mann,1630544.0,,,,,,
690,PT05M12.00S,2023-02-16T03:19:18.7Z,4,REGULAR,freethrow,1 of 2,[],1630544,,,1610612760,128,90,2023-02-16T03:19:18Z,6830000,False,,,0,,MISS T. Mann Free Throw 1 of 2,[1630544],1610612760.0,OKC,,,,,,,,,,Missed,Mann,T. Mann,,,,,,,,,,,,,,,,,,
691,PT05M12.00S,2023-02-16T03:19:18.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,128,90,2023-02-16T03:19:18Z,6840000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,
692,PT05M12.00S,2023-02-16T03:19:33.1Z,4,REGULAR,freethrow,2 of 2,[],1630544,,,1610612760,129,90,2023-02-16T03:19:33Z,6850000,False,,,0,,T. Mann Free Throw 2 of 2 (4 PTS),[1630544],1610612760.0,OKC,,,,,,,,,,Made,Mann,T. Mann,,,,,4.0,,,,,,,,,,,,,
693,PT04M55.00S,2023-02-16T03:19:49.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,9.806176084099869,65.44117647058823,1610612745,129,90,2023-02-16T03:19:56Z,6860000,False,-77.0,40.0,1,left,MISS B. Marjanovic 8' turnaround bank Shot,[1626246],1610612745.0,HOU,turnaround bank,,,,,,In The Paint (Non-RA),8-16 Left,8.68,Missed,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,
694,PT04M52.00S,2023-02-16T03:19:52.3Z,4,REGULAR,rebound,defensive,[],1631119,,,1610612760,129,90,2023-02-16T03:19:56Z,6870000,False,,,0,,J. Williams REBOUND (Off:0 Def:12),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Williams,J. Williams,693.0,12.0,12.0,0.0,,,,,,,,,,,,,,
695,PT04M49.00S,2023-02-16T03:19:59.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630528,,,1610612760,129,90,2023-02-16T03:20:11Z,6880000,False,,,0,,J. Christopher personal FOUL (4 PF) (Omoruyi 2 FT),"[1630528, 1630647]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Christopher,J. Christopher,,,,,,,,1627962.0,4.0,0.0,Omoruyi,1630647.0,,,,,,
697,PT04M49.00S,2023-02-16T03:20:23.7Z,4,REGULAR,freethrow,1 of 2,[],1630647,,,1610612760,130,90,2023-02-16T03:20:23Z,6900000,False,,,0,,E. Omoruyi Free Throw 1 of 2 (4 PTS),[1630647],1610612760.0,OKC,,,,,,,,,,Made,Omoruyi,E. Omoruyi,,,,,4.0,,,,,,,,,,,,,
698,PT04M49.00S,2023-02-16T03:20:23.7Z,4,REGULAR,freethrow,2 of 2,[],1630647,,,1610612760,130,90,2023-02-16T03:20:44Z,6910000,False,,,0,,MISS E. Omoruyi Free Throw 2 of 2,[1630647],1610612760.0,OKC,,,,,,,,,,Missed,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,
699,PT04M48.00S,2023-02-16T03:20:24.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,130,90,2023-02-16T03:20:44Z,6920000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,698.0,,,,,,,,,,,,,,,,,
701,PT04M37.00S,2023-02-16T03:20:56.9Z,4,REGULAR,3pt,Jump Shot,[],1631309,27.414586070959263,13.725490196078432,1610612745,130,90,2023-02-16T03:22:18Z,6940000,False,181.0,205.0,1,left,MISS T. Hudgins 27' pullup 3PT,[1631309],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,27.39,Missed,Hudgins,T. Hudgins,,,,,,,,,,,,,,,,,,
702,PT04M36.00S,2023-02-16T03:21:01.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,130,90,2023-02-16T03:21:01Z,6950000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,701.0,,,,,,,,,,,,,,,,,
704,PT04M27.00S,2023-02-16T03:21:20.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630528,19.136005256241788,54.90196078431373,1610612745,130,90,2023-02-16T03:21:23Z,6970000,False,-25.0,127.0,1,left,MISS J. Christopher 12' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.97,Missed,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
705,PT04M25.00S,2023-02-16T03:21:22.1Z,4,REGULAR,rebound,defensive,[],1631119,,,1610612760,130,90,2023-02-16T03:21:23Z,6980000,False,,,0,,J. Williams REBOUND (Off:0 Def:13),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Williams,J. Williams,704.0,13.0,13.0,0.0,,,,,,,,,,,,,,
706,PT04M18.00S,2023-02-16T03:21:31.4Z,4,REGULAR,violation,kicked ball,[],1630620,,,1610612760,130,90,2023-02-16T03:21:37Z,6990000,False,,,0,,D. Days kicked ball VIOLATION,[1630620],1610612745.0,HOU,,,,,,,,,,,Days,D. Days,,,,,,,,202056.0,,,,,,,,,,
707,PT04M12.00S,2023-02-16T03:22:01.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630620,,,1610612760,130,90,2023-02-16T03:22:20Z,7000000,False,,,0,,D. Days shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1630620, 1630598]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Days,D. Days,,,,,,,,202056.0,2.0,0.0,Wiggins,1630598.0,,,,,,
709,PT04M12.00S,2023-02-16T03:22:35.4Z,4,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,131,90,2023-02-16T03:22:35Z,7020000,False,,,0,,A. Wiggins Free Throw 1 of 2 (5 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,5.0,,,,,,,,,,,,,
710,PT04M12.00S,2023-02-16T03:22:41.4Z,4,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,132,90,2023-02-16T03:22:41Z,7030000,False,,,0,,A. Wiggins Free Throw 2 of 2 (6 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,6.0,,,,,,,,,,,,,
711,PT03M53.00S,2023-02-16T03:23:02.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,16.113666228646515,45.83333333333333,1610612745,132,90,2023-02-16T03:23:06Z,7040000,False,21.0,99.0,1,left,MISS B. Marjanovic 10' turnaround Shot,[1626246],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,10.12,Missed,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,
712,PT03M51.00S,2023-02-16T03:23:04.6Z,4,REGULAR,rebound,defensive,[],1631119,,,1610612760,132,90,2023-02-16T03:23:06Z,7050000,False,,,0,,J. Williams REBOUND (Off:0 Def:14),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Williams,J. Williams,711.0,14.0,14.0,0.0,,,,,,,,,,,,,,
713,PT03M40.00S,2023-02-16T03:23:15.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630647,90.62089356110381,53.431372549019606,1610612760,132,90,2023-02-16T03:25:06Z,7060000,False,17.0,36.0,1,right,MISS E. Omoruyi driving floating bank Shot,[1630647],1610612760.0,OKC,driving floating bank,,,,,,Restricted Area,0-8 Center,3.96,Missed,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,
714,PT03M37.00S,2023-02-16T03:23:18.7Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612745,132,90,2023-02-16T03:23:19Z,7070000,False,,,0,,J. Christopher REBOUND (Off:1 Def:1),[1630528],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Christopher,J. Christopher,713.0,2.0,1.0,1.0,,,,,,,,,,,,,,
715,PT03M33.00S,2023-02-16T03:23:22.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630528,4.812746386333772,46.568627450980394,1610612745,132,92,2023-02-16T03:23:27Z,7080000,False,17.0,-7.0,1,left,J. Christopher running Layup (10 PTS),[1630528],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.87,Made,Christopher,J. Christopher,,,,,10.0,,,,,,,,,,,,,
716,PT03M10.00S,2023-02-16T03:23:47.7Z,4,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,132,92,2023-02-16T03:23:53Z,7090000,False,,,0,,T. Mann bad pass out-of-bounds TURNOVER (1 TO),[1630544],1610612760.0,OKC,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,,,Mann,T. Mann,,,,,,,,1627962.0,,,,,,,,1.0,,
717,PT03M01.00S,2023-02-16T03:24:02.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630620,7.178055190538765,95.83333333333334,1610612745,132,92,2023-02-16T03:24:06Z,7100000,False,-229.0,15.0,1,left,MISS D. Days 3PT,[1630620],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,22.97,Missed,Days,D. Days,,,,,,,,,,,,,,,,,,
718,PT02M58.00S,2023-02-16T03:24:05.9Z,4,REGULAR,rebound,offensive,[],1630586,,,1610612745,132,92,2023-02-16T03:24:05Z,7110000,False,,,0,,U. Garuba REBOUND (Off:1 Def:2),[1630586],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,Garuba,U. Garuba,717.0,3.0,2.0,1.0,,,,,,,,,,,,,,
719,PT02M57.00S,2023-02-16T03:24:08.9Z,4,REGULAR,foul,personal,['2freethrow'],1630647,,,1610612745,132,92,2023-02-16T03:26:51Z,7120000,False,,,0,,E. Omoruyi shooting personal FOUL (1 PF) (Days 2 FT),"[1630647, 1630620]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Omoruyi,E. Omoruyi,,,,,,,,202056.0,1.0,0.0,Days,1630620.0,,,,,,
721,PT02M57.00S,2023-02-16T03:24:22.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,132,92,2023-02-16T03:24:22Z,7140000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT02M57.00S,2023-02-16T03:27:18.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630620,,,1610612745,132,93,2023-02-16T03:27:18Z,7150000,False,,,0,,D. Days Free Throw 1 of 2 (6 PTS),[1630620],1610612745.0,HOU,,,,,,,,,,Made,Days,D. Days,,,,,6.0,,,,,,,,,,,,,
723,PT02M57.00S,2023-02-16T03:27:34.0Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630620,,,1610612745,132,94,2023-02-16T03:27:34Z,7160000,False,,,0,,D. Days Free Throw 2 of 2 (7 PTS),[1630620],1610612745.0,HOU,,,,,,,,,,Made,Days,D. Days,,,,,7.0,,,,,,,,,,,,,
724,PT02M42.00S,2023-02-16T03:27:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,90.88370565045992,43.627450980392155,1610612760,132,94,2023-02-16T03:29:03Z,7170000,False,-32.0,33.0,1,right,MISS T. Mann driving Layup - blocked,"[1630544, 1630620]",1610612760.0,OKC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,Mann,T. Mann,,,,,,Days,1630620.0,,,,,,,,,,,
725,PT02M42.00S,2023-02-16T03:27:49.0Z,4,REGULAR,block,,[],1630620,,,1610612760,132,94,2023-02-16T03:28:18Z,7180000,False,,,0,,D. Days BLOCK (1 BLK),[1630620],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Days,D. Days,,,,,,,,,,,,,,,,,,
726,PT02M36.00S,2023-02-16T03:27:55.0Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,132,94,2023-02-16T03:28:18Z,7190000,False,,,0,,B. Marjanovic REBOUND (Off:0 Def:1),[1626246],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Marjanovic,B. Marjanovic,724.0,1.0,1.0,0.0,,,,,,,,,,,,,,
727,PT02M28.00S,2023-02-16T03:28:05.4Z,4,REGULAR,turnover,out-of-bounds,[],1626246,,,1610612745,132,94,2023-02-16T03:28:11Z,7200000,False,,,0,,B. Marjanovic bad pass out-of-bounds TURNOVER (1 TO),[1626246],1610612745.0,HOU,bad pass,,,,,,Mid-Range,16-24 Center,,,Marjanovic,B. Marjanovic,,,,,,,,203591.0,,,,,,,,1.0,,
728,PT02M16.00S,2023-02-16T03:28:21.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630647,79.97700394218134,92.40196078431373,1610612760,132,94,2023-02-16T03:28:25Z,7210000,False,212.0,136.0,1,right,MISS E. Omoruyi 25' 3PT,[1630647],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.17,Missed,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,
729,PT02M13.00S,2023-02-16T03:28:24.1Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,132,94,2023-02-16T03:28:25Z,7220000,False,,,0,,B. Marjanovic REBOUND (Off:0 Def:2),[1626246],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Marjanovic,B. Marjanovic,728.0,2.0,2.0,0.0,,,,,,,,,,,,,,
730,PT02M01.00S,2023-02-16T03:28:42.2Z,4,REGULAR,foul,offensive,['inpenalty'],1630528,,,1610612745,132,94,2023-02-16T03:28:49Z,7230000,False,,,0,,J. Christopher charge offensive FOUL (5 PF),"[1630528, 1631119]",1610612745.0,HOU,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Christopher,J. Christopher,,,,,,,,1627962.0,5.0,0.0,Williams,1631119.0,,,,,,
732,PT02M01.00S,2023-02-16T03:28:42.2Z,4,REGULAR,turnover,offensive foul,[],1630528,,,1610612745,132,94,2023-02-16T03:28:42Z,7250000,False,,,0,,J. Christopher offensive foul TURNOVER (4 TO),[1630528],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Christopher,J. Christopher,,,,,,,,1627962.0,,,,,,,,4.0,,
733,PT01M50.00S,2023-02-16T03:29:03.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630322,70.51576872536137,73.52941176470588,1610612760,132,94,2023-02-16T03:29:08Z,7260000,False,118.0,225.0,1,right,MISS L. Waters III 25' 3PT,[1630322],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.36,Missed,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
