actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
434,PT03M21.00S,2022-10-28T01:35:17.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626181,93.51182654402102,56.372549019607845,1610612746,83,77,2022-10-28T01:57:01Z,4250000,32.0,8.0,1,right,N. Powell driving Layup (13 PTS),[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.3,Made,13.0,,,,,,,,,,,,,,,,,
436,PT03M11.00S,2022-10-28T01:35:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.886333771353483,44.6078431372549,1610612760,83,77,2022-10-28T01:35:42Z,4270000,27.0,31.0,1,left,MISS S. Gilgeous-Alexander Layup - blocked,"[1628983, 1626181]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,Powell,1626181.0
437,PT03M11.00S,2022-10-28T01:35:33.9Z,3,REGULAR,block,,[],1626181,,,1610612760,83,77,2022-10-28T01:35:37Z,4280000,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT03M08.00S,2022-10-28T01:35:36.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,83,77,2022-10-28T01:36:47Z,4290000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,436.0,,,,,
439,PT03M03.00S,2022-10-28T01:35:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.06636005256242,43.627450980392155,1610612746,83,79,2022-10-28T01:35:50Z,4300000,-32.0,22.0,1,right,N. Powell driving finger roll Layup (15 PTS) (J. Wall 5 AST),"[1626181, 202322]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.88,Made,15.0,,,,,,J. Wall,202322.0,5.0,,,,,,,,,
441,PT02M47.00S,2022-10-28T01:35:58.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,18.74178712220762,45.83333333333333,1610612760,83,79,2022-10-28T01:59:44Z,4320000,21.0,124.0,1,left,MISS K. Williams 12' turnaround fadeaway Shot,[1629026],1610612760.0,OKC,turnaround fadeaway,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,12.54,Missed,,,,,,,,,,,,,,,,,,
442,PT02M44.00S,2022-10-28T01:36:01.0Z,3,REGULAR,rebound,defensive,[],202322,,,1610612746,83,79,2022-10-28T01:36:13Z,4330000,,,0,,J. Wall REBOUND (Off:1 Def:1),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,441.0,2.0,1.0,1.0,,
443,PT02M39.00S,2022-10-28T01:36:05.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,80.76544021024968,91.91176470588235,1610612746,83,79,2022-10-28T02:00:27Z,4340000,210.0,128.0,1,right,MISS L. Kennard 24' running 3PT,[1628379],1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
444,PT02M36.00S,2022-10-28T01:36:08.5Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,83,79,2022-10-28T01:36:18Z,4350000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,443.0,5.0,4.0,1.0,,
445,PT02M27.00S,2022-10-28T01:36:17.7Z,3,REGULAR,3pt,Jump Shot,[],1630197,4.418528252299605,96.07843137254902,1610612760,83,79,2022-10-28T01:36:24Z,4360000,-230.0,-11.0,1,left,MISS A. Pokusevski 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
446,PT02M24.00S,2022-10-28T01:36:20.7Z,3,REGULAR,rebound,offensive,[],1629647,,,1610612760,83,79,2022-10-28T01:36:24Z,4370000,,,0,,D. Bazley REBOUND (Off:2 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,445.0,5.0,3.0,2.0,,
447,PT02M14.00S,2022-10-28T01:36:30.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,6.521024967148489,54.65686274509803,1610612760,83,79,2022-10-28T01:36:42Z,4380000,-23.0,9.0,1,left,MISS D. Bazley cutting Layup,[1629647],1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,,
448,PT02M14.00S,2022-10-28T01:36:30.4Z,3,REGULAR,rebound,offensive,[],1629647,,,1610612760,83,79,2022-10-28T01:36:42Z,4390000,,,0,,D. Bazley REBOUND (Off:3 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,447.0,6.0,3.0,3.0,,
449,PT02M14.00S,2022-10-28T01:36:35.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629647,5.590000152587891,50.0,1610612760,85,79,2022-10-28T02:01:25Z,4400000,0.0,0.0,1,left,D. Bazley tip Layup (7 PTS),[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
450,PT02M14.00S,2022-10-28T01:36:37.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,85,79,2022-10-28T01:36:37Z,4410000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M53.00S,2022-10-28T01:39:45.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.24901445466492,42.15686274509804,1610612746,85,81,2022-10-28T01:39:50Z,4420000,-39.0,11.0,1,right,N. Powell driving reverse Layup (17 PTS) (N. Batum 2 AST),"[1626181, 201587]",1610612746.0,LAC,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,4.07,Made,17.0,,,,,,N. Batum,201587.0,2.0,,,,,,,,,
453,PT01M37.00S,2022-10-28T01:40:01.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,8.229303547963205,45.34313725490196,1610612760,85,81,2022-10-28T01:40:08Z,4440000,23.0,25.0,1,left,MISS A. Pokusevski Layup,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
454,PT01M32.00S,2022-10-28T01:40:06.5Z,3,REGULAR,rebound,offensive,[],1630197,,,1610612760,85,81,2022-10-28T01:40:08Z,4450000,,,0,,A. Pokusevski REBOUND (Off:2 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,453.0,3.0,1.0,2.0,,
455,PT01M32.00S,2022-10-28T01:40:05.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630197,5.590000152587891,50.0,1610612760,85,81,2022-10-28T02:03:03Z,4460000,0.0,0.0,1,left,MISS A. Pokusevski tip Layup,[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
456,PT01M32.00S,2022-10-28T01:40:05.8Z,3,REGULAR,rebound,offensive,[],1630197,,,1610612760,85,81,2022-10-28T02:03:03Z,4470000,,,0,,A. Pokusevski REBOUND (Off:3 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,455.0,4.0,1.0,3.0,,
457,PT01M31.00S,2022-10-28T01:40:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,6.652431011826544,46.81372549019608,1610612760,87,81,2022-10-28T01:40:18Z,4480000,16.0,10.0,1,left,A. Pokusevski putback Layup (9 PTS),[1630197],1610612760.0,OKC,putback,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,1.88,Made,9.0,,,,,,,,,,,,,,,,,
458,PT01M16.00S,2022-10-28T01:40:22.2Z,3,REGULAR,3pt,Jump Shot,[],1628379,93.11760840998686,2.941176470588235,1610612746,87,84,2022-10-28T01:40:28Z,4490000,-235.0,12.0,1,right,L. Kennard 3PT  (10 PTS) (N. Powell 2 AST),"[1628379, 1626181]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,23.56,Made,10.0,,,,,,N. Powell,1626181.0,2.0,,,,,,,,,
460,PT00M58.20S,2022-10-28T01:40:42.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,8.360709592641262,45.83333333333333,1610612760,89,84,2022-10-28T01:40:48Z,4510000,21.0,26.0,1,left,D. Bazley cutting DUNK (9 PTS) (O. Dieng 1 AST),"[1629647, 1631172]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,3.34,Made,9.0,,,,,,O. Dieng,1631172.0,1.0,,,,,,,,,
462,PT00M42.10S,2022-10-28T01:41:04.7Z,3,REGULAR,3pt,Jump Shot,[],201587,94.43166885676742,97.05882352941177,1610612746,89,87,2022-10-28T01:41:09Z,4530000,235.0,0.0,1,right,N. Batum 3PT  (7 PTS) (J. Wall 6 AST),"[201587, 202322]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,23.53,Made,7.0,,,,,,J. Wall,202322.0,6.0,,,,,,,,,
464,PT00M26.50S,2022-10-28T01:41:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,8.623521681997373,39.21568627450981,1610612760,89,87,2022-10-28T01:41:35Z,4550000,54.0,29.0,1,left,MISS S. Gilgeous-Alexander 6' driving bank Shot,[1628983],1610612760.0,OKC,driving bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
465,PT00M24.10S,2022-10-28T01:41:26.1Z,3,REGULAR,rebound,defensive,[],202322,,,1610612746,89,87,2022-10-28T01:41:35Z,4560000,,,0,,J. Wall REBOUND (Off:1 Def:2),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,464.0,3.0,2.0,1.0,,
466,PT00M01.20S,2022-10-28T01:41:48.9Z,3,REGULAR,3pt,Jump Shot,[],203496,66.96780551905388,48.03921568627451,1610612746,89,87,2022-10-28T01:41:59Z,4570000,-10.0,258.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,25.82,Missed,,,,,,,,,,,,,,,,,,
467,PT00M01.20S,2022-10-28T01:41:48.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,89,87,2022-10-28T02:06:32Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,466.0,,,,,
468,PT00M00.00S,2022-10-28T01:42:05.7Z,3,REGULAR,period,end,[],0,,,1610612746,89,87,2022-10-28T02:06:32Z,4590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2022-10-28T01:44:08.4Z,4,REGULAR,substitution,out,['startperiod'],1631172,,,1610612746,89,87,2022-10-28T02:06:32Z,4600000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2022-10-28T01:44:08.4Z,4,REGULAR,substitution,out,['startperiod'],1626181,,,1610612746,89,87,2022-10-28T02:06:32Z,4610000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2022-10-28T01:44:08.4Z,4,REGULAR,substitution,in,['startperiod'],1630598,,,1610612746,89,87,2022-10-28T02:06:32Z,4620000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2022-10-28T01:44:08.4Z,4,REGULAR,substitution,in,['startperiod'],202704,,,1610612746,89,87,2022-10-28T02:06:32Z,4630000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-10-28T01:44:32.8Z,4,REGULAR,period,start,[],0,,,1610612760,89,87,2022-10-28T01:44:32Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M46.00S,2022-10-28T01:45:01.1Z,4,REGULAR,3pt,Jump Shot,[],1629026,9.806176084099869,97.05882352941177,1610612760,89,87,2022-10-28T01:45:06Z,4660000,-235.0,40.0,1,left,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,23.86,Missed,,,,,,,,,,,,,,,,,,
476,PT11M41.00S,2022-10-28T01:45:06.1Z,4,REGULAR,rebound,defensive,[],203496,,,1610612746,89,87,2022-10-28T01:45:06Z,4670000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,475.0,3.0,3.0,0.0,,
477,PT11M37.00S,2022-10-28T01:45:09.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202322,91.67214191852825,44.85294117647059,1610612746,89,89,2022-10-28T01:45:16Z,4680000,-26.0,26.0,1,right,J. Wall running DUNK (14 PTS),[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.64,Made,14.0,,,,,,,,,,,,,,,,,
478,PT11M27.00S,2022-10-28T01:45:21.3Z,4,REGULAR,foul,personal,[],202322,,,1610612760,89,89,2022-10-28T01:45:43Z,4690000,,,0,,J. Wall personal FOUL (1 PF),"[202322, 1628983]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,,,,101283.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
480,PT11M19.00S,2022-10-28T01:45:51.5Z,4,REGULAR,3pt,Jump Shot,[],1630598,3.235873850197109,96.56862745098039,1610612760,92,89,2022-10-28T01:45:56Z,4710000,-233.0,-22.0,1,left,A. Wiggins 3PT  (11 PTS) (A. Pokusevski 3 AST),"[1630598, 1630197]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.38,Made,11.0,,,,,,A. Pokusevski,1630197.0,3.0,,,,,,,,,
482,PT11M02.00S,2022-10-28T01:46:08.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202322,89.43823915900131,49.26470588235294,1610612746,92,89,2022-10-28T01:46:14Z,4730000,-4.0,47.0,1,right,MISS J. Wall driving Layup,[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
483,PT11M02.00S,2022-10-28T01:46:08.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,92,89,2022-10-28T01:46:14Z,4740000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,482.0,,,,,
485,PT10M42.00S,2022-10-28T01:46:35.8Z,4,REGULAR,3pt,Jump Shot,[],1630598,12.959921156373195,3.431372549019608,1610612760,92,89,2022-10-28T01:46:42Z,4760000,233.0,69.0,1,left,MISS A. Wiggins 24' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
486,PT10M37.00S,2022-10-28T01:46:40.8Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,92,89,2022-10-28T01:46:42Z,4770000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,485.0,1.0,0.0,1.0,,
487,PT10M37.00S,2022-10-28T01:46:41.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629026,5.590000152587891,50.0,1610612760,94,89,2022-10-28T01:46:46Z,4780000,0.0,0.0,1,left,K. Williams putback Layup (12 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
488,PT10M26.00S,2022-10-28T01:46:52.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,94.43166885676742,54.90196078431373,1610612746,94,89,2022-10-28T01:46:58Z,4790000,25.0,0.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
489,PT10M23.00S,2022-10-28T01:46:55.5Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,94,89,2022-10-28T01:46:58Z,4800000,,,0,,D. Bazley REBOUND (Off:3 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,488.0,7.0,4.0,3.0,,
490,PT10M22.00S,2022-10-28T01:46:58.7Z,4,REGULAR,foul,personal,['2freethrow'],203496,,,1610612760,94,89,2022-10-28T01:47:10Z,4810000,,,0,,R. Covington shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[203496, 1628983]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,1162.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
492,PT10M22.00S,2022-10-28T01:47:25.9Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,95,89,2022-10-28T01:47:25Z,4830000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
493,PT10M22.00S,2022-10-28T01:47:26.5Z,4,REGULAR,substitution,out,[],1630197,,,1610612760,95,89,2022-10-28T01:47:30Z,4840000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT10M22.00S,2022-10-28T01:47:26.5Z,4,REGULAR,substitution,in,[],203488,,,1610612760,95,89,2022-10-28T01:47:30Z,4850000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT10M22.00S,2022-10-28T01:47:46.4Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,96,89,2022-10-28T01:47:46Z,4860000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
496,PT10M08.00S,2022-10-28T01:48:02.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202322,91.93495400788436,54.166666666666664,1610612746,96,89,2022-10-28T02:10:47Z,4870000,21.0,23.0,1,right,MISS J. Wall driving finger roll Layup,[202322],1610612746.0,LAC,driving finger roll,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
497,PT10M06.00S,2022-10-28T01:48:04.4Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,96,89,2022-10-28T01:48:06Z,4880000,,,0,,D. Bazley REBOUND (Off:3 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,496.0,8.0,5.0,3.0,,
498,PT10M02.00S,2022-10-28T01:48:08.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,3.892904073587385,96.07843137254902,1610612760,96,89,2022-10-28T01:48:21Z,4890000,-230.0,-16.0,1,left,MISS A. Wiggins 3PT - blocked,"[1630598, 201587]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,Batum,201587.0
499,PT10M02.00S,2022-10-28T01:48:08.4Z,4,REGULAR,block,,[],201587,,,1610612760,96,89,2022-10-28T01:48:14Z,4900000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
500,PT09M55.00S,2022-10-28T01:48:15.4Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,96,89,2022-10-28T01:48:21Z,4910000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,498.0,2.0,2.0,0.0,,
501,PT09M52.00S,2022-10-28T01:48:18.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201587,95.0886990801577,95.34313725490196,1610612746,96,89,2022-10-28T02:11:41Z,4920000,227.0,-6.0,1,right,MISS N. Batum running 3PT,[201587],1610612746.0,LAC,running,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
502,PT09M48.00S,2022-10-28T01:48:22.4Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,96,89,2022-10-28T01:48:26Z,4930000,,,0,,D. Bazley REBOUND (Off:3 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,501.0,9.0,6.0,3.0,,
503,PT09M42.00S,2022-10-28T01:48:27.9Z,4,REGULAR,3pt,Jump Shot,[],1628983,32.40801576872536,24.754901960784316,1610612760,96,89,2022-10-28T02:12:16Z,4940000,126.0,252.0,1,left,MISS S. Gilgeous-Alexander 28' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,28.19,Missed,,,,,,,,,,,,,,,,,,
504,PT09M38.00S,2022-10-28T01:48:31.9Z,4,REGULAR,rebound,defensive,[],203496,,,1610612746,96,89,2022-10-28T01:48:37Z,4950000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,503.0,4.0,4.0,0.0,,
505,PT09M25.00S,2022-10-28T01:48:45.0Z,4,REGULAR,3pt,Jump Shot,[],202322,68.41327201051249,69.36274509803921,1610612746,96,92,2022-10-28T01:48:51Z,4960000,97.0,244.0,1,right,J. Wall 26' 3PT  (17 PTS) (R. Covington 1 AST),"[202322, 203496]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,26.29,Made,17.0,,,,,,R. Covington,203496.0,1.0,,,,,,,,,
507,PT09M07.00S,2022-10-28T01:49:04.7Z,4,REGULAR,foul,personal,['2freethrow'],202704,,,1610612760,96,92,2022-10-28T01:49:10Z,4980000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Muscala 2 FT),"[202704, 203488]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,1.0,0.0,Muscala,203488.0,,,,,,,,,,,,
509,PT09M07.00S,2022-10-28T01:49:29.0Z,4,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,97,92,2022-10-28T01:49:29Z,5000000,,,0,,M. Muscala Free Throw 1 of 2 (3 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
510,PT09M07.00S,2022-10-28T01:49:29.6Z,4,REGULAR,substitution,out,[],1628983,,,1610612760,97,92,2022-10-28T01:49:35Z,5010000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M07.00S,2022-10-28T01:49:29.6Z,4,REGULAR,substitution,out,[],201587,,,1610612760,97,92,2022-10-28T01:49:35Z,5020000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M07.00S,2022-10-28T01:49:29.6Z,4,REGULAR,substitution,in,[],1630544,,,1610612760,97,92,2022-10-28T01:49:35Z,5030000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M07.00S,2022-10-28T01:49:29.6Z,4,REGULAR,substitution,in,[],1627826,,,1610612760,97,92,2022-10-28T01:49:35Z,5040000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M07.00S,2022-10-28T01:49:29.0Z,4,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,97,92,2022-10-28T01:49:55Z,5050000,,,0,,MISS M. Muscala Free Throw 2 of 2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
515,PT09M05.00S,2022-10-28T01:49:31.0Z,4,REGULAR,rebound,defensive,[],202322,,,1610612746,97,92,2022-10-28T01:49:55Z,5060000,,,0,,J. Wall REBOUND (Off:1 Def:3),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,514.0,4.0,3.0,1.0,,
516,PT09M00.00S,2022-10-28T01:49:58.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202322,92.85479632063075,56.372549019607845,1610612746,97,92,2022-10-28T02:13:45Z,5070000,32.0,15.0,1,right,MISS J. Wall running Layup,[202322],1610612746.0,LAC,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
