actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
427,PT03M54.00S,2024-02-23T02:32:58.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,83,77,2024-02-23T02:36:40Z,4140000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,425.0,4.0,4.0,0.0,,,,,,,,,,
447,PT03M54.00S,2024-02-23T02:33:00.9Z,3,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,83,77,2024-02-23T03:13:46Z,4145000,False,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (2 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,2.0,,,,,,,,,,,,2714.0,,,,
429,PT03M54.00S,2024-02-23T02:33:04.3Z,3,REGULAR,substitution,out,[],1631114,,,1610612746,83,77,2024-02-23T02:37:41Z,4160000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M54.00S,2024-02-23T02:33:04.3Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,83,77,2024-02-23T02:37:41Z,4170000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M54.00S,2024-02-23T02:33:04.3Z,3,REGULAR,substitution,in,[],1630598,,,1610612746,83,77,2024-02-23T02:37:41Z,4180000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M54.00S,2024-02-23T02:33:04.3Z,3,REGULAR,substitution,in,[],1629599,,,1610612746,83,77,2024-02-23T02:37:41Z,4190000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M44.00S,2024-02-23T02:33:41.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202695,92.59198423127464,77.69607843137256,1610612746,83,79,2024-02-23T02:37:41Z,4200000,False,138.0,17.0,1,right,K. Leonard 13' turnaround Jump Shot (20 PTS),[202695],1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,13.96,Made,20.0,,,,,,,,,,,,,,,,,
434,PT03M26.00S,2024-02-23T02:33:59.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,5.338370565045992,51.71568627450981,1610612760,85,79,2024-02-23T02:34:05Z,4210000,False,-9.0,-2.0,1,left,A. Wiggins driving Layup (8 PTS) (S. Gilgeous-Alexander 7 AST),"[1630598, 1628983]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.89,Made,8.0,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,7.0,,,,,
436,PT03M26.00S,2024-02-23T02:34:02.9Z,3,REGULAR,foul,personal,['1freethrow'],202695,,,1610612760,85,79,2024-02-23T02:34:45Z,4230000,False,,,0,,K. Leonard shooting personal FOUL (2 PF) (Wiggins 1 FT),"[202695, 1630598]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Wiggins,1630598.0
438,PT03M26.00S,2024-02-23T02:34:35.6Z,3,REGULAR,substitution,out,[],202331,,,1610612760,85,79,2024-02-23T02:34:45Z,4250000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M26.00S,2024-02-23T02:34:35.6Z,3,REGULAR,substitution,in,[],1629611,,,1610612760,85,79,2024-02-23T02:34:45Z,4260000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M26.00S,2024-02-23T02:34:43.1Z,3,REGULAR,freethrow,1 of 1,[],1630598,,,1610612760,86,79,2024-02-23T02:34:43Z,4270000,False,,,0,,A. Wiggins Free Throw 1 of 1 (9 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
441,PT03M10.00S,2024-02-23T02:35:01.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,89.04402102496715,46.07843137254902,1610612746,86,79,2024-02-23T02:35:07Z,4280000,False,-20.0,50.0,1,right,MISS T. Mann cutting Layup - blocked,"[1629611, 1630581]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,,,,,Giddey,1630581.0,,,,,,,,
442,PT03M10.00S,2024-02-23T02:35:01.8Z,3,REGULAR,block,,[],1630581,,,1610612746,86,79,2024-02-23T02:35:04Z,4290000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT03M07.00S,2024-02-23T02:35:04.8Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,86,79,2024-02-23T02:35:07Z,4300000,False,,,0,,K. Williams REBOUND (Off:1 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,441.0,5.0,4.0,1.0,,,,,,,,,,
444,PT03M05.00S,2024-02-23T02:35:07.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,5.469776609724048,53.67647058823529,1610612760,88,79,2024-02-23T02:35:43Z,4310000,False,-18.0,-1.0,1,left,S. Gilgeous-Alexander running Layup (26 PTS) (C. Wallace 2 AST),"[1628983, 1641717]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.84,Made,26.0,,,,,,,,,,C. Wallace,1641717.0,2.0,,,,,
445,PT03M05.00S,2024-02-23T02:35:16.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,88,79,2024-02-23T02:35:16Z,4320000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M41.00S,2024-02-23T02:38:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.77463863337714,49.01960784313725,1610612746,88,79,2024-02-23T02:38:26Z,4330000,False,-5.0,6.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612746.0,LAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
449,PT02M39.00S,2024-02-23T02:38:24.7Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,88,79,2024-02-23T02:38:26Z,4340000,False,,,0,,C. Wallace REBOUND (Off:1 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,448.0,3.0,2.0,1.0,,,,,,,,,,
450,PT02M33.00S,2024-02-23T02:38:31.2Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,88,79,2024-02-23T02:38:37Z,4350000,False,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 202695]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,3.0,Leonard,202695.0,,,,,,,,,,,,,,
451,PT02M33.00S,2024-02-23T02:38:31.2Z,3,REGULAR,steal,,[],202695,,,1610612746,88,79,2024-02-23T02:38:33Z,4360000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
452,PT02M27.00S,2024-02-23T02:38:37.6Z,3,REGULAR,turnover,lost ball,[],1629611,,,1610612746,88,79,2024-02-23T02:38:41Z,4370000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1641717]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,1.0,Wallace,1641717.0,,,,,,,,,,,,,,
453,PT02M27.00S,2024-02-23T02:38:37.6Z,3,REGULAR,steal,,[],1641717,,,1610612760,88,79,2024-02-23T02:38:39Z,4380000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT02M21.00S,2024-02-23T02:38:43.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630581,19.267411300919843,90.19607843137256,1610612760,91,79,2024-02-23T02:41:48Z,4390000,False,-201.0,129.0,1,left,J. Giddey 3PT running (7 PTS) (C. Wallace 3 AST),"[1630581, 1641717]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,23.86,Made,7.0,,,,,,,,,,C. Wallace,1641717.0,3.0,,,,,
456,PT01M55.00S,2024-02-23T02:39:08.8Z,3,REGULAR,3pt,Jump Shot,[],1626181,65.91655716162943,54.166666666666664,1610612746,91,79,2024-02-23T02:39:15Z,4410000,False,21.0,268.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,26.87,Missed,,,,,,,,,,,,,,,,,,
457,PT01M54.00S,2024-02-23T02:39:09.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,91,79,2024-02-23T02:39:15Z,4420000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,456.0,,,,,,,,,,,,,
459,PT01M43.00S,2024-02-23T02:39:36.5Z,3,REGULAR,turnover,out-of-bounds,[],1630598,,,1610612760,91,79,2024-02-23T02:39:43Z,4440000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[1630598],1610612760.0,OKC,lost ball,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1.0,,,,,,,,,,,,2002.0,,,,
460,PT01M22.00S,2024-02-23T02:40:03.8Z,3,REGULAR,turnover,lost ball,[],1629599,,,1610612746,91,79,2024-02-23T02:40:09Z,4450000,False,,,0,,A. Coffey lost ball TURNOVER (1 TO),"[1629599, 1630598]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Wiggins,1630598.0,,,,,,,,,,,,,,
461,PT01M22.00S,2024-02-23T02:40:03.8Z,3,REGULAR,steal,,[],1630598,,,1610612760,91,79,2024-02-23T02:40:06Z,4460000,False,,,0,,A. Wiggins STEAL (2 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
462,PT01M18.00S,2024-02-23T02:40:07.5Z,3,REGULAR,turnover,lost ball,[],1630598,,,1610612760,91,79,2024-02-23T02:40:41Z,4470000,False,,,0,,A. Wiggins lost ball TURNOVER (2 TO),"[1630598, 1629599]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,Coffey,1629599.0,,,,,,,,,,,,,,
463,PT01M18.00S,2024-02-23T02:40:07.5Z,3,REGULAR,steal,,[],1629599,,,1610612746,91,79,2024-02-23T02:40:50Z,4480000,False,,,0,,A. Coffey STEAL (2 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
464,PT01M13.00S,2024-02-23T02:40:12.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629599,92.32917214191852,45.83333333333333,1610612746,91,79,2024-02-23T02:40:19Z,4490000,False,-21.0,20.0,1,right,MISS A. Coffey Layup - blocked,"[1629599, 1628983]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,
465,PT01M13.00S,2024-02-23T02:40:12.7Z,3,REGULAR,block,,[],1628983,,,1610612746,91,79,2024-02-23T03:09:14Z,4500000,False,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
466,PT01M07.00S,2024-02-23T02:40:18.7Z,3,REGULAR,rebound,offensive,[],1626181,,,1610612746,91,79,2024-02-23T02:46:01Z,4510000,False,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,464.0,2.0,1.0,1.0,,,,,,,,,,
502,PT01M05.00S,2024-02-23T02:40:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626181,92.59198423127464,49.754901960784316,1610612746,91,79,2024-02-23T02:46:57Z,4535000,False,-1.0,17.0,1,right,MISS N. Powell Layup,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
503,PT01M05.00S,2024-02-23T02:40:29.6Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,91,79,2024-02-23T02:46:35Z,4537500,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,502.0,3.0,3.0,0.0,,,,,,,,,,
467,PT01M04.00S,2024-02-23T02:40:31.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629026,4.5499342969776615,94.6078431372549,1610612760,94,79,2024-02-23T02:48:29Z,4538750,False,-223.0,-10.0,1,left,K. Williams 3PT running (7 PTS) (J. Giddey 2 AST),"[1629026, 1630581]",1610612760.0,OKC,running,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,22.32,Made,7.0,,,,,,,,,,J. Giddey,1630581.0,2.0,,,,,
469,PT00M45.10S,2024-02-23T02:40:40.2Z,3,REGULAR,3pt,Jump Shot,[],1629611,90.48948751642575,95.58823529411765,1610612746,94,79,2024-02-23T02:40:45Z,4540000,False,228.0,37.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
470,PT00M42.90S,2024-02-23T02:40:42.4Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,94,79,2024-02-23T02:40:45Z,4550000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,,,,469.0,4.0,4.0,0.0,,,,,,,,,,
471,PT00M35.90S,2024-02-23T02:40:50.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,16.507884362680684,35.294117647058826,1610612760,96,79,2024-02-23T02:40:54Z,4560000,False,74.0,103.0,1,left,S. Gilgeous-Alexander 12' pullup Jump Shot (28 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,12.63,Made,28.0,,,,,,,,,,,,,,,,,
472,PT00M23.20S,2024-02-23T02:41:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.14651773981603,39.950980392156865,1610612746,96,79,2024-02-23T03:14:37Z,4570000,False,-50.0,31.0,1,right,MISS R. Westbrook reverse Layup,[201566],1610612746.0,LAC,reverse,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,,,,,,,,,,,,
474,PT00M20.60S,2024-02-23T02:41:08.8Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,96,79,2024-02-23T02:51:21Z,4590000,False,,,0,,T. Mann REBOUND (Off:2 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,472.0,6.0,4.0,2.0,,,,,,,,,,
475,PT00M20.60S,2024-02-23T02:41:10.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,94.43166885676742,3.6764705882352944,1610612746,96,82,2024-02-23T02:42:03Z,4600000,False,-232.0,0.0,1,right,N. Powell 3PT  (17 PTS) (T. Mann 5 AST),"[1626181, 1629611]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.16,Made,17.0,,,,,,,,,,T. Mann,1629611.0,5.0,,,,,
476,PT00M20.60S,2024-02-23T02:41:31.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,96,82,2024-02-23T02:41:31Z,4610000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M20.60S,2024-02-23T02:42:40.7Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,96,82,2024-02-23T02:42:51Z,4620000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M20.60S,2024-02-23T02:42:40.7Z,3,REGULAR,substitution,out,[],1630598,,,1610612760,96,82,2024-02-23T02:42:51Z,4630000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M20.60S,2024-02-23T02:42:40.7Z,3,REGULAR,substitution,out,[],1629026,,,1610612760,96,82,2024-02-23T02:42:51Z,4640000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M20.60S,2024-02-23T02:42:40.7Z,3,REGULAR,substitution,in,[],1631096,,,1610612760,96,82,2024-02-23T02:42:51Z,4650000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M20.60S,2024-02-23T02:42:40.7Z,3,REGULAR,substitution,in,[],1631114,,,1610612760,96,82,2024-02-23T02:42:51Z,4660000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M20.60S,2024-02-23T02:42:40.7Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,96,82,2024-02-23T02:42:51Z,4670000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M02.70S,2024-02-23T02:43:12.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,6.389618922470433,57.35294117647059,1610612760,96,82,2024-02-23T02:52:30Z,4680000,False,-37.0,8.0,1,left,MISS J. Williams driving floating bank Shot,[1631114],1610612760.0,OKC,driving floating bank,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
484,PT00M01.30S,2024-02-23T02:43:14.3Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,96,82,2024-02-23T02:43:47Z,4690000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,483.0,3.0,3.0,0.0,,,,,,,,,,
488,PT00M00.00S,2024-02-23T02:43:23.4Z,3,REGULAR,period,end,[],0,,,1610612746,96,82,2024-02-23T02:43:23Z,4730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,out,['startperiod'],1641717,,,1610612746,96,82,2024-02-23T02:46:02Z,4740000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,out,['startperiod'],1630198,,,1610612746,96,82,2024-02-23T02:46:02Z,4750000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,96,82,2024-02-23T02:46:02Z,4760000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,96,82,2024-02-23T02:46:02Z,4770000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,in,['startperiod'],1629652,,,1610612746,96,82,2024-02-23T02:46:02Z,4780000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,in,['startperiod'],202330,,,1610612746,96,82,2024-02-23T02:46:02Z,4790000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,96,82,2024-02-23T02:46:02Z,4800000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2024-02-23T02:43:28.7Z,4,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,96,82,2024-02-23T02:46:02Z,4810000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2024-02-23T02:46:13.2Z,4,REGULAR,period,start,[],0,,,1610612760,96,82,2024-02-23T02:46:13Z,4820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT11M48.00S,2024-02-23T02:46:25.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.850854139290407,48.77450980392157,1610612760,96,82,2024-02-23T02:46:42Z,4830000,False,6.0,96.0,1,left,MISS S. Gilgeous-Alexander 9' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,9.67,Missed,,,,,,,,,,,,,,,,,,
499,PT11M45.00S,2024-02-23T02:46:27.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612746,96,82,2024-02-23T02:46:27Z,4840000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,498.0,1.0,1.0,0.0,,,,,,,,,,
500,PT11M42.00S,2024-02-23T02:46:31.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,73.9323258869908,82.59803921568627,1610612746,96,82,2024-02-23T02:53:16Z,4850000,False,163.0,193.0,1,right,MISS A. Coffey 25' running 3PT,[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
501,PT11M39.00S,2024-02-23T02:46:34.2Z,4,REGULAR,rebound,defensive,[],202330,,,1610612760,96,82,2024-02-23T02:46:45Z,4860000,False,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,500.0,3.0,3.0,0.0,,,,,,,,,,
504,PT11M31.00S,2024-02-23T02:46:41.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.389618922470433,47.549019607843135,1610612760,98,82,2024-02-23T02:54:01Z,4870000,False,12.0,8.0,1,left,J. Williams driving reverse Layup (8 PTS),[1631114],1610612760.0,OKC,driving reverse,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.45,Made,8.0,,,,,,,,,,,,,,,,,
505,PT11M16.00S,2024-02-23T02:46:55.6Z,4,REGULAR,3pt,Jump Shot,[],202331,73.40670170827858,82.59803921568627,1610612746,98,82,2024-02-23T02:47:02Z,4880000,False,163.0,197.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
506,PT11M14.00S,2024-02-23T02:46:58.4Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,98,82,2024-02-23T02:46:58Z,4890000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,505.0,5.0,5.0,0.0,,,,,,,,,,
507,PT11M07.00S,2024-02-23T02:47:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.863994743758213,47.30392156862745,1610612760,100,82,2024-02-23T02:47:11Z,4900000,False,13.0,3.0,1,left,L. Dort cutting Layup (17 PTS) (J. Williams 5 AST),"[1629652, 1631114]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.37,Made,17.0,,,,,,,,,,J. Williams,1631114.0,5.0,,,,,
509,PT10M51.00S,2024-02-23T02:47:21.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.24901445466492,52.450980392156865,1610612746,100,84,2024-02-23T02:54:46Z,4920000,False,12.0,11.0,1,right,P. George driving Layup (11 PTS) (R. Westbrook 5 AST),"[202331, 201566]",1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,1.65,Made,11.0,,,,,,,,,,R. Westbrook,201566.0,5.0,,,,,
