actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
533,PT00M19.50S,2025-03-31T02:51:45.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,92.9862023653088,50.245098039215684,1610612756,73,112,2025-03-31T02:51:57Z,5090000,False,1.0,13.0,1,right,MISS T. Jones driving floating bank Shot,[1626145],1610612756.0,PHX,driving floating bank,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
534,PT00M17.30S,2025-03-31T02:51:47.5Z,3,REGULAR,rebound,defensive,[],201145,,,1610612745,73,112,2025-03-31T02:51:47Z,5100000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,533.0,2.0,1.0,1.0,,,,,,,,
535,PT00M05.90S,2025-03-31T02:51:58.9Z,3,REGULAR,3pt,Jump Shot,[],1628988,28.07161629434954,16.911764705882355,1610612745,73,112,2025-03-31T02:52:16Z,5110000,False,165.0,211.0,1,left,MISS A. Holiday 26' pullup 3PT,[1628988],1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
536,PT00M02.60S,2025-03-31T02:52:02.2Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,73,112,2025-03-31T02:52:03Z,5120000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,535.0,1.0,1.0,0.0,,,,,,,,
537,PT00M00.00S,2025-03-31T02:52:08.1Z,3,REGULAR,period,end,[],0,,,1610612756,73,112,2025-03-31T02:52:08Z,5130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2025-03-31T02:54:17.6Z,4,REGULAR,substitution,out,['startperiod'],1642345,,,1610612756,73,112,2025-03-31T02:54:37Z,5140000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2025-03-31T02:54:17.6Z,4,REGULAR,substitution,out,['startperiod'],201145,,,1610612756,73,112,2025-03-31T02:54:37Z,5150000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2025-03-31T02:54:17.6Z,4,REGULAR,substitution,in,['startperiod'],203486,,,1610612756,73,112,2025-03-31T02:54:37Z,5160000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2025-03-31T02:54:17.6Z,4,REGULAR,substitution,in,['startperiod'],1642263,,,1610612756,73,112,2025-03-31T02:54:37Z,5170000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2025-03-31T02:54:51.5Z,4,REGULAR,period,start,[],0,,,1610612756,73,112,2025-03-31T02:54:51Z,5180000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M41.00S,2025-03-31T02:55:11.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.46057818659659,48.77450980392157,1610612756,75,112,2025-03-31T02:55:26Z,5190000,False,-6.0,18.0,1,right,M. Plumlee cutting Layup (2 PTS) (G. Allen 2 AST),"[203486, 1628960]",1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.94,Made,2.0,,,,,,,,,,,,G. Allen,1628960.0,2.0,,,
545,PT11M41.00S,2025-03-31T02:55:13.6Z,4,REGULAR,foul,personal,['1freethrow'],1629111,,,1610612756,75,112,2025-03-31T02:55:31Z,5210000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Plumlee 1 FT),"[1629111, 203486]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,1628954.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,,,
547,PT11M41.00S,2025-03-31T02:55:37.2Z,4,REGULAR,freethrow,1 of 1,[],203486,,,1610612756,76,112,2025-03-31T02:55:37Z,5230000,False,,,0,,M. Plumlee Free Throw 1 of 1 (3 PTS),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
548,PT11M29.00S,2025-03-31T02:55:51.6Z,4,REGULAR,3pt,Jump Shot,[],1629111,30.831143232588698,73.0392156862745,1610612745,76,112,2025-03-31T02:55:56Z,5240000,False,-115.0,237.0,1,left,MISS J. Landale 26' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
549,PT11M25.00S,2025-03-31T02:55:55.6Z,4,REGULAR,rebound,defensive,[],1626145,,,1610612756,76,112,2025-03-31T02:55:56Z,5250000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,548.0,1.0,1.0,0.0,,,,,,,,
550,PT11M18.00S,2025-03-31T02:56:02.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,93.9060446780552,50.245098039215684,1610612756,76,112,2025-03-31T02:56:07Z,5260000,False,1.0,5.0,1,right,MISS G. Allen driving Layup,[1628960],1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,,
551,PT11M16.00S,2025-03-31T02:56:04.7Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612745,76,112,2025-03-31T02:56:07Z,5270000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,550.0,2.0,2.0,0.0,,,,,,,,
552,PT11M11.00S,2025-03-31T02:56:16.7Z,4,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612745,76,112,2025-03-31T02:56:50Z,5280000,False,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Tate 2 FT),"[1626220, 1630256]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,0.0,Tate,1630256.0,,,,,,,,,,,,
554,PT11M11.00S,2025-03-31T02:56:51.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630256,,,1610612745,76,113,2025-03-31T02:56:58Z,5300000,False,,,0,,J. Tate Free Throw 1 of 2 (1 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
555,PT11M11.00S,2025-03-31T02:56:51.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630256,,,1610612745,76,113,2025-03-31T02:56:58Z,5310000,False,,,0,,MISS J. Tate Free Throw 2 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
556,PT11M09.00S,2025-03-31T02:56:53.0Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,76,113,2025-03-31T02:56:58Z,5320000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,555.0,2.0,2.0,0.0,,,,,,,,
557,PT11M01.00S,2025-03-31T02:57:05.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.51182654402102,47.794117647058826,1610612756,78,113,2025-03-31T02:57:08Z,5330000,False,-11.0,8.0,1,right,M. Plumlee cutting DUNK (5 PTS) (R. O'Neale 2 AST),"[203486, 1626220]",1610612756.0,PHX,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.39,Made,5.0,,,,,,,,,,,,R. O'Neale,1626220.0,2.0,,,
559,PT10M41.00S,2025-03-31T02:57:25.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,14.4053876478318,50.49019607843137,1610612745,78,113,2025-03-31T02:57:30Z,5350000,False,-2.0,83.0,1,left,MISS J. Tate 8' turnaround Shot - blocked,"[1630256, 203486]",1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,Plumlee,203486.0,,,,,,
560,PT10M41.00S,2025-03-31T02:57:25.6Z,4,REGULAR,block,,[],203486,,,1610612745,78,113,2025-03-31T02:57:28Z,5360000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
561,PT10M38.00S,2025-03-31T02:57:28.6Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,78,113,2025-03-31T02:57:30Z,5370000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,559.0,3.0,3.0,0.0,,,,,,,,
562,PT10M37.00S,2025-03-31T02:57:29.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,92.72339027595268,47.30392156862745,1610612756,80,113,2025-03-31T02:57:36Z,5380000,False,-13.0,16.0,1,right,C. Martin running Layup (4 PTS) (R. O'Neale 3 AST),"[1628998, 1626220]",1610612756.0,PHX,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,,,R. O'Neale,1626220.0,3.0,,,
563,PT10M19.00S,2025-03-31T02:57:47.6Z,4,REGULAR,2pt,Jump Shot,[],1628988,22.946780551905388,26.96078431372549,1610612745,80,115,2025-03-31T02:57:52Z,5390000,False,115.0,163.0,1,left,A. Holiday 19' pullup Jump Shot (8 PTS) (C. Whitmore 1 AST),"[1628988, 1641715]",1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right Center,19.98,Made,8.0,,,,,,,,,,,,C. Whitmore,1641715.0,1.0,,,
565,PT10M08.00S,2025-03-31T02:57:58.7Z,4,REGULAR,2pt,Jump Shot,[],1626145,75.64060446780552,37.745098039215684,1610612756,80,115,2025-03-31T02:58:02Z,5410000,False,-61.0,176.0,1,right,MISS T. Jones 18' pullup Shot,[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,18.68,Missed,,,,,,,,,,,,,,,,,,
566,PT10M06.00S,2025-03-31T02:58:00.7Z,4,REGULAR,rebound,defensive,[],1641715,,,1610612745,80,115,2025-03-31T02:58:02Z,5420000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Left Center,,,,,,,,,565.0,1.0,1.0,0.0,,,,,,,,
567,PT09M58.00S,2025-03-31T02:58:09.9Z,4,REGULAR,2pt,Jump Shot,[],1641715,9.149145860709593,29.901960784313726,1610612745,80,115,2025-03-31T02:58:53Z,5430000,False,100.0,34.0,1,left,MISS C. Whitmore 10' driving floating Shot,[1641715],1610612745.0,HOU,driving floating,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Right,10.59,Missed,,,,,,,,,,,,,,,,,,
568,PT09M57.00S,2025-03-31T02:58:10.9Z,4,REGULAR,rebound,offensive,[],1641715,,,1610612745,80,115,2025-03-31T02:58:20Z,5440000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Right,,,,,,,,,567.0,2.0,1.0,1.0,,,,,,,,
569,PT09M54.00S,2025-03-31T02:58:12.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641715,7.30946123521682,48.77450980392157,1610612745,80,117,2025-03-31T02:58:50Z,5450000,False,6.0,16.0,1,left,C. Whitmore putback Layup (2 PTS),[1641715],1610612745.0,HOU,putback,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,,,,,,,,,,,,,,,,,
570,PT09M42.00S,2025-03-31T02:58:26.4Z,4,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612756,80,117,2025-03-31T02:58:35Z,5460000,False,,,0,,J. Landale shooting personal FOUL (2 PF) (Allen 2 FT),"[1629111, 1628960]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,0.0,Allen,1628960.0,,,,,,,,,,,,
572,PT09M42.00S,2025-03-31T02:58:50.2Z,4,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,81,117,2025-03-31T02:58:50Z,5480000,False,,,0,,G. Allen Free Throw 1 of 2 (6 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
573,PT09M42.00S,2025-03-31T02:58:51.0Z,4,REGULAR,substitution,out,[],1626145,,,1610612756,81,117,2025-03-31T02:58:54Z,5490000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M42.00S,2025-03-31T02:58:51.0Z,4,REGULAR,substitution,in,[],1628420,,,1610612756,81,117,2025-03-31T02:58:54Z,5500000,False,,,0,,SUB in: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M42.00S,2025-03-31T02:59:06.1Z,4,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,82,117,2025-03-31T02:59:06Z,5510000,False,,,0,,G. Allen Free Throw 2 of 2 (7 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
576,PT09M32.00S,2025-03-31T02:59:17.7Z,4,REGULAR,3pt,Jump Shot,[],1642263,24.26084099868594,86.51960784313727,1610612745,82,117,2025-03-31T02:59:22Z,5520000,False,-183.0,176.0,1,left,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
577,PT09M29.00S,2025-03-31T02:59:20.7Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612756,82,117,2025-03-31T02:59:22Z,5530000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,576.0,2.0,2.0,0.0,,,,,,,,
578,PT09M18.00S,2025-03-31T02:59:32.9Z,4,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612756,82,117,2025-03-31T02:59:43Z,5540000,False,,,0,,J. Landale shooting personal FOUL (3 PF) (Plumlee 2 FT),"[1629111, 203486]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,1628954.0,3.0,0.0,Plumlee,203486.0,,,,,,,,,,,,
580,PT09M18.00S,2025-03-31T03:00:07.3Z,4,REGULAR,freethrow,1 of 2,[],203486,,,1610612756,83,117,2025-03-31T03:00:07Z,5560000,False,,,0,,M. Plumlee Free Throw 1 of 2 (6 PTS),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
581,PT09M18.00S,2025-03-31T03:00:08.0Z,4,REGULAR,substitution,out,[],1628998,,,1610612756,83,117,2025-03-31T03:00:11Z,5570000,False,,,0,,SUB out: C. Martin,[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT09M18.00S,2025-03-31T03:00:08.0Z,4,REGULAR,substitution,in,[],1629626,,,1610612756,83,117,2025-03-31T03:00:11Z,5580000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M18.00S,2025-03-31T03:00:28.2Z,4,REGULAR,freethrow,2 of 2,[],203486,,,1610612756,84,117,2025-03-31T03:00:28Z,5590000,False,,,0,,M. Plumlee Free Throw 2 of 2 (7 PTS),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
584,PT09M09.00S,2025-03-31T03:00:36.5Z,4,REGULAR,3pt,Jump Shot,[],1641715,33.722076215505915,50.73529411764706,1610612745,84,120,2025-03-31T03:00:41Z,5600000,False,-4.0,264.0,1,left,C. Whitmore 26' 3PT  (5 PTS) (A. Holiday 1 AST),"[1641715, 1628988]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,26.45,Made,5.0,,,,,,,,,,,,A. Holiday,1628988.0,1.0,,,
586,PT08M49.00S,2025-03-31T03:00:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,91.14651773981603,49.26470588235294,1610612756,84,120,2025-03-31T03:01:06Z,5620000,False,-4.0,31.0,1,right,MISS M. Morris driving Layup - blocked,"[1628420, 1630256]",1610612756.0,PHX,driving,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,Tate,1630256.0,,,,,,
587,PT08M49.00S,2025-03-31T03:00:56.9Z,4,REGULAR,block,,[],1630256,,,1610612756,84,120,2025-03-31T03:00:59Z,5630000,False,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
588,PT08M46.00S,2025-03-31T03:00:59.9Z,4,REGULAR,rebound,offensive,[],203486,,,1610612756,84,120,2025-03-31T03:01:00Z,5640000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,586.0,1.0,0.0,1.0,,,,,,,,
589,PT08M42.00S,2025-03-31T03:01:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,95.87713534822602,95.09803921568627,1610612756,87,120,2025-03-31T03:01:08Z,5650000,False,225.0,-14.0,1,right,M. Morris 3PT  (3 PTS) (M. Plumlee 1 AST),"[1628420, 203486]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,22.59,Made,3.0,,,,,,,,,,,,M. Plumlee,203486.0,1.0,,,
591,PT08M26.00S,2025-03-31T03:01:20.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,7.5722733245729295,51.71568627450981,1610612745,87,120,2025-03-31T03:01:23Z,5670000,False,-9.0,19.0,1,left,MISS C. Whitmore driving Layup,[1641715],1610612745.0,HOU,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
592,PT08M24.00S,2025-03-31T03:01:22.4Z,4,REGULAR,rebound,defensive,[],203486,,,1610612756,87,120,2025-03-31T03:01:23Z,5680000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,591.0,2.0,1.0,1.0,,,,,,,,
593,PT08M21.00S,2025-03-31T03:01:25.1Z,4,REGULAR,turnover,lost ball,[],203486,,,1610612756,87,120,2025-03-31T03:01:30Z,5690000,False,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 1630256]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Tate,1630256.0
594,PT08M21.00S,2025-03-31T03:01:25.1Z,4,REGULAR,steal,,[],1630256,,,1610612745,87,120,2025-03-31T03:01:27Z,5700000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
595,PT08M18.00S,2025-03-31T03:01:27.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641715,4.812746386333772,50.0,1610612745,87,122,2025-03-31T03:01:36Z,5710000,False,0.0,-7.0,1,left,C. Whitmore running DUNK (7 PTS) (J. Tate 2 AST),"[1641715, 1630256]",1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,0.73,Made,7.0,,,,,,,,,,,,J. Tate,1630256.0,2.0,,,
597,PT07M53.00S,2025-03-31T03:01:52.7Z,4,REGULAR,turnover,bad pass,[],1628960,,,1610612756,87,122,2025-03-31T03:04:57Z,5730000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1641715]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Whitmore,1641715.0
598,PT07M53.00S,2025-03-31T03:01:52.7Z,4,REGULAR,steal,,[],1641715,,,1610612745,87,122,2025-03-31T03:01:54Z,5740000,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
599,PT07M50.00S,2025-03-31T03:01:55.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641715,6.258212877792378,50.49019607843137,1610612745,87,124,2025-03-31T03:02:03Z,5750000,False,-2.0,6.0,1,left,C. Whitmore running DUNK (9 PTS),[1641715],1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,0.68,Made,9.0,,,,,,,,,,,,,,,,,
600,PT07M50.00S,2025-03-31T03:02:00.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,87,124,2025-03-31T03:02:04Z,5760000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M50.00S,2025-03-31T03:04:11.1Z,4,REGULAR,substitution,out,[],1626220,,,1610612756,87,124,2025-03-31T03:04:35Z,5770000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M50.00S,2025-03-31T03:04:11.1Z,4,REGULAR,substitution,out,[],1628960,,,1610612756,87,124,2025-03-31T03:04:35Z,5780000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M50.00S,2025-03-31T03:04:11.1Z,4,REGULAR,substitution,in,[],1627814,,,1610612756,87,124,2025-03-31T03:04:35Z,5790000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT07M50.00S,2025-03-31T03:04:11.1Z,4,REGULAR,substitution,in,[],203995,,,1610612756,87,124,2025-03-31T03:04:35Z,5800000,False,,,0,,SUB in: V. Micić,[203995],1610612756.0,PHX,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT07M34.00S,2025-03-31T03:05:06.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,94.30026281208936,48.529411764705884,1610612756,89,124,2025-03-31T03:05:09Z,5810000,False,-7.0,1.0,1,right,M. Plumlee alley-oop DUNK (9 PTS) (D. Lee 1 AST),"[203486, 1627814]",1610612756.0,PHX,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.75,Made,9.0,,,,,,,,,,,,D. Lee,1627814.0,1.0,,,
608,PT07M17.00S,2025-03-31T03:05:23.9Z,4,REGULAR,turnover,lost ball,[],1629111,,,1610612745,89,124,2025-03-31T03:05:46Z,5830000,False,,,0,,J. Landale lost ball TURNOVER (1 TO),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,,
609,PT07M17.00S,2025-03-31T03:05:30.7Z,4,REGULAR,foul,personal,[],1629111,,,1610612756,89,124,2025-03-31T03:05:36Z,5840000,False,,,0,,J. Landale loose ball personal FOUL (4 PF),"[1629111, 203486]",1610612745.0,HOU,loose ball,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,203593.0,4.0,0.0,Plumlee,203486.0,,,,,,,,,,,,
611,PT06M58.00S,2025-03-31T03:06:09.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627814,82.07950065703022,40.19607843137255,1610612756,91,124,2025-03-31T03:06:14Z,5860000,False,-49.0,116.0,1,right,D. Lee 12' driving floating Jump Shot (2 PTS) (M. Plumlee 2 AST),"[1627814, 203486]",1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,12.59,Made,2.0,,,,,,,,,,,,M. Plumlee,203486.0,2.0,,,
613,PT06M45.00S,2025-03-31T03:06:21.5Z,4,REGULAR,3pt,Jump Shot,[],1642263,34.247700394218136,40.44117647058824,1610612745,91,127,2025-03-31T03:06:26Z,5880000,False,48.0,269.0,1,left,R. Sheppard 27' 3PT  (3 PTS) (J. Tate 3 AST),"[1642263, 1630256]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,27.36,Made,3.0,,,,,,,,,,,,J. Tate,1630256.0,3.0,,,
615,PT06M31.00S,2025-03-31T03:06:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629626,94.95729303547962,3.1862745098039214,1610612756,91,127,2025-03-31T03:06:41Z,5900000,False,-234.0,-5.0,1,right,MISS B. Bol 3PT,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
616,PT06M28.00S,2025-03-31T03:06:39.1Z,4,REGULAR,rebound,offensive,[],203486,,,1610612756,91,127,2025-03-31T03:06:41Z,5910000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,615.0,3.0,1.0,2.0,,,,,,,,
