actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
90,PT04M35.00S,2025-01-07T03:27:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,7.30946123521682,45.83333333333333,1610612758,15,18,2025-01-07T03:27:17Z,830000,False,21.0,16.0,1,left,T. Lyles Layup (2 PTS) (D. Sabonis 2 AST),"[1626168, 1627734]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,2.64,Made,,,,,,,,,,,2.0,D. Sabonis,1627734.0,2.0,,
92,PT04M23.00S,2025-01-07T03:27:25.7Z,1,REGULAR,3pt,Jump Shot,[],1629312,91.93495400788436,3.1862745098039214,1610612748,15,18,2025-01-07T03:27:30Z,850000,False,-234.0,23.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,23.53,Missed,,,,,,,,,,,,,,,,
93,PT04M21.00S,2025-01-07T03:27:27.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,15,18,2025-01-07T03:33:19Z,860000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,92.0,4.0,3.0,1.0,,,,,,,,,,,,
94,PT04M14.00S,2025-01-07T03:27:34.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626168,7.046649145860711,2.696078431372549,1610612758,15,18,2025-01-07T03:33:41Z,870000,False,237.0,14.0,1,left,MISS T. Lyles running 3PT,[1626168],1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,,,23.69,Missed,,,,,,,,,,,,,,,,
95,PT04M13.00S,2025-01-07T03:27:35.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,15,18,2025-01-07T03:33:51Z,880000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,
96,PT04M03.00S,2025-01-07T03:27:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,85.10183968462549,37.745098039215684,1610612748,15,20,2025-01-07T03:34:09Z,890000,False,-61.0,88.0,1,right,T. Rozier 10' driving floating Jump Shot (4 PTS),[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Left,,,10.68,Made,,,,,,,,,,,4.0,,,,,
97,PT03M50.00S,2025-01-07T03:27:59.3Z,1,REGULAR,turnover,lost ball,[],1631165,,,1610612758,15,20,2025-01-07T03:28:04Z,900000,False,,,0,,K. Ellis lost ball TURNOVER (1 TO),"[1631165, 1629639]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Right,,1.0,,,,,,,Herro,1629639.0,,,,,,,,,,
98,PT03M50.00S,2025-01-07T03:27:59.3Z,1,REGULAR,steal,,[],1629639,,,1610612748,15,20,2025-01-07T03:40:02Z,910000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
99,PT03M45.00S,2025-01-07T03:28:04.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629639,93.11760840998686,36.76470588235294,1610612748,15,22,2025-01-07T03:35:07Z,920000,False,-66.0,12.0,1,right,T. Herro 6' running finger roll Layup (12 PTS) (T. Rozier 3 AST),"[1629639, 1626179]",1610612748.0,MIA,running finger roll,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,6.73,Made,,,,,,,,,,,12.0,T. Rozier,1626179.0,3.0,,
101,PT03M45.00S,2025-01-07T03:28:11.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,15,22,2025-01-07T03:28:11Z,940000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,15,22,2025-01-07T03:29:49Z,950000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,15,22,2025-01-07T03:29:49Z,960000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,out,[],1631170,,,1610612758,15,22,2025-01-07T03:29:49Z,970000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,out,[],1629639,,,1610612758,15,22,2025-01-07T03:29:49Z,980000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,in,[],201942,,,1610612758,15,22,2025-01-07T03:29:49Z,990000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,in,[],1642269,,,1610612758,15,22,2025-01-07T03:29:49Z,1000000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,in,[],1629130,,,1610612758,15,22,2025-01-07T03:29:49Z,1010000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2025-01-07T03:28:12.7Z,1,REGULAR,substitution,in,[],1631107,,,1610612758,15,22,2025-01-07T03:29:49Z,1020000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M19.00S,2025-01-07T03:30:09.7Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612758,15,22,2025-01-07T03:30:15Z,1030000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1628389]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,Adebayo,1628389.0,,,,,,,,,,
111,PT03M19.00S,2025-01-07T03:30:09.7Z,1,REGULAR,steal,,[],1628389,,,1610612748,15,22,2025-01-07T03:30:11Z,1040000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
112,PT03M13.00S,2025-01-07T03:30:16.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,66.04796320630749,52.450980392156865,1610612748,15,22,2025-01-07T03:30:20Z,1050000,False,12.0,267.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,26.69,Missed,,,,,,,,,,,,,,,,
113,PT03M09.00S,2025-01-07T03:30:20.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,15,22,2025-01-07T03:30:20Z,1060000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT03M03.00S,2025-01-07T03:30:26.5Z,1,REGULAR,3pt,Jump Shot,[],1628989,28.86005256241787,76.22549019607843,1610612758,15,22,2025-01-07T03:30:31Z,1070000,False,-131.0,219.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,25.51,Missed,,,,,,,,,,,,,,,,
115,PT02M59.00S,2025-01-07T03:30:30.1Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,15,22,2025-01-07T03:30:30Z,1080000,False,,,0,,T. Lyles REBOUND (Off:1 Def:0),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,114.0,1.0,0.0,1.0,,,,,,,,,,,,
116,PT02M50.00S,2025-01-07T03:30:38.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,7.440867279894875,52.94117647058824,1610612758,15,22,2025-01-07T03:36:53Z,1090000,False,-15.0,17.0,1,left,MISS D. DeRozan driving floating Shot - blocked,"[201942, 1631107]",1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,2.28,Missed,,,,,,,,,,,,,,,Jović,1631107.0
140,PT02M50.00S,2025-01-07T03:30:38.7Z,1,REGULAR,block,,[],1631107,,,1610612758,15,22,2025-01-07T03:33:30Z,1095000,False,,,0,,N. Jović BLOCK (1 BLK),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT02M50.00S,2025-01-07T03:30:38.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,15,22,2025-01-07T03:33:30Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,116.0,,,,,,,,,,,,,,,
118,PT02M49.00S,2025-01-07T03:31:04.5Z,1,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612758,15,22,2025-01-07T03:31:26Z,1110000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1626179, 1627734]",1610612748.0,MIA,shooting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Left,202901.0,,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,,,,,
120,PT02M49.00S,2025-01-07T03:31:29.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,16,22,2025-01-07T03:31:57Z,1130000,False,,,0,,D. Sabonis Free Throw 1 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
121,PT02M49.00S,2025-01-07T03:31:29.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,16,22,2025-01-07T03:31:36Z,1140000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2025-01-07T03:31:29.9Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,16,22,2025-01-07T03:31:36Z,1150000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2025-01-07T03:31:29.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,16,22,2025-01-07T03:31:57Z,1160000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
124,PT02M48.00S,2025-01-07T03:31:30.0Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,16,22,2025-01-07T03:37:23Z,1170000,False,,,0,,N. Jović REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,
125,PT02M43.00S,2025-01-07T03:32:00.2Z,1,REGULAR,foul,offensive,[],1626179,,,1610612748,16,22,2025-01-07T03:37:43Z,1180000,False,,,0,,T. Rozier offensive FOUL (2 PF),"[1626179, 1631099]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,1830.0,,,,,,,,,,2.0,0.0,Murray,1631099.0,,,,,,
127,PT02M43.00S,2025-01-07T03:32:00.2Z,1,REGULAR,turnover,offensive foul,[],1626179,,,1610612748,16,22,2025-01-07T03:32:32Z,1200000,False,,,0,,T. Rozier offensive foul TURNOVER (2 TO),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,1830.0,2.0,,,,,,,,,,,,,,,,,,
128,PT02M27.00S,2025-01-07T03:32:33.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,23.99802890932983,33.57843137254902,1610612758,18,22,2025-01-07T03:32:42Z,1210000,False,82.0,173.0,1,left,D. DeRozan 19' pullup Jump Shot (8 PTS) (D. Sabonis 3 AST),"[201942, 1627734]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,19.16,Made,,,,,,,,,,,8.0,D. Sabonis,1627734.0,3.0,,
129,PT02M15.00S,2025-01-07T03:32:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.06636005256242,39.46078431372549,1610612748,18,22,2025-01-07T03:38:15Z,1220000,False,-53.0,22.0,1,right,MISS T. Rozier cutting Layup - blocked,"[1626179, 1627734]",1610612748.0,MIA,cutting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,5.71,Missed,,,,,,,,,,,,,,,Sabonis,1627734.0
130,PT02M15.00S,2025-01-07T03:32:45.4Z,1,REGULAR,block,,[],1627734,,,1610612748,18,22,2025-01-07T03:32:49Z,1230000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT02M14.00S,2025-01-07T03:32:46.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,18,22,2025-01-07T03:38:24Z,1240000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,129.0,5.0,4.0,1.0,,,,,,,,,,,,
132,PT02M06.00S,2025-01-07T03:32:54.8Z,1,REGULAR,3pt,Jump Shot,[],1627734,26.757555847568987,83.33333333333334,1610612758,21,22,2025-01-07T03:33:00Z,1250000,False,-167.0,199.0,1,left,D. Sabonis 25' 3PT  (4 PTS) (D. Carter 1 AST),"[1627734, 1642269]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,25.96,Made,,,,,,,,,,,4.0,D. Carter,1642269.0,1.0,,
134,PT01M53.00S,2025-01-07T03:33:09.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631107,83.39356110381078,53.431372549019606,1610612748,21,22,2025-01-07T03:39:29Z,1270000,False,17.0,104.0,1,right,MISS N. Jović 10' driving Hook,[1631107],1610612748.0,MIA,driving,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Center,,,10.5,Missed,,,,,,,,,,,,,,,,
135,PT01M52.00S,2025-01-07T03:33:10.4Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,21,22,2025-01-07T03:39:29Z,1280000,False,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,
136,PT01M48.00S,2025-01-07T03:33:12.9Z,1,REGULAR,turnover,lost ball,[],1626168,,,1610612758,21,22,2025-01-07T03:33:20Z,1290000,False,,,0,,T. Lyles lost ball TURNOVER (1 TO),"[1626168, 1628389]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,Adebayo,1628389.0,,,,,,,,,,
137,PT01M48.00S,2025-01-07T03:33:12.9Z,1,REGULAR,steal,,[],1628389,,,1610612748,21,22,2025-01-07T03:37:49Z,1300000,False,,,0,,B. Adebayo STEAL (3 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M47.00S,2025-01-07T03:33:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612748,21,22,2025-01-07T03:33:34Z,1310000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Jović 2 FT),"[1627734, 1631107]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,1830.0,,,,,,,,,,2.0,0.0,Jović,1631107.0,,,,,,
141,PT01M47.00S,2025-01-07T03:33:54.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631107,,,1610612748,21,23,2025-01-07T03:33:54Z,1330000,False,,,0,,N. Jović Free Throw 1 of 2 (1 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
142,PT01M47.00S,2025-01-07T03:33:54.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612748,21,23,2025-01-07T03:34:14Z,1340000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M47.00S,2025-01-07T03:33:54.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612748,21,23,2025-01-07T03:34:14Z,1350000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M47.00S,2025-01-07T03:33:54.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,21,23,2025-01-07T03:34:14Z,1360000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M47.00S,2025-01-07T03:33:54.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612748,21,23,2025-01-07T03:34:14Z,1370000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M47.00S,2025-01-07T03:33:54.9Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,21,23,2025-01-07T03:34:14Z,1380000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M47.00S,2025-01-07T03:33:54.9Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,21,23,2025-01-07T03:34:14Z,1390000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M47.00S,2025-01-07T03:34:21.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631107,,,1610612748,21,24,2025-01-07T03:34:21Z,1400000,False,,,0,,N. Jović Free Throw 2 of 2 (2 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,Made,,,,,,,,,,,2.0,,,,,
149,PT01M32.00S,2025-01-07T03:34:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,10.726018396846255,61.76470588235294,1610612758,21,24,2025-01-07T03:40:28Z,1410000,False,-59.0,48.0,1,left,MISS K. Huerter 7' turnaround fadeaway Shot,[1628989],1610612758.0,SAC,turnaround fadeaway,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,7.61,Missed,,,,,,,,,,,,,,,,
150,PT01M29.00S,2025-01-07T03:34:41.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,21,24,2025-01-07T03:34:42Z,1420000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,149.0,3.0,3.0,0.0,,,,,,,,,,,,
151,PT01M19.00S,2025-01-07T03:34:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,92.46057818659659,41.911764705882355,1610612748,21,26,2025-01-07T03:40:45Z,1430000,False,-40.0,18.0,1,right,N. Jović driving finger roll Layup (4 PTS) (D. Robinson 1 AST),"[1631107, 1629130]",1610612748.0,MIA,driving finger roll,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,4.44,Made,,,,,,,,,,,4.0,D. Robinson,1629130.0,1.0,,
152,PT00M55.30S,2025-01-07T03:35:15.6Z,1,REGULAR,2pt,Jump Shot,[],1628989,3.235873850197109,73.52941176470588,1610612758,23,26,2025-01-07T03:35:19Z,1440000,False,-118.0,-22.0,1,left,K. Huerter 11' Jump Shot (5 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,11.97,Made,,,,,,,,,,,5.0,,,,,
153,PT00M38.50S,2025-01-07T03:35:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629312,84.97043363994744,48.77450980392157,1610612748,23,28,2025-01-07T03:35:41Z,1450000,False,-6.0,89.0,1,right,H. Highsmith 8' cutting finger roll Layup (2 PTS) (T. Herro 1 AST),"[1629312, 1629639]",1610612748.0,MIA,cutting finger roll,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,8.9,Made,,,,,,,,,,,2.0,T. Herro,1629639.0,1.0,,
155,PT00M29.40S,2025-01-07T03:35:47.6Z,1,REGULAR,2pt,Jump Shot,[],201942,22.158344283837057,66.42156862745098,1610612758,23,28,2025-01-07T03:35:51Z,1470000,False,-82.0,156.0,1,left,MISS D. DeRozan 17' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,17.61,Missed,,,,,,,,,,,,,,,,
156,PT00M28.00S,2025-01-07T03:35:49.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,23,28,2025-01-07T03:41:20Z,1480000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,,155.0,4.0,4.0,0.0,,,,,,,,,,,,
157,PT00M19.30S,2025-01-07T03:35:57.7Z,1,REGULAR,2pt,Jump Shot,[],1629639,76.69185282522996,61.029411764705884,1610612748,23,28,2025-01-07T03:41:35Z,1490000,False,55.0,167.0,1,right,MISS T. Herro 17' turnaround Shot - blocked,"[1629639, 1642269]",1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,17.55,Missed,,,,,,,,,,,,,,,Carter,1642269.0
158,PT00M19.30S,2025-01-07T03:35:57.7Z,1,REGULAR,block,,[],1642269,,,1610612748,23,28,2025-01-07T03:36:40Z,1500000,False,,,0,,D. Carter BLOCK (1 BLK),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
159,PT00M18.70S,2025-01-07T03:35:58.3Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,23,28,2025-01-07T03:41:50Z,1510000,False,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Right Center,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,
161,PT00M00.20S,2025-01-07T03:36:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,17.69053876478318,59.80392156862745,1610612758,23,28,2025-01-07T03:42:03Z,1530000,False,-49.0,114.0,1,left,MISS T. Lyles 12' floating Shot,[1626168],1610612758.0,SAC,floating,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,12.39,Missed,,,,,,,,,,,,,,,,
162,PT00M00.20S,2025-01-07T03:36:38.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,23,28,2025-01-07T03:36:46Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,161.0,,,,,,,,,,,,,,,
167,PT00M00.00S,2025-01-07T03:39:38.7Z,1,REGULAR,period,end,[],0,,,1610612758,23,28,2025-01-07T03:39:38Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT12M00.00S,2025-01-07T03:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],1629312,,,1610612758,23,28,2025-01-07T03:45:30Z,1595000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT12M00.00S,2025-01-07T03:39:46.6Z,2,REGULAR,substitution,in,['startperiod'],1641796,,,1610612758,23,28,2025-01-07T03:45:30Z,1597500,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT12M00.00S,2025-01-07T03:39:46.6Z,2,REGULAR,substitution,out,['startperiod'],1626168,,,1610612758,23,28,2025-01-07T03:46:37Z,1598750,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT12M00.00S,2025-01-07T03:39:46.6Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,23,28,2025-01-07T03:46:37Z,1599375,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-01-07T03:40:04.4Z,2,REGULAR,period,start,[],0,,,1610612758,23,28,2025-01-07T03:40:04Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M51.00S,2025-01-07T03:40:13.2Z,2,REGULAR,3pt,Jump Shot,[],1631099,24.392247043363994,87.00980392156863,1610612758,23,28,2025-01-07T03:40:19Z,1610000,False,-185.0,177.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,25.59,Missed,,,,,,,,,,,,,,,,
