actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
349,PT11M09.00S,2025-02-09T04:20:31.1Z,3,REGULAR,turnover,bad pass,[],1630530,,,1610612740,56,68,2025-02-09T04:20:35Z,3400000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1628370]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Monk,1628370.0,,,,,,,,,
350,PT11M09.00S,2025-02-09T04:20:31.1Z,3,REGULAR,steal,,[],1628370,,,1610612758,56,68,2025-02-09T04:20:33Z,3410000,False,,,0,,M. Monk STEAL (2 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
351,PT11M05.00S,2025-02-09T04:20:34.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628370,5.863994743758213,49.01960784313725,1610612758,58,68,2025-02-09T04:20:42Z,3420000,False,5.0,3.0,1,left,M. Monk running Layup (2 PTS),[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,2.0,,,,,,,,,,,,
352,PT11M03.00S,2025-02-09T04:20:40.0Z,3,REGULAR,3pt,Jump Shot,[],203468,69.72733245729303,70.34313725490196,1610612740,58,68,2025-02-09T04:40:30Z,3430000,False,102.0,232.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,
353,PT10M58.00S,2025-02-09T04:20:45.0Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,58,68,2025-02-09T04:40:30Z,3440000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Right Center,,,352.0,4.0,3.0,1.0,,,,,,,,,,,,,
354,PT10M51.00S,2025-02-09T04:20:50.1Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612758,58,68,2025-02-09T04:20:57Z,3450000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (LaVine 2 FT),"[1629627, 203897]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,1627524.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2.0,0.0,LaVine,203897.0
356,PT10M51.00S,2025-02-09T04:21:16.8Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612758,59,68,2025-02-09T04:21:16Z,3470000,False,,,0,,Z. LaVine Free Throw 1 of 2 (11 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
357,PT10M51.00S,2025-02-09T04:21:30.8Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612758,60,68,2025-02-09T04:21:30Z,3480000,False,,,0,,Z. LaVine Free Throw 2 of 2 (12 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
358,PT10M35.00S,2025-02-09T04:21:48.6Z,3,REGULAR,3pt,Jump Shot,[],203468,67.62483574244416,66.66666666666666,1610612740,60,68,2025-02-09T04:21:54Z,3490000,False,83.0,252.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,
359,PT10M32.00S,2025-02-09T04:21:51.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,60,68,2025-02-09T04:21:54Z,3500000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Center,,,358.0,3.0,2.0,1.0,,,,,,,,,,,,,
360,PT10M28.00S,2025-02-09T04:21:57.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,7.835085413929041,49.754901960784316,1610612758,62,68,2025-02-09T04:22:06Z,3510000,False,1.0,21.0,1,left,D. DeRozan running Layup (3 PTS),[201942],1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,3.0,,,,,,,,,,,,
723,PT10M26.00S,2025-02-09T04:23:34.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,62,68,2025-02-09T05:40:15Z,3525000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT10M12.00S,2025-02-09T04:25:07.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642274,90.22667542706965,49.01960784313725,1610612740,62,68,2025-02-09T04:25:54Z,3530000,False,-5.0,39.0,1,right,MISS Y. Missi floating Shot,[1642274],1610612740.0,NOP,floating,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,
363,PT10M10.00S,2025-02-09T04:25:09.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,62,68,2025-02-09T04:26:05Z,3540000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,,,362.0,4.0,3.0,1.0,,,,,,,,,,,,,
364,PT10M04.00S,2025-02-09T04:25:16.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201942,12.171484888304862,47.794117647058826,1610612758,62,68,2025-02-09T04:26:35Z,3550000,False,11.0,62.0,1,left,MISS D. DeRozan 6' running Layup,[201942],1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,
365,PT10M02.00S,2025-02-09T04:25:18.2Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,62,68,2025-02-09T04:26:35Z,3560000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,In The Paint (Non-RA),0-8 Center,,,364.0,7.0,5.0,2.0,,,,,,,,,,,,,
366,PT10M01.00S,2025-02-09T04:25:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.30946123521682,56.372549019607845,1610612758,62,68,2025-02-09T04:27:02Z,3570000,False,-32.0,16.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,
367,PT10M00.00S,2025-02-09T04:25:21.2Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,62,68,2025-02-09T04:27:02Z,3580000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,,,366.0,8.0,5.0,3.0,,,,,,,,,,,,,
368,PT09M58.00S,2025-02-09T04:25:22.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,5.601182654402102,53.67647058823529,1610612758,64,68,2025-02-09T04:27:13Z,3590000,False,-18.0,0.0,1,left,D. Sabonis putback Layup (16 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,16.0,,,,,,,,,,,,
369,PT09M56.00S,2025-02-09T04:25:30.1Z,3,REGULAR,foul,technical,['1freethrow'],201942,,,1610612740,64,68,2025-02-09T04:25:48Z,3600000,False,,,0,,D. DeRozan technical FOUL (1 Tech),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,202053.0,,,,,,,,,,,,,,,,,,0.0,1.0,,
370,PT09M56.00S,2025-02-09T04:25:49.8Z,3,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,64,69,2025-02-09T04:25:49Z,3610000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (16 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
371,PT09M43.00S,2025-02-09T04:26:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.46057818659659,46.32352941176471,1610612740,64,71,2025-02-09T04:26:25Z,3620000,False,-18.0,18.0,1,right,Z. Williamson driving Layup (21 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,21.0,,,,C. McCollum,203468.0,2.0,,,,,,
373,PT09M31.00S,2025-02-09T04:26:26.5Z,3,REGULAR,3pt,Jump Shot,[],1628370,28.203022339027594,23.52941176470588,1610612758,64,71,2025-02-09T04:26:34Z,3640000,False,132.0,213.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,
374,PT09M31.00S,2025-02-09T04:26:26.5Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,64,71,2025-02-09T04:26:34Z,3650000,False,,,0,,Y. Missi REBOUND (Off:1 Def:8),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Right Center,,,373.0,9.0,8.0,1.0,,,,,,,,,,,,,
375,PT09M09.00S,2025-02-09T04:26:48.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,91.27792378449409,49.50980392156863,1610612740,64,73,2025-02-09T04:26:55Z,3660000,False,-2.0,29.0,1,right,Z. Williamson alley-oop DUNK (23 PTS) (J. Alvarado 8 AST),"[1629627, 1630631]",1610612740.0,NOP,alley-oop,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,23.0,,,,J. Alvarado,1630631.0,8.0,,,,,,
377,PT09M02.00S,2025-02-09T04:26:59.1Z,3,REGULAR,turnover,bad pass,[],1628370,,,1610612758,64,73,2025-02-09T04:55:34Z,3680000,False,,,0,,M. Monk bad pass TURNOVER (4 TO),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,101284.0,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,,,,,,,,,,,
378,PT09M02.00S,2025-02-09T04:27:04.2Z,3,REGULAR,foul,personal,[],1627734,,,1610612740,64,73,2025-02-09T04:31:02Z,3690000,False,,,0,,D. Sabonis loose ball personal FOUL (2 PF),"[1627734, 1629627]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,1627524.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0
380,PT08M50.00S,2025-02-09T04:27:26.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,90.62089356110381,49.50980392156863,1610612740,64,73,2025-02-09T04:30:59Z,3710000,False,-2.0,36.0,1,right,MISS Z. Williamson driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,
381,PT08M48.00S,2025-02-09T04:27:28.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,64,73,2025-02-09T04:27:28Z,3720000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,,,380.0,9.0,6.0,3.0,,,,,,,,,,,,,
382,PT08M43.00S,2025-02-09T04:27:34.7Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612758,64,73,2025-02-09T04:27:47Z,3730000,False,,,0,,Z. Williamson shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1629627, 1627734]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,202053.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Sabonis,1627734.0
384,PT08M43.00S,2025-02-09T04:28:04.3Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,65,73,2025-02-09T04:28:04Z,3750000,False,,,0,,D. Sabonis Free Throw 1 of 2 (17 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
385,PT08M43.00S,2025-02-09T04:28:22.2Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,66,73,2025-02-09T04:28:22Z,3760000,False,,,0,,D. Sabonis Free Throw 2 of 2 (18 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
386,PT08M38.00S,2025-02-09T04:28:37.3Z,3,REGULAR,foul,personal,[],203897,,,1610612740,66,73,2025-02-09T04:28:55Z,3770000,False,,,0,,Z. LaVine personal FOUL (2 PF),"[203897, 1630530]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,101284.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,0.0,Murphy III,1630530.0
388,PT08M31.00S,2025-02-09T04:28:58.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,67.49342969776609,73.0392156862745,1610612740,66,73,2025-02-09T04:29:10Z,3790000,False,115.0,253.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,
389,PT08M28.00S,2025-02-09T04:29:01.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,66,73,2025-02-09T04:29:10Z,3800000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Above the Break 3,24+ Right Center,,,388.0,10.0,7.0,3.0,,,,,,,,,,,,,
390,PT08M23.00S,2025-02-09T04:29:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.995400788436268,47.30392156862745,1610612758,68,73,2025-02-09T04:32:34Z,3810000,False,13.0,4.0,1,left,D. Sabonis cutting Layup (20 PTS) (D. DeRozan 4 AST),"[1627734, 201942]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,20.0,,,,D. DeRozan,201942.0,4.0,,,,,,
392,PT08M12.00S,2025-02-09T04:29:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,89.70105124835742,44.85294117647059,1610612740,68,73,2025-02-09T04:33:00Z,3830000,False,-26.0,44.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1631099]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,Murray,1631099.0,,,,
393,PT08M12.00S,2025-02-09T04:29:19.2Z,3,REGULAR,block,,[],1631099,,,1610612740,68,73,2025-02-09T04:29:21Z,3840000,False,,,0,,K. Murray BLOCK (2 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
394,PT08M12.00S,2025-02-09T04:29:19.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,68,73,2025-02-09T04:29:32Z,3850000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,392.0,,,,,,,,,,,,,,,,
396,PT08M12.00S,2025-02-09T04:29:36.0Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,68,73,2025-02-09T04:29:42Z,3870000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,,
397,PT07M59.00S,2025-02-09T04:29:55.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203468,76.5604467805519,26.96078431372549,1610612740,68,73,2025-02-09T04:33:22Z,3880000,False,-115.0,168.0,1,right,MISS C. McCollum 20' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,,Mid-Range,16-24 Left Center,20.35,Missed,,,,,,,,,,,,,,,,,
398,PT07M56.00S,2025-02-09T04:29:58.9Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,68,73,2025-02-09T04:30:01Z,3890000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Left Center,,,397.0,5.0,4.0,1.0,,,,,,,,,,,,,
399,PT07M50.00S,2025-02-09T04:30:04.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203897,26.62614980289093,18.627450980392158,1610612758,68,73,2025-02-09T04:33:55Z,3900000,False,157.0,198.0,1,left,MISS Z. LaVine 25' running pullup 3PT,[203897],1610612758.0,SAC,running pullup,,,LaVine,Z. LaVine,,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,
400,PT07M47.00S,2025-02-09T04:30:07.4Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,68,73,2025-02-09T04:30:26Z,3910000,False,,,0,,Y. Missi REBOUND (Off:1 Def:9),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Right Center,,,399.0,10.0,9.0,1.0,,,,,,,,,,,,,
401,PT07M40.00S,2025-02-09T04:30:13.8Z,3,REGULAR,3pt,Jump Shot,[],1630631,69.85873850197109,81.12745098039215,1610612740,68,73,2025-02-09T04:30:29Z,3920000,False,156.0,231.0,1,right,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Above the Break 3,24+ Right Center,27.84,Missed,,,,,,,,,,,,,,,,,
402,PT07M38.00S,2025-02-09T04:30:15.8Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,68,73,2025-02-09T04:30:29Z,3930000,False,,,0,,M. Monk REBOUND (Off:0 Def:3),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Right Center,,,401.0,3.0,3.0,0.0,,,,,,,,,,,,,
403,PT07M34.00S,2025-02-09T04:30:20.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631099,5.732588699080158,53.18627450980392,1610612758,68,73,2025-02-09T04:34:48Z,3940000,False,-16.0,1.0,1,left,MISS K. Murray running Layup,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,
404,PT07M33.00S,2025-02-09T04:30:21.3Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,68,73,2025-02-09T04:30:33Z,3950000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,,,403.0,4.0,3.0,1.0,,,,,,,,,,,,,
405,PT07M22.00S,2025-02-09T04:30:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.59198423127464,53.92156862745098,1610612740,68,75,2025-02-09T04:35:19Z,3960000,False,20.0,17.0,1,right,C. McCollum driving Layup (19 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,19.0,,,,,,,,,,,,
406,PT07M10.00S,2025-02-09T04:30:46.3Z,3,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612758,68,75,2025-02-09T04:30:55Z,3970000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1642274, 1627734]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,202053.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Sabonis,1627734.0
408,PT07M10.00S,2025-02-09T04:31:22.4Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,69,75,2025-02-09T04:31:22Z,3990000,False,,,0,,D. Sabonis Free Throw 1 of 2 (21 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
409,PT07M10.00S,2025-02-09T04:31:23.7Z,3,REGULAR,substitution,out,[],1628370,,,1610612758,69,75,2025-02-09T04:31:38Z,4000000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M10.00S,2025-02-09T04:31:23.7Z,3,REGULAR,substitution,out,[],1629627,,,1610612758,69,75,2025-02-09T04:31:38Z,4010000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M10.00S,2025-02-09T04:31:23.7Z,3,REGULAR,substitution,in,[],1631165,,,1610612758,69,75,2025-02-09T04:31:38Z,4020000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M10.00S,2025-02-09T04:31:23.7Z,3,REGULAR,substitution,in,[],1629750,,,1610612758,69,75,2025-02-09T04:31:38Z,4030000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M10.00S,2025-02-09T04:31:22.4Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,69,75,2025-02-09T04:31:52Z,4040000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
414,PT07M07.00S,2025-02-09T04:31:25.4Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,69,75,2025-02-09T04:31:52Z,4050000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,
415,PT06M55.00S,2025-02-09T04:32:02.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.78120893561103,48.77450980392157,1610612740,69,77,2025-02-09T04:35:55Z,4060000,False,-6.0,53.0,1,right,C. McCollum driving floating Jump Shot (21 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,,,,,21.0,,,,,,,,,,,,
417,PT06M36.00S,2025-02-09T04:32:26.0Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612758,69,77,2025-02-09T04:32:39Z,4080000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Murray 2 FT),"[1629750, 1631099]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,1627524.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Murray,1631099.0
419,PT06M36.00S,2025-02-09T04:32:59.7Z,3,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,70,77,2025-02-09T04:32:59Z,4100000,False,,,0,,K. Murray Free Throw 1 of 2 (10 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
420,PT06M36.00S,2025-02-09T04:33:15.3Z,3,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,71,77,2025-02-09T04:33:15Z,4110000,False,,,0,,K. Murray Free Throw 2 of 2 (11 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
421,PT06M23.00S,2025-02-09T04:33:30.6Z,3,REGULAR,3pt,Jump Shot,[],203468,67.36202365308804,36.029411764705884,1610612740,71,77,2025-02-09T04:34:10Z,4120000,False,-70.0,254.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,
422,PT06M08.00S,2025-02-09T04:33:45.6Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,71,77,2025-02-09T04:34:10Z,4130000,False,,,0,,K. Murray REBOUND (Off:1 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Center,,,421.0,5.0,4.0,1.0,,,,,,,,,,,,,
423,PT06M08.00S,2025-02-09T04:33:48.7Z,3,REGULAR,3pt,Jump Shot,[],1631099,30.436925098554536,28.921568627450984,1610612758,71,77,2025-02-09T04:34:13Z,4140000,False,105.0,234.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,
424,PT06M08.00S,2025-02-09T04:33:48.7Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,71,77,2025-02-09T04:34:13Z,4150000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,,,423.0,3.0,3.0,0.0,,,,,,,,,,,,,
425,PT06M08.00S,2025-02-09T04:33:53.3Z,3,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,71,77,2025-02-09T04:34:52Z,4160000,False,,,0,,C. McCollum step out-of-bounds TURNOVER (2 TO),[203468],1610612740.0,NOP,step,,,McCollum,C. McCollum,,,,,101284.0,Right Corner 3,24+ Right,,,,,,,,2.0,,,,,,,,,,,
426,PT06M00.00S,2025-02-09T04:34:14.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612758,71,77,2025-02-09T04:34:30Z,4170000,False,,,0,,T. Murphy III personal FOUL (2 PF) (Sabonis 2 FT),"[1630530, 1627734]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,1627524.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,0.0,Sabonis,1627734.0
428,PT06M00.00S,2025-02-09T04:34:51.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612758,71,77,2025-02-09T04:35:16Z,4190000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
429,PT06M00.00S,2025-02-09T04:34:51.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,71,77,2025-02-09T04:35:16Z,4200000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,
