actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
535,PT10M01.00S,2024-11-19T04:51:02.8Z,4,REGULAR,3pt,Jump Shot,[],1641723,3.7614980289093296,3.6764705882352944,1610612737,93,92,2024-11-19T04:51:55Z,5160000,False,232.0,-17.0,1,left,MISS K. Bufkin 3PT,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Right Corner 3,24+ Right,,,,,23.22,Missed,,,,,,,,,,,,,,
536,PT09M59.00S,2024-11-19T04:51:04.8Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,93,92,2024-11-19T04:51:55Z,5170000,False,,,0,,K. Murray REBOUND (Off:1 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,535.0,6.0,5.0,1.0,,,,,,,,,,
568,PT09M48.00S,2024-11-19T04:51:09.5Z,4,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,93,92,2024-11-19T04:53:56Z,5175000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (3 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,2003.0,3.0,,,,,,,,,,,,,,,,,,
539,PT09M38.00S,2024-11-19T04:51:42.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,11.908672798948752,50.0,1610612737,93,92,2024-11-19T04:54:06Z,5200000,False,0.0,59.0,1,left,MISS D. Daniels turnaround fadeaway Shot,[1630700],1610612737.0,ATL,turnaround fadeaway,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.94,Missed,,,,,,,,,,,,,,
540,PT09M36.00S,2024-11-19T04:51:44.4Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,93,92,2024-11-19T04:53:23Z,5210000,False,,,0,,T. Lyles REBOUND (Off:2 Def:5),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,539.0,7.0,5.0,2.0,,,,,,,,,,
541,PT09M25.00S,2024-11-19T04:51:53.2Z,4,REGULAR,3pt,Jump Shot,[],1631099,92.19776609724047,4.166666666666666,1610612758,93,92,2024-11-19T04:51:58Z,5220000,False,-229.0,21.0,1,right,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,23.01,Missed,,,,,,,,,,,,,,
542,PT09M22.00S,2024-11-19T04:51:56.2Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,93,92,2024-11-19T04:51:58Z,5230000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Left Corner 3,24+ Left,,,,,,,541.0,2.0,2.0,0.0,,,,,,,,,,
543,PT09M18.00S,2024-11-19T04:52:00.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,30.436925098554536,26.47058823529412,1610612737,93,92,2024-11-19T04:54:07Z,5240000,False,118.0,234.0,1,left,MISS B. Bogdanović 26' running pullup 3PT,[203992],1610612737.0,ATL,running pullup,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,,26.15,Missed,,,,,,,,,,,,,,
544,PT09M15.00S,2024-11-19T04:52:03.3Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,93,92,2024-11-19T04:52:13Z,5250000,False,,,0,,K. Murray REBOUND (Off:1 Def:6),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,543.0,7.0,6.0,1.0,,,,,,,,,,
545,PT09M08.00S,2024-11-19T04:52:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.32917214191852,37.00980392156863,1610612758,93,92,2024-11-19T04:57:27Z,5260000,False,-65.0,20.0,1,right,MISS D. Fox 6' driving Layup - blocked,"[1628368, 1630700]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.79,Missed,,,,,,,,,,,,,Daniels,1630700.0
546,PT09M08.00S,2024-11-19T04:52:13.6Z,4,REGULAR,block,,[],1630700,,,1610612758,93,92,2024-11-19T04:56:52Z,5270000,False,,,0,,D. Daniels BLOCK (2 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
547,PT09M07.00S,2024-11-19T04:52:14.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,93,92,2024-11-19T04:57:27Z,5280000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,545.0,,,,,,,,,,,,,
548,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,out,[],1628368,,,1610612758,93,92,2024-11-19T04:52:57Z,5290000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,out,[],1626168,,,1610612758,93,92,2024-11-19T04:52:57Z,5300000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,out,[],203926,,,1610612758,93,92,2024-11-19T04:52:57Z,5310000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,out,[],1630168,,,1610612758,93,92,2024-11-19T04:52:57Z,5320000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,out,[],1641723,,,1610612758,93,92,2024-11-19T04:52:57Z,5330000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,in,[],1628989,,,1610612758,93,92,2024-11-19T04:52:57Z,5340000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,in,[],203458,,,1610612758,93,92,2024-11-19T04:52:57Z,5350000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,in,[],1629162,,,1610612758,93,92,2024-11-19T04:52:57Z,5360000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,in,[],203991,,,1610612758,93,92,2024-11-19T04:52:57Z,5370000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M07.00S,2024-11-19T04:52:19.1Z,4,REGULAR,substitution,in,[],1629027,,,1610612758,93,92,2024-11-19T04:52:57Z,5380000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M07.00S,2024-11-19T04:53:00.6Z,4,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612758,93,92,2024-11-19T04:55:01Z,5390000,False,,,0,,D. Daniels away-from-play personal FOUL (3 PF) (Ellis 1 FT),"[1630700, 1631165]",1610612737.0,ATL,away-from-play,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,2002.0,,,,,,,,,,,,,,3.0,0.0,Ellis,1631165.0,,
560,PT09M07.00S,2024-11-19T04:53:24.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1631165,,,1610612758,94,92,2024-11-19T04:57:22Z,5410000,False,,,0,,K. Ellis away-from-play Free Throw 1 of 1 (28 PTS),[1631165],1610612758.0,SAC,away-from-play,,,Ellis,K. Ellis,,,,,,,,,,,,Made,,,,,28.0,,,,,,,,,
561,PT09M07.00S,2024-11-19T04:53:26.8Z,4,REGULAR,substitution,out,[],1630700,,,1610612737,94,92,2024-11-19T04:53:38Z,5420000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M07.00S,2024-11-19T04:53:26.8Z,4,REGULAR,substitution,in,[],1629726,,,1610612737,94,92,2024-11-19T04:53:38Z,5430000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M58.00S,2024-11-19T04:53:40.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,67.88764783180025,69.11764705882352,1610612758,94,92,2024-11-19T04:58:04Z,5440000,False,96.0,249.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,26.71,Missed,,,,,,,,,,,,,,
564,PT08M55.00S,2024-11-19T04:53:43.7Z,4,REGULAR,rebound,offensive,[],203458,,,1610612758,94,92,2024-11-19T04:58:04Z,5450000,False,,,0,,A. Len REBOUND (Off:1 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Above the Break 3,24+ Right Center,,,,,,,563.0,3.0,2.0,1.0,,,,,,,,,,
565,PT08M53.00S,2024-11-19T04:53:46.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,86.81011826544021,95.58823529411765,1610612758,94,92,2024-11-19T04:58:37Z,5460000,False,228.0,71.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Right Corner 3,24+ Right,,,,,23.89,Missed,,,,,,,,,,,,,,
566,PT08M51.00S,2024-11-19T04:53:48.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,94,92,2024-11-19T04:58:37Z,5470000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,565.0,,,,,,,,,,,,,
567,PT08M51.00S,2024-11-19T04:53:54.8Z,4,REGULAR,foul,personal,[],1631099,,,1610612737,94,92,2024-11-19T04:58:40Z,5480000,False,,,0,,K. Murray loose ball personal FOUL (6 PF),"[1631099, 1642258]",1610612758.0,SAC,loose ball,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,1626302.0,,,,,,,,,,,,,,6.0,0.0,Risacher,1642258.0,,
570,PT08M51.00S,2024-11-19T04:54:02.3Z,4,REGULAR,substitution,out,[],1631099,,,1610612737,94,92,2024-11-19T04:54:50Z,5500000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M51.00S,2024-11-19T04:54:02.3Z,4,REGULAR,substitution,in,[],203926,,,1610612737,94,92,2024-11-19T04:54:50Z,5510000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M38.00S,2024-11-19T04:55:14.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.783837056504599,50.98039215686274,1610612737,94,94,2024-11-19T04:59:23Z,5520000,False,-5.0,11.0,1,left,C. Capela alley-oop DUNK (9 PTS) (T. Young 16 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,1.23,Made,,,,,9.0,T. Young,1629027.0,16.0,,,,,,
574,PT08M17.00S,2024-11-19T04:55:35.9Z,4,REGULAR,3pt,Jump Shot,[],1631165,94.03745072273325,4.166666666666666,1610612758,94,94,2024-11-19T04:55:51Z,5540000,False,-229.0,4.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,22.92,Missed,,,,,,,,,,,,,,
575,PT08M13.00S,2024-11-19T04:55:39.9Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,94,94,2024-11-19T04:55:51Z,5550000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Left Corner 3,24+ Left,,,,,,,574.0,3.0,3.0,0.0,,,,,,,,,,
576,PT07M54.00S,2024-11-19T04:56:00.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,15.982260183968464,44.11764705882353,1610612737,94,94,2024-11-19T05:00:23Z,5560000,False,29.0,98.0,1,left,MISS B. Bogdanović 10' turnaround fadeaway Shot,[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.2,Missed,,,,,,,,,,,,,,
577,PT07M52.00S,2024-11-19T04:56:02.4Z,4,REGULAR,rebound,defensive,[],1631165,,,1610612758,94,94,2024-11-19T05:00:23Z,5570000,False,,,0,,K. Ellis REBOUND (Off:2 Def:4),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,576.0,6.0,4.0,2.0,,,,,,,,,,
579,PT07M43.00S,2024-11-19T04:56:12.5Z,4,REGULAR,foul,offensive,[],1631165,,,1610612758,94,94,2024-11-19T05:01:30Z,5580000,False,,,0,,K. Ellis offensive FOUL (1 PF),"[1631165, 1629027]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,2003.0,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0,,
581,PT07M43.00S,2024-11-19T04:56:12.5Z,4,REGULAR,turnover,offensive foul,[],1631165,,,1610612758,94,94,2024-11-19T04:56:12Z,5600000,False,,,0,,K. Ellis offensive foul TURNOVER (1 TO),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,2003.0,1.0,,,,,,,,,,,,,,,,,,
582,PT07M43.00S,2024-11-19T04:56:25.7Z,4,REGULAR,substitution,out,[],1629162,,,1610612737,94,94,2024-11-19T04:56:53Z,5610000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M43.00S,2024-11-19T04:56:25.7Z,4,REGULAR,substitution,out,[],203458,,,1610612737,94,94,2024-11-19T04:56:53Z,5620000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M43.00S,2024-11-19T04:56:25.7Z,4,REGULAR,substitution,out,[],203992,,,1610612737,94,94,2024-11-19T04:56:53Z,5630000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M43.00S,2024-11-19T04:56:25.7Z,4,REGULAR,substitution,in,[],1628368,,,1610612737,94,94,2024-11-19T04:56:53Z,5640000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M43.00S,2024-11-19T04:56:25.7Z,4,REGULAR,substitution,in,[],1626168,,,1610612737,94,94,2024-11-19T04:56:53Z,5650000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M43.00S,2024-11-19T04:56:25.7Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,94,94,2024-11-19T04:56:53Z,5660000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M28.00S,2024-11-19T04:56:56.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642258,5.075558475689881,48.529411764705884,1610612737,94,96,2024-11-19T04:57:05Z,5670000,False,7.0,-5.0,1,left,Z. Risacher alley-oop Layup (18 PTS) (T. Young 17 AST),"[1642258, 1629027]",1610612737.0,ATL,alley-oop,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,0.88,Made,,,,,18.0,T. Young,1629027.0,17.0,,,,,,
591,PT07M05.00S,2024-11-19T04:57:27.6Z,4,REGULAR,substitution,out,[],1629726,,,1610612758,94,96,2024-11-19T04:57:35Z,5700000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M05.00S,2024-11-19T04:57:27.6Z,4,REGULAR,substitution,in,[],1630700,,,1610612758,94,96,2024-11-19T04:57:35Z,5710000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M04.00S,2024-11-19T04:57:44.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203926,91.93495400788436,47.05882352941176,1610612758,96,96,2024-11-19T05:02:30Z,5720000,False,-15.0,23.0,1,right,D. McDermott cutting Layup (8 PTS) (K. Huerter 3 AST),"[203926, 1628989]",1610612758.0,SAC,cutting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,2.75,Made,,,,,8.0,K. Huerter,1628989.0,3.0,,,,,,
595,PT06M48.00S,2024-11-19T04:58:01.9Z,4,REGULAR,foul,personal,[],1628989,,,1610612737,96,96,2024-11-19T04:58:17Z,5740000,False,,,0,,K. Huerter personal FOUL (3 PF),"[1628989, 1629027]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,2002.0,,,,,,,,,,,,,,3.0,0.0,Young,1629027.0,,
597,PT06M48.00S,2024-11-19T04:58:24.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,96,96,2024-11-19T04:58:24Z,5760000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M43.00S,2024-11-19T05:01:18.5Z,4,REGULAR,3pt,Jump Shot,[],1630700,29.911300919842315,68.38235294117648,1610612737,96,96,2024-11-19T05:01:27Z,5770000,False,-92.0,229.0,1,left,MISS D. Daniels 24' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,24.65,Missed,,,,,,,,,,,,,,
599,PT06M39.00S,2024-11-19T05:01:22.5Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,96,96,2024-11-19T05:01:27Z,5780000,False,,,0,,C. Capela REBOUND (Off:2 Def:10),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,598.0,12.0,10.0,2.0,,,,,,,,,,
640,PT06M28.00S,2024-11-19T05:01:25.6Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,96,96,2024-11-19T05:07:21Z,5785000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1628989]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,4.0,Huerter,1628989.0,,,,,,,,,,,,,,,,
641,PT06M28.00S,2024-11-19T05:01:25.6Z,4,REGULAR,steal,,[],1628989,,,1610612758,96,96,2024-11-19T05:07:21Z,5787500,False,,,0,,K. Huerter STEAL (3 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
602,PT06M16.00S,2024-11-19T05:01:45.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,71.30420499342969,22.794117647058822,1610612758,96,96,2024-11-19T05:07:27Z,5810000,False,-136.0,217.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,25.63,Missed,,,,,,,,,,,,,,
603,PT06M13.00S,2024-11-19T05:01:48.5Z,4,REGULAR,rebound,offensive,[],1626168,,,1610612758,96,96,2024-11-19T05:01:55Z,5820000,False,,,0,,T. Lyles REBOUND (Off:3 Def:5),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,602.0,8.0,5.0,3.0,,,,,,,,,,
604,PT06M02.00S,2024-11-19T05:01:59.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1626168,92.9862023653088,45.588235294117645,1610612758,96,96,2024-11-19T05:07:27Z,5830000,False,-22.0,13.0,1,right,MISS T. Lyles alley-oop Layup,[1626168],1610612758.0,SAC,alley-oop,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,2.58,Missed,,,,,,,,,,,,,,
605,PT06M00.00S,2024-11-19T05:02:01.2Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,96,96,2024-11-19T05:06:23Z,5840000,False,,,0,,D. Daniels REBOUND (Off:1 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,604.0,6.0,5.0,1.0,,,,,,,,,,
606,PT05M56.00S,2024-11-19T05:02:05.7Z,4,REGULAR,turnover,bad pass,[],1642258,,,1610612737,96,96,2024-11-19T05:02:11Z,5850000,False,,,0,,Z. Risacher bad pass TURNOVER (3 TO),"[1642258, 1631165]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Left,,3.0,Ellis,1631165.0,,,,,,,,,,,,,,,,
607,PT05M56.00S,2024-11-19T05:02:05.7Z,4,REGULAR,steal,,[],1631165,,,1610612758,96,96,2024-11-19T05:02:07Z,5860000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
608,PT05M33.00S,2024-11-19T05:02:28.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,70.90998685939553,23.284313725490197,1610612758,99,96,2024-11-19T05:02:34Z,5870000,False,-134.0,221.0,1,right,D. Fox 25' 3PT pullup (24 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,25.82,Made,,,,,24.0,,,,,,,,,
609,PT05M16.00S,2024-11-19T05:02:45.0Z,4,REGULAR,3pt,Jump Shot,[],1642258,3.235873850197109,2.941176470588235,1610612737,99,96,2024-11-19T05:02:49Z,5880000,False,235.0,-22.0,1,left,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,23.63,Missed,,,,,,,,,,,,,,
610,PT05M14.00S,2024-11-19T05:02:47.0Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,99,96,2024-11-19T05:02:49Z,5890000,False,,,0,,D. Fox REBOUND (Off:0 Def:5),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,,,,609.0,5.0,5.0,0.0,,,,,,,,,,
611,PT05M03.00S,2024-11-19T05:03:00.4Z,4,REGULAR,foul,personal,[],1629631,,,1610612758,99,96,2024-11-19T05:03:10Z,5900000,False,,,0,,D. Hunter personal FOUL (3 PF),"[1629631, 1628368]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,1626302.0,,,,,,,,,,,,,,3.0,0.0,Fox,1628368.0,,
613,PT05M03.00S,2024-11-19T05:03:08.5Z,4,REGULAR,substitution,out,[],1642258,,,1610612758,99,96,2024-11-19T05:03:13Z,5920000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M03.00S,2024-11-19T05:03:08.5Z,4,REGULAR,substitution,in,[],1629726,,,1610612758,99,96,2024-11-19T05:03:13Z,5930000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M55.00S,2024-11-19T05:03:36.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.46057818659659,44.36274509803921,1610612758,99,96,2024-11-19T05:07:30Z,5940000,False,-28.0,18.0,1,right,MISS D. Fox driving Layup - blocked,"[1628368, 203991]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,3.37,Missed,,,,,,,,,,,,,Capela,203991.0
616,PT04M55.00S,2024-11-19T05:03:36.0Z,4,REGULAR,block,,[],203991,,,1610612758,99,96,2024-11-19T05:03:38Z,5950000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
617,PT04M54.00S,2024-11-19T05:03:37.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,99,96,2024-11-19T05:07:30Z,5960000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,615.0,,,,,,,,,,,,,
618,PT04M54.00S,2024-11-19T05:03:58.3Z,4,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,99,96,2024-11-19T05:04:10Z,5970000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (4 TO),[1628368],1610612758.0,SAC,bad pass,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,2003.0,4.0,,,,,,,,,,,,,,,,,,
619,PT04M42.00S,2024-11-19T05:04:17.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203991,6.389618922470433,51.71568627450981,1610612737,99,98,2024-11-19T05:04:23Z,5980000,False,-9.0,8.0,1,left,C. Capela alley-oop DUNK (11 PTS) (T. Young 18 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,1.15,Made,,,,,11.0,T. Young,1629027.0,18.0,,,,,,
